year,pgisced97,sex,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Primary Level,female,Permanent job,0.29290,73,73,0.18778,0.39802
1998,Lower Secondary Level,male,Permanent job,0.33502,335,543,0.29528,0.37476
1998,Lower Secondary Level,male,Temporary job,0.19688,208,543,0.16340,0.23036
1998,Lower Secondary Level,female,Permanent job,0.16849,334,469,0.13457,0.20240
1998,Lower Secondary Level,female,Temporary job,0.05463,135,469,0.03404,0.07522
1998,Upper Secondary Level,male,Permanent job,0.50783,1952,2151,0.48669,0.52896
1998,Upper Secondary Level,male,Temporary job,0.05578,199,2151,0.04608,0.06548
1998,Upper Secondary Level,female,Permanent job,0.38134,1478,1669,0.35803,0.40465
1998,Upper Secondary Level,female,Temporary job,0.04289,191,1669,0.03317,0.05262
1998,Post-secondary Non-tertiary Level,male,Permanent job,0.53446,143,143,0.45241,0.61650
1998,Post-secondary Non-tertiary Level,female,Permanent job,0.55389,146,146,0.47298,0.63480
1998,First Stage of Tertiary Education,male,Permanent job,0.52461,285,285,0.46653,0.58269
1998,First Stage of Tertiary Education,female,Permanent job,0.49682,176,176,0.42274,0.57090
1998,Second Stage of Tertiary Education,male,Permanent job,0.55425,631,695,0.51727,0.59123
1998,Second Stage of Tertiary Education,male,Temporary job,0.06804,64,695,0.04931,0.08678
1998,Second Stage of Tertiary Education,female,Permanent job,0.50356,500,570,0.46247,0.54464
1998,Second Stage of Tertiary Education,female,Temporary job,0.07914,70,570,0.05696,0.10132
1999,Primary Level,male,Permanent job,0.40699,74,74,0.29429,0.51969
1999,Primary Level,female,Permanent job,0.35788,82,82,0.25348,0.46228
1999,Lower Secondary Level,male,Permanent job,0.32572,322,529,0.28574,0.36569
1999,Lower Secondary Level,male,Temporary job,0.21858,207,529,0.18333,0.25384
1999,Lower Secondary Level,female,Permanent job,0.18326,333,478,0.14854,0.21797
1999,Lower Secondary Level,female,Temporary job,0.06181,145,478,0.04020,0.08342
1999,Upper Secondary Level,male,Permanent job,0.50567,1918,2150,0.48453,0.52681
1999,Upper Secondary Level,male,Temporary job,0.06242,232,2150,0.05219,0.07265
1999,Upper Secondary Level,female,Permanent job,0.40093,1499,1716,0.37774,0.42413
1999,Upper Secondary Level,female,Temporary job,0.04798,217,1716,0.03787,0.05810
1999,Post-secondary Non-tertiary Level,male,Permanent job,0.54199,141,141,0.45945,0.62452
1999,Post-secondary Non-tertiary Level,female,Permanent job,0.54146,150,150,0.46145,0.62147
1999,First Stage of Tertiary Education,male,Permanent job,0.53635,282,282,0.47804,0.59466
1999,First Stage of Tertiary Education,female,Permanent job,0.50280,176,176,0.42872,0.57688
1999,Second Stage of Tertiary Education,male,Permanent job,0.55462,635,705,0.51790,0.59133
1999,Second Stage of Tertiary Education,male,Temporary job,0.06279,70,705,0.04487,0.08071
1999,Second Stage of Tertiary Education,female,Permanent job,0.49923,493,578,0.45843,0.54002
1999,Second Stage of Tertiary Education,female,Temporary job,0.09008,85,578,0.06672,0.11344
2000,Primary Level,male,Permanent job,0.32218,54,54,0.19637,0.44799
2000,Primary Level,female,Permanent job,0.18636,44,44,0.06997,0.30275
2000,Lower Secondary Level,male,Permanent job,0.30364,349,658,0.26847,0.33880
2000,Lower Secondary Level,male,Temporary job,0.24682,309,658,0.21385,0.27979
2000,Lower Secondary Level,female,Permanent job,0.14644,391,614,0.11845,0.17443
2000,Lower Secondary Level,female,Temporary job,0.07093,223,614,0.05061,0.09126
2000,Upper Secondary Level,male,Permanent job,0.47958,3123,3473,0.46296,0.49620
2000,Upper Secondary Level,male,Temporary job,0.05542,350,3473,0.04781,0.06303
2000,Upper Secondary Level,female,Permanent job,0.35529,2434,2780,0.33750,0.37309
2000,Upper Secondary Level,female,Temporary job,0.04783,346,2780,0.03989,0.05576
2000,Post-secondary Non-tertiary Level,male,Permanent job,0.55182,291,329,0.49800,0.60564
2000,Post-secondary Non-tertiary Level,male,Temporary job,0.06581,38,329,0.03898,0.09264
2000,Post-secondary Non-tertiary Level,female,Permanent job,0.46416,281,325,0.40986,0.51847
2000,Post-secondary Non-tertiary Level,female,Temporary job,0.07383,44,325,0.04536,0.10230
2000,First Stage of Tertiary Education,male,Permanent job,0.51455,571,571,0.47352,0.55558
2000,First Stage of Tertiary Education,female,Permanent job,0.47103,390,425,0.42352,0.51855
2000,First Stage of Tertiary Education,female,Temporary job,0.03417,35,425,0.01688,0.05147
2000,Second Stage of Tertiary Education,male,Permanent job,0.52029,1193,1320,0.49333,0.54726
2000,Second Stage of Tertiary Education,male,Temporary job,0.06215,127,1320,0.04912,0.07517
2000,Second Stage of Tertiary Education,female,Permanent job,0.47677,868,1002,0.44583,0.50771
2000,Second Stage of Tertiary Education,female,Temporary job,0.08423,134,1002,0.06702,0.10144
2001,Primary Level,male,Permanent job,0.37730,50,50,0.24158,0.51301
2001,Primary Level,female,Permanent job,0.19461,41,41,0.07192,0.31730
2001,Lower Secondary Level,male,Permanent job,0.29336,293,569,0.25591,0.33080
2001,Lower Secondary Level,male,Temporary job,0.25428,276,569,0.21846,0.29009
2001,Lower Secondary Level,female,Permanent job,0.14911,353,562,0.11963,0.17858
2001,Lower Secondary Level,female,Temporary job,0.08493,209,562,0.06186,0.10800
2001,Upper Secondary Level,male,Permanent job,0.47879,2793,3079,0.46114,0.49644
2001,Upper Secondary Level,male,Temporary job,0.04594,286,3079,0.03855,0.05334
2001,Upper Secondary Level,female,Permanent job,0.35196,2214,2553,0.33344,0.37049
2001,Upper Secondary Level,female,Temporary job,0.04874,339,2553,0.04038,0.05709
2001,Post-secondary Non-tertiary Level,male,Permanent job,0.54758,274,274,0.48854,0.60662
2001,Post-secondary Non-tertiary Level,female,Permanent job,0.45444,281,314,0.39928,0.50960
2001,Post-secondary Non-tertiary Level,female,Temporary job,0.06166,33,314,0.03501,0.08830
2001,First Stage of Tertiary Education,male,Permanent job,0.50083,502,502,0.45704,0.54461
2001,First Stage of Tertiary Education,female,Permanent job,0.45720,339,372,0.40651,0.50789
2001,First Stage of Tertiary Education,female,Temporary job,0.04352,33,372,0.02276,0.06428
2001,Second Stage of Tertiary Education,male,Permanent job,0.53123,1120,1218,0.50319,0.55926
2001,Second Stage of Tertiary Education,male,Temporary job,0.05412,98,1218,0.04141,0.06683
2001,Second Stage of Tertiary Education,female,Permanent job,0.48437,822,935,0.45232,0.51642
2001,Second Stage of Tertiary Education,female,Temporary job,0.07816,113,935,0.06094,0.09537
2002,Primary Level,male,Permanent job,0.30417,37,37,0.15389,0.45446
2002,Primary Level,female,Permanent job,0.18988,34,34,0.05606,0.32369
2002,Lower Secondary Level,male,Permanent job,0.28989,260,514,0.25063,0.32915
2002,Lower Secondary Level,male,Temporary job,0.24132,254,514,0.20430,0.27835
2002,Lower Secondary Level,female,Permanent job,0.13713,311,508,0.10719,0.16708
2002,Lower Secondary Level,female,Temporary job,0.08779,197,508,0.06316,0.11242
2002,Upper Secondary Level,male,Permanent job,0.46481,2668,2935,0.44676,0.48286
2002,Upper Secondary Level,male,Temporary job,0.04274,267,2935,0.03542,0.05006
2002,Upper Secondary Level,female,Permanent job,0.35001,2285,2600,0.33167,0.36834
2002,Upper Secondary Level,female,Temporary job,0.04475,315,2600,0.03680,0.05270
2002,Post-secondary Non-tertiary Level,male,Permanent job,0.57179,288,322,0.51766,0.62592
2002,Post-secondary Non-tertiary Level,male,Temporary job,0.06604,34,322,0.03887,0.09321
2002,Post-secondary Non-tertiary Level,female,Permanent job,0.46199,334,373,0.41133,0.51265
2002,Post-secondary Non-tertiary Level,female,Temporary job,0.06201,39,373,0.03750,0.08652
2002,First Stage of Tertiary Education,male,Permanent job,0.48586,528,528,0.44319,0.52854
2002,First Stage of Tertiary Education,female,Permanent job,0.46774,370,370,0.41682,0.51865
2002,Second Stage of Tertiary Education,male,Permanent job,0.50104,1438,1560,0.47622,0.52586
2002,Second Stage of Tertiary Education,male,Temporary job,0.05191,122,1560,0.04090,0.06292
2002,Second Stage of Tertiary Education,female,Permanent job,0.48419,1043,1175,0.45560,0.51278
2002,Second Stage of Tertiary Education,female,Temporary job,0.07782,132,1175,0.06249,0.09314
2003,Primary Level,male,Permanent job,0.28158,33,33,0.12574,0.43742
2003,Primary Level,female,Permanent job,0.16356,31,31,0.03120,0.29591
2003,Lower Secondary Level,male,Permanent job,0.26941,240,491,0.23012,0.30869
2003,Lower Secondary Level,male,Temporary job,0.24006,251,491,0.20224,0.27788
2003,Lower Secondary Level,female,Permanent job,0.13689,293,477,0.10601,0.16777
2003,Lower Secondary Level,female,Temporary job,0.08122,184,477,0.05668,0.10576
2003,Upper Secondary Level,male,Permanent job,0.45423,2474,2721,0.43552,0.47294
2003,Upper Secondary Level,male,Temporary job,0.04131,247,2721,0.03383,0.04879
2003,Upper Secondary Level,female,Permanent job,0.35088,2175,2447,0.33197,0.36980
2003,Upper Secondary Level,female,Temporary job,0.03995,272,2447,0.03219,0.04772
2003,Post-secondary Non-tertiary Level,male,Permanent job,0.52970,270,306,0.47368,0.58572
2003,Post-secondary Non-tertiary Level,male,Temporary job,0.09036,36,306,0.05818,0.12253
2003,Post-secondary Non-tertiary Level,female,Permanent job,0.44033,322,369,0.38961,0.49105
2003,Post-secondary Non-tertiary Level,female,Temporary job,0.07526,47,369,0.04831,0.10222
2003,First Stage of Tertiary Education,male,Permanent job,0.47837,489,489,0.43405,0.52269
2003,First Stage of Tertiary Education,female,Permanent job,0.44554,343,343,0.39287,0.49822
2003,Second Stage of Tertiary Education,male,Permanent job,0.49024,1306,1419,0.46422,0.51626
2003,Second Stage of Tertiary Education,male,Temporary job,0.05057,113,1419,0.03916,0.06197
2003,Second Stage of Tertiary Education,female,Permanent job,0.46786,983,1121,0.43863,0.49708
2003,Second Stage of Tertiary Education,female,Temporary job,0.07679,138,1121,0.06120,0.09238
2004,Primary Level,male,Permanent job,0.28761,33,33,0.13078,0.44445
2004,Lower Secondary Level,male,Permanent job,0.28193,224,448,0.24021,0.32364
2004,Lower Secondary Level,male,Temporary job,0.22716,224,448,0.18831,0.26600
2004,Lower Secondary Level,female,Permanent job,0.14468,280,452,0.11221,0.17714
2004,Lower Secondary Level,female,Temporary job,0.08440,172,452,0.05874,0.11006
2004,Upper Secondary Level,male,Permanent job,0.43051,2298,2564,0.41134,0.44968
2004,Upper Secondary Level,male,Temporary job,0.04236,266,2564,0.03456,0.05016
2004,Upper Secondary Level,female,Permanent job,0.34712,2087,2364,0.32793,0.36632
2004,Upper Secondary Level,female,Temporary job,0.04409,277,2364,0.03581,0.05237
2004,Post-secondary Non-tertiary Level,male,Permanent job,0.53325,273,273,0.47396,0.59254
2004,Post-secondary Non-tertiary Level,female,Permanent job,0.45842,327,382,0.40839,0.50846
2004,Post-secondary Non-tertiary Level,female,Temporary job,0.09229,55,382,0.06323,0.12136
2004,First Stage of Tertiary Education,male,Permanent job,0.49131,465,465,0.44582,0.53679
2004,First Stage of Tertiary Education,female,Permanent job,0.45098,350,350,0.39878,0.50319
2004,Second Stage of Tertiary Education,male,Permanent job,0.47482,1256,1386,0.44852,0.50112
2004,Second Stage of Tertiary Education,male,Temporary job,0.06522,130,1386,0.05222,0.07822
2004,Second Stage of Tertiary Education,female,Permanent job,0.45993,973,1104,0.43051,0.48934
2004,Second Stage of Tertiary Education,female,Temporary job,0.08143,131,1104,0.06529,0.09758
2005,Lower Secondary Level,male,Permanent job,0.27266,203,385,0.22812,0.31721
2005,Lower Secondary Level,male,Temporary job,0.20488,182,385,0.16451,0.24525
2005,Lower Secondary Level,female,Permanent job,0.15034,272,427,0.11640,0.18428
2005,Lower Secondary Level,female,Temporary job,0.08499,155,427,0.05851,0.11147
2005,Upper Secondary Level,male,Permanent job,0.45684,2273,2517,0.43738,0.47631
2005,Upper Secondary Level,male,Temporary job,0.05344,244,2517,0.04465,0.06222
2005,Upper Secondary Level,female,Permanent job,0.35084,1981,2230,0.33102,0.37065
2005,Upper Secondary Level,female,Temporary job,0.04505,249,2230,0.03644,0.05366
2005,Post-secondary Non-tertiary Level,male,Permanent job,0.56784,280,280,0.50971,0.62597
2005,Post-secondary Non-tertiary Level,female,Permanent job,0.51000,342,383,0.45986,0.56013
2005,Post-secondary Non-tertiary Level,female,Temporary job,0.07142,41,383,0.04559,0.09725
2005,First Stage of Tertiary Education,male,Permanent job,0.50983,464,464,0.46430,0.55537
2005,First Stage of Tertiary Education,female,Permanent job,0.45952,327,327,0.40542,0.51362
2005,Second Stage of Tertiary Education,male,Permanent job,0.51285,1250,1346,0.48614,0.53957
2005,Second Stage of Tertiary Education,male,Temporary job,0.05101,96,1346,0.03925,0.06277
2005,Second Stage of Tertiary Education,female,Permanent job,0.46707,960,1075,0.43723,0.49691
2005,Second Stage of Tertiary Education,female,Temporary job,0.06360,115,1075,0.04900,0.07819
