year,migback,regtyp,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,No migration background,Rural regions,Temporary job,0.14279,356,2325,0.12857,0.15702
1998,Direct migration background,Urban regions,Permanent job,0.86759,899,1014,0.84672,0.88846
1998,Direct migration background,Urban regions,Temporary job,0.13241,115,1014,0.11154,0.15328
1998,Direct migration background,Rural regions,Permanent job,0.87588,164,164,0.82526,0.92650
1998,Indirect migration background,Urban regions,Permanent job,0.56870,175,279,0.51048,0.62692
1998,Indirect migration background,Urban regions,Temporary job,0.43130,104,279,0.37308,0.48952
1998,Indirect migration background,Rural regions,Permanent job,0.71351,36,36,0.56372,0.86329
1999,No migration background,Urban regions,Permanent job,0.88149,3081,3525,0.87082,0.89216
1999,No migration background,Urban regions,Temporary job,0.11851,444,3525,0.10784,0.12918
1999,No migration background,Rural regions,Permanent job,0.84203,1919,2319,0.82719,0.85688
1999,No migration background,Rural regions,Temporary job,0.15797,400,2319,0.14312,0.17281
1999,Direct migration background,Urban regions,Permanent job,0.87448,837,936,0.85325,0.89572
1999,Direct migration background,Urban regions,Temporary job,0.12552,99,936,0.10428,0.14675
1999,Direct migration background,Rural regions,Permanent job,0.83951,145,145,0.77956,0.89947
1999,Indirect migration background,Urban regions,Permanent job,0.59188,200,310,0.53708,0.64668
1999,Indirect migration background,Urban regions,Temporary job,0.40812,110,310,0.35332,0.46292
1999,Indirect migration background,Rural regions,Permanent job,0.82716,35,35,0.70007,0.95426
2000,No migration background,Urban regions,Permanent job,0.88236,5271,5981,0.87419,0.89052
2000,No migration background,Urban regions,Temporary job,0.11764,710,5981,0.10948,0.12581
2000,No migration background,Rural regions,Permanent job,0.84156,3073,3694,0.82978,0.85333
2000,No migration background,Rural regions,Temporary job,0.15844,621,3694,0.14667,0.17022
2000,Direct migration background,Urban regions,Permanent job,0.85597,1164,1324,0.83705,0.87489
2000,Direct migration background,Urban regions,Temporary job,0.14403,160,1324,0.12511,0.16295
2000,Direct migration background,Rural regions,Permanent job,0.83765,206,249,0.79175,0.88355
2000,Direct migration background,Rural regions,Temporary job,0.16235,43,249,0.11645,0.20825
2000,Indirect migration background,Urban regions,Permanent job,0.69738,262,375,0.65083,0.74394
2000,Indirect migration background,Urban regions,Temporary job,0.30262,113,375,0.25606,0.34917
2000,Indirect migration background,Rural regions,Permanent job,0.72988,38,38,0.58680,0.87295
2001,No migration background,Urban regions,Permanent job,0.89094,4846,5481,0.88269,0.89920
2001,No migration background,Urban regions,Temporary job,0.10906,635,5481,0.10080,0.11731
2001,No migration background,Rural regions,Permanent job,0.83973,2751,3310,0.82723,0.85223
2001,No migration background,Rural regions,Temporary job,0.16027,559,3310,0.14777,0.17277
2001,Direct migration background,Urban regions,Permanent job,0.84543,1050,1193,0.82491,0.86595
2001,Direct migration background,Urban regions,Temporary job,0.15457,143,1193,0.13405,0.17509
2001,Direct migration background,Rural regions,Permanent job,0.84558,187,223,0.79805,0.89312
2001,Direct migration background,Rural regions,Temporary job,0.15442,36,223,0.10688,0.20195
2001,Indirect migration background,Urban regions,Permanent job,0.68376,253,368,0.63618,0.73133
2001,Indirect migration background,Urban regions,Temporary job,0.31624,115,368,0.26867,0.36382
2001,Indirect migration background,Rural regions,Permanent job,0.67595,34,34,0.51627,0.83563
2002,No migration background,Urban regions,Permanent job,0.88755,5327,6026,0.87958,0.89553
2002,No migration background,Urban regions,Temporary job,0.11245,699,6026,0.10447,0.12042
2002,No migration background,Rural regions,Permanent job,0.84798,2896,3415,0.83594,0.86003
2002,No migration background,Rural regions,Temporary job,0.15202,519,3415,0.13997,0.16406
2002,Direct migration background,Urban regions,Permanent job,0.84480,974,1104,0.82343,0.86617
2002,Direct migration background,Urban regions,Temporary job,0.15520,130,1104,0.13383,0.17657
2002,Direct migration background,Rural regions,Permanent job,0.78173,166,205,0.72504,0.83841
2002,Direct migration background,Rural regions,Temporary job,0.21827,39,205,0.16159,0.27496
2002,Indirect migration background,Urban regions,Permanent job,0.64161,247,354,0.59158,0.69163
2002,Indirect migration background,Urban regions,Temporary job,0.35839,107,354,0.30837,0.40842
2002,Indirect migration background,Rural regions,Permanent job,0.64832,32,32,0.48023,0.81641
2003,No migration background,Urban regions,Permanent job,0.88227,4977,5652,0.87387,0.89068
2003,No migration background,Urban regions,Temporary job,0.11773,675,5652,0.10932,0.12613
2003,No migration background,Rural regions,Permanent job,0.85304,2704,3191,0.84075,0.86533
2003,No migration background,Rural regions,Temporary job,0.14696,487,3191,0.13467,0.15925
2003,Direct migration background,Urban regions,Permanent job,0.84534,890,1019,0.82313,0.86756
2003,Direct migration background,Urban regions,Temporary job,0.15466,129,1019,0.13244,0.17687
2003,Direct migration background,Rural regions,Permanent job,0.83430,151,151,0.77480,0.89381
2003,Indirect migration background,Urban regions,Permanent job,0.69164,258,360,0.64387,0.73942
2003,Indirect migration background,Urban regions,Temporary job,0.30836,102,360,0.26058,0.35613
2003,Indirect migration background,Rural regions,Permanent job,0.62501,33,33,0.45727,0.79275
2004,No migration background,Urban regions,Permanent job,0.86949,4771,5476,0.86057,0.87842
2004,No migration background,Urban regions,Temporary job,0.13051,705,5476,0.12158,0.13943
2004,No migration background,Rural regions,Permanent job,0.84907,2582,3076,0.83642,0.86173
2004,No migration background,Rural regions,Temporary job,0.15093,494,3076,0.13827,0.16358
2004,Direct migration background,Urban regions,Permanent job,0.87120,856,949,0.84988,0.89253
2004,Direct migration background,Urban regions,Temporary job,0.12880,93,949,0.10747,0.15012
2004,Direct migration background,Rural regions,Permanent job,0.83378,140,140,0.77189,0.89567
2004,Indirect migration background,Urban regions,Permanent job,0.66975,259,355,0.62076,0.71875
2004,Indirect migration background,Urban regions,Temporary job,0.33025,96,355,0.28125,0.37924
2005,No migration background,Urban regions,Permanent job,0.87652,4673,5308,0.86767,0.88537
2005,No migration background,Urban regions,Temporary job,0.12348,635,5308,0.11463,0.13233
2005,No migration background,Rural regions,Permanent job,0.84767,2543,2963,0.83473,0.86061
2005,No migration background,Rural regions,Temporary job,0.15233,420,2963,0.13939,0.16527
2005,Direct migration background,Urban regions,Permanent job,0.86914,801,890,0.84697,0.89131
2005,Direct migration background,Urban regions,Temporary job,0.13086,89,890,0.10869,0.15303
2005,Direct migration background,Rural regions,Permanent job,0.84323,137,137,0.78212,0.90433
2005,Indirect migration background,Urban regions,Permanent job,0.70874,264,358,0.66160,0.75587
2005,Indirect migration background,Urban regions,Temporary job,0.29126,94,358,0.24413,0.33840
2005,Indirect migration background,Rural regions,Permanent job,0.57766,32,32,0.40378,0.75153
2006,No migration background,Urban regions,Permanent job,0.86626,4891,5577,0.85733,0.87519
2006,No migration background,Urban regions,Temporary job,0.13374,686,5577,0.12481,0.14267
2006,No migration background,Rural regions,Permanent job,0.84445,2682,3143,0.83177,0.85712
2006,No migration background,Rural regions,Temporary job,0.15555,461,3143,0.14288,0.16823
2006,Direct migration background,Urban regions,Permanent job,0.86770,794,895,0.84549,0.88991
2006,Direct migration background,Urban regions,Temporary job,0.13230,101,895,0.11009,0.15451
2006,Direct migration background,Rural regions,Permanent job,0.80324,134,134,0.73568,0.87081
2006,Indirect migration background,Urban regions,Permanent job,0.67424,247,350,0.62507,0.72341
2006,Indirect migration background,Urban regions,Temporary job,0.32576,103,350,0.27659,0.37493
2006,Indirect migration background,Rural regions,Permanent job,0.63323,38,38,0.47795,0.78852
2007,No migration background,Urban regions,Permanent job,0.86327,4639,5318,0.85403,0.87250
2007,No migration background,Urban regions,Temporary job,0.13673,679,5318,0.12750,0.14597
2007,No migration background,Rural regions,Permanent job,0.84050,2582,3038,0.82748,0.85352
2007,No migration background,Rural regions,Temporary job,0.15950,456,3038,0.14648,0.17252
2007,Direct migration background,Urban regions,Permanent job,0.85815,679,781,0.83366,0.88263
2007,Direct migration background,Urban regions,Temporary job,0.14185,102,781,0.11737,0.16634
2007,Direct migration background,Rural regions,Permanent job,0.80875,137,137,0.74265,0.87485
2007,Indirect migration background,Urban regions,Permanent job,0.67933,265,376,0.63209,0.72657
2007,Indirect migration background,Urban regions,Temporary job,0.32067,111,376,0.27343,0.36791
2007,Indirect migration background,Rural regions,Permanent job,0.76389,42,42,0.63389,0.89389
2008,No migration background,Urban regions,Permanent job,0.85738,4445,5117,0.84780,0.86696
2008,No migration background,Urban regions,Temporary job,0.14262,672,5117,0.13304,0.15220
2008,No migration background,Rural regions,Permanent job,0.83623,2484,2926,0.82282,0.84964
2008,No migration background,Rural regions,Temporary job,0.16377,442,2926,0.15036,0.17718
2008,Direct migration background,Urban regions,Permanent job,0.86843,641,735,0.84398,0.89289
2008,Direct migration background,Urban regions,Temporary job,0.13157,94,735,0.10711,0.15602
2008,Direct migration background,Rural regions,Permanent job,0.77143,121,121,0.69630,0.84656
2008,Indirect migration background,Urban regions,Permanent job,0.72363,275,379,0.67854,0.76871
2008,Indirect migration background,Urban regions,Temporary job,0.27637,104,379,0.23129,0.32146
2008,Indirect migration background,Rural regions,Permanent job,0.76025,44,44,0.63264,0.88786
2009,No migration background,Urban regions,Permanent job,0.84879,4077,4752,0.83860,0.85898
2009,No migration background,Urban regions,Temporary job,0.15121,675,4752,0.14102,0.16140
2009,No migration background,Rural regions,Permanent job,0.85413,2409,2805,0.84106,0.86719
2009,No migration background,Rural regions,Temporary job,0.14587,396,2805,0.13281,0.15894
2009,Direct migration background,Urban regions,Permanent job,0.86955,545,623,0.84308,0.89602
2009,Direct migration background,Urban regions,Temporary job,0.13045,78,623,0.10398,0.15692
2009,Direct migration background,Rural regions,Permanent job,0.81046,105,105,0.73514,0.88579
2009,Indirect migration background,Urban regions,Permanent job,0.72573,254,352,0.67906,0.77240
2009,Indirect migration background,Urban regions,Temporary job,0.27427,98,352,0.22760,0.32094
2009,Indirect migration background,Rural regions,Permanent job,0.72867,49,49,0.60288,0.85446
2010,No migration background,Urban regions,Permanent job,0.84950,5388,6297,0.84066,0.85833
2010,No migration background,Urban regions,Temporary job,0.15050,909,6297,0.14167,0.15934
2010,No migration background,Rural regions,Permanent job,0.84666,3234,3802,0.83520,0.85811
2010,No migration background,Rural regions,Temporary job,0.15334,568,3802,0.14189,0.16480
2010,Direct migration background,Urban regions,Permanent job,0.87242,882,1046,0.85219,0.89265
2010,Direct migration background,Urban regions,Temporary job,0.12758,164,1046,0.10735,0.14781
2010,Direct migration background,Rural regions,Permanent job,0.72322,222,278,0.67053,0.77591
2010,Direct migration background,Rural regions,Temporary job,0.27678,56,278,0.22409,0.32947
2010,Indirect migration background,Urban regions,Permanent job,0.73058,348,470,0.69042,0.77073
2010,Indirect migration background,Urban regions,Temporary job,0.26942,122,470,0.22927,0.30958
2010,Indirect migration background,Rural regions,Permanent job,0.63405,79,79,0.52715,0.74095
2011,No migration background,Urban regions,Permanent job,0.85281,6538,7574,0.84483,0.86079
2011,No migration background,Urban regions,Temporary job,0.14719,1036,7574,0.13921,0.15517
2011,No migration background,Rural regions,Permanent job,0.84122,4022,4714,0.83078,0.85165
2011,No migration background,Rural regions,Temporary job,0.15878,692,4714,0.14835,0.16922
2011,Direct migration background,Urban regions,Permanent job,0.84631,1012,1207,0.82596,0.86667
2011,Direct migration background,Urban regions,Temporary job,0.15369,195,1207,0.13333,0.17404
2011,Direct migration background,Rural regions,Permanent job,0.81524,304,375,0.77591,0.85458
2011,Direct migration background,Rural regions,Temporary job,0.18476,71,375,0.14542,0.22409
2011,Indirect migration background,Urban regions,Permanent job,0.71164,438,569,0.67439,0.74890
2011,Indirect migration background,Urban regions,Temporary job,0.28836,131,569,0.25110,0.32561
2011,Indirect migration background,Rural regions,Permanent job,0.61593,97,142,0.53565,0.69621
2011,Indirect migration background,Rural regions,Temporary job,0.38407,45,142,0.30379,0.46435
2012,No migration background,Urban regions,Permanent job,0.84945,6283,7351,0.84127,0.85762
2012,No migration background,Urban regions,Temporary job,0.15055,1068,7351,0.14238,0.15873
2012,No migration background,Rural regions,Permanent job,0.85250,4004,4708,0.84237,0.86263
2012,No migration background,Rural regions,Temporary job,0.14750,704,4708,0.13737,0.15763
2012,Direct migration background,Urban regions,Permanent job,0.83553,1031,1244,0.81492,0.85613
2012,Direct migration background,Urban regions,Temporary job,0.16447,213,1244,0.14387,0.18508
2012,Direct migration background,Rural regions,Permanent job,0.84458,342,422,0.80997,0.87919
2012,Direct migration background,Rural regions,Temporary job,0.15542,80,422,0.12081,0.19003
2012,Indirect migration background,Urban regions,Permanent job,0.68909,421,571,0.65109,0.72709
2012,Indirect migration background,Urban regions,Temporary job,0.31091,150,571,0.27291,0.34891
2012,Indirect migration background,Rural regions,Permanent job,0.66900,99,137,0.58991,0.74809
2012,Indirect migration background,Rural regions,Temporary job,0.33100,38,137,0.25191,0.41009
2013,No migration background,Urban regions,Permanent job,0.84103,5977,7072,0.83250,0.84955
2013,No migration background,Urban regions,Temporary job,0.15897,1095,7072,0.15045,0.16750
2013,No migration background,Rural regions,Permanent job,0.85863,3791,4449,0.84839,0.86887
2013,No migration background,Rural regions,Temporary job,0.14137,658,4449,0.13113,0.15161
2013,Direct migration background,Urban regions,Permanent job,0.81427,2180,2752,0.79973,0.82880
2013,Direct migration background,Urban regions,Temporary job,0.18573,572,2752,0.17120,0.20027
2013,Direct migration background,Rural regions,Permanent job,0.84997,701,895,0.82656,0.87338
2013,Direct migration background,Rural regions,Temporary job,0.15003,194,895,0.12662,0.17344
2013,Indirect migration background,Urban regions,Permanent job,0.68341,652,955,0.65389,0.71292
2013,Indirect migration background,Urban regions,Temporary job,0.31659,303,955,0.28708,0.34611
2013,Indirect migration background,Rural regions,Permanent job,0.76521,142,202,0.70661,0.82381
2013,Indirect migration background,Rural regions,Temporary job,0.23479,60,202,0.17619,0.29339
2014,No migration background,Urban regions,Permanent job,0.84080,5428,6419,0.83185,0.84975
2014,No migration background,Urban regions,Temporary job,0.15920,991,6419,0.15025,0.16815
2014,No migration background,Rural regions,Permanent job,0.84597,3449,4038,0.83484,0.85711
2014,No migration background,Rural regions,Temporary job,0.15403,589,4038,0.14289,0.16516
2014,Direct migration background,Urban regions,Permanent job,0.79970,1792,2227,0.78307,0.81632
2014,Direct migration background,Urban regions,Temporary job,0.20030,435,2227,0.18368,0.21693
2014,Direct migration background,Rural regions,Permanent job,0.85716,589,732,0.83180,0.88253
2014,Direct migration background,Rural regions,Temporary job,0.14284,143,732,0.11747,0.16820
2014,Indirect migration background,Urban regions,Permanent job,0.66412,550,811,0.63160,0.69665
2014,Indirect migration background,Urban regions,Temporary job,0.33588,261,811,0.30335,0.36840
2014,Indirect migration background,Rural regions,Permanent job,0.76608,147,203,0.70770,0.82446
2014,Indirect migration background,Rural regions,Temporary job,0.23392,56,203,0.17554,0.29230
2015,No migration background,Urban regions,Permanent job,0.84096,5173,6112,0.83179,0.85013
2015,No migration background,Urban regions,Temporary job,0.15904,939,6112,0.14987,0.16821
2015,No migration background,Rural regions,Permanent job,0.85898,3310,3896,0.84805,0.86991
2015,No migration background,Rural regions,Temporary job,0.14102,586,3896,0.13009,0.15195
2015,Direct migration background,Urban regions,Permanent job,0.80045,1983,2564,0.78498,0.81592
2015,Direct migration background,Urban regions,Temporary job,0.19955,581,2564,0.18408,0.21502
2015,Direct migration background,Rural regions,Permanent job,0.84323,728,897,0.81943,0.86704
2015,Direct migration background,Rural regions,Temporary job,0.15677,169,897,0.13296,0.18057
2015,Indirect migration background,Urban regions,Permanent job,0.68601,517,741,0.65257,0.71945
2015,Indirect migration background,Urban regions,Temporary job,0.31399,224,741,0.28055,0.34743
2015,Indirect migration background,Rural regions,Permanent job,0.67616,125,187,0.60891,0.74341
2015,Indirect migration background,Rural regions,Temporary job,0.32384,62,187,0.25659,0.39109
2016,No migration background,Urban regions,Permanent job,0.83640,4829,5696,0.82679,0.84601
2016,No migration background,Urban regions,Temporary job,0.16360,867,5696,0.15399,0.17321
2016,No migration background,Rural regions,Permanent job,0.85544,3054,3610,0.84397,0.86691
2016,No migration background,Rural regions,Temporary job,0.14456,556,3610,0.13309,0.15603
2016,Direct migration background,Urban regions,Permanent job,0.79126,1746,2366,0.77488,0.80764
2016,Direct migration background,Urban regions,Temporary job,0.20874,620,2366,0.19236,0.22512
2016,Direct migration background,Rural regions,Permanent job,0.84795,627,830,0.82351,0.87240
2016,Direct migration background,Rural regions,Temporary job,0.15205,203,830,0.12760,0.17649
2016,Indirect migration background,Urban regions,Permanent job,0.69622,504,718,0.66256,0.72988
2016,Indirect migration background,Urban regions,Temporary job,0.30378,214,718,0.27012,0.33744
2016,Indirect migration background,Rural regions,Permanent job,0.70864,126,186,0.64316,0.77412
2016,Indirect migration background,Rural regions,Temporary job,0.29136,60,186,0.22588,0.35684
2017,No migration background,Urban regions,Permanent job,0.84359,5757,6750,0.83492,0.85225
2017,No migration background,Urban regions,Temporary job,0.15641,993,6750,0.14775,0.16508
2017,No migration background,Rural regions,Permanent job,0.85604,3647,4291,0.84553,0.86654
2017,No migration background,Rural regions,Temporary job,0.14396,644,4291,0.13346,0.15447
2017,Direct migration background,Urban regions,Permanent job,0.81436,1762,2393,0.79878,0.82994
2017,Direct migration background,Urban regions,Temporary job,0.18564,631,2393,0.17006,0.20122
2017,Direct migration background,Rural regions,Permanent job,0.80644,663,908,0.78073,0.83215
2017,Direct migration background,Rural regions,Temporary job,0.19356,245,908,0.16785,0.21927
2017,Indirect migration background,Urban regions,Permanent job,0.69298,555,793,0.66085,0.72510
2017,Indirect migration background,Urban regions,Temporary job,0.30702,238,793,0.27490,0.33915
2017,Indirect migration background,Rural regions,Permanent job,0.79848,133,190,0.74129,0.85567
2017,Indirect migration background,Rural regions,Temporary job,0.20152,57,190,0.14433,0.25871
2018,No migration background,Urban regions,Permanent job,0.85211,5575,6514,0.84349,0.86073
2018,No migration background,Urban regions,Temporary job,0.14789,939,6514,0.13927,0.15651
2018,No migration background,Rural regions,Permanent job,0.87284,3503,4070,0.86260,0.88308
2018,No migration background,Rural regions,Temporary job,0.12716,567,4070,0.11692,0.13740
2018,Direct migration background,Urban regions,Permanent job,0.79521,1774,2560,0.77958,0.81085
2018,Direct migration background,Urban regions,Temporary job,0.20479,786,2560,0.18915,0.22042
2018,Direct migration background,Rural regions,Permanent job,0.80800,648,925,0.78260,0.83339
2018,Direct migration background,Rural regions,Temporary job,0.19200,277,925,0.16661,0.21740
2018,Indirect migration background,Urban regions,Permanent job,0.67596,550,804,0.64359,0.70833
2018,Indirect migration background,Urban regions,Temporary job,0.32404,254,804,0.29167,0.35641
2018,Indirect migration background,Rural regions,Permanent job,0.82014,140,197,0.76637,0.87391
2018,Indirect migration background,Rural regions,Temporary job,0.17986,57,197,0.12609,0.23363
2019,No migration background,No answer / don't know,Permanent job,0.71990,197,258,0.66500,0.77480
2019,No migration background,No answer / don't know,Temporary job,0.28010,61,258,0.22520,0.33500
2019,No migration background,Urban regions,Permanent job,0.86240,5350,6211,0.85383,0.87097
2019,No migration background,Urban regions,Temporary job,0.13760,861,6211,0.12903,0.14617
2019,No migration background,Rural regions,Permanent job,0.87711,3331,3825,0.86671,0.88752
2019,No migration background,Rural regions,Temporary job,0.12289,494,3825,0.11248,0.13329
2019,Direct migration background,Urban regions,Permanent job,0.79862,1607,2409,0.78260,0.81464
2019,Direct migration background,Urban regions,Temporary job,0.20138,802,2409,0.18536,0.21740
2019,Direct migration background,Rural regions,Permanent job,0.81212,618,897,0.78655,0.83770
2019,Direct migration background,Rural regions,Temporary job,0.18788,279,897,0.16230,0.21345
2019,Indirect migration background,Urban regions,Permanent job,0.69712,529,747,0.66414,0.73009
2019,Indirect migration background,Urban regions,Temporary job,0.30288,218,747,0.26991,0.33586
2019,Indirect migration background,Rural regions,Permanent job,0.83743,128,184,0.78397,0.89089
2019,Indirect migration background,Rural regions,Temporary job,0.16257,56,184,0.10911,0.21603
2020,No migration background,Urban regions,Permanent job,0.86003,5138,5989,0.85124,0.86881
2020,No migration background,Urban regions,Temporary job,0.13997,851,5989,0.13119,0.14876
2020,No migration background,Rural regions,Permanent job,0.89303,3189,3616,0.88296,0.90311
2020,No migration background,Rural regions,Temporary job,0.10697,427,3616,0.09689,0.11704
2020,Direct migration background,Urban regions,Permanent job,0.78738,2510,3801,0.77437,0.80039
2020,Direct migration background,Urban regions,Temporary job,0.21262,1291,3801,0.19961,0.22563
2020,Direct migration background,Rural regions,Permanent job,0.86370,836,1192,0.84421,0.88318
2020,Direct migration background,Rural regions,Temporary job,0.13630,356,1192,0.11682,0.15579
2020,Indirect migration background,Urban regions,Permanent job,0.72756,546,761,0.69590,0.75921
2020,Indirect migration background,Urban regions,Temporary job,0.27244,215,761,0.24079,0.30410
2020,Indirect migration background,Rural regions,Permanent job,0.81028,135,182,0.75316,0.86740
2020,Indirect migration background,Rural regions,Temporary job,0.18972,47,182,0.13260,0.24684
2021,No migration background,Urban regions,Permanent job,0.87088,3800,4356,0.86092,0.88084
2021,No migration background,Urban regions,Temporary job,0.12912,556,4356,0.11916,0.13908
2021,No migration background,Rural regions,Permanent job,0.90191,2239,2516,0.89028,0.91353
2021,No migration background,Rural regions,Temporary job,0.09809,277,2516,0.08647,0.10972
2021,Direct migration background,Urban regions,Permanent job,0.80332,1544,2123,0.78640,0.82023
2021,Direct migration background,Urban regions,Temporary job,0.19668,579,2123,0.17977,0.21360
2021,Direct migration background,Rural regions,Permanent job,0.80169,489,626,0.77043,0.83295
2021,Direct migration background,Rural regions,Temporary job,0.19831,137,626,0.16705,0.22957
2021,Indirect migration background,Urban regions,Permanent job,0.79964,339,463,0.76314,0.83614
2021,Indirect migration background,Urban regions,Temporary job,0.20036,124,463,0.16386,0.23686
2021,Indirect migration background,Rural regions,Permanent job,0.78426,88,88,0.69782,0.87070
2022,No migration background,Urban regions,Permanent job,0.87582,5729,6569,0.86785,0.88380
2022,No migration background,Urban regions,Temporary job,0.12418,840,6569,0.11620,0.13215
2022,No migration background,Rural regions,Permanent job,0.90629,3626,4038,0.89730,0.91528
2022,No migration background,Rural regions,Temporary job,0.09371,412,4038,0.08472,0.10270
2022,Direct migration background,Urban regions,Permanent job,0.84428,3264,4379,0.83354,0.85502
2022,Direct migration background,Urban regions,Temporary job,0.15572,1115,4379,0.14498,0.16646
2022,Direct migration background,Rural regions,Permanent job,0.83420,635,848,0.80916,0.85925
2022,Direct migration background,Rural regions,Temporary job,0.16580,213,848,0.14075,0.19084
2022,Indirect migration background,Urban regions,Permanent job,0.82013,592,721,0.79207,0.84818
2022,Indirect migration background,Urban regions,Temporary job,0.17987,129,721,0.15182,0.20793
2022,Indirect migration background,Rural regions,Permanent job,0.84692,190,226,0.79987,0.89396
2022,Indirect migration background,Rural regions,Temporary job,0.15308,36,226,0.10604,0.20013
