,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgeqpnrj,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
33,33,2010,Couple without children,5th Quintile,No,0.95941,1089,13470,0.90866,1.008
34,34,2010,Single parent,1st Quintile,No,1.0,883,13470,0.90488,1.08649
35,35,2010,Single parent,2nd Quintile,No,1.0,419,13470,0.86474,1.1287
36,36,2010,Single parent,3rd Quintile,No,1.0,255,13470,0.86852,1.1506
37,37,2010,Single parent,4th Quintile,No,1.0,162,13470,0.79707,1.22753
38,38,2010,Single parent,5th Quintile,No,1.0,98,13470,0.82827,1.26466
39,39,2010,Couple with children,1st Quintile,No,1.0,1142,13470,0.93355,1.08582
40,40,2010,Couple with children,2nd Quintile,Yes,0.02012,42,13470,0.01446,0.02849
41,41,2010,Couple with children,2nd Quintile,No,0.97988,1264,13470,0.90388,1.07586
42,42,2010,Couple with children,3rd Quintile,Yes,0.03226,73,13470,0.02443,0.04214
43,43,2010,Couple with children,3rd Quintile,No,0.96774,1086,13470,0.89721,1.04031
44,44,2010,Couple with children,4th Quintile,Yes,0.05207,71,13470,0.03856,0.06915
45,45,2010,Couple with children,4th Quintile,No,0.94793,1007,13470,0.8638,1.03401
46,46,2010,Couple with children,5th Quintile,Yes,0.07911,68,13470,0.05232,0.10889
47,47,2010,Couple with children,5th Quintile,No,0.92089,919,13470,0.83313,0.99175
48,48,2010,Multi-generational household,3rd Quintile,No,1.0,32,13470,0.69053,1.32508
49,49,2011,Single-person household,1st Quintile,No,1.0,1016,16215,0.95729,1.04195
50,50,2011,Single-person household,2nd Quintile,No,1.0,724,16215,0.95512,1.05228
51,51,2011,Single-person household,3rd Quintile,No,1.0,644,16215,0.95096,1.05837
52,52,2011,Single-person household,4th Quintile,No,1.0,543,16215,0.95151,1.04322
53,53,2011,Single-person household,5th Quintile,No,1.0,558,16215,0.94413,1.05605
54,54,2011,Couple without children,1st Quintile,No,1.0,455,16215,0.92339,1.08046
55,55,2011,Couple without children,2nd Quintile,No,1.0,741,16215,0.93905,1.06792
56,56,2011,Couple without children,3rd Quintile,No,1.0,769,16215,0.9444,1.06215
57,57,2011,Couple without children,4th Quintile,No,1.0,934,16215,0.93973,1.06353
58,58,2011,Couple without children,5th Quintile,Yes,0.05007,64,16215,0.03937,0.06079
59,59,2011,Couple without children,5th Quintile,No,0.94993,1330,16215,0.89713,0.99489
60,60,2011,Single parent,1st Quintile,No,1.0,1033,16215,0.94332,1.06029
61,61,2011,Single parent,2nd Quintile,No,1.0,549,16215,0.91361,1.07503
62,62,2011,Single parent,3rd Quintile,No,1.0,368,16215,0.88631,1.15366
63,63,2011,Single parent,4th Quintile,No,1.0,198,16215,0.83501,1.18574
64,64,2011,Single parent,5th Quintile,No,1.0,122,16215,0.85519,1.17834
65,65,2011,Couple with children,1st Quintile,No,1.0,1071,16215,0.94231,1.07146
66,66,2011,Couple with children,2nd Quintile,Yes,0.02569,49,16215,0.01855,0.03488
67,67,2011,Couple with children,2nd Quintile,No,0.97431,1327,16215,0.90563,1.04267
68,68,2011,Couple with children,3rd Quintile,Yes,0.04111,75,16215,0.02931,0.05247
69,69,2011,Couple with children,3rd Quintile,No,0.95889,1279,16215,0.89538,1.02805
70,70,2011,Couple with children,4th Quintile,Yes,0.06725,103,16215,0.05266,0.08143
71,71,2011,Couple with children,4th Quintile,No,0.93275,1149,16215,0.86049,1.0098
72,72,2011,Couple with children,5th Quintile,Yes,0.08623,99,16215,0.06532,0.11266
73,73,2011,Couple with children,5th Quintile,No,0.91377,983,16215,0.85508,0.97505
74,74,2011,Multi-generational household,2nd Quintile,No,1.0,32,16215,0.79497,1.228
75,75,2012,Single-person household,1st Quintile,No,1.0,1082,15930,0.95457,1.03704
76,76,2012,Single-person household,2nd Quintile,No,1.0,740,15930,0.96455,1.05162
77,77,2012,Single-person household,3rd Quintile,No,1.0,651,15930,0.95108,1.046
78,78,2012,Single-person household,4th Quintile,No,1.0,603,15930,0.94318,1.0561
79,79,2012,Single-person household,5th Quintile,No,1.0,552,15930,0.93853,1.06459
80,80,2012,Couple without children,1st Quintile,No,1.0,475,15930,0.92352,1.0644
81,81,2012,Couple without children,2nd Quintile,No,1.0,698,15930,0.93823,1.06191
82,82,2012,Couple without children,3rd Quintile,No,1.0,842,15930,0.94452,1.05266
83,83,2012,Couple without children,4th Quintile,Yes,0.03059,31,15930,0.02293,0.03817
84,84,2012,Couple without children,4th Quintile,No,0.96941,926,15930,0.9093,1.024
85,85,2012,Couple without children,5th Quintile,Yes,0.05061,68,15930,0.03898,0.06417
86,86,2012,Couple without children,5th Quintile,No,0.94939,1362,15930,0.8998,0.99748
87,87,2012,Single parent,1st Quintile,No,1.0,971,15930,0.92552,1.0706
88,88,2012,Single parent,2nd Quintile,No,1.0,530,15930,0.91547,1.08592
89,89,2012,Single parent,3rd Quintile,No,1.0,346,15930,0.88017,1.13832
90,90,2012,Single parent,4th Quintile,No,1.0,188,15930,0.86263,1.14428
91,91,2012,Single parent,5th Quintile,No,1.0,111,15930,0.84732,1.17524
92,92,2012,Couple with children,1st Quintile,No,1.0,1005,15930,0.93496,1.0725
93,93,2012,Couple with children,2nd Quintile,Yes,0.03224,46,15930,0.02171,0.04666
94,94,2012,Couple with children,2nd Quintile,No,0.96776,1166,15930,0.8935,1.04075
95,95,2012,Couple with children,3rd Quintile,Yes,0.04106,81,15930,0.03269,0.0538
96,96,2012,Couple with children,3rd Quintile,No,0.95894,1234,15930,0.88678,1.02658
97,97,2012,Couple with children,4th Quintile,Yes,0.0754,99,15930,0.0548,0.09684
98,98,2012,Couple with children,4th Quintile,No,0.9246,1101,15930,0.85691,0.99501
99,99,2012,Couple with children,5th Quintile,Yes,0.07243,87,15930,0.0542,0.09441
100,100,2012,Couple with children,5th Quintile,No,0.92757,935,15930,0.86924,0.98792
101,101,2013,Single-person household,1st Quintile,No,1.0,1113,17589,0.959,1.04607
102,102,2013,Single-person household,2nd Quintile,No,1.0,820,17589,0.9537,1.04077
103,103,2013,Single-person household,3rd Quintile,No,1.0,680,17589,0.95093,1.05114
104,104,2013,Single-person household,4th Quintile,No,1.0,596,17589,0.95024,1.04616
105,105,2013,Single-person household,5th Quintile,No,1.0,584,17589,0.94078,1.06729
106,106,2013,Couple without children,1st Quintile,No,1.0,549,17589,0.92401,1.08093
107,107,2013,Couple without children,2nd Quintile,No,1.0,777,17589,0.93545,1.05593
108,108,2013,Couple without children,3rd Quintile,No,1.0,848,17589,0.94974,1.0486
109,109,2013,Couple without children,4th Quintile,No,1.0,961,17589,0.94823,1.06041
110,110,2013,Couple without children,5th Quintile,Yes,0.05587,73,17589,0.04415,0.07172
111,111,2013,Couple without children,5th Quintile,No,0.94413,1361,17589,0.89785,0.99649
112,112,2013,Single parent,1st Quintile,No,1.0,1003,17589,0.93012,1.06973
113,113,2013,Single parent,2nd Quintile,No,1.0,579,17589,0.92146,1.10159
114,114,2013,Single parent,3rd Quintile,No,1.0,337,17589,0.84969,1.14375
115,115,2013,Single parent,4th Quintile,No,1.0,177,17589,0.8644,1.1894
116,116,2013,Single parent,5th Quintile,No,1.0,112,17589,0.80302,1.20301
117,117,2013,Couple with children,1st Quintile,No,1.0,1327,17589,0.93163,1.07293
118,118,2013,Couple with children,2nd Quintile,Yes,0.02377,48,17589,0.01791,0.0309
119,119,2013,Couple with children,2nd Quintile,No,0.97623,1489,17589,0.90087,1.04492
120,120,2013,Couple with children,3rd Quintile,Yes,0.04798,83,17589,0.03695,0.06201
121,121,2013,Couple with children,3rd Quintile,No,0.95202,1341,17589,0.89731,1.02433
122,122,2013,Couple with children,4th Quintile,Yes,0.07224,99,17589,0.05289,0.09187
123,123,2013,Couple with children,4th Quintile,No,0.92776,1176,17589,0.86881,0.98487
124,124,2013,Couple with children,5th Quintile,Yes,0.06796,94,17589,0.0509,0.08787
125,125,2013,Couple with children,5th Quintile,No,0.93204,966,17589,0.87302,1.00768
126,126,2013,Multi-generational household,1st Quintile,No,1.0,44,17589,0.70699,1.28652
127,127,2013,Multi-generational household,2nd Quintile,No,1.0,32,17589,0.53973,1.53725
128,128,2013,Other Combinations,1st Quintile,No,1.0,128,17589,0.83066,1.20683
129,129,2013,Other Combinations,2nd Quintile,No,1.0,87,17589,0.85183,1.18638
130,130,2013,Other Combinations,3rd Quintile,No,1.0,55,17589,0.71135,1.39157
131,131,2013,Other Combinations,4th Quintile,No,1.0,50,17589,0.71024,1.36293
132,132,2014,Single-person household,1st Quintile,No,1.0,1031,15561,0.95656,1.04923
133,133,2014,Single-person household,2nd Quintile,No,1.0,713,15561,0.95129,1.05375
134,134,2014,Single-person household,3rd Quintile,No,1.0,635,15561,0.95141,1.04378
135,135,2014,Single-person household,4th Quintile,No,1.0,573,15561,0.93532,1.06059
136,136,2014,Single-person household,5th Quintile,No,1.0,552,15561,0.93742,1.06356
137,137,2014,Couple without children,1st Quintile,No,1.0,485,15561,0.91461,1.08236
138,138,2014,Couple without children,2nd Quintile,No,1.0,750,15561,0.9351,1.05582
139,139,2014,Couple without children,3rd Quintile,No,1.0,792,15561,0.94626,1.05763
140,140,2014,Couple without children,4th Quintile,Yes,0.04931,40,15561,0.03419,0.06299
141,141,2014,Couple without children,4th Quintile,No,0.95069,912,15561,0.89797,1.01374
142,142,2014,Couple without children,5th Quintile,Yes,0.06546,85,15561,0.05047,0.08099
143,143,2014,Couple without children,5th Quintile,No,0.93454,1256,15561,0.88545,0.98423
144,144,2014,Single parent,1st Quintile,No,1.0,805,15561,0.91878,1.0844
145,145,2014,Single parent,2nd Quintile,No,1.0,433,15561,0.88605,1.11423
146,146,2014,Single parent,3rd Quintile,No,1.0,298,15561,0.8804,1.14154
147,147,2014,Single parent,4th Quintile,No,1.0,162,15561,0.86187,1.14519
148,148,2014,Single parent,5th Quintile,No,1.0,86,15561,0.82437,1.18987
149,149,2014,Couple with children,1st Quintile,No,1.0,980,15561,0.90415,1.10727
150,150,2014,Couple with children,2nd Quintile,Yes,0.04609,54,15561,0.03022,0.06518
151,151,2014,Couple with children,2nd Quintile,No,0.95391,1246,15561,0.87996,1.03678
152,152,2014,Couple with children,3rd Quintile,Yes,0.05588,83,15561,0.03818,0.07469
153,153,2014,Couple with children,3rd Quintile,No,0.94412,1167,15561,0.87845,1.00703
154,154,2014,Couple with children,4th Quintile,Yes,0.07208,106,15561,0.05608,0.09477
155,155,2014,Couple with children,4th Quintile,No,0.92792,1081,15561,0.87283,0.99183
156,156,2014,Couple with children,5th Quintile,Yes,0.08252,95,15561,0.06476,0.10893
157,157,2014,Couple with children,5th Quintile,No,0.91748,874,15561,0.85867,0.97925
158,158,2014,Multi-generational household,2nd Quintile,No,1.0,32,15561,0.71384,1.35326
159,159,2014,Other Combinations,1st Quintile,No,1.0,80,15561,0.82874,1.18167
160,160,2014,Other Combinations,2nd Quintile,No,1.0,67,15561,0.7719,1.19081
161,161,2014,Other Combinations,3rd Quintile,No,1.0,50,15561,0.72014,1.38624
162,162,2014,Other Combinations,4th Quintile,No,1.0,38,15561,0.69984,1.36958
163,163,2015,Single-person household,1st Quintile,No,1.0,1043,15502,0.9541,1.04624
164,164,2015,Single-person household,2nd Quintile,No,1.0,788,15502,0.95797,1.04288
165,165,2015,Single-person household,3rd Quintile,No,1.0,642,15502,0.93499,1.06368
166,166,2015,Single-person household,4th Quintile,No,1.0,576,15502,0.94191,1.05405
167,167,2015,Single-person household,5th Quintile,No,1.0,503,15502,0.93836,1.05856
168,168,2015,Couple without children,1st Quintile,No,1.0,493,15502,0.9088,1.09947
169,169,2015,Couple without children,2nd Quintile,No,1.0,776,15502,0.92667,1.07057
170,170,2015,Couple without children,3rd Quintile,No,1.0,791,15502,0.93574,1.06714
171,171,2015,Couple without children,4th Quintile,Yes,0.05535,42,15502,0.04139,0.07007
172,172,2015,Couple without children,4th Quintile,No,0.94465,888,15502,0.89099,1.00436
173,173,2015,Couple without children,5th Quintile,Yes,0.04566,64,15502,0.03293,0.06055
174,174,2015,Couple without children,5th Quintile,No,0.95434,1271,15502,0.89623,1.00197
175,175,2015,Single parent,1st Quintile,No,1.0,724,15502,0.92672,1.07709
176,176,2015,Single parent,2nd Quintile,No,1.0,438,15502,0.89051,1.13653
177,177,2015,Single parent,3rd Quintile,No,1.0,263,15502,0.8917,1.11208
178,178,2015,Single parent,4th Quintile,No,1.0,162,15502,0.82592,1.20402
179,179,2015,Single parent,5th Quintile,No,1.0,90,15502,0.80224,1.27945
180,180,2015,Couple with children,1st Quintile,No,1.0,1114,15502,0.90606,1.09135
181,181,2015,Couple with children,2nd Quintile,Yes,0.03549,50,15502,0.0265,0.04655
182,182,2015,Couple with children,2nd Quintile,No,0.96451,1187,15502,0.8958,1.05619
183,183,2015,Couple with children,3rd Quintile,Yes,0.04268,72,15502,0.03238,0.05662
184,184,2015,Couple with children,3rd Quintile,No,0.95732,1147,15502,0.87923,1.03096
185,185,2015,Couple with children,4th Quintile,Yes,0.06153,90,15502,0.04562,0.07613
186,186,2015,Couple with children,4th Quintile,No,0.93847,990,15502,0.86385,1.0035
187,187,2015,Couple with children,5th Quintile,Yes,0.09073,98,15502,0.07045,0.12709
188,188,2015,Couple with children,5th Quintile,No,0.90927,896,15502,0.83941,0.98119
189,189,2015,Multi-generational household,1st Quintile,No,1.0,46,15502,0.66021,1.45639
190,190,2015,Multi-generational household,2nd Quintile,No,1.0,37,15502,0.58126,1.49278
191,191,2015,Other Combinations,1st Quintile,No,1.0,74,15502,0.80496,1.22871
192,192,2015,Other Combinations,2nd Quintile,No,1.0,63,15502,0.75068,1.31649
193,193,2015,Other Combinations,3rd Quintile,No,1.0,49,15502,0.7377,1.32893
194,194,2015,Other Combinations,4th Quintile,No,1.0,35,15502,0.68591,1.34474
195,195,2016,Single-person household,1st Quintile,No,1.0,973,14026,0.95114,1.04613
196,196,2016,Single-person household,2nd Quintile,No,1.0,718,14026,0.94122,1.0604
197,197,2016,Single-person household,3rd Quintile,No,1.0,622,14026,0.94699,1.06506
198,198,2016,Single-person household,4th Quintile,No,1.0,530,14026,0.9407,1.06576
199,199,2016,Single-person household,5th Quintile,No,1.0,478,14026,0.93661,1.06811
200,200,2016,Couple without children,1st Quintile,No,1.0,414,14026,0.90676,1.10409
201,201,2016,Couple without children,2nd Quintile,No,1.0,709,14026,0.9403,1.05522
202,202,2016,Couple without children,3rd Quintile,No,1.0,763,14026,0.93174,1.06635
203,203,2016,Couple without children,4th Quintile,Yes,0.04875,49,14026,0.0355,0.06068
204,204,2016,Couple without children,4th Quintile,No,0.95125,870,14026,0.88792,1.01167
205,205,2016,Couple without children,5th Quintile,Yes,0.05123,53,14026,0.03352,0.06671
206,206,2016,Couple without children,5th Quintile,No,0.94877,1197,14026,0.89952,1.00669
207,207,2016,Single parent,1st Quintile,No,1.0,655,14026,0.90903,1.09257
208,208,2016,Single parent,2nd Quintile,No,1.0,389,14026,0.88969,1.08883
209,209,2016,Single parent,3rd Quintile,No,1.0,231,14026,0.87824,1.12445
210,210,2016,Single parent,4th Quintile,No,1.0,146,14026,0.82002,1.18734
211,211,2016,Single parent,5th Quintile,No,1.0,70,14026,0.80283,1.26653
212,212,2016,Couple with children,1st Quintile,No,1.0,891,14026,0.923,1.0828
213,213,2016,Couple with children,2nd Quintile,Yes,0.02973,45,14026,0.0198,0.04113
214,214,2016,Couple with children,2nd Quintile,No,0.97027,1115,14026,0.88817,1.03954
215,215,2016,Couple with children,3rd Quintile,Yes,0.07054,78,14026,0.05188,0.09545
216,216,2016,Couple with children,3rd Quintile,No,0.92946,961,14026,0.84367,1.01491
217,217,2016,Couple with children,4th Quintile,Yes,0.06557,80,14026,0.05062,0.09156
218,218,2016,Couple with children,4th Quintile,No,0.93443,929,14026,0.86794,1.0134
219,219,2016,Couple with children,5th Quintile,Yes,0.10135,85,14026,0.07125,0.12812
220,220,2016,Couple with children,5th Quintile,No,0.89865,792,14026,0.83833,0.96441
221,221,2016,Multi-generational household,1st Quintile,No,1.0,34,14026,0.59391,1.4688
222,222,2016,Other Combinations,1st Quintile,No,1.0,60,14026,0.78155,1.22186
223,223,2016,Other Combinations,2nd Quintile,No,1.0,54,14026,0.76772,1.25532
224,224,2016,Other Combinations,3rd Quintile,No,1.0,35,14026,0.74255,1.28802
225,225,2017,Single-person household,1st Quintile,No,1.0,1113,15376,0.95549,1.04605
226,226,2017,Single-person household,2nd Quintile,No,1.0,811,15376,0.95112,1.04451
227,227,2017,Single-person household,3rd Quintile,No,1.0,693,15376,0.94062,1.05333
228,228,2017,Single-person household,4th Quintile,No,1.0,594,15376,0.93981,1.06558
229,229,2017,Single-person household,5th Quintile,No,1.0,528,15376,0.94064,1.05691
230,230,2017,Couple without children,1st Quintile,No,1.0,435,15376,0.8932,1.1165
231,231,2017,Couple without children,2nd Quintile,No,1.0,767,15376,0.94084,1.07924
232,232,2017,Couple without children,3rd Quintile,No,1.0,858,15376,0.93662,1.06888
233,233,2017,Couple without children,4th Quintile,Yes,0.04446,56,15376,0.03557,0.05414
234,234,2017,Couple without children,4th Quintile,No,0.95554,1007,15376,0.90951,1.01319
235,235,2017,Couple without children,5th Quintile,Yes,0.05938,84,15376,0.04846,0.073
236,236,2017,Couple without children,5th Quintile,No,0.94062,1346,15376,0.88898,0.99576
237,237,2017,Single parent,1st Quintile,No,1.0,631,15376,0.92563,1.08852
238,238,2017,Single parent,2nd Quintile,No,1.0,383,15376,0.87869,1.13328
239,239,2017,Single parent,3rd Quintile,No,1.0,220,15376,0.88665,1.1321
240,240,2017,Single parent,4th Quintile,No,1.0,166,15376,0.84367,1.17289
241,241,2017,Single parent,5th Quintile,No,1.0,96,15376,0.80768,1.17898
242,242,2017,Couple with children,1st Quintile,No,1.0,852,15376,0.91796,1.07346
243,243,2017,Couple with children,2nd Quintile,Yes,0.04546,54,15376,0.03159,0.06867
244,244,2017,Couple with children,2nd Quintile,No,0.95454,1121,15376,0.8855,1.0229
245,245,2017,Couple with children,3rd Quintile,Yes,0.05624,66,15376,0.03951,0.0765
246,246,2017,Couple with children,3rd Quintile,No,0.94376,1106,15376,0.88169,1.01923
247,247,2017,Couple with children,4th Quintile,Yes,0.07969,97,15376,0.05813,0.10342
248,248,2017,Couple with children,4th Quintile,No,0.92031,1022,15376,0.86614,0.98001
249,249,2017,Couple with children,5th Quintile,Yes,0.10654,112,15376,0.08444,0.1295
250,250,2017,Couple with children,5th Quintile,No,0.89346,873,15376,0.8257,0.95263
251,251,2017,Multi-generational household,1st Quintile,No,1.0,34,15376,0.69963,1.36594
252,252,2017,Other Combinations,1st Quintile,No,1.0,72,15376,0.81569,1.24845
253,253,2017,Other Combinations,2nd Quintile,No,1.0,46,15376,0.73484,1.26286
254,254,2017,Other Combinations,3rd Quintile,No,1.0,44,15376,0.73725,1.26546
255,255,2017,Other Combinations,4th Quintile,No,1.0,51,15376,0.6579,1.28365
256,256,2017,Other Combinations,5th Quintile,No,1.0,38,15376,0.79907,1.22899
257,257,2018,Single-person household,1st Quintile,No,1.0,1209,15155,0.94028,1.04486
258,258,2018,Single-person household,2nd Quintile,No,1.0,882,15155,0.94656,1.05993
259,259,2018,Single-person household,3rd Quintile,No,1.0,707,15155,0.94317,1.05744
260,260,2018,Single-person household,4th Quintile,No,1.0,602,15155,0.93087,1.06791
261,261,2018,Single-person household,5th Quintile,No,1.0,545,15155,0.93452,1.06279
262,262,2018,Couple without children,1st Quintile,No,1.0,497,15155,0.89629,1.10541
263,263,2018,Couple without children,2nd Quintile,No,1.0,796,15155,0.93679,1.08846
264,264,2018,Couple without children,3rd Quintile,No,1.0,806,15155,0.92834,1.06769
265,265,2018,Couple without children,4th Quintile,Yes,0.04311,38,15155,0.03203,0.0531
266,266,2018,Couple without children,4th Quintile,No,0.95689,929,15155,0.90052,1.0128
267,267,2018,Couple without children,5th Quintile,Yes,0.06778,86,15155,0.0543,0.08204
268,268,2018,Couple without children,5th Quintile,No,0.93222,1317,15155,0.88812,0.97537
269,269,2018,Single parent,1st Quintile,No,1.0,612,15155,0.90125,1.10229
270,270,2018,Single parent,2nd Quintile,No,1.0,401,15155,0.88128,1.10737
271,271,2018,Single parent,3rd Quintile,No,1.0,226,15155,0.85831,1.17831
272,272,2018,Single parent,4th Quintile,No,1.0,158,15155,0.87308,1.17208
273,273,2018,Single parent,5th Quintile,No,1.0,76,15155,0.76624,1.2126
274,274,2018,Couple with children,1st Quintile,No,1.0,796,15155,0.92109,1.07714
275,275,2018,Couple with children,2nd Quintile,Yes,0.04358,44,15155,0.02907,0.06125
276,276,2018,Couple with children,2nd Quintile,No,0.95642,1132,15155,0.89212,1.04821
277,277,2018,Couple with children,3rd Quintile,Yes,0.06452,77,15155,0.051,0.08029
278,278,2018,Couple with children,3rd Quintile,No,0.93548,1007,15155,0.86948,1.01311
279,279,2018,Couple with children,4th Quintile,Yes,0.07679,100,15155,0.06157,0.09422
280,280,2018,Couple with children,4th Quintile,No,0.92321,944,15155,0.86075,1.00075
281,281,2018,Couple with children,5th Quintile,Yes,0.13174,113,15155,0.10102,0.16948
282,282,2018,Couple with children,5th Quintile,No,0.86826,793,15155,0.80661,0.93102
283,283,2018,Multi-generational household,1st Quintile,No,1.0,40,15155,0.77,1.26591
284,284,2018,Other Combinations,1st Quintile,No,1.0,65,15155,0.81431,1.2246
285,285,2018,Other Combinations,2nd Quintile,No,1.0,48,15155,0.75569,1.29329
286,286,2018,Other Combinations,3rd Quintile,No,1.0,35,15155,0.74976,1.29971
287,287,2018,Other Combinations,4th Quintile,No,1.0,37,15155,0.75286,1.33873
288,288,2018,Other Combinations,5th Quintile,No,1.0,37,15155,0.76698,1.26817
289,289,2019,Single-person household,1st Quintile,No,1.0,919,12362,0.95078,1.05425
290,290,2019,Single-person household,2nd Quintile,No,1.0,697,12362,0.94551,1.06118
291,291,2019,Single-person household,3rd Quintile,No,1.0,591,12362,0.93351,1.06152
292,292,2019,Single-person household,4th Quintile,No,1.0,530,12362,0.9409,1.05277
293,293,2019,Single-person household,5th Quintile,No,1.0,459,12362,0.92933,1.08024
294,294,2019,Couple without children,1st Quintile,No,1.0,377,12362,0.87804,1.10943
295,295,2019,Couple without children,2nd Quintile,No,1.0,638,12362,0.91682,1.09001
296,296,2019,Couple without children,3rd Quintile,Yes,0.04613,31,12362,0.03229,0.06755
297,297,2019,Couple without children,3rd Quintile,No,0.95387,733,12362,0.89131,1.00615
298,298,2019,Couple without children,4th Quintile,Yes,0.05082,38,12362,0.03625,0.06431
299,299,2019,Couple without children,4th Quintile,No,0.94918,811,12362,0.8782,1.01064
300,300,2019,Couple without children,5th Quintile,Yes,0.05304,69,12362,0.04257,0.06544
301,301,2019,Couple without children,5th Quintile,No,0.94696,1130,12362,0.88629,1.00532
302,302,2019,Single parent,1st Quintile,No,1.0,447,12362,0.88172,1.11158
303,303,2019,Single parent,2nd Quintile,No,1.0,334,12362,0.88727,1.14752
304,304,2019,Single parent,3rd Quintile,No,1.0,198,12362,0.81894,1.16217
305,305,2019,Single parent,4th Quintile,No,1.0,147,12362,0.82913,1.15561
306,306,2019,Single parent,5th Quintile,No,1.0,72,12362,0.76564,1.27858
307,307,2019,Couple with children,1st Quintile,No,1.0,562,12362,0.90984,1.09987
308,308,2019,Couple with children,2nd Quintile,Yes,0.03599,35,12362,0.02223,0.0542
309,309,2019,Couple with children,2nd Quintile,No,0.96401,808,12362,0.88309,1.06022
310,310,2019,Couple with children,3rd Quintile,Yes,0.05355,59,12362,0.04204,0.06401
311,311,2019,Couple with children,3rd Quintile,No,0.94645,875,12362,0.86824,1.01634
312,312,2019,Couple with children,4th Quintile,Yes,0.08136,85,12362,0.06469,0.10366
313,313,2019,Couple with children,4th Quintile,No,0.91864,802,12362,0.84936,0.99419
314,314,2019,Couple with children,5th Quintile,Yes,0.12564,103,12362,0.09474,0.16605
315,315,2019,Couple with children,5th Quintile,No,0.87436,674,12362,0.80414,0.96324
316,316,2019,Multi-generational household,1st Quintile,No,1.0,33,12362,0.6702,1.32933
317,317,2019,Other Combinations,1st Quintile,No,1.0,31,12362,0.57841,1.46548
318,318,2019,Other Combinations,3rd Quintile,No,1.0,40,12362,0.77575,1.23162
319,319,2019,Other Combinations,4th Quintile,No,1.0,34,12362,0.73877,1.36958
320,320,2020,Single-person household,1st Quintile,No,1.0,1457,15923,0.94402,1.06243
321,321,2020,Single-person household,2nd Quintile,No,1.0,945,15923,0.9382,1.08189
322,322,2020,Single-person household,3rd Quintile,No,1.0,728,15923,0.9374,1.06419
323,323,2020,Single-person household,4th Quintile,No,1.0,641,15923,0.92268,1.07271
324,324,2020,Single-person household,5th Quintile,Yes,0.02915,37,15923,0.01717,0.0446
325,325,2020,Single-person household,5th Quintile,No,0.97085,666,15923,0.90201,1.05182
326,326,2020,Couple without children,1st Quintile,No,1.0,509,15923,0.88717,1.11918
327,327,2020,Couple without children,2nd Quintile,No,1.0,863,15923,0.91268,1.06821
