year,hhtyp,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Other Combinations,No,0.93114,287,287,0.90179,0.96049
2021,Single-person household,Yes,0.02055,64,2788,0.01528,0.02581
2021,Single-person household,No,0.86174,2724,2788,0.84892,0.87455
2021,Couple without children,Yes,0.03986,140,3116,0.03299,0.04673
2021,Couple without children,No,0.87471,2976,3116,0.86309,0.88634
2021,Single parent,No,0.87286,797,797,0.84972,0.89600
2021,Couple with children,Yes,0.05485,199,2875,0.04653,0.06318
2021,Couple with children,No,0.80678,2676,2875,0.79234,0.82121
2021,Multi-generational household,No,0.84741,65,65,0.75931,0.93551
2021,Other Combinations,No,0.81099,215,215,0.75854,0.86345
2022,Single-person household,Yes,0.02654,202,5544,0.02230,0.03077
2022,Single-person household,No,0.95939,5342,5544,0.95419,0.96458
2022,Couple without children,Yes,0.06057,349,5705,0.05438,0.06676
2022,Couple without children,No,0.93457,5356,5705,0.92815,0.94099
2022,Single parent,Yes,0.02985,43,1140,0.01997,0.03973
2022,Single parent,No,0.95667,1097,1140,0.94484,0.96849
2022,Couple with children,Yes,0.09578,538,5139,0.08773,0.10383
2022,Couple with children,No,0.88069,4601,5139,0.87183,0.88956
2022,Multi-generational household,No,0.90705,75,75,0.84090,0.97321
2022,Other Combinations,Yes,0.04506,61,1109,0.03285,0.05728
2022,Other Combinations,No,0.93614,1048,1109,0.92174,0.95054
