year,quintil_oecd_hh,regtyp,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,2nd Quintile,Rural regions,No,0.87263,980,1024,0.85220,0.89306
2019,3rd Quintile,Urban regions,Yes,0.01427,45,1585,0.00843,0.02012
2019,3rd Quintile,Urban regions,No,0.91727,1540,1585,0.90371,0.93084
2019,3rd Quintile,Rural regions,Yes,0.04109,49,926,0.02830,0.05388
2019,3rd Quintile,Rural regions,No,0.88924,877,926,0.86901,0.90946
2019,4th Quintile,Urban regions,Yes,0.03391,83,1604,0.02505,0.04278
2019,4th Quintile,Urban regions,No,0.88923,1521,1604,0.87387,0.90460
2019,4th Quintile,Rural regions,Yes,0.07640,66,857,0.05861,0.09420
2019,4th Quintile,Rural regions,No,0.87178,791,857,0.84938,0.89418
2019,5th Quintile,Urban regions,Yes,0.05279,128,1889,0.04270,0.06288
2019,5th Quintile,Urban regions,No,0.83361,1761,1889,0.81681,0.85040
2019,5th Quintile,Rural regions,Yes,0.08154,76,702,0.06128,0.10179
2019,5th Quintile,Rural regions,No,0.84076,626,702,0.81367,0.86784
2020,1st Quintile,Urban regions,No,0.93145,2266,2266,0.92104,0.94185
2020,1st Quintile,Rural regions,No,0.94444,1098,1098,0.93088,0.95799
2020,2nd Quintile,Urban regions,Yes,0.02197,39,2082,0.01567,0.02827
2020,2nd Quintile,Urban regions,No,0.96969,2043,2082,0.96232,0.97706
2020,2nd Quintile,Rural regions,Yes,0.04333,43,1238,0.03199,0.05468
2020,2nd Quintile,Rural regions,No,0.95308,1195,1238,0.94129,0.96486
2020,3rd Quintile,Urban regions,Yes,0.01966,44,1864,0.01335,0.02596
2020,3rd Quintile,Urban regions,No,0.97551,1820,1864,0.96849,0.98253
2020,3rd Quintile,Rural regions,Yes,0.05206,54,1005,0.03832,0.06581
2020,3rd Quintile,Rural regions,No,0.94039,951,1005,0.92575,0.95504
2020,4th Quintile,Urban regions,Yes,0.03791,88,1917,0.02936,0.04647
2020,4th Quintile,Urban regions,No,0.95364,1829,1917,0.94423,0.96306
2020,4th Quintile,Rural regions,Yes,0.06440,76,935,0.04866,0.08015
2020,4th Quintile,Rural regions,No,0.93468,859,935,0.91883,0.95052
2020,5th Quintile,Urban regions,Yes,0.04170,184,2756,0.03424,0.04917
2020,5th Quintile,Urban regions,No,0.95257,2572,2756,0.94463,0.96051
2020,5th Quintile,Rural regions,Yes,0.07212,100,959,0.05574,0.08850
2020,5th Quintile,Rural regions,No,0.92573,859,959,0.90912,0.94233
2021,1st Quintile,Urban regions,No,0.80624,1129,1129,0.78318,0.82931
2021,1st Quintile,Rural regions,No,0.85091,614,614,0.82271,0.87911
2021,2nd Quintile,Urban regions,No,0.86156,1160,1160,0.84168,0.88144
2021,2nd Quintile,Rural regions,Yes,0.03739,31,786,0.02412,0.05066
2021,2nd Quintile,Rural regions,No,0.86053,755,786,0.83629,0.88476
2021,3rd Quintile,Urban regions,Yes,0.02539,32,1180,0.01641,0.03437
2021,3rd Quintile,Urban regions,No,0.87861,1148,1180,0.85997,0.89725
2021,3rd Quintile,Rural regions,Yes,0.04713,37,659,0.03094,0.06333
2021,3rd Quintile,Rural regions,No,0.86095,622,659,0.83451,0.88739
2021,4th Quintile,Urban regions,Yes,0.03312,68,1256,0.02322,0.04302
2021,4th Quintile,Urban regions,No,0.83796,1188,1256,0.81757,0.85834
2021,4th Quintile,Rural regions,Yes,0.06662,49,636,0.04722,0.08601
2021,4th Quintile,Rural regions,No,0.87784,587,636,0.85237,0.90331
2021,5th Quintile,Urban regions,Yes,0.03409,105,1811,0.02573,0.04244
2021,5th Quintile,Urban regions,No,0.86644,1706,1811,0.85076,0.88211
2021,5th Quintile,Rural regions,Yes,0.07335,63,615,0.05273,0.09397
2021,5th Quintile,Rural regions,No,0.83096,552,615,0.80132,0.86061
2022,1st Quintile,Urban regions,Yes,0.02451,112,3041,0.01902,0.03001
2022,1st Quintile,Urban regions,No,0.94045,2929,3041,0.93203,0.94886
2022,1st Quintile,Rural regions,Yes,0.04955,82,1455,0.03839,0.06070
2022,1st Quintile,Rural regions,No,0.93066,1373,1455,0.91760,0.94372
2022,2nd Quintile,Urban regions,Yes,0.02496,95,2523,0.01887,0.03105
2022,2nd Quintile,Urban regions,No,0.95159,2428,2523,0.94321,0.95997
2022,2nd Quintile,Rural regions,Yes,0.03931,71,1325,0.02884,0.04978
2022,2nd Quintile,Rural regions,No,0.94670,1254,1325,0.93460,0.95880
2022,3rd Quintile,Urban regions,Yes,0.04274,132,2251,0.03438,0.05109
2022,3rd Quintile,Urban regions,No,0.94986,2119,2251,0.94084,0.95888
2022,3rd Quintile,Rural regions,Yes,0.04959,91,1134,0.03695,0.06223
2022,3rd Quintile,Rural regions,No,0.94490,1043,1134,0.93162,0.95819
2022,4th Quintile,Urban regions,Yes,0.04859,126,2340,0.03988,0.05731
2022,4th Quintile,Urban regions,No,0.94493,2214,2340,0.93568,0.95417
2022,4th Quintile,Rural regions,Yes,0.09472,103,1069,0.07716,0.11229
2022,4th Quintile,Rural regions,No,0.90318,966,1069,0.88545,0.92092
2022,5th Quintile,Urban regions,Yes,0.07120,259,2792,0.06166,0.08074
2022,5th Quintile,Urban regions,No,0.92577,2533,2792,0.91605,0.93550
2022,5th Quintile,Rural regions,Yes,0.12563,150,1031,0.10539,0.14588
2022,5th Quintile,Rural regions,No,0.87207,881,1031,0.85167,0.89246
