year,bula_h,hhtyp,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Bavaria,Couple without children,No,0.95062,626,626,0.93364,0.96761
2012,Bavaria,Single parent,No,0.99485,325,325,0.98706,1.00264
2012,Bavaria,Couple with children,Yes,0.07199,77,973,0.05574,0.08824
2012,Bavaria,Couple with children,No,0.92801,896,973,0.91176,0.94426
2012,Berlin,Single-person household,No,0.99580,233,233,0.98747,1.00412
2012,Berlin,Couple without children,No,0.98311,179,179,0.96418,1.00204
2012,Berlin,Couple with children,No,0.97167,166,166,0.94635,0.99699
2012,Brandenburg,Couple without children,No,0.96301,218,218,0.93790,0.98812
2012,Brandenburg,Single parent,No,0.99192,93,93,0.97362,1.01021
2012,Brandenburg,Couple with children,No,0.95123,172,172,0.91895,0.98352
2012,Mecklenburg-Western Pomerania,Single-person household,No,0.98350,103,103,0.95878,1.00822
2012,Mecklenburg-Western Pomerania,Couple without children,No,0.99588,124,124,0.98456,1.00720
2012,Mecklenburg-Western Pomerania,Couple with children,No,0.91025,93,93,0.85184,0.96865
2012,Saxony,Single-person household,No,0.99692,264,264,0.99023,1.00362
2012,Saxony,Couple without children,No,0.95158,308,308,0.92757,0.97559
2012,Saxony,Single parent,No,0.99023,121,121,0.97262,1.00783
2012,Saxony,Couple with children,No,0.92443,334,334,0.89604,0.95281
2012,Saxony-Anhalt,Single-person household,No,0.98846,155,155,0.97158,1.00533
2012,Saxony-Anhalt,Couple without children,No,0.97015,174,174,0.94479,0.99551
2012,Saxony-Anhalt,Single parent,No,0.99383,96,96,0.97809,1.00958
2012,Saxony-Anhalt,Couple with children,No,0.96476,170,170,0.93696,0.99256
2012,Thuringa,Single-person household,No,0.96173,161,161,0.93200,0.99146
2012,Thuringa,Couple without children,No,0.95429,190,190,0.92451,0.98406
2012,Thuringa,Couple with children,No,0.98610,193,193,0.96953,1.00266
2013,Schleswig-Holstein,Single-person household,No,0.98921,152,152,0.97273,1.00569
2013,Schleswig-Holstein,Couple without children,No,0.95696,149,149,0.92426,0.98966
2013,Schleswig-Holstein,Single parent,No,0.95067,85,85,0.90436,0.99698
2013,Schleswig-Holstein,Couple with children,No,0.97714,225,225,0.95757,0.99671
2013,Lower Saxony,Single-person household,No,0.99208,300,300,0.98203,1.00213
2013,Lower Saxony,Couple without children,No,0.96193,435,435,0.94392,0.97993
2013,Lower Saxony,Single parent,No,0.98646,217,217,0.97105,1.00187
2013,Lower Saxony,Couple with children,Yes,0.04603,31,611,0.02940,0.06265
2013,Lower Saxony,Couple with children,No,0.95397,580,611,0.93735,0.97060
2013,North Rhine-Westphalia,Single-person household,No,0.98367,698,698,0.97426,0.99308
2013,North Rhine-Westphalia,Couple without children,No,0.97138,878,878,0.96034,0.98241
2013,North Rhine-Westphalia,Single parent,No,0.98441,467,467,0.97316,0.99566
2013,North Rhine-Westphalia,Couple with children,Yes,0.04109,58,1474,0.03095,0.05123
2013,North Rhine-Westphalia,Couple with children,No,0.95891,1416,1474,0.94877,0.96905
2013,Hesse,Single-person household,No,0.99705,270,270,0.99058,1.00353
2013,Hesse,Couple without children,No,0.97088,313,313,0.95222,0.98954
2013,Hesse,Single parent,No,0.98609,158,158,0.96776,1.00441
2013,Hesse,Couple with children,No,0.95702,479,479,0.93884,0.97520
2013,Hesse,Other Combinations,No,0.96125,44,44,0.90356,1.01894
2013,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98216,231,231,0.96505,0.99927
2013,"Rhineland-Palatinate, Saarland",Couple without children,No,0.93512,252,252,0.90465,0.96560
2013,"Rhineland-Palatinate, Saarland",Single parent,No,0.95245,112,112,0.91286,0.99204
2013,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.05399,33,389,0.03150,0.07647
2013,"Rhineland-Palatinate, Saarland",Couple with children,No,0.94601,356,389,0.92353,0.96850
2013,Baden-Wuerttemberg,Single-person household,No,0.96659,393,393,0.94880,0.98438
2013,Baden-Wuerttemberg,Couple without children,No,0.96167,486,486,0.94458,0.97876
2013,Baden-Wuerttemberg,Single parent,No,0.98231,211,211,0.96448,1.00014
2013,Baden-Wuerttemberg,Couple with children,Yes,0.06405,73,940,0.04839,0.07971
2013,Baden-Wuerttemberg,Couple with children,No,0.93595,867,940,0.92029,0.95161
2013,Baden-Wuerttemberg,Other Combinations,No,0.96489,42,42,0.90854,1.02123
2013,Bavaria,Single-person household,No,0.98330,581,581,0.97287,0.99373
2013,Bavaria,Couple without children,No,0.95774,681,681,0.94261,0.97286
2013,Bavaria,Single parent,No,0.98225,339,339,0.96817,0.99632
2013,Bavaria,Couple with children,Yes,0.05802,67,1116,0.04430,0.07174
2013,Bavaria,Couple with children,No,0.94198,1049,1116,0.92826,0.95570
2013,Bavaria,Other Combinations,No,0.98860,67,67,0.96298,1.01421
2013,Berlin,Couple without children,No,0.99727,186,186,0.98975,1.00479
2013,Berlin,Couple with children,No,0.99912,197,197,0.99497,1.00327
2013,Brandenburg,Single-person household,No,0.99889,153,153,0.99360,1.00418
2013,Brandenburg,Couple without children,No,0.98399,215,215,0.96717,1.00081
2013,Brandenburg,Couple with children,No,0.95307,189,189,0.92284,0.98330
2013,Mecklenburg-Western Pomerania,Couple without children,No,0.99223,115,115,0.97611,1.00835
2013,Mecklenburg-Western Pomerania,Single parent,No,0.99282,61,61,0.97145,1.01419
2013,Mecklenburg-Western Pomerania,Couple with children,No,0.91421,93,93,0.85699,0.97144
2013,Saxony,Single-person household,No,0.97882,259,259,0.96124,0.99639
2013,Saxony,Couple without children,No,0.96439,306,306,0.94359,0.98519
2013,Saxony,Single parent,No,0.99827,119,119,0.99078,1.00577
2013,Saxony,Couple with children,No,0.92602,318,318,0.89721,0.95483
2013,Saxony-Anhalt,Couple without children,No,0.95159,186,186,0.92067,0.98252
2013,Saxony-Anhalt,Single parent,No,0.99346,84,84,0.97611,1.01080
2013,Saxony-Anhalt,Couple with children,No,0.94539,170,170,0.91113,0.97965
2013,Thuringa,Single-person household,No,0.97240,142,142,0.94536,0.99944
2013,Thuringa,Couple without children,No,0.96499,183,183,0.93828,0.99169
2013,Thuringa,Couple with children,No,0.99459,193,193,0.98422,1.00497
2014,Schleswig-Holstein,Single-person household,No,0.99037,136,136,0.97390,1.00684
2014,Schleswig-Holstein,Couple without children,No,0.99948,148,148,0.99579,1.00317
2014,Schleswig-Holstein,Single parent,No,0.98205,67,67,0.95002,1.01408
2014,Schleswig-Holstein,Couple with children,No,0.98559,186,186,0.96842,1.00276
2014,Hamburg,Single-person household,No,0.97462,66,66,0.93639,1.01286
2014,Hamburg,Couple without children,No,0.95566,74,74,0.90844,1.00288
2014,Lower Saxony,Single-person household,No,0.97258,273,273,0.95318,0.99199
2014,Lower Saxony,Couple without children,No,0.93015,401,401,0.90517,0.95513
2014,Lower Saxony,Single parent,No,0.98972,175,175,0.97473,1.00471
2014,Lower Saxony,Couple with children,Yes,0.05268,35,550,0.03400,0.07137
2014,Lower Saxony,Couple with children,No,0.94732,515,550,0.92863,0.96600
2014,North Rhine-Westphalia,Single-person household,No,0.97897,619,619,0.96766,0.99028
2014,North Rhine-Westphalia,Couple without children,No,0.96548,814,814,0.95294,0.97803
2014,North Rhine-Westphalia,Single parent,No,0.98250,393,393,0.96952,0.99548
2014,North Rhine-Westphalia,Couple with children,Yes,0.04227,63,1277,0.03123,0.05331
2014,North Rhine-Westphalia,Couple with children,No,0.95736,1214,1277,0.94627,0.96844
2014,Hesse,Single-person household,No,0.98528,229,229,0.96965,1.00091
2014,Hesse,Couple without children,No,0.98564,287,287,0.97184,0.99943
2014,Hesse,Single parent,No,0.99010,122,122,0.97247,1.00774
2014,Hesse,Couple with children,No,0.95651,389,389,0.93622,0.97681
2014,Hesse,Other Combinations,No,0.97202,36,36,0.91738,1.02666
2014,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97390,226,226,0.95307,0.99473
2014,"Rhineland-Palatinate, Saarland",Couple without children,No,0.90540,225,225,0.86707,0.94372
2014,"Rhineland-Palatinate, Saarland",Single parent,No,0.99140,103,103,0.97348,1.00932
2014,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.08225,32,322,0.05219,0.11230
2014,"Rhineland-Palatinate, Saarland",Couple with children,No,0.91775,290,322,0.88770,0.94781
2014,Baden-Wuerttemberg,Single-person household,No,0.94715,360,360,0.92401,0.97029
2014,Baden-Wuerttemberg,Couple without children,No,0.96281,443,443,0.94516,0.98045
2014,Baden-Wuerttemberg,Single parent,No,0.98357,158,158,0.96369,1.00346
2014,Baden-Wuerttemberg,Couple with children,Yes,0.10394,62,774,0.08242,0.12545
2014,Baden-Wuerttemberg,Couple with children,No,0.89606,712,774,0.87455,0.91758
2014,Bavaria,Single-person household,No,0.98156,554,554,0.97035,0.99277
2014,Bavaria,Couple without children,Yes,0.05763,37,667,0.03993,0.07533
2014,Bavaria,Couple without children,No,0.94237,630,667,0.92467,0.96007
2014,Bavaria,Single parent,No,0.98211,274,274,0.96639,0.99784
2014,Bavaria,Couple with children,Yes,0.06234,68,972,0.04713,0.07754
2014,Bavaria,Couple with children,No,0.93766,904,972,0.92246,0.95287
2014,Berlin,Single-person household,No,0.99799,223,223,0.99209,1.00388
2014,Berlin,Couple without children,No,0.98877,175,175,0.97311,1.00443
2014,Berlin,Couple with children,No,0.98667,157,157,0.96867,1.00467
2014,Brandenburg,Single-person household,No,0.99809,145,145,0.99097,1.00522
2014,Brandenburg,Couple without children,No,0.98251,207,207,0.96460,1.00041
2014,Brandenburg,Single parent,No,0.98384,76,76,0.95531,1.01238
2014,Brandenburg,Couple with children,No,0.94037,163,163,0.90391,0.97684
2014,Mecklenburg-Western Pomerania,Couple without children,No,0.96917,111,111,0.93687,1.00148
2014,Mecklenburg-Western Pomerania,Couple with children,No,0.90187,79,79,0.83585,0.96789
2014,Saxony,Single-person household,No,0.98723,240,240,0.97300,1.00147
2014,Saxony,Couple without children,No,0.95712,300,300,0.93415,0.98008
2014,Saxony,Couple with children,No,0.91824,277,277,0.88591,0.95056
2014,Saxony-Anhalt,Single-person household,No,0.99153,155,155,0.97706,1.00600
2014,Saxony-Anhalt,Couple without children,No,0.94701,177,177,0.91392,0.98011
2014,Saxony-Anhalt,Single parent,No,0.99240,72,72,0.97220,1.01260
2014,Saxony-Anhalt,Couple with children,No,0.97623,151,151,0.95186,1.00061
2014,Thuringa,Single-person household,No,0.96035,149,149,0.92891,0.99179
2014,Thuringa,Couple without children,No,0.96284,180,180,0.93514,0.99055
2014,Thuringa,Couple with children,No,0.98173,181,181,0.96217,1.00130
2015,Schleswig-Holstein,Single-person household,No,0.97618,135,135,0.95036,1.00200
2015,Schleswig-Holstein,Couple without children,No,0.99938,143,143,0.99528,1.00348
2015,Schleswig-Holstein,Single parent,No,0.96111,66,66,0.91412,1.00811
2015,Schleswig-Holstein,Couple with children,No,0.94652,181,181,0.91365,0.97939
2015,Hamburg,Single-person household,No,0.97653,69,69,0.94055,1.01251
2015,Hamburg,Couple without children,No,0.95341,76,76,0.90571,1.00111
2015,Hamburg,Couple with children,No,0.97653,96,96,0.94609,1.00697
2015,Lower Saxony,Single-person household,No,0.96585,292,292,0.94498,0.98672
2015,Lower Saxony,Couple without children,No,0.93084,401,401,0.90597,0.95570
2015,Lower Saxony,Single parent,No,0.97731,176,176,0.95525,0.99938
2015,Lower Saxony,Couple with children,No,0.95525,515,515,0.93737,0.97312
2015,Bremen,Couple with children,No,0.97926,36,36,0.93204,1.02647
2015,North Rhine-Westphalia,Single-person household,No,0.97759,642,642,0.96613,0.98905
2015,North Rhine-Westphalia,Couple without children,No,0.97072,794,794,0.95898,0.98245
2015,North Rhine-Westphalia,Single parent,No,0.98831,368,368,0.97731,0.99931
2015,North Rhine-Westphalia,Couple with children,Yes,0.03629,50,1276,0.02603,0.04656
2015,North Rhine-Westphalia,Couple with children,No,0.96300,1226,1276,0.95264,0.97336
2015,North Rhine-Westphalia,Other Combinations,No,0.99556,54,54,0.97765,1.01346
2015,Hesse,Single-person household,No,0.98795,242,242,0.97417,1.00172
2015,Hesse,Couple without children,No,0.99329,289,289,0.98387,1.00272
2015,Hesse,Single parent,No,0.97995,116,116,0.95432,1.00557
2015,Hesse,Couple with children,No,0.95371,400,400,0.93309,0.97432
2015,Hesse,Other Combinations,No,0.98778,34,34,0.95030,1.02526
2015,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98037,219,219,0.96196,0.99879
2015,"Rhineland-Palatinate, Saarland",Couple without children,No,0.92151,244,244,0.88770,0.95533
2015,"Rhineland-Palatinate, Saarland",Single parent,No,0.98243,90,90,0.95513,1.00972
2015,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.07767,34,311,0.04787,0.10746
2015,"Rhineland-Palatinate, Saarland",Couple with children,No,0.92233,277,311,0.89254,0.95213
2015,Baden-Wuerttemberg,Single-person household,No,0.97203,359,359,0.95495,0.98911
2015,Baden-Wuerttemberg,Couple without children,No,0.96125,459,459,0.94357,0.97892
