year,pgisced97,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Upper Secondary Level,Some of both,0.06119,521,3472,0.05321,0.06916
1990,Upper Secondary Level,Paid,0.18016,1519,3472,0.16737,0.19294
1990,Upper Secondary Level,Not compensated,0.04570,271,3472,0.03876,0.05265
1990,Post-secondary Non-tertiary Level,Comp. time,0.18264,59,151,0.12081,0.24447
1990,Post-secondary Non-tertiary Level,Some of both,0.09626,31,151,0.04906,0.14346
1990,Post-secondary Non-tertiary Level,Paid,0.10978,61,151,0.05975,0.15981
1990,First Stage of Tertiary Education,Comp. time,0.16668,146,390,0.12964,0.20371
1990,First Stage of Tertiary Education,Some of both,0.09978,81,390,0.07000,0.12957
1990,First Stage of Tertiary Education,Paid,0.11347,116,390,0.08195,0.14499
1990,First Stage of Tertiary Education,Not compensated,0.06994,47,390,0.04460,0.09529
1990,Second Stage of Tertiary Education,Comp. time,0.18210,370,1045,0.15869,0.20551
1990,Second Stage of Tertiary Education,Some of both,0.08615,154,1045,0.06913,0.10318
1990,Second Stage of Tertiary Education,Paid,0.07005,166,1045,0.05457,0.08554
1990,Second Stage of Tertiary Education,Not compensated,0.23052,355,1045,0.20497,0.25607
1991,Primary Level,Paid,0.21671,137,137,0.14747,0.28595
1991,Lower Secondary Level,Comp. time,0.07263,213,831,0.05498,0.09029
1991,Lower Secondary Level,Some of both,0.02614,104,831,0.01529,0.03700
1991,Lower Secondary Level,Paid,0.11990,456,831,0.09780,0.14200
1991,Lower Secondary Level,Not compensated,0.02029,58,831,0.01070,0.02989
1991,Upper Secondary Level,Comp. time,0.15586,1184,3150,0.14319,0.16853
1991,Upper Secondary Level,Some of both,0.06656,478,3150,0.05785,0.07526
1991,Upper Secondary Level,Paid,0.16085,1212,3150,0.14802,0.17368
1991,Upper Secondary Level,Not compensated,0.04682,276,3150,0.03944,0.05420
1991,Post-secondary Non-tertiary Level,Comp. time,0.21464,69,126,0.14266,0.28662
1991,Post-secondary Non-tertiary Level,Paid,0.12016,57,126,0.06316,0.17716
1991,First Stage of Tertiary Education,Comp. time,0.18295,152,356,0.14273,0.22317
1991,First Stage of Tertiary Education,Some of both,0.07759,61,356,0.04976,0.10543
1991,First Stage of Tertiary Education,Paid,0.10823,90,356,0.07591,0.14055
1991,First Stage of Tertiary Education,Not compensated,0.07762,53,356,0.04979,0.10546
1991,Second Stage of Tertiary Education,Comp. time,0.17678,351,953,0.15255,0.20101
1991,Second Stage of Tertiary Education,Some of both,0.07227,121,953,0.05583,0.08872
1991,Second Stage of Tertiary Education,Paid,0.06351,115,953,0.04802,0.07901
1991,Second Stage of Tertiary Education,Not compensated,0.21731,366,953,0.19111,0.24351
1992,Primary Level,Paid,0.17847,107,107,0.10558,0.25137
1992,Lower Secondary Level,Comp. time,0.07161,206,754,0.05319,0.09002
1992,Lower Secondary Level,Some of both,0.02769,99,754,0.01597,0.03941
1992,Lower Secondary Level,Paid,0.10748,393,754,0.08536,0.12960
1992,Lower Secondary Level,Not compensated,0.01763,56,754,0.00823,0.02703
1992,Upper Secondary Level,Comp. time,0.14741,1068,2979,0.13468,0.16014
1992,Upper Secondary Level,Some of both,0.07272,524,2979,0.06339,0.08205
1992,Upper Secondary Level,Paid,0.15183,1130,2979,0.13894,0.16472
1992,Upper Secondary Level,Not compensated,0.04223,257,2979,0.03501,0.04946
1992,Post-secondary Non-tertiary Level,Comp. time,0.18537,68,148,0.12255,0.24820
1992,Post-secondary Non-tertiary Level,Paid,0.10944,46,148,0.05897,0.15991
1992,Post-secondary Non-tertiary Level,Not compensated,0.08567,34,148,0.04043,0.13092
1992,First Stage of Tertiary Education,Comp. time,0.17698,136,366,0.13783,0.21613
1992,First Stage of Tertiary Education,Some of both,0.10034,85,366,0.06952,0.13117
1992,First Stage of Tertiary Education,Paid,0.09776,87,366,0.06729,0.12823
1992,First Stage of Tertiary Education,Not compensated,0.07241,58,366,0.04582,0.09899
1992,Second Stage of Tertiary Education,Comp. time,0.16735,315,886,0.14276,0.19195
1992,Second Stage of Tertiary Education,Some of both,0.07879,126,886,0.06104,0.09653
1992,Second Stage of Tertiary Education,Paid,0.04384,83,886,0.03035,0.05732
1992,Second Stage of Tertiary Education,Not compensated,0.21224,362,886,0.18530,0.23918
1993,Primary Level,Paid,0.17989,104,104,0.10572,0.25407
1993,Lower Secondary Level,Comp. time,0.06498,195,706,0.04679,0.08318
1993,Lower Secondary Level,Some of both,0.02972,100,706,0.01718,0.04225
1993,Lower Secondary Level,Paid,0.10845,353,706,0.08549,0.13140
1993,Lower Secondary Level,Not compensated,0.01967,58,706,0.00942,0.02993
1993,Upper Secondary Level,Comp. time,0.14401,1026,2895,0.13122,0.15680
1993,Upper Secondary Level,Some of both,0.06906,507,2895,0.05982,0.07830
1993,Upper Secondary Level,Paid,0.14458,1071,2895,0.13177,0.15740
1993,Upper Secondary Level,Not compensated,0.04914,291,2895,0.04126,0.05701
1993,Post-secondary Non-tertiary Level,Comp. time,0.21157,77,148,0.14555,0.27760
1993,Post-secondary Non-tertiary Level,Paid,0.09008,38,148,0.04380,0.13637
1993,Post-secondary Non-tertiary Level,Not compensated,0.07958,33,148,0.03583,0.12333
1993,First Stage of Tertiary Education,Comp. time,0.17905,138,337,0.13806,0.22005
1993,First Stage of Tertiary Education,Some of both,0.08891,78,337,0.05848,0.11934
1993,First Stage of Tertiary Education,Paid,0.08048,71,337,0.05139,0.10956
1993,First Stage of Tertiary Education,Not compensated,0.06847,50,337,0.04146,0.09547
1993,Second Stage of Tertiary Education,Comp. time,0.15926,309,912,0.13550,0.18302
1993,Second Stage of Tertiary Education,Some of both,0.07906,145,912,0.06153,0.09658
1993,Second Stage of Tertiary Education,Paid,0.05564,95,912,0.04075,0.07052
1993,Second Stage of Tertiary Education,Not compensated,0.21561,363,912,0.18890,0.24231
1994,Primary Level,Paid,0.16524,85,85,0.08582,0.24467
1994,Lower Secondary Level,Comp. time,0.06679,189,634,0.04734,0.08623
1994,Lower Secondary Level,Some of both,0.03361,95,634,0.01957,0.04764
1994,Lower Secondary Level,Paid,0.09436,296,634,0.07159,0.11714
1994,Lower Secondary Level,Not compensated,0.01471,54,634,0.00533,0.02408
1994,Upper Secondary Level,Comp. time,0.16185,1124,2872,0.14837,0.17532
1994,Upper Secondary Level,Some of both,0.07390,524,2872,0.06433,0.08347
1994,Upper Secondary Level,Paid,0.13281,958,2872,0.12040,0.14523
1994,Upper Secondary Level,Not compensated,0.04418,266,2872,0.03666,0.05169
1994,Post-secondary Non-tertiary Level,Comp. time,0.21422,86,162,0.15084,0.27760
1994,Post-secondary Non-tertiary Level,Some of both,0.09563,40,162,0.05021,0.14106
1994,Post-secondary Non-tertiary Level,Paid,0.09792,36,162,0.05201,0.14382
1994,First Stage of Tertiary Education,Comp. time,0.18849,147,352,0.14758,0.22941
1994,First Stage of Tertiary Education,Some of both,0.08130,77,352,0.05271,0.10989
1994,First Stage of Tertiary Education,Paid,0.08951,71,352,0.05964,0.11937
1994,First Stage of Tertiary Education,Not compensated,0.06764,57,352,0.04137,0.09391
1994,Second Stage of Tertiary Education,Comp. time,0.15951,316,925,0.13590,0.18312
1994,Second Stage of Tertiary Education,Some of both,0.08035,145,925,0.06282,0.09787
1994,Second Stage of Tertiary Education,Paid,0.04867,84,925,0.03480,0.06255
1994,Second Stage of Tertiary Education,Not compensated,0.22395,380,925,0.19707,0.25083
1995,Primary Level,Paid,0.14294,73,73,0.06209,0.22379
1995,Lower Secondary Level,Comp. time,0.06544,194,657,0.04652,0.08437
1995,Lower Secondary Level,Some of both,0.02510,89,657,0.01313,0.03707
1995,Lower Secondary Level,Paid,0.09484,319,657,0.07242,0.11726
1995,Lower Secondary Level,Not compensated,0.01786,55,657,0.00772,0.02799
1995,Upper Secondary Level,Comp. time,0.16381,1170,3035,0.15064,0.17698
1995,Upper Secondary Level,Some of both,0.07689,575,3035,0.06741,0.08637
1995,Upper Secondary Level,Paid,0.13329,1023,3035,0.12120,0.14538
1995,Upper Secondary Level,Not compensated,0.04342,267,3035,0.03617,0.05067
1995,Post-secondary Non-tertiary Level,Comp. time,0.20992,95,197,0.15290,0.26693
1995,Post-secondary Non-tertiary Level,Some of both,0.09998,47,197,0.05799,0.14198
1995,Post-secondary Non-tertiary Level,Paid,0.09998,55,197,0.05798,0.14197
1995,First Stage of Tertiary Education,Comp. time,0.17979,157,379,0.14107,0.21850
1995,First Stage of Tertiary Education,Some of both,0.09802,86,379,0.06805,0.12800
1995,First Stage of Tertiary Education,Paid,0.08785,74,379,0.05931,0.11639
1995,First Stage of Tertiary Education,Not compensated,0.07154,62,379,0.04556,0.09753
1995,Second Stage of Tertiary Education,Comp. time,0.17002,358,1000,0.14673,0.19332
1995,Second Stage of Tertiary Education,Some of both,0.08123,163,1000,0.06428,0.09817
1995,Second Stage of Tertiary Education,Paid,0.04691,90,1000,0.03380,0.06002
1995,Second Stage of Tertiary Education,Not compensated,0.22084,389,1000,0.19512,0.24656
1996,Primary Level,Comp. time,0.08519,35,97,0.02935,0.14104
1996,Primary Level,Paid,0.15305,62,97,0.08103,0.22507
1996,Lower Secondary Level,Comp. time,0.07680,223,592,0.05533,0.09827
1996,Lower Secondary Level,Some of both,0.02330,79,592,0.01114,0.03546
1996,Lower Secondary Level,Paid,0.07652,246,592,0.05509,0.09795
1996,Lower Secondary Level,Not compensated,0.01737,44,592,0.00684,0.02791
1996,Upper Secondary Level,Comp. time,0.17689,1237,2934,0.16308,0.19070
1996,Upper Secondary Level,Some of both,0.06995,516,2934,0.06072,0.07918
1996,Upper Secondary Level,Paid,0.12171,919,2934,0.10987,0.13354
1996,Upper Secondary Level,Not compensated,0.03985,262,2934,0.03277,0.04692
1996,Post-secondary Non-tertiary Level,Comp. time,0.22027,113,228,0.16636,0.27418
1996,Post-secondary Non-tertiary Level,Some of both,0.10962,42,228,0.06898,0.15026
1996,Post-secondary Non-tertiary Level,Paid,0.07804,40,228,0.04315,0.11294
1996,Post-secondary Non-tertiary Level,Not compensated,0.06336,33,228,0.03167,0.09505
1996,First Stage of Tertiary Education,Comp. time,0.20516,174,395,0.16529,0.24504
1996,First Stage of Tertiary Education,Some of both,0.09511,81,395,0.06614,0.12407
1996,First Stage of Tertiary Education,Paid,0.08171,79,395,0.05466,0.10876
1996,First Stage of Tertiary Education,Not compensated,0.07003,61,395,0.04483,0.09523
1996,Second Stage of Tertiary Education,Comp. time,0.18341,384,986,0.15924,0.20758
1996,Second Stage of Tertiary Education,Some of both,0.07652,138,986,0.05992,0.09313
1996,Second Stage of Tertiary Education,Paid,0.04160,84,986,0.02913,0.05407
1996,Second Stage of Tertiary Education,Not compensated,0.21245,380,986,0.18691,0.23800
1997,Primary Level,Comp. time,0.10077,36,36,0.00104,0.20050
1997,Lower Secondary Level,Comp. time,0.07190,207,494,0.04909,0.09470
1997,Lower Secondary Level,Some of both,0.03109,107,494,0.01577,0.04641
1997,Lower Secondary Level,Paid,0.03974,140,494,0.02249,0.05698
1997,Lower Secondary Level,Not compensated,0.01546,40,494,0.00457,0.02635
1997,Upper Secondary Level,Comp. time,0.14991,1041,2436,0.13573,0.16409
1997,Upper Secondary Level,Some of both,0.07294,554,2436,0.06261,0.08326
1997,Upper Secondary Level,Paid,0.07430,564,2436,0.06388,0.08471
1997,Upper Secondary Level,Not compensated,0.04694,277,2436,0.03854,0.05534
1997,Post-secondary Non-tertiary Level,Comp. time,0.21346,100,158,0.14936,0.27755
1997,Post-secondary Non-tertiary Level,Some of both,0.13873,58,158,0.08466,0.19280
1997,First Stage of Tertiary Education,Comp. time,0.22235,174,362,0.17946,0.26525
1997,First Stage of Tertiary Education,Some of both,0.09774,82,362,0.06711,0.12838
1997,First Stage of Tertiary Education,Paid,0.05320,51,362,0.03004,0.07635
1997,First Stage of Tertiary Education,Not compensated,0.06262,55,362,0.03763,0.08762
1997,Second Stage of Tertiary Education,Comp. time,0.17840,354,923,0.15368,0.20311
1997,Second Stage of Tertiary Education,Some of both,0.08565,154,923,0.06759,0.10371
1997,Second Stage of Tertiary Education,Paid,0.01993,47,923,0.01091,0.02895
1997,Second Stage of Tertiary Education,Not compensated,0.20353,368,923,0.17754,0.22952
1998,Lower Secondary Level,Comp. time,0.07569,231,509,0.05269,0.09869
1998,Lower Secondary Level,Some of both,0.02509,90,509,0.01149,0.03869
1998,Lower Secondary Level,Paid,0.04698,137,509,0.02858,0.06538
1998,Lower Secondary Level,Not compensated,0.01554,51,509,0.00478,0.02629
1998,Upper Secondary Level,Comp. time,0.15507,1180,2643,0.14127,0.16887
1998,Upper Secondary Level,Some of both,0.07620,636,2643,0.06609,0.08632
1998,Upper Secondary Level,Paid,0.06390,536,2643,0.05458,0.07323
1998,Upper Secondary Level,Not compensated,0.04246,291,2643,0.03477,0.05015
1998,Post-secondary Non-tertiary Level,Comp. time,0.23619,116,215,0.17928,0.29309
1998,Post-secondary Non-tertiary Level,Some of both,0.11876,61,215,0.07542,0.16210
1998,Post-secondary Non-tertiary Level,Not compensated,0.08143,38,215,0.04479,0.11808
1998,First Stage of Tertiary Education,Comp. time,0.23762,198,389,0.19527,0.27997
1998,First Stage of Tertiary Education,Some of both,0.08990,79,389,0.06144,0.11836
1998,First Stage of Tertiary Education,Paid,0.04769,49,389,0.02649,0.06890
1998,First Stage of Tertiary Education,Not compensated,0.06320,63,389,0.03899,0.08741
1998,Second Stage of Tertiary Education,Comp. time,0.17038,391,1009,0.14717,0.19359
1998,Second Stage of Tertiary Education,Some of both,0.08692,171,1009,0.06952,0.10431
1998,Second Stage of Tertiary Education,Paid,0.03310,65,1009,0.02206,0.04414
1998,Second Stage of Tertiary Education,Not compensated,0.18492,382,1009,0.16095,0.20888
1999,Lower Secondary Level,Comp. time,0.06934,206,485,0.04671,0.09198
1999,Lower Secondary Level,Some of both,0.02758,92,485,0.01299,0.04218
1999,Lower Secondary Level,Paid,0.04016,131,485,0.02267,0.05766
1999,Lower Secondary Level,Not compensated,0.01877,56,485,0.00668,0.03086
1999,Upper Secondary Level,Comp. time,0.15981,1197,2676,0.14593,0.17370
1999,Upper Secondary Level,Some of both,0.07785,627,2676,0.06770,0.08800
1999,Upper Secondary Level,Paid,0.06302,536,2676,0.05381,0.07223
1999,Upper Secondary Level,Not compensated,0.04618,316,2676,0.03822,0.05413
1999,Post-secondary Non-tertiary Level,Comp. time,0.24002,123,218,0.18320,0.29685
1999,Post-secondary Non-tertiary Level,Some of both,0.11174,61,218,0.06982,0.15366
1999,Post-secondary Non-tertiary Level,Not compensated,0.06082,34,218,0.02902,0.09263
1999,First Stage of Tertiary Education,Comp. time,0.25314,215,390,0.20993,0.29635
1999,First Stage of Tertiary Education,Some of both,0.08554,81,390,0.05774,0.11333
1999,First Stage of Tertiary Education,Paid,0.04630,44,390,0.02542,0.06719
1999,First Stage of Tertiary Education,Not compensated,0.05791,50,390,0.03470,0.08112
1999,Second Stage of Tertiary Education,Comp. time,0.17604,398,1014,0.15258,0.19949
1999,Second Stage of Tertiary Education,Some of both,0.09003,186,1014,0.07240,0.10766
1999,Second Stage of Tertiary Education,Paid,0.02394,60,1014,0.01453,0.03336
1999,Second Stage of Tertiary Education,Not compensated,0.17723,370,1014,0.15372,0.20075
2000,Lower Secondary Level,Comp. time,0.07398,296,602,0.05306,0.09491
2000,Lower Secondary Level,Some of both,0.02433,94,602,0.01201,0.03664
2000,Lower Secondary Level,Paid,0.04125,159,602,0.02535,0.05715
2000,Lower Secondary Level,Not compensated,0.01311,53,602,0.00402,0.02220
2000,Upper Secondary Level,Comp. time,0.16389,2142,4442,0.15300,0.17478
2000,Upper Secondary Level,Some of both,0.07820,1033,4442,0.07030,0.08609
2000,Upper Secondary Level,Paid,0.06079,829,4442,0.05376,0.06781
2000,Upper Secondary Level,Not compensated,0.03246,438,4442,0.02724,0.03767
2000,Post-secondary Non-tertiary Level,Comp. time,0.22961,251,488,0.19226,0.26697
2000,Post-secondary Non-tertiary Level,Some of both,0.06779,80,488,0.04546,0.09011
2000,Post-secondary Non-tertiary Level,Paid,0.05733,65,488,0.03668,0.07798
2000,Post-secondary Non-tertiary Level,Not compensated,0.07470,92,488,0.05135,0.09805
2000,First Stage of Tertiary Education,Comp. time,0.21915,428,821,0.19083,0.24746
2000,First Stage of Tertiary Education,Some of both,0.09287,188,821,0.07301,0.11274
2000,First Stage of Tertiary Education,Paid,0.04769,92,821,0.03310,0.06228
2000,First Stage of Tertiary Education,Not compensated,0.06098,113,821,0.04460,0.07735
2000,Second Stage of Tertiary Education,Comp. time,0.17718,747,1841,0.15973,0.19463
2000,Second Stage of Tertiary Education,Some of both,0.07255,292,1841,0.06070,0.08441
2000,Second Stage of Tertiary Education,Paid,0.03374,136,1841,0.02549,0.04198
2000,Second Stage of Tertiary Education,Not compensated,0.16499,666,1841,0.14803,0.18195
2001,Lower Secondary Level,Comp. time,0.06380,230,546,0.04328,0.08432
2001,Lower Secondary Level,Some of both,0.03012,108,546,0.01577,0.04447
2001,Lower Secondary Level,Paid,0.04412,150,546,0.02688,0.06136
2001,Lower Secondary Level,Not compensated,0.01653,58,546,0.00583,0.02724
2001,Upper Secondary Level,Comp. time,0.16458,1977,4147,0.15329,0.17586
2001,Upper Secondary Level,Some of both,0.07678,953,4147,0.06867,0.08488
2001,Upper Secondary Level,Paid,0.06592,806,4147,0.05837,0.07347
2001,Upper Secondary Level,Not compensated,0.03291,411,4147,0.02748,0.03834
2001,Post-secondary Non-tertiary Level,Comp. time,0.20207,214,459,0.16530,0.23885
2001,Post-secondary Non-tertiary Level,Some of both,0.10357,112,459,0.07567,0.13148
2001,Post-secondary Non-tertiary Level,Paid,0.04082,51,459,0.02270,0.05895
2001,Post-secondary Non-tertiary Level,Not compensated,0.07143,82,459,0.04784,0.09501
2001,First Stage of Tertiary Education,Comp. time,0.21247,362,729,0.18276,0.24219
2001,First Stage of Tertiary Education,Some of both,0.09635,186,729,0.07492,0.11779
2001,First Stage of Tertiary Education,Paid,0.04920,79,729,0.03349,0.06491
2001,First Stage of Tertiary Education,Not compensated,0.06098,102,729,0.04360,0.07836
2001,Second Stage of Tertiary Education,Comp. time,0.17895,706,1763,0.16105,0.19685
2001,Second Stage of Tertiary Education,Some of both,0.09165,334,1763,0.07818,0.10512
2001,Second Stage of Tertiary Education,Paid,0.03110,113,1763,0.02299,0.03921
2001,Second Stage of Tertiary Education,Not compensated,0.16167,610,1763,0.14448,0.17886
2002,Lower Secondary Level,Comp. time,0.06191,209,466,0.04001,0.08382
2002,Lower Secondary Level,Some of both,0.02757,94,466,0.01269,0.04246
2002,Lower Secondary Level,Paid,0.03332,104,466,0.01701,0.04963
2002,Lower Secondary Level,Not compensated,0.02035,59,466,0.00751,0.03318
2002,Upper Secondary Level,Comp. time,0.16024,1930,3934,0.14878,0.17171
2002,Upper Secondary Level,Some of both,0.07648,951,3934,0.06817,0.08478
2002,Upper Secondary Level,Paid,0.05016,603,3934,0.04334,0.05698
2002,Upper Secondary Level,Not compensated,0.03278,450,3934,0.02722,0.03835
2002,Post-secondary Non-tertiary Level,Comp. time,0.21000,251,506,0.17448,0.24553
2002,Post-secondary Non-tertiary Level,Some of both,0.07661,105,506,0.05341,0.09980
2002,Post-secondary Non-tertiary Level,Paid,0.05573,60,506,0.03572,0.07574
2002,Post-secondary Non-tertiary Level,Not compensated,0.06853,90,506,0.04649,0.09056
2002,First Stage of Tertiary Education,Comp. time,0.21729,388,747,0.18770,0.24689
2002,First Stage of Tertiary Education,Some of both,0.08143,161,747,0.06180,0.10105
2002,First Stage of Tertiary Education,Paid,0.04367,77,747,0.02901,0.05834
2002,First Stage of Tertiary Education,Not compensated,0.06078,121,747,0.04363,0.07793
2002,Second Stage of Tertiary Education,Comp. time,0.17350,815,2217,0.15773,0.18926
2002,Second Stage of Tertiary Education,Some of both,0.06573,332,2217,0.05541,0.07605
2002,Second Stage of Tertiary Education,Paid,0.02325,111,2217,0.01698,0.02953
