study,name,label,label_de,description,description_de,analysis_unit,conceptual_dataset,period
soep-core,,,Wärmedämmung,,,h,,
soep-core,,,mind. Doppelverglasung,,,h,,
soep-core,,,Solaranlage,,,h,,
soep-core,,,"Balkon, Terrasse",,,h,,
soep-core,,,"Eigentuemer, Mieter",,,h,,
soep-core,,,Monatl. Bruttokaltmiete (EUR),,,h,,
soep-core,,,Zahl der Wohnraeume ueber 6 qm,,,h,,
soep-core,,,Wohnflaeche in qm,,,h,,
soep-core,,,Aktuelle Haushaltsgroesse,,,h,,
soep-core,,,Hochrechnungsfaktor,,,h,,
soep-core,,,Hochrechnungsfaktor ohne neue Stichproben (Welle 1),,,h,,
soep-core,,,Haushaltstyp,,,h,,
soep-core,,,Aktuelle Haushaltsnummer,,,h,,
soep-core,,,OECD-Äquivalenzeinkommen,,,h,,
soep-core,,,"ALG2, Sozialgeld im letzten Jahr",,,h,,
soep-core,,,"Grundsicherung im Alter, Vorjahr",,,h,,
soep-core,,,"Wohngeld,Lastenzuschuss Vorjahr",,,h,,
soep-core,,,Wohngeld heute,,,h,,
soep-core,,,Sparbetrag monatlich,,,h,,
soep-core,,,Groessere Geldbetraege/Vermoegenswerte - Erbschaft,,,h,,
soep-core,,,Groessere Geldbetraege/Vermoegenswerte - Geschenk,,,h,,
soep-core,,,Groessere Geldbetraege/Vermoegenswerte - Lotteriegewinn,,,h,,
soep-core,,,Wohnung mit sonst. alternat. Energiequellen,,,h,,
soep-core,,,Beurteilung der Wohnungsgroesse,,,h,,
soep-core,,,Sicherheit des Wohngebiets,,,h,,
soep-core,,,Internetzugang,,,h,,
soep-core,,,Auto im HH,,,h,,
soep-core,,,Notfallruecklagen,,,h,,
soep-core,,,Jaehrliche Urlaubsreise,,,h,,
soep-core,,,Alle 2 Tage: Fisch/Fleisch/Gefluegel,,,h,,
soep-core,,,Anzahl Buecher im HH,,,h,,
soep-core,,,"Putz-,Haushaltshilfe beschaeftigt",,,h,,
soep-core,,,"Hilfe-,Pflegebeduerft. Person im HH",,,h,,
soep-core,,,Monatlich Freizeitbeschaeftigung,,,h,,
soep-core,,,Anzahl pflegebeduerftige Personen im HH,,,h,,
soep-core,,,Beurteilung Belastung durch Wohnkosten (Tilgung / Zinsen und Nebenkosten),,,h,,
soep-core,,,Beurteilung Belastung durch Wohnkosten (Miete und Nebenkosten),,,h,,
soep-core,,,Stichprobenart,,,h,,
soep-core,,,Unveränderliche Personennummer,,,h,,
soep-core,,,Netto-HH-Einkommens-Quintile,,,h,,
soep-core,,,Siedlungsstruktur,,,h,,
soep-core,,,Ost-/ Westdeutschland,,,h,,
soep-core,,,Mntl. Stromkosten,,,h,,
soep-core,,,Survey Year,,,h,,
soep-core,,,Mntl. Umlagekosten,,,h,,
soep-core,,,Beurteilung Belastung durch Wohnkosten,,,h,,
