"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1995","35-65 Jahre alt","kein Migrationshintergrund ","39.27","40","3374","38.84","39.7"
"1995","66 und älter","direkter Migrationshintergrund","","","","",""
"1995","66 und älter","indirekter Migrationshintergrund","","","","",""
"1995","66 und älter","kein Migrationshintergrund ","","","","",""
"1996","16-34 Jahre alt","direkter Migrationshintergrund","38.8","40","474","37.94","39.66"
"1996","16-34 Jahre alt","indirekter Migrationshintergrund","38.11","39","285","36.99","39.23"
"1996","16-34 Jahre alt","kein Migrationshintergrund ","39.58","40","2222","39.14","40.02"
"1996","35-65 Jahre alt","direkter Migrationshintergrund","38.43","40","854","37.73","39.13"
"1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1996","35-65 Jahre alt","kein Migrationshintergrund ","39.08","40","3350","38.65","39.51"
"1996","66 und älter","direkter Migrationshintergrund","","","","",""
"1996","66 und älter","indirekter Migrationshintergrund","","","","",""
"1996","66 und älter","kein Migrationshintergrund ","","","","",""
"1997","16-34 Jahre alt","direkter Migrationshintergrund","38.18","40","445","37.23","39.13"
"1997","16-34 Jahre alt","indirekter Migrationshintergrund","39.26","40","315","38.07","40.45"
"1997","16-34 Jahre alt","kein Migrationshintergrund ","39.78","40","2161","39.31","40.25"
"1997","35-65 Jahre alt","direkter Migrationshintergrund","38.32","40","816","37.58","39.06"
"1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1997","35-65 Jahre alt","kein Migrationshintergrund ","39.89","40","3330","39.46","40.32"
"1997","66 und älter","direkter Migrationshintergrund","","","","",""
"1997","66 und älter","indirekter Migrationshintergrund","","","","",""
"1997","66 und älter","kein Migrationshintergrund ","","","","",""
"1998","16-34 Jahre alt","direkter Migrationshintergrund","37.82","40","400","36.84","38.8"
"1998","16-34 Jahre alt","indirekter Migrationshintergrund","39.11","40","311","38.06","40.16"
"1998","16-34 Jahre alt","kein Migrationshintergrund ","39.96","40","2319","39.5","40.42"
"1998","35-65 Jahre alt","direkter Migrationshintergrund","37.65","39.18","795","36.88","38.42"
"1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1998","35-65 Jahre alt","kein Migrationshintergrund ","39.65","40","3867","39.25","40.05"
"1998","66 und älter","direkter Migrationshintergrund","","","","",""
"1998","66 und älter","indirekter Migrationshintergrund","","","","",""
"1998","66 und älter","kein Migrationshintergrund ","18.29","12","30","11.47","25.11"
"1999","16-34 Jahre alt","direkter Migrationshintergrund","37.32","40","374","36.19","38.45"
"1999","16-34 Jahre alt","indirekter Migrationshintergrund","37.56","40","331","36.45","38.67"
"1999","16-34 Jahre alt","kein Migrationshintergrund ","39.11","40","2322","38.62","39.6"
"1999","35-65 Jahre alt","direkter Migrationshintergrund","37.65","40","765","36.85","38.45"
"1999","35-65 Jahre alt","indirekter Migrationshintergrund","36.47","40.19","38","31.13","41.81"
"1999","35-65 Jahre alt","kein Migrationshintergrund ","39.08","40","3983","38.67","39.49"
"1999","66 und älter","direkter Migrationshintergrund","","","","",""
"1999","66 und älter","indirekter Migrationshintergrund","","","","",""
"1999","66 und älter","kein Migrationshintergrund ","20.6","15.27","34","14.26","26.94"
"2000","16-34 Jahre alt","direkter Migrationshintergrund","37.28","40","543","36.26","38.3"
"2000","16-34 Jahre alt","indirekter Migrationshintergrund","37.49","40","420","36.44","38.54"
"2000","16-34 Jahre alt","kein Migrationshintergrund ","39.31","40","3599","38.91","39.71"
"2000","35-65 Jahre alt","direkter Migrationshintergrund","37.19","40","1194","36.5","37.88"
"2000","35-65 Jahre alt","indirekter Migrationshintergrund","38.27","40","68","34.67","41.87"
"2000","35-65 Jahre alt","kein Migrationshintergrund ","39.17","40","7405","38.87","39.47"
"2000","66 und älter","direkter Migrationshintergrund","","","","",""
"2000","66 und älter","indirekter Migrationshintergrund","","","","",""
"2000","66 und älter","kein Migrationshintergrund ","26.16","20","71","21.62","30.7"
"2001","16-34 Jahre alt","direkter Migrationshintergrund","36.99","40","491","35.85","38.13"
"2001","16-34 Jahre alt","indirekter Migrationshintergrund","37.17","40","380","36.06","38.28"
"2001","16-34 Jahre alt","kein Migrationshintergrund ","38.91","40","3170","38.47","39.35"
"2001","35-65 Jahre alt","direkter Migrationshintergrund","38.18","40","1081","37.49","38.87"
"2001","35-65 Jahre alt","indirekter Migrationshintergrund","37.73","39","75","34.68","40.78"
"2001","35-65 Jahre alt","kein Migrationshintergrund ","39.06","40","7002","38.75","39.37"
"2001","66 und älter","direkter Migrationshintergrund","","","","",""
"2001","66 und älter","indirekter Migrationshintergrund","","","","",""
"2001","66 und älter","kein Migrationshintergrund ","21.87","15","72","17.71","26.03"
"2002","16-34 Jahre alt","direkter Migrationshintergrund","37.27","40","420","36.01","38.53"
"2002","16-34 Jahre alt","indirekter Migrationshintergrund","37.09","40","367","35.82","38.36"
"2002","16-34 Jahre alt","kein Migrationshintergrund ","39.21","40","3051","38.77","39.65"
"2002","35-65 Jahre alt","direkter Migrationshintergrund","36.81","39.17","1053","36.06","37.56"
"2002","35-65 Jahre alt","indirekter Migrationshintergrund","36.51","38.5","96","33.6","39.42"
"2002","35-65 Jahre alt","kein Migrationshintergrund ","38.4","40","7886","38.1","38.7"
"2002","66 und älter","direkter Migrationshintergrund","","","","",""
"2002","66 und älter","indirekter Migrationshintergrund","","","","",""
"2002","66 und älter","kein Migrationshintergrund ","23.06","15","96","19.27","26.85"
"2003","16-34 Jahre alt","direkter Migrationshintergrund","36.15","39","381","34.8","37.5"
"2003","16-34 Jahre alt","indirekter Migrationshintergrund","36.55","40","363","35.26","37.84"
"2003","16-34 Jahre alt","kein Migrationshintergrund ","38.35","40","2848","37.89","38.81"
"2003","35-65 Jahre alt","direkter Migrationshintergrund","35.9","38.5","968","35.11","36.69"
"2003","35-65 Jahre alt","indirekter Migrationshintergrund","36.34","40","98","33.47","39.21"
"2003","35-65 Jahre alt","kein Migrationshintergrund ","38.44","40","7584","38.13","38.75"
"2003","66 und älter","direkter Migrationshintergrund","","","","",""
"2003","66 und älter","indirekter Migrationshintergrund","","","","",""
"2003","66 und älter","kein Migrationshintergrund ","25.79","19.47","106","22.31","29.27"
"2004","16-34 Jahre alt","direkter Migrationshintergrund","36.34","40","344","34.88","37.8"
"2004","16-34 Jahre alt","indirekter Migrationshintergrund","38.41","40","347","37.16","39.66"
"2004","16-34 Jahre alt","kein Migrationshintergrund ","38.21","40","2664","37.74","38.68"
"2004","35-65 Jahre alt","direkter Migrationshintergrund","36.52","39","920","35.71","37.33"
"2004","35-65 Jahre alt","indirekter Migrationshintergrund","33.95","40","112","31.3","36.6"
"2004","35-65 Jahre alt","kein Migrationshintergrund ","38.33","40","7338","38.02","38.64"
"2004","66 und älter","direkter Migrationshintergrund","","","","",""
"2004","66 und älter","indirekter Migrationshintergrund","","","","",""
"2004","66 und älter","kein Migrationshintergrund ","21.33","15","115","18.07","24.59"
"2005","16-34 Jahre alt","direkter Migrationshintergrund","35.82","40","274","34.08","37.56"
"2005","16-34 Jahre alt","indirekter Migrationshintergrund","37.4","40","344","36.09","38.71"
"2005","16-34 Jahre alt","kein Migrationshintergrund ","38.75","40","2479","38.26","39.24"
"2005","35-65 Jahre alt","direkter Migrationshintergrund","35.75","40","896","34.92","36.58"
"2005","35-65 Jahre alt","indirekter Migrationshintergrund","37.66","40","115","35.05","40.27"
"2005","35-65 Jahre alt","kein Migrationshintergrund ","38.68","40","6968","38.36","39"
"2005","66 und älter","direkter Migrationshintergrund","","","","",""
"2005","66 und älter","indirekter Migrationshintergrund","","","","",""
"2005","66 und älter","kein Migrationshintergrund ","23.04","20","115","19.63","26.45"
"2006","16-34 Jahre alt","direkter Migrationshintergrund","36.82","40","297","35.23","38.41"
"2006","16-34 Jahre alt","indirekter Migrationshintergrund","39","40","347","37.74","40.26"
"2006","16-34 Jahre alt","kein Migrationshintergrund ","38.92","40","2445","38.42","39.42"
"2006","35-65 Jahre alt","direkter Migrationshintergrund","36.35","40","895","35.49","37.21"
"2006","35-65 Jahre alt","indirekter Migrationshintergrund","36.76","38.5","126","34.44","39.08"
"2006","35-65 Jahre alt","kein Migrationshintergrund ","38.81","40","7563","38.5","39.12"
"2006","66 und älter","direkter Migrationshintergrund","","","","",""
"2006","66 und älter","indirekter Migrationshintergrund","","","","",""
"2006","66 und älter","kein Migrationshintergrund ","25.05","20","148","21.92","28.18"
"2007","16-34 Jahre alt","direkter Migrationshintergrund","36.8","40","253","35.08","38.52"
"2007","16-34 Jahre alt","indirekter Migrationshintergrund","37.58","40","353","36.27","38.89"
"2007","16-34 Jahre alt","kein Migrationshintergrund ","38.82","40","2349","38.29","39.35"
"2007","35-65 Jahre alt","direkter Migrationshintergrund","36.26","40","812","35.36","37.16"
"2007","35-65 Jahre alt","indirekter Migrationshintergrund","35.93","39","137","33.59","38.27"
"2007","35-65 Jahre alt","kein Migrationshintergrund ","39.02","40","7231","38.71","39.33"
"2007","66 und älter","direkter Migrationshintergrund","","","","",""
"2007","66 und älter","indirekter Migrationshintergrund","","","","",""
"2007","66 und älter","kein Migrationshintergrund ","22.82","15.58","145","19.85","25.79"
"2008","16-34 Jahre alt","direkter Migrationshintergrund","34.69","38.85","218","32.88","36.5"
"2008","16-34 Jahre alt","indirekter Migrationshintergrund","37.71","40","340","36.37","39.05"
"2008","16-34 Jahre alt","kein Migrationshintergrund ","38.51","40","2224","37.99","39.03"
"2008","35-65 Jahre alt","direkter Migrationshintergrund","35.94","40","760","35.01","36.87"
"2008","35-65 Jahre alt","indirekter Migrationshintergrund","35.97","40","153","33.83","38.11"
"2008","35-65 Jahre alt","kein Migrationshintergrund ","38.82","40","6848","38.5","39.14"
"2008","66 und älter","direkter Migrationshintergrund","","","","",""
"2008","66 und älter","indirekter Migrationshintergrund","","","","",""
"2008","66 und älter","kein Migrationshintergrund ","24.27","15.59","155","21.35","27.19"
"2009","16-34 Jahre alt","direkter Migrationshintergrund","33.06","40","183","30.95","35.17"
"2009","16-34 Jahre alt","indirekter Migrationshintergrund","37.98","40","304","36.58","39.38"
"2009","16-34 Jahre alt","kein Migrationshintergrund ","38.54","40","2069","37.98","39.1"
"2009","35-65 Jahre alt","direkter Migrationshintergrund","35.48","39","666","34.42","36.54"
"2009","35-65 Jahre alt","indirekter Migrationshintergrund","37.77","40","146","35.52","40.02"
"2009","35-65 Jahre alt","kein Migrationshintergrund ","38.84","40","6457","38.51","39.17"
"2009","66 und älter","direkter Migrationshintergrund","","","","",""
"2009","66 und älter","indirekter Migrationshintergrund","","","","",""
"2009","66 und älter","kein Migrationshintergrund ","22.17","15","180","19.39","24.95"
"2010","16-34 Jahre alt","direkter Migrationshintergrund","32.33","39","427","30.89","33.77"
"2010","16-34 Jahre alt","indirekter Migrationshintergrund","35.2","40","384","33.84","36.56"
"2010","16-34 Jahre alt","kein Migrationshintergrund ","38.22","40","2868","37.71","38.73"
"2010","35-65 Jahre alt","direkter Migrationshintergrund","35.14","38.5","1006","34.23","36.05"
"2010","35-65 Jahre alt","indirekter Migrationshintergrund","36.37","40","275","34.56","38.18"
"2010","35-65 Jahre alt","kein Migrationshintergrund ","38.28","40","8467","37.98","38.58"
"2010","66 und älter","direkter Migrationshintergrund","","","","",""
"2010","66 und älter","indirekter Migrationshintergrund","","","","",""
"2010","66 und älter","kein Migrationshintergrund ","23.76","16","182","20.94","26.58"
"2011","16-34 Jahre alt","direkter Migrationshintergrund","37.05","40","450","35.72","38.38"
"2011","16-34 Jahre alt","indirekter Migrationshintergrund","37.87","40","433","36.62","39.12"
"2011","16-34 Jahre alt","kein Migrationshintergrund ","38.49","40","3242","38.03","38.95"
"2011","35-65 Jahre alt","direkter Migrationshintergrund","35.88","40","1278","35.08","36.68"
"2011","35-65 Jahre alt","indirekter Migrationshintergrund","35.96","39","385","34.49","37.43"
"2011","35-65 Jahre alt","kein Migrationshintergrund ","39.13","40","10638","38.86","39.4"
"2011","66 und älter","direkter Migrationshintergrund","","","","",""
"2011","66 und älter","indirekter Migrationshintergrund","","","","",""
"2011","66 und älter","kein Migrationshintergrund ","21.02","15","192","18.6","23.44"
"2012","16-34 Jahre alt","direkter Migrationshintergrund","35.13","40","432","33.79","36.47"
"2012","16-34 Jahre alt","indirekter Migrationshintergrund","36.24","40","415","34.89","37.59"
"2012","16-34 Jahre alt","kein Migrationshintergrund ","37.94","40","3076","37.47","38.41"
"2012","35-65 Jahre alt","direkter Migrationshintergrund","36.4","40","1297","35.64","37.16"
"2012","35-65 Jahre alt","indirekter Migrationshintergrund","37.25","40","426","35.89","38.61"
"2012","35-65 Jahre alt","kein Migrationshintergrund ","38.55","40","10426","38.29","38.81"
"2012","66 und älter","direkter Migrationshintergrund","","","","",""
"2012","66 und älter","indirekter Migrationshintergrund","","","","",""
"2012","66 und älter","kein Migrationshintergrund ","21.14","16","247","18.99","23.29"
"2013","16-34 Jahre alt","direkter Migrationshintergrund","34.09","40","1135","33.26","34.92"
"2013","16-34 Jahre alt","indirekter Migrationshintergrund","37.44","40","791","36.53","38.35"
"2013","16-34 Jahre alt","kein Migrationshintergrund ","37.66","40","2996","37.18","38.14"
"2013","35-65 Jahre alt","direkter Migrationshintergrund","36.02","40","2803","35.49","36.55"
"2013","35-65 Jahre alt","indirekter Migrationshintergrund","37.34","40","592","36.21","38.47"
"2013","35-65 Jahre alt","kein Migrationshintergrund ","38.42","40","10022","38.16","38.68"
"2013","66 und älter","direkter Migrationshintergrund","","","","",""
"2013","66 und älter","indirekter Migrationshintergrund","","","","",""
"2013","66 und älter","kein Migrationshintergrund ","18.07","12","257","16.17","19.97"
"2014","16-34 Jahre alt","direkter Migrationshintergrund","34.83","40","862","33.89","35.77"
"2014","16-34 Jahre alt","indirekter Migrationshintergrund","37.32","40","648","36.28","38.36"
"2014","16-34 Jahre alt","kein Migrationshintergrund ","36.71","40","2651","36.21","37.21"
"2014","35-65 Jahre alt","direkter Migrationshintergrund","35.41","40","2284","34.84","35.98"
"2014","35-65 Jahre alt","indirekter Migrationshintergrund","37.22","40","532","36.04","38.4"
"2014","35-65 Jahre alt","kein Migrationshintergrund ","37.96","40","9161","37.69","38.23"
"2014","66 und älter","direkter Migrationshintergrund","","","","",""
"2014","66 und älter","indirekter Migrationshintergrund","","","","",""
"2014","66 und älter","kein Migrationshintergrund ","18.85","12.04","287","17.01","20.69"
"2015","16-34 Jahre alt","direkter Migrationshintergrund","35.9","40","1205","35.16","36.64"
"2015","16-34 Jahre alt","indirekter Migrationshintergrund","37.06","40","560","35.98","38.14"
"2015","16-34 Jahre alt","kein Migrationshintergrund ","37.24","40","2434","36.72","37.76"
"2015","35-65 Jahre alt","direkter Migrationshintergrund","35.76","40","2431","35.21","36.31"
"2015","35-65 Jahre alt","indirekter Migrationshintergrund","37.8","40","533","36.69","38.91"
"2015","35-65 Jahre alt","kein Migrationshintergrund ","37.86","40","8651","37.58","38.14"
"2015","66 und älter","direkter Migrationshintergrund","23.27","20","32","17.36","29.18"
"2015","66 und älter","indirekter Migrationshintergrund","","","","",""
"2015","66 und älter","kein Migrationshintergrund ","18.63","12","269","16.68","20.58"
"2016","16-34 Jahre alt","direkter Migrationshintergrund","35.18","40","887","34.28","36.08"
"2016","16-34 Jahre alt","indirekter Migrationshintergrund","35.98","40","530","34.8","37.16"
"2016","16-34 Jahre alt","kein Migrationshintergrund ","36.66","40","2213","36.13","37.19"
"2016","35-65 Jahre alt","direkter Migrationshintergrund","35.36","40","2189","34.78","35.94"
"2016","35-65 Jahre alt","indirekter Migrationshintergrund","37.71","40","528","36.54","38.88"
"2016","35-65 Jahre alt","kein Migrationshintergrund ","37.89","40","8168","37.61","38.17"
"2016","66 und älter","direkter Migrationshintergrund","","","","",""
"2016","66 und älter","indirekter Migrationshintergrund","","","","",""
"2016","66 und älter","kein Migrationshintergrund ","19.45","12","279","17.46","21.44"
"2017","16-34 Jahre alt","direkter Migrationshintergrund","36.17","40","1067","35.34","37"
"2017","16-34 Jahre alt","indirekter Migrationshintergrund","35.05","40","563","33.96","36.14"
"2017","16-34 Jahre alt","kein Migrationshintergrund ","37.05","40","2718","36.57","37.53"
"2017","35-65 Jahre alt","direkter Migrationshintergrund","35.25","40","2349","34.68","35.82"
"2017","35-65 Jahre alt","indirekter Migrationshintergrund","38.12","40","586","37.03","39.21"
"2017","35-65 Jahre alt","kein Migrationshintergrund ","37.66","40","9392","37.41","37.91"
"2017","66 und älter","direkter Migrationshintergrund","15.79","10","41","11.04","20.54"
"2017","66 und älter","indirekter Migrationshintergrund","","","","",""
"2017","66 und älter","kein Migrationshintergrund ","18.15","11","333","16.44","19.86"
"2018","16-34 Jahre alt","direkter Migrationshintergrund","36.24","40","1268","35.52","36.96"
"2018","16-34 Jahre alt","indirekter Migrationshintergrund","34.35","40","579","33.25","35.45"
"2018","16-34 Jahre alt","kein Migrationshintergrund ","36.79","40","2658","36.32","37.26"
"2018","35-65 Jahre alt","direkter Migrationshintergrund","36.37","40","2424","35.84","36.9"
"2018","35-65 Jahre alt","indirekter Migrationshintergrund","37.79","40","586","36.7","38.88"
"2018","35-65 Jahre alt","kein Migrationshintergrund ","37.57","40","8920","37.31","37.83"
"2018","66 und älter","direkter Migrationshintergrund","19.59","10","46","14.54","24.64"
"2018","66 und älter","indirekter Migrationshintergrund","","","","",""
"2018","66 und älter","kein Migrationshintergrund ","16.76","10","343","15.17","18.35"
"2019","16-34 Jahre alt","direkter Migrationshintergrund","35.69","40","1141","34.93","36.45"
"2019","16-34 Jahre alt","indirekter Migrationshintergrund","35.78","40","533","34.67","36.89"
"2019","16-34 Jahre alt","kein Migrationshintergrund ","37.15","40","2554","36.65","37.65"
"2019","35-65 Jahre alt","direkter Migrationshintergrund","36.21","40","2377","35.66","36.76"
"2019","35-65 Jahre alt","indirekter Migrationshintergrund","38.66","40","664","37.62","39.7"
"2019","35-65 Jahre alt","kein Migrationshintergrund ","37.65","40","9672","37.38","37.92"
"2019","66 und älter","direkter Migrationshintergrund","17.27","11.26","52","12.88","21.66"
"2019","66 und älter","indirekter Migrationshintergrund","","","","",""
"2019","66 und älter","kein Migrationshintergrund ","19.73","12.11","534","18.12","21.34"
