"year","bildungsniveau","bula_h","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1988","Realschule","Baden-Württemberg","38.83","39.5","171","36.99","40.67"
"1988","Realschule","Bayern","38.98","39.5","186","37.34","40.62"
"1988","Realschule","Berlin","39.59","39.5","46","37.08","42.1"
"1988","Realschule","Brandenburg","","","","",""
"1988","Realschule","Bremen","","","","",""
"1988","Realschule","Hamburg","","","","",""
"1988","Realschule","Hessen","41.39","39.5","99","38.89","43.89"
"1988","Realschule","Mecklenburg-Vorpommern","","","","",""
"1988","Realschule","Niedersachsen","40.25","39.5","141","37.86","42.64"
"1988","Realschule","Nordrhein-Westfalen","38.46","39.5","272","37.1","39.82"
"1988","Realschule","Rheinland-Pfalz,Saarland","38.17","39.5","57","34.8","41.54"
"1988","Realschule","Sachsen","","","","",""
"1988","Realschule","Sachsen-Anhalt","","","","",""
"1988","Realschule","Schleswig-Holstein","35.57","39.5","51","31.91","39.23"
"1988","Realschule","Thüringen","","","","",""
"1989","(Fach-)Abitur","Baden-Württemberg","41.1","39.5","62","38.48","43.72"
"1989","(Fach-)Abitur","Bayern","36.96","39","52","32.77","41.15"
"1989","(Fach-)Abitur","Berlin","","","","",""
"1989","(Fach-)Abitur","Brandenburg","","","","",""
"1989","(Fach-)Abitur","Bremen","","","","",""
"1989","(Fach-)Abitur","Hamburg","","","","",""
"1989","(Fach-)Abitur","Hessen","36.13","38.5","45","32.59","39.67"
"1989","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"1989","(Fach-)Abitur","Niedersachsen","39.53","39.5","38","35.74","43.32"
"1989","(Fach-)Abitur","Nordrhein-Westfalen","37.95","39.5","132","35.65","40.25"
"1989","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","","",""
"1989","(Fach-)Abitur","Sachsen","","","","",""
"1989","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"1989","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"1989","(Fach-)Abitur","Thüringen","","","","",""
"1989","(noch) kein Abschluss","Baden-Württemberg","36.47","37.5","114","34.87","38.07"
"1989","(noch) kein Abschluss","Bayern","39.9","39.5","43","37.11","42.69"
"1989","(noch) kein Abschluss","Berlin","","","","",""
"1989","(noch) kein Abschluss","Brandenburg","","","","",""
"1989","(noch) kein Abschluss","Bremen","","","","",""
"1989","(noch) kein Abschluss","Hamburg","","","","",""
"1989","(noch) kein Abschluss","Hessen","39.82","39.5","53","36.29","43.35"
"1989","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"1989","(noch) kein Abschluss","Niedersachsen","","","","",""
"1989","(noch) kein Abschluss","Nordrhein-Westfalen","37.5","39.5","104","35.52","39.48"
"1989","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","",""
"1989","(noch) kein Abschluss","Sachsen","","","","",""
"1989","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"1989","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"1989","(noch) kein Abschluss","Thüringen","","","","",""
"1989","AkademikerIn","Baden-Württemberg","43.49","44.5","75","40.78","46.2"
"1989","AkademikerIn","Bayern","43.23","41.5","97","40.99","45.47"
"1989","AkademikerIn","Berlin","","","","",""
"1989","AkademikerIn","Brandenburg","","","","",""
"1989","AkademikerIn","Bremen","","","","",""
"1989","AkademikerIn","Hamburg","","","","",""
"1989","AkademikerIn","Hessen","40.9","43.5","57","38.21","43.59"
"1989","AkademikerIn","Mecklenburg-Vorpommern","","","","",""
"1989","AkademikerIn","Niedersachsen","42.72","41","58","39.79","45.65"
"1989","AkademikerIn","Nordrhein-Westfalen","42.47","41.5","160","40.59","44.35"
"1989","AkademikerIn","Rheinland-Pfalz,Saarland","","","","",""
"1989","AkademikerIn","Sachsen","","","","",""
"1989","AkademikerIn","Sachsen-Anhalt","","","","",""
"1989","AkademikerIn","Schleswig-Holstein","","","","",""
"1989","AkademikerIn","Thüringen","","","","",""
"1989","Hauptschule","Baden-Württemberg","39.9","39.5","678","39.07","40.73"
"1989","Hauptschule","Bayern","39.44","39.5","585","38.47","40.41"
"1989","Hauptschule","Berlin","37.93","39.5","99","35.87","39.99"
"1989","Hauptschule","Brandenburg","","","","",""
"1989","Hauptschule","Bremen","","","","",""
