"year","bildungsniveau","bula_h","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(noch) kein Abschluss","Sachsen","3.73","3.5","43","3.43","4.03"
"2005","(noch) kein Abschluss","Sachsen-Anhalt","3.71","3.5","34","3.28","4.14"
"2005","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2005","(noch) kein Abschluss","Thüringen","","","","",""
"2005","AkademikerIn","Baden-Württemberg","3.65","3.5","445","3.54","3.76"
"2005","AkademikerIn","Bayern","3.71","3.5","558","3.61","3.81"
"2005","AkademikerIn","Berlin","3.87","3.83","237","3.71","4.03"
"2005","AkademikerIn","Brandenburg","4.01","3.83","248","3.87","4.15"
"2005","AkademikerIn","Bremen","3.65","3.83","32","3.1","4.2"
"2005","AkademikerIn","Hamburg","4.02","3.83","71","3.72","4.32"
"2005","AkademikerIn","Hessen","3.86","3.58","306","3.73","3.99"
"2005","AkademikerIn","Mecklenburg-Vorpommern","4.03","4.17","132","3.82","4.24"
"2005","AkademikerIn","Niedersachsen","3.82","3.5","292","3.68","3.96"
"2005","AkademikerIn","Nordrhein-Westfalen","3.77","3.58","816","3.69","3.85"
"2005","AkademikerIn","Rheinland-Pfalz,Saarland","3.59","3.5","170","3.41","3.77"
"2005","AkademikerIn","Sachsen","3.89","3.83","357","3.77","4.01"
"2005","AkademikerIn","Sachsen-Anhalt","4.07","3.83","223","3.92","4.22"
"2005","AkademikerIn","Schleswig-Holstein","3.38","3.17","102","3.13","3.63"
"2005","AkademikerIn","Thüringen","3.81","3.83","169","3.65","3.97"
"2005","Hauptschule","Baden-Württemberg","4.17","4.17","1031","4.1","4.24"
"2005","Hauptschule","Bayern","4.11","3.83","1252","4.05","4.17"
"2005","Hauptschule","Berlin","4","3.83","137","3.81","4.19"
"2005","Hauptschule","Brandenburg","4.24","4.17","208","4.08","4.4"
"2005","Hauptschule","Bremen","4.19","3.83","43","3.78","4.6"
"2005","Hauptschule","Hamburg","4.06","3.83","75","3.76","4.36"
"2005","Hauptschule","Hessen","4.26","4.17","487","4.14","4.38"
"2005","Hauptschule","Mecklenburg-Vorpommern","4.17","3.83","124","3.98","4.36"
"2005","Hauptschule","Niedersachsen","4.1","3.83","683","4.01","4.19"
"2005","Hauptschule","Nordrhein-Westfalen","4.02","3.83","1715","3.96","4.08"
"2005","Hauptschule","Rheinland-Pfalz,Saarland","3.89","3.83","626","3.78","4"
"2005","Hauptschule","Sachsen","4.28","4.17","361","4.18","4.38"
"2005","Hauptschule","Sachsen-Anhalt","4.21","4.17","262","4.06","4.36"
"2005","Hauptschule","Schleswig-Holstein","3.82","3.5","258","3.68","3.96"
"2005","Hauptschule","Thüringen","4.24","3.83","274","4.1","4.38"
"2005","Realschule","Baden-Württemberg","3.97","3.83","529","3.86","4.08"
"2005","Realschule","Bayern","4","3.83","648","3.91","4.09"
"2005","Realschule","Berlin","4","3.83","213","3.84","4.16"
"2005","Realschule","Brandenburg","3.99","3.83","304","3.85","4.13"
"2005","Realschule","Bremen","3.65","3.33","42","3.21","4.09"
"2005","Realschule","Hamburg","3.66","3.5","76","3.36","3.96"
"2005","Realschule","Hessen","4","3.83","311","3.86","4.14"
"2005","Realschule","Mecklenburg-Vorpommern","3.97","3.83","192","3.79","4.15"
"2005","Realschule","Niedersachsen","3.94","3.83","517","3.83","4.05"
"2005","Realschule","Nordrhein-Westfalen","3.98","3.83","892","3.9","4.06"
"2005","Realschule","Rheinland-Pfalz,Saarland","4.06","3.83","245","3.9","4.22"
"2005","Realschule","Sachsen","4.08","3.83","614","3.99","4.17"
"2005","Realschule","Sachsen-Anhalt","4.09","3.83","287","3.95","4.23"
"2005","Realschule","Schleswig-Holstein","3.87","3.83","160","3.66","4.08"
"2005","Realschule","Thüringen","4.16","4.17","340","4.05","4.27"
"2006","(Fach-)Abitur","Baden-Württemberg","","","","",""
"2006","(Fach-)Abitur","Bayern","","","","",""
"2006","(Fach-)Abitur","Berlin","","","","",""
"2006","(Fach-)Abitur","Brandenburg","","","","",""
"2006","(Fach-)Abitur","Bremen","","","","",""
"2006","(Fach-)Abitur","Hamburg","","","","",""
"2006","(Fach-)Abitur","Hessen","","","","",""
"2006","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"2006","(Fach-)Abitur","Niedersachsen","","","","",""
"2006","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"2006","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","","",""
"2006","(Fach-)Abitur","Sachsen","","","","",""
"2006","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"2006","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"2006","(Fach-)Abitur","Thüringen","","","","",""
"2006","(noch) kein Abschluss","Baden-Württemberg","","","","",""
"2006","(noch) kein Abschluss","Bayern","","","","",""
"2006","(noch) kein Abschluss","Berlin","","","","",""
"2006","(noch) kein Abschluss","Brandenburg","","","","",""
"2006","(noch) kein Abschluss","Bremen","","","","",""
"2006","(noch) kein Abschluss","Hamburg","","","","",""
"2006","(noch) kein Abschluss","Hessen","","","","",""
"2006","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"2006","(noch) kein Abschluss","Niedersachsen","","","","",""
"2006","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"2006","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","",""
"2006","(noch) kein Abschluss","Sachsen","","","","",""
"2006","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2006","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2006","(noch) kein Abschluss","Thüringen","","","","",""
"2006","AkademikerIn","Baden-Württemberg","","","","",""
"2006","AkademikerIn","Bayern","","","","",""
"2006","AkademikerIn","Berlin","","","","",""
"2006","AkademikerIn","Brandenburg","","","","",""
"2006","AkademikerIn","Bremen","","","","",""
"2006","AkademikerIn","Hamburg","","","","",""
"2006","AkademikerIn","Hessen","","","","",""
"2006","AkademikerIn","Mecklenburg-Vorpommern","","","","",""
"2006","AkademikerIn","Niedersachsen","","","","",""
"2006","AkademikerIn","Nordrhein-Westfalen","","","","",""
"2006","AkademikerIn","Rheinland-Pfalz,Saarland","","","","",""
"2006","AkademikerIn","Sachsen","","","","",""
"2006","AkademikerIn","Sachsen-Anhalt","","","","",""
"2006","AkademikerIn","Schleswig-Holstein","","","","",""
"2006","AkademikerIn","Thüringen","","","","",""
"2006","Hauptschule","Baden-Württemberg","","","","",""
"2006","Hauptschule","Bayern","","","","",""
"2006","Hauptschule","Berlin","","","","",""
"2006","Hauptschule","Brandenburg","","","","",""
"2006","Hauptschule","Bremen","","","","",""
"2006","Hauptschule","Hamburg","","","","",""
"2006","Hauptschule","Hessen","","","","",""
"2006","Hauptschule","Mecklenburg-Vorpommern","","","","",""
"2006","Hauptschule","Niedersachsen","","","","",""
"2006","Hauptschule","Nordrhein-Westfalen","","","","",""
"2006","Hauptschule","Rheinland-Pfalz,Saarland","","","","",""
"2006","Hauptschule","Sachsen","","","","",""
"2006","Hauptschule","Sachsen-Anhalt","","","","",""
"2006","Hauptschule","Schleswig-Holstein","","","","",""
"2006","Hauptschule","Thüringen","","","","",""
"2006","Realschule","Baden-Württemberg","","","","",""
"2006","Realschule","Bayern","","","","",""
"2006","Realschule","Berlin","","","","",""
"2006","Realschule","Brandenburg","","","","",""
"2006","Realschule","Bremen","","","","",""
"2006","Realschule","Hamburg","","","","",""
"2006","Realschule","Hessen","","","","",""
"2006","Realschule","Mecklenburg-Vorpommern","","","","",""
"2006","Realschule","Niedersachsen","","","","",""
"2006","Realschule","Nordrhein-Westfalen","","","","",""
"2006","Realschule","Rheinland-Pfalz,Saarland","","","","",""
"2006","Realschule","Sachsen","","","","",""
"2006","Realschule","Sachsen-Anhalt","","","","",""
"2006","Realschule","Schleswig-Holstein","","","","",""
"2006","Realschule","Thüringen","","","","",""
"2007","(Fach-)Abitur","Baden-Württemberg","","","","",""
"2007","(Fach-)Abitur","Bayern","","","","",""
"2007","(Fach-)Abitur","Berlin","","","","",""
"2007","(Fach-)Abitur","Brandenburg","","","","",""
"2007","(Fach-)Abitur","Bremen","","","","",""
"2007","(Fach-)Abitur","Hamburg","","","","",""
"2007","(Fach-)Abitur","Hessen","","","","",""
"2007","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"2007","(Fach-)Abitur","Niedersachsen","","","","",""
"2007","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","","",""
"2007","(Fach-)Abitur","Sachsen","","","","",""
"2007","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"2007","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"2007","(Fach-)Abitur","Thüringen","","","","",""
"2007","(noch) kein Abschluss","Baden-Württemberg","","","","",""
"2007","(noch) kein Abschluss","Bayern","","","","",""
"2007","(noch) kein Abschluss","Berlin","","","","",""
"2007","(noch) kein Abschluss","Brandenburg","","","","",""
"2007","(noch) kein Abschluss","Bremen","","","","",""
"2007","(noch) kein Abschluss","Hamburg","","","","",""
"2007","(noch) kein Abschluss","Hessen","","","","",""
"2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"2007","(noch) kein Abschluss","Niedersachsen","","","","",""
"2007","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","",""
"2007","(noch) kein Abschluss","Sachsen","","","","",""
"2007","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2007","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2007","(noch) kein Abschluss","Thüringen","","","","",""
"2007","AkademikerIn","Baden-Württemberg","","","","",""
"2007","AkademikerIn","Bayern","","","","",""
"2007","AkademikerIn","Berlin","","","","",""
"2007","AkademikerIn","Brandenburg","","","","",""
"2007","AkademikerIn","Bremen","","","","",""
"2007","AkademikerIn","Hamburg","","","","",""
"2007","AkademikerIn","Hessen","","","","",""
"2007","AkademikerIn","Mecklenburg-Vorpommern","","","","",""
"2007","AkademikerIn","Niedersachsen","","","","",""
"2007","AkademikerIn","Nordrhein-Westfalen","","","","",""
"2007","AkademikerIn","Rheinland-Pfalz,Saarland","","","","",""
"2007","AkademikerIn","Sachsen","","","","",""
"2007","AkademikerIn","Sachsen-Anhalt","","","","",""
"2007","AkademikerIn","Schleswig-Holstein","","","","",""
"2007","AkademikerIn","Thüringen","","","","",""
"2007","Hauptschule","Baden-Württemberg","","","","",""
"2007","Hauptschule","Bayern","","","","",""
"2007","Hauptschule","Berlin","","","","",""
"2007","Hauptschule","Brandenburg","","","","",""
"2007","Hauptschule","Bremen","","","","",""
"2007","Hauptschule","Hamburg","","","","",""
"2007","Hauptschule","Hessen","","","","",""
"2007","Hauptschule","Mecklenburg-Vorpommern","","","","",""
"2007","Hauptschule","Niedersachsen","","","","",""
"2007","Hauptschule","Nordrhein-Westfalen","","","","",""
"2007","Hauptschule","Rheinland-Pfalz,Saarland","","","","",""
"2007","Hauptschule","Sachsen","","","","",""
"2007","Hauptschule","Sachsen-Anhalt","","","","",""
"2007","Hauptschule","Schleswig-Holstein","","","","",""
"2007","Hauptschule","Thüringen","","","","",""
"2007","Realschule","Baden-Württemberg","","","","",""
"2007","Realschule","Bayern","","","","",""
"2007","Realschule","Berlin","","","","",""
"2007","Realschule","Brandenburg","","","","",""
"2007","Realschule","Bremen","","","","",""
"2007","Realschule","Hamburg","","","","",""
"2007","Realschule","Hessen","","","","",""
"2007","Realschule","Mecklenburg-Vorpommern","","","","",""
"2007","Realschule","Niedersachsen","","","","",""
"2007","Realschule","Nordrhein-Westfalen","","","","",""
"2007","Realschule","Rheinland-Pfalz,Saarland","","","","",""
"2007","Realschule","Sachsen","","","","",""
"2007","Realschule","Sachsen-Anhalt","","","","",""
"2007","Realschule","Schleswig-Holstein","","","","",""
"2007","Realschule","Thüringen","","","","",""
"2008","(Fach-)Abitur","Baden-Württemberg","","","","",""
"2008","(Fach-)Abitur","Bayern","","","","",""
"2008","(Fach-)Abitur","Berlin","","","","",""
"2008","(Fach-)Abitur","Brandenburg","","","","",""
"2008","(Fach-)Abitur","Bremen","","","","",""
"2008","(Fach-)Abitur","Hamburg","","","","",""
"2008","(Fach-)Abitur","Hessen","","","","",""
"2008","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"2008","(Fach-)Abitur","Niedersachsen","","","","",""
"2008","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"2008","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","","",""
"2008","(Fach-)Abitur","Sachsen","","","","",""
"2008","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"2008","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"2008","(Fach-)Abitur","Thüringen","","","","",""
"2008","(noch) kein Abschluss","Baden-Württemberg","","","","",""
"2008","(noch) kein Abschluss","Bayern","","","","",""
"2008","(noch) kein Abschluss","Berlin","","","","",""
"2008","(noch) kein Abschluss","Brandenburg","","","","",""
"2008","(noch) kein Abschluss","Bremen","","","","",""
"2008","(noch) kein Abschluss","Hamburg","","","","",""
"2008","(noch) kein Abschluss","Hessen","","","","",""
"2008","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"2008","(noch) kein Abschluss","Niedersachsen","","","","",""
"2008","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"2008","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","",""
"2008","(noch) kein Abschluss","Sachsen","","","","",""
"2008","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2008","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2008","(noch) kein Abschluss","Thüringen","","","","",""
"2008","AkademikerIn","Baden-Württemberg","","","","",""
"2008","AkademikerIn","Bayern","","","","",""
"2008","AkademikerIn","Berlin","","","","",""
"2008","AkademikerIn","Brandenburg","","","","",""
"2008","AkademikerIn","Bremen","","","","",""
"2008","AkademikerIn","Hamburg","","","","",""
"2008","AkademikerIn","Hessen","","","","",""
"2008","AkademikerIn","Mecklenburg-Vorpommern","","","","",""
"2008","AkademikerIn","Niedersachsen","","","","",""
"2008","AkademikerIn","Nordrhein-Westfalen","","","","",""
"2008","AkademikerIn","Rheinland-Pfalz,Saarland","","","","",""
"2008","AkademikerIn","Sachsen","","","","",""
"2008","AkademikerIn","Sachsen-Anhalt","","","","",""
"2008","AkademikerIn","Schleswig-Holstein","","","","",""
"2008","AkademikerIn","Thüringen","","","","",""
"2008","Hauptschule","Baden-Württemberg","","","","",""
"2008","Hauptschule","Bayern","","","","",""
"2008","Hauptschule","Berlin","","","","",""
"2008","Hauptschule","Brandenburg","","","","",""
"2008","Hauptschule","Bremen","","","","",""
"2008","Hauptschule","Hamburg","","","","",""
"2008","Hauptschule","Hessen","","","","",""
"2008","Hauptschule","Mecklenburg-Vorpommern","","","","",""
"2008","Hauptschule","Niedersachsen","","","","",""
"2008","Hauptschule","Nordrhein-Westfalen","","","","",""
"2008","Hauptschule","Rheinland-Pfalz,Saarland","","","","",""
"2008","Hauptschule","Sachsen","","","","",""
"2008","Hauptschule","Sachsen-Anhalt","","","","",""
"2008","Hauptschule","Schleswig-Holstein","","","","",""
"2008","Hauptschule","Thüringen","","","","",""
"2008","Realschule","Baden-Württemberg","","","","",""
"2008","Realschule","Bayern","","","","",""
"2008","Realschule","Berlin","","","","",""
"2008","Realschule","Brandenburg","","","","",""
"2008","Realschule","Bremen","","","","",""
"2008","Realschule","Hamburg","","","","",""
"2008","Realschule","Hessen","","","","",""
"2008","Realschule","Mecklenburg-Vorpommern","","","","",""
"2008","Realschule","Niedersachsen","","","","",""
"2008","Realschule","Nordrhein-Westfalen","","","","",""
"2008","Realschule","Rheinland-Pfalz,Saarland","","","","",""
"2008","Realschule","Sachsen","","","","",""
"2008","Realschule","Sachsen-Anhalt","","","","",""
"2008","Realschule","Schleswig-Holstein","","","","",""
"2008","Realschule","Thüringen","","","","",""
"2009","(Fach-)Abitur","Baden-Württemberg","3.94","3.83","248","3.79","4.09"
"2009","(Fach-)Abitur","Bayern","3.71","3.5","243","3.55","3.87"
"2009","(Fach-)Abitur","Berlin","3.82","3.5","93","3.58","4.06"
"2009","(Fach-)Abitur","Brandenburg","3.9","3.83","63","3.6","4.2"
"2009","(Fach-)Abitur","Bremen","","","","",""
"2009","(Fach-)Abitur","Hamburg","4.07","3.5","48","3.71","4.43"
"2009","(Fach-)Abitur","Hessen","3.86","3.83","170","3.66","4.06"
"2009","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"2009","(Fach-)Abitur","Niedersachsen","3.83","3.5","163","3.65","4.01"
"2009","(Fach-)Abitur","Nordrhein-Westfalen","3.87","3.83","541","3.76","3.98"
"2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","3.61","3.5","101","3.37","3.85"
"2009","(Fach-)Abitur","Sachsen","3.63","3.58","112","3.43","3.83"
"2009","(Fach-)Abitur","Sachsen-Anhalt","3.45","3.5","70","3.17","3.73"
"2009","(Fach-)Abitur","Schleswig-Holstein","3.96","3.83","62","3.65","4.27"
"2009","(Fach-)Abitur","Thüringen","4.08","3.83","41","3.73","4.43"
"2009","(noch) kein Abschluss","Baden-Württemberg","4.25","3.83","74","3.95","4.55"
"2009","(noch) kein Abschluss","Bayern","3.99","4.17","68","3.71","4.27"
"2009","(noch) kein Abschluss","Berlin","","","","",""
"2009","(noch) kein Abschluss","Brandenburg","","","","",""
"2009","(noch) kein Abschluss","Bremen","","","","",""
"2009","(noch) kein Abschluss","Hamburg","","","","",""
"2009","(noch) kein Abschluss","Hessen","3.87","3.5","35","3.44","4.3"
"2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"2009","(noch) kein Abschluss","Niedersachsen","4.03","4","42","3.63","4.43"
"2009","(noch) kein Abschluss","Nordrhein-Westfalen","3.92","3.83","122","3.68","4.16"
"2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","",""
"2009","(noch) kein Abschluss","Sachsen","","","","",""
"2009","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2009","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2009","(noch) kein Abschluss","Thüringen","","","","",""
"2009","AkademikerIn","Baden-Württemberg","3.69","3.5","442","3.58","3.8"
"2009","AkademikerIn","Bayern","3.68","3.58","530","3.58","3.78"
"2009","AkademikerIn","Berlin","3.68","3.5","247","3.54","3.82"
"2009","AkademikerIn","Brandenburg","3.89","3.83","238","3.74","4.04"
"2009","AkademikerIn","Bremen","","","","",""
"2009","AkademikerIn","Hamburg","3.83","3.5","78","3.55","4.11"
"2009","AkademikerIn","Hessen","3.71","3.5","316","3.58","3.84"
"2009","AkademikerIn","Mecklenburg-Vorpommern","3.91","3.5","136","3.73","4.09"
"2009","AkademikerIn","Niedersachsen","3.58","3.17","304","3.43","3.73"
"2009","AkademikerIn","Nordrhein-Westfalen","3.61","3.5","738","3.52","3.7"
"2009","AkademikerIn","Rheinland-Pfalz,Saarland","3.64","3.5","165","3.47","3.81"
"2009","AkademikerIn","Sachsen","3.76","3.5","342","3.63","3.89"
"2009","AkademikerIn","Sachsen-Anhalt","3.97","3.83","198","3.81","4.13"
"2009","AkademikerIn","Schleswig-Holstein","3.85","4.17","82","3.6","4.1"
"2009","AkademikerIn","Thüringen","3.63","3.17","178","3.46","3.8"
"2009","Hauptschule","Baden-Württemberg","3.93","3.83","782","3.85","4.01"
"2009","Hauptschule","Bayern","4.01","3.83","1105","3.94","4.08"
"2009","Hauptschule","Berlin","4.09","3.5","113","3.88","4.3"
"2009","Hauptschule","Brandenburg","4.18","4.17","188","3.99","4.37"
"2009","Hauptschule","Bremen","3.7","3.5","32","3.28","4.12"
"2009","Hauptschule","Hamburg","3.91","3.83","57","3.56","4.26"
"2009","Hauptschule","Hessen","4.08","3.83","376","3.95","4.21"
"2009","Hauptschule","Mecklenburg-Vorpommern","3.93","3.83","107","3.71","4.15"
"2009","Hauptschule","Niedersachsen","3.95","3.83","588","3.85","4.05"
"2009","Hauptschule","Nordrhein-Westfalen","3.9","3.83","1375","3.83","3.97"
"2009","Hauptschule","Rheinland-Pfalz,Saarland","3.77","3.5","493","3.65","3.89"
"2009","Hauptschule","Sachsen","4.19","4.17","312","4.07","4.31"
"2009","Hauptschule","Sachsen-Anhalt","4.02","3.83","207","3.86","4.18"
"2009","Hauptschule","Schleswig-Holstein","3.62","3.5","186","3.45","3.79"
"2009","Hauptschule","Thüringen","4.09","3.83","257","3.95","4.23"
"2009","Realschule","Baden-Württemberg","3.88","3.83","482","3.77","3.99"
"2009","Realschule","Bayern","3.83","3.5","592","3.74","3.92"
"2009","Realschule","Berlin","3.69","3.58","193","3.51","3.87"
"2009","Realschule","Brandenburg","3.92","3.83","264","3.77","4.07"
"2009","Realschule","Bremen","3.84","3.83","37","3.31","4.37"
"2009","Realschule","Hamburg","3.61","3.5","65","3.29","3.93"
"2009","Realschule","Hessen","4.02","4.17","291","3.87","4.17"
"2009","Realschule","Mecklenburg-Vorpommern","3.79","3.5","176","3.62","3.96"
"2009","Realschule","Niedersachsen","3.87","3.83","488","3.76","3.98"
"2009","Realschule","Nordrhein-Westfalen","3.86","3.5","746","3.77","3.95"
"2009","Realschule","Rheinland-Pfalz,Saarland","3.8","3.5","202","3.64","3.96"
"2009","Realschule","Sachsen","4.15","3.83","549","4.06","4.24"
"2009","Realschule","Sachsen-Anhalt","3.82","3.58","260","3.68","3.96"
"2009","Realschule","Schleswig-Holstein","3.73","3.58","141","3.53","3.93"
"2009","Realschule","Thüringen","4.04","3.83","309","3.92","4.16"
"2010","(Fach-)Abitur","Baden-Württemberg","","","","",""
"2010","(Fach-)Abitur","Bayern","","","","",""
"2010","(Fach-)Abitur","Berlin","","","","",""
"2010","(Fach-)Abitur","Brandenburg","","","","",""
"2010","(Fach-)Abitur","Bremen","","","","",""
"2010","(Fach-)Abitur","Hamburg","","","","",""
"2010","(Fach-)Abitur","Hessen","","","","",""
"2010","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"2010","(Fach-)Abitur","Niedersachsen","","","","",""
"2010","(Fach-)Abitur","Nordrhein-Westfalen","","","","",""
"2010","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","","",""
"2010","(Fach-)Abitur","Sachsen","","","","",""
"2010","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"2010","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"2010","(Fach-)Abitur","Thüringen","","","","",""
"2010","(noch) kein Abschluss","Baden-Württemberg","","","","",""
"2010","(noch) kein Abschluss","Bayern","","","","",""
"2010","(noch) kein Abschluss","Berlin","","","","",""
"2010","(noch) kein Abschluss","Brandenburg","","","","",""
"2010","(noch) kein Abschluss","Bremen","","","","",""
"2010","(noch) kein Abschluss","Hamburg","","","","",""
"2010","(noch) kein Abschluss","Hessen","","","","",""
"2010","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"2010","(noch) kein Abschluss","Niedersachsen","","","","",""
"2010","(noch) kein Abschluss","Nordrhein-Westfalen","","","","",""
"2010","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","",""
"2010","(noch) kein Abschluss","Sachsen","","","","",""
"2010","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"2010","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"2010","(noch) kein Abschluss","Thüringen","","","","",""
"2010","AkademikerIn","Baden-Württemberg","","","","",""
"2010","AkademikerIn","Bayern","","","","",""
"2010","AkademikerIn","Berlin","","","","",""
"2010","AkademikerIn","Brandenburg","","","","",""
"2010","AkademikerIn","Bremen","","","","",""
"2010","AkademikerIn","Hamburg","","","","",""
"2010","AkademikerIn","Hessen","","","","",""
"2010","AkademikerIn","Mecklenburg-Vorpommern","","","","",""
"2010","AkademikerIn","Niedersachsen","","","","",""
"2010","AkademikerIn","Nordrhein-Westfalen","","","","",""
"2010","AkademikerIn","Rheinland-Pfalz,Saarland","","","","",""
"2010","AkademikerIn","Sachsen","","","","",""
"2010","AkademikerIn","Sachsen-Anhalt","","","","",""
"2010","AkademikerIn","Schleswig-Holstein","","","","",""
"2010","AkademikerIn","Thüringen","","","","",""
"2010","Hauptschule","Baden-Württemberg","","","","",""
"2010","Hauptschule","Bayern","","","","",""
"2010","Hauptschule","Berlin","","","","",""
"2010","Hauptschule","Brandenburg","","","","",""
"2010","Hauptschule","Bremen","","","","",""
"2010","Hauptschule","Hamburg","","","","",""
"2010","Hauptschule","Hessen","","","","",""
"2010","Hauptschule","Mecklenburg-Vorpommern","","","","",""
"2010","Hauptschule","Niedersachsen","","","","",""
"2010","Hauptschule","Nordrhein-Westfalen","","","","",""
"2010","Hauptschule","Rheinland-Pfalz,Saarland","","","","",""
"2010","Hauptschule","Sachsen","","","","",""
"2010","Hauptschule","Sachsen-Anhalt","","","","",""
"2010","Hauptschule","Schleswig-Holstein","","","","",""
"2010","Hauptschule","Thüringen","","","","",""
"2010","Realschule","Baden-Württemberg","","","","",""
"2010","Realschule","Bayern","","","","",""
"2010","Realschule","Berlin","","","","",""
"2010","Realschule","Brandenburg","","","","",""
"2010","Realschule","Bremen","","","","",""
"2010","Realschule","Hamburg","","","","",""
"2010","Realschule","Hessen","","","","",""
"2010","Realschule","Mecklenburg-Vorpommern","","","","",""
"2010","Realschule","Niedersachsen","","","","",""
"2010","Realschule","Nordrhein-Westfalen","","","","",""
"2010","Realschule","Rheinland-Pfalz,Saarland","","","","",""
"2010","Realschule","Sachsen","","","","",""
