year,sampreg,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,East,"Yes, every week",0.03039,225,3368,0.02459,0.03618
2019,East,"Yes, every 2 weeks",0.05355,371,3368,0.04595,0.06116
2019,East,"Yes, every 3-4 weeks",0.02620,199,3368,0.02080,0.03159
2019,East,"Yes, less frequently",0.07479,526,3368,0.06590,0.08367
2021,West,"No, never",0.26367,5296,8551,0.25433,0.27301
2021,West,"Yes, every week",0.02674,650,8551,0.02332,0.03016
2021,West,"Yes, every 2 weeks",0.03897,876,8551,0.03486,0.04307
2021,West,"Yes, every 3-4 weeks",0.02271,462,8551,0.01955,0.02587
2021,West,"Yes, less frequently",0.06246,1267,8551,0.05733,0.06759
2021,East,"No, never",0.25532,1247,1996,0.23619,0.27446
2021,East,"Yes, every week",0.02426,128,1996,0.01751,0.03101
2021,East,"Yes, every 2 weeks",0.04579,210,1996,0.03662,0.05496
2021,East,"Yes, every 3-4 weeks",0.02248,117,1996,0.01598,0.02899
2021,East,"Yes, less frequently",0.05549,294,1996,0.04545,0.06554
