year,pgisced97,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Post-secondary Non-tertiary Level,No,0.72492,1051,1097,0.69848,0.75136
2013,First Stage of Tertiary Education,Yes,0.05732,80,1325,0.04480,0.06984
2013,First Stage of Tertiary Education,No,0.87206,1245,1325,0.85407,0.89006
2013,Second Stage of Tertiary Education,Yes,0.05170,276,4466,0.04520,0.05819
2013,Second Stage of Tertiary Education,No,0.80418,4190,4466,0.79254,0.81582
2015,Pre-primary Level,No,0.51908,350,350,0.46666,0.57150
2015,Primary Level,No,0.87225,395,395,0.83929,0.90521
2015,Lower Secondary Level,Yes,0.04243,95,2669,0.03478,0.05008
2015,Lower Secondary Level,No,0.90519,2574,2669,0.89407,0.91630
2015,Upper Secondary Level,Yes,0.06244,584,11647,0.05805,0.06684
2015,Upper Secondary Level,No,0.92292,11063,11647,0.91807,0.92776
2015,Post-secondary Non-tertiary Level,Yes,0.03866,60,1953,0.03011,0.04721
2015,Post-secondary Non-tertiary Level,No,0.93044,1893,1953,0.91915,0.94172
2015,First Stage of Tertiary Education,Yes,0.06519,91,1525,0.05280,0.07759
2015,First Stage of Tertiary Education,No,0.93105,1434,1525,0.91833,0.94377
2015,Second Stage of Tertiary Education,Yes,0.05479,307,5873,0.04897,0.06061
2015,Second Stage of Tertiary Education,No,0.90907,5566,5873,0.90172,0.91642
2017,Pre-primary Level,No,0.54430,410,410,0.49603,0.59257
2017,Primary Level,No,0.85565,439,439,0.82274,0.88857
2017,Lower Secondary Level,Yes,0.03895,91,2739,0.03170,0.04620
2017,Lower Secondary Level,No,0.92810,2648,2739,0.91843,0.93778
2017,Upper Secondary Level,Yes,0.06171,621,12068,0.05742,0.06601
2017,Upper Secondary Level,No,0.93526,11447,12068,0.93087,0.93965
2017,Post-secondary Non-tertiary Level,Yes,0.04223,80,2213,0.03385,0.05061
2017,Post-secondary Non-tertiary Level,No,0.95500,2133,2213,0.94636,0.96364
2017,First Stage of Tertiary Education,Yes,0.06232,103,1536,0.05023,0.07442
2017,First Stage of Tertiary Education,No,0.93768,1433,1536,0.92558,0.94977
2017,Second Stage of Tertiary Education,Yes,0.05984,360,6515,0.05408,0.06560
2017,Second Stage of Tertiary Education,No,0.93418,6155,6515,0.92816,0.94020
2019,Pre-primary Level,No,0.59722,331,331,0.54430,0.65014
2019,Primary Level,No,0.83799,379,379,0.80084,0.87513
2019,Lower Secondary Level,Yes,0.04319,95,2418,0.03509,0.05130
2019,Lower Secondary Level,No,0.91182,2323,2418,0.90052,0.92312
2019,Upper Secondary Level,Yes,0.06715,641,11140,0.06250,0.07179
2019,Upper Secondary Level,No,0.92949,10499,11140,0.92473,0.93424
2019,Post-secondary Non-tertiary Level,Yes,0.03509,78,2177,0.02736,0.04283
2019,Post-secondary Non-tertiary Level,No,0.96178,2099,2177,0.95373,0.96984
2019,First Stage of Tertiary Education,Yes,0.07026,113,1667,0.05799,0.08253
2019,First Stage of Tertiary Education,No,0.92974,1554,1667,0.91747,0.94201
2019,Second Stage of Tertiary Education,Yes,0.06066,430,7025,0.05508,0.06625
2019,Second Stage of Tertiary Education,No,0.93328,6595,7025,0.92744,0.93911
2021,Pre-primary Level,No,0.50868,191,191,0.43759,0.57976
2021,Primary Level,No,0.87702,911,911,0.85568,0.89836
2021,Lower Secondary Level,Yes,0.05498,72,1743,0.04427,0.06568
2021,Lower Secondary Level,No,0.91073,1671,1743,0.89734,0.92412
2021,Upper Secondary Level,Yes,0.08463,469,7296,0.07824,0.09102
2021,Upper Secondary Level,No,0.90193,6827,7296,0.89510,0.90875
2021,Post-secondary Non-tertiary Level,Yes,0.03528,62,1589,0.02620,0.04435
2021,Post-secondary Non-tertiary Level,No,0.96032,1527,1589,0.95071,0.96992
2021,First Stage of Tertiary Education,Yes,0.07797,86,994,0.06129,0.09464
2021,First Stage of Tertiary Education,No,0.91465,908,994,0.89727,0.93203
2021,Second Stage of Tertiary Education,Yes,0.05859,320,5636,0.05246,0.06472
2021,Second Stage of Tertiary Education,No,0.93078,5316,5636,0.92415,0.93741
