"year","quintil","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2004","5 Einkommensstärkstes Quintil","Laendlicher Raum","102","91.58","1000","98.07","105.93"
"2004","5 Einkommensstärkstes Quintil","Staedtischer Raum","101.98","84.58","3573","99.9","104.06"
"2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","85.76","79.58","2067","83.79","87.73"
"2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","80.24","69.5","2984","78.32","82.16"
"2005","2","Laendlicher Raum","86.78","79.58","1903","84.63","88.93"
"2005","2","Staedtischer Raum","84.07","79.08","3245","82.5","85.64"
"2005","3","Laendlicher Raum","94.81","82.92","1801","92.55","97.07"
"2005","3","Staedtischer Raum","85.68","74.29","3422","84.17","87.19"
"2005","4","Laendlicher Raum","99.5","91.33","1571","97.01","101.99"
"2005","4","Staedtischer Raum","89.74","79.88","3659","88.1","91.38"
"2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","112.67","98.62","1027","107.08","118.26"
"2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","105.32","99.67","3566","103.23","107.41"
"2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","95.43","83.17","2308","92.95","97.91"
"2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","84.08","74.5","3116","82.34","85.82"
"2006","2","Laendlicher Raum","103.01","94.96","2118","100.7","105.32"
"2006","2","Staedtischer Raum","94.1","83.17","3420","92.22","95.98"
"2006","3","Laendlicher Raum","104.8","99.79","2019","102.37","107.23"
"2006","3","Staedtischer Raum","97.06","87.75","3534","95.41","98.71"
"2006","4","Laendlicher Raum","104.44","99.58","1694","101.18","107.7"
"2006","4","Staedtischer Raum","98.76","87.75","4041","97.03","100.49"
"2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","128.67","113.33","1075","124.01","133.33"
"2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","118.83","99.67","3682","116.43","121.23"
"2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","100.52","83.17","1913","97.82","103.22"
"2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","94.07","79.58","2687","91.57","96.57"
"2007","2","Laendlicher Raum","104.59","99.5","1992","102.12","107.06"
"2007","2","Staedtischer Raum","101.95","85.58","3074","99.92","103.98"
"2007","3","Laendlicher Raum","107.23","99.5","1910","104.71","109.75"
"2007","3","Staedtischer Raum","100.3","89.83","3294","98.47","102.13"
"2007","4","Laendlicher Raum","110.48","99.92","1627","107.38","113.58"
"2007","4","Staedtischer Raum","104.52","91.83","3813","102.62","106.42"
"2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","131.57","114.58","1039","126.33","136.81"
"2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","122.04","103.17","3648","119.52","124.56"
"2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","98.24","82.67","1668","95.46","101.02"
"2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","91.79","79.58","2320","89.49","94.09"
"2008","2","Laendlicher Raum","102.21","89.5","1753","99.45","104.97"
"2008","2","Staedtischer Raum","105.06","91.33","2657","102.86","107.26"
"2008","3","Laendlicher Raum","106.68","98.83","1808","104.17","109.19"
"2008","3","Staedtischer Raum","102.13","91.83","3224","100.15","104.11"
"2008","4","Laendlicher Raum","112.86","99.5","1706","109.54","116.18"
"2008","4","Staedtischer Raum","104.47","94.17","3515","102.61","106.33"
"2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","129.76","106.25","1053","124.95","134.57"
"2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","125.6","108.17","3665","122.97","128.23"
"2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","100.43","89","1433","97.48","103.38"
"2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","101.15","86.5","2076","98.19","104.11"
"2009","2","Laendlicher Raum","114.49","99","1612","111.3","117.68"
"2009","2","Staedtischer Raum","104.39","90.42","2409","102.11","106.67"
"2009","3","Laendlicher Raum","109.25","99.17","1810","106.46","112.04"
"2009","3","Staedtischer Raum","107.44","99.5","2795","105.17","109.71"
"2009","4","Laendlicher Raum","121.04","108.12","1663","117.61","124.47"
"2009","4","Staedtischer Raum","114.58","99.58","3404","112.52","116.64"
"2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","130.81","109.17","1125","126.42","135.2"
"2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","128.47","109.38","3520","125.88","131.06"
"2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","100.88","88.17","3024","98.89","102.87"
"2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","95.38","83.17","4617","93.64","97.12"
"2010","2","Laendlicher Raum","109.1","99.5","3091","107.14","111.06"
"2010","2","Staedtischer Raum","100.69","89.5","4718","98.98","102.4"
"2010","3","Laendlicher Raum","108.36","99","2488","106.12","110.6"
"2010","3","Staedtischer Raum","108.14","99.5","4204","106.38","109.9"
"2010","4","Laendlicher Raum","115.33","99.92","2194","112.7","117.96"
"2010","4","Staedtischer Raum","110.33","99.5","4638","108.5","112.16"
"2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","126.83","116.33","1378","122.81","130.85"
"2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","127.92","109.17","4649","125.69","130.15"
"2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","105.39","99.38","3395","103.19","107.59"
"2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","96.3","84.12","4753","94.65","97.95"
"2011","2","Laendlicher Raum","110.51","99.5","3471","108.48","112.54"
"2011","2","Staedtischer Raum","106.97","97.04","5357","105.42","108.52"
"2011","3","Laendlicher Raum","111.06","99.83","3290","109.06","113.06"
"2011","3","Staedtischer Raum","104.83","99.58","5006","103.22","106.44"
"2011","4","Laendlicher Raum","116.84","104.08","2973","114.67","119.01"
"2011","4","Staedtischer Raum","110.94","99.58","5911","109.4","112.48"
"2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","136.54","124.25","1864","133.28","139.8"
"2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","122.11","99.75","5933","120.18","124.04"
"2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","105.47","95.5","2793","103.13","107.81"
"2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","98.32","84.5","4037","96.57","100.07"
"2012","2","Laendlicher Raum","114.66","99.5","3378","112.42","116.9"
"2012","2","Staedtischer Raum","104.98","94.5","4822","103.39","106.57"
"2012","3","Laendlicher Raum","120.23","100.92","3400","117.96","122.5"
"2012","3","Staedtischer Raum","107.55","99.58","5010","105.86","109.24"
"2012","4","Laendlicher Raum","119.64","107.71","3028","117.36","121.92"
"2012","4","Staedtischer Raum","112","99.62","5862","110.27","113.73"
"2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","132.18","117.33","2041","129.19","135.17"
"2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","126.3","107.92","6077","124.34","128.26"
"2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","109.17","99","2959","106.52","111.82"
"2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","99.03","89.88","5518","97.53","100.53"
"2013","2","Laendlicher Raum","119.65","99.5","3310","117.43","121.87"
"2013","2","Staedtischer Raum","105.09","99.33","5907","103.62","106.56"
"2013","3","Laendlicher Raum","117.4","104.79","3341","115.34","119.46"
"2013","3","Staedtischer Raum","112.34","99.5","5553","110.66","114.02"
"2013","4","Laendlicher Raum","121.67","107.67","3498","119.56","123.78"
"2013","4","Staedtischer Raum","111.02","99.58","6596","109.52","112.52"
"2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","137.02","121.96","2237","134.1","139.94"
"2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","124.83","102.04","6800","123.01","126.65"
"2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","99.3","86.5","2380","96.67","101.93"
"2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","93.73","83.17","4066","91.7","95.76"
"2014","2","Laendlicher Raum","112.22","99.5","2943","109.8","114.64"
"2014","2","Staedtischer Raum","103.91","94.5","4729","102.04","105.78"
"2014","3","Laendlicher Raum","115.68","99.5","3064","113.44","117.92"
"2014","3","Staedtischer Raum","106.87","99.58","4960","105.11","108.63"
"2014","4","Laendlicher Raum","122.36","115.21","3384","120.2","124.52"
"2014","4","Staedtischer Raum","106.89","99.5","5970","105.34","108.44"
"2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","126.18","108.17","2235","123.33","129.03"
"2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","122.61","104.08","6734","120.75","124.47"
"2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","80.47","69.5","1706","77.37","83.57"
"2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","86.2","76.5","3590","84.16","88.24"
"2015","2","Laendlicher Raum","86.79","79.5","1592","84.14","89.44"
"2015","2","Staedtischer Raum","83.11","78.5","3429","81.27","84.95"
"2015","3","Laendlicher Raum","83.84","79.5","1383","81.07","86.61"
"2015","3","Staedtischer Raum","86.6","79.5","2951","84.49","88.71"
"2015","4","Laendlicher Raum","87.5","79.5","1266","84.13","90.87"
"2015","4","Staedtischer Raum","83.36","79.5","3053","81.43","85.29"
"2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","90.89","87.5","694","86","95.78"
"2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","87.26","79.5","2759","84.94","89.58"
"2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","85.97","79.5","1858","83.47","88.47"
"2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","81.53","74.54","3065","79.31","83.75"
"2016","2","Laendlicher Raum","103.62","90.83","2269","101.15","106.09"
"2016","2","Staedtischer Raum","96.32","83.17","3785","94.36","98.28"
"2016","3","Laendlicher Raum","97.29","87.21","2563","95.17","99.41"
"2016","3","Staedtischer Raum","99.38","98.5","4082","97.63","101.13"
"2016","4","Laendlicher Raum","109.3","99.88","3261","107.36","111.24"
"2016","4","Staedtischer Raum","102.57","89.92","5739","101","104.14"
"2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","112.64","99.5","2518","110.15","115.13"
"2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","110.8","99.5","6736","109.15","112.45"
"2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","88.33","79.5","1725","85.3","91.36"
"2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","90.61","80.5","2800","88.22","93"
"2017","2","Laendlicher Raum","93.15","83.17","2093","90.63","95.67"
"2017","2","Staedtischer Raum","91.8","79.58","3488","89.8","93.8"
"2017","3","Laendlicher Raum","100.72","99.58","2759","98.7","102.74"
"2017","3","Staedtischer Raum","97.33","91.46","4290","95.58","99.08"
"2017","4","Laendlicher Raum","106.58","99.5","3666","104.73","108.43"
"2017","4","Staedtischer Raum","99.55","89.79","6190","98.08","101.02"
"2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","111.57","99.92","3211","109.37","113.77"
"2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","110.95","99.92","8245","109.51","112.39"
"2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","81.02","79.58","1529","78.29","83.75"
"2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","85.69","79","2576","83.26","88.12"
"2018","2","Laendlicher Raum","94.58","83.17","1741","91.85","97.31"
"2018","2","Staedtischer Raum","90.38","83.17","3148","88.28","92.48"
"2018","3","Laendlicher Raum","96.74","91.33","2585","94.63","98.85"
"2018","3","Staedtischer Raum","99.66","98.5","4067","97.83","101.49"
"2018","4","Laendlicher Raum","107.22","99.5","3633","105.37","109.07"
"2018","4","Staedtischer Raum","97.46","89.5","6309","96.16","98.76"
"2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","109.98","99.96","3348","107.87","112.09"
"2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","108.05","99.54","8322","106.72","109.38"
"2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","82.46","79.5","1215","79.04","85.88"
"2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","90.49","79.5","1927","86.98","94"
"2019","2","Laendlicher Raum","97.27","84.5","1459","93.87","100.67"
"2019","2","Staedtischer Raum","89.33","79.58","2643","86.97","91.69"
"2019","3","Laendlicher Raum","97.82","99.5","2231","95.33","100.31"
"2019","3","Staedtischer Raum","96.91","89.96","3265","94.96","98.86"
"2019","4","Laendlicher Raum","104.23","99.58","3627","102.24","106.22"
"2019","4","Staedtischer Raum","98.32","89.88","5874","96.74","99.9"
"2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","109.86","98.79","4338","107.74","111.98"
"2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","105.57","99.67","10695","104.15","106.99"
"2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","85.54","79.58","2734","82.74","88.34"
"2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","85.34","79.5","6943","83.6","87.08"
"2020","2","Laendlicher Raum","93.7","82.5","2059","90.93","96.47"
"2020","2","Staedtischer Raum","90.64","79.58","5172","88.74","92.54"
"2020","3","Laendlicher Raum","101.72","99.5","2331","98.99","104.45"
"2020","3","Staedtischer Raum","96.44","89","4002","94.37","98.51"
"2020","4","Laendlicher Raum","105.94","99.75","3697","104.05","107.83"
"2020","4","Staedtischer Raum","102.56","91.46","6516","101.07","104.05"
"2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","109.47","99.5","4395","107.39","111.55"
"2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","104.32","99.75","10731","102.95","105.69"
