"year","hhtyp","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1991","Alleinerziehende","Westdeutschland","72.06","63.96","649","69.05","75.07"
"1991","Paar mit Kind(ern)","Ostdeutschland","35.98","25.29","3818","35.07","36.89"
"1991","Paar mit Kind(ern)","Westdeutschland","75.03","70.96","7294","74.21","75.85"
"1991","Sonstige","Ostdeutschland","34.84","27.33","347","32.24","37.44"
"1991","Sonstige","Westdeutschland","72.65","67.08","886","69.52","75.78"
"1992","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","68.32","63.46","914","66.07","70.57"
"1992","(Ehe-)Paar ohne Kind(er)","Westdeutschland","69.41","63.46","2342","67.99","70.83"
"1992","1-Pers.- Haushalt","Ostdeutschland","51.18","48.5","292","47.8","54.56"
"1992","1-Pers.- Haushalt","Westdeutschland","53.76","50.62","943","51.87","55.65"
"1992","Alleinerziehende","Ostdeutschland","64.08","60.5","285","60.62","67.54"
"1992","Alleinerziehende","Westdeutschland","78.5","70","631","75.27","81.73"
"1992","Paar mit Kind(ern)","Ostdeutschland","78.27","75.5","3368","77.06","79.48"
"1992","Paar mit Kind(ern)","Westdeutschland","78.75","75.92","7088","77.84","79.66"
"1992","Sonstige","Ostdeutschland","76.47","73.21","340","72.18","80.76"
"1992","Sonstige","Westdeutschland","77.67","72.71","832","74.97","80.37"
"1993","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","68.65","62.96","926","66.57","70.73"
"1993","(Ehe-)Paar ohne Kind(er)","Westdeutschland","68.69","63.46","2376","67.21","70.17"
"1993","1-Pers.- Haushalt","Ostdeutschland","52.52","48.5","294","49.16","55.88"
"1993","1-Pers.- Haushalt","Westdeutschland","56.1","50.5","996","54.05","58.15"
"1993","Alleinerziehende","Ostdeutschland","74.2","73.5","285","70.39","78.01"
"1993","Alleinerziehende","Westdeutschland","79.29","75","597","76.33","82.25"
"1993","Paar mit Kind(ern)","Ostdeutschland","81.16","76.33","3162","79.9","82.42"
"1993","Paar mit Kind(ern)","Westdeutschland","78.93","75.92","6955","78.04","79.82"
"1993","Sonstige","Ostdeutschland","86.73","87.75","300","82.52","90.94"
"1993","Sonstige","Westdeutschland","76.99","67.08","862","74.2","79.78"
"1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","64.83","63.46","952","63.1","66.56"
"1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","68.22","63.54","2430","66.77","69.67"
"1994","1-Pers.- Haushalt","Ostdeutschland","49.61","47.42","300","46.93","52.29"
"1994","1-Pers.- Haushalt","Westdeutschland","56.35","50.5","999","54.48","58.22"
"1994","Alleinerziehende","Ostdeutschland","70.02","64.5","258","66.1","73.94"
"1994","Alleinerziehende","Westdeutschland","77.06","73.5","598","74.16","79.96"
"1994","Paar mit Kind(ern)","Ostdeutschland","79.93","75.5","3034","78.65","81.21"
"1994","Paar mit Kind(ern)","Westdeutschland","78.88","75.71","6746","77.94","79.82"
"1994","Sonstige","Ostdeutschland","89.58","76.33","317","85.31","93.85"
"1994","Sonstige","Westdeutschland","79.01","75.29","813","75.92","82.1"
"1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","68.49","63.46","962","66.72","70.26"
"1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","69.76","63.67","2528","68.31","71.21"
"1995","1-Pers.- Haushalt","Ostdeutschland","50.9","50.5","311","48.15","53.65"
"1995","1-Pers.- Haushalt","Westdeutschland","55.07","50.5","1016","53.11","57.03"
"1995","Alleinerziehende","Ostdeutschland","69.19","68.08","268","65.65","72.73"
"1995","Alleinerziehende","Westdeutschland","76.09","69.08","648","73.15","79.03"
"1995","Paar mit Kind(ern)","Ostdeutschland","74.05","68.58","2852","72.81","75.29"
"1995","Paar mit Kind(ern)","Westdeutschland","76.53","74.79","7228","75.65","77.41"
"1995","Sonstige","Ostdeutschland","86.42","83.12","265","81.43","91.41"
"1995","Sonstige","Westdeutschland","76.23","67.08","855","73.46","79"
"1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","63.15","59.83","1032","61.32","64.98"
"1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","64.95","58.67","2492","63.69","66.21"
"1996","1-Pers.- Haushalt","Ostdeutschland","49.75","47.5","327","46.78","52.72"
"1996","1-Pers.- Haushalt","Westdeutschland","50.47","45.5","1022","48.83","52.11"
"1996","Alleinerziehende","Ostdeutschland","65.36","60.33","251","61.45","69.27"
"1996","Alleinerziehende","Westdeutschland","67.54","60.5","672","64.91","70.17"
"1996","Paar mit Kind(ern)","Ostdeutschland","70.26","63.46","2681","69.02","71.5"
"1996","Paar mit Kind(ern)","Westdeutschland","71.6","63.46","7030","70.8","72.4"
"1996","Sonstige","Ostdeutschland","75.77","72.21","275","71.98","79.56"
"1996","Sonstige","Westdeutschland","73.46","64.42","761","70.97","75.95"
"1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","65.2","59.33","1062","63.23","67.17"
"1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","64.12","55.96","2522","62.89","65.35"
"1997","1-Pers.- Haushalt","Ostdeutschland","51.26","47.5","332","47.98","54.54"
"1997","1-Pers.- Haushalt","Westdeutschland","50.41","45.75","983","48.63","52.19"
"1997","Alleinerziehende","Ostdeutschland","64.34","60.5","272","61.61","67.07"
"1997","Alleinerziehende","Westdeutschland","68.54","58.83","653","65.82","71.26"
"1997","Paar mit Kind(ern)","Ostdeutschland","70.9","63.46","2543","69.64","72.16"
"1997","Paar mit Kind(ern)","Westdeutschland","73.42","65.96","6809","72.6","74.24"
"1997","Sonstige","Ostdeutschland","79.61","70.5","263","75.22","84"
"1997","Sonstige","Westdeutschland","80.67","74.5","765","78.19","83.15"
"1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","62.08","55.71","1124","60.28","63.88"
"1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","64.53","57.71","2948","63.39","65.67"
"1998","1-Pers.- Haushalt","Ostdeutschland","48.71","42.29","377","45.84","51.58"
"1998","1-Pers.- Haushalt","Westdeutschland","50.14","45.5","1216","48.58","51.7"
"1998","Alleinerziehende","Ostdeutschland","60.24","55.71","284","57.06","63.42"
"1998","Alleinerziehende","Westdeutschland","66.3","54","774","64.08","68.52"
"1998","Paar mit Kind(ern)","Ostdeutschland","67.72","62.5","2621","66.52","68.92"
"1998","Paar mit Kind(ern)","Westdeutschland","71.24","63.58","7324","70.45","72.03"
"1998","Sonstige","Ostdeutschland","73.61","62.46","244","68.63","78.59"
"1998","Sonstige","Westdeutschland","72.46","58.83","696","69.75","75.17"
"1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","57.75","51.58","1142","56.15","59.35"
"1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","62.54","54.54","2964","61.42","63.66"
"1999","1-Pers.- Haushalt","Ostdeutschland","50.14","45.5","394","47.24","53.04"
"1999","1-Pers.- Haushalt","Westdeutschland","48.98","42.29","1141","47.34","50.62"
"1999","Alleinerziehende","Ostdeutschland","58.01","51.08","329","55.34","60.68"
"1999","Alleinerziehende","Westdeutschland","62.22","51.08","741","59.89","64.55"
"1999","Paar mit Kind(ern)","Ostdeutschland","68.39","62.5","2555","67.09","69.69"
"1999","Paar mit Kind(ern)","Westdeutschland","69.67","62.5","7317","68.88","70.46"
"1999","Sonstige","Ostdeutschland","75.37","62.96","139","70.33","80.41"
"1999","Sonstige","Westdeutschland","68.89","63.46","492","66.16","71.62"
"2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","61.08","55.21","1838","59.78","62.38"
"2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","68.27","60.79","5674","67.31","69.23"
"2000","1-Pers.- Haushalt","Ostdeutschland","48.42","45.5","713","46.64","50.2"
"2000","1-Pers.- Haushalt","Westdeutschland","51.85","45.5","2339","50.48","53.22"
"2000","Alleinerziehende","Ostdeutschland","63.27","53.5","502","60.51","66.03"
"2000","Alleinerziehende","Westdeutschland","64.22","52.08","1321","62.43","66.01"
"2000","Paar mit Kind(ern)","Ostdeutschland","70.07","63.46","3728","68.95","71.19"
"2000","Paar mit Kind(ern)","Westdeutschland","74.78","63.46","12888","74.12","75.44"
"2000","Sonstige","Ostdeutschland","72.84","62.62","224","68.39","77.29"
"2000","Sonstige","Westdeutschland","76.62","69.08","894","73.66","79.58"
"2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","66.36","60.75","1772","64.81","67.91"
"2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","77.19","66.96","5038","76.04","78.34"
"2001","1-Pers.- Haushalt","Ostdeutschland","52.4","45.88","662","50.26","54.54"
"2001","1-Pers.- Haushalt","Westdeutschland","56.67","50.83","2055","55.21","58.13"
"2001","Alleinerziehende","Ostdeutschland","65.61","55.71","464","62.47","68.75"
"2001","Alleinerziehende","Westdeutschland","73.97","62.5","1221","71.62","76.32"
"2001","Paar mit Kind(ern)","Ostdeutschland","79.42","70.96","3382","78","80.84"
"2001","Paar mit Kind(ern)","Westdeutschland","84.03","75.83","11697","83.26","84.8"
"2001","Sonstige","Ostdeutschland","82.37","77.33","182","76.79","87.95"
"2001","Sonstige","Westdeutschland","91.98","79.88","852","88.51","95.45"
"2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","66.67","59.5","1762","64.97","68.37"
"2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","79.34","69.79","5616","78.11","80.57"
"2002","1-Pers.- Haushalt","Ostdeutschland","52.46","47.5","665","50.17","54.75"
"2002","1-Pers.- Haushalt","Westdeutschland","57.35","49.5","2033","55.81","58.89"
"2002","Alleinerziehende","Ostdeutschland","71.04","62.25","437","67.32","74.76"
"2002","Alleinerziehende","Westdeutschland","72.88","61.75","1243","70.57","75.19"
"2002","Paar mit Kind(ern)","Ostdeutschland","80.86","71.75","3310","79.27","82.45"
"2002","Paar mit Kind(ern)","Westdeutschland","83.44","74.96","12211","82.58","84.3"
"2002","Sonstige","Ostdeutschland","97.29","95","183","90.93","103.65"
"2002","Sonstige","Westdeutschland","96.33","82.92","770","92.92","99.74"
"2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","74.3","66.33","1842","72.44","76.16"
"2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","83.62","74.58","5362","82.28","84.96"
"2003","1-Pers.- Haushalt","Ostdeutschland","55.82","49.5","651","53.35","58.29"
"2003","1-Pers.- Haushalt","Westdeutschland","62.42","49.75","2029","60.7","64.14"
"2003","Alleinerziehende","Ostdeutschland","71.7","66.33","416","68.28","75.12"
"2003","Alleinerziehende","Westdeutschland","76.59","69.04","1248","74.36","78.82"
"2003","Paar mit Kind(ern)","Ostdeutschland","87.77","79.58","3109","86.01","89.53"
"2003","Paar mit Kind(ern)","Westdeutschland","90.73","79.58","11539","89.75","91.71"
"2003","Sonstige","Ostdeutschland","100.01","99.5","181","93.82","106.2"
"2003","Sonstige","Westdeutschland","104.56","88.5","639","100.17","108.95"
"2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","76.63","69.5","1798","74.67","78.59"
"2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","88.32","79.67","5422","86.92","89.72"
"2004","1-Pers.- Haushalt","Ostdeutschland","57.01","49.5","646","54.2","59.82"
"2004","1-Pers.- Haushalt","Westdeutschland","66.32","54.92","1984","64.41","68.23"
"2004","Alleinerziehende","Ostdeutschland","72.87","65.5","416","69.12","76.62"
"2004","Alleinerziehende","Westdeutschland","76.51","69.5","1177","73.99","79.03"
"2004","Paar mit Kind(ern)","Ostdeutschland","89.47","81.83","2988","87.69","91.25"
"2004","Paar mit Kind(ern)","Westdeutschland","92.3","83.17","11083","91.35","93.25"
"2004","Sonstige","Ostdeutschland","95.38","97.67","181","88.18","102.58"
"2004","Sonstige","Westdeutschland","102.54","95.83","589","97.43","107.65"
"2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","81.6","71.79","1726","79.48","83.72"
"2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","93.95","83.29","5266","92.44","95.46"
"2005","1-Pers.- Haushalt","Ostdeutschland","59.68","49.5","662","56.85","62.51"
"2005","1-Pers.- Haushalt","Westdeutschland","69.09","59.62","2034","67.22","70.96"
"2005","Alleinerziehende","Ostdeutschland","76.33","69.83","441","71.78","80.88"
"2005","Alleinerziehende","Westdeutschland","78.85","72.54","1215","76.5","81.2"
"2005","Paar mit Kind(ern)","Ostdeutschland","94.96","86","2820","92.9","97.02"
"2005","Paar mit Kind(ern)","Westdeutschland","99.17","89.75","10379","98.11","100.23"
"2005","Sonstige","Ostdeutschland","98.16","95.83","166","91.66","104.66"
"2005","Sonstige","Westdeutschland","101.89","97.5","536","95.22","108.56"
"2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","86.8","79.58","1942","84.65","88.95"
"2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","104.58","91.62","5902","102.96","106.2"
"2006","1-Pers.- Haushalt","Ostdeutschland","62.66","49.58","753","59.77","65.55"
"2006","1-Pers.- Haushalt","Westdeutschland","78.19","68.75","2264","76.12","80.26"
"2006","Alleinerziehende","Ostdeutschland","82.15","68.5","448","77.28","87.02"
"2006","Alleinerziehende","Westdeutschland","87.35","79.5","1416","84.91","89.79"
"2006","Paar mit Kind(ern)","Ostdeutschland","105.87","99.5","2896","103.7","108.04"
"2006","Paar mit Kind(ern)","Westdeutschland","110.35","99.67","10692","109.18","111.52"
"2006","Sonstige","Ostdeutschland","115.91","89.33","155","105.33","126.49"
"2006","Sonstige","Westdeutschland","130.22","118.33","539","123.91","136.53"
"2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","94","83.17","1870","91.53","96.47"
"2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","110.86","99.96","5424","109.17","112.55"
"2007","1-Pers.- Haushalt","Ostdeutschland","68.16","56.5","705","65.08","71.24"
"2007","1-Pers.- Haushalt","Westdeutschland","80.37","69.5","2159","78.24","82.5"
"2007","Alleinerziehende","Ostdeutschland","99.96","74.5","433","92.85","107.07"
"2007","Alleinerziehende","Westdeutschland","95.83","83.17","1284","92.98","98.68"
"2007","Paar mit Kind(ern)","Ostdeutschland","111.94","99","2634","109.21","114.67"
"2007","Paar mit Kind(ern)","Westdeutschland","116.57","99.58","9893","115.32","117.82"
"2007","Sonstige","Ostdeutschland","102.32","81.67","132","92.16","112.48"
"2007","Sonstige","Westdeutschland","129.14","104.17","464","119.45","138.83"
"2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","95.8","83.17","1854","93.31","98.29"
"2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","112.95","99.75","5146","111.05","114.85"
"2008","1-Pers.- Haushalt","Ostdeutschland","69.49","55.5","689","65.77","73.21"
"2008","1-Pers.- Haushalt","Westdeutschland","83.69","69.58","2061","81.45","85.93"
"2008","Alleinerziehende","Ostdeutschland","95.31","74.5","417","89.16","101.46"
"2008","Alleinerziehende","Westdeutschland","106.06","91.83","1244","102.22","109.9"
"2008","Paar mit Kind(ern)","Ostdeutschland","108.14","91.33","2443","105.29","110.99"
"2008","Paar mit Kind(ern)","Westdeutschland","115.93","99.67","9017","114.66","117.2"
"2008","Sonstige","Ostdeutschland","120.96","122.92","109","111.05","130.87"
"2008","Sonstige","Westdeutschland","121.88","102.46","389","114.92","128.84"
"2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","101.61","91.33","1810","98.81","104.41"
"2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","119.65","99","4876","117.68","121.62"
"2009","1-Pers.- Haushalt","Ostdeutschland","73.41","59.5","676","69.86","76.96"
"2009","1-Pers.- Haushalt","Westdeutschland","86.13","75.83","1970","83.77","88.49"
"2009","Alleinerziehende","Ostdeutschland","98.32","89","408","92.91","103.73"
"2009","Alleinerziehende","Westdeutschland","111.79","99","1103","108.25","115.33"
"2009","Paar mit Kind(ern)","Ostdeutschland","113.48","99.5","2326","110.59","116.37"
"2009","Paar mit Kind(ern)","Westdeutschland","124.49","108.17","8266","123.03","125.95"
"2009","Sonstige","Ostdeutschland","159.78","147.08","97","147.47","172.09"
"2009","Sonstige","Westdeutschland","137.61","122.5","315","130.11","145.11"
"2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","102.52","94.58","1696","99.84","105.2"
"2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","118.24","99.92","4600","116.22","120.26"
"2010","1-Pers.- Haushalt","Ostdeutschland","72.59","59.58","626","68.9","76.28"
"2010","1-Pers.- Haushalt","Westdeutschland","87.26","74.46","1861","84.75","89.77"
"2010","Alleinerziehende","Ostdeutschland","92.82","77","981","89.58","96.06"
"2010","Alleinerziehende","Westdeutschland","107.45","99.5","3595","105.75","109.15"
"2010","Paar mit Kind(ern)","Ostdeutschland","112.57","99.5","4077","110.43","114.71"
"2010","Paar mit Kind(ern)","Westdeutschland","120.99","104.12","17000","120.05","121.93"
"2010","Sonstige","Ostdeutschland","108.23","119.17","120","94.72","121.74"
"2010","Sonstige","Westdeutschland","124.86","113.33","445","117.8","131.92"
"2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","104.81","99.75","2098","102.34","107.28"
"2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","117.21","99.88","6262","115.56","118.86"
"2011","1-Pers.- Haushalt","Ostdeutschland","74.85","62.75","832","71.82","77.88"
"2011","1-Pers.- Haushalt","Westdeutschland","89.54","79.79","2472","87.41","91.67"
"2011","Alleinerziehende","Ostdeutschland","95.49","83.17","1276","92.25","98.73"
"2011","Alleinerziehende","Westdeutschland","104.82","99.5","4433","103.26","106.38"
"2011","Paar mit Kind(ern)","Ostdeutschland","117.83","99.5","4382","115.9","119.76"
"2011","Paar mit Kind(ern)","Westdeutschland","121.15","99.83","19452","120.24","122.06"
"2011","Sonstige","Ostdeutschland","112.87","95","162","102.31","123.43"
"2011","Sonstige","Westdeutschland","135.84","127.5","584","130.06","141.62"
"2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","109.16","99.5","2132","106.59","111.73"
"2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","121.26","99.67","6294","119.52","123"
"2012","1-Pers.- Haushalt","Ostdeutschland","75.97","59.58","889","72.74","79.2"
"2012","1-Pers.- Haushalt","Westdeutschland","88.85","79.67","2567","86.73","90.97"
"2012","Alleinerziehende","Ostdeutschland","96.74","82.67","1237","93.39","100.09"
"2012","Alleinerziehende","Westdeutschland","107.31","98.46","4219","105.68","108.94"
"2012","Paar mit Kind(ern)","Ostdeutschland","121.79","107.67","4089","119.76","123.82"
"2012","Paar mit Kind(ern)","Westdeutschland","124.24","108.17","18309","123.26","125.22"
"2012","Sonstige","Ostdeutschland","125.44","109.5","158","112.47","138.41"
"2012","Sonstige","Westdeutschland","137.05","122.5","555","131.16","142.94"
"2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","109.25","99.5","2134","106.79","111.71"
"2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","122.71","99.96","6708","121.07","124.35"
"2013","1-Pers.- Haushalt","Ostdeutschland","74.32","59.5","856","71.13","77.51"
"2013","1-Pers.- Haushalt","Westdeutschland","90.81","79.58","2761","88.67","92.95"
"2013","Alleinerziehende","Ostdeutschland","101.49","89.5","1186","98.54","104.44"
"2013","Alleinerziehende","Westdeutschland","110","99","4498","108.32","111.68"
"2013","Paar mit Kind(ern)","Ostdeutschland","118.15","99","4148","116.02","120.28"
"2013","Paar mit Kind(ern)","Westdeutschland","126.38","109.88","21695","125.5","127.26"
"2013","Sonstige","Ostdeutschland","128.14","122.92","220","119.7","136.58"
"2013","Sonstige","Westdeutschland","126.88","99.5","1514","123.45","130.31"
"2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","105.03","95.92","2142","102.59","107.47"
"2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","120.32","99.42","6372","118.58","122.06"
"2014","1-Pers.- Haushalt","Ostdeutschland","73.2","59.88","880","69.81","76.59"
"2014","1-Pers.- Haushalt","Westdeutschland","85.5","74.58","2629","83.28","87.72"
"2014","Alleinerziehende","Ostdeutschland","93.29","82.75","989","90.17","96.41"
"2014","Alleinerziehende","Westdeutschland","107.48","99","3655","105.49","109.47"
"2014","Paar mit Kind(ern)","Ostdeutschland","115.52","99.5","3691","113.39","117.65"
"2014","Paar mit Kind(ern)","Westdeutschland","123.53","109.83","18729","122.56","124.5"
"2014","Sonstige","Ostdeutschland","120.15","92.5","180","111.15","129.15"
"2014","Sonstige","Westdeutschland","118.89","97.5","1198","114.05","123.73"
"2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","77.85","77.5","1150","75.47","80.23"
"2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","86","77.5","3000","84.17","87.83"
"2015","1-Pers.- Haushalt","Ostdeutschland","60.66","54.5","678","57.94","63.38"
"2015","1-Pers.- Haushalt","Westdeutschland","68.55","63.5","1896","66.71","70.39"
"2015","Alleinerziehende","Ostdeutschland","86.31","79.5","764","83.28","89.34"
"2015","Alleinerziehende","Westdeutschland","89.04","84.5","2632","86.96","91.12"
"2015","Paar mit Kind(ern)","Ostdeutschland","99.15","84.5","1958","96.04","102.26"
"2015","Paar mit Kind(ern)","Westdeutschland","99.85","96.5","9408","98.57","101.13"
"2015","Sonstige","Ostdeutschland","102.59","66.5","122","90.6","114.58"
"2015","Sonstige","Westdeutschland","100.9","96.5","817","96.6","105.2"
"2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","96.94","89.5","2006","94.69","99.19"
"2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","107.04","99.58","5994","105.42","108.66"
"2016","1-Pers.- Haushalt","Ostdeutschland","70.63","59.58","843","67.54","73.72"
"2016","1-Pers.- Haushalt","Westdeutschland","81.89","69.5","2483","79.71","84.07"
"2016","Alleinerziehende","Ostdeutschland","91.71","83.67","869","88.94","94.48"
"2016","Alleinerziehende","Westdeutschland","97.18","84.5","3022","95.23","99.13"
"2016","Paar mit Kind(ern)","Ostdeutschland","106.21","98.67","3178","104.02","108.4"
"2016","Paar mit Kind(ern)","Westdeutschland","113.02","99.71","16392","112.06","113.98"
"2016","Sonstige","Ostdeutschland","105.64","99.5","171","97.78","113.5"
"2016","Sonstige","Westdeutschland","112.78","99.5","918","107.85","117.71"
"2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","98.23","89.79","2230","95.94","100.52"
"2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","107.12","99.92","6752","105.62","108.62"
"2017","1-Pers.- Haushalt","Ostdeutschland","68.81","59.67","964","65.93","71.69"
"2017","1-Pers.- Haushalt","Westdeutschland","79.87","69.67","2807","77.97","81.77"
"2017","Alleinerziehende","Ostdeutschland","92.48","84.5","889","89.33","95.63"
"2017","Alleinerziehende","Westdeutschland","95.76","86.5","3058","93.7","97.82"
"2017","Paar mit Kind(ern)","Ostdeutschland","107.52","99.54","3423","105.42","109.62"
"2017","Paar mit Kind(ern)","Westdeutschland","113.01","99.92","17093","112.08","113.94"
"2017","Sonstige","Ostdeutschland","118.03","109.17","187","110.24","125.82"
"2017","Sonstige","Westdeutschland","110.83","97","1064","106.23","115.43"
"2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","99.02","89.5","2210","96.72","101.32"
