"year","hhtyp","quintil","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","Sonstige","3","75.52","69.5","220","70.59","80.45"
"1995","Sonstige","4","85.97","83.12","106","78.66","93.28"
"1995","Sonstige","5 Einkommensstärkstes Quintil","73.89","80.62","31","45.41","102.37"
"1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","57.14","51.08","824","55.21","59.07"
"1996","(Ehe-)Paar ohne Kind(er)","2","65.84","60.5","838","63.51","68.17"
"1996","(Ehe-)Paar ohne Kind(er)","3","61.62","55.21","798","59.76","63.48"
"1996","(Ehe-)Paar ohne Kind(er)","4","65.94","59.33","694","63.63","68.25"
"1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","77.63","74.58","370","73.81","81.45"
"1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","46.98","42.79","470","44.81","49.15"
"1996","1-Pers.- Haushalt","2","49.42","46.42","396","46.79","52.05"
"1996","1-Pers.- Haushalt","3","50.63","44.5","229","47.31","53.95"
"1996","1-Pers.- Haushalt","4","56.14","50.5","146","50.84","61.44"
"1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","56.75","51.08","108","50.72","62.78"
"1996","Alleinerziehende","1 Einkommensschwächstes Quintil","62.28","52.08","531","59.41","65.15"
"1996","Alleinerziehende","2","72.47","62.46","184","67.57","77.37"
"1996","Alleinerziehende","3","64.36","62.46","121","57.88","70.84"
"1996","Alleinerziehende","4","81.77","80.96","65","75.38","88.16"
"1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","72.91","63.46","3770","71.8","74.02"
"1996","Paar mit Kind(ern)","2","68.84","60.96","3065","67.7","69.98"
"1996","Paar mit Kind(ern)","3","67.31","60.33","1691","65.75","68.87"
"1996","Paar mit Kind(ern)","4","75.55","66.04","803","73.08","78.02"
"1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","82.86","76.33","382","79.37","86.35"
"1996","Sonstige","1 Einkommensschwächstes Quintil","75.77","63.46","442","72.26","79.28"
"1996","Sonstige","2","67.74","62.46","266","64.22","71.26"
"1996","Sonstige","3","77.84","67.12","195","73.44","82.24"
"1996","Sonstige","4","76.61","74","102","69.67","83.55"
"1996","Sonstige","5 Einkommensstärkstes Quintil","68.5","56.25","31","56.58","80.42"
"1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","61.65","55.71","740","59.5","63.8"
"1997","(Ehe-)Paar ohne Kind(er)","2","62.02","53.62","872","59.93","64.11"
"1997","(Ehe-)Paar ohne Kind(er)","3","63.57","55.96","902","61.65","65.49"
"1997","(Ehe-)Paar ohne Kind(er)","4","65.26","51.58","692","62.74","67.78"
"1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","72.1","69.67","378","68.35","75.85"
"1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","47.67","42.29","427","45.13","50.21"
"1997","1-Pers.- Haushalt","2","48.54","42.79","393","45.66","51.42"
"1997","1-Pers.- Haushalt","3","49.24","46.5","241","46.25","52.23"
"1997","1-Pers.- Haushalt","4","53.14","48.92","155","48.27","58.01"
"1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","65.88","56.21","99","57.74","74.02"
"1997","Alleinerziehende","1 Einkommensschwächstes Quintil","60.79","52.5","482","58.45","63.13"
"1997","Alleinerziehende","2","67.44","62","206","62.63","72.25"
"1997","Alleinerziehende","3","75.34","60.33","138","69.27","81.41"
"1997","Alleinerziehende","4","82.36","70.29","68","73.44","91.28"
"1997","Alleinerziehende","5 Einkommensstärkstes Quintil","94.07","70.29","31","76.66","111.48"
"1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","72.06","63.46","3654","70.99","73.13"
"1997","Paar mit Kind(ern)","2","70.34","63.46","2880","69.15","71.53"
"1997","Paar mit Kind(ern)","3","71.95","63.46","1643","70.33","73.57"
"1997","Paar mit Kind(ern)","4","79.07","70.67","806","76.61","81.53"
"1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","85.84","84.79","369","81.53","90.15"
"1997","Sonstige","1 Einkommensschwächstes Quintil","73.34","69.58","413","70.15","76.53"
"1997","Sonstige","2","85.23","74.21","261","80.59","89.87"
"1997","Sonstige","3","81.61","76.33","218","76.96","86.26"
"1997","Sonstige","4","83.05","76.5","104","76.85","89.25"
"1997","Sonstige","5 Einkommensstärkstes Quintil","100.24","66.04","32","84.92","115.56"
"1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","59.99","51.08","856","57.95","62.03"
"1998","(Ehe-)Paar ohne Kind(er)","2","63.59","59.33","866","61.56","65.62"
"1998","(Ehe-)Paar ohne Kind(er)","3","62.24","55.71","1070","60.47","64.01"
"1998","(Ehe-)Paar ohne Kind(er)","4","62.25","52.58","788","60.23","64.27"
"1998","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","75.91","71.21","492","72.54","79.28"
"1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","45.97","39.5","501","43.7","48.24"
"1998","1-Pers.- Haushalt","2","49.08","42.29","465","46.49","51.67"
"1998","1-Pers.- Haushalt","3","50.79","47","288","47.83","53.75"
"1998","1-Pers.- Haushalt","4","51.91","45.5","209","48.11","55.71"
"1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","60.15","55.46","130","54.32","65.98"
"1998","Alleinerziehende","1 Einkommensschwächstes Quintil","63.39","51.08","546","60.79","65.99"
"1998","Alleinerziehende","2","62.73","51.08","262","59.32","66.14"
"1998","Alleinerziehende","3","63.44","61.38","160","59.15","67.73"
"1998","Alleinerziehende","4","82.84","67.08","61","73.25","92.43"
"1998","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1998","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","68.73","63.58","3827","67.71","69.75"
"1998","Paar mit Kind(ern)","2","67.33","59.83","2944","66.1","68.56"
"1998","Paar mit Kind(ern)","3","69.89","63.5","1704","68.37","71.41"
"1998","Paar mit Kind(ern)","4","76.78","75.29","1056","74.59","78.97"
"1998","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","87.99","76.33","414","84.03","91.95"
"1998","Sonstige","1 Einkommensschwächstes Quintil","70.31","54.21","310","66.25","74.37"
"1998","Sonstige","2","64.9","51.08","305","60.98","68.82"
"1998","Sonstige","3","78.92","69.58","165","72.65","85.19"
"1998","Sonstige","4","87.19","70.29","134","80.93","93.45"
"1998","Sonstige","5 Einkommensstärkstes Quintil","","","","",""
"1999","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","57.19","51.08","700","55.12","59.26"
"1999","(Ehe-)Paar ohne Kind(er)","2","59.27","51.08","858","57.53","61.01"
"1999","(Ehe-)Paar ohne Kind(er)","3","62.64","55.21","1068","60.88","64.4"
"1999","(Ehe-)Paar ohne Kind(er)","4","60.03","53.08","916","57.9","62.16"
"1999","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","70.07","63.04","564","67.26","72.88"
"1999","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","44.06","39.5","457","42","46.12"
"1999","1-Pers.- Haushalt","2","45.91","39.5","448","43.69","48.13"
"1999","1-Pers.- Haushalt","3","48.6","45.38","275","45.62","51.58"
"1999","1-Pers.- Haushalt","4","55.09","50.5","210","50.54","59.64"
"1999","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","63.43","51.08","145","56.01","70.85"
"1999","Alleinerziehende","1 Einkommensschwächstes Quintil","58.79","51.08","515","56.44","61.14"
"1999","Alleinerziehende","2","62.79","50.5","307","59.3","66.28"
"1999","Alleinerziehende","3","62.47","49.38","154","56.78","68.16"
"1999","Alleinerziehende","4","71.36","64.96","67","64.19","78.53"
"1999","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1999","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","69.42","62.5","3127","68.22","70.62"
"1999","Paar mit Kind(ern)","2","66.8","60.5","3278","65.63","67.97"
"1999","Paar mit Kind(ern)","3","68.8","62.5","1906","67.32","70.28"
"1999","Paar mit Kind(ern)","4","70.07","64.96","1077","68.21","71.93"
"1999","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","83.92","73.46","484","80.1","87.74"
"1999","Sonstige","1 Einkommensschwächstes Quintil","69.52","58.83","211","65.72","73.32"
"1999","Sonstige","2","72.26","62.46","204","67.76","76.76"
"1999","Sonstige","3","64.29","59.67","129","59.05","69.53"
"1999","Sonstige","4","66.31","72.42","57","59.32","73.3"
"1999","Sonstige","5 Einkommensstärkstes Quintil","94.8","73.5","30","78.58","111.02"
"2000","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","60.93","51.08","1240","59.22","62.64"
"2000","(Ehe-)Paar ohne Kind(er)","2","62.72","55.71","1576","61.25","64.19"
"2000","(Ehe-)Paar ohne Kind(er)","3","68.71","60.71","1792","66.94","70.48"
"2000","(Ehe-)Paar ohne Kind(er)","4","64.9","55.92","1658","63.21","66.59"
"2000","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","77.14","68.79","1246","74.95","79.33"
"2000","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","45.75","39.58","863","43.67","47.83"
"2000","1-Pers.- Haushalt","2","47.76","45.5","784","45.97","49.55"
"2000","1-Pers.- Haushalt","3","52.82","47.5","568","50.22","55.42"
"2000","1-Pers.- Haushalt","4","54.92","46.92","448","51.6","58.24"
"2000","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","61.88","50.62","389","58.19","65.57"
"2000","Alleinerziehende","1 Einkommensschwächstes Quintil","58.78","50.5","874","56.76","60.8"
"2000","Alleinerziehende","2","65.95","58.83","450","63.08","68.82"
"2000","Alleinerziehende","3","67.05","60.54","284","63.43","70.67"
"2000","Alleinerziehende","4","75.95","64.96","151","70.57","81.33"
"2000","Alleinerziehende","5 Einkommensstärkstes Quintil","73.75","51.08","64","59.18","88.32"
"2000","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","72.02","63.46","4779","70.94","73.1"
"2000","Paar mit Kind(ern)","2","71.15","63.46","5138","70.15","72.15"
"2000","Paar mit Kind(ern)","3","74.15","65.46","3563","73","75.3"
"2000","Paar mit Kind(ern)","4","76.2","67.92","2130","74.59","77.81"
"2000","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","88.84","76.33","1006","86.07","91.61"
"2000","Sonstige","1 Einkommensschwächstes Quintil","68.5","56.75","377","64.51","72.49"
"2000","Sonstige","2","80.64","69.08","292","74.48","86.8"
"2000","Sonstige","3","74.23","70.29","226","69.95","78.51"
"2000","Sonstige","4","82.84","76.33","160","76.24","89.44"
"2000","Sonstige","5 Einkommensstärkstes Quintil","84.3","76.33","63","74.67","93.93"
"2001","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","68.61","60.33","1006","66.5","70.72"
"2001","(Ehe-)Paar ohne Kind(er)","2","69.99","63.46","1310","68.13","71.85"
"2001","(Ehe-)Paar ohne Kind(er)","3","72.56","63.46","1686","70.61","74.51"
"2001","(Ehe-)Paar ohne Kind(er)","4","74.1","62.83","1572","72.17","76.03"
"2001","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","89.39","76.33","1236","86.82","91.96"
"2001","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","50.11","43.5","708","48.11","52.11"
"2001","1-Pers.- Haushalt","2","54.75","50.5","669","52.37","57.13"
"2001","1-Pers.- Haushalt","3","54.75","50.5","526","52.09","57.41"
"2001","1-Pers.- Haushalt","4","56.14","50.5","464","53.47","58.81"
"2001","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","69.27","60.33","350","64.6","73.94"
"2001","Alleinerziehende","1 Einkommensschwächstes Quintil","66.36","55.71","782","63.73","68.99"
"2001","Alleinerziehende","2","76.47","60.33","427","71.99","80.95"
"2001","Alleinerziehende","3","77","73.5","280","73.28","80.72"
"2001","Alleinerziehende","4","77.01","71.71","148","69.89","84.13"
"2001","Alleinerziehende","5 Einkommensstärkstes Quintil","81.96","72.08","48","72.02","91.9"
"2001","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","81.06","70.88","4057","79.75","82.37"
"2001","Paar mit Kind(ern)","2","80.69","75.29","4569","79.49","81.89"
"2001","Paar mit Kind(ern)","3","82.78","75.83","3326","81.45","84.11"
"2001","Paar mit Kind(ern)","4","86.87","76.33","2089","85.02","88.72"
"2001","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","95.22","84.92","1038","92.1","98.34"
"2001","Sonstige","1 Einkommensschwächstes Quintil","79.94","62.46","347","75.38","84.5"
"2001","Sonstige","2","87.85","77.33","284","82.21","93.49"
"2001","Sonstige","3","92.49","80.96","197","86.44","98.54"
"2001","Sonstige","4","105.35","97","140","95.06","115.64"
"2001","Sonstige","5 Einkommensstärkstes Quintil","115.16","110.75","66","101.65","128.67"
"2002","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","69.27","59.17","918","66.99","71.55"
"2002","(Ehe-)Paar ohne Kind(er)","2","69.51","62.25","1248","67.67","71.35"
"2002","(Ehe-)Paar ohne Kind(er)","3","74.18","64.5","1516","72.15","76.21"
"2002","(Ehe-)Paar ohne Kind(er)","4","78.01","68.88","1640","76.08","79.94"
"2002","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","93.39","82.67","2056","90.95","95.83"
"2002","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","50.89","44.5","651","48.67","53.11"
"2002","1-Pers.- Haushalt","2","54.28","49.5","588","51.87","56.69"
"2002","1-Pers.- Haushalt","3","52.71","47.5","522","50.17","55.25"
"2002","1-Pers.- Haushalt","4","60.29","49.5","539","57.12","63.46"
"2002","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","68.05","54.58","398","63.65","72.45"
"2002","Alleinerziehende","1 Einkommensschwächstes Quintil","69.16","59.5","759","66.78","71.54"
"2002","Alleinerziehende","2","70.93","59.17","354","66.92","74.94"
"2002","Alleinerziehende","3","70.31","59.5","266","65.56","75.06"
"2002","Alleinerziehende","4","86.69","79.58","222","79.29","94.09"
"2002","Alleinerziehende","5 Einkommensstärkstes Quintil","92.08","88.42","79","80.12","104.04"
"2002","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","80.52","69.5","3208","78.8","82.24"
"2002","Paar mit Kind(ern)","2","79.5","74.79","3741","78.3","80.7"
"2002","Paar mit Kind(ern)","3","79.88","70.92","3183","78.44","81.32"
"2002","Paar mit Kind(ern)","4","84.59","74.67","2888","82.66","86.52"
"2002","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","111.38","98.5","2501","109.16","113.6"
"2002","Sonstige","1 Einkommensschwächstes Quintil","87.02","76","248","81.23","92.81"
"2002","Sonstige","2","91.95","81.67","240","86.25","97.65"
"2002","Sonstige","3","113.12","102.08","149","106.14","120.1"
"2002","Sonstige","4","89.95","81.25","206","83.59","96.31"
"2002","Sonstige","5 Einkommensstärkstes Quintil","135.36","120.83","110","125.46","145.26"
"2003","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","77.6","66.33","878","74.49","80.71"
"2003","(Ehe-)Paar ohne Kind(er)","2","74.96","66.33","1190","72.71","77.21"
"2003","(Ehe-)Paar ohne Kind(er)","3","78.29","69.5","1548","76.31","80.27"
"2003","(Ehe-)Paar ohne Kind(er)","4","82.95","73.67","1724","80.73","85.17"
"2003","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","94.45","83.25","1864","91.94","96.96"
"2003","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","54.63","49.5","659","52.27","56.99"
"2003","1-Pers.- Haushalt","2","58.47","49.5","540","55.57","61.37"
"2003","1-Pers.- Haushalt","3","58.62","49.5","526","55.65","61.59"
"2003","1-Pers.- Haushalt","4","64.56","51","586","61.46","67.66"
"2003","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","75.19","60.5","369","69.96","80.42"
"2003","Alleinerziehende","1 Einkommensschwächstes Quintil","74.12","61","763","71.67","76.57"
"2003","Alleinerziehende","2","69.44","65.83","394","65.58","73.3"
"2003","Alleinerziehende","3","75.17","72.5","257","70.91","79.43"
"2003","Alleinerziehende","4","90.94","82.5","190","83.66","98.22"
"2003","Alleinerziehende","5 Einkommensstärkstes Quintil","94.63","79.5","60","83.56","105.7"
"2003","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","85.37","77.5","2890","83.52","87.22"
"2003","Paar mit Kind(ern)","2","86.77","77.62","3345","85.27","88.27"
"2003","Paar mit Kind(ern)","3","88.52","79.58","3341","86.83","90.21"
"2003","Paar mit Kind(ern)","4","94.14","82.92","2820","92.23","96.05"
"2003","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","111.94","99.21","2252","109.19","114.69"
"2003","Sonstige","1 Einkommensschwächstes Quintil","100.75","87.5","217","94.96","106.54"
"2003","Sonstige","2","104.76","81.67","190","94.75","114.77"
"2003","Sonstige","3","113.49","91.67","163","104.25","122.73"
"2003","Sonstige","4","96.58","81.67","162","89.67","103.49"
"2003","Sonstige","5 Einkommensstärkstes Quintil","105.21","98.25","88","96.58","113.84"
"2004","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","77.11","69","834","74.12","80.1"
"2004","(Ehe-)Paar ohne Kind(er)","2","77.35","65.83","1106","75.02","79.68"
"2004","(Ehe-)Paar ohne Kind(er)","3","83.62","78.75","1592","81.62","85.62"
"2004","(Ehe-)Paar ohne Kind(er)","4","86.71","79","1756","84.45","88.97"
"2004","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","102.51","90.79","1932","99.75","105.27"
"2004","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","58.91","49.92","618","56.06","61.76"
"2004","1-Pers.- Haushalt","2","64.28","51.33","536","60.61","67.95"
"2004","1-Pers.- Haushalt","3","61.21","51.5","523","57.89","64.53"
"2004","1-Pers.- Haushalt","4","65.76","52.75","572","62.15","69.37"
"2004","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","77.57","69","381","72.9","82.24"
"2004","Alleinerziehende","1 Einkommensschwächstes Quintil","71.68","62.25","775","68.91","74.45"
"2004","Alleinerziehende","2","74.53","64.5","332","69.28","79.78"
"2004","Alleinerziehende","3","77.95","74.5","278","73.34","82.56"
"2004","Alleinerziehende","4","90.01","81.67","136","82.13","97.89"
"2004","Alleinerziehende","5 Einkommensstärkstes Quintil","97.59","79","72","86.57","108.61"
"2004","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","86.88","79.58","2775","85.22","88.54"
"2004","Paar mit Kind(ern)","2","89.48","82.75","3398","88.03","90.93"
"2004","Paar mit Kind(ern)","3","86.83","79.58","3000","85.16","88.5"
"2004","Paar mit Kind(ern)","4","97.68","85.46","2813","95.79","99.57"
"2004","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","116.6","98.75","2085","113.74","119.46"
"2004","Sonstige","1 Einkommensschwächstes Quintil","103.33","95","210","91.21","115.45"
"2004","Sonstige","2","106.27","95.83","166","99.73","112.81"
"2004","Sonstige","3","100.19","97.67","165","93.74","106.64"
"2004","Sonstige","4","89.22","87.25","126","81.88","96.56"
"2004","Sonstige","5 Einkommensstärkstes Quintil","105.37","95","103","94.26","116.48"
"2005","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","79.62","69.5","808","76.86","82.38"
"2005","(Ehe-)Paar ohne Kind(er)","2","85.45","76.5","1086","82.62","88.28"
"2005","(Ehe-)Paar ohne Kind(er)","3","87.83","79.58","1470","85.47","90.19"
"2005","(Ehe-)Paar ohne Kind(er)","4","92.17","83.17","1640","89.89","94.45"
"2005","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","107.22","99.67","1988","104.34","110.1"
"2005","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","58.19","49","634","55.51","60.87"
"2005","1-Pers.- Haushalt","2","64.24","54.08","508","60.83","67.65"
"2005","1-Pers.- Haushalt","3","67.39","58.17","541","63.59","71.19"
"2005","1-Pers.- Haushalt","4","70.78","59.5","603","67.41","74.15"
"2005","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","79.63","69.67","410","75.16","84.1"
"2005","Alleinerziehende","1 Einkommensschwächstes Quintil","75.39","69","801","72.31","78.47"
"2005","Alleinerziehende","2","72.81","70.5","376","69.53","76.09"
"2005","Alleinerziehende","3","86.95","74.5","244","81.67","92.23"
"2005","Alleinerziehende","4","87.61","82.67","157","78.3","96.92"
"2005","Alleinerziehende","5 Einkommensstärkstes Quintil","102.27","104.17","78","93.21","111.33"
"2005","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","94.52","83.17","2597","92.72","96.32"
"2005","Paar mit Kind(ern)","2","92.41","83.17","2993","90.73","94.09"
"2005","Paar mit Kind(ern)","3","95.29","82.92","2845","93.59","96.99"
"2005","Paar mit Kind(ern)","4","103.94","97.17","2726","102.01","105.87"
"2005","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","123.09","104.42","2038","119.68","126.5"
"2005","Sonstige","1 Einkommensschwächstes Quintil","93.89","77.5","211","79.12","108.66"
"2005","Sonstige","2","99.35","97.5","185","92.09","106.61"
"2005","Sonstige","3","107.37","92.71","123","100.02","114.72"
"2005","Sonstige","4","97.42","90","104","88.93","105.91"
"2005","Sonstige","5 Einkommensstärkstes Quintil","124.81","127.5","79","112.86","136.76"
"2006","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","87.97","75.5","952","84.3","91.64"
"2006","(Ehe-)Paar ohne Kind(er)","2","96.08","83.17","1316","93.44","98.72"
"2006","(Ehe-)Paar ohne Kind(er)","3","96.09","84.5","1566","93.74","98.44"
"2006","(Ehe-)Paar ohne Kind(er)","4","100.88","89.5","1874","98.37","103.39"
"2006","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","120","99.58","2136","116.88","123.12"
"2006","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","62.52","51.75","745","60.06","64.98"
"2006","1-Pers.- Haushalt","2","70.11","59.96","536","66.56","73.66"
"2006","1-Pers.- Haushalt","3","79.35","69.58","575","75.19","83.51"
"2006","1-Pers.- Haushalt","4","77","64.08","683","73.56","80.44"
"2006","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","93.51","79.58","478","87.72","99.3"
"2006","Alleinerziehende","1 Einkommensschwächstes Quintil","82.15","71.5","910","79.13","85.17"
"2006","Alleinerziehende","2","81.45","68.33","407","77.02","85.88"
"2006","Alleinerziehende","3","93.8","77.5","257","88.26","99.34"
"2006","Alleinerziehende","4","99.2","85.67","197","92.27","106.13"
"2006","Alleinerziehende","5 Einkommensstärkstes Quintil","118.83","106.25","93","106.76","130.9"
"2006","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","101.21","91.33","2621","99.11","103.31"
"2006","Paar mit Kind(ern)","2","106.18","97.5","3096","104.13","108.23"
"2006","Paar mit Kind(ern)","3","108.03","99.5","3031","106.16","109.9"
"2006","Paar mit Kind(ern)","4","110.53","99.5","2851","108.25","112.81"
"2006","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","140.85","124","1989","137.47","144.23"
"2006","Sonstige","1 Einkommensschwächstes Quintil","115.85","106.67","196","105.71","125.99"
"2006","Sonstige","2","138.33","112.5","183","129.63","147.03"
"2006","Sonstige","3","124.46","118.33","124","111.42","137.5"
"2006","Sonstige","4","151.14","122.5","130","135.76","166.52"
"2006","Sonstige","5 Einkommensstärkstes Quintil","129.01","95","61","109.74","148.28"
"2007","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","97.57","83.17","754","93.81","101.33"
"2007","(Ehe-)Paar ohne Kind(er)","2","98.4","88.25","1230","95.4","101.4"
"2007","(Ehe-)Paar ohne Kind(er)","3","101.82","99.75","1460","99.32","104.32"
"2007","(Ehe-)Paar ohne Kind(er)","4","108.99","99.92","1776","106.34","111.64"
"2007","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","125.04","112.75","2074","121.82","128.26"
"2007","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","66.56","58.17","679","63.81","69.31"
"2007","1-Pers.- Haushalt","2","73.98","63.5","514","70.6","77.36"
"2007","1-Pers.- Haushalt","3","79.69","69.5","537","75.29","84.09"
"2007","1-Pers.- Haushalt","4","80.53","69","674","77.01","84.05"
"2007","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","94.16","81","459","88.32","100"
"2007","Alleinerziehende","1 Einkommensschwächstes Quintil","89.98","79","798","86.78","93.18"
"2007","Alleinerziehende","2","104.19","79.58","396","96.25","112.13"
"2007","Alleinerziehende","3","96.35","83.17","276","90.47","102.23"
"2007","Alleinerziehende","4","108.35","96.12","142","98.74","117.96"
"2007","Alleinerziehende","5 Einkommensstärkstes Quintil","118.27","103.33","105","107.77","128.77"
"2007","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","110.83","98.96","2196","108.32","113.34"
"2007","Paar mit Kind(ern)","2","113.13","98.5","2784","111.07","115.19"
"2007","Paar mit Kind(ern)","3","110.52","99.58","2804","108.43","112.61"
"2007","Paar mit Kind(ern)","4","116.18","99.58","2760","113.8","118.56"
"2007","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","142.07","123","1983","138.24","145.9"
"2007","Sonstige","1 Einkommensschwächstes Quintil","128.67","96","173","104.7","152.64"
"2007","Sonstige","2","127.53","114.17","142","119.73","135.33"
