year,migback,regtyp,ple0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2015,Indirect migration background,Urban regions,Yes,0.0025003003268852402,60,25027,0.0024882939852136545,0.002512306668556826
2015,Indirect migration background,Urban regions,No,0.038419659698289636,1209,25027,0.03837345057092309,0.03846586882565618
2015,Indirect migration background,Rural regions,No,0.008134590881535182,280,25027,0.008112995919112805,0.00815618584395756
2017,No migration background,Urban regions,Yes,0.11436646226381587,2434,26527,0.1142908932055289,0.11444203132210284
2017,No migration background,Urban regions,No,0.4053081749575217,9858,26527,0.4051915997209479,0.40542475019409546
2017,No migration background,Rural regions,Yes,0.06596468629316798,1604,26527,0.06590574698438388,0.06602362560195209
2017,No migration background,Rural regions,No,0.20983529009524418,6262,26527,0.20973860362201202,0.20993197656847634
2017,Direct migration background,Urban regions,Yes,0.02233328528240181,464,26527,0.02229819883789584,0.022368371726907782
2017,Direct migration background,Urban regions,No,0.09563034485892312,3042,26527,0.09556051542983429,0.09570017428801195
2017,Direct migration background,Rural regions,Yes,0.0067457472870890225,194,26527,0.006726311018595427,0.006765183555582618
2017,Direct migration background,Rural regions,No,0.02479201725207495,1054,26527,0.024755096359130545,0.024828938145019356
2017,Indirect migration background,Urban regions,Yes,0.002770652375491876,84,26527,0.0027581711800207147,0.0027831335709630374
2017,Indirect migration background,Urban regions,No,0.044686797306494316,1265,26527,0.04463773701272215,0.04473585760026648
2017,Indirect migration background,Rural regions,No,0.007566542027775141,266,26527,0.007545965738235722,0.0075871183173145595
2019,No migration background,Urban regions,Yes,0.11530177637867933,2503,25153,0.11522524184520473,0.11537831091215393
2019,No migration background,Urban regions,No,0.3972836184811182,9693,25153,0.3971663588053021,0.3974008781569343
2019,No migration background,Rural regions,Yes,0.0672896895356636,1643,25153,0.06722965660935533,0.06734972246197186
2019,No migration background,Rural regions,No,0.20675384184127615,5859,25153,0.20665679695725828,0.20685088672529403
2019,Direct migration background,Urban regions,Yes,0.023611831009931115,451,25153,0.023575446381023064,0.023648215638839166
2019,Direct migration background,Urban regions,No,0.09978921861999604,2467,25153,0.09971739690380026,0.09986104033619182
2019,Direct migration background,Rural regions,Yes,0.006752306244027216,174,25153,0.00673268182941948,0.006771930658634953
2019,Direct migration background,Rural regions,No,0.02400890603714021,839,25153,0.023972224208660815,0.024045587865619607
2019,Indirect migration background,Urban regions,Yes,0.0035006680081962837,100,25153,0.0034865147694960463,0.003514821246896521
2019,Indirect migration background,Urban regions,No,0.0470363033708233,1151,25153,0.046985569659655106,0.04708703708199149
2019,Indirect migration background,Rural regions,No,0.00867184047314856,273,25153,0.00864962240861145,0.008694058537685671
2021,No migration background,Urban regions,Yes,0.12711152881555188,1867,19148,0.12703267510557564,0.1271903825255281
2021,No migration background,Urban regions,No,0.38792279701847815,6399,19148,0.3878074447778475,0.3880381492591088
2021,No migration background,Rural regions,Yes,0.06780917291792087,1101,19148,0.06774965511136617,0.06786869072447556
2021,No migration background,Rural regions,No,0.20966195441840624,3742,19148,0.20956559003638878,0.2097583188004237
2021,Direct migration background,Urban regions,Yes,0.024485814196967985,527,19148,0.02444922740333184,0.02452240099060413
2021,Direct migration background,Urban regions,No,0.09519212592679345,3460,19148,0.09512265085886722,0.09526160099471968
2021,Direct migration background,Rural regions,Yes,0.00756962926819318,166,19148,0.007549111146114882,0.007590147390271478
2021,Direct migration background,Rural regions,No,0.02641599150573778,967,19148,0.026378027637675355,0.026453955373800207
2021,Indirect migration background,Urban regions,Yes,0.0039593086020090415,74,19148,0.003944442452416497,0.003974174751601586
2021,Indirect migration background,Urban regions,No,0.04210008542668759,669,19148,0.04205254623017824,0.04214762462319694
2021,Indirect migration background,Rural regions,No,0.0077715919032537795,176,19148,0.007750803980065691,0.007792379826441868
