year,age_gr,regtyp,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,30-45 y.,Rural regions,Yes,0.07153,151,2415,0.06125,0.08181
2017,30-45 y.,Rural regions,No,0.92847,2264,2415,0.91819,0.93875
2017,46-65 y.,Urban regions,Yes,0.23378,1365,6286,0.22332,0.24424
2017,46-65 y.,Urban regions,No,0.76622,4921,6286,0.75576,0.77668
2017,46-65 y.,Rural regions,Yes,0.27734,907,3687,0.26288,0.29179
2017,46-65 y.,Rural regions,No,0.72266,2780,3687,0.70821,0.73712
2017,66 and older,Urban regions,Yes,0.42827,1246,3107,0.41087,0.44567
2017,66 and older,Urban regions,No,0.57173,1861,3107,0.55433,0.58913
2017,66 and older,Rural regions,Yes,0.41786,728,1853,0.39540,0.44032
2017,66 and older,Rural regions,No,0.58214,1125,1853,0.55968,0.60460
2019,17-29 y.,No answer / don't know,No,0.95155,112,112,0.91161,0.99150
2019,17-29 y.,Urban regions,Yes,0.03170,61,2568,0.02492,0.03848
2019,17-29 y.,Urban regions,No,0.96830,2507,2568,0.96152,0.97508
2019,17-29 y.,Rural regions,No,0.97850,1134,1134,0.97005,0.98694
2019,30-45 y.,No answer / don't know,No,0.90535,137,137,0.85615,0.95455
2019,30-45 y.,Urban regions,Yes,0.06276,272,4064,0.05530,0.07022
2019,30-45 y.,Urban regions,No,0.93724,3792,4064,0.92978,0.94470
2019,30-45 y.,Rural regions,Yes,0.08118,164,2068,0.06940,0.09295
2019,30-45 y.,Rural regions,No,0.91882,1904,2068,0.90705,0.93060
2019,46-65 y.,No answer / don't know,Yes,0.27628,59,198,0.21384,0.33873
2019,46-65 y.,No answer / don't know,No,0.72372,139,198,0.66127,0.78616
2019,46-65 y.,Urban regions,Yes,0.24663,1449,6536,0.23618,0.25708
2019,46-65 y.,Urban regions,No,0.75337,5087,6536,0.74292,0.76382
2019,46-65 y.,Rural regions,Yes,0.26985,878,3686,0.25552,0.28419
2019,46-65 y.,Rural regions,No,0.73015,2808,3686,0.71581,0.74448
2019,66 and older,No answer / don't know,No,0.66125,55,55,0.53502,0.78749
2019,66 and older,Urban regions,Yes,0.41312,1274,3223,0.39612,0.43012
2019,66 and older,Urban regions,No,0.58688,1949,3223,0.56988,0.60388
2019,66 and older,Rural regions,Yes,0.42795,769,1871,0.40552,0.45037
2019,66 and older,Rural regions,No,0.57205,1102,1871,0.54963,0.59448
2021,17-29 y.,Urban regions,Yes,0.03000,58,2323,0.02307,0.03694
2021,17-29 y.,Urban regions,No,0.97000,2265,2323,0.96306,0.97693
2021,17-29 y.,Rural regions,No,0.96559,835,835,0.95322,0.97797
2021,30-45 y.,Urban regions,Yes,0.07941,295,3671,0.07066,0.08816
2021,30-45 y.,Urban regions,No,0.92059,3376,3671,0.91184,0.92934
2021,30-45 y.,Rural regions,Yes,0.08741,141,1534,0.07327,0.10155
2021,30-45 y.,Rural regions,No,0.91259,1393,1534,0.89845,0.92673
2021,46-65 y.,Urban regions,Yes,0.26851,1175,4774,0.25594,0.28109
2021,46-65 y.,Urban regions,No,0.73149,3599,4774,0.71891,0.74406
2021,46-65 y.,Rural regions,Yes,0.26483,599,2441,0.24732,0.28234
2021,46-65 y.,Rural regions,No,0.73517,1842,2441,0.71766,0.75268
2021,66 and older,Urban regions,Yes,0.45953,941,2244,0.43891,0.48016
2021,66 and older,Urban regions,No,0.54047,1303,2244,0.51984,0.56109
2021,66 and older,Rural regions,Yes,0.43573,520,1320,0.40897,0.46249
2021,66 and older,Rural regions,No,0.56427,800,1320,0.53751,0.59103
