year,quintil_oecd,sampreg,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,5th Quintile,West,No,0.82900,3741,4502,0.81800,0.84000
2015,5th Quintile,East,Yes,0.13156,80,606,0.10462,0.15849
2015,5th Quintile,East,No,0.86844,526,606,0.84151,0.89538
2017,1st Quintile,West,Yes,0.22644,572,3502,0.21258,0.24031
2017,1st Quintile,West,No,0.77356,2930,3502,0.75969,0.78742
2017,1st Quintile,East,Yes,0.23511,240,1215,0.21125,0.25896
2017,1st Quintile,East,No,0.76489,975,1215,0.74104,0.78875
2017,2nd Quintile,West,Yes,0.24001,638,3523,0.22591,0.25412
2017,2nd Quintile,West,No,0.75999,2885,3523,0.74588,0.77409
2017,2nd Quintile,East,Yes,0.23431,284,1270,0.21101,0.25762
2017,2nd Quintile,East,No,0.76569,986,1270,0.74238,0.78899
2017,3rd Quintile,West,Yes,0.24783,633,3415,0.23335,0.26231
2017,3rd Quintile,West,No,0.75217,2782,3415,0.73769,0.76665
2017,3rd Quintile,East,Yes,0.26286,240,999,0.23555,0.29017
2017,3rd Quintile,East,No,0.73714,759,999,0.70983,0.76445
2017,4th Quintile,West,Yes,0.20532,648,3650,0.19222,0.21843
2017,4th Quintile,West,No,0.79468,3002,3650,0.78157,0.80778
2017,4th Quintile,East,Yes,0.19937,137,708,0.16992,0.22882
2017,4th Quintile,East,No,0.80063,571,708,0.77118,0.83008
2017,5th Quintile,West,Yes,0.18268,695,3985,0.17068,0.19468
2017,5th Quintile,West,No,0.81732,3290,3985,0.80532,0.82932
2017,5th Quintile,East,Yes,0.18093,87,569,0.14927,0.21259
2017,5th Quintile,East,No,0.81907,482,569,0.78741,0.85073
2019,1st Quintile,West,Yes,0.22891,580,3242,0.21445,0.24338
2019,1st Quintile,West,No,0.77109,2662,3242,0.75662,0.78555
2019,1st Quintile,East,Yes,0.23450,255,1203,0.21055,0.25846
2019,1st Quintile,East,No,0.76550,948,1203,0.74154,0.78945
2019,2nd Quintile,West,Yes,0.22860,708,3488,0.21466,0.24254
2019,2nd Quintile,West,No,0.77140,2780,3488,0.75746,0.78534
2019,2nd Quintile,East,Yes,0.27043,320,1281,0.24610,0.29476
2019,2nd Quintile,East,No,0.72957,961,1281,0.70524,0.75390
2019,3rd Quintile,West,Yes,0.21680,665,3354,0.20285,0.23075
2019,3rd Quintile,West,No,0.78320,2689,3354,0.76925,0.79715
2019,3rd Quintile,East,Yes,0.22770,219,1068,0.20254,0.25287
2019,3rd Quintile,East,No,0.77230,849,1068,0.74713,0.79746
2019,4th Quintile,West,Yes,0.21612,691,3523,0.20252,0.22971
2019,4th Quintile,West,No,0.78388,2832,3523,0.77029,0.79748
2019,4th Quintile,East,Yes,0.20846,157,750,0.17936,0.23755
2019,4th Quintile,East,No,0.79154,593,750,0.76245,0.82064
2019,5th Quintile,West,Yes,0.19074,810,4204,0.17886,0.20262
2019,5th Quintile,West,No,0.80926,3394,4204,0.79738,0.82114
2019,5th Quintile,East,Yes,0.14773,103,614,0.11964,0.17582
2019,5th Quintile,East,No,0.85227,511,614,0.82418,0.88036
2021,1st Quintile,West,Yes,0.24218,655,3774,0.22851,0.25585
2021,1st Quintile,West,No,0.75782,3119,3774,0.74415,0.77149
2021,1st Quintile,East,Yes,0.26183,198,998,0.23454,0.28912
2021,1st Quintile,East,No,0.73817,800,998,0.71088,0.76546
2021,2nd Quintile,West,Yes,0.23425,534,2636,0.21808,0.25042
2021,2nd Quintile,West,No,0.76575,2102,2636,0.74958,0.78192
2021,2nd Quintile,East,Yes,0.27232,227,892,0.24309,0.30155
2021,2nd Quintile,East,No,0.72768,665,892,0.69845,0.75691
2021,3rd Quintile,West,Yes,0.24704,521,2439,0.22992,0.26416
2021,3rd Quintile,West,No,0.75296,1918,2439,0.73584,0.77008
2021,3rd Quintile,East,Yes,0.21774,129,686,0.18683,0.24865
2021,3rd Quintile,East,No,0.78226,557,686,0.75135,0.81317
2021,4th Quintile,West,Yes,0.22869,529,2596,0.21253,0.24484
2021,4th Quintile,West,No,0.77131,2067,2596,0.75516,0.78747
2021,4th Quintile,East,Yes,0.27340,130,586,0.23728,0.30952
2021,4th Quintile,East,No,0.72660,456,586,0.69048,0.76272
2021,5th Quintile,West,Yes,0.20072,692,3605,0.18765,0.21380
2021,5th Quintile,West,No,0.79928,2913,3605,0.78620,0.81235
2021,5th Quintile,East,Yes,0.14377,100,650,0.11677,0.17076
2021,5th Quintile,East,No,0.85623,550,650,0.82924,0.88323
