year,migback,quintil_oecd,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Indirect migration background,5th Quintile,Agree,0.50771,80,131,0.42177,0.59366
2003,Indirect migration background,5th Quintile,Disagree,0.32096,51,131,0.24071,0.40121
2008,No migration background,1st Quintile,Strongly agree,0.05304,108,2177,0.04362,0.06246
2008,No migration background,1st Quintile,Agree,0.46741,1022,2177,0.44645,0.48838
2008,No migration background,1st Quintile,Disagree,0.39725,869,2177,0.37669,0.41781
2008,No migration background,1st Quintile,Strongly disagree,0.08230,178,2177,0.07075,0.09385
2008,No migration background,2nd Quintile,Strongly agree,0.04921,142,2819,0.04123,0.05720
2008,No migration background,2nd Quintile,Agree,0.51170,1442,2819,0.49324,0.53015
2008,No migration background,2nd Quintile,Disagree,0.37883,1069,2819,0.36092,0.39674
2008,No migration background,2nd Quintile,Strongly disagree,0.06026,166,2819,0.05147,0.06905
2008,No migration background,3rd Quintile,Strongly agree,0.04965,154,3271,0.04221,0.05710
2008,No migration background,3rd Quintile,Agree,0.53764,1809,3271,0.52055,0.55473
2008,No migration background,3rd Quintile,Disagree,0.37566,1195,3271,0.35906,0.39226
2008,No migration background,3rd Quintile,Strongly disagree,0.03705,113,3271,0.03057,0.04352
2008,No migration background,4th Quintile,Strongly agree,0.04832,186,3460,0.04117,0.05546
2008,No migration background,4th Quintile,Agree,0.55884,1991,3460,0.54229,0.57538
2008,No migration background,4th Quintile,Disagree,0.35084,1144,3460,0.33493,0.36674
2008,No migration background,4th Quintile,Strongly disagree,0.04201,139,3460,0.03532,0.04870
2008,No migration background,5th Quintile,Strongly agree,0.06349,354,4870,0.05664,0.07034
2008,No migration background,5th Quintile,Agree,0.62607,3116,4870,0.61248,0.63967
2008,No migration background,5th Quintile,Disagree,0.28053,1275,4870,0.26792,0.29315
2008,No migration background,5th Quintile,Strongly disagree,0.02990,125,4870,0.02512,0.03469
2008,Direct migration background,1st Quintile,Strongly agree,0.06960,43,595,0.04914,0.09007
2008,Direct migration background,1st Quintile,Agree,0.46875,269,595,0.42862,0.50888
2008,Direct migration background,1st Quintile,Disagree,0.36489,218,595,0.32618,0.40361
2008,Direct migration background,1st Quintile,Strongly disagree,0.09676,65,595,0.07298,0.12053
2008,Direct migration background,2nd Quintile,Agree,0.45294,201,357,0.40123,0.50465
2008,Direct migration background,2nd Quintile,Disagree,0.41043,156,357,0.35933,0.46153
2008,Direct migration background,3rd Quintile,Agree,0.49380,190,326,0.43944,0.54815
2008,Direct migration background,3rd Quintile,Disagree,0.38874,136,326,0.33575,0.44174
2008,Direct migration background,4th Quintile,Agree,0.43120,151,248,0.36943,0.49296
2008,Direct migration background,4th Quintile,Disagree,0.41560,97,248,0.35414,0.47706
2008,Direct migration background,5th Quintile,Agree,0.54716,142,213,0.48016,0.61417
2008,Direct migration background,5th Quintile,Disagree,0.30075,71,213,0.23902,0.36248
2008,Indirect migration background,1st Quintile,Agree,0.47633,85,162,0.39919,0.55348
2008,Indirect migration background,1st Quintile,Disagree,0.39148,77,162,0.31609,0.46688
2008,Indirect migration background,2nd Quintile,Agree,0.40265,54,122,0.31526,0.49003
2008,Indirect migration background,2nd Quintile,Disagree,0.44415,68,122,0.35561,0.53268
2008,Indirect migration background,3rd Quintile,Agree,0.50862,81,150,0.42835,0.58889
2008,Indirect migration background,3rd Quintile,Disagree,0.39329,69,150,0.31485,0.47172
2008,Indirect migration background,4th Quintile,Agree,0.56286,76,113,0.47099,0.65472
2008,Indirect migration background,4th Quintile,Disagree,0.33227,37,113,0.24503,0.41950
2008,Indirect migration background,5th Quintile,Agree,0.53184,85,122,0.44293,0.62075
2008,Indirect migration background,5th Quintile,Disagree,0.36088,37,122,0.27531,0.44646
2013,No migration background,1st Quintile,Strongly agree,0.06315,224,3814,0.05543,0.07087
2013,No migration background,1st Quintile,Agree,0.48973,1916,3814,0.47386,0.50559
2013,No migration background,1st Quintile,Disagree,0.38093,1414,3814,0.36552,0.39635
2013,No migration background,1st Quintile,Strongly disagree,0.06619,260,3814,0.05830,0.07408
2013,No migration background,2nd Quintile,Strongly agree,0.06186,259,4224,0.05459,0.06913
2013,No migration background,2nd Quintile,Agree,0.56372,2505,4224,0.54876,0.57868
2013,No migration background,2nd Quintile,Disagree,0.32408,1295,4224,0.30996,0.33819
2013,No migration background,2nd Quintile,Strongly disagree,0.05034,165,4224,0.04375,0.05694
2013,No migration background,3rd Quintile,Strongly agree,0.04705,256,4193,0.04064,0.05346
2013,No migration background,3rd Quintile,Agree,0.60856,2611,4193,0.59378,0.62333
2013,No migration background,3rd Quintile,Disagree,0.31309,1213,4193,0.29906,0.32713
2013,No migration background,3rd Quintile,Strongly disagree,0.03130,113,4193,0.02603,0.03657
2013,No migration background,4th Quintile,Strongly agree,0.06863,310,4326,0.06109,0.07616
2013,No migration background,4th Quintile,Agree,0.62104,2766,4326,0.60658,0.63550
2013,No migration background,4th Quintile,Disagree,0.28772,1157,4326,0.27422,0.30121
2013,No migration background,4th Quintile,Strongly disagree,0.02262,93,4326,0.01819,0.02705
2013,No migration background,5th Quintile,Strongly agree,0.07672,423,4949,0.06931,0.08414
2013,No migration background,5th Quintile,Agree,0.66428,3374,4949,0.65113,0.67744
2013,No migration background,5th Quintile,Disagree,0.23377,1053,4949,0.22197,0.24556
2013,No migration background,5th Quintile,Strongly disagree,0.02523,99,4949,0.02086,0.02960
2013,Direct migration background,1st Quintile,Strongly agree,0.10454,80,968,0.08526,0.12383
2013,Direct migration background,1st Quintile,Agree,0.48758,479,968,0.45608,0.51909
2013,Direct migration background,1st Quintile,Disagree,0.33677,344,968,0.30699,0.36656
2013,Direct migration background,1st Quintile,Strongly disagree,0.07110,65,968,0.05490,0.08730
2013,Direct migration background,2nd Quintile,Strongly agree,0.05698,50,709,0.03991,0.07406
2013,Direct migration background,2nd Quintile,Agree,0.51477,379,709,0.47796,0.55159
2013,Direct migration background,2nd Quintile,Disagree,0.37128,239,709,0.33569,0.40687
2013,Direct migration background,2nd Quintile,Strongly disagree,0.05696,41,709,0.03989,0.07403
2013,Direct migration background,3rd Quintile,Strongly agree,0.08229,35,443,0.05667,0.10791
2013,Direct migration background,3rd Quintile,Agree,0.57702,279,443,0.53096,0.62308
2013,Direct migration background,3rd Quintile,Disagree,0.29454,129,443,0.25205,0.33704
2013,Direct migration background,4th Quintile,Agree,0.58072,207,295,0.52431,0.63712
2013,Direct migration background,4th Quintile,Disagree,0.30719,88,295,0.25445,0.35992
2013,Direct migration background,5th Quintile,Strongly agree,0.12191,38,321,0.08606,0.15775
2013,Direct migration background,5th Quintile,Agree,0.62334,212,321,0.57025,0.67643
2013,Direct migration background,5th Quintile,Disagree,0.24354,71,321,0.19651,0.29056
2013,Indirect migration background,1st Quintile,Agree,0.52271,149,267,0.46268,0.58274
2013,Indirect migration background,1st Quintile,Disagree,0.35076,118,267,0.29341,0.40811
2013,Indirect migration background,2nd Quintile,Agree,0.51209,130,220,0.44589,0.57829
2013,Indirect migration background,2nd Quintile,Disagree,0.39550,90,220,0.33074,0.46025
2013,Indirect migration background,3rd Quintile,Agree,0.54110,115,182,0.46850,0.61370
2013,Indirect migration background,3rd Quintile,Disagree,0.42733,67,182,0.35526,0.49940
2013,Indirect migration background,4th Quintile,Agree,0.59212,102,156,0.51475,0.66949
2013,Indirect migration background,4th Quintile,Disagree,0.31927,54,156,0.24588,0.39266
2013,Indirect migration background,5th Quintile,Agree,0.64900,121,167,0.57639,0.72161
2013,Indirect migration background,5th Quintile,Disagree,0.24677,46,167,0.18118,0.31235
2018,No migration background,1st Quintile,Strongly agree,0.06349,168,2835,0.05451,0.07247
2018,No migration background,1st Quintile,Agree,0.50864,1429,2835,0.49024,0.52705
2018,No migration background,1st Quintile,Disagree,0.37290,1067,2835,0.35509,0.39070
2018,No migration background,1st Quintile,Strongly disagree,0.05497,171,2835,0.04658,0.06336
2018,No migration background,2nd Quintile,Strongly agree,0.06547,231,3654,0.05745,0.07349
2018,No migration background,2nd Quintile,Agree,0.58918,2160,3654,0.57323,0.60514
2018,No migration background,2nd Quintile,Disagree,0.30788,1122,3654,0.29291,0.32285
2018,No migration background,2nd Quintile,Strongly disagree,0.03747,141,3654,0.03131,0.04362
2018,No migration background,3rd Quintile,Strongly agree,0.05858,227,3690,0.05100,0.06616
2018,No migration background,3rd Quintile,Agree,0.62647,2387,3690,0.61086,0.64208
2018,No migration background,3rd Quintile,Disagree,0.28893,986,3690,0.27430,0.30355
2018,No migration background,3rd Quintile,Strongly disagree,0.02603,90,3690,0.02089,0.03117
2018,No migration background,4th Quintile,Strongly agree,0.08222,326,3995,0.07370,0.09074
2018,No migration background,4th Quintile,Agree,0.67145,2707,3995,0.65688,0.68601
2018,No migration background,4th Quintile,Disagree,0.23113,904,3995,0.21806,0.24421
2018,No migration background,4th Quintile,Strongly disagree,0.01520,58,3995,0.01141,0.01900
2018,No migration background,5th Quintile,Strongly agree,0.07992,437,4418,0.07192,0.08792
2018,No migration background,5th Quintile,Agree,0.67034,3058,4418,0.65648,0.68420
2018,No migration background,5th Quintile,Disagree,0.22980,860,4418,0.21739,0.24221
2018,No migration background,5th Quintile,Strongly disagree,0.01994,63,4418,0.01582,0.02406
2018,Direct migration background,1st Quintile,Strongly agree,0.09809,643,3838,0.08868,0.10750
2018,Direct migration background,1st Quintile,Agree,0.47572,1907,3838,0.45992,0.49153
2018,Direct migration background,1st Quintile,Disagree,0.30264,818,3838,0.28810,0.31717
2018,Direct migration background,1st Quintile,Strongly disagree,0.12355,470,3838,0.11314,0.13396
2018,Direct migration background,2nd Quintile,Strongly agree,0.07286,116,1258,0.05850,0.08723
2018,Direct migration background,2nd Quintile,Agree,0.54218,674,1258,0.51464,0.56972
2018,Direct migration background,2nd Quintile,Disagree,0.29593,369,1258,0.27070,0.32117
2018,Direct migration background,2nd Quintile,Strongly disagree,0.08902,99,1258,0.07328,0.10477
2018,Direct migration background,3rd Quintile,Strongly agree,0.06881,69,825,0.05153,0.08610
2018,Direct migration background,3rd Quintile,Agree,0.59172,498,825,0.55816,0.62528
2018,Direct migration background,3rd Quintile,Disagree,0.28562,210,825,0.25478,0.31647
2018,Direct migration background,3rd Quintile,Strongly disagree,0.05384,48,825,0.03843,0.06925
2018,Direct migration background,4th Quintile,Strongly agree,0.06610,39,508,0.04447,0.08773
2018,Direct migration background,4th Quintile,Agree,0.55632,335,508,0.51307,0.59956
2018,Direct migration background,4th Quintile,Disagree,0.34148,134,508,0.30020,0.38276
2018,Direct migration background,5th Quintile,Strongly agree,0.09897,51,415,0.07021,0.12774
2018,Direct migration background,5th Quintile,Agree,0.65669,273,415,0.61095,0.70243
2018,Direct migration background,5th Quintile,Disagree,0.19746,91,415,0.15911,0.23580
2018,Indirect migration background,1st Quintile,Agree,0.48201,184,398,0.43286,0.53117
2018,Indirect migration background,1st Quintile,Disagree,0.38514,175,398,0.33727,0.43301
2018,Indirect migration background,1st Quintile,Strongly disagree,0.08612,39,398,0.05852,0.11371
2018,Indirect migration background,2nd Quintile,Agree,0.48967,205,332,0.43582,0.54353
2018,Indirect migration background,2nd Quintile,Disagree,0.36082,127,332,0.30909,0.41256
2018,Indirect migration background,3rd Quintile,Agree,0.54616,161,257,0.48518,0.60715
2018,Indirect migration background,3rd Quintile,Disagree,0.36368,96,257,0.30475,0.42261
2018,Indirect migration background,4th Quintile,Agree,0.68670,126,179,0.61856,0.75484
2018,Indirect migration background,4th Quintile,Disagree,0.23128,53,179,0.16934,0.29323
2018,Indirect migration background,5th Quintile,Agree,0.70844,141,186,0.64295,0.77393
2018,Indirect migration background,5th Quintile,Disagree,0.21908,45,186,0.15948,0.27869
