"plh0192","year","bula_h","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Stimme eher zu","2003","Hamburg","weiblich","96","0.586724341984437","0.509942855840408","0.663505828128465"
"Stimme eher zu","2003","Niedersachsen","maennlich","530","0.530305518398903","0.498038329063569","0.562572707734237"
"Stimme eher zu","2003","Niedersachsen","weiblich","569","0.568769938610959","0.537747239799843","0.599792637422074"
"Stimme eher zu","2003","Bremen","maennlich","44","0.57158403643098","0.463818858669636","0.679349214192324"
"Stimme eher zu","2003","Bremen","weiblich","44","0.451030695910553","0.349899836640185","0.55216155518092"
"Stimme eher zu","2003","Nordrhein-Westfalen","maennlich","1272","0.576438417931996","0.556012354453063","0.596864481410929"
"Stimme eher zu","2003","Nordrhein-Westfalen","weiblich","1292","0.523460162241611","0.503407248121575","0.543513076361647"
"Stimme eher zu","2003","Hessen","maennlich","392","0.512769856152134","0.476510926567854","0.549028785736414"
"Stimme eher zu","2003","Hessen","weiblich","425","0.515467994423998","0.480007245034778","0.550928743813219"
"Stimme eher zu","2003","Rheinland-Pfalz,Saarland","maennlich","361","0.557985541599632","0.519297571225759","0.596673511973505"
"Stimme eher zu","2003","Rheinland-Pfalz,Saarland","weiblich","385","0.548322737660115","0.511716831788643","0.584928643531587"
"Stimme eher zu","2003","Baden-Wuerttemberg","maennlich","744","0.55438719985731","0.527420471459936","0.581353928254685"
"Stimme eher zu","2003","Baden-Wuerttemberg","weiblich","801","0.562333128429951","0.536111152518429","0.588555104341472"
"Stimme eher zu","2003","Bayern","maennlich","859","0.573877985794296","0.548607213009707","0.599148758578886"
"Stimme eher zu","2003","Bayern","weiblich","954","0.560730774214953","0.536689009835048","0.584772538594858"
"Stimme eher zu","2003","Saarland","maennlich","","","",""
"Stimme eher zu","2003","Saarland","weiblich","","","",""
"Stimme eher zu","2003","Berlin","maennlich","215","0.545221666227381","0.496963271329363","0.593480061125399"
"Stimme eher zu","2003","Berlin","weiblich","226","0.554080112591137","0.506199177591598","0.601961047590676"
"Stimme eher zu","2003","Brandenburg","maennlich","241","0.503874380980032","0.45788292798897","0.549865833971094"
"Stimme eher zu","2003","Brandenburg","weiblich","221","0.430113610293595","0.386006242056739","0.474220978530451"
"Stimme eher zu","2003","Mecklenburg-Vorpommern","maennlich","122","0.509124715050872","0.446139577630449","0.572109852471294"
"Stimme eher zu","2003","Mecklenburg-Vorpommern","weiblich","144","0.48611668870758","0.427782110866511","0.54445126654865"
"Stimme eher zu","2003","Sachsen","maennlich","435","0.526929387180954","0.492113798675122","0.561744975686786"
"Stimme eher zu","2003","Sachsen","weiblich","427","0.5142047639064","0.479891347517264","0.548518180295536"
"Stimme eher zu","2003","Sachsen-Anhalt","maennlich","196","0.467405304197413","0.420626123708443","0.514184484686383"
"Stimme eher zu","2003","Sachsen-Anhalt","weiblich","226","0.435099487919153","0.391292256203941","0.478906719634365"
"Stimme eher zu","2003","Thueringen","maennlich","234","0.497659960504961","0.452263668513781","0.54305625249614"
"Stimme eher zu","2003","Thueringen","weiblich","248","0.477434432101082","0.433117933126787","0.521750931075377"
"Lehne eher ab","2003","Schleswig-Holstein","maennlich","100","0.30655167270556","0.255716600206404","0.357386745204716"
"Lehne eher ab","2003","Schleswig-Holstein","weiblich","110","0.336705923289453","0.28647315988021","0.386938686698696"
"Lehne eher ab","2003","Hamburg","maennlich","27","","",""
"Lehne eher ab","2003","Hamburg","weiblich","37","0.278607229517437","0.208703293283725","0.34851116575115"
"Lehne eher ab","2003","Niedersachsen","maennlich","274","0.32618706245462","0.295876543378542","0.356497581530699"
"Lehne eher ab","2003","Niedersachsen","weiblich","293","0.297186565978222","0.268558542869848","0.325814589086595"
"Lehne eher ab","2003","Bremen","maennlich","19","","",""
"Lehne eher ab","2003","Bremen","weiblich","29","","",""
"Lehne eher ab","2003","Nordrhein-Westfalen","maennlich","716","0.313161155828185","0.29398942576247","0.3323328858939"
"Lehne eher ab","2003","Nordrhein-Westfalen","weiblich","814","0.354377210975127","0.335172472892598","0.373581949057656"
"Lehne eher ab","2003","Hessen","maennlich","244","0.346747827841289","0.312222805618653","0.381272850063925"
"Lehne eher ab","2003","Hessen","weiblich","257","0.365007743909768","0.330847491128486","0.39916799669105"
"Lehne eher ab","2003","Rheinland-Pfalz,Saarland","maennlich","202","0.317930749940725","0.281654136393899","0.354207363487551"
"Lehne eher ab","2003","Rheinland-Pfalz,Saarland","weiblich","241","0.325899532208497","0.291423037847728","0.360376026569267"
"Lehne eher ab","2003","Baden-Wuerttemberg","maennlich","394","0.322415657375846","0.297056630835487","0.347774683916205"
"Lehne eher ab","2003","Baden-Wuerttemberg","weiblich","412","0.319459011703322","0.294813862170961","0.344104161235682"
"Lehne eher ab","2003","Bayern","maennlich","442","0.302630323592358","0.279154031448752","0.326106615735964"
"Lehne eher ab","2003","Bayern","weiblich","523","0.328117639016127","0.30537267992273","0.350862598109525"
"Lehne eher ab","2003","Saarland","maennlich","","","",""
"Lehne eher ab","2003","Saarland","weiblich","","","",""
"Lehne eher ab","2003","Berlin","maennlich","125","0.321514977070175","0.276250534763541","0.366779419376808"
"Lehne eher ab","2003","Berlin","weiblich","131","0.311911048704723","0.267285292131464","0.356536805277981"
"Lehne eher ab","2003","Brandenburg","maennlich","177","0.420105979102943","0.374704091276306","0.46550786692958"
"Lehne eher ab","2003","Brandenburg","weiblich","212","0.447834174541191","0.403532638140866","0.492135710941516"
"Lehne eher ab","2003","Mecklenburg-Vorpommern","maennlich","95","0.355294305874314","0.294994587378372","0.415594024370255"
"Lehne eher ab","2003","Mecklenburg-Vorpommern","weiblich","116","0.436534921137357","0.378649854806338","0.494419987468376"
"Lehne eher ab","2003","Sachsen","maennlich","304","0.419170752946839","0.384763161714335","0.453578344179343"
"Lehne eher ab","2003","Sachsen","weiblich","337","0.424993538234147","0.391054712434885","0.458932364033409"
"Lehne eher ab","2003","Sachsen-Anhalt","maennlich","182","0.392922624956272","0.347131331122219","0.438713918790326"
"Lehne eher ab","2003","Sachsen-Anhalt","weiblich","213","0.413655718767763","0.370138472790228","0.457172964745298"
"Lehne eher ab","2003","Thueringen","maennlich","174","0.352579883609456","0.309201137683396","0.395958629535516"
"Lehne eher ab","2003","Thueringen","weiblich","188","0.36205077022141","0.319410889946675","0.404690650496145"
"Lehne voll ab","2003","Schleswig-Holstein","maennlich","16","","",""
"Lehne voll ab","2003","Schleswig-Holstein","weiblich","9","","",""
"Lehne voll ab","2003","Hamburg","maennlich","2","","",""
"Lehne voll ab","2003","Hamburg","weiblich","7","","",""
"Lehne voll ab","2003","Niedersachsen","maennlich","53","0.0704431067131879","0.0538988380572234","0.0869873753691524"
"Lehne voll ab","2003","Niedersachsen","weiblich","54","0.0676517898431055","0.0519197346501842","0.0833838450360267"
"Lehne voll ab","2003","Bremen","maennlich","9","","",""
"Lehne voll ab","2003","Bremen","weiblich","3","","",""
"Lehne voll ab","2003","Nordrhein-Westfalen","maennlich","126","0.0605260173825416","0.0506685950160835","0.0703834397489997"
"Lehne voll ab","2003","Nordrhein-Westfalen","weiblich","118","0.0488566091452958","0.040201536289146","0.0575116820014455"
"Lehne voll ab","2003","Hessen","maennlich","49","0.0767026686106332","0.0573979850055379","0.0960073522157285"
"Lehne voll ab","2003","Hessen","weiblich","34","0.0550381294292992","0.03885640514325","0.0712198537153484"
"Lehne voll ab","2003","Rheinland-Pfalz,Saarland","maennlich","33","0.0528892302704745","0.0354538972563204","0.0703245632846285"
"Lehne voll ab","2003","Rheinland-Pfalz,Saarland","weiblich","38","0.0656636164689766","0.0474442636471738","0.0838829692907794"
"Lehne voll ab","2003","Baden-Wuerttemberg","maennlich","58","0.0495873180898518","0.037808973481011","0.0613656626986925"
"Lehne voll ab","2003","Baden-Wuerttemberg","weiblich","51","0.0401506853875957","0.0297743320234375","0.050527038751754"
"Lehne voll ab","2003","Bayern","maennlich","63","0.059478321421033","0.0473916835170418","0.0715649593250241"
"Lehne voll ab","2003","Bayern","weiblich","52","0.0392141137684028","0.0298112907693635","0.0486169367674421"
"Lehne voll ab","2003","Saarland","maennlich","","","",""
"Lehne voll ab","2003","Saarland","weiblich","","","",""
"Lehne voll ab","2003","Berlin","maennlich","20","","",""
"Lehne voll ab","2003","Berlin","weiblich","15","","",""
"Lehne voll ab","2003","Brandenburg","maennlich","26","","",""
"Lehne voll ab","2003","Brandenburg","weiblich","34","0.087617784844363","0.062428841457695","0.112806728231031"
"Lehne voll ab","2003","Mecklenburg-Vorpommern","maennlich","16","","",""
"Lehne voll ab","2003","Mecklenburg-Vorpommern","weiblich","15","","",""
"Lehne voll ab","2003","Sachsen","maennlich","26","","",""
"Lehne voll ab","2003","Sachsen","weiblich","24","","",""
"Lehne voll ab","2003","Sachsen-Anhalt","maennlich","42","0.111680794291102","0.0821495908518558","0.141211997730348"
"Lehne voll ab","2003","Sachsen-Anhalt","weiblich","35","0.106146077647853","0.0789284173080126","0.133363737987693"
"Lehne voll ab","2003","Thueringen","maennlich","39","0.114191107897149","0.0853148246102343","0.143067391184065"
"Lehne voll ab","2003","Thueringen","weiblich","27","","",""
"Stimme voll zu","2004","Schleswig-Holstein","maennlich","","","",""
"Stimme voll zu","2004","Schleswig-Holstein","weiblich","","","",""
"Stimme voll zu","2004","Hamburg","maennlich","","","",""
"Stimme voll zu","2004","Hamburg","weiblich","","","",""
"Stimme voll zu","2004","Niedersachsen","maennlich","","","",""
"Stimme voll zu","2004","Niedersachsen","weiblich","","","",""
"Stimme voll zu","2004","Bremen","maennlich","","","",""
"Stimme voll zu","2004","Bremen","weiblich","","","",""
"Stimme voll zu","2004","Nordrhein-Westfalen","maennlich","","","",""
"Stimme voll zu","2004","Nordrhein-Westfalen","weiblich","","","",""
"Stimme voll zu","2004","Hessen","maennlich","","","",""
"Stimme voll zu","2004","Hessen","weiblich","","","",""
"Stimme voll zu","2004","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Stimme voll zu","2004","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Stimme voll zu","2004","Baden-Wuerttemberg","maennlich","","","",""
"Stimme voll zu","2004","Baden-Wuerttemberg","weiblich","","","",""
"Stimme voll zu","2004","Bayern","maennlich","","","",""
"Stimme voll zu","2004","Bayern","weiblich","","","",""
"Stimme voll zu","2004","Saarland","maennlich","","","",""
"Stimme voll zu","2004","Saarland","weiblich","","","",""
"Stimme voll zu","2004","Berlin","maennlich","","","",""
"Stimme voll zu","2004","Berlin","weiblich","","","",""
"Stimme voll zu","2004","Brandenburg","maennlich","","","",""
"Stimme voll zu","2004","Brandenburg","weiblich","","","",""
"Stimme voll zu","2004","Mecklenburg-Vorpommern","maennlich","","","",""
"Stimme voll zu","2004","Mecklenburg-Vorpommern","weiblich","","","",""
"Stimme voll zu","2004","Sachsen","maennlich","","","",""
"Stimme voll zu","2004","Sachsen","weiblich","","","",""
"Stimme voll zu","2004","Sachsen-Anhalt","maennlich","","","",""
"Stimme voll zu","2004","Sachsen-Anhalt","weiblich","","","",""
"Stimme voll zu","2004","Thueringen","maennlich","","","",""
"Stimme voll zu","2004","Thueringen","weiblich","","","",""
"Stimme eher zu","2004","Schleswig-Holstein","maennlich","","","",""
"Stimme eher zu","2004","Schleswig-Holstein","weiblich","","","",""
"Stimme eher zu","2004","Hamburg","maennlich","","","",""
"Stimme eher zu","2004","Hamburg","weiblich","","","",""
"Stimme eher zu","2004","Niedersachsen","maennlich","","","",""
"Stimme eher zu","2004","Niedersachsen","weiblich","","","",""
"Stimme eher zu","2004","Bremen","maennlich","","","",""
"Stimme eher zu","2004","Bremen","weiblich","","","",""
"Stimme eher zu","2004","Nordrhein-Westfalen","maennlich","","","",""
"Stimme eher zu","2004","Nordrhein-Westfalen","weiblich","","","",""
"Stimme eher zu","2004","Hessen","maennlich","","","",""
"Stimme eher zu","2004","Hessen","weiblich","","","",""
"Stimme eher zu","2004","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Stimme eher zu","2004","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Stimme eher zu","2004","Baden-Wuerttemberg","maennlich","","","",""
"Stimme eher zu","2004","Baden-Wuerttemberg","weiblich","","","",""
"Stimme eher zu","2004","Bayern","maennlich","","","",""
"Stimme eher zu","2004","Bayern","weiblich","","","",""
"Stimme eher zu","2004","Saarland","maennlich","","","",""
"Stimme eher zu","2004","Saarland","weiblich","","","",""
"Stimme eher zu","2004","Berlin","maennlich","","","",""
"Stimme eher zu","2004","Berlin","weiblich","","","",""
"Stimme eher zu","2004","Brandenburg","maennlich","","","",""
"Stimme eher zu","2004","Brandenburg","weiblich","","","",""
"Stimme eher zu","2004","Mecklenburg-Vorpommern","maennlich","","","",""
"Stimme eher zu","2004","Mecklenburg-Vorpommern","weiblich","","","",""
"Stimme eher zu","2004","Sachsen","maennlich","","","",""
"Stimme eher zu","2004","Sachsen","weiblich","","","",""
"Stimme eher zu","2004","Sachsen-Anhalt","maennlich","","","",""
"Stimme eher zu","2004","Sachsen-Anhalt","weiblich","","","",""
"Stimme eher zu","2004","Thueringen","maennlich","","","",""
"Stimme eher zu","2004","Thueringen","weiblich","","","",""
"Lehne eher ab","2004","Schleswig-Holstein","maennlich","","","",""
"Lehne eher ab","2004","Schleswig-Holstein","weiblich","","","",""
"Lehne eher ab","2004","Hamburg","maennlich","","","",""
"Lehne eher ab","2004","Hamburg","weiblich","","","",""
"Lehne eher ab","2004","Niedersachsen","maennlich","","","",""
"Lehne eher ab","2004","Niedersachsen","weiblich","","","",""
"Lehne eher ab","2004","Bremen","maennlich","","","",""
"Lehne eher ab","2004","Bremen","weiblich","","","",""
"Lehne eher ab","2004","Nordrhein-Westfalen","maennlich","","","",""
"Lehne eher ab","2004","Nordrhein-Westfalen","weiblich","","","",""
"Lehne eher ab","2004","Hessen","maennlich","","","",""
"Lehne eher ab","2004","Hessen","weiblich","","","",""
"Lehne eher ab","2004","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Lehne eher ab","2004","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Lehne eher ab","2004","Baden-Wuerttemberg","maennlich","","","",""
"Lehne eher ab","2004","Baden-Wuerttemberg","weiblich","","","",""
"Lehne eher ab","2004","Bayern","maennlich","","","",""
"Lehne eher ab","2004","Bayern","weiblich","","","",""
"Lehne eher ab","2004","Saarland","maennlich","","","",""
"Lehne eher ab","2004","Saarland","weiblich","","","",""
"Lehne eher ab","2004","Berlin","maennlich","","","",""
"Lehne eher ab","2004","Berlin","weiblich","","","",""
"Lehne eher ab","2004","Brandenburg","maennlich","","","",""
"Lehne eher ab","2004","Brandenburg","weiblich","","","",""
"Lehne eher ab","2004","Mecklenburg-Vorpommern","maennlich","","","",""
"Lehne eher ab","2004","Mecklenburg-Vorpommern","weiblich","","","",""
"Lehne eher ab","2004","Sachsen","maennlich","","","",""
"Lehne eher ab","2004","Sachsen","weiblich","","","",""
"Lehne eher ab","2004","Sachsen-Anhalt","maennlich","","","",""
"Lehne eher ab","2004","Sachsen-Anhalt","weiblich","","","",""
"Lehne eher ab","2004","Thueringen","maennlich","","","",""
"Lehne eher ab","2004","Thueringen","weiblich","","","",""
"Lehne voll ab","2004","Schleswig-Holstein","maennlich","","","",""
"Lehne voll ab","2004","Schleswig-Holstein","weiblich","","","",""
"Lehne voll ab","2004","Hamburg","maennlich","","","",""
"Lehne voll ab","2004","Hamburg","weiblich","","","",""
"Lehne voll ab","2004","Niedersachsen","maennlich","","","",""
"Lehne voll ab","2004","Niedersachsen","weiblich","","","",""
"Lehne voll ab","2004","Bremen","maennlich","","","",""
"Lehne voll ab","2004","Bremen","weiblich","","","",""
"Lehne voll ab","2004","Nordrhein-Westfalen","maennlich","","","",""
"Lehne voll ab","2004","Nordrhein-Westfalen","weiblich","","","",""
"Lehne voll ab","2004","Hessen","maennlich","","","",""
"Lehne voll ab","2004","Hessen","weiblich","","","",""
"Lehne voll ab","2004","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Lehne voll ab","2004","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Lehne voll ab","2004","Baden-Wuerttemberg","maennlich","","","",""
"Lehne voll ab","2004","Baden-Wuerttemberg","weiblich","","","",""
"Lehne voll ab","2004","Bayern","maennlich","","","",""
"Lehne voll ab","2004","Bayern","weiblich","","","",""
"Lehne voll ab","2004","Saarland","maennlich","","","",""
"Lehne voll ab","2004","Saarland","weiblich","","","",""
"Lehne voll ab","2004","Berlin","maennlich","","","",""
"Lehne voll ab","2004","Berlin","weiblich","","","",""
"Lehne voll ab","2004","Brandenburg","maennlich","","","",""
"Lehne voll ab","2004","Brandenburg","weiblich","","","",""
"Lehne voll ab","2004","Mecklenburg-Vorpommern","maennlich","","","",""
"Lehne voll ab","2004","Mecklenburg-Vorpommern","weiblich","","","",""
"Lehne voll ab","2004","Sachsen","maennlich","","","",""
"Lehne voll ab","2004","Sachsen","weiblich","","","",""
"Lehne voll ab","2004","Sachsen-Anhalt","maennlich","","","",""
"Lehne voll ab","2004","Sachsen-Anhalt","weiblich","","","",""
"Lehne voll ab","2004","Thueringen","maennlich","","","",""
"Lehne voll ab","2004","Thueringen","weiblich","","","",""
"Stimme voll zu","2005","Schleswig-Holstein","maennlich","","","",""
"Stimme voll zu","2005","Schleswig-Holstein","weiblich","","","",""
"Stimme voll zu","2005","Hamburg","maennlich","","","",""
"Stimme voll zu","2005","Hamburg","weiblich","","","",""
"Stimme voll zu","2005","Niedersachsen","maennlich","","","",""
"Stimme voll zu","2005","Niedersachsen","weiblich","","","",""
"Stimme voll zu","2005","Bremen","maennlich","","","",""
"Stimme voll zu","2005","Bremen","weiblich","","","",""
"Stimme voll zu","2005","Nordrhein-Westfalen","maennlich","","","",""
"Stimme voll zu","2005","Nordrhein-Westfalen","weiblich","","","",""
"Stimme voll zu","2005","Hessen","maennlich","","","",""
"Stimme voll zu","2005","Hessen","weiblich","","","",""
"Stimme voll zu","2005","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Stimme voll zu","2005","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Stimme voll zu","2005","Baden-Wuerttemberg","maennlich","","","",""
"Stimme voll zu","2005","Baden-Wuerttemberg","weiblich","","","",""
"Stimme voll zu","2005","Bayern","maennlich","","","",""
"Stimme voll zu","2005","Bayern","weiblich","","","",""
"Stimme voll zu","2005","Saarland","maennlich","","","",""
"Stimme voll zu","2005","Saarland","weiblich","","","",""
"Stimme voll zu","2005","Berlin","maennlich","","","",""
"Stimme voll zu","2005","Berlin","weiblich","","","",""
"Stimme voll zu","2005","Brandenburg","maennlich","","","",""
"Stimme voll zu","2005","Brandenburg","weiblich","","","",""
"Stimme voll zu","2005","Mecklenburg-Vorpommern","maennlich","","","",""
"Stimme voll zu","2005","Mecklenburg-Vorpommern","weiblich","","","",""
"Stimme voll zu","2005","Sachsen","maennlich","","","",""
"Stimme voll zu","2005","Sachsen","weiblich","","","",""
"Stimme voll zu","2005","Sachsen-Anhalt","maennlich","","","",""
"Stimme voll zu","2005","Sachsen-Anhalt","weiblich","","","",""
"Stimme voll zu","2005","Thueringen","maennlich","","","",""
"Stimme voll zu","2005","Thueringen","weiblich","","","",""
"Stimme eher zu","2005","Schleswig-Holstein","maennlich","","","",""
"Stimme eher zu","2005","Schleswig-Holstein","weiblich","","","",""
"Stimme eher zu","2005","Hamburg","maennlich","","","",""
"Stimme eher zu","2005","Hamburg","weiblich","","","",""
"Stimme eher zu","2005","Niedersachsen","maennlich","","","",""
"Stimme eher zu","2005","Niedersachsen","weiblich","","","",""
"Stimme eher zu","2005","Bremen","maennlich","","","",""
"Stimme eher zu","2005","Bremen","weiblich","","","",""
"Stimme eher zu","2005","Nordrhein-Westfalen","maennlich","","","",""
"Stimme eher zu","2005","Nordrhein-Westfalen","weiblich","","","",""
"Stimme eher zu","2005","Hessen","maennlich","","","",""
"Stimme eher zu","2005","Hessen","weiblich","","","",""
"Stimme eher zu","2005","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Stimme eher zu","2005","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Stimme eher zu","2005","Baden-Wuerttemberg","maennlich","","","",""
"Stimme eher zu","2005","Baden-Wuerttemberg","weiblich","","","",""
"Stimme eher zu","2005","Bayern","maennlich","","","",""
"Stimme eher zu","2005","Bayern","weiblich","","","",""
"Stimme eher zu","2005","Saarland","maennlich","","","",""
"Stimme eher zu","2005","Saarland","weiblich","","","",""
"Stimme eher zu","2005","Berlin","maennlich","","","",""
"Stimme eher zu","2005","Berlin","weiblich","","","",""
"Stimme eher zu","2005","Brandenburg","maennlich","","","",""
"Stimme eher zu","2005","Brandenburg","weiblich","","","",""
"Stimme eher zu","2005","Mecklenburg-Vorpommern","maennlich","","","",""
"Stimme eher zu","2005","Mecklenburg-Vorpommern","weiblich","","","",""
"Stimme eher zu","2005","Sachsen","maennlich","","","",""
"Stimme eher zu","2005","Sachsen","weiblich","","","",""
"Stimme eher zu","2005","Sachsen-Anhalt","maennlich","","","",""
"Stimme eher zu","2005","Sachsen-Anhalt","weiblich","","","",""
"Stimme eher zu","2005","Thueringen","maennlich","","","",""
"Stimme eher zu","2005","Thueringen","weiblich","","","",""
"Lehne eher ab","2005","Schleswig-Holstein","maennlich","","","",""
"Lehne eher ab","2005","Schleswig-Holstein","weiblich","","","",""
"Lehne eher ab","2005","Hamburg","maennlich","","","",""
"Lehne eher ab","2005","Hamburg","weiblich","","","",""
"Lehne eher ab","2005","Niedersachsen","maennlich","","","",""
"Lehne eher ab","2005","Niedersachsen","weiblich","","","",""
"Lehne eher ab","2005","Bremen","maennlich","","","",""
"Lehne eher ab","2005","Bremen","weiblich","","","",""
"Lehne eher ab","2005","Nordrhein-Westfalen","maennlich","","","",""
"Lehne eher ab","2005","Nordrhein-Westfalen","weiblich","","","",""
"Lehne eher ab","2005","Hessen","maennlich","","","",""
"Lehne eher ab","2005","Hessen","weiblich","","","",""
"Lehne eher ab","2005","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Lehne eher ab","2005","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Lehne eher ab","2005","Baden-Wuerttemberg","maennlich","","","",""
"Lehne eher ab","2005","Baden-Wuerttemberg","weiblich","","","",""
"Lehne eher ab","2005","Bayern","maennlich","","","",""
"Lehne eher ab","2005","Bayern","weiblich","","","",""
"Lehne eher ab","2005","Saarland","maennlich","","","",""
"Lehne eher ab","2005","Saarland","weiblich","","","",""
"Lehne eher ab","2005","Berlin","maennlich","","","",""
"Lehne eher ab","2005","Berlin","weiblich","","","",""
"Lehne eher ab","2005","Brandenburg","maennlich","","","",""
"Lehne eher ab","2005","Brandenburg","weiblich","","","",""
"Lehne eher ab","2005","Mecklenburg-Vorpommern","maennlich","","","",""
"Lehne eher ab","2005","Mecklenburg-Vorpommern","weiblich","","","",""
"Lehne eher ab","2005","Sachsen","maennlich","","","",""
"Lehne eher ab","2005","Sachsen","weiblich","","","",""
"Lehne eher ab","2005","Sachsen-Anhalt","maennlich","","","",""
"Lehne eher ab","2005","Sachsen-Anhalt","weiblich","","","",""
"Lehne eher ab","2005","Thueringen","maennlich","","","",""
"Lehne eher ab","2005","Thueringen","weiblich","","","",""
"Lehne voll ab","2005","Schleswig-Holstein","maennlich","","","",""
"Lehne voll ab","2005","Schleswig-Holstein","weiblich","","","",""
"Lehne voll ab","2005","Hamburg","maennlich","","","",""
"Lehne voll ab","2005","Hamburg","weiblich","","","",""
"Lehne voll ab","2005","Niedersachsen","maennlich","","","",""
"Lehne voll ab","2005","Niedersachsen","weiblich","","","",""
"Lehne voll ab","2005","Bremen","maennlich","","","",""
"Lehne voll ab","2005","Bremen","weiblich","","","",""
"Lehne voll ab","2005","Nordrhein-Westfalen","maennlich","","","",""
"Lehne voll ab","2005","Nordrhein-Westfalen","weiblich","","","",""
"Lehne voll ab","2005","Hessen","maennlich","","","",""
"Lehne voll ab","2005","Hessen","weiblich","","","",""
"Lehne voll ab","2005","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Lehne voll ab","2005","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Lehne voll ab","2005","Baden-Wuerttemberg","maennlich","","","",""
"Lehne voll ab","2005","Baden-Wuerttemberg","weiblich","","","",""
"Lehne voll ab","2005","Bayern","maennlich","","","",""
"Lehne voll ab","2005","Bayern","weiblich","","","",""
"Lehne voll ab","2005","Saarland","maennlich","","","",""
"Lehne voll ab","2005","Saarland","weiblich","","","",""
"Lehne voll ab","2005","Berlin","maennlich","","","",""
"Lehne voll ab","2005","Berlin","weiblich","","","",""
"Lehne voll ab","2005","Brandenburg","maennlich","","","",""
