year,age_gr,regtyp,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,17-29 y.,Urban regions,Yes,0.63488,1703,1976,0.61364,0.65611
2014,17-29 y.,Urban regions,No,0.06996,273,1976,0.05871,0.08121
2014,17-29 y.,Rural regions,Yes,0.76307,1025,1097,0.73790,0.78824
2014,17-29 y.,Rural regions,No,0.04009,72,1097,0.02847,0.05170
2014,30-45 y.,Urban regions,Yes,0.66286,3196,3473,0.64713,0.67858
2014,30-45 y.,Urban regions,No,0.04509,277,3473,0.03819,0.05199
2014,30-45 y.,Rural regions,Yes,0.81386,2167,2245,0.79776,0.82997
2014,30-45 y.,Rural regions,No,0.02114,78,2245,0.01519,0.02709
2014,46-65 y.,Urban regions,Yes,0.79206,4423,4629,0.78037,0.80376
2014,46-65 y.,Urban regions,No,0.03558,206,4629,0.03024,0.04092
2014,46-65 y.,Rural regions,Yes,0.88524,2900,3026,0.87388,0.89660
2014,46-65 y.,Rural regions,No,0.02878,126,3026,0.02282,0.03474
2014,66 and older,Urban regions,Yes,0.88637,2789,2883,0.87479,0.89796
2014,66 and older,Urban regions,No,0.02747,94,2883,0.02150,0.03344
2014,66 and older,Rural regions,Yes,0.91731,1625,1690,0.90417,0.93044
2014,66 and older,Rural regions,No,0.03125,65,1690,0.02295,0.03955
2015,17-29 y.,Urban regions,Yes,0.62958,1642,2025,0.60854,0.65062
2015,17-29 y.,Urban regions,No,0.09697,383,2025,0.08408,0.10986
2015,17-29 y.,Rural regions,Yes,0.74744,997,1090,0.72163,0.77324
2015,17-29 y.,Rural regions,No,0.05699,93,1090,0.04323,0.07076
2015,30-45 y.,Urban regions,Yes,0.65703,2897,3230,0.64065,0.67340
2015,30-45 y.,Urban regions,No,0.06077,333,3230,0.05253,0.06901
2015,30-45 y.,Rural regions,Yes,0.81566,1974,2095,0.79905,0.83227
2015,30-45 y.,Rural regions,No,0.03698,121,2095,0.02889,0.04506
2015,46-65 y.,Urban regions,Yes,0.78643,4324,4583,0.77456,0.79829
2015,46-65 y.,Urban regions,No,0.04074,259,4583,0.03501,0.04646
2015,46-65 y.,Rural regions,Yes,0.87015,2781,2941,0.85800,0.88231
2015,46-65 y.,Rural regions,No,0.04216,160,2941,0.03490,0.04943
2015,66 and older,Urban regions,Yes,0.87647,2726,2821,0.86433,0.88862
2015,66 and older,Urban regions,No,0.02974,95,2821,0.02347,0.03601
2015,66 and older,Rural regions,Yes,0.92294,1651,1705,0.91027,0.93560
2015,66 and older,Rural regions,No,0.02872,54,1705,0.02079,0.03665
2016,17-29 y.,Urban regions,Yes,0.63835,1574,1920,0.61685,0.65985
2016,17-29 y.,Urban regions,No,0.10118,346,1920,0.08769,0.11468
2016,17-29 y.,Rural regions,Yes,0.74036,884,990,0.71303,0.76768
2016,17-29 y.,Rural regions,No,0.06132,106,990,0.04637,0.07627
2016,30-45 y.,Urban regions,Yes,0.66064,2573,2862,0.64329,0.67799
2016,30-45 y.,Urban regions,No,0.05610,289,2862,0.04767,0.06453
2016,30-45 y.,Rural regions,Yes,0.81397,1746,1840,0.79619,0.83176
2016,30-45 y.,Rural regions,No,0.03933,94,1840,0.03045,0.04822
2016,46-65 y.,Urban regions,Yes,0.77372,4076,4314,0.76123,0.78620
2016,46-65 y.,Urban regions,No,0.04256,238,4314,0.03653,0.04858
2016,46-65 y.,Rural regions,Yes,0.85767,2636,2792,0.84471,0.87063
2016,46-65 y.,Rural regions,No,0.04285,156,2792,0.03534,0.05037
2016,66 and older,Urban regions,Yes,0.86233,2614,2697,0.84932,0.87533
2016,66 and older,Urban regions,No,0.02480,83,2697,0.01893,0.03067
2016,66 and older,Rural regions,Yes,0.91910,1597,1658,0.90597,0.93223
2016,66 and older,Rural regions,No,0.02968,61,1658,0.02151,0.03785
2017,17-29 y.,Urban regions,Yes,0.64354,1918,2324,0.62406,0.66301
2017,17-29 y.,Urban regions,No,0.10671,406,2324,0.09416,0.11927
2017,17-29 y.,Rural regions,Yes,0.75148,1104,1206,0.72708,0.77588
2017,17-29 y.,Rural regions,No,0.05464,102,1206,0.04180,0.06747
2017,30-45 y.,Urban regions,Yes,0.65193,2791,3103,0.63516,0.66869
2017,30-45 y.,Urban regions,No,0.05750,312,3103,0.04931,0.06570
2017,30-45 y.,Rural regions,Yes,0.81406,1837,1930,0.79670,0.83142
2017,30-45 y.,Rural regions,No,0.03697,93,1930,0.02855,0.04539
2017,46-65 y.,Urban regions,Yes,0.76653,4804,5091,0.75490,0.77815
2017,46-65 y.,Urban regions,No,0.04374,287,5091,0.03813,0.04936
2017,46-65 y.,Rural regions,Yes,0.86219,3149,3309,0.85044,0.87394
2017,46-65 y.,Rural regions,No,0.03462,160,3309,0.02839,0.04085
2017,66 and older,Urban regions,Yes,0.85795,2720,2822,0.84506,0.87083
2017,66 and older,Urban regions,No,0.03055,102,2822,0.02420,0.03690
2017,66 and older,Rural regions,Yes,0.91691,1704,1757,0.90400,0.92982
2017,66 and older,Rural regions,No,0.02821,53,1757,0.02046,0.03595
2018,17-29 y.,Urban regions,Yes,0.64246,1929,2355,0.62310,0.66183
2018,17-29 y.,Urban regions,No,0.10911,426,2355,0.09652,0.12171
2018,17-29 y.,Rural regions,Yes,0.75786,1071,1185,0.73346,0.78226
2018,17-29 y.,Rural regions,No,0.05819,114,1185,0.04486,0.07153
2018,30-45 y.,Urban regions,Yes,0.63942,2625,2927,0.62202,0.65682
2018,30-45 y.,Urban regions,No,0.06038,302,2927,0.05175,0.06902
2018,30-45 y.,Rural regions,Yes,0.81640,1671,1756,0.79829,0.83451
2018,30-45 y.,Rural regions,No,0.02960,85,1756,0.02167,0.03752
2018,46-65 y.,Urban regions,Yes,0.76984,4629,4913,0.75807,0.78161
2018,46-65 y.,Urban regions,No,0.04416,284,4913,0.03842,0.04991
2018,46-65 y.,Rural regions,Yes,0.86334,3021,3168,0.85138,0.87530
2018,46-65 y.,Rural regions,No,0.03612,147,3168,0.02962,0.04262
2018,66 and older,Urban regions,Yes,0.84151,2720,2844,0.82808,0.85493
2018,66 and older,Urban regions,No,0.03446,124,2844,0.02775,0.04116
2018,66 and older,Rural regions,Yes,0.89740,1664,1732,0.88310,0.91169
2018,66 and older,Rural regions,No,0.04031,68,1732,0.03105,0.04958
2020,17-29 y.,Urban regions,Yes,0.67944,1758,2145,0.65968,0.69919
2020,17-29 y.,Urban regions,No,0.09703,387,2145,0.08450,0.10956
2020,17-29 y.,Rural regions,Yes,0.75431,878,989,0.72746,0.78115
2020,17-29 y.,Rural regions,No,0.06157,111,989,0.04658,0.07656
2020,30-45 y.,Urban regions,Yes,0.67169,2384,2629,0.65374,0.68965
2020,30-45 y.,Urban regions,No,0.05566,245,2629,0.04690,0.06443
2020,30-45 y.,Rural regions,Yes,0.80652,1442,1532,0.78674,0.82631
2020,30-45 y.,Rural regions,No,0.04100,90,1532,0.03106,0.05093
2020,46-65 y.,Urban regions,Yes,0.77003,4809,5109,0.75849,0.78157
2020,46-65 y.,Urban regions,No,0.04588,300,5109,0.04015,0.05162
2020,46-65 y.,Rural regions,Yes,0.87569,2962,3095,0.86406,0.88731
2020,46-65 y.,Rural regions,No,0.03489,133,3095,0.02842,0.04136
2020,66 and older,Urban regions,Yes,0.84766,2665,2779,0.83430,0.86102
2020,66 and older,Urban regions,No,0.03370,114,2779,0.02699,0.04041
2020,66 and older,Rural regions,Yes,0.90422,1624,1692,0.89020,0.91825
2020,66 and older,Rural regions,No,0.03596,68,1692,0.02709,0.04484
2021,17-29 y.,Urban regions,Yes,0.67467,1234,1490,0.65087,0.69846
2021,17-29 y.,Urban regions,No,0.10549,256,1490,0.08988,0.12109
2021,17-29 y.,Rural regions,Yes,0.80055,598,656,0.76995,0.83115
2021,17-29 y.,Rural regions,No,0.04866,58,656,0.03218,0.06513
2021,30-45 y.,Urban regions,Yes,0.67036,1686,1868,0.64903,0.69168
2021,30-45 y.,Urban regions,No,0.06228,182,1868,0.05132,0.07324
2021,30-45 y.,Rural regions,Yes,0.78865,991,1057,0.76403,0.81328
2021,30-45 y.,Rural regions,No,0.04158,66,1057,0.02954,0.05362
2021,46-65 y.,Urban regions,Yes,0.74000,3391,3644,0.72575,0.75424
2021,46-65 y.,Urban regions,No,0.06123,253,3644,0.05344,0.06901
2021,46-65 y.,Rural regions,Yes,0.85348,2036,2143,0.83850,0.86845
2021,46-65 y.,Rural regions,No,0.04603,107,2143,0.03716,0.05491
2021,66 and older,Urban regions,Yes,0.84440,1932,2021,0.82859,0.86020
2021,66 and older,Urban regions,No,0.03362,89,2021,0.02576,0.04148
2021,66 and older,Rural regions,Yes,0.89926,1180,1247,0.88255,0.91598
2021,66 and older,Rural regions,No,0.03834,67,1247,0.02768,0.04900
