year,hhtyp,regtyp,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Single-person household,Urban regions,Yes,0.34700,381,1133,0.31927,0.37473
1999,Single-person household,Urban regions,No,0.65300,752,1133,0.62527,0.68073
1999,Single-person household,Rural regions,Yes,0.49886,218,476,0.45389,0.54382
1999,Single-person household,Rural regions,No,0.50114,258,476,0.45618,0.54611
1999,Couple without children,Urban regions,Yes,0.56794,749,1408,0.54206,0.59382
1999,Couple without children,Urban regions,No,0.43206,659,1408,0.40618,0.45794
1999,Couple without children,Rural regions,Yes,0.69280,457,727,0.65924,0.72636
1999,Couple without children,Rural regions,No,0.30720,270,727,0.27364,0.34076
1999,Single parent,Urban regions,Yes,0.43330,112,278,0.37495,0.49166
1999,Single parent,Urban regions,No,0.56670,166,278,0.50834,0.62505
1999,Single parent,Rural regions,Yes,0.55869,85,161,0.48175,0.63563
1999,Single parent,Rural regions,No,0.44131,76,161,0.36437,0.51825
1999,Couple with children,Urban regions,Yes,0.66873,1046,1734,0.64657,0.69089
1999,Couple with children,Urban regions,No,0.33127,688,1734,0.30911,0.35343
1999,Couple with children,Rural regions,Yes,0.77831,719,972,0.75218,0.80443
1999,Couple with children,Rural regions,No,0.22169,253,972,0.19557,0.24782
1999,Multi-generational household,Urban regions,Yes,0.57268,31,62,0.44854,0.69683
1999,Multi-generational household,Urban regions,No,0.42732,31,62,0.30317,0.55146
1999,Multi-generational household,Rural regions,Yes,0.97549,35,35,0.92351,1.02747
2000,Single-person household,Urban regions,Yes,0.35359,815,2235,0.33377,0.37342
2000,Single-person household,Urban regions,No,0.64641,1420,2235,0.62658,0.66623
2000,Single-person household,Rural regions,Yes,0.48868,463,964,0.45711,0.52025
2000,Single-person household,Rural regions,No,0.51132,501,964,0.47975,0.54289
2000,Couple without children,Urban regions,Yes,0.58399,1530,2614,0.56509,0.60289
2000,Couple without children,Urban regions,No,0.41601,1084,2614,0.39711,0.43491
2000,Couple without children,Rural regions,Yes,0.71687,916,1313,0.69249,0.74125
2000,Couple without children,Rural regions,No,0.28313,397,1313,0.25875,0.30751
2000,Single parent,Urban regions,Yes,0.44822,216,494,0.40432,0.49212
2000,Single parent,Urban regions,No,0.55178,278,494,0.50788,0.59568
2000,Single parent,Rural regions,Yes,0.60666,148,251,0.54610,0.66721
2000,Single parent,Rural regions,No,0.39334,103,251,0.33279,0.45390
2000,Couple with children,Urban regions,Yes,0.66065,1900,2918,0.64346,0.67783
2000,Couple with children,Urban regions,No,0.33935,1018,2918,0.32217,0.35654
2000,Couple with children,Rural regions,Yes,0.78589,1295,1663,0.76617,0.80561
2000,Couple with children,Rural regions,No,0.21411,368,1663,0.19439,0.23383
2000,Multi-generational household,Urban regions,Yes,0.58904,59,100,0.49212,0.68596
2000,Multi-generational household,Urban regions,No,0.41096,41,100,0.31404,0.50788
2000,Multi-generational household,Rural regions,Yes,0.92309,62,62,0.85622,0.98995
2000,Other Combinations,Urban regions,Yes,0.63718,63,101,0.54294,0.73142
2000,Other Combinations,Urban regions,No,0.36282,38,101,0.26858,0.45706
2000,Other Combinations,Rural regions,Yes,0.78490,43,43,0.66063,0.90917
2001,Single-person household,Urban regions,Yes,0.36343,734,2009,0.34240,0.38447
2001,Single-person household,Urban regions,No,0.63657,1275,2009,0.61553,0.65760
2001,Single-person household,Rural regions,Yes,0.50929,426,851,0.47568,0.54290
2001,Single-person household,Rural regions,No,0.49071,425,851,0.45710,0.52432
2001,Couple without children,Urban regions,Yes,0.57891,1348,2341,0.55891,0.59892
2001,Couple without children,Urban regions,No,0.42109,993,2341,0.40108,0.44109
2001,Couple without children,Rural regions,Yes,0.72182,845,1202,0.69647,0.74716
2001,Couple without children,Rural regions,No,0.27818,357,1202,0.25284,0.30353
2001,Single parent,Urban regions,Yes,0.43844,193,451,0.39260,0.48429
2001,Single parent,Urban regions,No,0.56156,258,451,0.51571,0.60740
2001,Single parent,Rural regions,Yes,0.62206,144,236,0.56007,0.68406
2001,Single parent,Rural regions,No,0.37794,92,236,0.31594,0.43993
2001,Couple with children,Urban regions,Yes,0.67485,1760,2646,0.65700,0.69271
2001,Couple with children,Urban regions,No,0.32515,886,2646,0.30729,0.34300
2001,Couple with children,Rural regions,Yes,0.78710,1150,1471,0.76617,0.80803
2001,Couple with children,Rural regions,No,0.21290,321,1471,0.19197,0.23383
2001,Multi-generational household,Urban regions,Yes,0.64608,64,102,0.55283,0.73934
2001,Multi-generational household,Urban regions,No,0.35392,38,102,0.26066,0.44717
2001,Multi-generational household,Rural regions,Yes,0.91397,48,48,0.83380,0.99414
2001,Other Combinations,Urban regions,Yes,0.60325,47,81,0.49604,0.71046
2001,Other Combinations,Urban regions,No,0.39675,34,81,0.28954,0.50396
2001,Other Combinations,Rural regions,Yes,0.85874,35,35,0.74167,0.97581
