"ple0055","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"3","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","14","","",""
"3","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","15","","",""
"3","1995","2","Städtischer Raum","8","","",""
"3","1995","2","Ländlicher Raum","7","","",""
"3","1995","3","Städtischer Raum","6","","",""
"3","1995","3","Ländlicher Raum","1","","",""
"3","1995","4","Städtischer Raum","3","","",""
"3","1995","4","Ländlicher Raum","1","","",""
"3","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"3","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"4","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","6","","",""
"4","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","5","","",""
"4","1995","2","Städtischer Raum","5","","",""
"4","1995","2","Ländlicher Raum","2","","",""
"4","1995","3","Städtischer Raum","3","","",""
"4","1995","3","Ländlicher Raum","2","","",""
"4","1995","4","Städtischer Raum","3","","",""
"4","1995","4","Ländlicher Raum","","","",""
"4","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"4","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"5","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","2","","",""
"5","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","3","","",""
"5","1995","2","Städtischer Raum","2","","",""
"5","1995","2","Ländlicher Raum","1","","",""
"5","1995","3","Städtischer Raum","1","","",""
"5","1995","3","Ländlicher Raum","2","","",""
"5","1995","4","Städtischer Raum","","","",""
"5","1995","4","Ländlicher Raum","","","",""
"5","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"5","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"6","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"6","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","3","","",""
"6","1995","2","Städtischer Raum","2","","",""
"6","1995","2","Ländlicher Raum","","","",""
"6","1995","3","Städtischer Raum","","","",""
"6","1995","3","Ländlicher Raum","1","","",""
"6","1995","4","Städtischer Raum","1","","",""
"6","1995","4","Ländlicher Raum","","","",""
"6","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"6","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"7","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"7","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"7","1995","2","Städtischer Raum","1","","",""
"7","1995","2","Ländlicher Raum","","","",""
"7","1995","3","Städtischer Raum","","","",""
"7","1995","3","Ländlicher Raum","","","",""
"7","1995","4","Städtischer Raum","","","",""
"7","1995","4","Ländlicher Raum","","","",""
"7","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"7","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"8","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"8","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"8","1995","2","Städtischer Raum","1","","",""
"8","1995","2","Ländlicher Raum","","","",""
"8","1995","3","Städtischer Raum","","","",""
"8","1995","3","Ländlicher Raum","","","",""
"8","1995","4","Städtischer Raum","1","","",""
"8","1995","4","Ländlicher Raum","","","",""
"8","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"8","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"9","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"9","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"9","1995","2","Städtischer Raum","1","","",""
"9","1995","2","Ländlicher Raum","","","",""
"9","1995","3","Städtischer Raum","","","",""
"9","1995","3","Ländlicher Raum","","","",""
"9","1995","4","Städtischer Raum","","","",""
"9","1995","4","Ländlicher Raum","","","",""
"9","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"9","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"10","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"10","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"10","1995","2","Städtischer Raum","","","",""
"10","1995","2","Ländlicher Raum","1","","",""
"10","1995","3","Städtischer Raum","","","",""
"10","1995","3","Ländlicher Raum","","","",""
"10","1995","4","Städtischer Raum","","","",""
"10","1995","4","Ländlicher Raum","1","","",""
"10","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"10","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"11","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"11","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"11","1995","2","Städtischer Raum","1","","",""
"11","1995","2","Ländlicher Raum","2","","",""
"11","1995","3","Städtischer Raum","","","",""
"11","1995","3","Ländlicher Raum","1","","",""
"11","1995","4","Städtischer Raum","","","",""
"11","1995","4","Ländlicher Raum","","","",""
"11","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"11","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"12","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","2","","",""
"12","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"12","1995","2","Städtischer Raum","","","",""
"12","1995","2","Ländlicher Raum","1","","",""
"12","1995","3","Städtischer Raum","","","",""
"12","1995","3","Ländlicher Raum","","","",""
"12","1995","4","Städtischer Raum","","","",""
"12","1995","4","Ländlicher Raum","","","",""
"12","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"12","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"13","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"13","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"13","1995","2","Städtischer Raum","","","",""
"13","1995","2","Ländlicher Raum","","","",""
"13","1995","3","Städtischer Raum","","","",""
"13","1995","3","Ländlicher Raum","","","",""
"13","1995","4","Städtischer Raum","","","",""
"13","1995","4","Ländlicher Raum","","","",""
"13","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"13","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"14","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"14","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"14","1995","2","Städtischer Raum","","","",""
"14","1995","2","Ländlicher Raum","","","",""
"14","1995","3","Städtischer Raum","","","",""
"14","1995","3","Ländlicher Raum","","","",""
"14","1995","4","Städtischer Raum","","","",""
"14","1995","4","Ländlicher Raum","","","",""
"14","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"14","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"15","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"15","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"15","1995","2","Städtischer Raum","","","",""
"15","1995","2","Ländlicher Raum","","","",""
"15","1995","3","Städtischer Raum","","","",""
"15","1995","3","Ländlicher Raum","","","",""
"15","1995","4","Städtischer Raum","","","",""
"15","1995","4","Ländlicher Raum","","","",""
"15","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"15","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"16","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"16","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"16","1995","2","Städtischer Raum","","","",""
"16","1995","2","Ländlicher Raum","","","",""
"16","1995","3","Städtischer Raum","","","",""
"16","1995","3","Ländlicher Raum","","","",""
"16","1995","4","Städtischer Raum","","","",""
"16","1995","4","Ländlicher Raum","","","",""
"16","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"16","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"17","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"17","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"17","1995","2","Städtischer Raum","","","",""
"17","1995","2","Ländlicher Raum","","","",""
"17","1995","3","Städtischer Raum","","","",""
"17","1995","3","Ländlicher Raum","","","",""
"17","1995","4","Städtischer Raum","","","",""
"17","1995","4","Ländlicher Raum","","","",""
"17","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"17","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"18","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"18","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"18","1995","2","Städtischer Raum","1","","",""
"18","1995","2","Ländlicher Raum","","","",""
"18","1995","3","Städtischer Raum","","","",""
"18","1995","3","Ländlicher Raum","","","",""
"18","1995","4","Städtischer Raum","","","",""
"18","1995","4","Ländlicher Raum","","","",""
"18","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"18","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"19","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"19","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"19","1995","2","Städtischer Raum","","","",""
"19","1995","2","Ländlicher Raum","","","",""
"19","1995","3","Städtischer Raum","","","",""
"19","1995","3","Ländlicher Raum","","","",""
"19","1995","4","Städtischer Raum","","","",""
"19","1995","4","Ländlicher Raum","","","",""
"19","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"19","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"20","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"20","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"20","1995","2","Städtischer Raum","","","",""
"20","1995","2","Ländlicher Raum","","","",""
"20","1995","3","Städtischer Raum","","","",""
"20","1995","3","Ländlicher Raum","","","",""
"20","1995","4","Städtischer Raum","","","",""
"20","1995","4","Ländlicher Raum","","","",""
"20","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"20","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"21","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"21","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"21","1995","2","Städtischer Raum","","","",""
"21","1995","2","Ländlicher Raum","","","",""
"21","1995","3","Städtischer Raum","","","",""
"21","1995","3","Ländlicher Raum","","","",""
"21","1995","4","Städtischer Raum","","","",""
"21","1995","4","Ländlicher Raum","","","",""
"21","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"21","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"22","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"22","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"22","1995","2","Städtischer Raum","","","",""
"22","1995","2","Ländlicher Raum","","","",""
"22","1995","3","Städtischer Raum","","","",""
"22","1995","3","Ländlicher Raum","","","",""
"22","1995","4","Städtischer Raum","","","",""
"22","1995","4","Ländlicher Raum","","","",""
"22","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"22","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"23","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"23","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"23","1995","2","Städtischer Raum","","","",""
"23","1995","2","Ländlicher Raum","","","",""
"23","1995","3","Städtischer Raum","","","",""
"23","1995","3","Ländlicher Raum","","","",""
"23","1995","4","Städtischer Raum","","","",""
"23","1995","4","Ländlicher Raum","","","",""
"23","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"23","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"24","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"24","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"24","1995","2","Städtischer Raum","","","",""
"24","1995","2","Ländlicher Raum","","","",""
"24","1995","3","Städtischer Raum","","","",""
"24","1995","3","Ländlicher Raum","","","",""
"24","1995","4","Städtischer Raum","","","",""
"24","1995","4","Ländlicher Raum","","","",""
"24","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"24","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"25","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"25","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"25","1995","2","Städtischer Raum","","","",""
"25","1995","2","Ländlicher Raum","","","",""
"25","1995","3","Städtischer Raum","","","",""
"25","1995","3","Ländlicher Raum","","","",""
"25","1995","4","Städtischer Raum","","","",""
"25","1995","4","Ländlicher Raum","","","",""
"25","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"25","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"26","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"26","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"26","1995","2","Städtischer Raum","","","",""
"26","1995","2","Ländlicher Raum","","","",""
"26","1995","3","Städtischer Raum","","","",""
"26","1995","3","Ländlicher Raum","","","",""
"26","1995","4","Städtischer Raum","","","",""
"26","1995","4","Ländlicher Raum","","","",""
"26","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"26","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"28","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"28","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"28","1995","2","Städtischer Raum","","","",""
"28","1995","2","Ländlicher Raum","","","",""
"28","1995","3","Städtischer Raum","","","",""
"28","1995","3","Ländlicher Raum","","","",""
"28","1995","4","Städtischer Raum","","","",""
"28","1995","4","Ländlicher Raum","","","",""
"28","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"28","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"30","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"30","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"30","1995","2","Städtischer Raum","","","",""
"30","1995","2","Ländlicher Raum","","","",""
"30","1995","3","Städtischer Raum","","","",""
"30","1995","3","Ländlicher Raum","","","",""
"30","1995","4","Städtischer Raum","","","",""
"30","1995","4","Ländlicher Raum","","","",""
"30","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"30","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"32","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"32","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"32","1995","2","Städtischer Raum","","","",""
"32","1995","2","Ländlicher Raum","","","",""
"32","1995","3","Städtischer Raum","","","",""
"32","1995","3","Ländlicher Raum","","","",""
"32","1995","4","Städtischer Raum","","","",""
"32","1995","4","Ländlicher Raum","","","",""
"32","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"32","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"35","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"35","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"35","1995","2","Städtischer Raum","","","",""
"35","1995","2","Ländlicher Raum","","","",""
"35","1995","3","Städtischer Raum","1","","",""
"35","1995","3","Ländlicher Raum","","","",""
"35","1995","4","Städtischer Raum","","","",""
"35","1995","4","Ländlicher Raum","","","",""
"35","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"35","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"36","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"36","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"36","1995","2","Städtischer Raum","","","",""
"36","1995","2","Ländlicher Raum","","","",""
"36","1995","3","Städtischer Raum","","","",""
"36","1995","3","Ländlicher Raum","","","",""
"36","1995","4","Städtischer Raum","","","",""
"36","1995","4","Ländlicher Raum","","","",""
"36","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"36","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"40","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"40","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"40","1995","2","Städtischer Raum","","","",""
"40","1995","2","Ländlicher Raum","","","",""
"40","1995","3","Städtischer Raum","","","",""
"40","1995","3","Ländlicher Raum","","","",""
"40","1995","4","Städtischer Raum","","","",""
"40","1995","4","Ländlicher Raum","","","",""
"40","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"40","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"42","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"42","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"42","1995","2","Städtischer Raum","","","",""
"42","1995","2","Ländlicher Raum","","","",""
"42","1995","3","Städtischer Raum","","","",""
"42","1995","3","Ländlicher Raum","","","",""
"42","1995","4","Städtischer Raum","","","",""
"42","1995","4","Ländlicher Raum","","","",""
"42","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"42","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"45","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"45","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"45","1995","2","Städtischer Raum","","","",""
"45","1995","2","Ländlicher Raum","","","",""
"45","1995","3","Städtischer Raum","","","",""
"45","1995","3","Ländlicher Raum","","","",""
"45","1995","4","Städtischer Raum","","","",""
"45","1995","4","Ländlicher Raum","","","",""
"45","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"45","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"48","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"48","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"48","1995","2","Städtischer Raum","","","",""
"48","1995","2","Ländlicher Raum","","","",""
"48","1995","3","Städtischer Raum","","","",""
"48","1995","3","Ländlicher Raum","","","",""
"48","1995","4","Städtischer Raum","","","",""
"48","1995","4","Ländlicher Raum","","","",""
"48","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"48","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"50","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"50","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"50","1995","2","Städtischer Raum","","","",""
"50","1995","2","Ländlicher Raum","","","",""
"50","1995","3","Städtischer Raum","","","",""
"50","1995","3","Ländlicher Raum","","","",""
"50","1995","4","Städtischer Raum","","","",""
"50","1995","4","Ländlicher Raum","","","",""
"50","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"50","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"64","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"64","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"64","1995","2","Städtischer Raum","","","",""
"64","1995","2","Ländlicher Raum","","","",""
"64","1995","3","Städtischer Raum","","","",""
"64","1995","3","Ländlicher Raum","","","",""
"64","1995","4","Städtischer Raum","","","",""
"64","1995","4","Ländlicher Raum","","","",""
"64","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"64","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"98","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"98","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"98","1995","2","Städtischer Raum","","","",""
"98","1995","2","Ländlicher Raum","","","",""
"98","1995","3","Städtischer Raum","","","",""
"98","1995","3","Ländlicher Raum","","","",""
"98","1995","4","Städtischer Raum","","","",""
"98","1995","4","Ländlicher Raum","","","",""
"98","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"98","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"100","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"100","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"100","1995","2","Städtischer Raum","","","",""
"100","1995","2","Ländlicher Raum","","","",""
"100","1995","3","Städtischer Raum","","","",""
"100","1995","3","Ländlicher Raum","","","",""
"100","1995","4","Städtischer Raum","","","",""
"100","1995","4","Ländlicher Raum","","","",""
"100","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"100","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"0","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"0","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"0","1996","2","Städtischer Raum","","","",""
"0","1996","2","Ländlicher Raum","","","",""
"0","1996","3","Städtischer Raum","","","",""
"0","1996","3","Ländlicher Raum","","","",""
"0","1996","4","Städtischer Raum","","","",""
"0","1996","4","Ländlicher Raum","","","",""
"0","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"0","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"1","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","295","0.76572589778419","0.722393385592818","0.809058409975562"
"1","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","159","0.734344606715269","0.674748740462309","0.793940472968229"
"1","1996","2","Städtischer Raum","203","0.723710697332277","0.668501383213007","0.778920011451547"
"1","1996","2","Ländlicher Raum","131","0.726954081631616","0.660177932575142","0.79373023068809"
"1","1996","3","Städtischer Raum","131","0.808180103735648","0.747171792592168","0.869188414879127"
"1","1996","3","Ländlicher Raum","62","0.710542444977019","0.60924693711984","0.811837952834199"
"1","1996","4","Städtischer Raum","86","0.698149498470541","0.613880888261263","0.782418108679819"
"1","1996","4","Ländlicher Raum","41","0.818347025497584","0.71253061778041","0.924163433214758"
"1","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","62","0.887287825016468","0.813728693506257","0.960846956526679"
"1","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","20","","",""
"2","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","49","0.168982184998204","0.130643193323161","0.207321176673247"
"2","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","31","0.142082194416405","0.0949736666268633","0.189190722205947"
"2","1996","2","Städtischer Raum","35","0.188600529583293","0.140301696905097","0.236899362261488"
"2","1996","2","Ländlicher Raum","22","","",""
"2","1996","3","Städtischer Raum","19","","",""
"2","1996","3","Ländlicher Raum","10","","",""
"2","1996","4","Städtischer Raum","19","","",""
"2","1996","4","Ländlicher Raum","6","","",""
"2","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","5","","",""
"2","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","3","","",""
"3","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","14","","",""
"3","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","9","","",""
"3","1996","2","Städtischer Raum","6","","",""
"3","1996","2","Ländlicher Raum","7","","",""
"3","1996","3","Städtischer Raum","6","","",""
"3","1996","3","Ländlicher Raum","1","","",""
"3","1996","4","Städtischer Raum","6","","",""
"3","1996","4","Ländlicher Raum","3","","",""
"3","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","3","","",""
"3","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"4","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","2","","",""
"4","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","1","","",""
"4","1996","2","Städtischer Raum","2","","",""
"4","1996","2","Ländlicher Raum","3","","",""
"4","1996","3","Städtischer Raum","","","",""
"4","1996","3","Ländlicher Raum","2","","",""
"4","1996","4","Städtischer Raum","1","","",""
"4","1996","4","Ländlicher Raum","","","",""
"4","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","1","","",""
"4","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"5","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","3","","",""
"5","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","5","","",""
"5","1996","2","Städtischer Raum","2","","",""
"5","1996","2","Ländlicher Raum","","","",""
"5","1996","3","Städtischer Raum","1","","",""
"5","1996","3","Ländlicher Raum","","","",""
"5","1996","4","Städtischer Raum","1","","",""
"5","1996","4","Ländlicher Raum","","","",""
"5","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"5","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"6","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","2","","",""
"6","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"6","1996","2","Städtischer Raum","1","","",""
"6","1996","2","Ländlicher Raum","","","",""
"6","1996","3","Städtischer Raum","1","","",""
"6","1996","3","Ländlicher Raum","","","",""
