"ple0055","year","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"27","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"28","1984","kein Migrationshintergrund","","","",""
"28","1984","direkter Migrationshintergrund","","","",""
"28","1984","indirekter Migrationshintergrund","","","",""
"28","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"30","1984","kein Migrationshintergrund","","","",""
"30","1984","direkter Migrationshintergrund","","","",""
"30","1984","indirekter Migrationshintergrund","","","",""
"30","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"31","1984","kein Migrationshintergrund","","","",""
"31","1984","direkter Migrationshintergrund","","","",""
"31","1984","indirekter Migrationshintergrund","","","",""
"31","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"32","1984","kein Migrationshintergrund","","","",""
"32","1984","direkter Migrationshintergrund","","","",""
"32","1984","indirekter Migrationshintergrund","","","",""
"32","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"35","1984","kein Migrationshintergrund","","","",""
"35","1984","direkter Migrationshintergrund","","","",""
"35","1984","indirekter Migrationshintergrund","","","",""
"35","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"36","1984","kein Migrationshintergrund","","","",""
"36","1984","direkter Migrationshintergrund","","","",""
"36","1984","indirekter Migrationshintergrund","","","",""
"36","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"40","1984","kein Migrationshintergrund","","","",""
"40","1984","direkter Migrationshintergrund","","","",""
"40","1984","indirekter Migrationshintergrund","","","",""
"40","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"42","1984","kein Migrationshintergrund","","","",""
"42","1984","direkter Migrationshintergrund","","","",""
"42","1984","indirekter Migrationshintergrund","","","",""
"42","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"45","1984","kein Migrationshintergrund","","","",""
"45","1984","direkter Migrationshintergrund","","","",""
"45","1984","indirekter Migrationshintergrund","","","",""
"45","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"48","1984","kein Migrationshintergrund","","","",""
"48","1984","direkter Migrationshintergrund","","","",""
"48","1984","indirekter Migrationshintergrund","","","",""
"48","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"50","1984","kein Migrationshintergrund","","","",""
"50","1984","direkter Migrationshintergrund","","","",""
"50","1984","indirekter Migrationshintergrund","","","",""
"50","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"51","1984","kein Migrationshintergrund","","","",""
"51","1984","direkter Migrationshintergrund","","","",""
"51","1984","indirekter Migrationshintergrund","","","",""
"51","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"64","1984","kein Migrationshintergrund","","","",""
"64","1984","direkter Migrationshintergrund","","","",""
"64","1984","indirekter Migrationshintergrund","","","",""
"64","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"65","1984","kein Migrationshintergrund","","","",""
"65","1984","direkter Migrationshintergrund","","","",""
"65","1984","indirekter Migrationshintergrund","","","",""
"65","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"90","1984","kein Migrationshintergrund","","","",""
"90","1984","direkter Migrationshintergrund","","","",""
"90","1984","indirekter Migrationshintergrund","","","",""
"90","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"98","1984","kein Migrationshintergrund","","","",""
"98","1984","direkter Migrationshintergrund","","","",""
"98","1984","indirekter Migrationshintergrund","","","",""
"98","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"100","1984","kein Migrationshintergrund","","","",""
"100","1984","direkter Migrationshintergrund","","","",""
"100","1984","indirekter Migrationshintergrund","","","",""
"100","1984","Migrationshintergrund - n. w. differenzierbar","","","",""
"0","1985","kein Migrationshintergrund","1","","",""
"0","1985","direkter Migrationshintergrund","","","",""
"0","1985","indirekter Migrationshintergrund","","","",""
"0","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"1","1985","kein Migrationshintergrund","670","0.798338097339128","0.771122980020893","0.825553214657363"
"1","1985","direkter Migrationshintergrund","267","0.813272476850391","0.77030629566964","0.856238658031143"
"1","1985","indirekter Migrationshintergrund","15","","",""
"1","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"2","1985","kein Migrationshintergrund","106","0.135980599612705","0.11273155685225","0.15922964237316"
"2","1985","direkter Migrationshintergrund","32","0.110736834686407","0.0761376588253819","0.145336010547433"
"2","1985","indirekter Migrationshintergrund","2","","",""
"2","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"3","1985","kein Migrationshintergrund","26","","",""
"3","1985","direkter Migrationshintergrund","10","","",""
"3","1985","indirekter Migrationshintergrund","","","",""
"3","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"4","1985","kein Migrationshintergrund","6","","",""
"4","1985","direkter Migrationshintergrund","1","","",""
"4","1985","indirekter Migrationshintergrund","","","",""
"4","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"5","1985","kein Migrationshintergrund","5","","",""
"5","1985","direkter Migrationshintergrund","2","","",""
"5","1985","indirekter Migrationshintergrund","","","",""
"5","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"6","1985","kein Migrationshintergrund","4","","",""
"6","1985","direkter Migrationshintergrund","","","",""
"6","1985","indirekter Migrationshintergrund","","","",""
"6","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"7","1985","kein Migrationshintergrund","3","","",""
"7","1985","direkter Migrationshintergrund","","","",""
"7","1985","indirekter Migrationshintergrund","","","",""
"7","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"8","1985","kein Migrationshintergrund","1","","",""
"8","1985","direkter Migrationshintergrund","","","",""
"8","1985","indirekter Migrationshintergrund","","","",""
"8","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"9","1985","kein Migrationshintergrund","1","","",""
"9","1985","direkter Migrationshintergrund","","","",""
"9","1985","indirekter Migrationshintergrund","","","",""
"9","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"10","1985","kein Migrationshintergrund","3","","",""
"10","1985","direkter Migrationshintergrund","1","","",""
"10","1985","indirekter Migrationshintergrund","","","",""
"10","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"11","1985","kein Migrationshintergrund","","","",""
"11","1985","direkter Migrationshintergrund","","","",""
"11","1985","indirekter Migrationshintergrund","","","",""
"11","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"12","1985","kein Migrationshintergrund","1","","",""
"12","1985","direkter Migrationshintergrund","","","",""
"12","1985","indirekter Migrationshintergrund","","","",""
"12","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"13","1985","kein Migrationshintergrund","","","",""
"13","1985","direkter Migrationshintergrund","","","",""
"13","1985","indirekter Migrationshintergrund","","","",""
"13","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"14","1985","kein Migrationshintergrund","5","","",""
"14","1985","direkter Migrationshintergrund","1","","",""
"14","1985","indirekter Migrationshintergrund","","","",""
"14","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"15","1985","kein Migrationshintergrund","","","",""
"15","1985","direkter Migrationshintergrund","1","","",""
"15","1985","indirekter Migrationshintergrund","","","",""
"15","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"16","1985","kein Migrationshintergrund","2","","",""
"16","1985","direkter Migrationshintergrund","","","",""
"16","1985","indirekter Migrationshintergrund","","","",""
"16","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"17","1985","kein Migrationshintergrund","1","","",""
"17","1985","direkter Migrationshintergrund","","","",""
"17","1985","indirekter Migrationshintergrund","","","",""
"17","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"18","1985","kein Migrationshintergrund","","","",""
"18","1985","direkter Migrationshintergrund","","","",""
"18","1985","indirekter Migrationshintergrund","","","",""
"18","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"19","1985","kein Migrationshintergrund","","","",""
"19","1985","direkter Migrationshintergrund","","","",""
"19","1985","indirekter Migrationshintergrund","","","",""
"19","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"20","1985","kein Migrationshintergrund","","","",""
"20","1985","direkter Migrationshintergrund","","","",""
"20","1985","indirekter Migrationshintergrund","","","",""
"20","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"21","1985","kein Migrationshintergrund","","","",""
"21","1985","direkter Migrationshintergrund","","","",""
"21","1985","indirekter Migrationshintergrund","","","",""
"21","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"22","1985","kein Migrationshintergrund","","","",""
"22","1985","direkter Migrationshintergrund","","","",""
"22","1985","indirekter Migrationshintergrund","","","",""
"22","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"23","1985","kein Migrationshintergrund","","","",""
"23","1985","direkter Migrationshintergrund","","","",""
"23","1985","indirekter Migrationshintergrund","","","",""
"23","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"24","1985","kein Migrationshintergrund","","","",""
"24","1985","direkter Migrationshintergrund","","","",""
"24","1985","indirekter Migrationshintergrund","","","",""
"24","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"25","1985","kein Migrationshintergrund","","","",""
"25","1985","direkter Migrationshintergrund","","","",""
"25","1985","indirekter Migrationshintergrund","","","",""
"25","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"26","1985","kein Migrationshintergrund","","","",""
"26","1985","direkter Migrationshintergrund","","","",""
"26","1985","indirekter Migrationshintergrund","","","",""
"26","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"27","1985","kein Migrationshintergrund","","","",""
"27","1985","direkter Migrationshintergrund","","","",""
"27","1985","indirekter Migrationshintergrund","","","",""
"27","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"28","1985","kein Migrationshintergrund","","","",""
"28","1985","direkter Migrationshintergrund","","","",""
"28","1985","indirekter Migrationshintergrund","","","",""
"28","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"30","1985","kein Migrationshintergrund","","","",""
"30","1985","direkter Migrationshintergrund","1","","",""
"30","1985","indirekter Migrationshintergrund","","","",""
"30","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"31","1985","kein Migrationshintergrund","","","",""
"31","1985","direkter Migrationshintergrund","","","",""
"31","1985","indirekter Migrationshintergrund","","","",""
"31","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"32","1985","kein Migrationshintergrund","","","",""
"32","1985","direkter Migrationshintergrund","","","",""
"32","1985","indirekter Migrationshintergrund","","","",""
"32","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"35","1985","kein Migrationshintergrund","","","",""
"35","1985","direkter Migrationshintergrund","","","",""
"35","1985","indirekter Migrationshintergrund","","","",""
"35","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"36","1985","kein Migrationshintergrund","","","",""
"36","1985","direkter Migrationshintergrund","","","",""
"36","1985","indirekter Migrationshintergrund","","","",""
"36","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"40","1985","kein Migrationshintergrund","","","",""
"40","1985","direkter Migrationshintergrund","","","",""
"40","1985","indirekter Migrationshintergrund","","","",""
"40","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"42","1985","kein Migrationshintergrund","","","",""
"42","1985","direkter Migrationshintergrund","","","",""
"42","1985","indirekter Migrationshintergrund","","","",""
"42","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"45","1985","kein Migrationshintergrund","","","",""
"45","1985","direkter Migrationshintergrund","","","",""
"45","1985","indirekter Migrationshintergrund","","","",""
"45","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"48","1985","kein Migrationshintergrund","","","",""
"48","1985","direkter Migrationshintergrund","","","",""
"48","1985","indirekter Migrationshintergrund","","","",""
"48","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"50","1985","kein Migrationshintergrund","","","",""
"50","1985","direkter Migrationshintergrund","","","",""
"50","1985","indirekter Migrationshintergrund","","","",""
"50","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"51","1985","kein Migrationshintergrund","","","",""
"51","1985","direkter Migrationshintergrund","","","",""
"51","1985","indirekter Migrationshintergrund","","","",""
"51","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"64","1985","kein Migrationshintergrund","","","",""
"64","1985","direkter Migrationshintergrund","","","",""
"64","1985","indirekter Migrationshintergrund","","","",""
"64","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"65","1985","kein Migrationshintergrund","","","",""
"65","1985","direkter Migrationshintergrund","","","",""
"65","1985","indirekter Migrationshintergrund","","","",""
"65","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"90","1985","kein Migrationshintergrund","","","",""
"90","1985","direkter Migrationshintergrund","","","",""
"90","1985","indirekter Migrationshintergrund","","","",""
"90","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"98","1985","kein Migrationshintergrund","","","",""
"98","1985","direkter Migrationshintergrund","","","",""
"98","1985","indirekter Migrationshintergrund","","","",""
"98","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"100","1985","kein Migrationshintergrund","","","",""
"100","1985","direkter Migrationshintergrund","","","",""
"100","1985","indirekter Migrationshintergrund","","","",""
"100","1985","Migrationshintergrund - n. w. differenzierbar","","","",""
"0","1986","kein Migrationshintergrund","2","","",""
"0","1986","direkter Migrationshintergrund","","","",""
"0","1986","indirekter Migrationshintergrund","","","",""
"0","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"1","1986","kein Migrationshintergrund","641","0.798277879046429","0.770591565437488","0.825964192655369"
"1","1986","direkter Migrationshintergrund","302","0.790983753811868","0.749327390544622","0.832640117079114"
"1","1986","indirekter Migrationshintergrund","16","","",""
"1","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"2","1986","kein Migrationshintergrund","111","0.139208370086646","0.115325142580514","0.163091597592779"
"2","1986","direkter Migrationshintergrund","45","0.132609354757183","0.0978635802960165","0.16735512921835"
"2","1986","indirekter Migrationshintergrund","","","",""
"2","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"3","1986","kein Migrationshintergrund","24","","",""
"3","1986","direkter Migrationshintergrund","8","","",""
"3","1986","indirekter Migrationshintergrund","","","",""
"3","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"4","1986","kein Migrationshintergrund","4","","",""
"4","1986","direkter Migrationshintergrund","5","","",""
"4","1986","indirekter Migrationshintergrund","","","",""
"4","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"5","1986","kein Migrationshintergrund","6","","",""
"5","1986","direkter Migrationshintergrund","","","",""
"5","1986","indirekter Migrationshintergrund","1","","",""
"5","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"6","1986","kein Migrationshintergrund","2","","",""
"6","1986","direkter Migrationshintergrund","2","","",""
"6","1986","indirekter Migrationshintergrund","","","",""
"6","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"7","1986","kein Migrationshintergrund","3","","",""
"7","1986","direkter Migrationshintergrund","","","",""
"7","1986","indirekter Migrationshintergrund","","","",""
"7","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"8","1986","kein Migrationshintergrund","2","","",""
"8","1986","direkter Migrationshintergrund","","","",""
"8","1986","indirekter Migrationshintergrund","","","",""
"8","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"9","1986","kein Migrationshintergrund","2","","",""
"9","1986","direkter Migrationshintergrund","2","","",""
"9","1986","indirekter Migrationshintergrund","","","",""
"9","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"10","1986","kein Migrationshintergrund","4","","",""
"10","1986","direkter Migrationshintergrund","","","",""
"10","1986","indirekter Migrationshintergrund","","","",""
"10","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"11","1986","kein Migrationshintergrund","","","",""
"11","1986","direkter Migrationshintergrund","","","",""
"11","1986","indirekter Migrationshintergrund","","","",""
"11","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"12","1986","kein Migrationshintergrund","","","",""
"12","1986","direkter Migrationshintergrund","","","",""
"12","1986","indirekter Migrationshintergrund","","","",""
"12","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"13","1986","kein Migrationshintergrund","","","",""
"13","1986","direkter Migrationshintergrund","","","",""
"13","1986","indirekter Migrationshintergrund","","","",""
"13","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"14","1986","kein Migrationshintergrund","","","",""
"14","1986","direkter Migrationshintergrund","1","","",""
"14","1986","indirekter Migrationshintergrund","","","",""
"14","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"15","1986","kein Migrationshintergrund","","","",""
"15","1986","direkter Migrationshintergrund","","","",""
"15","1986","indirekter Migrationshintergrund","1","","",""
"15","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"16","1986","kein Migrationshintergrund","1","","",""
"16","1986","direkter Migrationshintergrund","","","",""
"16","1986","indirekter Migrationshintergrund","","","",""
"16","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"17","1986","kein Migrationshintergrund","","","",""
"17","1986","direkter Migrationshintergrund","","","",""
"17","1986","indirekter Migrationshintergrund","","","",""
"17","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"18","1986","kein Migrationshintergrund","","","",""
"18","1986","direkter Migrationshintergrund","","","",""
"18","1986","indirekter Migrationshintergrund","","","",""
"18","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"19","1986","kein Migrationshintergrund","","","",""
"19","1986","direkter Migrationshintergrund","","","",""
"19","1986","indirekter Migrationshintergrund","","","",""
"19","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"20","1986","kein Migrationshintergrund","","","",""
"20","1986","direkter Migrationshintergrund","","","",""
"20","1986","indirekter Migrationshintergrund","","","",""
"20","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"21","1986","kein Migrationshintergrund","1","","",""
"21","1986","direkter Migrationshintergrund","","","",""
"21","1986","indirekter Migrationshintergrund","","","",""
"21","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"22","1986","kein Migrationshintergrund","","","",""
"22","1986","direkter Migrationshintergrund","","","",""
"22","1986","indirekter Migrationshintergrund","","","",""
"22","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"23","1986","kein Migrationshintergrund","","","",""
"23","1986","direkter Migrationshintergrund","","","",""
"23","1986","indirekter Migrationshintergrund","","","",""
"23","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"24","1986","kein Migrationshintergrund","","","",""
"24","1986","direkter Migrationshintergrund","","","",""
"24","1986","indirekter Migrationshintergrund","","","",""
"24","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"25","1986","kein Migrationshintergrund","","","",""
"25","1986","direkter Migrationshintergrund","","","",""
"25","1986","indirekter Migrationshintergrund","","","",""
"25","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"26","1986","kein Migrationshintergrund","","","",""
"26","1986","direkter Migrationshintergrund","","","",""
"26","1986","indirekter Migrationshintergrund","","","",""
"26","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"27","1986","kein Migrationshintergrund","","","",""
"27","1986","direkter Migrationshintergrund","","","",""
"27","1986","indirekter Migrationshintergrund","","","",""
"27","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"28","1986","kein Migrationshintergrund","","","",""
"28","1986","direkter Migrationshintergrund","","","",""
"28","1986","indirekter Migrationshintergrund","","","",""
"28","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"30","1986","kein Migrationshintergrund","1","","",""
"30","1986","direkter Migrationshintergrund","","","",""
"30","1986","indirekter Migrationshintergrund","","","",""
"30","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"31","1986","kein Migrationshintergrund","1","","",""
"31","1986","direkter Migrationshintergrund","","","",""
"31","1986","indirekter Migrationshintergrund","","","",""
"31","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"32","1986","kein Migrationshintergrund","","","",""
"32","1986","direkter Migrationshintergrund","","","",""
"32","1986","indirekter Migrationshintergrund","","","",""
"32","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"35","1986","kein Migrationshintergrund","","","",""
"35","1986","direkter Migrationshintergrund","","","",""
"35","1986","indirekter Migrationshintergrund","","","",""
"35","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"36","1986","kein Migrationshintergrund","","","",""
"36","1986","direkter Migrationshintergrund","","","",""
"36","1986","indirekter Migrationshintergrund","","","",""
"36","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"40","1986","kein Migrationshintergrund","1","","",""
"40","1986","direkter Migrationshintergrund","","","",""
"40","1986","indirekter Migrationshintergrund","","","",""
"40","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"42","1986","kein Migrationshintergrund","","","",""
"42","1986","direkter Migrationshintergrund","","","",""
"42","1986","indirekter Migrationshintergrund","","","",""
"42","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"45","1986","kein Migrationshintergrund","","","",""
"45","1986","direkter Migrationshintergrund","","","",""
"45","1986","indirekter Migrationshintergrund","","","",""
"45","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"48","1986","kein Migrationshintergrund","","","",""
"48","1986","direkter Migrationshintergrund","1","","",""
"48","1986","indirekter Migrationshintergrund","","","",""
"48","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"50","1986","kein Migrationshintergrund","","","",""
"50","1986","direkter Migrationshintergrund","","","",""
"50","1986","indirekter Migrationshintergrund","","","",""
"50","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"51","1986","kein Migrationshintergrund","1","","",""
"51","1986","direkter Migrationshintergrund","","","",""
"51","1986","indirekter Migrationshintergrund","","","",""
"51","1986","Migrationshintergrund - n. w. differenzierbar","","","",""
"64","1986","kein Migrationshintergrund","","","",""
"64","1986","direkter Migrationshintergrund","","","",""
