"ple0055","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"6","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"6","1984","30-45","kein Migrationshintergrund","1","","",""
"6","1984","30-45","direkter Migrationshintergrund","","","",""
"6","1984","30-45","indirekter Migrationshintergrund","","","",""
"6","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"6","1984","46-65","kein Migrationshintergrund","2","","",""
"6","1984","46-65","direkter Migrationshintergrund","","","",""
"6","1984","46-65","indirekter Migrationshintergrund","","","",""
"6","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"6","1984","66","kein Migrationshintergrund","","","",""
"6","1984","66","direkter Migrationshintergrund","","","",""
"6","1984","66","indirekter Migrationshintergrund","","","",""
"6","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"7","1984","17-29","kein Migrationshintergrund","1","","",""
"7","1984","17-29","direkter Migrationshintergrund","","","",""
"7","1984","17-29","indirekter Migrationshintergrund","","","",""
"7","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"7","1984","30-45","kein Migrationshintergrund","1","","",""
"7","1984","30-45","direkter Migrationshintergrund","","","",""
"7","1984","30-45","indirekter Migrationshintergrund","","","",""
"7","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"7","1984","46-65","kein Migrationshintergrund","2","","",""
"7","1984","46-65","direkter Migrationshintergrund","","","",""
"7","1984","46-65","indirekter Migrationshintergrund","","","",""
"7","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"7","1984","66","kein Migrationshintergrund","","","",""
"7","1984","66","direkter Migrationshintergrund","","","",""
"7","1984","66","indirekter Migrationshintergrund","","","",""
"7","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"8","1984","17-29","kein Migrationshintergrund","","","",""
"8","1984","17-29","direkter Migrationshintergrund","","","",""
"8","1984","17-29","indirekter Migrationshintergrund","","","",""
"8","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"8","1984","30-45","kein Migrationshintergrund","","","",""
"8","1984","30-45","direkter Migrationshintergrund","","","",""
"8","1984","30-45","indirekter Migrationshintergrund","","","",""
"8","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"8","1984","46-65","kein Migrationshintergrund","1","","",""
"8","1984","46-65","direkter Migrationshintergrund","","","",""
"8","1984","46-65","indirekter Migrationshintergrund","","","",""
"8","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"8","1984","66","kein Migrationshintergrund","","","",""
"8","1984","66","direkter Migrationshintergrund","","","",""
"8","1984","66","indirekter Migrationshintergrund","","","",""
"8","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"9","1984","17-29","kein Migrationshintergrund","","","",""
"9","1984","17-29","direkter Migrationshintergrund","","","",""
"9","1984","17-29","indirekter Migrationshintergrund","","","",""
"9","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"9","1984","30-45","kein Migrationshintergrund","2","","",""
"9","1984","30-45","direkter Migrationshintergrund","","","",""
"9","1984","30-45","indirekter Migrationshintergrund","","","",""
"9","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"9","1984","46-65","kein Migrationshintergrund","","","",""
"9","1984","46-65","direkter Migrationshintergrund","","","",""
"9","1984","46-65","indirekter Migrationshintergrund","","","",""
"9","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"9","1984","66","kein Migrationshintergrund","","","",""
"9","1984","66","direkter Migrationshintergrund","","","",""
"9","1984","66","indirekter Migrationshintergrund","","","",""
"9","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"10","1984","17-29","kein Migrationshintergrund","2","","",""
"10","1984","17-29","direkter Migrationshintergrund","","","",""
"10","1984","17-29","indirekter Migrationshintergrund","","","",""
"10","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"10","1984","30-45","kein Migrationshintergrund","1","","",""
"10","1984","30-45","direkter Migrationshintergrund","","","",""
"10","1984","30-45","indirekter Migrationshintergrund","","","",""
"10","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"10","1984","46-65","kein Migrationshintergrund","","","",""
"10","1984","46-65","direkter Migrationshintergrund","","","",""
"10","1984","46-65","indirekter Migrationshintergrund","","","",""
"10","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"10","1984","66","kein Migrationshintergrund","","","",""
"10","1984","66","direkter Migrationshintergrund","","","",""
"10","1984","66","indirekter Migrationshintergrund","","","",""
"10","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"11","1984","17-29","kein Migrationshintergrund","","","",""
"11","1984","17-29","direkter Migrationshintergrund","","","",""
"11","1984","17-29","indirekter Migrationshintergrund","","","",""
"11","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"11","1984","30-45","kein Migrationshintergrund","","","",""
"11","1984","30-45","direkter Migrationshintergrund","","","",""
"11","1984","30-45","indirekter Migrationshintergrund","","","",""
"11","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"11","1984","46-65","kein Migrationshintergrund","","","",""
"11","1984","46-65","direkter Migrationshintergrund","","","",""
"11","1984","46-65","indirekter Migrationshintergrund","","","",""
"11","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"11","1984","66","kein Migrationshintergrund","","","",""
"11","1984","66","direkter Migrationshintergrund","","","",""
"11","1984","66","indirekter Migrationshintergrund","","","",""
"11","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"12","1984","17-29","kein Migrationshintergrund","","","",""
"12","1984","17-29","direkter Migrationshintergrund","","","",""
"12","1984","17-29","indirekter Migrationshintergrund","","","",""
"12","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"12","1984","30-45","kein Migrationshintergrund","","","",""
"12","1984","30-45","direkter Migrationshintergrund","","","",""
"12","1984","30-45","indirekter Migrationshintergrund","","","",""
"12","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"12","1984","46-65","kein Migrationshintergrund","","","",""
"12","1984","46-65","direkter Migrationshintergrund","","","",""
"12","1984","46-65","indirekter Migrationshintergrund","","","",""
"12","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"12","1984","66","kein Migrationshintergrund","","","",""
"12","1984","66","direkter Migrationshintergrund","","","",""
"12","1984","66","indirekter Migrationshintergrund","","","",""
"12","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"13","1984","17-29","kein Migrationshintergrund","","","",""
"13","1984","17-29","direkter Migrationshintergrund","","","",""
"13","1984","17-29","indirekter Migrationshintergrund","","","",""
"13","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"13","1984","30-45","kein Migrationshintergrund","","","",""
"13","1984","30-45","direkter Migrationshintergrund","","","",""
"13","1984","30-45","indirekter Migrationshintergrund","","","",""
"13","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"13","1984","46-65","kein Migrationshintergrund","","","",""
"13","1984","46-65","direkter Migrationshintergrund","","","",""
"13","1984","46-65","indirekter Migrationshintergrund","","","",""
"13","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"13","1984","66","kein Migrationshintergrund","","","",""
"13","1984","66","direkter Migrationshintergrund","","","",""
"13","1984","66","indirekter Migrationshintergrund","","","",""
"13","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"14","1984","17-29","kein Migrationshintergrund","","","",""
"14","1984","17-29","direkter Migrationshintergrund","","","",""
"14","1984","17-29","indirekter Migrationshintergrund","","","",""
"14","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"14","1984","30-45","kein Migrationshintergrund","","","",""
"14","1984","30-45","direkter Migrationshintergrund","","","",""
"14","1984","30-45","indirekter Migrationshintergrund","","","",""
"14","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"14","1984","46-65","kein Migrationshintergrund","1","","",""
"14","1984","46-65","direkter Migrationshintergrund","","","",""
"14","1984","46-65","indirekter Migrationshintergrund","","","",""
"14","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"14","1984","66","kein Migrationshintergrund","","","",""
"14","1984","66","direkter Migrationshintergrund","","","",""
"14","1984","66","indirekter Migrationshintergrund","","","",""
"14","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"15","1984","17-29","kein Migrationshintergrund","","","",""
"15","1984","17-29","direkter Migrationshintergrund","","","",""
"15","1984","17-29","indirekter Migrationshintergrund","","","",""
"15","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"15","1984","30-45","kein Migrationshintergrund","","","",""
"15","1984","30-45","direkter Migrationshintergrund","","","",""
"15","1984","30-45","indirekter Migrationshintergrund","","","",""
"15","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"15","1984","46-65","kein Migrationshintergrund","","","",""
"15","1984","46-65","direkter Migrationshintergrund","","","",""
"15","1984","46-65","indirekter Migrationshintergrund","","","",""
"15","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"15","1984","66","kein Migrationshintergrund","","","",""
"15","1984","66","direkter Migrationshintergrund","","","",""
"15","1984","66","indirekter Migrationshintergrund","","","",""
"15","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"16","1984","17-29","kein Migrationshintergrund","","","",""
"16","1984","17-29","direkter Migrationshintergrund","","","",""
"16","1984","17-29","indirekter Migrationshintergrund","","","",""
"16","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"16","1984","30-45","kein Migrationshintergrund","","","",""
"16","1984","30-45","direkter Migrationshintergrund","","","",""
"16","1984","30-45","indirekter Migrationshintergrund","","","",""
"16","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"16","1984","46-65","kein Migrationshintergrund","","","",""
"16","1984","46-65","direkter Migrationshintergrund","","","",""
"16","1984","46-65","indirekter Migrationshintergrund","","","",""
"16","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"16","1984","66","kein Migrationshintergrund","","","",""
"16","1984","66","direkter Migrationshintergrund","","","",""
"16","1984","66","indirekter Migrationshintergrund","","","",""
"16","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"17","1984","17-29","kein Migrationshintergrund","","","",""
"17","1984","17-29","direkter Migrationshintergrund","","","",""
"17","1984","17-29","indirekter Migrationshintergrund","","","",""
"17","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"17","1984","30-45","kein Migrationshintergrund","","","",""
"17","1984","30-45","direkter Migrationshintergrund","","","",""
"17","1984","30-45","indirekter Migrationshintergrund","","","",""
"17","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"17","1984","46-65","kein Migrationshintergrund","","","",""
"17","1984","46-65","direkter Migrationshintergrund","","","",""
"17","1984","46-65","indirekter Migrationshintergrund","","","",""
"17","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"17","1984","66","kein Migrationshintergrund","","","",""
"17","1984","66","direkter Migrationshintergrund","","","",""
"17","1984","66","indirekter Migrationshintergrund","","","",""
"17","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"18","1984","17-29","kein Migrationshintergrund","","","",""
"18","1984","17-29","direkter Migrationshintergrund","","","",""
"18","1984","17-29","indirekter Migrationshintergrund","","","",""
"18","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"18","1984","30-45","kein Migrationshintergrund","","","",""
"18","1984","30-45","direkter Migrationshintergrund","","","",""
"18","1984","30-45","indirekter Migrationshintergrund","","","",""
"18","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"18","1984","46-65","kein Migrationshintergrund","","","",""
"18","1984","46-65","direkter Migrationshintergrund","","","",""
"18","1984","46-65","indirekter Migrationshintergrund","","","",""
"18","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"18","1984","66","kein Migrationshintergrund","","","",""
"18","1984","66","direkter Migrationshintergrund","","","",""
"18","1984","66","indirekter Migrationshintergrund","","","",""
"18","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"19","1984","17-29","kein Migrationshintergrund","","","",""
"19","1984","17-29","direkter Migrationshintergrund","","","",""
"19","1984","17-29","indirekter Migrationshintergrund","","","",""
"19","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"19","1984","30-45","kein Migrationshintergrund","","","",""
"19","1984","30-45","direkter Migrationshintergrund","","","",""
"19","1984","30-45","indirekter Migrationshintergrund","","","",""
"19","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"19","1984","46-65","kein Migrationshintergrund","","","",""
"19","1984","46-65","direkter Migrationshintergrund","","","",""
"19","1984","46-65","indirekter Migrationshintergrund","","","",""
"19","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"19","1984","66","kein Migrationshintergrund","","","",""
"19","1984","66","direkter Migrationshintergrund","","","",""
"19","1984","66","indirekter Migrationshintergrund","","","",""
"19","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"20","1984","17-29","kein Migrationshintergrund","","","",""
"20","1984","17-29","direkter Migrationshintergrund","","","",""
"20","1984","17-29","indirekter Migrationshintergrund","","","",""
"20","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"20","1984","30-45","kein Migrationshintergrund","","","",""
"20","1984","30-45","direkter Migrationshintergrund","","","",""
"20","1984","30-45","indirekter Migrationshintergrund","","","",""
"20","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"20","1984","46-65","kein Migrationshintergrund","","","",""
"20","1984","46-65","direkter Migrationshintergrund","","","",""
"20","1984","46-65","indirekter Migrationshintergrund","","","",""
"20","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"20","1984","66","kein Migrationshintergrund","","","",""
"20","1984","66","direkter Migrationshintergrund","","","",""
"20","1984","66","indirekter Migrationshintergrund","","","",""
"20","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"21","1984","17-29","kein Migrationshintergrund","","","",""
"21","1984","17-29","direkter Migrationshintergrund","","","",""
"21","1984","17-29","indirekter Migrationshintergrund","","","",""
"21","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"21","1984","30-45","kein Migrationshintergrund","","","",""
"21","1984","30-45","direkter Migrationshintergrund","","","",""
"21","1984","30-45","indirekter Migrationshintergrund","","","",""
"21","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"21","1984","46-65","kein Migrationshintergrund","","","",""
"21","1984","46-65","direkter Migrationshintergrund","","","",""
"21","1984","46-65","indirekter Migrationshintergrund","","","",""
"21","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"21","1984","66","kein Migrationshintergrund","","","",""
"21","1984","66","direkter Migrationshintergrund","","","",""
"21","1984","66","indirekter Migrationshintergrund","","","",""
"21","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"22","1984","17-29","kein Migrationshintergrund","","","",""
"22","1984","17-29","direkter Migrationshintergrund","","","",""
"22","1984","17-29","indirekter Migrationshintergrund","","","",""
"22","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"22","1984","30-45","kein Migrationshintergrund","","","",""
"22","1984","30-45","direkter Migrationshintergrund","","","",""
"22","1984","30-45","indirekter Migrationshintergrund","","","",""
"22","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"22","1984","46-65","kein Migrationshintergrund","","","",""
"22","1984","46-65","direkter Migrationshintergrund","","","",""
"22","1984","46-65","indirekter Migrationshintergrund","","","",""
"22","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"22","1984","66","kein Migrationshintergrund","","","",""
"22","1984","66","direkter Migrationshintergrund","","","",""
"22","1984","66","indirekter Migrationshintergrund","","","",""
"22","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"23","1984","17-29","kein Migrationshintergrund","","","",""
"23","1984","17-29","direkter Migrationshintergrund","","","",""
"23","1984","17-29","indirekter Migrationshintergrund","","","",""
"23","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"23","1984","30-45","kein Migrationshintergrund","","","",""
"23","1984","30-45","direkter Migrationshintergrund","","","",""
"23","1984","30-45","indirekter Migrationshintergrund","","","",""
"23","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"23","1984","46-65","kein Migrationshintergrund","","","",""
"23","1984","46-65","direkter Migrationshintergrund","","","",""
"23","1984","46-65","indirekter Migrationshintergrund","","","",""
"23","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"23","1984","66","kein Migrationshintergrund","","","",""
"23","1984","66","direkter Migrationshintergrund","","","",""
"23","1984","66","indirekter Migrationshintergrund","","","",""
"23","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"24","1984","17-29","kein Migrationshintergrund","","","",""
"24","1984","17-29","direkter Migrationshintergrund","","","",""
"24","1984","17-29","indirekter Migrationshintergrund","","","",""
"24","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"24","1984","30-45","kein Migrationshintergrund","","","",""
"24","1984","30-45","direkter Migrationshintergrund","","","",""
"24","1984","30-45","indirekter Migrationshintergrund","","","",""
"24","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"24","1984","46-65","kein Migrationshintergrund","","","",""
"24","1984","46-65","direkter Migrationshintergrund","","","",""
"24","1984","46-65","indirekter Migrationshintergrund","","","",""
"24","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"24","1984","66","kein Migrationshintergrund","","","",""
"24","1984","66","direkter Migrationshintergrund","","","",""
"24","1984","66","indirekter Migrationshintergrund","","","",""
"24","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"25","1984","17-29","kein Migrationshintergrund","","","",""
"25","1984","17-29","direkter Migrationshintergrund","","","",""
"25","1984","17-29","indirekter Migrationshintergrund","","","",""
"25","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"25","1984","30-45","kein Migrationshintergrund","","","",""
"25","1984","30-45","direkter Migrationshintergrund","","","",""
"25","1984","30-45","indirekter Migrationshintergrund","","","",""
"25","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"25","1984","46-65","kein Migrationshintergrund","","","",""
"25","1984","46-65","direkter Migrationshintergrund","","","",""
"25","1984","46-65","indirekter Migrationshintergrund","","","",""
"25","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"25","1984","66","kein Migrationshintergrund","","","",""
"25","1984","66","direkter Migrationshintergrund","","","",""
"25","1984","66","indirekter Migrationshintergrund","","","",""
"25","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"26","1984","17-29","kein Migrationshintergrund","","","",""
"26","1984","17-29","direkter Migrationshintergrund","","","",""
"26","1984","17-29","indirekter Migrationshintergrund","","","",""
"26","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"26","1984","30-45","kein Migrationshintergrund","","","",""
"26","1984","30-45","direkter Migrationshintergrund","","","",""
"26","1984","30-45","indirekter Migrationshintergrund","","","",""
"26","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"26","1984","46-65","kein Migrationshintergrund","","","",""
"26","1984","46-65","direkter Migrationshintergrund","","","",""
"26","1984","46-65","indirekter Migrationshintergrund","","","",""
"26","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"26","1984","66","kein Migrationshintergrund","","","",""
"26","1984","66","direkter Migrationshintergrund","","","",""
"26","1984","66","indirekter Migrationshintergrund","","","",""
"26","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"27","1984","17-29","kein Migrationshintergrund","","","",""
"27","1984","17-29","direkter Migrationshintergrund","","","",""
"27","1984","17-29","indirekter Migrationshintergrund","","","",""
"27","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"27","1984","30-45","kein Migrationshintergrund","","","",""
"27","1984","30-45","direkter Migrationshintergrund","","","",""
"27","1984","30-45","indirekter Migrationshintergrund","","","",""
"27","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"27","1984","46-65","kein Migrationshintergrund","","","",""
"27","1984","46-65","direkter Migrationshintergrund","","","",""
"27","1984","46-65","indirekter Migrationshintergrund","","","",""
"27","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"27","1984","66","kein Migrationshintergrund","","","",""
"27","1984","66","direkter Migrationshintergrund","","","",""
"27","1984","66","indirekter Migrationshintergrund","","","",""
"27","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"28","1984","17-29","kein Migrationshintergrund","","","",""
"28","1984","17-29","direkter Migrationshintergrund","","","",""
"28","1984","17-29","indirekter Migrationshintergrund","","","",""
"28","1984","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"28","1984","30-45","kein Migrationshintergrund","","","",""
"28","1984","30-45","direkter Migrationshintergrund","","","",""
"28","1984","30-45","indirekter Migrationshintergrund","","","",""
"28","1984","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"28","1984","46-65","kein Migrationshintergrund","","","",""
"28","1984","46-65","direkter Migrationshintergrund","","","",""
"28","1984","46-65","indirekter Migrationshintergrund","","","",""
"28","1984","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"28","1984","66","kein Migrationshintergrund","","","",""
"28","1984","66","direkter Migrationshintergrund","","","",""
"28","1984","66","indirekter Migrationshintergrund","","","",""
"28","1984","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"30","1984","17-29","kein Migrationshintergrund","","","",""
