"ple0055","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"100","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"100","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"100","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"0","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"0","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"0","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"0","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"0","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"0","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"1","1985","kein Migrationshintergrund","Westdeutschland","670","0.798338097339128","0.771122980020893","0.825553214657363"
"1","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"1","1985","direkter Migrationshintergrund","Westdeutschland","267","0.813272476850391","0.77030629566964","0.856238658031143"
"1","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"1","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"1","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"2","1985","kein Migrationshintergrund","Westdeutschland","106","0.135980599612705","0.11273155685225","0.15922964237316"
"2","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"2","1985","direkter Migrationshintergrund","Westdeutschland","32","0.110736834686407","0.0761376588253819","0.145336010547433"
"2","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"2","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"2","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"3","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"3","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"3","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"3","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"3","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"3","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"4","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"4","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"4","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"4","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"4","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"4","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"5","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"5","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"5","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"5","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"5","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"5","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"6","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"6","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"6","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"6","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"6","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"6","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"7","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"7","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"7","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"7","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"7","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"7","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"8","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"8","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"8","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"8","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"8","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"8","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"9","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"9","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"9","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"9","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"9","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"9","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"10","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"10","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"10","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"10","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"10","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"10","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"11","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"11","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"11","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"11","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"11","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"11","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"12","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"12","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"12","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"12","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"12","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"12","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"13","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"13","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"13","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"13","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"13","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"13","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"14","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"14","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"14","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"14","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"14","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"14","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"15","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"15","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"15","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"15","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"15","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"15","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"16","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"16","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"16","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"16","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"16","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"16","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"17","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"17","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"17","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"17","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"17","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"17","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"18","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"18","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"18","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"18","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"18","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"18","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"19","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"19","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"19","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"19","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"19","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"19","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"20","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"20","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"20","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"20","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"20","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"20","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"21","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"21","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"21","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"21","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"21","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"21","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"22","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"22","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"22","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"22","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"22","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"22","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"23","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"23","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"23","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"23","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"23","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"23","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"24","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"24","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
"24","1985","direkter Migrationshintergrund","Westdeutschland","","","",""
"24","1985","direkter Migrationshintergrund","Ostdeutschland","","","",""
"24","1985","indirekter Migrationshintergrund","Westdeutschland","","","",""
"24","1985","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"25","1985","kein Migrationshintergrund","Westdeutschland","","","",""
"25","1985","kein Migrationshintergrund","Ostdeutschland","","","",""
