"ple0055","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"4","1995","indirekter Migrationshintergrund","2","","","",""
"4","1995","indirekter Migrationshintergrund","3","","","",""
"4","1995","indirekter Migrationshintergrund","4","","","",""
"4","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"4","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"4","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"4","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"4","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"4","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"5","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","4","","",""
"5","1995","kein Migrationshintergrund","2","3","","",""
"5","1995","kein Migrationshintergrund","3","2","","",""
"5","1995","kein Migrationshintergrund","4","","","",""
"5","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"5","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"5","1995","direkter Migrationshintergrund","2","","","",""
"5","1995","direkter Migrationshintergrund","3","1","","",""
"5","1995","direkter Migrationshintergrund","4","","","",""
"5","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"5","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","1","","",""
"5","1995","indirekter Migrationshintergrund","2","","","",""
"5","1995","indirekter Migrationshintergrund","3","","","",""
"5","1995","indirekter Migrationshintergrund","4","","","",""
"5","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"5","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"5","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"5","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"5","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"5","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"6","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","3","","",""
"6","1995","kein Migrationshintergrund","2","2","","",""
"6","1995","kein Migrationshintergrund","3","","","",""
"6","1995","kein Migrationshintergrund","4","1","","",""
"6","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"6","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"6","1995","direkter Migrationshintergrund","2","","","",""
"6","1995","direkter Migrationshintergrund","3","1","","",""
"6","1995","direkter Migrationshintergrund","4","","","",""
"6","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"6","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"6","1995","indirekter Migrationshintergrund","2","","","",""
"6","1995","indirekter Migrationshintergrund","3","","","",""
"6","1995","indirekter Migrationshintergrund","4","","","",""
"6","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"6","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"6","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"6","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"6","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"6","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"7","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"7","1995","kein Migrationshintergrund","2","","","",""
"7","1995","kein Migrationshintergrund","3","","","",""
"7","1995","kein Migrationshintergrund","4","","","",""
"7","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1","","",""
"7","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"7","1995","direkter Migrationshintergrund","2","1","","",""
"7","1995","direkter Migrationshintergrund","3","","","",""
"7","1995","direkter Migrationshintergrund","4","","","",""
"7","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"7","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"7","1995","indirekter Migrationshintergrund","2","","","",""
"7","1995","indirekter Migrationshintergrund","3","","","",""
"7","1995","indirekter Migrationshintergrund","4","","","",""
"7","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"7","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"7","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"7","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"7","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"7","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"8","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1","","",""
"8","1995","kein Migrationshintergrund","2","1","","",""
"8","1995","kein Migrationshintergrund","3","","","",""
"8","1995","kein Migrationshintergrund","4","1","","",""
"8","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"8","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"8","1995","direkter Migrationshintergrund","2","","","",""
"8","1995","direkter Migrationshintergrund","3","","","",""
"8","1995","direkter Migrationshintergrund","4","","","",""
"8","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"8","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"8","1995","indirekter Migrationshintergrund","2","","","",""
"8","1995","indirekter Migrationshintergrund","3","","","",""
"8","1995","indirekter Migrationshintergrund","4","","","",""
"8","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"8","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"8","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"8","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"8","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"8","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"9","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"9","1995","kein Migrationshintergrund","2","1","","",""
"9","1995","kein Migrationshintergrund","3","","","",""
"9","1995","kein Migrationshintergrund","4","","","",""
"9","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"9","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"9","1995","direkter Migrationshintergrund","2","","","",""
"9","1995","direkter Migrationshintergrund","3","","","",""
"9","1995","direkter Migrationshintergrund","4","","","",""
"9","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"9","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"9","1995","indirekter Migrationshintergrund","2","","","",""
"9","1995","indirekter Migrationshintergrund","3","","","",""
"9","1995","indirekter Migrationshintergrund","4","","","",""
"9","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"9","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"9","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"9","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"9","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"9","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"10","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"10","1995","kein Migrationshintergrund","2","1","","",""
"10","1995","kein Migrationshintergrund","3","","","",""
"10","1995","kein Migrationshintergrund","4","1","","",""
"10","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"10","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"10","1995","direkter Migrationshintergrund","2","","","",""
"10","1995","direkter Migrationshintergrund","3","","","",""
"10","1995","direkter Migrationshintergrund","4","","","",""
"10","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"10","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"10","1995","indirekter Migrationshintergrund","2","","","",""
"10","1995","indirekter Migrationshintergrund","3","","","",""
"10","1995","indirekter Migrationshintergrund","4","","","",""
"10","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"10","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"10","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"10","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"10","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"10","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"11","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"11","1995","kein Migrationshintergrund","2","2","","",""
"11","1995","kein Migrationshintergrund","3","1","","",""
"11","1995","kein Migrationshintergrund","4","","","",""
"11","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"11","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","1","","",""
"11","1995","direkter Migrationshintergrund","2","1","","",""
"11","1995","direkter Migrationshintergrund","3","","","",""
"11","1995","direkter Migrationshintergrund","4","","","",""
"11","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"11","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"11","1995","indirekter Migrationshintergrund","2","","","",""
"11","1995","indirekter Migrationshintergrund","3","","","",""
"11","1995","indirekter Migrationshintergrund","4","","","",""
"11","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"11","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"11","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"11","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"11","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"11","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"12","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"12","1995","kein Migrationshintergrund","2","1","","",""
"12","1995","kein Migrationshintergrund","3","","","",""
"12","1995","kein Migrationshintergrund","4","","","",""
"12","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"12","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","1","","",""
"12","1995","direkter Migrationshintergrund","2","","","",""
"12","1995","direkter Migrationshintergrund","3","","","",""
"12","1995","direkter Migrationshintergrund","4","","","",""
"12","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"12","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","1","","",""
"12","1995","indirekter Migrationshintergrund","2","","","",""
"12","1995","indirekter Migrationshintergrund","3","","","",""
"12","1995","indirekter Migrationshintergrund","4","","","",""
"12","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"12","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"12","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"12","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"12","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"12","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"13","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"13","1995","kein Migrationshintergrund","2","","","",""
"13","1995","kein Migrationshintergrund","3","","","",""
"13","1995","kein Migrationshintergrund","4","","","",""
"13","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"13","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"13","1995","direkter Migrationshintergrund","2","","","",""
"13","1995","direkter Migrationshintergrund","3","","","",""
"13","1995","direkter Migrationshintergrund","4","","","",""
"13","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"13","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"13","1995","indirekter Migrationshintergrund","2","","","",""
"13","1995","indirekter Migrationshintergrund","3","","","",""
"13","1995","indirekter Migrationshintergrund","4","","","",""
"13","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"13","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"13","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"13","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"13","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"13","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"14","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"14","1995","kein Migrationshintergrund","2","","","",""
"14","1995","kein Migrationshintergrund","3","","","",""
"14","1995","kein Migrationshintergrund","4","","","",""
"14","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"14","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","1","","",""
"14","1995","direkter Migrationshintergrund","2","","","",""
"14","1995","direkter Migrationshintergrund","3","","","",""
"14","1995","direkter Migrationshintergrund","4","","","",""
"14","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"14","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"14","1995","indirekter Migrationshintergrund","2","","","",""
"14","1995","indirekter Migrationshintergrund","3","","","",""
"14","1995","indirekter Migrationshintergrund","4","","","",""
"14","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"14","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"14","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"14","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"14","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"14","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"15","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"15","1995","kein Migrationshintergrund","2","","","",""
"15","1995","kein Migrationshintergrund","3","","","",""
"15","1995","kein Migrationshintergrund","4","","","",""
"15","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"15","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"15","1995","direkter Migrationshintergrund","2","","","",""
"15","1995","direkter Migrationshintergrund","3","","","",""
"15","1995","direkter Migrationshintergrund","4","","","",""
"15","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"15","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"15","1995","indirekter Migrationshintergrund","2","","","",""
"15","1995","indirekter Migrationshintergrund","3","","","",""
"15","1995","indirekter Migrationshintergrund","4","","","",""
"15","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"15","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"15","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"15","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"15","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"15","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"16","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"16","1995","kein Migrationshintergrund","2","","","",""
"16","1995","kein Migrationshintergrund","3","","","",""
"16","1995","kein Migrationshintergrund","4","","","",""
"16","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"16","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"16","1995","direkter Migrationshintergrund","2","","","",""
"16","1995","direkter Migrationshintergrund","3","","","",""
"16","1995","direkter Migrationshintergrund","4","","","",""
"16","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"16","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"16","1995","indirekter Migrationshintergrund","2","","","",""
"16","1995","indirekter Migrationshintergrund","3","","","",""
"16","1995","indirekter Migrationshintergrund","4","","","",""
"16","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"16","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"16","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"16","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"16","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"16","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"17","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"17","1995","kein Migrationshintergrund","2","","","",""
"17","1995","kein Migrationshintergrund","3","","","",""
"17","1995","kein Migrationshintergrund","4","","","",""
"17","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"17","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"17","1995","direkter Migrationshintergrund","2","","","",""
"17","1995","direkter Migrationshintergrund","3","","","",""
"17","1995","direkter Migrationshintergrund","4","","","",""
"17","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"17","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"17","1995","indirekter Migrationshintergrund","2","","","",""
"17","1995","indirekter Migrationshintergrund","3","","","",""
"17","1995","indirekter Migrationshintergrund","4","","","",""
"17","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"17","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"17","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"17","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"17","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"17","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"18","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"18","1995","kein Migrationshintergrund","2","1","","",""
"18","1995","kein Migrationshintergrund","3","","","",""
"18","1995","kein Migrationshintergrund","4","","","",""
"18","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"18","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"18","1995","direkter Migrationshintergrund","2","","","",""
"18","1995","direkter Migrationshintergrund","3","","","",""
"18","1995","direkter Migrationshintergrund","4","","","",""
"18","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"18","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"18","1995","indirekter Migrationshintergrund","2","","","",""
"18","1995","indirekter Migrationshintergrund","3","","","",""
"18","1995","indirekter Migrationshintergrund","4","","","",""
"18","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"18","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"18","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"18","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"18","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"18","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"19","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"19","1995","kein Migrationshintergrund","2","","","",""
"19","1995","kein Migrationshintergrund","3","","","",""
"19","1995","kein Migrationshintergrund","4","","","",""
"19","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"19","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"19","1995","direkter Migrationshintergrund","2","","","",""
"19","1995","direkter Migrationshintergrund","3","","","",""
"19","1995","direkter Migrationshintergrund","4","","","",""
"19","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"19","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"19","1995","indirekter Migrationshintergrund","2","","","",""
"19","1995","indirekter Migrationshintergrund","3","","","",""
"19","1995","indirekter Migrationshintergrund","4","","","",""
"19","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"19","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"19","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"19","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"19","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"19","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"20","1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
