year,age_gr,migback,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.07574,50,1066,0.05985,0.09163
1986,46-65 y.,No migration background,(1b) General Elementary School,0.28652,667,2320,0.26812,0.30492
1986,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.45805,1078,2320,0.43777,0.47833
1986,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.14129,319,2320,0.12711,0.15547
1986,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.02773,66,2320,0.02105,0.03442
1986,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.03261,77,2320,0.02538,0.03984
1986,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.04320,113,2320,0.03493,0.05148
1986,46-65 y.,Direct migration background,(1a) Inadequately completed,0.17424,341,781,0.14762,0.20086
1986,46-65 y.,Direct migration background,(1b) General Elementary School,0.28828,231,781,0.25650,0.32007
1986,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.29410,175,781,0.26212,0.32608
1986,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.12355,34,781,0.10046,0.14665
1986,66 and older,No migration background,(1b) General Elementary School,0.35176,343,913,0.32076,0.38275
1986,66 and older,No migration background,(1c) Basic Vocational Qualification,0.38262,377,913,0.35108,0.41417
1986,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.16475,155,913,0.14068,0.18883
1986,66 and older,No migration background,(2c_voc) Vocational Maturity Certificate,0.03472,38,913,0.02284,0.04660
1987,17-29 y.,No migration background,(0) No qualification (yet),0.05814,151,1995,0.04787,0.06841
1987,17-29 y.,No migration background,(1b) General Elementary School,0.13123,291,1995,0.11641,0.14605
1987,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.24589,492,1995,0.22699,0.26479
1987,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.31906,660,1995,0.29861,0.33952
1987,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.11311,228,1995,0.09920,0.12701
1987,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.05537,96,1995,0.04533,0.06540
1987,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.01804,36,1995,0.01220,0.02388
1987,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.01962,41,1995,0.01353,0.02570
1987,17-29 y.,Direct migration background,(0) No qualification (yet),0.03640,32,756,0.02304,0.04976
1987,17-29 y.,Direct migration background,(1a) Inadequately completed,0.08502,89,756,0.06512,0.10491
1987,17-29 y.,Direct migration background,(1b) General Elementary School,0.29860,301,756,0.26595,0.33124
1987,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.22221,166,756,0.19256,0.25186
1987,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.15126,75,756,0.12571,0.17682
1987,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.08659,58,756,0.06653,0.10665
1987,17-29 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06873,35,756,0.05069,0.08678
1987,17-29 y.,Indirect migration background,(1b) General Elementary School,0.21739,37,71,0.12077,0.31402
1987,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.23747,34,71,0.13779,0.33716
1987,30-45 y.,No migration background,(1b) General Elementary School,0.11012,238,2052,0.09657,0.12366
1987,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.46563,956,2052,0.44404,0.48722
1987,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.21757,456,2052,0.19972,0.23543
1987,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.04249,88,2052,0.03376,0.05122
1987,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.04221,89,2052,0.03350,0.05091
1987,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.10503,225,2052,0.09176,0.11830
1987,30-45 y.,Direct migration background,(1a) Inadequately completed,0.18453,291,1018,0.16069,0.20837
1987,30-45 y.,Direct migration background,(1b) General Elementary School,0.22943,311,1018,0.20359,0.25527
1987,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.28843,251,1018,0.26058,0.31627
1987,30-45 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08376,32,1018,0.06673,0.10078
1987,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.04410,36,1018,0.03148,0.05672
1987,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06489,57,1018,0.04975,0.08003
1987,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.05971,40,1018,0.04515,0.07428
1987,46-65 y.,No migration background,(1b) General Elementary School,0.27328,621,2265,0.25492,0.29164
1987,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.47237,1083,2265,0.45181,0.49294
1987,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.13718,307,2265,0.12301,0.15135
1987,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.02692,61,2265,0.02025,0.03359
1987,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.03181,73,2265,0.02458,0.03904
1987,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.04793,120,2265,0.03913,0.05673
1987,46-65 y.,Direct migration background,(1a) Inadequately completed,0.18103,348,813,0.15454,0.20751
1987,46-65 y.,Direct migration background,(1b) General Elementary School,0.29088,249,813,0.25964,0.32212
1987,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.29386,181,813,0.26253,0.32519
1987,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11517,35,813,0.09321,0.13713
1987,66 and older,No migration background,(1b) General Elementary School,0.35184,357,940,0.32129,0.38238
1987,66 and older,No migration background,(1c) Basic Vocational Qualification,0.38516,391,940,0.35403,0.41628
1987,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.16279,156,940,0.13918,0.18641
1987,66 and older,No migration background,(2c_voc) Vocational Maturity Certificate,0.03172,36,940,0.02051,0.04293
1988,17-29 y.,No migration background,(0) No qualification (yet),0.05822,125,1826,0.04748,0.06896
1988,17-29 y.,No migration background,(1b) General Elementary School,0.13202,278,1826,0.11649,0.14755
1988,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.24544,448,1826,0.22570,0.26518
1988,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.31236,610,1826,0.29110,0.33363
1988,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.11210,205,1826,0.09763,0.12658
1988,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.05912,96,1826,0.04830,0.06994
1988,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.01762,31,1826,0.01158,0.02365
1988,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.01815,33,1826,0.01203,0.02428
1988,17-29 y.,Direct migration background,(1a) Inadequately completed,0.08370,85,676,0.06281,0.10460
1988,17-29 y.,Direct migration background,(1b) General Elementary School,0.27887,298,676,0.24504,0.31270
1988,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.23155,164,676,0.19973,0.26337
1988,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.15802,79,676,0.13051,0.18554
1988,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.08937,50,676,0.06785,0.11089
1988,17-29 y.,Indirect migration background,(1b) General Elementary School,0.26099,50,129,0.18491,0.33708
1988,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.19291,40,129,0.12455,0.26127
1988,17-29 y.,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.21545,39,129,0.14422,0.28667
1988,30-45 y.,No migration background,(1b) General Elementary School,0.10159,217,1947,0.08817,0.11502
1988,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.45808,893,1947,0.43595,0.48022
1988,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.22250,448,1947,0.20402,0.24098
1988,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.04397,84,1947,0.03486,0.05308
1988,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.04331,89,1947,0.03426,0.05235
1988,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.10735,216,1947,0.09360,0.12111
1988,30-45 y.,Direct migration background,(1a) Inadequately completed,0.16952,244,876,0.14466,0.19438
1988,30-45 y.,Direct migration background,(1b) General Elementary School,0.21338,278,876,0.18623,0.24053
1988,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.31882,233,876,0.28794,0.34969
1988,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.04845,33,876,0.03422,0.06268
1988,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.07400,57,876,0.05665,0.09134
1988,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.05213,31,876,0.03740,0.06685
1988,46-65 y.,No migration background,(1b) General Elementary School,0.26930,584,2178,0.25067,0.28794
1988,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.47375,1046,2178,0.45277,0.49472
1988,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.13736,298,2178,0.12290,0.15183
1988,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.02716,58,2178,0.02033,0.03399
1988,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.02999,65,2178,0.02282,0.03715
1988,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.05331,127,2178,0.04388,0.06275
1988,46-65 y.,Direct migration background,(1a) Inadequately completed,0.16818,336,808,0.14238,0.19399
1988,46-65 y.,Direct migration background,(1b) General Elementary School,0.30246,257,808,0.27077,0.33415
1988,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.28975,180,808,0.25845,0.32105
1988,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11854,35,808,0.09624,0.14084
1988,66 and older,No migration background,(1b) General Elementary School,0.34208,329,904,0.31114,0.37303
1988,66 and older,No migration background,(1c) Basic Vocational Qualification,0.39215,386,904,0.36030,0.42399
1988,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.16562,153,904,0.14138,0.18987
1988,66 and older,No migration background,(2c_voc) Vocational Maturity Certificate,0.03366,36,904,0.02190,0.04542
1989,17-29 y.,No migration background,(0) No qualification (yet),0.06727,121,1750,0.05553,0.07901
1989,17-29 y.,No migration background,(1b) General Elementary School,0.12458,247,1750,0.10910,0.14006
1989,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.23903,445,1750,0.21904,0.25902
1989,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.30367,581,1750,0.28212,0.32522
1989,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.11190,202,1750,0.09713,0.12668
1989,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.06552,111,1750,0.05392,0.07712
1989,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.02489,43,1750,0.01759,0.03219
1989,17-29 y.,Direct migration background,(1a) Inadequately completed,0.08476,83,647,0.06328,0.10624
1989,17-29 y.,Direct migration background,(1b) General Elementary School,0.28965,277,647,0.25467,0.32463
1989,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.21765,156,647,0.18583,0.24947
1989,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.15628,77,647,0.12828,0.18429
1989,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.08490,54,647,0.06341,0.10640
1989,17-29 y.,Indirect migration background,(1b) General Elementary School,0.28580,65,147,0.21252,0.35909
1989,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.13012,38,147,0.07555,0.18469
1989,17-29 y.,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.19059,44,147,0.12688,0.25430
1989,30-45 y.,No migration background,(1b) General Elementary School,0.09753,204,1886,0.08414,0.11093
1989,30-45 y.,No migration background,(1c) Basic Vocational Qualification,0.45634,861,1886,0.43385,0.47882
1989,30-45 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.21911,437,1886,0.20044,0.23779
1989,30-45 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.04765,88,1886,0.03803,0.05727
1989,30-45 y.,No migration background,(3a) Lower Tertiary Education,0.04817,95,1886,0.03850,0.05783
1989,30-45 y.,No migration background,(3b) Higher Tertiary Education,0.10448,201,1886,0.09067,0.11828
1989,30-45 y.,Direct migration background,(1a) Inadequately completed,0.16639,223,821,0.14090,0.19188
1989,30-45 y.,Direct migration background,(1b) General Elementary School,0.20867,260,821,0.18085,0.23648
1989,30-45 y.,Direct migration background,(1c) Basic Vocational Qualification,0.31785,223,821,0.28598,0.34973
1989,30-45 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.05190,31,821,0.03671,0.06708
1989,30-45 y.,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.07718,51,821,0.05891,0.09544
1989,30-45 y.,Direct migration background,(3b) Higher Tertiary Education,0.05913,33,821,0.04299,0.07528
1989,46-65 y.,No migration background,(1b) General Elementary School,0.25493,523,2049,0.23605,0.27380
1989,46-65 y.,No migration background,(1c) Basic Vocational Qualification,0.47691,991,2049,0.45528,0.49854
1989,46-65 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.14492,291,2049,0.12967,0.16016
1989,46-65 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.02546,51,2049,0.01864,0.03228
1989,46-65 y.,No migration background,(3a) Lower Tertiary Education,0.03164,66,2049,0.02406,0.03922
1989,46-65 y.,No migration background,(3b) Higher Tertiary Education,0.05690,127,2049,0.04687,0.06694
1989,46-65 y.,Direct migration background,(1a) Inadequately completed,0.16906,328,808,0.14320,0.19492
1989,46-65 y.,Direct migration background,(1b) General Elementary School,0.31848,267,808,0.28633,0.35062
1989,46-65 y.,Direct migration background,(1c) Basic Vocational Qualification,0.27800,180,808,0.24709,0.30892
1989,46-65 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10992,33,808,0.08834,0.13150
1989,66 and older,No migration background,(1b) General Elementary School,0.35027,329,878,0.31870,0.38184
1989,66 and older,No migration background,(1c) Basic Vocational Qualification,0.37937,363,878,0.34726,0.41148
1989,66 and older,No migration background,(2) Intermediate General/Vocational Qualification,0.16774,147,878,0.14301,0.19247
1989,66 and older,No migration background,(2c_voc) Vocational Maturity Certificate,0.03668,39,878,0.02424,0.04912
1990,17-29 y.,No migration background,(0) No qualification (yet),0.04744,102,2829,0.03961,0.05528
1990,17-29 y.,No migration background,(1a) Inadequately completed,0.01772,59,2829,0.01285,0.02258
1990,17-29 y.,No migration background,(1b) General Elementary School,0.09897,239,2829,0.08797,0.10998
1990,17-29 y.,No migration background,(1c) Basic Vocational Qualification,0.20062,517,2829,0.18586,0.21538
1990,17-29 y.,No migration background,(2) Intermediate General/Vocational Qualification,0.38734,1304,2829,0.36938,0.40529
1990,17-29 y.,No migration background,(2c_gen) General Maturity Certificate,0.09894,238,2829,0.08793,0.10994
1990,17-29 y.,No migration background,(2c_voc) Vocational Maturity Certificate,0.06244,155,2829,0.05352,0.07136
1990,17-29 y.,No migration background,(3a) Lower Tertiary Education,0.03555,139,2829,0.02873,0.04238
1990,17-29 y.,No migration background,(3b) Higher Tertiary Education,0.02408,76,2829,0.01843,0.02974
1990,17-29 y.,Direct migration background,(1a) Inadequately completed,0.07603,69,599,0.05479,0.09728
1990,17-29 y.,Direct migration background,(1b) General Elementary School,0.30295,260,599,0.26612,0.33979
1990,17-29 y.,Direct migration background,(1c) Basic Vocational Qualification,0.22603,157,599,0.19251,0.25956
1990,17-29 y.,Direct migration background,(2) Intermediate General/Vocational Qualification,0.17058,75,599,0.14043,0.20073
1990,17-29 y.,Direct migration background,(2c_gen) General Maturity Certificate,0.06398,38,599,0.04437,0.08360
1990,17-29 y.,Indirect migration background,(0) No qualification (yet),0.16668,34,200,0.11490,0.21846
1990,17-29 y.,Indirect migration background,(1b) General Elementary School,0.28573,77,200,0.22296,0.34850
1990,17-29 y.,Indirect migration background,(1c) Basic Vocational Qualification,0.12226,42,200,0.07675,0.16778
