year,age_gr,regtyp,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,66 and older,Rural regions,(1b) General Elementary School,0.41836,116,246,0.35659,0.48013
1987,66 and older,Rural regions,(1c) Basic Vocational Qualification,0.35276,97,246,0.29293,0.41259
1987,66 and older,Rural regions,(2) Intermediate General/Vocational Qualification,0.13729,33,246,0.09420,0.18039
1988,17-29 y.,Urban regions,(0) No qualification (yet),0.06027,134,2177,0.05027,0.07027
1988,17-29 y.,Urban regions,(1a) Inadequately completed,0.01981,99,2177,0.01395,0.02566
1988,17-29 y.,Urban regions,(1b) General Elementary School,0.13503,497,2177,0.12067,0.14939
1988,17-29 y.,Urban regions,(1c) Basic Vocational Qualification,0.23199,496,2177,0.21426,0.24973
1988,17-29 y.,Urban regions,(2) Intermediate General/Vocational Qualification,0.29242,566,2177,0.27330,0.31153
1988,17-29 y.,Urban regions,(2c_gen) General Maturity Certificate,0.12096,235,2177,0.10726,0.13467
1988,17-29 y.,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06731,113,2177,0.05678,0.07784
1988,17-29 y.,Urban regions,(3b) Higher Tertiary Education,0.02138,37,2177,0.01530,0.02745
1988,17-29 y.,Rural regions,(1b) General Elementary School,0.19071,129,483,0.15563,0.22578
1988,17-29 y.,Rural regions,(1c) Basic Vocational Qualification,0.27994,156,483,0.23986,0.32002
1988,17-29 y.,Rural regions,(2) Intermediate General/Vocational Qualification,0.30944,162,483,0.26817,0.35071
1988,17-29 y.,Rural regions,(2c_gen) General Maturity Certificate,0.07364,36,483,0.05032,0.09695
1988,30-45 y.,Urban regions,(1a) Inadequately completed,0.03280,223,2301,0.02552,0.04008
1988,30-45 y.,Urban regions,(1b) General Elementary School,0.11061,396,2301,0.09779,0.12343
1988,30-45 y.,Urban regions,(1c) Basic Vocational Qualification,0.41919,852,2301,0.39903,0.43936
1988,30-45 y.,Urban regions,(2) Intermediate General/Vocational Qualification,0.20065,364,2301,0.18428,0.21702
1988,30-45 y.,Urban regions,(2c_gen) General Maturity Certificate,0.01558,47,2301,0.01052,0.02064
1988,30-45 y.,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05436,123,2301,0.04509,0.06362
1988,30-45 y.,Urban regions,(3a) Lower Tertiary Education,0.04405,78,2301,0.03567,0.05244
1988,30-45 y.,Urban regions,(3b) Higher Tertiary Education,0.11617,218,2301,0.10307,0.12926
1988,30-45 y.,Rural regions,(1a) Inadequately completed,0.02108,40,543,0.00898,0.03317
1988,30-45 y.,Rural regions,(1b) General Elementary School,0.13658,104,543,0.10766,0.16549
1988,30-45 y.,Rural regions,(1c) Basic Vocational Qualification,0.50955,282,543,0.46746,0.55163
1988,30-45 y.,Rural regions,(2) Intermediate General/Vocational Qualification,0.22108,117,543,0.18615,0.25602
1988,46-65 y.,Urban regions,(1a) Inadequately completed,0.02540,312,2436,0.01915,0.03165
1988,46-65 y.,Urban regions,(1b) General Elementary School,0.25811,640,2436,0.24073,0.27549
1988,46-65 y.,Urban regions,(1c) Basic Vocational Qualification,0.45014,957,2436,0.43038,0.46990
1988,46-65 y.,Urban regions,(2) Intermediate General/Vocational Qualification,0.14118,267,2436,0.12735,0.15501
1988,46-65 y.,Urban regions,(2c_voc) Vocational Maturity Certificate,0.02672,68,2436,0.02031,0.03312
1988,46-65 y.,Urban regions,(3a) Lower Tertiary Education,0.03432,66,2436,0.02709,0.04155
1988,46-65 y.,Urban regions,(3b) Higher Tertiary Education,0.05469,126,2436,0.04566,0.06372
1988,46-65 y.,Rural regions,(1a) Inadequately completed,0.01359,31,576,0.00413,0.02305
1988,46-65 y.,Rural regions,(1b) General Elementary School,0.32110,205,576,0.28294,0.35927
1988,46-65 y.,Rural regions,(1c) Basic Vocational Qualification,0.45905,274,576,0.41832,0.49978
1988,46-65 y.,Rural regions,(2) Intermediate General/Vocational Qualification,0.11373,66,576,0.08778,0.13968
1988,66 and older,Urban regions,(1b) General Elementary School,0.32789,250,714,0.29343,0.36235
1988,66 and older,Urban regions,(1c) Basic Vocational Qualification,0.38813,304,714,0.35236,0.42390
1988,66 and older,Urban regions,(2) Intermediate General/Vocational Qualification,0.17500,129,714,0.14711,0.20289
1988,66 and older,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03628,31,714,0.02256,0.05001
1988,66 and older,Rural regions,(1b) General Elementary School,0.39680,102,202,0.32916,0.46443
1988,66 and older,Rural regions,(1c) Basic Vocational Qualification,0.38658,100,202,0.31926,0.45391
1989,17-29 y.,Urban regions,(0) No qualification (yet),0.07128,149,2159,0.06042,0.08213
1989,17-29 y.,Urban regions,(1a) Inadequately completed,0.01999,100,2159,0.01408,0.02589
1989,17-29 y.,Urban regions,(1b) General Elementary School,0.13553,470,2159,0.12109,0.14997
1989,17-29 y.,Urban regions,(1c) Basic Vocational Qualification,0.21561,476,2159,0.19826,0.23296
1989,17-29 y.,Urban regions,(2) Intermediate General/Vocational Qualification,0.28938,552,2159,0.27024,0.30851
1989,17-29 y.,Urban regions,(2c_gen) General Maturity Certificate,0.11988,238,2159,0.10618,0.13359
1989,17-29 y.,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07384,129,2159,0.06281,0.08487
1989,17-29 y.,Urban regions,(3b) Higher Tertiary Education,0.02684,45,2159,0.02002,0.03366
1989,17-29 y.,Rural regions,(1b) General Elementary School,0.17566,119,468,0.14115,0.21018
1989,17-29 y.,Rural regions,(1c) Basic Vocational Qualification,0.29682,163,468,0.25538,0.33825
1989,17-29 y.,Rural regions,(2) Intermediate General/Vocational Qualification,0.27667,150,468,0.23610,0.31724
1989,17-29 y.,Rural regions,(2c_gen) General Maturity Certificate,0.07294,36,468,0.04935,0.09652
1989,30-45 y.,Urban regions,(1a) Inadequately completed,0.03322,206,2239,0.02579,0.04064
1989,30-45 y.,Urban regions,(1b) General Elementary School,0.10745,374,2239,0.09462,0.12028
1989,30-45 y.,Urban regions,(1c) Basic Vocational Qualification,0.42193,839,2239,0.40147,0.44239
1989,30-45 y.,Urban regions,(2) Intermediate General/Vocational Qualification,0.19255,356,2239,0.17621,0.20889
1989,30-45 y.,Urban regions,(2c_gen) General Maturity Certificate,0.01745,49,2239,0.01202,0.02287
1989,30-45 y.,Urban regions,(2c_voc) Vocational Maturity Certificate,0.05892,121,2239,0.04917,0.06868
1989,30-45 y.,Urban regions,(3a) Lower Tertiary Education,0.04802,85,2239,0.03917,0.05688
1989,30-45 y.,Urban regions,(3b) Higher Tertiary Education,0.11322,209,2239,0.10009,0.12635
1989,30-45 y.,Rural regions,(1a) Inadequately completed,0.02247,38,498,0.00944,0.03550
1989,30-45 y.,Rural regions,(1b) General Elementary School,0.13135,96,498,0.10165,0.16105
1989,30-45 y.,Rural regions,(1c) Basic Vocational Qualification,0.49592,253,498,0.45196,0.53987
1989,30-45 y.,Rural regions,(2) Intermediate General/Vocational Qualification,0.22856,111,498,0.19164,0.26548
1989,46-65 y.,Urban regions,(1a) Inadequately completed,0.02746,307,2348,0.02085,0.03407
1989,46-65 y.,Urban regions,(1b) General Elementary School,0.25207,612,2348,0.23450,0.26964
1989,46-65 y.,Urban regions,(1c) Basic Vocational Qualification,0.44630,916,2348,0.42618,0.46641
1989,46-65 y.,Urban regions,(2) Intermediate General/Vocational Qualification,0.14534,257,2348,0.13108,0.15960
1989,46-65 y.,Urban regions,(2c_voc) Vocational Maturity Certificate,0.02641,65,2348,0.01992,0.03289
1989,46-65 y.,Urban regions,(3a) Lower Tertiary Education,0.03544,67,2348,0.02796,0.04292
1989,46-65 y.,Urban regions,(3b) Higher Tertiary Education,0.05666,124,2348,0.04731,0.06602
1989,46-65 y.,Rural regions,(1b) General Elementary School,0.29902,182,510,0.25924,0.33879
1989,46-65 y.,Rural regions,(1c) Basic Vocational Qualification,0.46975,261,510,0.42640,0.51311
1989,46-65 y.,Rural regions,(2) Intermediate General/Vocational Qualification,0.12183,67,510,0.09342,0.15025
1989,66 and older,Urban regions,(1b) General Elementary School,0.33342,249,698,0.29842,0.36842
1989,66 and older,Urban regions,(1c) Basic Vocational Qualification,0.37044,285,698,0.33459,0.40629
1989,66 and older,Urban regions,(2) Intermediate General/Vocational Qualification,0.18632,132,698,0.15742,0.21523
1989,66 and older,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03626,32,698,0.02238,0.05014
1989,66 and older,Rural regions,(1b) General Elementary School,0.40457,102,199,0.33620,0.47294
1989,66 and older,Rural regions,(1c) Basic Vocational Qualification,0.38415,97,199,0.31640,0.45190
1990,17-29 y.,Urban regions,(0) No qualification (yet),0.05605,134,2423,0.04689,0.06521
1990,17-29 y.,Urban regions,(1a) Inadequately completed,0.02242,99,2423,0.01652,0.02832
1990,17-29 y.,Urban regions,(1b) General Elementary School,0.13354,464,2423,0.11999,0.14708
1990,17-29 y.,Urban regions,(1c) Basic Vocational Qualification,0.19295,471,2423,0.17723,0.20866
1990,17-29 y.,Urban regions,(2) Intermediate General/Vocational Qualification,0.32699,756,2423,0.30831,0.34567
1990,17-29 y.,Urban regions,(2c_gen) General Maturity Certificate,0.11341,232,2423,0.10079,0.12604
1990,17-29 y.,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07187,142,2423,0.06158,0.08215
1990,17-29 y.,Urban regions,(3a) Lower Tertiary Education,0.02259,65,2423,0.01667,0.02850
1990,17-29 y.,Urban regions,(3b) Higher Tertiary Education,0.02648,60,2423,0.02009,0.03287
1990,17-29 y.,Rural regions,(1a) Inadequately completed,0.02597,44,1243,0.01713,0.03482
1990,17-29 y.,Rural regions,(1b) General Elementary School,0.09498,112,1243,0.07867,0.11128
1990,17-29 y.,Rural regions,(1c) Basic Vocational Qualification,0.21781,242,1243,0.19485,0.24076
1990,17-29 y.,Rural regions,(2) Intermediate General/Vocational Qualification,0.44123,656,1243,0.41362,0.46885
1990,17-29 y.,Rural regions,(2c_gen) General Maturity Certificate,0.05898,65,1243,0.04588,0.07208
1990,17-29 y.,Rural regions,(2c_voc) Vocational Maturity Certificate,0.03669,46,1243,0.02623,0.04714
1990,17-29 y.,Rural regions,(3a) Lower Tertiary Education,0.05294,78,1243,0.04049,0.06539
1990,30-45 y.,Urban regions,(1a) Inadequately completed,0.02803,187,2692,0.02179,0.03426
1990,30-45 y.,Urban regions,(1b) General Elementary School,0.09281,369,2692,0.08184,0.10377
1990,30-45 y.,Urban regions,(1c) Basic Vocational Qualification,0.38114,886,2692,0.36279,0.39949
1990,30-45 y.,Urban regions,(2) Intermediate General/Vocational Qualification,0.22159,575,2692,0.20590,0.23728
1990,30-45 y.,Urban regions,(2c_gen) General Maturity Certificate,0.01913,58,2692,0.01396,0.02431
1990,30-45 y.,Urban regions,(2c_voc) Vocational Maturity Certificate,0.06094,145,2692,0.05190,0.06997
1990,30-45 y.,Urban regions,(3a) Lower Tertiary Education,0.06226,174,2692,0.05313,0.07139
1990,30-45 y.,Urban regions,(3b) Higher Tertiary Education,0.12231,298,2692,0.10993,0.13469
1990,30-45 y.,Rural regions,(1a) Inadequately completed,0.01401,38,1519,0.00810,0.01992
1990,30-45 y.,Rural regions,(1b) General Elementary School,0.09512,131,1519,0.08036,0.10988
1990,30-45 y.,Rural regions,(1c) Basic Vocational Qualification,0.36210,430,1519,0.33792,0.38627
1990,30-45 y.,Rural regions,(2) Intermediate General/Vocational Qualification,0.33098,553,1519,0.30731,0.35465
1990,30-45 y.,Rural regions,(2c_voc) Vocational Maturity Certificate,0.02625,36,1519,0.01821,0.03429
1990,30-45 y.,Rural regions,(3a) Lower Tertiary Education,0.10005,218,1519,0.08496,0.11515
1990,30-45 y.,Rural regions,(3b) Higher Tertiary Education,0.06145,113,1519,0.04937,0.07353
1990,46-65 y.,Urban regions,(1a) Inadequately completed,0.02783,303,2743,0.02168,0.03399
1990,46-65 y.,Urban regions,(1b) General Elementary School,0.23076,634,2743,0.21499,0.24653
1990,46-65 y.,Urban regions,(1c) Basic Vocational Qualification,0.44771,1118,2743,0.42910,0.46632
1990,46-65 y.,Urban regions,(2) Intermediate General/Vocational Qualification,0.14206,295,2743,0.12899,0.15512
1990,46-65 y.,Urban regions,(2c_voc) Vocational Maturity Certificate,0.02550,69,2743,0.01960,0.03141
1990,46-65 y.,Urban regions,(3a) Lower Tertiary Education,0.04989,146,2743,0.04174,0.05804
1990,46-65 y.,Urban regions,(3b) Higher Tertiary Education,0.06639,178,2743,0.05707,0.07570
1990,46-65 y.,Rural regions,(1a) Inadequately completed,0.01210,33,1428,0.00643,0.01777
1990,46-65 y.,Rural regions,(1b) General Elementary School,0.22430,278,1428,0.20266,0.24595
1990,46-65 y.,Rural regions,(1c) Basic Vocational Qualification,0.51554,772,1428,0.48961,0.54147
1990,46-65 y.,Rural regions,(2) Intermediate General/Vocational Qualification,0.11008,135,1428,0.09384,0.12632
1990,46-65 y.,Rural regions,(3a) Lower Tertiary Education,0.06644,135,1428,0.05352,0.07936
1990,46-65 y.,Rural regions,(3b) Higher Tertiary Education,0.05617,75,1428,0.04422,0.06812
1990,66 and older,Urban regions,(1b) General Elementary School,0.31992,286,854,0.28862,0.35122
1990,66 and older,Urban regions,(1c) Basic Vocational Qualification,0.39112,361,854,0.35837,0.42387
1990,66 and older,Urban regions,(2) Intermediate General/Vocational Qualification,0.17307,142,854,0.14768,0.19846
1990,66 and older,Urban regions,(2c_voc) Vocational Maturity Certificate,0.03071,32,854,0.01914,0.04229
1990,66 and older,Urban regions,(3a) Lower Tertiary Education,0.02934,33,854,0.01801,0.04066
1990,66 and older,Rural regions,(1b) General Elementary School,0.36642,191,487,0.32358,0.40926
1990,66 and older,Rural regions,(1c) Basic Vocational Qualification,0.43787,246,487,0.39377,0.48198
1990,66 and older,Rural regions,(2) Intermediate General/Vocational Qualification,0.10490,50,487,0.07765,0.13214
1991,17-29 y.,Urban regions,(0) No qualification (yet),0.05393,122,2310,0.04472,0.06315
1991,17-29 y.,Urban regions,(1a) Inadequately completed,0.02407,107,2310,0.01782,0.03032
1991,17-29 y.,Urban regions,(1b) General Elementary School,0.12438,424,2310,0.11092,0.13784
1991,17-29 y.,Urban regions,(1c) Basic Vocational Qualification,0.18494,447,2310,0.16910,0.20077
1991,17-29 y.,Urban regions,(2) Intermediate General/Vocational Qualification,0.33751,727,2310,0.31822,0.35680
1991,17-29 y.,Urban regions,(2c_gen) General Maturity Certificate,0.10750,227,2310,0.09487,0.12014
1991,17-29 y.,Urban regions,(2c_voc) Vocational Maturity Certificate,0.07890,146,2310,0.06791,0.08990
1991,17-29 y.,Urban regions,(3a) Lower Tertiary Education,0.02353,54,2310,0.01735,0.02971
1991,17-29 y.,Urban regions,(3b) Higher Tertiary Education,0.02619,56,2310,0.01968,0.03271
1991,17-29 y.,Rural regions,(0) No qualification (yet),0.03909,31,1203,0.02813,0.05005
1991,17-29 y.,Rural regions,(1a) Inadequately completed,0.02986,50,1203,0.02024,0.03948
1991,17-29 y.,Rural regions,(1b) General Elementary School,0.09628,109,1203,0.07960,0.11296
