year,migback,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Direct migration background,(1c) Basic Vocational Qualification,0.25690,623,2731,0.24051,0.27329
1986,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10121,145,2731,0.08989,0.11252
1986,Direct migration background,(2c_gen) General Maturity Certificate,0.03628,110,2731,0.02926,0.04329
1986,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.04121,119,2731,0.03376,0.04867
1986,Direct migration background,(3b) Higher Tertiary Education,0.04424,88,2731,0.03653,0.05196
1986,Indirect migration background,(1b) General Elementary School,0.03255,44,85,-0.00540,0.07050
1986,Indirect migration background,(1c) Basic Vocational Qualification,0.04260,41,85,-0.00059,0.08579
1987,No migration background,(0) No qualification (yet),0.01215,151,7395,0.00965,0.01465
1987,No migration background,(1a) Inadequately completed,0.00691,60,7395,0.00502,0.00880
1987,No migration background,(1b) General Elementary School,0.18215,1507,7395,0.17335,0.19095
1987,No migration background,(1c) Basic Vocational Qualification,0.33929,2922,7395,0.32850,0.35008
1987,No migration background,(2) Intermediate General/Vocational Qualification,0.17590,1579,7395,0.16723,0.18458
1987,No migration background,(2c_gen) General Maturity Certificate,0.02718,257,7395,0.02347,0.03088
1987,No migration background,(2c_voc) Vocational Maturity Certificate,0.03292,281,7395,0.02886,0.03699
1987,No migration background,(3a) Lower Tertiary Education,0.02523,224,7395,0.02165,0.02880
1987,No migration background,(3b) Higher Tertiary Education,0.04333,414,7395,0.03868,0.04797
1987,Direct migration background,(0) No qualification (yet),0.00740,32,2716,0.00417,0.01062
1987,Direct migration background,(1a) Inadequately completed,0.14329,740,2716,0.13011,0.15647
1987,Direct migration background,(1b) General Elementary School,0.26537,882,2716,0.24876,0.28197
1987,Direct migration background,(1c) Basic Vocational Qualification,0.25515,611,2716,0.23876,0.27155
1987,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10245,147,2716,0.09104,0.11386
1987,Direct migration background,(2c_gen) General Maturity Certificate,0.03583,109,2716,0.02884,0.04283
1987,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.04441,119,2716,0.03667,0.05216
1987,Direct migration background,(3b) Higher Tertiary Education,0.04025,76,2716,0.03286,0.04764
1987,Indirect migration background,(1b) General Elementary School,0.02857,46,127,-0.00052,0.05766
1987,Indirect migration background,(1c) Basic Vocational Qualification,0.04713,48,127,0.01012,0.08413
1987,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.03047,33,127,0.00046,0.06047
1988,No migration background,(0) No qualification (yet),0.01191,125,6992,0.00936,0.01445
1988,No migration background,(1a) Inadequately completed,0.00682,56,6992,0.00489,0.00874
1988,No migration background,(1b) General Elementary School,0.17779,1408,6992,0.16883,0.18676
1988,No migration background,(1c) Basic Vocational Qualification,0.34016,2773,6992,0.32905,0.35126
1988,No migration background,(2) Intermediate General/Vocational Qualification,0.17567,1509,6992,0.16675,0.18459
1988,No migration background,(2c_gen) General Maturity Certificate,0.02672,234,6992,0.02294,0.03050
1988,No migration background,(2c_voc) Vocational Maturity Certificate,0.03434,274,6992,0.03007,0.03861
1988,No migration background,(3a) Lower Tertiary Education,0.02494,211,6992,0.02128,0.02859
1988,No migration background,(3b) Higher Tertiary Education,0.04504,402,6992,0.04018,0.04990
1988,Direct migration background,(1a) Inadequately completed,0.13308,678,2550,0.11989,0.14627
1988,Direct migration background,(1b) General Elementary School,0.26031,856,2550,0.24327,0.27734
1988,Direct migration background,(1c) Basic Vocational Qualification,0.26883,594,2550,0.25162,0.28605
1988,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10827,148,2550,0.09621,0.12033
1988,Direct migration background,(2c_gen) General Maturity Certificate,0.03738,99,2550,0.03001,0.04474
1988,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.04374,111,2550,0.03580,0.05168
1988,Direct migration background,(3b) Higher Tertiary Education,0.03757,64,2550,0.03019,0.04495
1988,Indirect migration background,(1b) General Elementary School,0.03943,59,157,0.00889,0.06998
1988,Indirect migration background,(1c) Basic Vocational Qualification,0.04771,54,157,0.01426,0.08116
1988,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.03582,44,157,0.00666,0.06499
1989,No migration background,(0) No qualification (yet),0.01381,121,6725,0.01102,0.01660
1989,No migration background,(1a) Inadequately completed,0.00690,57,6725,0.00492,0.00888
1989,No migration background,(1b) General Elementary School,0.17238,1303,6725,0.16335,0.18140
1989,No migration background,(1c) Basic Vocational Qualification,0.33777,2660,6725,0.32646,0.34907
1989,No migration background,(2) Intermediate General/Vocational Qualification,0.17617,1456,6725,0.16707,0.18528
1989,No migration background,(2c_gen) General Maturity Certificate,0.02701,233,6725,0.02313,0.03088
1989,No migration background,(2c_voc) Vocational Maturity Certificate,0.03662,289,6725,0.03213,0.04111
1989,No migration background,(3a) Lower Tertiary Education,0.02570,208,6725,0.02192,0.02949
1989,No migration background,(3b) Higher Tertiary Education,0.04750,398,6725,0.04242,0.05259
1989,Direct migration background,(1a) Inadequately completed,0.13170,644,2468,0.11835,0.14504
1989,Direct migration background,(1b) General Elementary School,0.26814,826,2468,0.25066,0.28562
1989,Direct migration background,(1c) Basic Vocational Qualification,0.26259,577,2468,0.24523,0.27996
1989,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10753,146,2468,0.09531,0.11976
1989,Direct migration background,(2c_gen) General Maturity Certificate,0.03745,101,2468,0.02996,0.04494
1989,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.04539,109,2468,0.03718,0.05361
1989,Direct migration background,(3b) Higher Tertiary Education,0.04106,65,2468,0.03323,0.04889
1989,Indirect migration background,(1b) General Elementary School,0.04836,75,177,0.01667,0.08005
1989,Indirect migration background,(1c) Basic Vocational Qualification,0.04350,53,177,0.01336,0.07364
1989,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.03635,49,177,0.00870,0.06400
1990,No migration background,(0) No qualification (yet),0.00945,102,10811,0.00762,0.01127
1990,No migration background,(1a) Inadequately completed,0.00720,98,10811,0.00560,0.00879
1990,No migration background,(1b) General Elementary School,0.14570,1558,10811,0.13905,0.15235
1990,No migration background,(1c) Basic Vocational Qualification,0.31683,3860,10811,0.30805,0.32560
1990,No migration background,(2) Intermediate General/Vocational Qualification,0.19709,2986,10811,0.18959,0.20459
1990,No migration background,(2c_gen) General Maturity Certificate,0.02303,272,10811,0.02020,0.02586
1990,No migration background,(2c_voc) Vocational Maturity Certificate,0.03226,374,10811,0.02893,0.03559
1990,No migration background,(3a) Lower Tertiary Education,0.04446,845,10811,0.04057,0.04834
1990,No migration background,(3b) Higher Tertiary Education,0.05050,716,10811,0.04638,0.05463
1990,Direct migration background,(1a) Inadequately completed,0.12497,613,2562,0.11216,0.13778
1990,Direct migration background,(1b) General Elementary School,0.25739,825,2562,0.24046,0.27432
1990,Direct migration background,(1c) Basic Vocational Qualification,0.27565,632,2562,0.25835,0.29296
1990,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11034,162,2562,0.09820,0.12247
1990,Direct migration background,(2c_gen) General Maturity Certificate,0.03279,90,2562,0.02589,0.03969
1990,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.04528,113,2562,0.03723,0.05333
1990,Direct migration background,(3a) Lower Tertiary Education,0.02994,43,2562,0.02334,0.03654
1990,Direct migration background,(3b) Higher Tertiary Education,0.04833,84,2562,0.04002,0.05663
1990,Indirect migration background,(0) No qualification (yet),0.02349,34,231,0.00391,0.04306
1990,Indirect migration background,(1b) General Elementary School,0.05080,87,231,0.02242,0.07918
1990,Indirect migration background,(1c) Basic Vocational Qualification,0.04073,58,231,0.01519,0.06628
1990,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.03774,52,231,0.01311,0.06237
1991,No migration background,(0) No qualification (yet),0.00889,100,10489,0.00709,0.01069
1991,No migration background,(1a) Inadequately completed,0.00759,111,10489,0.00593,0.00925
1991,No migration background,(1b) General Elementary School,0.13971,1458,10489,0.13307,0.14634
1991,No migration background,(1c) Basic Vocational Qualification,0.31304,3703,10489,0.30417,0.32192
1991,No migration background,(2) Intermediate General/Vocational Qualification,0.20087,2919,10489,0.19320,0.20854
1991,No migration background,(2c_gen) General Maturity Certificate,0.02224,269,10489,0.01941,0.02506
1991,No migration background,(2c_voc) Vocational Maturity Certificate,0.03341,379,10489,0.02997,0.03685
1991,No migration background,(3a) Lower Tertiary Education,0.04783,839,10489,0.04375,0.05192
1991,No migration background,(3b) Higher Tertiary Education,0.05368,711,10489,0.04936,0.05799
1991,Direct migration background,(1a) Inadequately completed,0.12669,597,2520,0.11370,0.13968
1991,Direct migration background,(1b) General Elementary School,0.25539,793,2520,0.23836,0.27242
1991,Direct migration background,(1c) Basic Vocational Qualification,0.27552,635,2520,0.25807,0.29297
1991,Direct migration background,(2) Intermediate General/Vocational Qualification,0.11375,165,2520,0.10135,0.12615
1991,Direct migration background,(2c_gen) General Maturity Certificate,0.03015,88,2520,0.02348,0.03683
1991,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.04939,116,2520,0.04092,0.05785
1991,Direct migration background,(3a) Lower Tertiary Education,0.03294,44,2520,0.02597,0.03991
1991,Direct migration background,(3b) Higher Tertiary Education,0.04940,82,2520,0.04094,0.05786
1991,Indirect migration background,(0) No qualification (yet),0.01907,34,266,0.00260,0.03554
1991,Indirect migration background,(1b) General Elementary School,0.05478,98,266,0.02738,0.08217
1991,Indirect migration background,(1c) Basic Vocational Qualification,0.04548,68,266,0.02039,0.07057
1991,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.04181,66,266,0.01771,0.06590
1992,No migration background,(0) No qualification (yet),0.00781,88,10220,0.00610,0.00951
1992,No migration background,(1a) Inadequately completed,0.00809,126,10220,0.00635,0.00983
1992,No migration background,(1b) General Elementary School,0.13433,1382,10220,0.12772,0.14095
1992,No migration background,(1c) Basic Vocational Qualification,0.31073,3586,10220,0.30175,0.31970
1992,No migration background,(2) Intermediate General/Vocational Qualification,0.20208,2866,10220,0.19429,0.20986
1992,No migration background,(2c_gen) General Maturity Certificate,0.02306,260,10220,0.02015,0.02597
1992,No migration background,(2c_voc) Vocational Maturity Certificate,0.03435,391,10220,0.03082,0.03788
1992,No migration background,(3a) Lower Tertiary Education,0.04825,819,10220,0.04409,0.05240
1992,No migration background,(3b) Higher Tertiary Education,0.05464,702,10220,0.05024,0.05905
1992,Direct migration background,(1a) Inadequately completed,0.13117,574,2454,0.11781,0.14453
1992,Direct migration background,(1b) General Elementary School,0.26001,767,2454,0.24265,0.27737
1992,Direct migration background,(1c) Basic Vocational Qualification,0.27699,618,2454,0.25928,0.29470
1992,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10704,157,2454,0.09480,0.11927
1992,Direct migration background,(2c_gen) General Maturity Certificate,0.03119,92,2454,0.02431,0.03807
1992,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05558,115,2454,0.04651,0.06464
1992,Direct migration background,(3a) Lower Tertiary Education,0.03061,46,2454,0.02379,0.03743
1992,Direct migration background,(3b) Higher Tertiary Education,0.05424,85,2454,0.04528,0.06321
1992,Indirect migration background,(0) No qualification (yet),0.02914,47,314,0.01051,0.04777
1992,Indirect migration background,(1b) General Elementary School,0.07012,120,314,0.04183,0.09841
1992,Indirect migration background,(1c) Basic Vocational Qualification,0.03784,66,314,0.01670,0.05898
1992,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.06218,81,314,0.03543,0.08893
1993,No migration background,(0) No qualification (yet),0.00678,73,10012,0.00517,0.00839
1993,No migration background,(1a) Inadequately completed,0.00905,139,10012,0.00719,0.01090
1993,No migration background,(1b) General Elementary School,0.13066,1322,10012,0.12405,0.13726
1993,No migration background,(1c) Basic Vocational Qualification,0.30689,3475,10012,0.29785,0.31592
1993,No migration background,(2) Intermediate General/Vocational Qualification,0.20490,2840,10012,0.19699,0.21281
1993,No migration background,(2c_gen) General Maturity Certificate,0.02215,271,10012,0.01927,0.02504
1993,No migration background,(2c_voc) Vocational Maturity Certificate,0.03490,392,10012,0.03130,0.03849
1993,No migration background,(3a) Lower Tertiary Education,0.04974,801,10012,0.04549,0.05400
1993,No migration background,(3b) Higher Tertiary Education,0.05616,699,10012,0.05165,0.06067
1993,Direct migration background,(1a) Inadequately completed,0.13645,560,2388,0.12268,0.15022
1993,Direct migration background,(1b) General Elementary School,0.25101,738,2388,0.23362,0.26840
1993,Direct migration background,(1c) Basic Vocational Qualification,0.28392,610,2388,0.26583,0.30200
1993,Direct migration background,(2) Intermediate General/Vocational Qualification,0.10121,148,2388,0.08911,0.11331
1993,Direct migration background,(2c_gen) General Maturity Certificate,0.03495,92,2388,0.02758,0.04232
1993,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05423,109,2388,0.04515,0.06332
1993,Direct migration background,(3a) Lower Tertiary Education,0.03125,44,2388,0.02427,0.03823
1993,Direct migration background,(3b) Higher Tertiary Education,0.06146,87,2388,0.05182,0.07109
1993,Indirect migration background,(0) No qualification (yet),0.03682,45,389,0.01808,0.05556
1993,Indirect migration background,(1b) General Elementary School,0.07538,124,389,0.04911,0.10165
1993,Indirect migration background,(1c) Basic Vocational Qualification,0.04878,78,389,0.02734,0.07021
1993,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.08000,108,389,0.05301,0.10700
1993,Indirect migration background,(2c_gen) General Maturity Certificate,0.02039,34,389,0.00633,0.03445
1994,No migration background,(0) No qualification (yet),0.00966,132,9882,0.00773,0.01159
1994,No migration background,(1a) Inadequately completed,0.00774,107,9882,0.00601,0.00946
1994,No migration background,(1b) General Elementary School,0.12573,1258,9882,0.11920,0.13227
1994,No migration background,(1c) Basic Vocational Qualification,0.30541,3384,9882,0.29632,0.31449
1994,No migration background,(2) Intermediate General/Vocational Qualification,0.20364,2800,9882,0.19570,0.21158
1994,No migration background,(2c_gen) General Maturity Certificate,0.02244,277,9882,0.01952,0.02536
1994,No migration background,(2c_voc) Vocational Maturity Certificate,0.03555,404,9882,0.03190,0.03920
1994,No migration background,(3a) Lower Tertiary Education,0.05117,800,9882,0.04683,0.05552
1994,No migration background,(3b) Higher Tertiary Education,0.05875,720,9882,0.05411,0.06338
1994,Direct migration background,(1a) Inadequately completed,0.13415,522,2241,0.12003,0.14826
1994,Direct migration background,(1b) General Elementary School,0.23907,674,2241,0.22140,0.25673
1994,Direct migration background,(1c) Basic Vocational Qualification,0.28798,591,2241,0.26922,0.30673
1994,Direct migration background,(2) Intermediate General/Vocational Qualification,0.09792,138,2241,0.08561,0.11023
1994,Direct migration background,(2c_gen) General Maturity Certificate,0.03878,91,2241,0.03079,0.04678
1994,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.05261,101,2241,0.04336,0.06185
1994,Direct migration background,(3a) Lower Tertiary Education,0.03278,45,2241,0.02541,0.04016
1994,Direct migration background,(3b) Higher Tertiary Education,0.06345,79,2241,0.05335,0.07354
1994,Indirect migration background,(0) No qualification (yet),0.05215,59,398,0.03028,0.07402
1994,Indirect migration background,(1b) General Elementary School,0.07337,115,398,0.04772,0.09902
1994,Indirect migration background,(1c) Basic Vocational Qualification,0.04548,81,398,0.02498,0.06598
1994,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.07787,110,398,0.05151,0.10423
1994,Indirect migration background,(2c_gen) General Maturity Certificate,0.01953,33,398,0.00592,0.03315
1995,No migration background,(0) No qualification (yet),0.01172,175,9849,0.00959,0.01385
1995,No migration background,(1a) Inadequately completed,0.00605,84,9849,0.00452,0.00758
1995,No migration background,(1b) General Elementary School,0.12194,1195,9849,0.11548,0.12841
1995,No migration background,(1c) Basic Vocational Qualification,0.30329,3313,9849,0.29421,0.31237
1995,No migration background,(2) Intermediate General/Vocational Qualification,0.20329,2841,9849,0.19534,0.21123
1995,No migration background,(2c_gen) General Maturity Certificate,0.02194,279,9849,0.01905,0.02484
1995,No migration background,(2c_voc) Vocational Maturity Certificate,0.03758,413,9849,0.03383,0.04134
1995,No migration background,(3a) Lower Tertiary Education,0.05347,810,9849,0.04903,0.05791
1995,No migration background,(3b) Higher Tertiary Education,0.06119,739,9849,0.05646,0.06593
1995,Direct migration background,(0) No qualification (yet),0.01525,37,2643,0.01058,0.01993
1995,Direct migration background,(1a) Inadequately completed,0.09873,518,2643,0.08735,0.11010
1995,Direct migration background,(1b) General Elementary School,0.21105,741,2643,0.19549,0.22661
1995,Direct migration background,(1c) Basic Vocational Qualification,0.25419,682,2643,0.23759,0.27079
1995,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08510,160,2643,0.07446,0.09574
1995,Direct migration background,(2c_gen) General Maturity Certificate,0.05311,144,2643,0.04456,0.06166
1995,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06849,169,2643,0.05886,0.07812
1995,Direct migration background,(3a) Lower Tertiary Education,0.02770,47,2643,0.02145,0.03396
1995,Direct migration background,(3b) Higher Tertiary Education,0.08749,145,2643,0.07671,0.09826
1995,Indirect migration background,(0) No qualification (yet),0.04105,53,405,0.02170,0.06039
1995,Indirect migration background,(1b) General Elementary School,0.06467,105,405,0.04069,0.08865
1995,Indirect migration background,(1c) Basic Vocational Qualification,0.04857,89,405,0.02761,0.06953
1995,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.07947,115,405,0.05309,0.10584
1995,Indirect migration background,(2c_gen) General Maturity Certificate,0.02870,43,405,0.01242,0.04498
1996,No migration background,(0) No qualification (yet),0.01438,205,9748,0.01201,0.01674
1996,No migration background,(1a) Inadequately completed,0.00608,69,9748,0.00453,0.00762
1996,No migration background,(1b) General Elementary School,0.11671,1142,9748,0.11034,0.12309
1996,No migration background,(1c) Basic Vocational Qualification,0.30336,3248,9748,0.29424,0.31249
1996,No migration background,(2) Intermediate General/Vocational Qualification,0.20567,2841,9748,0.19764,0.21369
1996,No migration background,(2c_gen) General Maturity Certificate,0.02027,254,9748,0.01748,0.02307
1996,No migration background,(2c_voc) Vocational Maturity Certificate,0.04064,426,9748,0.03672,0.04456
1996,No migration background,(3a) Lower Tertiary Education,0.05440,816,9748,0.04989,0.05890
1996,No migration background,(3b) Higher Tertiary Education,0.06129,747,9748,0.05652,0.06605
1996,Direct migration background,(1a) Inadequately completed,0.09916,473,2444,0.08731,0.11101
1996,Direct migration background,(1b) General Elementary School,0.20813,689,2444,0.19203,0.22423
1996,Direct migration background,(1c) Basic Vocational Qualification,0.25750,660,2444,0.24016,0.27484
1996,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08800,149,2444,0.07677,0.09924
1996,Direct migration background,(2c_gen) General Maturity Certificate,0.05203,131,2444,0.04322,0.06084
1996,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06718,157,2444,0.05725,0.07711
1996,Direct migration background,(3a) Lower Tertiary Education,0.02974,47,2444,0.02300,0.03647
1996,Direct migration background,(3b) Higher Tertiary Education,0.08682,138,2444,0.07565,0.09799
1996,Indirect migration background,(0) No qualification (yet),0.03551,53,434,0.01808,0.05294
1996,Indirect migration background,(1b) General Elementary School,0.06820,110,434,0.04445,0.09194
1996,Indirect migration background,(1c) Basic Vocational Qualification,0.04961,97,434,0.02916,0.07006
1996,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.08495,126,434,0.05869,0.11121
1996,Indirect migration background,(2c_gen) General Maturity Certificate,0.03129,48,434,0.01489,0.04769
1997,No migration background,(0) No qualification (yet),0.01436,218,9619,0.01199,0.01674
1997,No migration background,(1a) Inadequately completed,0.00599,68,9619,0.00444,0.00753
1997,No migration background,(1b) General Elementary School,0.11489,1103,9619,0.10852,0.12126
1997,No migration background,(1c) Basic Vocational Qualification,0.30007,3166,9619,0.29091,0.30923
1997,No migration background,(2) Intermediate General/Vocational Qualification,0.20602,2801,9619,0.19793,0.21410
1997,No migration background,(2c_gen) General Maturity Certificate,0.02166,267,9619,0.01875,0.02457
1997,No migration background,(2c_voc) Vocational Maturity Certificate,0.04173,428,9619,0.03774,0.04573
1997,No migration background,(3a) Lower Tertiary Education,0.05598,812,9619,0.05138,0.06057
1997,No migration background,(3b) Higher Tertiary Education,0.06122,756,9619,0.05643,0.06602
1997,Direct migration background,(1a) Inadequately completed,0.10212,441,2324,0.08980,0.11443
1997,Direct migration background,(1b) General Elementary School,0.21271,650,2324,0.19607,0.22935
1997,Direct migration background,(1c) Basic Vocational Qualification,0.26461,635,2324,0.24667,0.28255
1997,Direct migration background,(2) Intermediate General/Vocational Qualification,0.08942,153,2324,0.07781,0.10102
1997,Direct migration background,(2c_gen) General Maturity Certificate,0.04919,121,2324,0.04040,0.05799
1997,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.06509,143,2324,0.05506,0.07512
1997,Direct migration background,(3a) Lower Tertiary Education,0.03154,50,2324,0.02443,0.03864
1997,Direct migration background,(3b) Higher Tertiary Education,0.08354,131,2324,0.07229,0.09479
1997,Indirect migration background,(0) No qualification (yet),0.04169,67,453,0.02327,0.06012
1997,Indirect migration background,(1b) General Elementary School,0.08146,127,453,0.05624,0.10668
1997,Indirect migration background,(1c) Basic Vocational Qualification,0.04829,91,453,0.02853,0.06806
1997,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.08912,126,453,0.06285,0.11538
1997,Indirect migration background,(2c_gen) General Maturity Certificate,0.03157,42,453,0.01545,0.04770
1998,No migration background,(0) No qualification (yet),0.01404,233,10751,0.01182,0.01627
1998,No migration background,(1a) Inadequately completed,0.00596,77,10751,0.00450,0.00741
1998,No migration background,(1b) General Elementary School,0.11177,1285,10751,0.10581,0.11772
1998,No migration background,(1c) Basic Vocational Qualification,0.28011,3465,10751,0.27162,0.28860
1998,No migration background,(2) Intermediate General/Vocational Qualification,0.20556,3117,10751,0.19792,0.21320
1998,No migration background,(2c_gen) General Maturity Certificate,0.02350,322,10751,0.02064,0.02637
1998,No migration background,(2c_voc) Vocational Maturity Certificate,0.04049,497,10751,0.03676,0.04422
1998,No migration background,(3a) Lower Tertiary Education,0.05728,900,10751,0.05288,0.06167
1998,No migration background,(3b) Higher Tertiary Education,0.06111,855,10751,0.05658,0.06563
1998,Direct migration background,(1a) Inadequately completed,0.10672,405,2222,0.09388,0.11956
1998,Direct migration background,(1b) General Elementary School,0.21175,622,2222,0.19476,0.22874
1998,Direct migration background,(1c) Basic Vocational Qualification,0.24935,603,2222,0.23136,0.26735
1998,Direct migration background,(2) Intermediate General/Vocational Qualification,0.07648,142,2222,0.06543,0.08754
1998,Direct migration background,(2c_gen) General Maturity Certificate,0.04560,112,2222,0.03693,0.05428
1998,Direct migration background,(2c_voc) Vocational Maturity Certificate,0.07008,148,2222,0.05946,0.08069
1998,Direct migration background,(3a) Lower Tertiary Education,0.03030,53,2222,0.02317,0.03743
1998,Direct migration background,(3b) Higher Tertiary Education,0.08047,137,2222,0.06916,0.09179
1998,Indirect migration background,(0) No qualification (yet),0.04501,70,474,0.02633,0.06370
1998,Indirect migration background,(1b) General Elementary School,0.08467,128,474,0.05958,0.10976
1998,Indirect migration background,(1c) Basic Vocational Qualification,0.04652,93,474,0.02754,0.06550
1998,Indirect migration background,(2) Intermediate General/Vocational Qualification,0.09554,136,474,0.06905,0.12203
1998,Indirect migration background,(2c_gen) General Maturity Certificate,0.03994,47,474,0.02230,0.05759
1999,No migration background,(0) No qualification (yet),0.01439,229,10659,0.01213,0.01665
1999,No migration background,(1a) Inadequately completed,0.00644,78,10659,0.00493,0.00796
1999,No migration background,(1b) General Elementary School,0.11152,1241,10659,0.10554,0.11749
1999,No migration background,(1c) Basic Vocational Qualification,0.29333,3415,10659,0.28469,0.30197
