year,hhtyp,rentown,petyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Couple with children,Owner,No,0.43590,1009,2339,0.41580,0.45600
2001,Couple with children,Tenant,Yes,0.44970,804,1836,0.42694,0.47246
2001,Couple with children,Tenant,No,0.55030,1032,1836,0.52754,0.57306
2001,Multi-generational household,Owner,Yes,0.65963,71,116,0.57303,0.74623
2001,Multi-generational household,Owner,No,0.34037,45,116,0.25377,0.42697
2001,Multi-generational household,Tenant,No,0.80166,36,36,0.66956,0.93377
2001,Other Combinations,Owner,Yes,0.62936,40,40,0.47778,0.78095
2001,Other Combinations,Tenant,No,0.65614,40,40,0.50706,0.80522
2006,Single-person household,Owner,Yes,0.24436,248,956,0.21711,0.27162
2006,Single-person household,Owner,No,0.75564,708,956,0.72838,0.78289
2006,Single-person household,Tenant,Yes,0.19787,490,2331,0.18169,0.21405
2006,Single-person household,Tenant,No,0.80213,1841,2331,0.78595,0.81831
2006,Couple without children,Owner,Yes,0.36440,870,2308,0.34476,0.38404
2006,Couple without children,Owner,No,0.63560,1438,2308,0.61596,0.65524
2006,Couple without children,Tenant,Yes,0.29444,576,1850,0.27366,0.31522
2006,Couple without children,Tenant,No,0.70556,1274,1850,0.68478,0.72634
2006,Single parent,Owner,Yes,0.47790,109,225,0.41248,0.54331
2006,Single parent,Owner,No,0.52210,116,225,0.45669,0.58752
2006,Single parent,Tenant,Yes,0.47298,253,547,0.43110,0.51486
2006,Single parent,Tenant,No,0.52702,294,547,0.48514,0.56890
2006,Couple with children,Owner,Yes,0.57902,1372,2375,0.55916,0.59888
2006,Couple with children,Owner,No,0.42098,1003,2375,0.40112,0.44084
2006,Couple with children,Tenant,Yes,0.45891,691,1461,0.43335,0.48447
2006,Couple with children,Tenant,No,0.54109,770,1461,0.51553,0.56665
2006,Multi-generational household,Owner,Yes,0.57443,51,51,0.43739,0.71148
2006,Other Combinations,Owner,No,0.56628,37,37,0.40438,0.72817
2011,Single-person household,Owner,Yes,0.25539,288,1075,0.22931,0.28147
2011,Single-person household,Owner,No,0.74425,787,1075,0.71815,0.77034
2011,Single-person household,Tenant,Yes,0.20619,510,2435,0.19012,0.22226
2011,Single-person household,Tenant,No,0.79133,1925,2435,0.77519,0.80747
2011,Couple without children,Owner,Yes,0.33975,894,2514,0.32123,0.35827
2011,Couple without children,Owner,No,0.66025,1620,2514,0.64173,0.67877
2011,Couple without children,Tenant,Yes,0.31440,600,1857,0.29328,0.33552
2011,Couple without children,Tenant,No,0.68493,1257,1857,0.66380,0.70607
2011,Single parent,Owner,Yes,0.33567,108,223,0.27355,0.39779
2011,Single parent,Owner,No,0.33688,115,223,0.27470,0.39905
2011,Single parent,Tenant,Yes,0.17783,236,561,0.14616,0.20949
2011,Single parent,Tenant,No,0.29495,325,561,0.25718,0.33272
2011,Couple with children,Owner,Yes,0.47702,1168,2030,0.45529,0.49875
2011,Couple with children,Owner,No,0.36192,862,2030,0.34101,0.38283
2011,Couple with children,Tenant,Yes,0.34332,594,1210,0.31655,0.37008
2011,Couple with children,Tenant,No,0.38103,616,1210,0.35365,0.40840
2011,Other Combinations,Tenant,No,0.61090,32,32,0.43927,0.78253
2016,Single-person household,Owner,Yes,0.23512,240,932,0.20788,0.26236
2016,Single-person household,Owner,No,0.76488,692,932,0.73764,0.79212
2016,Single-person household,Tenant,Yes,0.18469,448,2455,0.16934,0.20004
2016,Single-person household,Tenant,No,0.81531,2007,2455,0.79996,0.83066
2016,Couple without children,Owner,Yes,0.33047,756,2222,0.31091,0.35004
2016,Couple without children,Owner,No,0.66953,1466,2222,0.64996,0.68909
2016,Couple without children,Tenant,Yes,0.32367,590,1875,0.30249,0.34486
2016,Couple without children,Tenant,No,0.67633,1285,1875,0.65514,0.69751
2016,Single parent,Owner,Yes,0.48611,202,382,0.43593,0.53630
2016,Single parent,Owner,No,0.51389,180,382,0.46370,0.56407
2016,Single parent,Tenant,Yes,0.47230,534,1142,0.44334,0.50127
2016,Single parent,Tenant,No,0.52770,608,1142,0.49873,0.55666
2016,Couple with children,Owner,Yes,0.53360,1466,2662,0.51464,0.55255
2016,Couple with children,Owner,No,0.46640,1196,2662,0.44745,0.48536
2016,Couple with children,Tenant,Yes,0.39261,936,2328,0.37277,0.41245
2016,Couple with children,Tenant,No,0.60739,1392,2328,0.58755,0.62723
2016,Multi-generational household,Owner,Yes,0.66691,32,32,0.50099,0.83282
2016,Other Combinations,Owner,No,0.56715,33,33,0.39547,0.73882
2016,Other Combinations,Tenant,Yes,0.27567,35,143,0.20217,0.34917
2016,Other Combinations,Tenant,No,0.72433,108,143,0.65083,0.79783
2021,Single-person household,Owner,Yes,0.24630,227,862,0.21752,0.27508
2021,Single-person household,Owner,No,0.75354,635,862,0.72476,0.78233
2021,Single-person household,Tenant,Yes,0.18524,444,2336,0.16948,0.20100
2021,Single-person household,Tenant,No,0.80047,1892,2336,0.78426,0.81668
2021,Couple without children,Owner,Yes,0.33539,690,1924,0.31429,0.35649
2021,Couple without children,Owner,No,0.66460,1234,1924,0.64349,0.68570
2021,Couple without children,Tenant,Yes,0.30206,435,1497,0.27879,0.32533
2021,Couple without children,Tenant,No,0.69352,1062,1497,0.67016,0.71689
2021,Single parent,Owner,Yes,0.61086,164,249,0.55018,0.67154
2021,Single parent,Owner,No,0.38914,85,249,0.32846,0.44982
2021,Single parent,Tenant,Yes,0.51203,345,647,0.47348,0.55057
2021,Single parent,Tenant,No,0.46565,302,647,0.42719,0.50412
2021,Couple with children,Owner,Yes,0.51805,1082,1884,0.49548,0.54062
2021,Couple with children,Owner,No,0.48168,802,1884,0.45912,0.50425
2021,Couple with children,Tenant,Yes,0.37487,548,1288,0.34842,0.40131
2021,Couple with children,Tenant,No,0.57322,740,1288,0.54619,0.60024
2021,Other Combinations,Owner,Yes,0.56155,56,107,0.46708,0.65601
2021,Other Combinations,Owner,No,0.43809,51,107,0.34364,0.53254
2021,Other Combinations,Tenant,Yes,0.21601,43,158,0.15164,0.28038
2021,Other Combinations,Tenant,No,0.73970,115,158,0.67106,0.80834
