year,quintil_oecd_hh,regtyp,petyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,1st Quintile,Urban regions,Yes,0.27519,399,1331,0.25119,0.29920
2006,1st Quintile,Urban regions,No,0.72481,932,1331,0.70080,0.74881
2006,1st Quintile,Rural regions,Yes,0.42467,361,765,0.38962,0.45972
2006,1st Quintile,Rural regions,No,0.57533,404,765,0.54028,0.61038
2006,2nd Quintile,Urban regions,Yes,0.29604,436,1331,0.27150,0.32057
2006,2nd Quintile,Urban regions,No,0.70396,895,1331,0.67943,0.72850
2006,2nd Quintile,Rural regions,Yes,0.43242,432,891,0.39987,0.46497
2006,2nd Quintile,Rural regions,No,0.56758,459,891,0.53503,0.60013
2006,3rd Quintile,Urban regions,Yes,0.33637,547,1498,0.31243,0.36030
2006,3rd Quintile,Urban regions,No,0.66363,951,1498,0.63970,0.68757
2006,3rd Quintile,Rural regions,Yes,0.43946,429,889,0.40682,0.47211
2006,3rd Quintile,Rural regions,No,0.56054,460,889,0.52789,0.59318
2006,4th Quintile,Urban regions,Yes,0.31244,608,1686,0.29031,0.33458
2006,4th Quintile,Urban regions,No,0.68756,1078,1686,0.66542,0.70969
2006,4th Quintile,Rural regions,Yes,0.43542,375,807,0.40119,0.46965
2006,4th Quintile,Rural regions,No,0.56458,432,807,0.53035,0.59881
2006,5th Quintile,Urban regions,Yes,0.27619,766,2318,0.25798,0.29439
2006,5th Quintile,Urban regions,No,0.72381,1552,2318,0.70561,0.74202
2006,5th Quintile,Rural regions,Yes,0.44568,354,743,0.40992,0.48145
2006,5th Quintile,Rural regions,No,0.55432,389,743,0.51855,0.59008
2011,1st Quintile,Urban regions,Yes,0.21750,434,1387,0.19578,0.23922
2011,1st Quintile,Urban regions,No,0.64629,953,1387,0.62112,0.67146
2011,1st Quintile,Rural regions,Yes,0.31010,340,868,0.27931,0.34089
2011,1st Quintile,Rural regions,No,0.56413,528,868,0.53112,0.59714
2011,2nd Quintile,Urban regions,Yes,0.25102,414,1332,0.22773,0.27432
2011,2nd Quintile,Urban regions,No,0.65654,918,1332,0.63103,0.68205
2011,2nd Quintile,Rural regions,Yes,0.33716,388,907,0.30638,0.36795
2011,2nd Quintile,Rural regions,No,0.55252,519,907,0.52014,0.58490
2011,3rd Quintile,Urban regions,Yes,0.28235,507,1450,0.25917,0.30553
2011,3rd Quintile,Urban regions,No,0.64660,943,1450,0.62199,0.67121
2011,3rd Quintile,Rural regions,Yes,0.41093,443,925,0.37921,0.44265
2011,3rd Quintile,Rural regions,No,0.53016,482,925,0.49798,0.56234
2011,4th Quintile,Urban regions,Yes,0.31604,597,1637,0.29351,0.33857
2011,4th Quintile,Urban regions,No,0.63371,1040,1637,0.61037,0.65706
2011,4th Quintile,Rural regions,Yes,0.35807,344,799,0.32481,0.39134
2011,4th Quintile,Rural regions,No,0.59084,455,799,0.55672,0.62495
2011,5th Quintile,Urban regions,Yes,0.29431,695,2064,0.27464,0.31397
2011,5th Quintile,Urban regions,No,0.66960,1369,2064,0.64930,0.68990
2011,5th Quintile,Rural regions,Yes,0.42035,321,712,0.38407,0.45664
2011,5th Quintile,Rural regions,No,0.54896,391,712,0.51238,0.58553
2016,1st Quintile,Urban regions,Yes,0.23851,607,1987,0.21977,0.25726
2016,1st Quintile,Urban regions,No,0.73372,1380,1987,0.71428,0.75316
2016,1st Quintile,Rural regions,Yes,0.37122,487,1109,0.34277,0.39967
2016,1st Quintile,Rural regions,No,0.60543,622,1109,0.57665,0.63421
2016,2nd Quintile,Urban regions,Yes,0.28624,646,1849,0.26563,0.30685
2016,2nd Quintile,Urban regions,No,0.71376,1203,1849,0.69315,0.73437
2016,2nd Quintile,Rural regions,Yes,0.38019,519,1192,0.35262,0.40776
2016,2nd Quintile,Rural regions,No,0.61981,673,1192,0.59224,0.64738
2016,3rd Quintile,Urban regions,Yes,0.29008,590,1725,0.26865,0.31150
2016,3rd Quintile,Urban regions,No,0.70992,1135,1725,0.68850,0.73135
2016,3rd Quintile,Rural regions,Yes,0.41686,478,1018,0.38656,0.44716
2016,3rd Quintile,Rural regions,No,0.58314,540,1018,0.55284,0.61344
2016,4th Quintile,Urban regions,Yes,0.30515,614,1761,0.28364,0.32666
2016,4th Quintile,Urban regions,No,0.69485,1147,1761,0.67334,0.71636
2016,4th Quintile,Rural regions,Yes,0.40303,406,901,0.37098,0.43508
2016,4th Quintile,Rural regions,No,0.59697,495,901,0.56492,0.62902
2016,5th Quintile,Urban regions,Yes,0.27683,629,2050,0.25746,0.29621
2016,5th Quintile,Urban regions,No,0.72317,1421,2050,0.70379,0.74254
2016,5th Quintile,Rural regions,Yes,0.41874,309,705,0.38229,0.45518
2016,5th Quintile,Rural regions,No,0.58126,396,705,0.54482,0.61771
2021,1st Quintile,Urban regions,Yes,0.23472,365,1352,0.21212,0.25732
2021,1st Quintile,Urban regions,No,0.71774,987,1352,0.69373,0.74174
2021,1st Quintile,Rural regions,Yes,0.36607,286,692,0.33015,0.40199
2021,1st Quintile,Rural regions,No,0.60702,406,692,0.57061,0.64344
2021,2nd Quintile,Urban regions,Yes,0.29385,462,1332,0.26938,0.31833
2021,2nd Quintile,Urban regions,No,0.69739,870,1332,0.67271,0.72207
2021,2nd Quintile,Rural regions,Yes,0.32797,383,854,0.29647,0.35948
2021,2nd Quintile,Rural regions,No,0.66889,471,854,0.63731,0.70047
2021,3rd Quintile,Urban regions,Yes,0.27811,439,1309,0.25382,0.30239
2021,3rd Quintile,Urban regions,No,0.72020,870,1309,0.69587,0.74453
2021,3rd Quintile,Rural regions,Yes,0.40072,346,727,0.36508,0.43637
2021,3rd Quintile,Rural regions,No,0.59860,381,727,0.56295,0.63426
2021,4th Quintile,Urban regions,Yes,0.32753,489,1402,0.30295,0.35210
2021,4th Quintile,Urban regions,No,0.67178,913,1402,0.64719,0.69636
2021,4th Quintile,Rural regions,Yes,0.42396,325,685,0.38692,0.46099
2021,4th Quintile,Rural regions,No,0.57604,360,685,0.53901,0.61308
2021,5th Quintile,Urban regions,Yes,0.28979,676,2025,0.27003,0.30956
2021,5th Quintile,Urban regions,No,0.70979,1349,2025,0.69001,0.72956
2021,5th Quintile,Rural regions,Yes,0.41545,321,694,0.37876,0.45214
2021,5th Quintile,Rural regions,No,0.58445,373,694,0.54776,0.62114
