year,age_gr,regtyp,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,17-29 y.,Urban regions,At least once per month,0.16395,390,2077,0.14802,0.17987
2008,17-29 y.,Urban regions,Seldom,0.59041,1322,2077,0.56926,0.61157
2008,17-29 y.,Urban regions,Never,0.15204,326,2077,0.13659,0.16748
2008,17-29 y.,Rural regions,At least once per month,0.18676,210,1037,0.16303,0.21049
2008,17-29 y.,Rural regions,Seldom,0.54456,646,1037,0.51424,0.57489
2008,17-29 y.,Rural regions,Never,0.17762,181,1037,0.15435,0.20089
2008,30-45 y.,Urban regions,At least once per week,0.02692,84,3436,0.02150,0.03233
2008,30-45 y.,Urban regions,At least once per month,0.21186,777,3436,0.19819,0.22552
2008,30-45 y.,Urban regions,Seldom,0.62650,2167,3436,0.61032,0.64267
2008,30-45 y.,Urban regions,Never,0.13120,408,3436,0.11991,0.14249
2008,30-45 y.,Rural regions,At least once per week,0.01988,43,1718,0.01328,0.02649
2008,30-45 y.,Rural regions,At least once per month,0.19771,362,1718,0.17887,0.21655
2008,30-45 y.,Rural regions,Seldom,0.64970,1106,1718,0.62713,0.67226
2008,30-45 y.,Rural regions,Never,0.12792,207,1718,0.11213,0.14372
2008,46-65 y.,Urban regions,At least once per week,0.02878,128,4306,0.02379,0.03378
2008,46-65 y.,Urban regions,At least once per month,0.21223,1026,4306,0.20002,0.22445
2008,46-65 y.,Urban regions,Seldom,0.59336,2623,4306,0.57869,0.60803
2008,46-65 y.,Urban regions,Never,0.15707,529,4306,0.14620,0.16794
2008,46-65 y.,Rural regions,At least once per week,0.03079,67,2356,0.02382,0.03777
2008,46-65 y.,Rural regions,At least once per month,0.19503,494,2356,0.17903,0.21103
2008,46-65 y.,Rural regions,Seldom,0.59865,1453,2356,0.57885,0.61845
2008,46-65 y.,Rural regions,Never,0.17193,342,2356,0.15669,0.18717
2008,66 and older,Urban regions,At least once per week,0.03557,110,2778,0.02869,0.04246
2008,66 and older,Urban regions,At least once per month,0.19334,619,2778,0.17865,0.20803
2008,66 and older,Urban regions,Seldom,0.51842,1458,2778,0.49983,0.53700
2008,66 and older,Urban regions,Never,0.24281,591,2778,0.22687,0.25876
2008,66 and older,Rural regions,At least once per week,0.03497,54,1487,0.02563,0.04431
2008,66 and older,Rural regions,At least once per month,0.18396,302,1487,0.16426,0.20366
2008,66 and older,Rural regions,Seldom,0.49500,764,1487,0.46957,0.52042
2008,66 and older,Rural regions,Never,0.27850,367,1487,0.25571,0.30129
2013,17-29 y.,Urban regions,At least once per week,0.02196,89,2317,0.01600,0.02793
2013,17-29 y.,Urban regions,At least once per month,0.19532,629,2317,0.17917,0.21147
2013,17-29 y.,Urban regions,Seldom,0.44484,1356,2317,0.42461,0.46508
2013,17-29 y.,Urban regions,Never,0.06920,243,2317,0.05886,0.07954
2013,17-29 y.,Rural regions,At least once per week,0.04118,61,1236,0.03010,0.05226
2013,17-29 y.,Rural regions,At least once per month,0.23222,347,1236,0.20867,0.25577
2013,17-29 y.,Rural regions,Seldom,0.42921,672,1236,0.40161,0.45682
2013,17-29 y.,Rural regions,Never,0.09056,156,1236,0.07455,0.10656
2013,30-45 y.,Urban regions,At least once per week,0.03565,320,5120,0.03057,0.04073
2013,30-45 y.,Urban regions,At least once per month,0.25200,1597,5120,0.24011,0.26390
2013,30-45 y.,Urban regions,Seldom,0.45345,2696,5120,0.43981,0.46709
2013,30-45 y.,Urban regions,Never,0.06975,507,5120,0.06278,0.07673
2013,30-45 y.,Rural regions,At least once per week,0.03451,121,2860,0.02782,0.04120
2013,30-45 y.,Rural regions,At least once per month,0.23911,822,2860,0.22348,0.25475
2013,30-45 y.,Rural regions,Seldom,0.51424,1618,2860,0.49592,0.53257
2013,30-45 y.,Rural regions,Never,0.09559,299,2860,0.08481,0.10637
2013,46-65 y.,Urban regions,At least once per week,0.03173,194,5529,0.02711,0.03635
2013,46-65 y.,Urban regions,At least once per month,0.25103,1583,5529,0.23960,0.26246
2013,46-65 y.,Urban regions,Seldom,0.53325,3123,5529,0.52010,0.54641
2013,46-65 y.,Urban regions,Never,0.11437,629,5529,0.10598,0.12276
2013,46-65 y.,Rural regions,At least once per week,0.03059,129,3427,0.02483,0.03636
2013,46-65 y.,Rural regions,At least once per month,0.24211,870,3427,0.22777,0.25646
2013,46-65 y.,Rural regions,Seldom,0.55852,1993,3427,0.54189,0.57515
2013,46-65 y.,Rural regions,Never,0.13055,435,3427,0.11927,0.14183
2013,66 and older,Urban regions,At least once per week,0.03602,139,3154,0.02951,0.04252
2013,66 and older,Urban regions,At least once per month,0.23847,871,3154,0.22359,0.25334
2013,66 and older,Urban regions,Seldom,0.47581,1519,3154,0.45838,0.49325
2013,66 and older,Urban regions,Never,0.23096,625,3154,0.21625,0.24567
2013,66 and older,Rural regions,At least once per week,0.04733,94,1759,0.03740,0.05725
2013,66 and older,Rural regions,At least once per month,0.21011,412,1759,0.19107,0.22916
2013,66 and older,Rural regions,Seldom,0.49637,869,1759,0.47300,0.51974
2013,66 and older,Rural regions,Never,0.23056,384,1759,0.21087,0.25025
2017,17-29 y.,Urban regions,At least once per week,0.00178,101,983,-0.00086,0.00442
2017,17-29 y.,Urban regions,At least once per month,0.00375,182,983,-0.00007,0.00757
2017,17-29 y.,Urban regions,Seldom,0.00544,332,983,0.00084,0.01005
2017,17-29 y.,Urban regions,Never,0.00675,368,983,0.00163,0.01188
2017,17-29 y.,Rural regions,At least once per week,0.00276,49,449,-0.00210,0.00763
2017,17-29 y.,Rural regions,At least once per month,0.00396,74,449,-0.00185,0.00978
2017,17-29 y.,Rural regions,Seldom,0.00702,154,449,-0.00071,0.01476
2017,17-29 y.,Rural regions,Never,0.00788,172,449,-0.00031,0.01607
2017,30-45 y.,Urban regions,At least once per week,0.00077,116,1283,-0.00075,0.00229
2017,30-45 y.,Urban regions,At least once per month,0.00187,225,1283,-0.00049,0.00424
2017,30-45 y.,Urban regions,Seldom,0.00365,455,1283,0.00035,0.00696
2017,30-45 y.,Urban regions,Never,0.00383,487,1283,0.00045,0.00721
2017,30-45 y.,Rural regions,At least once per month,0.00116,79,533,-0.00173,0.00406
2017,30-45 y.,Rural regions,Seldom,0.00440,230,533,-0.00123,0.01002
2017,30-45 y.,Rural regions,Never,0.00453,224,533,-0.00118,0.01024
2017,46-65 y.,Urban regions,At least once per month,0.00041,70,391,-0.00159,0.00240
2017,46-65 y.,Urban regions,Seldom,0.00072,138,391,-0.00194,0.00338
2017,46-65 y.,Urban regions,Never,0.00117,183,391,-0.00222,0.00456
2017,46-65 y.,Rural regions,At least once per month,0.00030,31,169,-0.00231,0.00290
2017,46-65 y.,Rural regions,Seldom,0.00052,70,169,-0.00292,0.00396
2017,46-65 y.,Rural regions,Never,0.00094,68,169,-0.00369,0.00556
2018,17-29 y.,Urban regions,At least once per week,0.00376,139,744,-0.00064,0.00815
2018,17-29 y.,Urban regions,At least once per month,0.00522,220,744,0.00004,0.01040
2018,17-29 y.,Urban regions,Seldom,0.00548,255,744,0.00017,0.01079
2018,17-29 y.,Urban regions,Never,0.00370,130,744,-0.00067,0.00806
2018,17-29 y.,Rural regions,At least once per week,0.00396,43,270,-0.00355,0.01147
2018,17-29 y.,Rural regions,At least once per month,0.00524,69,270,-0.00339,0.01387
2018,17-29 y.,Rural regions,Seldom,0.00680,116,270,-0.00302,0.01662
2018,17-29 y.,Rural regions,Never,0.00303,42,270,-0.00354,0.00960
2018,30-45 y.,Urban regions,At least once per week,0.00172,198,1116,-0.00071,0.00415
2018,30-45 y.,Urban regions,At least once per month,0.00271,289,1116,-0.00034,0.00576
2018,30-45 y.,Urban regions,Seldom,0.00391,401,1116,0.00025,0.00757
2018,30-45 y.,Urban regions,Never,0.00264,228,1116,-0.00037,0.00565
2018,30-45 y.,Rural regions,At least once per week,0.00130,71,429,-0.00211,0.00471
2018,30-45 y.,Rural regions,At least once per month,0.00236,101,429,-0.00224,0.00696
2018,30-45 y.,Rural regions,Seldom,0.00377,168,429,-0.00204,0.00958
2018,30-45 y.,Rural regions,Never,0.00236,89,429,-0.00224,0.00696
2018,46-65 y.,Urban regions,At least once per week,0.00032,61,398,-0.00145,0.00210
2018,46-65 y.,Urban regions,At least once per month,0.00048,88,398,-0.00168,0.00265
2018,46-65 y.,Urban regions,Seldom,0.00093,146,398,-0.00207,0.00392
2018,46-65 y.,Urban regions,Never,0.00072,103,398,-0.00192,0.00335
2018,46-65 y.,Rural regions,At least once per month,0.00031,37,90,-0.00333,0.00395
2018,46-65 y.,Rural regions,Seldom,0.00081,53,90,-0.00511,0.00674
2019,17-29 y.,Urban regions,Daily,0.00207,31,3237,0.00050,0.00364
2019,17-29 y.,Urban regions,At least once per week,0.04201,232,3237,0.03510,0.04892
2019,17-29 y.,Urban regions,At least once per month,0.32084,1082,3237,0.30476,0.33692
2019,17-29 y.,Urban regions,Seldom,0.48854,1565,3237,0.47132,0.50576
2019,17-29 y.,Urban regions,Never,0.08095,327,3237,0.07156,0.09035
2019,17-29 y.,Rural regions,At least once per week,0.05847,99,1392,0.04614,0.07080
2019,17-29 y.,Rural regions,At least once per month,0.28816,482,1392,0.26436,0.31196
2019,17-29 y.,Rural regions,Seldom,0.47910,684,1392,0.45285,0.50536
2019,17-29 y.,Rural regions,Never,0.06843,127,1392,0.05516,0.08170
2019,30-45 y.,Urban regions,Daily,0.00173,37,5194,0.00060,0.00286
2019,30-45 y.,Urban regions,At least once per week,0.06060,447,5194,0.05411,0.06709
2019,30-45 y.,Urban regions,At least once per month,0.40603,1940,5194,0.39267,0.41939
2019,30-45 y.,Urban regions,Seldom,0.46363,2310,5194,0.45007,0.47719
2019,30-45 y.,Urban regions,Never,0.06675,460,5194,0.05996,0.07354
2019,30-45 y.,Rural regions,At least once per week,0.07167,173,2491,0.06154,0.08180
2019,30-45 y.,Rural regions,At least once per month,0.35785,929,2491,0.33902,0.37668
2019,30-45 y.,Rural regions,Seldom,0.48761,1149,2491,0.46798,0.50725
2019,30-45 y.,Rural regions,Never,0.07980,240,2491,0.06916,0.09045
2019,46-65 y.,Urban regions,At least once per week,0.04238,374,6922,0.03763,0.04712
2019,46-65 y.,Urban regions,At least once per month,0.30275,2443,6922,0.29192,0.31357
2019,46-65 y.,Urban regions,Seldom,0.54797,3489,6922,0.53624,0.55969
2019,46-65 y.,Urban regions,Never,0.10332,616,6922,0.09615,0.11050
2019,46-65 y.,Rural regions,At least once per week,0.03298,181,3830,0.02733,0.03864
2019,46-65 y.,Rural regions,At least once per month,0.29055,1204,3830,0.27617,0.30493
2019,46-65 y.,Rural regions,Seldom,0.55242,2061,3830,0.53667,0.56817
2019,46-65 y.,Rural regions,Never,0.12000,384,3830,0.10971,0.13029
2019,66 and older,Urban regions,At least once per week,0.03934,175,3223,0.03263,0.04605
2019,66 and older,Urban regions,At least once per month,0.26819,1010,3223,0.25290,0.28349
2019,66 and older,Urban regions,Seldom,0.48813,1549,3223,0.47087,0.50539
2019,66 and older,Urban regions,Never,0.19840,489,3223,0.18463,0.21217
2019,66 and older,Rural regions,At least once per week,0.04331,114,1867,0.03407,0.05255
2019,66 and older,Rural regions,At least once per month,0.22436,543,1867,0.20543,0.24328
2019,66 and older,Rural regions,Seldom,0.52332,879,1867,0.50066,0.54599
2019,66 and older,Rural regions,Never,0.20490,331,1867,0.18659,0.22321
