year,regtyp,rentown,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Urban regions,Owner,No,0.99801,3495,3495,0.99653,0.99949
2000,Urban regions,Tenant,Yes,0.06122,336,5094,0.05463,0.06780
2000,Urban regions,Tenant,No,0.93878,4758,5094,0.93220,0.94537
2000,Rural regions,Owner,No,0.99074,2293,2293,0.98682,0.99466
2000,Rural regions,Tenant,Yes,0.08505,195,2031,0.07292,0.09719
2000,Rural regions,Tenant,No,0.91495,1836,2031,0.90281,0.92708
2001,Urban regions,Owner,No,0.99750,3129,3129,0.99575,0.99925
2001,Urban regions,Tenant,Yes,0.04858,245,4641,0.04240,0.05477
2001,Urban regions,Tenant,No,0.95142,4396,4641,0.94523,0.95760
2001,Rural regions,Owner,No,0.99140,2105,2105,0.98745,0.99534
2001,Rural regions,Tenant,Yes,0.07832,156,1772,0.06580,0.09083
2001,Rural regions,Tenant,No,0.92168,1616,1772,0.90917,0.93420
2002,Urban regions,Owner,No,0.99712,3657,3657,0.99538,0.99886
2002,Urban regions,Tenant,Yes,0.05420,240,4585,0.04764,0.06075
2002,Urban regions,Tenant,No,0.94580,4345,4585,0.93925,0.95236
2002,Rural regions,Owner,No,0.99067,2161,2161,0.98661,0.99472
2002,Rural regions,Tenant,Yes,0.08074,147,1783,0.06809,0.09339
2002,Rural regions,Tenant,No,0.91926,1636,1783,0.90661,0.93191
2003,Urban regions,Owner,No,0.99713,3542,3542,0.99536,0.99889
2003,Urban regions,Tenant,Yes,0.06222,251,4430,0.05510,0.06933
2003,Urban regions,Tenant,No,0.93778,4179,4430,0.93067,0.94490
2003,Rural regions,Owner,No,0.99239,2085,2085,0.98865,0.99612
2003,Rural regions,Tenant,Yes,0.09317,172,1715,0.07941,0.10693
2003,Rural regions,Tenant,No,0.90683,1543,1715,0.89307,0.92059
2004,Urban regions,Owner,No,0.99804,3463,3463,0.99656,0.99951
2004,Urban regions,Tenant,Yes,0.07045,267,4317,0.06281,0.07808
2004,Urban regions,Tenant,No,0.92955,4050,4317,0.92192,0.93719
2004,Rural regions,Owner,No,0.98405,2063,2063,0.97865,0.98946
2004,Rural regions,Tenant,Yes,0.09814,170,1665,0.08384,0.11243
2004,Rural regions,Tenant,No,0.90186,1495,1665,0.88757,0.91616
2005,Urban regions,Owner,No,0.99717,3331,3331,0.99537,0.99897
2005,Urban regions,Tenant,Yes,0.05056,212,4214,0.04394,0.05717
2005,Urban regions,Tenant,No,0.94944,4002,4214,0.94283,0.95606
2005,Rural regions,Owner,No,0.98520,2022,2022,0.97993,0.99046
2005,Rural regions,Tenant,Yes,0.05872,112,1599,0.04719,0.07024
2005,Rural regions,Tenant,No,0.94128,1487,1599,0.92976,0.95281
2006,Urban regions,Owner,No,0.99755,3701,3701,0.99595,0.99914
2006,Urban regions,Tenant,Yes,0.04626,200,4458,0.04010,0.05243
2006,Urban regions,Tenant,No,0.95374,4258,4458,0.94757,0.95990
2006,Rural regions,Owner,No,0.99024,2273,2273,0.98619,0.99428
2006,Rural regions,Tenant,Yes,0.06408,120,1802,0.05277,0.07539
2006,Rural regions,Tenant,No,0.93592,1682,1802,0.92461,0.94723
2007,Urban regions,Owner,No,0.99766,3464,3464,0.99605,0.99927
2007,Urban regions,Tenant,Yes,0.04727,174,4138,0.04081,0.05374
2007,Urban regions,Tenant,No,0.95273,3964,4138,0.94626,0.95919
2007,Rural regions,Owner,No,0.99322,2135,2135,0.98974,0.99670
2007,Rural regions,Tenant,Yes,0.05582,101,1695,0.04489,0.06675
2007,Rural regions,Tenant,No,0.94418,1594,1695,0.93325,0.95511
2008,Urban regions,Owner,No,0.99905,3305,3305,0.99800,1.00010
2008,Urban regions,Tenant,Yes,0.04401,161,3881,0.03755,0.05046
2008,Urban regions,Tenant,No,0.95599,3720,3881,0.94954,0.96245
2008,Rural regions,Owner,No,0.99576,2060,2060,0.99296,0.99857
2008,Rural regions,Tenant,Yes,0.05029,87,1562,0.03945,0.06114
2008,Rural regions,Tenant,No,0.94971,1475,1562,0.93886,0.96055
2009,Urban regions,Owner,No,0.99948,3097,3097,0.99867,1.00028
2009,Urban regions,Tenant,Yes,0.04158,144,3599,0.03506,0.04810
2009,Urban regions,Tenant,No,0.95842,3455,3599,0.95190,0.96494
2009,Rural regions,Owner,No,0.99351,1952,1952,0.98995,0.99707
2009,Rural regions,Tenant,Yes,0.04989,88,1515,0.03892,0.06086
2009,Rural regions,Tenant,No,0.95011,1427,1515,0.93914,0.96108
2010,Urban regions,Owner,No,0.95377,3678,3678,0.94698,0.96055
2010,Urban regions,Tenant,Yes,0.04419,355,5124,0.03856,0.04981
2010,Urban regions,Tenant,No,0.92469,4769,5124,0.91747,0.93192
2010,Rural regions,Owner,Yes,0.00427,36,2409,0.00167,0.00688
2010,Rural regions,Owner,No,0.94815,2373,2409,0.93929,0.95700
2010,Rural regions,Tenant,Yes,0.05053,194,2158,0.04129,0.05978
2010,Rural regions,Tenant,No,0.90692,1964,2158,0.89466,0.91918
2011,Urban regions,Owner,No,0.96456,4469,4469,0.95914,0.96998
2011,Urban regions,Tenant,Yes,0.04002,407,6022,0.03507,0.04497
2011,Urban regions,Tenant,No,0.93535,5615,6022,0.92914,0.94156
2011,Rural regions,Owner,Yes,0.00551,38,3026,0.00287,0.00815
2011,Rural regions,Owner,No,0.96258,2988,3026,0.95581,0.96934
2011,Rural regions,Tenant,Yes,0.05114,257,2682,0.04281,0.05948
2011,Rural regions,Tenant,No,0.91345,2425,2682,0.90280,0.92409
2012,Urban regions,Owner,No,0.97211,4398,4398,0.96724,0.97697
2012,Urban regions,Tenant,Yes,0.03382,310,5816,0.02917,0.03846
2012,Urban regions,Tenant,No,0.94365,5506,5816,0.93773,0.94958
2012,Rural regions,Owner,Yes,0.00430,33,3015,0.00197,0.00664
2012,Rural regions,Owner,No,0.97065,2982,3015,0.96463,0.97668
2012,Rural regions,Tenant,Yes,0.04734,216,2703,0.03934,0.05535
2012,Rural regions,Tenant,No,0.91863,2487,2703,0.90832,0.92894
2013,Urban regions,Owner,No,0.97245,4559,4559,0.96770,0.97721
2013,Urban regions,Tenant,Yes,0.03183,350,7047,0.02773,0.03593
2013,Urban regions,Tenant,No,0.94319,6697,7047,0.93779,0.94860
2013,Rural regions,Owner,No,0.96833,2926,2926,0.96198,0.97468
2013,Rural regions,Tenant,Yes,0.04484,209,2934,0.03735,0.05233
2013,Rural regions,Tenant,No,0.92706,2725,2934,0.91765,0.93647
2014,Urban regions,Owner,No,0.97857,4206,4206,0.97419,0.98295
2014,Urban regions,Tenant,Yes,0.02772,230,6048,0.02359,0.03186
2014,Urban regions,Tenant,No,0.94835,5818,6048,0.94277,0.95393
2014,Rural regions,Owner,No,0.96676,2707,2707,0.96001,0.97352
2014,Rural regions,Tenant,Yes,0.03738,144,2607,0.03009,0.04466
2014,Rural regions,Tenant,No,0.93267,2463,2607,0.92305,0.94229
2015,Urban regions,Owner,No,0.83588,3528,3528,0.82365,0.84810
2015,Urban regions,Tenant,Yes,0.02376,208,5782,0.01983,0.02768
2015,Urban regions,Tenant,No,0.82882,5574,5782,0.81911,0.83853
2015,Rural regions,Owner,No,0.80850,2295,2295,0.79239,0.82460
2015,Rural regions,Tenant,Yes,0.02635,114,2434,0.01999,0.03272
2015,Rural regions,Tenant,No,0.79583,2320,2434,0.77981,0.81185
2016,Urban regions,Owner,No,0.97993,3696,3696,0.97541,0.98446
2016,Urban regions,Tenant,Yes,0.02508,189,5557,0.02097,0.02919
2016,Urban regions,Tenant,No,0.95942,5368,5557,0.95423,0.96461
2016,Rural regions,Owner,No,0.96600,2466,2466,0.95885,0.97315
2016,Rural regions,Tenant,Yes,0.03259,106,2359,0.02543,0.03976
2016,Rural regions,Tenant,No,0.94162,2253,2359,0.93216,0.95108
2017,Urban regions,Owner,No,0.97887,4187,4187,0.97451,0.98323
2017,Urban regions,Tenant,Yes,0.02480,317,7182,0.02120,0.02840
2017,Urban regions,Tenant,No,0.95883,6865,7182,0.95423,0.96343
2017,Rural regions,Owner,No,0.97391,2735,2735,0.96794,0.97989
2017,Rural regions,Tenant,Yes,0.03240,192,3133,0.02620,0.03860
2017,Rural regions,Tenant,No,0.94442,2941,3133,0.93639,0.95244
2018,Urban regions,Owner,No,0.98177,4023,4023,0.97763,0.98590
2018,Urban regions,Tenant,Yes,0.02630,457,7783,0.02274,0.02985
2018,Urban regions,Tenant,No,0.96392,7326,7783,0.95978,0.96806
2018,Rural regions,Owner,No,0.97357,2629,2629,0.96743,0.97970
2018,Rural regions,Tenant,Yes,0.03548,241,3227,0.02910,0.04187
2018,Rural regions,Tenant,No,0.94279,2986,3227,0.93478,0.95081
2019,Urban regions,Owner,No,0.98628,4690,4690,0.98295,0.98961
2019,Urban regions,Tenant,Yes,0.02598,281,7200,0.02231,0.02966
2019,Urban regions,Tenant,No,0.95981,6919,7200,0.95527,0.96435
2019,Rural regions,Owner,No,0.98190,2947,2947,0.97708,0.98671
2019,Rural regions,Tenant,Yes,0.03949,155,2971,0.03249,0.04649
2019,Rural regions,Tenant,No,0.94944,2816,2971,0.94156,0.95732
2020,Urban regions,Owner,No,0.96989,4180,4180,0.96471,0.97507
2020,Urban regions,Tenant,Yes,0.02421,347,8992,0.02103,0.02738
2020,Urban regions,Tenant,No,0.95377,8645,8992,0.94943,0.95811
2020,Rural regions,Owner,No,0.97435,2628,2628,0.96830,0.98040
2020,Rural regions,Tenant,Yes,0.02704,151,3202,0.02142,0.03266
2020,Rural regions,Tenant,No,0.95143,3051,3202,0.94398,0.95888
2021,Urban regions,Owner,No,0.98894,3102,3102,0.98525,0.99262
2021,Urban regions,Tenant,Yes,0.02861,296,5435,0.02418,0.03305
2021,Urban regions,Tenant,No,0.96246,5139,5435,0.95740,0.96751
2021,Rural regions,Owner,No,0.99136,1945,1945,0.98724,0.99547
2021,Rural regions,Tenant,Yes,0.03322,97,1963,0.02529,0.04115
2021,Rural regions,Tenant,No,0.95572,1866,1963,0.94662,0.96482
2022,Urban regions,Owner,No,0.98065,4619,4619,0.97668,0.98462
2022,Urban regions,Tenant,Yes,0.03086,318,9290,0.02734,0.03437
2022,Urban regions,Tenant,No,0.94995,8972,9290,0.94552,0.95439
2022,Rural regions,Owner,No,0.98232,3115,3115,0.97769,0.98695
2022,Rural regions,Tenant,Yes,0.03587,118,3095,0.02931,0.04242
2022,Rural regions,Tenant,No,0.94285,2977,3095,0.93467,0.95103
