"year","quintil","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2006","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","4","Staedtischer Raum","2.43","1.5","4230","1","2","3","4","5","2.39","2.47","1","6","3","3"
"2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.34","1.5","3920","1","2","3","4","5","2.3","2.38","1","8","2","2"
"2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","2","Staedtischer Raum","2.93","2.5","3228","1","2","4","5","6","2.88","2.98","1","8","3","3"
"2007","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","3","Staedtischer Raum","2.82","2.5","3505","1","2","4","4","6","2.78","2.86","1","7","3","3"
"2007","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","4","Staedtischer Raum","2.46","1.5","3992","1","2","3","4","5","2.42","2.5","1","6","3","3"
"2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.4","1.5","3867","1","2","3","4","5","2.36","2.44","1","8","2","2"
"2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","3","Staedtischer Raum","2.84","2.5","3441","1","2","4","4","6","2.8","2.88","1","8","3","3"
"2008","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","4","Staedtischer Raum","2.45","1.5","3691","1","2","3","4","5","2.41","2.49","1","8","2","3"
"2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.4","1.5","3866","1","2","3","4","6","2.36","2.44","1","7","2","2"
"2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","4","Staedtischer Raum","2.49","1.5","3598","1","2","3","4","5","2.45","2.53","1","8","2","3"
"2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.38","1.5","3698","1","2","3","4","5","2.34","2.42","1","7","2","2"
"2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","2.86","2.5","3255","1","2","4","5","8","2.8","2.92","1","15","4","4"
"2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","2.81","1.5","4878","1","1","4","5","7","2.76","2.86","1","13","4","4"
"2010","2","Laendlicher Raum","2.78","1.5","3310","1","2","4","5","6","2.73","2.83","1","9","4","4"
"2010","2","Staedtischer Raum","2.82","2.5","5049","1","2","4","5","6","2.78","2.86","1","9","4","4"
"2010","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","3","Staedtischer Raum","2.84","2.5","4494","1","2","4","5","6","2.8","2.88","1","9","3","4"
"2010","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","4","Staedtischer Raum","2.5","1.5","4931","1","2","3","4","5","2.46","2.54","1","7","3","3"
"2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.4","1.5","4974","1","2","3","4","5","2.36","2.44","1","7","3","3"
"2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","2.71","1.5","3582","1","2","4","5","7","2.66","2.76","1","12","3","3"
"2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","2.82","2.5","4995","1","2","4","5","7","2.77","2.87","1","13","4","4"
"2011","2","Laendlicher Raum","2.84","2.5","3670","1","2","4","5","7","2.79","2.89","1","12","4","4"
"2011","2","Staedtischer Raum","2.86","2.5","5599","1","2","4","5","7","2.82","2.9","1","9","4","4"
"2011","3","Laendlicher Raum","2.7","1.5","3487","1","2","4","4","6","2.65","2.75","1","8","3","4"
"2011","3","Staedtischer Raum","2.72","1.5","5258","1","2","4","4","6","2.68","2.76","1","9","3","4"
"2011","4","Laendlicher Raum","2.62","1.5","3123","1","2","3","4","6","2.57","2.67","1","7","3","3"
"2011","4","Staedtischer Raum","2.6","1.5","6173","1","2","4","4","5","2.57","2.63","1","7","3","3"
"2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.41","1.5","6155","1","2","3","4","5","2.38","2.44","1","8","3","3"
"2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","2.81","1.5","4183","1","1","4","5","8","2.75","2.87","1","11","3","4"
"2012","2","Laendlicher Raum","2.84","2.5","3538","1","2","4","5","7","2.78","2.9","1","12","3","4"
"2012","2","Staedtischer Raum","2.84","2.5","5033","1","2","4","5","6","2.8","2.88","1","10","4","4"
"2012","3","Laendlicher Raum","2.74","1.5","3588","1","2","4","4","6","2.69","2.79","1","8","3","4"
"2012","3","Staedtischer Raum","2.76","1.5","5254","1","2","4","4","6","2.72","2.8","1","9","3","4"
"2012","4","Laendlicher Raum","2.64","1.5","3194","1","2","3","4","5","2.59","2.69","1","7","3","3"
"2012","4","Staedtischer Raum","2.58","1.5","6127","1","2","4","4","6","2.54","2.62","1","8","3","3"
"2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.44","1.5","6354","1","2","3","4","5","2.41","2.47","1","8","3","3"
"2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","2.68","1.5","3119","1","1","4","5","8","2.61","2.75","1","12","3","4"
"2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","2.93","2.5","5662","1","1","4","5","8","2.88","2.98","1","13","4","4"
"2013","2","Laendlicher Raum","2.92","2.5","3495","1","2","4","5","7","2.87","2.97","1","10","4","4"
"2013","2","Staedtischer Raum","2.9","2.5","6124","1","2","4","5","7","2.86","2.94","1","10","4","4"
"2013","3","Laendlicher Raum","2.64","1.5","3557","1","2","4","4","6","2.59","2.69","1","11","3","4"
"2013","3","Staedtischer Raum","2.77","1.5","5789","1","2","4","4","6","2.73","2.81","1","10","4","4"
"2013","4","Laendlicher Raum","2.56","1.5","3665","1","2","3","4","5","2.52","2.6","1","7","3","3"
"2013","4","Staedtischer Raum","2.56","1.5","6893","1","2","3","4","5","2.53","2.59","1","10","3","3"
"2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.41","1.5","7045","1","2","3","4","5","2.38","2.44","1","8","3","3"
"2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","2.94","1.5","4122","1","1","4","5","9","2.88","3","1","11","4","4"
"2014","2","Laendlicher Raum","2.81","2.5","3012","1","2","4","5","7","2.75","2.87","1","11","4","4"
"2014","2","Staedtischer Raum","2.93","2.5","4833","1","2","4","5","7","2.88","2.98","1","12","4","4"
"2014","3","Laendlicher Raum","2.61","1.5","3147","1","2","4","4","6","2.56","2.66","1","9","3","4"
"2014","3","Staedtischer Raum","2.8","1.5","5095","1","2","4","4","7","2.76","2.84","1","10","4","4"
"2014","4","Laendlicher Raum","2.54","1.5","3463","1","2","3","4","5","2.5","2.58","1","9","3","3"
"2014","4","Staedtischer Raum","2.57","1.5","6174","1","2","4","4","6","2.54","2.6","1","8","3","3"
"2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.46","1.5","6919","1","2","3","4","5","2.43","2.49","1","10","3","3"
"2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","2.92","1.5","4202","1","1","4","5","9","2.86","2.98","1","12","4","4"
"2015","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","2","Staedtischer Raum","2.86","2.5","4499","1","2","4","5","7","2.81","2.91","1","12","4","4"
"2015","3","Laendlicher Raum","2.69","1.5","3076","1","2","4","4","6","2.64","2.74","1","10","3","4"
"2015","3","Staedtischer Raum","2.76","1.5","4902","1","2","4","5","6","2.72","2.8","1","8","4","4"
"2015","4","Laendlicher Raum","2.51","1.5","3433","1","2","3","4","5","2.46","2.56","1","8","3","3"
"2015","4","Staedtischer Raum","2.57","1.5","6115","1","2","4","4","5","2.54","2.6","1","8","3","3"
"2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.48","1.5","7208","1","2","3","4","5","2.45","2.51","1","8","3","3"
"2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","2.67","1.5","4348","1","1","4","5","8","2.61","2.73","1","12","4","4"
"2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.07","2.5","8584","1","1","4","6","9","3.03","3.11","1","13","5","5"
"2016","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","2","Staedtischer Raum","2.89","2.5","4047","1","2","4","5","7","2.83","2.95","1","13","4","4"
"2016","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","3","Staedtischer Raum","2.78","1.5","4218","1","2","4","4","7","2.73","2.83","1","9","3","4"
"2016","4","Laendlicher Raum","2.53","1.5","3359","1","2","3","4","5","2.48","2.58","1","9","3","3"
"2016","4","Staedtischer Raum","2.6","1.5","5916","1","2","4","4","6","2.57","2.63","1","8","3","3"
"2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.5","1.5","6962","1","2","3","4","5","2.47","2.53","1","7","3","3"
"2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","2.79","1.5","4824","1","1","4","5","9","2.73","2.85","1","13","5","5"
"2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.2","2.5","9380","1","1","5","6","9","3.16","3.24","1","13","5","5"
"2017","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","2","Staedtischer Raum","2.98","2.5","4190","1","2","4","5","8","2.92","3.04","1","11","4","4"
"2017","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","3","Staedtischer Raum","2.75","1.5","4468","1","2","4","4","7","2.7","2.8","1","13","4","4"
"2017","4","Laendlicher Raum","2.54","1.5","3775","1","2","3","4","5","2.5","2.58","1","8","3","3"
"2017","4","Staedtischer Raum","2.62","1.5","6412","1","2","4","4","6","2.59","2.65","1","8","3","3"
"2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","2.52","1.5","3306","1","2","3","4","5","2.48","2.56","1","8","3","3"
"2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.46","1.5","8541","1","2","3","4","5","2.43","2.49","1","7","3","3"
"2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","2.54","1.5","3893","1","1","3","4","8","2.47","2.61","1","13","4","5"
"2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.12","2.5","8386","1","1","4","6","9","3.07","3.17","1","16","5","5"
"2018","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","2","Staedtischer Raum","2.93","2.5","4180","1","1","4","5","8","2.87","2.99","1","11","4","4"
"2018","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","3","Staedtischer Raum","2.87","1.5","4348","1","2","4","5","7","2.82","2.92","1","10","4","4"
"2018","4","Laendlicher Raum","2.6","1.5","3755","1","2","4","4","6","2.56","2.64","1","7","3","3"
"2018","4","Staedtischer Raum","2.64","1.5","6615","1","2","4","4","6","2.61","2.67","1","7","3","3"
"2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","2.47","1.5","3445","1","2","3","4","5","2.43","2.51","1","8","3","3"
"2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","2.49","1.5","8640","1","2","3","4","5","2.46","2.52","1","7","3","3"
"2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","2.66","1.5","3082","1","1","3","5","9","2.58","2.74","1","13","4","5"
"2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.06","2.5","6906","1","1","4","6","9","3.01","3.11","1","16","5","5"
"2019","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","2","Staedtischer Raum","2.9","1.5","3872","1","2","4","5","7","2.84","2.96","1","12","4","4"
"2019","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","3","Staedtischer Raum","2.81","1.5","3703","1","2","4","5","7","2.76","2.86","1","10","4","4"
"2019","4","Laendlicher Raum","2.6","1.5","3830","1","2","4","4","6","2.56","2.64","1","7","3","3"
"2019","4","Staedtischer Raum","2.67","1.5","6194","1","2","4","4","6","2.64","2.7","1","9","3","3"
"2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","2.49","1.5","4569","1","2","3","4","5","2.45","2.53","1","9","3","3"
"2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","3.07","2.5","6986","1","1","4","6","9","3.02","3.12","1","12","4","5"
"2020","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2020","2","Staedtischer Raum","2.85","1.5","5239","1","1","4","5","7","2.8","2.9","1","12","4","4"
"2020","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2020","3","Staedtischer Raum","2.75","1.5","4102","1","2","4","5","7","2.69","2.81","1","11","3","4"
"2020","4","Laendlicher Raum","2.61","1.5","3819","1","2","4","4","5","2.57","2.65","1","8","3","3"
"2020","4","Staedtischer Raum","2.71","1.5","6731","1","2","4","4","6","2.68","2.74","1","8","3","3"
"2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","2.58","1.5","4574","1","2","3","4","5","2.54","2.62","1","9","3","3"
"2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
