"year","hhtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1988","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","2336","2","2","2","2","2","2","2","2","2","2","2"
"1988","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"1988","1-Pers.- Haushalt","Westdeutschland","1","1","1037","1","1","1","1","1","1","1","1","1","1","1"
"1988","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Alleinerziehende","Westdeutschland","2.75","2","704","2","2","3","4","6","2.68","2.82","2","6","2","3"
"1988","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Paar mit Kind(ern)","Westdeutschland","3.93","3.5","8110","3","3","4","5","7","3.91","3.95","3","12","4","4"
"1988","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1988","Sonstige","Westdeutschland","4.1","3.5","826","2","3","5","7","9","3.91","4.29","2","16","5","5"
"1989","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"1989","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","2316","2","2","2","2","2","2","2","2","3","2","2"
"1989","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"1989","1-Pers.- Haushalt","Westdeutschland","1","1","1040","1","1","1","1","1","1","1","1","1","1","1"
"1989","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Alleinerziehende","Westdeutschland","2.69","2","660","2","2","3","4","5","2.62","2.76","2","6","3","3"
"1989","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Paar mit Kind(ern)","Westdeutschland","3.92","3.5","7743","3","3","4","5","7","3.9","3.94","3","12","4","4"
"1989","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1989","Sonstige","Westdeutschland","4.11","3.5","835","2","3","5","7","9","3.92","4.3","2","17","5","5"
"1990","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","960","2","2","2","2","2","2","2","2","2","2","2"
"1990","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","2368","2","2","2","2","2","2","2","2","2","2","2"
"1990","1-Pers.- Haushalt","Ostdeutschland","1","1","324","1","1","1","1","1","1","1","1","1","1","1"
"1990","1-Pers.- Haushalt","Westdeutschland","1","1","1001","1","1","1","1","1","1","1","1","1","1","1"
"1990","Alleinerziehende","Ostdeutschland","2.55","2","309","2","2","3","4","6","2.45","2.65","2","6","2","2"
"1990","Alleinerziehende","Westdeutschland","2.58","2","640","2","2","3","4","5","2.52","2.64","2","5","2","3"
"1990","Paar mit Kind(ern)","Ostdeutschland","3.76","3.5","4099","3","3","4","5","7","3.73","3.79","3","8","4","4"
"1990","Paar mit Kind(ern)","Westdeutschland","3.92","3.5","7526","3","3","4","5","7","3.89","3.95","3","12","4","4"
"1990","Sonstige","Ostdeutschland","3.66","3.5","409","2","3","5","5","7","3.53","3.79","2","7","4","4"
"1990","Sonstige","Westdeutschland","4.31","3.5","898","2","3","5","7","10","4.15","4.47","2","14","5","5"
"1991","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","892","2","2","2","2","2","2","2","2","2","2","2"
"1991","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","2416","2","2","2","2","2","2","2","2","2","2","2"
"1991","1-Pers.- Haushalt","Ostdeutschland","1","1","285","1","1","1","1","1","1","1","1","1","1","1"
"1991","1-Pers.- Haushalt","Westdeutschland","1","1","1008","1","1","1","1","1","1","1","1","1","1","1"
"1991","Alleinerziehende","Ostdeutschland","2.57","2","274","2","2","3","4","6","2.46","2.68","2","6","2","2"
"1991","Alleinerziehende","Westdeutschland","2.52","2","659","2","2","3","3","5","2.46","2.58","2","6","2","3"
"1991","Paar mit Kind(ern)","Ostdeutschland","3.78","3.5","3859","3","3","4","5","6","3.75","3.81","3","7","4","4"
"1991","Paar mit Kind(ern)","Westdeutschland","3.92","3.5","7487","3","3","4","5","7","3.9","3.94","3","9","4","4"
"1991","Sonstige","Ostdeutschland","3.59","2.5","357","2","3","5","5","7","3.44","3.74","2","7","3","4"
"1991","Sonstige","Westdeutschland","4.3","3.5","907","2","3","5","6","11","4.12","4.48","2","15","5","5"
"1992","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","932","2","2","2","2","2","2","2","2","2","2","2"
"1992","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","2458","2","2","2","2","2","2","2","2","2","2","2"
"1992","1-Pers.- Haushalt","Ostdeutschland","1","1","296","1","1","1","1","1","1","1","1","1","1","1"
"1992","1-Pers.- Haushalt","Westdeutschland","1","1","1006","1","1","1","1","1","1","1","1","1","1","1"
"1992","Alleinerziehende","Ostdeutschland","2.51","2","291","2","2","3","4","6","2.41","2.61","2","6","2","2"
"1992","Alleinerziehende","Westdeutschland","2.56","2","666","2","2","3","4","6","2.49","2.63","2","7","2","3"
"1992","Paar mit Kind(ern)","Ostdeutschland","3.77","3.5","3528","3","3","4","5","6","3.74","3.8","3","8","4","4"
"1992","Paar mit Kind(ern)","Westdeutschland","3.91","3.5","7433","3","3","4","5","7","3.89","3.93","3","9","4","4"
"1992","Sonstige","Ostdeutschland","3.44","2.5","354","2","3","4","5","7","3.31","3.57","2","7","3","4"
"1992","Sonstige","Westdeutschland","4.34","3.5","878","2","3","5","6","10","4.19","4.49","2","13","5","5"
"1993","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","954","2","2","2","2","2","2","2","2","2","2","2"
"1993","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","2494","2","2","2","2","2","2","2","2","2","2","2"
"1993","1-Pers.- Haushalt","Ostdeutschland","1","1","300","1","1","1","1","1","1","1","1","1","1","1"
"1993","1-Pers.- Haushalt","Westdeutschland","1","1","1062","1","1","1","1","1","1","1","1","1","1","1"
"1993","Alleinerziehende","Ostdeutschland","2.58","2","297","2","2","3","4","6","2.48","2.68","2","6","2","3"
"1993","Alleinerziehende","Westdeutschland","2.52","2","621","2","2","3","4","6","2.44","2.6","2","7","2","2"
"1993","Paar mit Kind(ern)","Ostdeutschland","3.76","3.5","3299","3","3","4","5","7","3.73","3.79","3","8","4","4"
"1993","Paar mit Kind(ern)","Westdeutschland","3.91","3.5","7266","3","3","4","5","7","3.89","3.93","3","9","4","4"
"1993","Sonstige","Ostdeutschland","3.63","2.5","317","2","3","5","6","7","3.49","3.77","2","7","3","4"
"1993","Sonstige","Westdeutschland","4.06","3.5","918","2","3","5","6","9","3.91","4.21","2","13","4","5"
"1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","984","2","2","2","2","2","2","2","2","2","2","2"
"1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","2554","2","2","2","2","2","2","2","2","2","2","2"
"1994","1-Pers.- Haushalt","Ostdeutschland","1","1","315","1","1","1","1","1","1","1","1","1","1","1"
"1994","1-Pers.- Haushalt","Westdeutschland","1","1","1047","1","1","1","1","1","1","1","1","1","1","1"
"1994","Alleinerziehende","Ostdeutschland","2.58","2","262","2","2","3","4","6","2.47","2.69","2","6","2","3"
"1994","Alleinerziehende","Westdeutschland","2.51","2","620","2","2","3","3","6","2.44","2.58","2","6","2","2"
"1994","Paar mit Kind(ern)","Ostdeutschland","3.78","3.5","3146","3","3","4","5","7","3.75","3.81","3","8","4","4"
"1994","Paar mit Kind(ern)","Westdeutschland","3.91","3.5","7020","3","3","4","5","7","3.89","3.93","3","9","4","4"
"1994","Sonstige","Ostdeutschland","3.65","2.5","325","2","3","5","6","6","3.52","3.78","2","6","3","4"
"1994","Sonstige","Westdeutschland","4.13","3.5","865","2","3","5","6","11","3.97","4.29","2","13","4","5"
"1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","994","2","2","2","2","2","2","2","2","2","2","2"
"1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","2660","2","2","2","2","2","2","2","2","2","2","2"
"1995","1-Pers.- Haushalt","Ostdeutschland","1","1","325","1","1","1","1","1","1","1","1","1","1","1"
"1995","1-Pers.- Haushalt","Westdeutschland","1","1","1079","1","1","1","1","1","1","1","1","1","1","1"
"1995","Alleinerziehende","Ostdeutschland","2.6","2","277","2","2","3","4","6","2.49","2.71","2","6","2","3"
"1995","Alleinerziehende","Westdeutschland","2.61","2","665","2","2","3","4","6","2.53","2.69","2","7","2","3"
"1995","Paar mit Kind(ern)","Ostdeutschland","3.77","3.5","2983","3","3","4","5","7","3.74","3.8","3","8","4","4"
"1995","Paar mit Kind(ern)","Westdeutschland","3.94","3.5","7540","3","3","4","5","7","3.92","3.96","3","11","4","4"
"1995","Sonstige","Ostdeutschland","3.37","2.5","282","2","3","4","5","7","3.22","3.52","2","7","3","3"
"1995","Sonstige","Westdeutschland","4.15","3.5","907","2","3","5","6","9","4.03","4.27","2","11","4","5"
"1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1070","2","2","2","2","2","2","2","2","2","2","2"
"1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","2612","2","2","2","2","2","2","2","2","2","2","2"
"1996","1-Pers.- Haushalt","Ostdeutschland","1","1","344","1","1","1","1","1","1","1","1","1","1","1"
"1996","1-Pers.- Haushalt","Westdeutschland","1","1","1089","1","1","1","1","1","1","1","1","1","1","1"
"1996","Alleinerziehende","Ostdeutschland","2.41","2","260","2","2","3","3","4","2.33","2.49","2","4","2","3"
"1996","Alleinerziehende","Westdeutschland","2.59","2","699","2","2","3","4","6","2.52","2.66","2","6","2","3"
"1996","Paar mit Kind(ern)","Ostdeutschland","3.77","3.5","2828","3","3","4","5","7","3.74","3.8","3","8","4","4"
"1996","Paar mit Kind(ern)","Westdeutschland","3.94","3.5","7329","3","3","4","5","7","3.92","3.96","3","11","4","4"
"1996","Sonstige","Ostdeutschland","3.54","2.5","295","2","3","4","5","7","3.38","3.7","2","7","3","4"
"1996","Sonstige","Westdeutschland","4.25","3.5","813","3","3","5","6","9","4.12","4.38","2","11","4","5"
"1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1096","2","2","2","2","2","2","2","2","2","2","2"
"1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","2662","2","2","2","2","2","2","2","2","2","2","2"
"1997","1-Pers.- Haushalt","Ostdeutschland","1","1","349","1","1","1","1","1","1","1","1","1","1","1"
"1997","1-Pers.- Haushalt","Westdeutschland","1","1","1053","1","1","1","1","1","1","1","1","1","1","1"
"1997","Alleinerziehende","Ostdeutschland","2.63","2","286","2","2","3","4","5","2.54","2.72","2","5","2","3"
"1997","Alleinerziehende","Westdeutschland","2.56","2","681","2","2","3","4","6","2.49","2.63","2","6","2","3"
"1997","Paar mit Kind(ern)","Ostdeutschland","3.77","3.5","2680","3","3","4","5","6","3.74","3.8","3","8","4","4"
"1997","Paar mit Kind(ern)","Westdeutschland","3.94","3.5","7126","3","3","4","5","7","3.92","3.96","3","12","4","4"
"1997","Sonstige","Ostdeutschland","3.37","2.5","272","2","3","4","5","7","3.23","3.51","2","7","3","4"
"1997","Sonstige","Westdeutschland","4.17","3.5","802","2","3","5","6","10","4.03","4.31","2","11","4","5"
"1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1196","2","2","2","2","2","2","2","2","2","2","2"
"1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","3162","2","2","2","2","2","2","2","2","2","2","2"
"1998","1-Pers.- Haushalt","Ostdeutschland","1","1","403","1","1","1","1","1","1","1","1","1","1","1"
"1998","1-Pers.- Haushalt","Westdeutschland","1","1","1303","1","1","1","1","1","1","1","1","1","1","1"
"1998","Alleinerziehende","Ostdeutschland","2.62","2","302","2","2","3","4","5","2.53","2.71","2","5","2","3"
"1998","Alleinerziehende","Westdeutschland","2.6","2","803","2","2","3","4","6","2.54","2.66","2","7","2","3"
"1998","Paar mit Kind(ern)","Ostdeutschland","3.75","3.5","2766","3","3","4","5","6","3.72","3.78","3","7","4","4"
"1998","Paar mit Kind(ern)","Westdeutschland","3.95","3.5","7816","3","3","4","5","7","3.93","3.97","3","12","4","4"
"1998","Sonstige","Ostdeutschland","3.46","2.5","267","2","3","4","5","7","3.32","3.6","2","7","3","4"
"1998","Sonstige","Westdeutschland","4.17","3.5","738","2","3","5","6","9","4.05","4.29","2","9","4","4"
"1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1206","2","2","2","2","2","2","2","2","2","2","2"
"1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","3106","2","2","2","2","2","2","2","2","2","2","2"
"1999","1-Pers.- Haushalt","Ostdeutschland","1","1","417","1","1","1","1","1","1","1","1","1","1","1"
"1999","1-Pers.- Haushalt","Westdeutschland","1","1","1221","1","1","1","1","1","1","1","1","1","1","1"
"1999","Alleinerziehende","Ostdeutschland","2.66","2","339","2","2","3","4","5","2.57","2.75","2","5","2","3"
"1999","Alleinerziehende","Westdeutschland","2.66","2","776","2","2","3","4","6","2.59","2.73","2","6","2","3"
"1999","Paar mit Kind(ern)","Ostdeutschland","3.7","3.5","2655","3","3","4","5","6","3.67","3.73","3","7","4","4"
"1999","Paar mit Kind(ern)","Westdeutschland","3.95","3.5","7602","3","3","4","5","7","3.93","3.97","3","13","4","4"
"1999","Sonstige","Ostdeutschland","3.64","2.5","154","2","3","5","5","7","3.44","3.84","2","7","4","4"
"1999","Sonstige","Westdeutschland","4.22","3.5","512","2","3","5","7","9","4.06","4.38","2","9","4","5"
"2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1930","2","2","2","2","2","2","2","2","2","2","2"
"2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","6006","2","2","2","2","2","2","2","2","2","2","2"
"2000","1-Pers.- Haushalt","Ostdeutschland","1","1","763","1","1","1","1","1","1","1","1","1","1","1"
"2000","1-Pers.- Haushalt","Westdeutschland","1","1","2497","1","1","1","1","1","1","1","1","1","1","1"
"2000","Alleinerziehende","Ostdeutschland","2.72","2","528","2","2","3","4","5","2.64","2.8","2","6","2","3"
"2000","Alleinerziehende","Westdeutschland","2.65","2","1383","2","2","3","4","6","2.6","2.7","2","8","2","3"
"2000","Paar mit Kind(ern)","Ostdeutschland","3.73","3.5","3903","3","3","4","5","6","3.71","3.75","3","7","4","4"
"2000","Paar mit Kind(ern)","Westdeutschland","3.95","3.5","13599","3","3","4","5","7","3.93","3.97","3","13","4","4"
"2000","Sonstige","Ostdeutschland","3.64","2.5","233","2","3","5","5","7","3.47","3.81","2","7","4","4"
"2000","Sonstige","Westdeutschland","3.96","3.5","965","2","3","5","6","9","3.85","4.07","2","9","4","4"
"2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1850","2","2","2","2","2","2","2","2","2","2","2"
"2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","5328","2","2","2","2","2","2","2","2","2","2","2"
"2001","1-Pers.- Haushalt","Ostdeutschland","1","1","706","1","1","1","1","1","1","1","1","1","1","1"
"2001","1-Pers.- Haushalt","Westdeutschland","1","1","2220","1","1","1","1","1","1","1","1","1","1","1"
"2001","Alleinerziehende","Ostdeutschland","2.64","2","484","2","2","3","4","5","2.56","2.72","2","6","2","3"
"2001","Alleinerziehende","Westdeutschland","2.67","2","1277","2","2","3","4","7","2.61","2.73","2","8","2","3"
"2001","Paar mit Kind(ern)","Ostdeutschland","3.71","3.5","3516","3","3","4","5","6","3.68","3.74","3","7","4","4"
"2001","Paar mit Kind(ern)","Westdeutschland","3.94","3.5","12282","3","3","4","5","7","3.92","3.96","3","12","4","4"
"2001","Sonstige","Ostdeutschland","3.64","2.5","182","2","3","5","5","7","3.43","3.85","2","7","3","4"
"2001","Sonstige","Westdeutschland","4.11","3.5","883","2","3","5","6","11","3.98","4.24","2","12","4","5"
"2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1866","2","2","2","2","2","2","2","2","2","2","2"
"2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","5938","2","2","2","2","2","2","2","2","2","2","2"
"2002","1-Pers.- Haushalt","Ostdeutschland","1","1","716","1","1","1","1","1","1","1","1","1","1","1"
"2002","1-Pers.- Haushalt","Westdeutschland","1","1","2222","1","1","1","1","1","1","1","1","2","1","1"
"2002","Alleinerziehende","Ostdeutschland","2.7","2","458","2","2","3","4","5","2.62","2.78","2","5","2","3"
"2002","Alleinerziehende","Westdeutschland","2.68","2","1312","2","2","3","4","6","2.63","2.73","2","8","2","3"
"2002","Paar mit Kind(ern)","Ostdeutschland","3.76","3.5","3479","3","3","4","5","7","3.73","3.79","3","8","4","4"
"2002","Paar mit Kind(ern)","Westdeutschland","3.93","3.5","13107","3","3","4","5","7","3.91","3.95","3","12","4","4"
"2002","Sonstige","Ostdeutschland","3.58","2.5","185","2","3","5","5","7","3.38","3.78","2","7","3","4"
"2002","Sonstige","Westdeutschland","3.92","3.5","833","2","3","5","6","9","3.79","4.05","2","11","4","4"
"2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1928","2","2","2","2","2","2","2","2","2","2","2"
"2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","5708","2","2","2","2","2","2","2","2","2","2","2"
"2003","1-Pers.- Haushalt","Ostdeutschland","1","1","706","1","1","1","1","1","1","1","1","1","1","1"
"2003","1-Pers.- Haushalt","Westdeutschland","1","1","2213","1","1","1","1","1","1","1","1","2","1","1"
"2003","Alleinerziehende","Ostdeutschland","2.68","2","428","2","2","3","4","5","2.6","2.76","2","5","2","3"
"2003","Alleinerziehende","Westdeutschland","2.71","2","1314","2","2","3","4","6","2.66","2.76","2","8","2","3"
"2003","Paar mit Kind(ern)","Ostdeutschland","3.77","3.5","3300","3","3","4","5","8","3.74","3.8","3","11","4","4"
"2003","Paar mit Kind(ern)","Westdeutschland","3.93","3.5","12326","3","3","4","5","7","3.91","3.95","3","13","4","4"
"2003","Sonstige","Ostdeutschland","3.89","3.5","185","2","3","5","6","7","3.69","4.09","2","7","4","4"
"2003","Sonstige","Westdeutschland","3.96","3.5","684","2","3","5","6","11","3.79","4.13","2","13","4","4"
"2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1898","2","2","2","2","2","2","2","2","2","2","2"
"2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","5740","2","2","2","2","2","2","2","2","2","2","2"
"2004","1-Pers.- Haushalt","Ostdeutschland","1","1","698","1","1","1","1","1","1","1","1","1","1","1"
"2004","1-Pers.- Haushalt","Westdeutschland","1","1","2163","1","1","1","1","1","1","1","1","2","1","1"
"2004","Alleinerziehende","Ostdeutschland","2.69","2","441","2","2","3","4","5","2.61","2.77","2","5","2","3"
"2004","Alleinerziehende","Westdeutschland","2.61","2","1245","2","2","3","4","5","2.56","2.66","2","8","2","3"
"2004","Paar mit Kind(ern)","Ostdeutschland","3.72","3.5","3154","3","3","4","5","7","3.69","3.75","3","12","4","4"
"2004","Paar mit Kind(ern)","Westdeutschland","3.93","3.5","11793","3","3","4","5","6","3.91","3.95","3","13","4","4"
"2004","Sonstige","Ostdeutschland","3.64","2.5","187","2","3","5","5","7","3.44","3.84","2","7","3","4"
"2004","Sonstige","Westdeutschland","3.92","3.5","612","2","3","5","6","8","3.75","4.09","2","13","4","4"
"2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1828","2","2","2","2","2","2","2","2","2","2","2"
"2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","5556","2","2","2","2","2","2","2","2","2","2","2"
"2005","1-Pers.- Haushalt","Ostdeutschland","1","1","715","1","1","1","1","1","1","1","1","2","1","1"
"2005","1-Pers.- Haushalt","Westdeutschland","1.01","1","2198","1","1","1","1","1","1.01","1.01","1","2","1","1"
"2005","Alleinerziehende","Ostdeutschland","2.67","2","454","2","2","3","4","5","2.58","2.76","2","6","2","2"
"2005","Alleinerziehende","Westdeutschland","2.7","2.5","1282","2","2","3","4","5","2.65","2.75","2","7","2","3"
"2005","Paar mit Kind(ern)","Ostdeutschland","3.73","3.5","2985","3","3","4","5","7","3.69","3.77","3","12","4","4"
"2005","Paar mit Kind(ern)","Westdeutschland","3.91","3.5","10939","3","3","4","5","7","3.89","3.93","3","13","4","4"
"2005","Sonstige","Ostdeutschland","3.8","3.5","169","3","3","4","5","6","3.63","3.97","2","6","4","4"
"2005","Sonstige","Westdeutschland","4.02","3.5","580","2","3","5","6","8","3.85","4.19","2","13","4","4"
"2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","2052","2","2","2","2","2","2","2","2","2","2","2"
"2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","6264","2","2","2","2","2","2","2","2","2","2","2"
"2006","1-Pers.- Haushalt","Ostdeutschland","1","1","817","1","1","1","1","1","1","1","1","2","1","1"
"2006","1-Pers.- Haushalt","Westdeutschland","1.01","1","2483","1","1","1","1","1","1.01","1.01","1","2","1","1"
"2006","Alleinerziehende","Ostdeutschland","2.64","2","466","2","2","3","4","5","2.56","2.72","2","5","2","3"
"2006","Alleinerziehende","Westdeutschland","2.7","2.5","1458","2","2","3","4","5","2.65","2.75","2","7","2","3"
"2006","Paar mit Kind(ern)","Ostdeutschland","3.75","3.5","3048","3","3","4","5","7","3.71","3.79","3","12","4","4"
"2006","Paar mit Kind(ern)","Westdeutschland","3.91","3.5","11340","3","3","4","5","7","3.89","3.93","3","12","4","4"
"2006","Sonstige","Ostdeutschland","3.54","3.5","157","2","3","4","5","6","3.35","3.73","2","6","4","4"
"2006","Sonstige","Westdeutschland","4.15","3.5","583","2","3","5","6","8","3.98","4.32","2","13","4","4"
"2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1980","2","2","2","2","2","2","2","2","2","2","2"
"2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","5772","2","2","2","2","2","2","2","2","2","2","2"
"2007","1-Pers.- Haushalt","Ostdeutschland","1","1","764","1","1","1","1","1","1","1","1","2","1","1"
"2007","1-Pers.- Haushalt","Westdeutschland","1.01","1","2357","1","1","1","1","1","1.01","1.01","1","2","1","1"
"2007","Alleinerziehende","Ostdeutschland","2.69","2","454","2","2","3","4","6","2.61","2.77","2","6","2","3"
"2007","Alleinerziehende","Westdeutschland","2.7","2","1320","2","2","3","4","5","2.65","2.75","2","7","2","3"
"2007","Paar mit Kind(ern)","Ostdeutschland","3.71","3","2786","3","3","4","5","6","3.67","3.75","3","13","4","4"
"2007","Paar mit Kind(ern)","Westdeutschland","3.92","3.5","10561","3","3","4","5","7","3.9","3.94","3","10","4","4"
"2007","Sonstige","Ostdeutschland","3.65","2.5","140","2","2","4","7","8","3.38","3.92","2","8","4","4"
"2007","Sonstige","Westdeutschland","3.91","3.5","484","2","3","5","5","8","3.73","4.09","2","13","4","4"
"2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","2","1956","2","2","2","2","2","2","2","2","2","2","2"
"2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2","2","5512","2","2","2","2","2","2","2","2","2","2","2"
"2008","1-Pers.- Haushalt","Ostdeutschland","1","1","748","1","1","1","1","1","1","1","1","2","1","1"
"2008","1-Pers.- Haushalt","Westdeutschland","1.01","1","2249","1","1","1","1","1","1.01","1.01","1","2","1","1"
