"year","bula_h","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1989","Schleswig-Holstein","3.09","2.5","418","1","2","4","5","6","2.95","3.23","1","7","3","4"
"1989","Thueringen","","","","","","","","","","","","","",""
"1990","Baden-Wuerttemberg","","","","","","","","","","","","","",""
"1990","Bayern","","","","","","","","","","","","","",""
"1990","Berlin","","","","","","","","","","","","","",""
"1990","Brandenburg","","","","","","","","","","","","","",""
"1990","Bremen","","","","","","","","","","","","","",""
"1990","Hamburg","","","","","","","","","","","","","",""
"1990","Hessen","","","","","","","","","","","","","",""
"1990","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1990","Niedersachsen","","","","","","","","","","","","","",""
"1990","Nordrhein-Westfalen","3.02","2.5","3394","1","2","4","5","7","2.97","3.07","1","9","3","4"
"1990","Rheinland-Pfalz,Saarland","2.96","2.5","855","1","2","4","5","7","2.86","3.06","1","7","3","3"
"1990","Saarland","","","","","","","","","","","","","",""
"1990","Sachsen","","","","","","","","","","","","","",""
"1990","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1990","Schleswig-Holstein","3.01","2.5","383","1","2","4","5","6","2.86","3.16","1","7","3","4"
"1990","Thueringen","","","","","","","","","","","","","",""
"1991","Baden-Wuerttemberg","","","","","","","","","","","","","",""
"1991","Bayern","","","","","","","","","","","","","",""
"1991","Berlin","","","","","","","","","","","","","",""
"1991","Brandenburg","","","","","","","","","","","","","",""
"1991","Bremen","","","","","","","","","","","","","",""
"1991","Hamburg","","","","","","","","","","","","","",""
"1991","Hessen","","","","","","","","","","","","","",""
"1991","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1991","Niedersachsen","","","","","","","","","","","","","",""
"1991","Nordrhein-Westfalen","2.97","2.5","3393","1","2","4","5","7","2.92","3.02","1","10","3","3"
"1991","Rheinland-Pfalz,Saarland","2.9","2.5","857","1","2","4","5","7","2.8","3","1","7","3","3"
"1991","Saarland","","","","","","","","","","","","","",""
"1991","Sachsen","","","","","","","","","","","","","",""
"1991","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1991","Schleswig-Holstein","3.16","2.5","408","1","2","4","5","7","3.01","3.31","1","7","3","4"
"1991","Thueringen","","","","","","","","","","","","","",""
"1992","Baden-Wuerttemberg","","","","","","","","","","","","","",""
"1992","Bayern","","","","","","","","","","","","","",""
"1992","Berlin","","","","","","","","","","","","","",""
"1992","Brandenburg","","","","","","","","","","","","","",""
"1992","Bremen","","","","","","","","","","","","","",""
"1992","Hamburg","","","","","","","","","","","","","",""
"1992","Hessen","","","","","","","","","","","","","",""
"1992","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1992","Niedersachsen","","","","","","","","","","","","","",""
"1992","Nordrhein-Westfalen","2.95","2.5","3385","1","2","4","5","7","2.9","3","1","10","3","3"
"1992","Rheinland-Pfalz,Saarland","2.91","2.5","864","1","2","4","5","7","2.81","3.01","1","7","3","3"
"1992","Saarland","","","","","","","","","","","","","",""
"1992","Sachsen","","","","","","","","","","","","","",""
"1992","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1992","Schleswig-Holstein","3.17","2.5","385","1","2","4","5","7","3.01","3.33","1","7","3","3"
"1992","Thueringen","","","","","","","","","","","","","",""
"1993","Baden-Wuerttemberg","","","","","","","","","","","","","",""
"1993","Bayern","","","","","","","","","","","","","",""
"1993","Berlin","","","","","","","","","","","","","",""
"1993","Brandenburg","","","","","","","","","","","","","",""
"1993","Bremen","","","","","","","","","","","","","",""
"1993","Hamburg","","","","","","","","","","","","","",""
"1993","Hessen","","","","","","","","","","","","","",""
"1993","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1993","Niedersachsen","","","","","","","","","","","","","",""
"1993","Nordrhein-Westfalen","2.96","2.5","3376","1","2","4","5","7","2.91","3.01","1","11","3","3"
"1993","Rheinland-Pfalz,Saarland","2.93","2.5","842","1","2","4","5","7","2.83","3.03","1","8","3","3"
"1993","Saarland","","","","","","","","","","","","","",""
"1993","Sachsen","","","","","","","","","","","","","",""
"1993","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1993","Schleswig-Holstein","3","2.5","392","1","2","4","5","7","2.85","3.15","1","7","3","3"
"1993","Thueringen","","","","","","","","","","","","","",""
"1994","Baden-Wuerttemberg","","","","","","","","","","","","","",""
"1994","Bayern","","","","","","","","","","","","","",""
"1994","Berlin","","","","","","","","","","","","","",""
"1994","Brandenburg","","","","","","","","","","","","","",""
"1994","Bremen","","","","","","","","","","","","","",""
"1994","Hamburg","","","","","","","","","","","","","",""
"1994","Hessen","","","","","","","","","","","","","",""
"1994","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1994","Niedersachsen","","","","","","","","","","","","","",""
"1994","Nordrhein-Westfalen","2.94","2.5","3252","1","2","4","5","6","2.89","2.99","1","11","3","3"
"1994","Rheinland-Pfalz,Saarland","2.92","2.5","842","1","2","4","5","7","2.83","3.01","1","7","3","3"
"1994","Saarland","","","","","","","","","","","","","",""
"1994","Sachsen","","","","","","","","","","","","","",""
"1994","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1994","Schleswig-Holstein","3.05","2.5","387","1","2","4","5","7","2.89","3.21","1","7","3","3"
"1994","Thueringen","","","","","","","","","","","","","",""
"1995","Baden-Wuerttemberg","","","","","","","","","","","","","",""
"1995","Bayern","","","","","","","","","","","","","",""
"1995","Berlin","","","","","","","","","","","","","",""
"1995","Brandenburg","","","","","","","","","","","","","",""
"1995","Bremen","","","","","","","","","","","","","",""
"1995","Hamburg","","","","","","","","","","","","","",""
"1995","Hessen","","","","","","","","","","","","","",""
"1995","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1995","Niedersachsen","","","","","","","","","","","","","",""
"1995","Nordrhein-Westfalen","2.91","2.5","3459","1","2","4","5","7","2.86","2.96","1","11","3","3"
"1995","Rheinland-Pfalz,Saarland","3.05","2.5","963","1","2","4","5","7","2.96","3.14","1","8","3","3"
"1995","Saarland","","","","","","","","","","","","","",""
"1995","Sachsen","","","","","","","","","","","","","",""
"1995","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1995","Schleswig-Holstein","3.06","2.5","400","1","2","4","5","7","2.91","3.21","1","7","3","3"
"1995","Thueringen","","","","","","","","","","","","","",""
"1996","Baden-Wuerttemberg","","","","","","","","","","","","","",""
"1996","Bayern","","","","","","","","","","","","","",""
"1996","Berlin","","","","","","","","","","","","","",""
"1996","Brandenburg","","","","","","","","","","","","","",""
"1996","Bremen","","","","","","","","","","","","","",""
"1996","Hamburg","","","","","","","","","","","","","",""
"1996","Hessen","","","","","","","","","","","","","",""
"1996","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1996","Niedersachsen","","","","","","","","","","","","","",""
"1996","Nordrhein-Westfalen","2.9","2.5","3397","1","2","4","5","7","2.85","2.95","1","11","3","3"
"1996","Rheinland-Pfalz,Saarland","2.98","2.5","927","1","2","4","5","7","2.89","3.07","1","7","3","3"
"1996","Saarland","","","","","","","","","","","","","",""
"1996","Sachsen","","","","","","","","","","","","","",""
"1996","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1996","Schleswig-Holstein","3.09","2.5","391","1","2","4","5","7","2.93","3.25","1","8","3","4"
"1996","Thueringen","","","","","","","","","","","","","",""
"1997","Baden-Wuerttemberg","","","","","","","","","","","","","",""
"1997","Bayern","","","","","","","","","","","","","",""
"1997","Berlin","","","","","","","","","","","","","",""
"1997","Brandenburg","","","","","","","","","","","","","",""
"1997","Bremen","","","","","","","","","","","","","",""
"1997","Hamburg","","","","","","","","","","","","","",""
"1997","Hessen","","","","","","","","","","","","","",""
"1997","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1997","Niedersachsen","","","","","","","","","","","","","",""
"1997","Nordrhein-Westfalen","2.85","2.5","3332","1","2","4","5","7","2.8","2.9","1","11","3","3"
"1997","Rheinland-Pfalz,Saarland","2.97","2.5","943","1","2","4","5","7","2.88","3.06","1","7","3","3"
"1997","Saarland","","","","","","","","","","","","","",""
"1997","Sachsen","","","","","","","","","","","","","",""
"1997","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1997","Schleswig-Holstein","3.04","2.5","368","1","2","4","5","6","2.9","3.18","1","6","3","4"
"1997","Thueringen","","","","","","","","","","","","","",""
"1998","Baden-Wuerttemberg","","","","","","","","","","","","","",""
"1998","Bayern","","","","","","","","","","","","","",""
"1998","Berlin","","","","","","","","","","","","","",""
"1998","Brandenburg","","","","","","","","","","","","","",""
"1998","Bremen","","","","","","","","","","","","","",""
"1998","Hamburg","","","","","","","","","","","","","",""
"1998","Hessen","","","","","","","","","","","","","",""
"1998","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1998","Niedersachsen","","","","","","","","","","","","","",""
"1998","Nordrhein-Westfalen","2.85","2.5","3755","1","2","4","5","7","2.81","2.89","1","8","3","3"
"1998","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"1998","Saarland","","","","","","","","","","","","","",""
"1998","Sachsen","","","","","","","","","","","","","",""
"1998","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1998","Schleswig-Holstein","3","2.5","466","1","2","4","5","6","2.88","3.12","1","6","3","3"
"1998","Thueringen","","","","","","","","","","","","","",""
"1999","Baden-Wuerttemberg","","","","","","","","","","","","","",""
"1999","Bayern","","","","","","","","","","","","","",""
"1999","Berlin","","","","","","","","","","","","","",""
"1999","Brandenburg","","","","","","","","","","","","","",""
"1999","Bremen","","","","","","","","","","","","","",""
"1999","Hamburg","","","","","","","","","","","","","",""
"1999","Hessen","","","","","","","","","","","","","",""
"1999","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"1999","Niedersachsen","","","","","","","","","","","","","",""
"1999","Nordrhein-Westfalen","2.84","2.5","3582","1","2","4","5","7","2.79","2.89","1","9","3","3"
"1999","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"1999","Saarland","","","","","","","","","","","","","",""
"1999","Sachsen","","","","","","","","","","","","","",""
"1999","Sachsen-Anhalt","","","","","","","","","","","","","",""
"1999","Schleswig-Holstein","2.95","2.5","442","1","2","4","5","6","2.83","3.07","1","6","3","3"
"1999","Thueringen","","","","","","","","","","","","","",""
"2000","Baden-Wuerttemberg","3.02","2.5","4097","1","2","4","5","7","2.98","3.06","1","9","3","4"
"2000","Bayern","2.84","2.5","4499","1","2","4","5","6","2.8","2.88","1","7","3","3"
"2000","Berlin","","","","","","","","","","","","","",""
"2000","Brandenburg","","","","","","","","","","","","","",""
"2000","Bremen","","","","","","","","","","","","","",""
"2000","Hamburg","2.31","1.5","377","1","1","3","4","5","2.19","2.43","1","5","2","3"
"2000","Hessen","","","","","","","","","","","","","",""
"2000","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2000","Niedersachsen","","","","","","","","","","","","","",""
"2000","Nordrhein-Westfalen","2.8","2.5","6749","1","2","4","5","7","2.77","2.83","1","10","3","3"
"2000","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2000","Saarland","","","","","","","","","","","","","",""
"2000","Sachsen","","","","","","","","","","","","","",""
"2000","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2000","Schleswig-Holstein","2.72","1.5","936","1","2","4","4","6","2.64","2.8","1","6","3","3"
"2000","Thueringen","","","","","","","","","","","","","",""
"2001","Baden-Wuerttemberg","2.97","2.5","3582","1","2","4","5","7","2.92","3.02","1","8","3","3"
"2001","Bayern","2.82","2.5","3996","1","2","4","5","6","2.78","2.86","1","7","3","3"
"2001","Berlin","","","","","","","","","","","","","",""
"2001","Brandenburg","","","","","","","","","","","","","",""
"2001","Bremen","","","","","","","","","","","","","",""
"2001","Hamburg","2.23","1.5","345","1","1","3","4","5","2.09","2.37","1","5","2","2"
"2001","Hessen","","","","","","","","","","","","","",""
"2001","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2001","Niedersachsen","","","","","","","","","","","","","",""
"2001","Nordrhein-Westfalen","2.81","2.5","6118","1","2","4","5","7","2.77","2.85","1","12","3","3"
"2001","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2001","Saarland","","","","","","","","","","","","","",""
"2001","Sachsen","","","","","","","","","","","","","",""
"2001","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2001","Schleswig-Holstein","2.74","1.5","855","1","2","4","5","7","2.65","2.83","1","7","3","3"
"2001","Thueringen","","","","","","","","","","","","","",""
"2002","Baden-Wuerttemberg","2.95","2.5","3839","1","2","4","5","6","2.9","3","1","9","3","3"
"2002","Bayern","2.81","2.5","4352","1","2","4","5","6","2.77","2.85","1","7","3","3"
"2002","Berlin","","","","","","","","","","","","","",""
"2002","Brandenburg","","","","","","","","","","","","","",""
"2002","Bremen","","","","","","","","","","","","","",""
"2002","Hamburg","2.3","1.5","416","1","1","3","4","5","2.17","2.43","1","6","2","3"
"2002","Hessen","","","","","","","","","","","","","",""
"2002","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2002","Niedersachsen","","","","","","","","","","","","","",""
"2002","Nordrhein-Westfalen","2.75","2.5","6354","1","2","4","4","6","2.72","2.78","1","11","3","3"
"2002","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2002","Saarland","","","","","","","","","","","","","",""
"2002","Sachsen","","","","","","","","","","","","","",""
"2002","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2002","Schleswig-Holstein","2.76","1.5","931","1","2","4","5","5","2.68","2.84","1","6","3","3"
"2002","Thueringen","","","","","","","","","","","","","",""
"2003","Baden-Wuerttemberg","2.95","2.5","3653","1","2","4","5","6","2.9","3","1","8","3","3"
"2003","Bayern","2.81","2.5","4147","1","2","4","5","6","2.77","2.85","1","7","3","3"
"2003","Berlin","","","","","","","","","","","","","",""
"2003","Brandenburg","","","","","","","","","","","","","",""
"2003","Bremen","","","","","","","","","","","","","",""
"2003","Hamburg","2.37","1.5","394","1","1","3","4","6","2.22","2.52","1","8","2","3"
"2003","Hessen","","","","","","","","","","","","","",""
"2003","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2003","Niedersachsen","","","","","","","","","","","","","",""
"2003","Nordrhein-Westfalen","2.74","2.5","6076","1","2","4","4","6","2.7","2.78","1","13","3","3"
"2003","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2003","Saarland","","","","","","","","","","","","","",""
"2003","Sachsen","","","","","","","","","","","","","",""
"2003","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2003","Schleswig-Holstein","2.71","1.5","869","1","2","4","5","5","2.63","2.79","1","6","3","3"
"2003","Thueringen","","","","","","","","","","","","","",""
"2004","Baden-Wuerttemberg","2.95","2.5","3522","1","2","4","5","7","2.9","3","1","8","3","3"
"2004","Bayern","2.76","1.5","4010","1","2","4","5","6","2.72","2.8","1","7","3","3"
"2004","Berlin","","","","","","","","","","","","","",""
"2004","Brandenburg","","","","","","","","","","","","","",""
"2004","Bremen","","","","","","","","","","","","","",""
"2004","Hamburg","2.29","1.5","387","1","1","3","4","5","2.16","2.42","1","6","2","3"
"2004","Hessen","","","","","","","","","","","","","",""
"2004","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2004","Niedersachsen","","","","","","","","","","","","","",""
"2004","Nordrhein-Westfalen","2.73","1.5","5874","1","2","4","4","6","2.69","2.77","1","13","3","3"
"2004","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2004","Saarland","","","","","","","","","","","","","",""
"2004","Sachsen","","","","","","","","","","","","","",""
"2004","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2004","Schleswig-Holstein","2.69","1.5","854","1","2","4","4","5","2.61","2.77","1","6","3","3"
"2004","Thueringen","","","","","","","","","","","","","",""
"2005","Baden-Wuerttemberg","2.93","2.5","3378","1","2","4","5","7","2.88","2.98","1","8","3","3"
"2005","Bayern","2.8","2.5","3842","1","2","4","5","6","2.76","2.84","1","7","3","3"
"2005","Berlin","","","","","","","","","","","","","",""
"2005","Brandenburg","","","","","","","","","","","","","",""
"2005","Bremen","","","","","","","","","","","","","",""
"2005","Hamburg","2.18","1.5","363","1","1","3","4","5","2.05","2.31","1","6","2","3"
"2005","Hessen","","","","","","","","","","","","","",""
"2005","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2005","Niedersachsen","","","","","","","","","","","","","",""
"2005","Nordrhein-Westfalen","2.72","1.5","5647","1","2","4","4","6","2.68","2.76","1","13","3","3"
"2005","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2005","Saarland","","","","","","","","","","","","","",""
"2005","Sachsen","","","","","","","","","","","","","",""
"2005","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2005","Schleswig-Holstein","2.72","1.5","830","1","2","4","4","5","2.64","2.8","1","6","2","3"
"2005","Thueringen","","","","","","","","","","","","","",""
"2006","Baden-Wuerttemberg","2.87","2.5","3632","1","2","4","5","6","2.82","2.92","1","8","3","3"
"2006","Bayern","2.78","2.5","4212","1","2","4","5","6","2.74","2.82","1","8","3","3"
"2006","Berlin","","","","","","","","","","","","","",""
"2006","Brandenburg","","","","","","","","","","","","","",""
"2006","Bremen","","","","","","","","","","","","","",""
"2006","Hamburg","2.23","1.5","394","1","1","3","4","5","2.1","2.36","1","6","2","3"
"2006","Hessen","","","","","","","","","","","","","",""
"2006","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2006","Niedersachsen","","","","","","","","","","","","","",""
"2006","Nordrhein-Westfalen","2.72","1.5","5964","1","2","4","4","6","2.68","2.76","1","13","3","3"
"2006","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2006","Saarland","","","","","","","","","","","","","",""
"2006","Sachsen","","","","","","","","","","","","","",""
"2006","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","2.68","1.5","895","1","2","4","4","6","2.6","2.76","1","6","2","3"
"2006","Thueringen","","","","","","","","","","","","","",""
"2007","Baden-Wuerttemberg","2.89","2.5","3309","1","2","4","5","7","2.84","2.94","1","7","3","3"
"2007","Bayern","2.78","2.5","3956","1","2","4","5","6","2.74","2.82","1","8","3","3"
"2007","Berlin","","","","","","","","","","","","","",""
"2007","Brandenburg","","","","","","","","","","","","","",""
"2007","Bremen","","","","","","","","","","","","","",""
"2007","Hamburg","2.16","1.5","379","1","1","3","4","5","2.03","2.29","1","6","2","3"
"2007","Hessen","","","","","","","","","","","","","",""
"2007","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2007","Niedersachsen","","","","","","","","","","","","","",""
"2007","Nordrhein-Westfalen","2.75","1.5","5523","1","2","4","4","7","2.71","2.79","1","13","3","3"
"2007","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2007","Saarland","","","","","","","","","","","","","",""
"2007","Sachsen","","","","","","","","","","","","","",""
"2007","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2007","Schleswig-Holstein","2.56","1.5","801","1","2","3","4","6","2.47","2.65","1","6","2","3"
"2007","Thueringen","","","","","","","","","","","","","",""
"2008","Baden-Wuerttemberg","2.83","2.5","3109","1","2","4","5","6","2.78","2.88","1","7","3","3"
"2008","Bayern","2.82","2.5","3684","1","2","4","5","6","2.78","2.86","1","8","3","3"
"2008","Berlin","","","","","","","","","","","","","",""
"2008","Brandenburg","","","","","","","","","","","","","",""
"2008","Bremen","","","","","","","","","","","","","",""
"2008","Hamburg","2.13","1.5","366","1","1","3","4","5","2","2.26","1","6","2","2"
"2008","Hessen","","","","","","","","","","","","","",""
"2008","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2008","Niedersachsen","","","","","","","","","","","","","",""
"2008","Nordrhein-Westfalen","2.73","1.5","5111","1","2","4","4","6","2.69","2.77","1","8","3","3"
"2008","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2008","Saarland","","","","","","","","","","","","","",""
"2008","Sachsen","","","","","","","","","","","","","",""
"2008","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2008","Schleswig-Holstein","2.56","1.5","719","1","2","3","4","6","2.47","2.65","1","6","2","3"
"2008","Thueringen","","","","","","","","","","","","","",""
"2009","Baden-Wuerttemberg","","","","","","","","","","","","","",""
"2009","Bayern","2.77","1.5","3471","1","2","4","4","6","2.73","2.81","1","8","3","3"
"2009","Berlin","","","","","","","","","","","","","",""
"2009","Brandenburg","","","","","","","","","","","","","",""
"2009","Bremen","","","","","","","","","","","","","",""
"2009","Hamburg","2.07","1.5","335","1","1","2","4","5","1.94","2.2","1","6","2","2"
"2009","Hessen","","","","","","","","","","","","","",""
"2009","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2009","Niedersachsen","","","","","","","","","","","","","",""
"2009","Nordrhein-Westfalen","2.72","1.5","4725","1","2","4","4","6","2.68","2.76","1","7","3","3"
"2009","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2009","Saarland","","","","","","","","","","","","","",""
"2009","Sachsen","","","","","","","","","","","","","",""
"2009","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2009","Schleswig-Holstein","2.57","1.5","658","1","2","3","5","6","2.47","2.67","1","6","2","3"
"2009","Thueringen","","","","","","","","","","","","","",""
"2010","Baden-Wuerttemberg","2.83","2.5","4668","1","2","4","5","6","2.78","2.88","1","15","4","4"
"2010","Bayern","2.71","1.5","5760","1","2","4","5","6","2.67","2.75","1","8","3","4"
