"year","hhtyp","quintil","mean","median","n","lower_confidence","upper_confidence"
"1999","Alleinerziehende","5 Einkommensstärkstes Quintil","2.4","2","31","2.23","2.57"
"1999","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.14","3.5","3255","4.1","4.18"
"1999","Paar mit Kind(ern)","2","3.87","3.5","3391","3.84","3.9"
"1999","Paar mit Kind(ern)","3","3.85","3.5","1971","3.81","3.89"
"1999","Paar mit Kind(ern)","4","3.66","3","1120","3.62","3.7"
"1999","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.69","3.5","520","3.63","3.75"
"1999","Sonstige","1 Einkommensschwächstes Quintil","4.52","3.5","220","4.29","4.75"
"1999","Sonstige","2","4.25","3.5","220","4.02","4.48"
"1999","Sonstige","3","4.26","3.5","134","3.96","4.56"
"1999","Sonstige","4","3.29","2.5","60","3.05","3.53"
"1999","Sonstige","5 Einkommensstärkstes Quintil","2.96","2.5","32","2.39","3.53"
"2000","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","1330","2","2"
"2000","(Ehe-)Paar ohne Kind(er)","2","2","2","1672","2","2"
"2000","(Ehe-)Paar ohne Kind(er)","3","2","2","1876","2","2"
"2000","(Ehe-)Paar ohne Kind(er)","4","2","2","1746","2","2"
"2000","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","1312","2","2"
"2000","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","941","1","1"
"2000","1-Pers.- Haushalt","2","1","1","835","1","1"
"2000","1-Pers.- Haushalt","3","1","1","592","1","1"
"2000","1-Pers.- Haushalt","4","1","1","471","1","1"
"2000","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1","1","421","1","1"
"2000","Alleinerziehende","1 Einkommensschwächstes Quintil","2.87","2.5","928","2.8","2.94"
"2000","Alleinerziehende","2","2.63","2","456","2.55","2.71"
"2000","Alleinerziehende","3","2.27","2","298","2.21","2.33"
"2000","Alleinerziehende","4","2.52","2","165","2.42","2.62"
"2000","Alleinerziehende","5 Einkommensstärkstes Quintil","2.3","2","64","2.19","2.41"
"2000","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.22","3.5","5065","4.19","4.25"
"2000","Paar mit Kind(ern)","2","3.91","3.5","5437","3.89","3.93"
"2000","Paar mit Kind(ern)","3","3.75","3.5","3736","3.73","3.77"
"2000","Paar mit Kind(ern)","4","3.64","3","2210","3.61","3.67"
"2000","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.69","3.5","1054","3.64","3.74"
"2000","Sonstige","1 Einkommensschwächstes Quintil","4.43","4.5","425","4.26","4.6"
"2000","Sonstige","2","3.57","2.5","314","3.38","3.76"
"2000","Sonstige","3","3.83","2.5","236","3.65","4.01"
"2000","Sonstige","4","3.8","2.5","160","3.56","4.04"
"2000","Sonstige","5 Einkommensstärkstes Quintil","3.22","2.5","63","2.9","3.54"
"2001","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","1066","2","2"
"2001","(Ehe-)Paar ohne Kind(er)","2","2","2","1408","2","2"
"2001","(Ehe-)Paar ohne Kind(er)","3","2","2","1766","2","2"
"2001","(Ehe-)Paar ohne Kind(er)","4","2","2","1644","2","2"
"2001","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","1294","2","2"
"2001","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","784","1","1"
"2001","1-Pers.- Haushalt","2","1","1","712","1","1"
"2001","1-Pers.- Haushalt","3","1","1","557","1","1"
"2001","1-Pers.- Haushalt","4","1","1","494","1","1"
"2001","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1","1","379","1","1"
"2001","Alleinerziehende","1 Einkommensschwächstes Quintil","2.87","2.5","819","2.79","2.95"
"2001","Alleinerziehende","2","2.7","2","432","2.61","2.79"
"2001","Alleinerziehende","3","2.38","2","302","2.32","2.44"
"2001","Alleinerziehende","4","2.24","2","160","2.15","2.33"
"2001","Alleinerziehende","5 Einkommensstärkstes Quintil","2.28","2","48","2.14","2.42"
"2001","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.24","3.5","4254","4.21","4.27"
"2001","Paar mit Kind(ern)","2","3.88","3.5","4792","3.86","3.9"
"2001","Paar mit Kind(ern)","3","3.82","3.5","3480","3.79","3.85"
"2001","Paar mit Kind(ern)","4","3.67","3.5","2196","3.64","3.7"
"2001","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.54","3","1076","3.5","3.58"
"2001","Sonstige","1 Einkommensschwächstes Quintil","4.59","4.5","354","4.37","4.81"
"2001","Sonstige","2","4.19","3.5","303","3.97","4.41"
"2001","Sonstige","3","3.52","2.5","200","3.33","3.71"
"2001","Sonstige","4","3.66","2.5","142","3.42","3.9"
"2001","Sonstige","5 Einkommensstärkstes Quintil","3.38","2.5","66","2.99","3.77"
"2002","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","994","2","2"
"2002","(Ehe-)Paar ohne Kind(er)","2","2","2","1322","2","2"
"2002","(Ehe-)Paar ohne Kind(er)","3","2","2","1602","2","2"
"2002","(Ehe-)Paar ohne Kind(er)","4","2","2","1740","2","2"
"2002","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","2146","2","2"
"2002","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","729","1","1"
"2002","1-Pers.- Haushalt","2","1","1","643","1","1"
"2002","1-Pers.- Haushalt","3","1","1","565","1","1"
"2002","1-Pers.- Haushalt","4","1","1","573","1","1"
"2002","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1","1","428","1","1"
"2002","Alleinerziehende","1 Einkommensschwächstes Quintil","3.02","2.5","788","2.94","3.1"
"2002","Alleinerziehende","2","2.5","2","383","2.43","2.57"
"2002","Alleinerziehende","3","2.35","2","281","2.29","2.41"
"2002","Alleinerziehende","4","2.32","2","237","2.23","2.41"
"2002","Alleinerziehende","5 Einkommensstärkstes Quintil","2.22","2","81","2.12","2.32"
"2002","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.21","3.5","3464","4.17","4.25"
"2002","Paar mit Kind(ern)","2","3.97","3.5","3983","3.94","4"
"2002","Paar mit Kind(ern)","3","3.77","3.5","3355","3.74","3.8"
"2002","Paar mit Kind(ern)","4","3.54","3","3094","3.51","3.57"
"2002","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.75","3.5","2690","3.72","3.78"
"2002","Sonstige","1 Einkommensschwächstes Quintil","4.38","3.5","271","4.11","4.65"
"2002","Sonstige","2","3.83","2.5","249","3.58","4.08"
"2002","Sonstige","3","3.58","2.5","162","3.3","3.86"
"2002","Sonstige","4","3.28","2.5","215","3.12","3.44"
"2002","Sonstige","5 Einkommensstärkstes Quintil","3.45","2.5","121","3.23","3.67"
"2003","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","932","2","2"
"2003","(Ehe-)Paar ohne Kind(er)","2","2","2","1270","2","2"
"2003","(Ehe-)Paar ohne Kind(er)","3","2","2","1616","2","2"
"2003","(Ehe-)Paar ohne Kind(er)","4","2","2","1832","2","2"
"2003","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","1986","2","2"
"2003","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","732","1","1"
"2003","1-Pers.- Haushalt","2","1","1","585","1","1"
"2003","1-Pers.- Haushalt","3","1","1","566","1","1"
"2003","1-Pers.- Haushalt","4","1.01","1","625","1","1.02"
"2003","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1","1","411","1","1"
"2003","Alleinerziehende","1 Einkommensschwächstes Quintil","2.9","2.5","798","2.83","2.97"
"2003","Alleinerziehende","2","2.68","2.5","410","2.58","2.78"
"2003","Alleinerziehende","3","2.39","2","272","2.32","2.46"
"2003","Alleinerziehende","4","2.42","2","202","2.33","2.51"
"2003","Alleinerziehende","5 Einkommensstärkstes Quintil","2.39","2","60","2.26","2.52"
"2003","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.22","3.5","3085","4.18","4.26"
"2003","Paar mit Kind(ern)","2","3.96","3.5","3662","3.93","3.99"
"2003","Paar mit Kind(ern)","3","3.82","3.5","3509","3.79","3.85"
"2003","Paar mit Kind(ern)","4","3.6","3","2999","3.57","3.63"
"2003","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.65","3.5","2371","3.62","3.68"
"2003","Sonstige","1 Einkommensschwächstes Quintil","4.61","4.5","233","4.4","4.82"
"2003","Sonstige","2","3.99","3.5","199","3.6","4.38"
"2003","Sonstige","3","3.35","2.5","169","3","3.7"
"2003","Sonstige","4","3.4","2.5","180","3.2","3.6"
"2003","Sonstige","5 Einkommensstärkstes Quintil","2.9","2.5","88","2.62","3.18"
"2004","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","888","2","2"
"2004","(Ehe-)Paar ohne Kind(er)","2","2","2","1188","2","2"
"2004","(Ehe-)Paar ohne Kind(er)","3","2","2","1658","2","2"
"2004","(Ehe-)Paar ohne Kind(er)","4","2","2","1850","2","2"
"2004","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","2054","2","2"
"2004","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","689","1","1"
"2004","1-Pers.- Haushalt","2","1","1","582","1","1"
"2004","1-Pers.- Haushalt","3","1","1","560","1","1"
"2004","1-Pers.- Haushalt","4","1.01","1","618","1","1.02"
"2004","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1","1","412","1","1"
"2004","Alleinerziehende","1 Einkommensschwächstes Quintil","2.87","2.5","813","2.8","2.94"
"2004","Alleinerziehende","2","2.44","2","349","2.36","2.52"
"2004","Alleinerziehende","3","2.43","2","291","2.36","2.5"
"2004","Alleinerziehende","4","2.31","2","155","2.21","2.41"
"2004","Alleinerziehende","5 Einkommensstärkstes Quintil","2.22","2","78","2.12","2.32"
"2004","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.19","3.5","2949","4.15","4.23"
"2004","Paar mit Kind(ern)","2","3.96","3.5","3629","3.93","3.99"
"2004","Paar mit Kind(ern)","3","3.82","3.5","3211","3.79","3.85"
"2004","Paar mit Kind(ern)","4","3.63","3.5","2936","3.6","3.66"
"2004","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.64","3","2222","3.61","3.67"
"2004","Sonstige","1 Einkommensschwächstes Quintil","4.28","3.5","226","3.95","4.61"
"2004","Sonstige","2","4.25","3.5","175","3.96","4.54"
"2004","Sonstige","3","3.75","3.5","167","3.53","3.97"
"2004","Sonstige","4","3","2.5","128","2.76","3.24"
"2004","Sonstige","5 Einkommensstärkstes Quintil","3.12","2.5","103","2.88","3.36"
"2005","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","862","2","2"
"2005","(Ehe-)Paar ohne Kind(er)","2","2","2","1168","2","2"
"2005","(Ehe-)Paar ohne Kind(er)","3","2","2","1552","2","2"
"2005","(Ehe-)Paar ohne Kind(er)","4","2","2","1726","2","2"
"2005","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","2076","2","2"
"2005","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","691","1","1"
"2005","1-Pers.- Haushalt","2","1","1","555","1","1"
"2005","1-Pers.- Haushalt","3","1","1","584","0.99","1.01"
"2005","1-Pers.- Haushalt","4","1","1","633","1","1"
"2005","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1.02","1","450","1.01","1.03"
"2005","Alleinerziehende","1 Einkommensschwächstes Quintil","2.81","2.5","848","2.74","2.88"
"2005","Alleinerziehende","2","2.81","2.5","386","2.72","2.9"
"2005","Alleinerziehende","3","2.41","2","259","2.33","2.49"
"2005","Alleinerziehende","4","2.3","2","163","2.22","2.38"
"2005","Alleinerziehende","5 Einkommensstärkstes Quintil","2.28","2","80","2.15","2.41"
"2005","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.12","3.5","2761","4.07","4.17"
"2005","Paar mit Kind(ern)","2","3.94","3.5","3187","3.91","3.97"
"2005","Paar mit Kind(ern)","3","3.86","3.5","3009","3.83","3.89"
"2005","Paar mit Kind(ern)","4","3.64","3.5","2823","3.61","3.67"
"2005","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.63","3","2144","3.59","3.67"
"2005","Sonstige","1 Einkommensschwächstes Quintil","4.57","3.5","225","4.26","4.88"
"2005","Sonstige","2","3.89","3.5","198","3.64","4.14"
"2005","Sonstige","3","4.23","3.5","135","3.97","4.49"
"2005","Sonstige","4","2.88","2.5","110","2.65","3.11"
"2005","Sonstige","5 Einkommensstärkstes Quintil","3.26","2.5","81","3","3.52"
"2006","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","1022","2","2"
"2006","(Ehe-)Paar ohne Kind(er)","2","2","2","1420","2","2"
"2006","(Ehe-)Paar ohne Kind(er)","3","2","2","1656","2","2"
"2006","(Ehe-)Paar ohne Kind(er)","4","2","2","1964","2","2"
"2006","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","2254","2","2"
"2006","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","811","1","1"
"2006","1-Pers.- Haushalt","2","1","1","595","1","1"
"2006","1-Pers.- Haushalt","3","1.01","1","633","1","1.02"
"2006","1-Pers.- Haushalt","4","1","1","738","0.99","1.01"
"2006","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1.02","1","523","1.01","1.03"
"2006","Alleinerziehende","1 Einkommensschwächstes Quintil","2.92","2.5","920","2.85","2.99"
"2006","Alleinerziehende","2","2.62","2.5","420","2.55","2.69"
"2006","Alleinerziehende","3","2.36","2","274","2.28","2.44"
"2006","Alleinerziehende","4","2.34","2","211","2.25","2.43"
"2006","Alleinerziehende","5 Einkommensstärkstes Quintil","2.19","2","99","2.1","2.28"
"2006","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.14","3.5","2748","4.09","4.19"
"2006","Paar mit Kind(ern)","2","3.95","3.5","3301","3.91","3.99"
"2006","Paar mit Kind(ern)","3","3.85","3.5","3221","3.82","3.88"
"2006","Paar mit Kind(ern)","4","3.64","3.5","3012","3.61","3.67"
"2006","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.69","3.5","2106","3.66","3.72"
"2006","Sonstige","1 Einkommensschwächstes Quintil","4.44","3.5","217","4.1","4.78"
"2006","Sonstige","2","4.3","4.5","193","4.05","4.55"
"2006","Sonstige","3","4.09","3.5","130","3.85","4.33"
"2006","Sonstige","4","2.95","2.5","133","2.77","3.13"
"2006","Sonstige","5 Einkommensstärkstes Quintil","2.73","2.5","67","2.46","3"
"2007","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","826","2","2"
"2007","(Ehe-)Paar ohne Kind(er)","2","2","2","1324","2","2"
"2007","(Ehe-)Paar ohne Kind(er)","3","2","2","1554","2","2"
"2007","(Ehe-)Paar ohne Kind(er)","4","2","2","1868","2","2"
"2007","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","2180","2","2"
"2007","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","745","1","1"
"2007","1-Pers.- Haushalt","2","1","1","561","1","1"
"2007","1-Pers.- Haushalt","3","1","1","586","1","1"
"2007","1-Pers.- Haushalt","4","1.01","1","719","1","1.02"
"2007","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1.02","1","507","1.01","1.03"
"2007","Alleinerziehende","1 Einkommensschwächstes Quintil","2.86","2.5","827","2.8","2.92"
"2007","Alleinerziehende","2","2.76","2.5","411","2.65","2.87"
"2007","Alleinerziehende","3","2.4","2","281","2.33","2.47"
"2007","Alleinerziehende","4","2.18","2","146","2.1","2.26"
"2007","Alleinerziehende","5 Einkommensstärkstes Quintil","2.25","2","109","2.14","2.36"
"2007","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.1","3.5","2312","4.05","4.15"
"2007","Paar mit Kind(ern)","2","3.98","3.5","2971","3.95","4.01"
"2007","Paar mit Kind(ern)","3","3.89","3.5","3057","3.86","3.92"
"2007","Paar mit Kind(ern)","4","3.64","3.5","2908","3.61","3.67"
"2007","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.7","3.5","2099","3.66","3.74"
"2007","Sonstige","1 Einkommensschwächstes Quintil","4.45","3.5","186","4.05","4.85"
"2007","Sonstige","2","3.76","3.5","146","3.52","4"
"2007","Sonstige","3","3.87","3.5","127","3.67","4.07"
"2007","Sonstige","4","3.17","2.5","95","2.96","3.38"
"2007","Sonstige","5 Einkommensstärkstes Quintil","2.99","2.5","70","2.71","3.27"
"2008","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","786","2","2"
"2008","(Ehe-)Paar ohne Kind(er)","2","2","2","1140","2","2"
"2008","(Ehe-)Paar ohne Kind(er)","3","2","2","1516","2","2"
"2008","(Ehe-)Paar ohne Kind(er)","4","2","2","1780","2","2"
"2008","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","2246","2","2"
"2008","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","702","1","1"
"2008","1-Pers.- Haushalt","2","1","1","534","1","1"
"2008","1-Pers.- Haushalt","3","1","1","561","1","1"
"2008","1-Pers.- Haushalt","4","1.01","1","702","1","1.02"
"2008","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1.02","1","498","1.01","1.03"
"2008","Alleinerziehende","1 Einkommensschwächstes Quintil","2.87","2.5","731","2.8","2.94"
"2008","Alleinerziehende","2","2.85","2.5","426","2.75","2.95"
"2008","Alleinerziehende","3","2.46","2","247","2.37","2.55"
"2008","Alleinerziehende","4","2.26","2","213","2.12","2.4"
"2008","Alleinerziehende","5 Einkommensstärkstes Quintil","2.24","2","97","1.98","2.5"
"2008","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.13","3.5","1935","4.07","4.19"
"2008","Paar mit Kind(ern)","2","3.96","3.5","2470","3.92","4"
"2008","Paar mit Kind(ern)","3","3.86","3.5","2950","3.83","3.89"
"2008","Paar mit Kind(ern)","4","3.64","3.5","2739","3.61","3.67"
"2008","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.7","3.5","2067","3.66","3.74"
"2008","Sonstige","1 Einkommensschwächstes Quintil","5.19","4.5","130","4.75","5.63"
"2008","Sonstige","2","4.08","3.5","106","3.87","4.29"
"2008","Sonstige","3","3.99","3.5","125","3.78","4.2"
