year,quintil_oecd,sampreg,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,3rd Quintile,West,Daily,0.83092,1562,1814,0.81367,0.84818
1995,3rd Quintile,West,At least once per week,0.11679,213,1814,0.10201,0.13158
1995,3rd Quintile,West,Seldom,0.02381,39,1814,0.01679,0.03083
1995,3rd Quintile,East,Daily,0.89935,754,817,0.87871,0.92000
1995,3rd Quintile,East,At least once per week,0.06756,63,817,0.05034,0.08478
1995,4th Quintile,West,Daily,0.83846,1666,1919,0.82199,0.85494
1995,4th Quintile,West,At least once per week,0.12355,253,1919,0.10882,0.13827
1995,4th Quintile,East,Daily,0.84667,568,650,0.81895,0.87439
1995,4th Quintile,East,At least once per week,0.12040,82,650,0.09537,0.14544
1995,5th Quintile,West,Daily,0.79131,1667,2114,0.77399,0.80864
1995,5th Quintile,West,At least once per week,0.15051,338,2114,0.13526,0.16576
1995,5th Quintile,West,At least once per month,0.01639,36,2114,0.01097,0.02180
1995,5th Quintile,West,Seldom,0.03444,73,2114,0.02666,0.04221
1995,5th Quintile,East,Daily,0.83055,276,310,0.78872,0.87238
1995,5th Quintile,East,At least once per week,0.10464,34,310,0.07051,0.13877
1998,1st Quintile,West,Daily,0.84705,1462,1673,0.82980,0.86430
1998,1st Quintile,West,At least once per week,0.09048,137,1673,0.07673,0.10424
1998,1st Quintile,West,Seldom,0.02603,42,1673,0.01840,0.03366
1998,1st Quintile,West,Never,0.02592,32,1673,0.01830,0.03354
1998,1st Quintile,East,Daily,0.91021,573,605,0.88741,0.93301
1998,1st Quintile,East,At least once per week,0.04134,32,605,0.02546,0.05721
1998,2nd Quintile,West,Daily,0.86810,1457,1630,0.85167,0.88453
1998,2nd Quintile,West,At least once per week,0.08790,141,1630,0.07415,0.10165
1998,2nd Quintile,West,Seldom,0.02408,32,1630,0.01663,0.03152
1998,2nd Quintile,East,Daily,0.91001,742,792,0.89007,0.92995
1998,2nd Quintile,East,At least once per week,0.05598,50,792,0.03996,0.07200
1998,3rd Quintile,West,Daily,0.86120,1408,1607,0.84429,0.87811
1998,3rd Quintile,West,At least once per week,0.09120,161,1607,0.07712,0.10528
1998,3rd Quintile,West,Seldom,0.02177,38,1607,0.01464,0.02891
1998,3rd Quintile,East,Daily,0.92155,847,907,0.90404,0.93905
1998,3rd Quintile,East,At least once per week,0.05585,60,907,0.04090,0.07080
1998,4th Quintile,West,Daily,0.84930,1596,1837,0.83294,0.86567
1998,4th Quintile,West,At least once per week,0.10288,199,1837,0.08898,0.11677
1998,4th Quintile,West,Seldom,0.02162,42,1837,0.01496,0.02827
1998,4th Quintile,East,Daily,0.85734,605,687,0.83117,0.88351
1998,4th Quintile,East,At least once per week,0.11628,82,687,0.09229,0.14027
1998,5th Quintile,West,Daily,0.79445,1489,1841,0.77598,0.81291
1998,5th Quintile,West,At least once per week,0.15616,303,1841,0.13957,0.17274
1998,5th Quintile,West,Seldom,0.03029,49,1841,0.02246,0.03812
1998,5th Quintile,East,Daily,0.81507,334,394,0.77668,0.85345
1998,5th Quintile,East,At least once per week,0.14394,60,394,0.10924,0.17865
2003,1st Quintile,West,Daily,0.88046,2090,2351,0.86734,0.89358
2003,1st Quintile,West,At least once per week,0.07089,175,2351,0.06051,0.08127
2003,1st Quintile,West,Seldom,0.01606,35,2351,0.01098,0.02115
2003,1st Quintile,West,Never,0.02114,51,2351,0.01532,0.02696
2003,1st Quintile,East,Daily,0.88651,912,981,0.86665,0.90637
2003,1st Quintile,East,At least once per week,0.06847,69,981,0.05266,0.08428
2003,2nd Quintile,West,Daily,0.91074,2296,2532,0.89963,0.92185
2003,2nd Quintile,West,At least once per week,0.05441,165,2532,0.04557,0.06325
2003,2nd Quintile,West,Seldom,0.01734,40,2532,0.01226,0.02243
2003,2nd Quintile,West,Never,0.01191,31,2532,0.00768,0.01613
2003,2nd Quintile,East,Daily,0.91863,1201,1271,0.90359,0.93367
2003,2nd Quintile,East,At least once per week,0.05263,70,1271,0.04035,0.06491
2003,3rd Quintile,West,Daily,0.87311,2505,2827,0.86083,0.88538
2003,3rd Quintile,West,At least once per week,0.08886,255,2827,0.07837,0.09935
2003,3rd Quintile,West,At least once per month,0.01441,33,2827,0.01001,0.01880
2003,3rd Quintile,West,Never,0.01357,34,2827,0.00930,0.01783
2003,3rd Quintile,East,Daily,0.90229,1082,1167,0.88525,0.91933
2003,3rd Quintile,East,At least once per week,0.06706,85,1167,0.05271,0.08142
2003,4th Quintile,West,Daily,0.85543,2974,3459,0.84371,0.86715
2003,4th Quintile,West,At least once per week,0.10668,360,3459,0.09639,0.11697
2003,4th Quintile,West,At least once per month,0.01124,36,3459,0.00773,0.01476
2003,4th Quintile,West,Seldom,0.01373,54,3459,0.00985,0.01761
2003,4th Quintile,West,Never,0.01292,35,3459,0.00916,0.01669
2003,4th Quintile,East,Daily,0.87237,847,952,0.85116,0.89358
2003,4th Quintile,East,At least once per week,0.09456,105,952,0.07596,0.11316
2003,5th Quintile,West,Daily,0.81931,4474,5522,0.80916,0.82946
2003,5th Quintile,West,At least once per week,0.13161,794,5522,0.12269,0.14052
2003,5th Quintile,West,At least once per month,0.01030,55,5522,0.00764,0.01296
2003,5th Quintile,West,Seldom,0.02420,133,5522,0.02015,0.02826
2003,5th Quintile,West,Never,0.01458,66,5522,0.01142,0.01775
2003,5th Quintile,East,Daily,0.81875,657,796,0.79197,0.84553
2003,5th Quintile,East,At least once per week,0.12694,104,796,0.10380,0.15008
2003,5th Quintile,East,Seldom,0.03204,35,796,0.01980,0.04429
2008,1st Quintile,West,Daily,0.82429,1685,2031,0.80774,0.84085
2008,1st Quintile,West,At least once per week,0.10242,211,2031,0.08923,0.11561
2008,1st Quintile,West,At least once per month,0.01691,36,2031,0.01130,0.02251
2008,1st Quintile,West,Seldom,0.03020,54,2031,0.02275,0.03764
2008,1st Quintile,West,Never,0.02619,45,2031,0.01924,0.03314
2008,1st Quintile,East,Daily,0.86288,800,878,0.84012,0.88565
2008,1st Quintile,East,At least once per week,0.08105,78,878,0.06299,0.09911
2008,2nd Quintile,West,Daily,0.86639,1967,2261,0.85237,0.88042
2008,2nd Quintile,West,At least once per week,0.08914,208,2261,0.07739,0.10089
2008,2nd Quintile,West,Seldom,0.02210,43,2261,0.01604,0.02817
2008,2nd Quintile,West,Never,0.01338,43,2261,0.00864,0.01811
2008,2nd Quintile,East,Daily,0.89400,967,1045,0.87533,0.91268
2008,2nd Quintile,East,At least once per week,0.07819,78,1045,0.06191,0.09448
2008,3rd Quintile,West,Daily,0.86269,2242,2591,0.84943,0.87594
2008,3rd Quintile,West,At least once per week,0.09645,250,2591,0.08508,0.10782
2008,3rd Quintile,West,At least once per month,0.01406,34,2591,0.00953,0.01860
2008,3rd Quintile,West,Seldom,0.02131,65,2591,0.01575,0.02687
2008,3rd Quintile,East,Daily,0.83311,1037,1150,0.81155,0.85467
2008,3rd Quintile,East,At least once per week,0.09510,113,1150,0.07813,0.11206
2008,4th Quintile,West,Daily,0.83918,2569,3053,0.82614,0.85221
2008,4th Quintile,West,At least once per week,0.11802,355,3053,0.10657,0.12946
2008,4th Quintile,West,At least once per month,0.01398,41,3053,0.00981,0.01814
2008,4th Quintile,West,Seldom,0.01700,57,3053,0.01242,0.02159
2008,4th Quintile,West,Never,0.01182,31,3053,0.00799,0.01566
2008,4th Quintile,East,Daily,0.82117,661,767,0.79403,0.84831
2008,4th Quintile,East,At least once per week,0.11854,106,767,0.09565,0.14143
2008,5th Quintile,West,Daily,0.78416,3586,4536,0.77218,0.79613
2008,5th Quintile,West,At least once per week,0.16654,733,4536,0.15569,0.17738
2008,5th Quintile,West,At least once per month,0.01398,69,4536,0.01057,0.01740
2008,5th Quintile,West,Seldom,0.02468,109,4536,0.02016,0.02919
2008,5th Quintile,West,Never,0.01065,39,4536,0.00766,0.01363
2008,5th Quintile,East,Daily,0.81860,571,684,0.78970,0.84750
2008,5th Quintile,East,At least once per week,0.14813,113,684,0.12149,0.17477
2013,1st Quintile,West,Daily,0.82254,2847,3577,0.81001,0.83506
2013,1st Quintile,West,At least once per week,0.11436,482,3577,0.10392,0.12479
2013,1st Quintile,West,At least once per month,0.01008,51,3577,0.00681,0.01336
2013,1st Quintile,West,Seldom,0.03182,131,3577,0.02606,0.03757
2013,1st Quintile,West,Never,0.02121,66,3577,0.01649,0.02593
2013,1st Quintile,East,Daily,0.77914,1259,1476,0.75797,0.80031
2013,1st Quintile,East,At least once per week,0.13550,166,1476,0.11803,0.15297
2013,1st Quintile,East,Seldom,0.03247,51,1476,0.02343,0.04152
2013,2nd Quintile,West,Daily,0.81221,2922,3710,0.79964,0.82477
2013,2nd Quintile,West,At least once per week,0.12394,529,3710,0.11333,0.13454
2013,2nd Quintile,West,At least once per month,0.01909,73,3710,0.01469,0.02349
2013,2nd Quintile,West,Seldom,0.03005,134,3710,0.02456,0.03555
2013,2nd Quintile,West,Never,0.01471,52,3710,0.01084,0.01859
2013,2nd Quintile,East,Daily,0.86058,1241,1451,0.84275,0.87841
2013,2nd Quintile,East,At least once per week,0.08555,162,1451,0.07115,0.09994
2013,2nd Quintile,East,Seldom,0.02548,48,1451,0.01737,0.03359
2013,3rd Quintile,West,Daily,0.82177,2937,3710,0.80946,0.83409
2013,3rd Quintile,West,At least once per week,0.12069,564,3710,0.11020,0.13117
2013,3rd Quintile,West,At least once per month,0.01870,75,3710,0.01434,0.02306
2013,3rd Quintile,West,Seldom,0.02891,97,3710,0.02352,0.03431
2013,3rd Quintile,West,Never,0.00992,37,3710,0.00673,0.01311
2013,3rd Quintile,East,Daily,0.82072,909,1114,0.79819,0.84326
2013,3rd Quintile,East,At least once per week,0.13222,174,1114,0.11232,0.15212
2013,3rd Quintile,East,Seldom,0.02276,31,1114,0.01400,0.03152
2013,4th Quintile,West,Daily,0.77321,2991,3936,0.76013,0.78630
2013,4th Quintile,West,At least once per week,0.16280,689,3936,0.15127,0.17434
2013,4th Quintile,West,At least once per month,0.02323,101,3936,0.01852,0.02794
2013,4th Quintile,West,Seldom,0.02542,118,3936,0.02050,0.03033
2013,4th Quintile,West,Never,0.01534,37,3936,0.01150,0.01918
2013,4th Quintile,East,Daily,0.77122,675,859,0.74311,0.79932
2013,4th Quintile,East,At least once per week,0.15359,152,859,0.12947,0.17772
2013,4th Quintile,East,Seldom,0.04574,32,859,0.03176,0.05972
2013,5th Quintile,West,Daily,0.75017,3557,4820,0.73795,0.76239
2013,5th Quintile,West,At least once per week,0.18829,932,4820,0.17725,0.19933
2013,5th Quintile,West,At least once per month,0.02856,144,4820,0.02385,0.03326
2013,5th Quintile,West,Seldom,0.02477,144,4820,0.02038,0.02916
2013,5th Quintile,West,Never,0.00821,43,4820,0.00567,0.01076
2013,5th Quintile,East,Daily,0.75517,465,597,0.72065,0.78969
2013,5th Quintile,East,At least once per week,0.16666,132,597,0.13674,0.19658
2019,1st Quintile,West,Daily,0.78917,2497,3241,0.77512,0.80321
2019,1st Quintile,West,At least once per week,0.13895,468,3241,0.12704,0.15086
2019,1st Quintile,West,At least once per month,0.01537,65,3241,0.01113,0.01961
2019,1st Quintile,West,Seldom,0.03341,143,3241,0.02722,0.03959
2019,1st Quintile,West,Never,0.02311,68,3241,0.01793,0.02828
2019,1st Quintile,East,Daily,0.83194,992,1169,0.81050,0.85339
2019,1st Quintile,East,At least once per week,0.10752,133,1169,0.08975,0.12529
2019,1st Quintile,East,Seldom,0.03251,44,1169,0.02234,0.04268
2019,2nd Quintile,West,Daily,0.79151,2719,3486,0.77802,0.80500
2019,2nd Quintile,West,At least once per week,0.14171,532,3486,0.13013,0.15329
2019,2nd Quintile,West,At least once per month,0.01404,53,3486,0.01013,0.01794
2019,2nd Quintile,West,Seldom,0.03596,129,3486,0.02978,0.04214
2019,2nd Quintile,West,Never,0.01679,53,3486,0.01252,0.02106
2019,2nd Quintile,East,Daily,0.80983,1077,1252,0.78808,0.83157
2019,2nd Quintile,East,At least once per week,0.11943,118,1252,0.10146,0.13740
2019,2nd Quintile,East,Seldom,0.04529,57,1252,0.03377,0.05682
2019,3rd Quintile,West,Daily,0.77431,2560,3352,0.76016,0.78847
2019,3rd Quintile,West,At least once per week,0.15019,557,3352,0.13809,0.16229
2019,3rd Quintile,West,At least once per month,0.02381,75,3352,0.01865,0.02897
2019,3rd Quintile,West,Seldom,0.03870,123,3352,0.03217,0.04523
2019,3rd Quintile,West,Never,0.01299,37,3352,0.00915,0.01682
2019,3rd Quintile,East,Daily,0.80445,865,1040,0.78033,0.82856
2019,3rd Quintile,East,At least once per week,0.13641,136,1040,0.11554,0.15728
2019,3rd Quintile,East,Seldom,0.03498,39,1040,0.02381,0.04615
2019,4th Quintile,West,Daily,0.76338,2650,3519,0.74934,0.77742
2019,4th Quintile,West,At least once per week,0.17131,632,3519,0.15886,0.18376
2019,4th Quintile,West,At least once per month,0.01957,68,3519,0.01499,0.02414
2019,4th Quintile,West,Seldom,0.03512,131,3519,0.02903,0.04120
2019,4th Quintile,West,Never,0.01063,38,3519,0.00724,0.01402
2019,4th Quintile,East,Daily,0.73607,578,718,0.70381,0.76834
2019,4th Quintile,East,At least once per week,0.22217,140,718,0.19174,0.25259
2019,5th Quintile,West,Daily,0.73713,3037,4196,0.72381,0.75045
2019,5th Quintile,West,At least once per week,0.18592,862,4196,0.17415,0.19770
2019,5th Quintile,West,At least once per month,0.02793,108,4196,0.02294,0.03291
2019,5th Quintile,West,Seldom,0.03457,136,4196,0.02904,0.04010
2019,5th Quintile,West,Never,0.01445,53,4196,0.01084,0.01806
2019,5th Quintile,East,Daily,0.74494,451,573,0.70922,0.78067
2019,5th Quintile,East,At least once per week,0.20480,122,573,0.17173,0.23788
2021,1st Quintile,West,Daily,0.74920,1727,2423,0.73194,0.76646
2021,1st Quintile,West,At least once per week,0.14447,433,2423,0.13047,0.15847
2021,1st Quintile,West,At least once per month,0.02499,61,2423,0.01877,0.03121
2021,1st Quintile,West,Seldom,0.06094,143,2423,0.05142,0.07047
2021,1st Quintile,West,Never,0.02039,59,2423,0.01476,0.02602
2021,1st Quintile,East,Daily,0.74245,610,778,0.71170,0.77320
2021,1st Quintile,East,At least once per week,0.17203,132,778,0.14550,0.19857
2021,1st Quintile,East,Seldom,0.02607,36,778,0.01487,0.03728
2021,2nd Quintile,West,Daily,0.76920,1819,2474,0.75260,0.78581
2021,2nd Quintile,West,At least once per week,0.16087,460,2474,0.14639,0.17535
2021,2nd Quintile,West,At least once per month,0.01813,51,2474,0.01288,0.02339
2021,2nd Quintile,West,Seldom,0.03405,97,2474,0.02690,0.04119
2021,2nd Quintile,West,Never,0.01775,47,2474,0.01254,0.02295
2021,2nd Quintile,East,Daily,0.78770,703,825,0.75978,0.81562
2021,2nd Quintile,East,At least once per week,0.16225,122,825,0.13708,0.18743
2021,3rd Quintile,West,Daily,0.73762,1725,2413,0.72006,0.75518
2021,3rd Quintile,West,At least once per week,0.18740,505,2413,0.17182,0.20297
2021,3rd Quintile,West,At least once per month,0.01833,62,2413,0.01298,0.02369
2021,3rd Quintile,West,Seldom,0.03803,88,2413,0.03039,0.04566
2021,3rd Quintile,West,Never,0.01862,33,2413,0.01323,0.02402
2021,3rd Quintile,East,Daily,0.69628,502,626,0.66023,0.73234
2021,3rd Quintile,East,At least once per week,0.20107,124,626,0.16964,0.23249
2021,4th Quintile,West,Daily,0.72246,1848,2590,0.70521,0.73971
2021,4th Quintile,West,At least once per week,0.20521,552,2590,0.18965,0.22076
2021,4th Quintile,West,At least once per month,0.02006,67,2590,0.01466,0.02546
2021,4th Quintile,West,Seldom,0.03510,88,2590,0.02802,0.04219
2021,4th Quintile,West,Never,0.01717,35,2590,0.01216,0.02217
2021,4th Quintile,East,Daily,0.67137,417,550,0.63208,0.71066
2021,4th Quintile,East,At least once per week,0.24944,133,550,0.21324,0.28563
2021,5th Quintile,West,Daily,0.67964,2370,3622,0.66444,0.69484
2021,5th Quintile,West,At least once per week,0.24176,925,3622,0.22781,0.25571
2021,5th Quintile,West,At least once per month,0.02446,110,3622,0.01943,0.02949
2021,5th Quintile,West,Seldom,0.03104,144,3622,0.02539,0.03669
2021,5th Quintile,West,Never,0.02309,73,3622,0.01820,0.02799
2021,5th Quintile,East,Daily,0.65017,392,613,0.61239,0.68796
2021,5th Quintile,East,At least once per week,0.25043,185,613,0.21610,0.28475
2021,5th Quintile,East,Seldom,0.05585,36,613,0.03766,0.07405
