year,age_gr,sampreg,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,46-65 y.,East,At least once per week,0.15070,349,2261,0.13595,0.16545
2019,46-65 y.,East,At least once per month,0.01107,34,2261,0.00675,0.01538
2019,46-65 y.,East,Seldom,0.03398,92,2261,0.02651,0.04144
2019,66 and older,West,Daily,0.88362,3379,3830,0.87346,0.89378
2019,66 and older,West,At least once per week,0.06437,287,3830,0.05660,0.07214
2019,66 and older,West,Seldom,0.02775,108,3830,0.02255,0.03296
2019,66 and older,West,Never,0.01704,56,3830,0.01294,0.02114
2019,66 and older,East,Daily,0.91679,1186,1273,0.90161,0.93197
2019,66 and older,East,At least once per week,0.02811,46,1273,0.01902,0.03719
2019,66 and older,East,Seldom,0.03426,41,1273,0.02427,0.04426
2021,17-29 y.,West,Daily,0.66773,1507,2256,0.64829,0.68718
2021,17-29 y.,West,At least once per week,0.25688,593,2256,0.23884,0.27491
2021,17-29 y.,West,At least once per month,0.02953,66,2256,0.02254,0.03652
2021,17-29 y.,West,Seldom,0.03492,90,2256,0.02735,0.04250
2021,17-29 y.,East,Daily,0.70786,301,397,0.66307,0.75265
2021,17-29 y.,East,At least once per week,0.24895,96,397,0.20636,0.29154
2021,30-45 y.,West,Daily,0.66348,2079,3235,0.64719,0.67976
2021,30-45 y.,West,At least once per week,0.25683,871,3235,0.24177,0.27189
2021,30-45 y.,West,At least once per month,0.02644,104,3235,0.02091,0.03197
2021,30-45 y.,West,Seldom,0.04156,141,3235,0.03468,0.04844
2021,30-45 y.,West,Never,0.01169,40,3235,0.00798,0.01539
2021,30-45 y.,East,Daily,0.60971,608,880,0.57746,0.64196
2021,30-45 y.,East,At least once per week,0.31167,232,880,0.28105,0.34229
2021,30-45 y.,East,Seldom,0.03685,40,880,0.02439,0.04930
2021,46-65 y.,West,Daily,0.73662,3743,5363,0.72483,0.74841
2021,46-65 y.,West,At least once per week,0.18141,1144,5363,0.17109,0.19172
2021,46-65 y.,West,At least once per month,0.02206,151,5363,0.01813,0.02599
2021,46-65 y.,West,Seldom,0.04121,226,5363,0.03589,0.04653
2021,46-65 y.,West,Never,0.01870,99,5363,0.01507,0.02232
2021,46-65 y.,East,Daily,0.73248,1013,1401,0.70929,0.75567
2021,46-65 y.,East,At least once per week,0.15758,279,1401,0.13849,0.17666
2021,46-65 y.,East,At least once per month,0.03942,50,1401,0.02923,0.04962
2021,46-65 y.,East,Seldom,0.05322,59,1401,0.04146,0.06498
2021,66 and older,West,Daily,0.81931,2183,2691,0.80477,0.83385
2021,66 and older,West,At least once per week,0.10098,281,2691,0.08960,0.11237
2021,66 and older,West,At least once per month,0.01005,35,2691,0.00628,0.01382
2021,66 and older,West,Seldom,0.03602,108,2691,0.02898,0.04306
2021,66 and older,West,Never,0.03364,84,2691,0.02683,0.04045
2021,66 and older,East,Daily,0.81718,707,799,0.79036,0.84400
2021,66 and older,East,At least once per week,0.11733,92,799,0.09501,0.13966
