year,migback,sampreg,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,No migration background,East,Daily,0.85346,3937,4627,0.84327,0.86365
2008,No migration background,East,At least once per week,0.09636,477,4627,0.08785,0.10486
2008,No migration background,East,At least once per month,0.01553,65,4627,0.01196,0.01909
2008,No migration background,East,Seldom,0.02102,105,4627,0.01689,0.02516
2008,No migration background,East,Never,0.01363,43,4627,0.01029,0.01697
2008,Direct migration background,West,Daily,0.86030,1562,1792,0.84425,0.87636
2008,Direct migration background,West,At least once per week,0.08396,152,1792,0.07111,0.09680
2008,Direct migration background,West,Seldom,0.02308,37,1792,0.01613,0.03004
2008,Direct migration background,West,Never,0.01692,41,1792,0.01095,0.02289
2008,Direct migration background,East,Daily,0.84590,68,68,0.75944,0.93235
2008,Indirect migration background,West,Daily,0.78025,576,678,0.74906,0.81144
2008,Indirect migration background,West,At least once per week,0.16384,102,678,0.13596,0.19172
2008,Indirect migration background,East,Daily,0.71165,31,31,0.54955,0.87375
2013,No migration background,West,Daily,0.79536,12486,16055,0.78912,0.80160
2013,No migration background,West,At least once per week,0.14515,2555,16055,0.13970,0.15060
2013,No migration background,West,At least once per month,0.02128,366,16055,0.01905,0.02351
2013,No migration background,West,Seldom,0.02554,473,16055,0.02310,0.02798
2013,No migration background,West,Never,0.01267,175,16055,0.01094,0.01440
2013,No migration background,East,Daily,0.80566,4385,5479,0.79518,0.81614
2013,No migration background,East,At least once per week,0.12763,748,5479,0.11879,0.13646
2013,No migration background,East,At least once per month,0.02171,111,5479,0.01785,0.02557
2013,No migration background,East,Seldom,0.03245,181,5479,0.02776,0.03715
2013,No migration background,East,Never,0.01255,54,5479,0.00960,0.01550
2013,Direct migration background,West,Daily,0.79264,2041,2661,0.77724,0.80805
2013,Direct migration background,West,At least once per week,0.13365,426,2661,0.12072,0.14658
2013,Direct migration background,West,At least once per month,0.01283,46,2661,0.00856,0.01711
2013,Direct migration background,West,Seldom,0.04062,100,2661,0.03312,0.04813
2013,Direct migration background,West,Never,0.02025,48,2661,0.01490,0.02560
2013,Direct migration background,East,Daily,0.73046,120,120,0.65073,0.81018
2013,Indirect migration background,West,Daily,0.68474,730,1030,0.65635,0.71312
2013,Indirect migration background,West,At least once per week,0.22828,217,1030,0.20263,0.25392
2013,Indirect migration background,West,At least once per month,0.03721,32,1030,0.02565,0.04878
2013,Indirect migration background,West,Seldom,0.04276,51,1030,0.03040,0.05512
2013,Indirect migration background,East,Daily,0.71082,44,44,0.57530,0.84633
2019,No migration background,Does not apply,Daily,0.59422,44,44,0.44745,0.74099
2019,No migration background,West,Daily,0.77663,11215,14924,0.76995,0.78331
2019,No migration background,West,At least once per week,0.15854,2678,14924,0.15268,0.16440
2019,No migration background,West,At least once per month,0.02153,320,14924,0.01920,0.02386
2019,No migration background,West,Seldom,0.02968,520,14924,0.02696,0.03241
2019,No migration background,West,Never,0.01361,191,14924,0.01176,0.01547
2019,No migration background,East,Daily,0.79676,4072,5111,0.78572,0.80779
2019,No migration background,East,At least once per week,0.14662,714,5111,0.13692,0.15631
2019,No migration background,East,At least once per month,0.01691,84,5111,0.01337,0.02044
2019,No migration background,East,Seldom,0.03365,202,5111,0.02871,0.03859
2019,No migration background,East,Never,0.00607,39,5111,0.00394,0.00820
2019,Direct migration background,West,Daily,0.75265,2708,3713,0.73877,0.76653
2019,Direct migration background,West,At least once per week,0.15144,623,3713,0.13991,0.16297
2019,Direct migration background,West,At least once per month,0.01726,79,3713,0.01307,0.02145
2019,Direct migration background,West,Seldom,0.05778,211,3713,0.05027,0.06529
2019,Direct migration background,West,Never,0.02086,92,3713,0.01626,0.02546
2019,Direct migration background,East,Daily,0.74839,231,277,0.69720,0.79959
2019,Direct migration background,East,At least once per week,0.16850,46,277,0.12434,0.21266
2019,Indirect migration background,West,Daily,0.67356,980,1448,0.64940,0.69772
2019,Indirect migration background,West,At least once per week,0.21806,318,1448,0.19679,0.23934
2019,Indirect migration background,West,At least once per month,0.02853,38,1448,0.01995,0.03710
2019,Indirect migration background,West,Seldom,0.05301,80,1448,0.04146,0.06455
2019,Indirect migration background,West,Never,0.02684,32,1448,0.01851,0.03516
2019,Indirect migration background,East,Daily,0.67359,81,81,0.57084,0.77634
2021,No migration background,West,Daily,0.73872,7088,9895,0.73007,0.74738
2021,No migration background,West,At least once per week,0.18660,2032,9895,0.17892,0.19428
2021,No migration background,West,At least once per month,0.01846,231,9895,0.01581,0.02111
2021,No migration background,West,Seldom,0.03702,378,9895,0.03330,0.04074
2021,No migration background,West,Never,0.01920,166,9895,0.01649,0.02190
2021,No migration background,East,Daily,0.73084,2404,3259,0.71561,0.74607
2021,No migration background,East,At least once per week,0.19159,604,3259,0.17807,0.20510
2021,No migration background,East,At least once per month,0.02936,92,3259,0.02357,0.03516
2021,No migration background,East,Seldom,0.03065,108,3259,0.02473,0.03657
2021,No migration background,East,Never,0.01756,51,3259,0.01305,0.02207
2021,Direct migration background,West,Daily,0.70024,1868,2832,0.68337,0.71712
2021,Direct migration background,West,At least once per week,0.19800,649,2832,0.18332,0.21268
2021,Direct migration background,West,At least once per month,0.02807,91,2832,0.02199,0.03416
2021,Direct migration background,West,Seldom,0.05032,150,2832,0.04227,0.05838
2021,Direct migration background,West,Never,0.02335,74,2832,0.01779,0.02892
2021,Direct migration background,East,Daily,0.52512,176,248,0.46284,0.58740
2021,Direct migration background,East,At least once per week,0.34733,72,248,0.28795,0.40671
2021,Indirect migration background,West,Daily,0.68077,556,835,0.64913,0.71240
2021,Indirect migration background,West,At least once per week,0.23332,208,835,0.20461,0.26202
2021,Indirect migration background,West,At least once per month,0.03846,34,835,0.02541,0.05152
2021,Indirect migration background,West,Seldom,0.03413,37,835,0.02181,0.04645
2021,Indirect migration background,East,Daily,0.56078,49,49,0.42037,0.70118
