year,migback,pgisced97,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,No migration background,No answer / don't know,At least once per week,0.16105,57,399,0.12494,0.19716
1998,No migration background,Pre-primary Level,Daily,0.80544,199,199,0.75030,0.86058
1998,No migration background,Primary Level,Daily,0.92684,60,60,0.86040,0.99329
1998,No migration background,Lower Secondary Level,Daily,0.91102,1517,1615,0.89712,0.92491
1998,No migration background,Lower Secondary Level,At least once per week,0.05053,98,1615,0.03985,0.06122
1998,No migration background,Upper Secondary Level,Daily,0.86743,5165,5940,0.85881,0.87605
1998,No migration background,Upper Secondary Level,At least once per week,0.08934,545,5940,0.08208,0.09659
1998,No migration background,Upper Secondary Level,At least once per month,0.00753,43,5940,0.00533,0.00972
1998,No migration background,Upper Secondary Level,Seldom,0.02713,141,5940,0.02300,0.03126
1998,No migration background,Upper Secondary Level,Never,0.00858,46,5940,0.00623,0.01092
1998,No migration background,Post-secondary Non-tertiary Level,Daily,0.75715,271,339,0.71144,0.80287
1998,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.20560,68,339,0.16251,0.24868
1998,No migration background,First Stage of Tertiary Education,Daily,0.80905,612,707,0.78006,0.83805
1998,No migration background,First Stage of Tertiary Education,At least once per week,0.12494,95,707,0.10055,0.14933
1998,No migration background,Second Stage of Tertiary Education,Daily,0.74036,1329,1697,0.71950,0.76123
1998,No migration background,Second Stage of Tertiary Education,At least once per week,0.19439,315,1697,0.17555,0.21322
1998,No migration background,Second Stage of Tertiary Education,Seldom,0.02833,53,1697,0.02043,0.03623
1998,Direct migration background,No answer / don't know,Daily,0.83882,113,113,0.77072,0.90691
1998,Direct migration background,Primary Level,Daily,0.92679,337,337,0.89894,0.95464
1998,Direct migration background,Lower Secondary Level,Daily,0.89019,583,621,0.86558,0.91480
1998,Direct migration background,Lower Secondary Level,At least once per week,0.06480,38,621,0.04542,0.08417
1998,Direct migration background,Upper Secondary Level,Daily,0.88289,746,804,0.86064,0.90513
1998,Direct migration background,Upper Secondary Level,At least once per week,0.07589,58,804,0.05757,0.09420
1998,Direct migration background,Post-secondary Non-tertiary Level,Daily,0.70683,104,104,0.61892,0.79475
1998,Direct migration background,First Stage of Tertiary Education,Daily,0.80190,43,43,0.68136,0.92244
1998,Direct migration background,Second Stage of Tertiary Education,Daily,0.83582,157,157,0.77769,0.89395
1998,Indirect migration background,No answer / don't know,Daily,0.75807,43,43,0.62855,0.88759
1998,Indirect migration background,Pre-primary Level,Daily,0.92745,63,63,0.86288,0.99202
1998,Indirect migration background,Lower Secondary Level,Daily,0.92592,171,171,0.88655,0.96529
1998,Indirect migration background,Upper Secondary Level,Daily,0.77926,169,169,0.71654,0.84198
2003,No migration background,No answer / don't know,Daily,0.86823,147,147,0.81337,0.92310
2003,No migration background,Pre-primary Level,Daily,0.82892,409,477,0.79509,0.86275
2003,No migration background,Pre-primary Level,At least once per week,0.12851,68,477,0.09845,0.15857
2003,No migration background,Primary Level,Daily,0.86081,80,80,0.78448,0.93714
2003,No migration background,Lower Secondary Level,Daily,0.92762,1728,1835,0.91576,0.93948
2003,No migration background,Lower Secondary Level,At least once per week,0.04615,107,1835,0.03655,0.05575
2003,No migration background,Upper Secondary Level,Daily,0.89171,8688,9780,0.88556,0.89787
2003,No migration background,Upper Secondary Level,At least once per week,0.07290,766,9780,0.06774,0.07805
2003,No migration background,Upper Secondary Level,At least once per month,0.00845,80,9780,0.00664,0.01027
2003,No migration background,Upper Secondary Level,Seldom,0.01443,150,9780,0.01206,0.01679
2003,No migration background,Upper Secondary Level,Never,0.01251,96,9780,0.01031,0.01472
2003,No migration background,Post-secondary Non-tertiary Level,Daily,0.81404,708,836,0.78765,0.84043
2003,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.13528,128,836,0.11208,0.15848
2003,No migration background,First Stage of Tertiary Education,Daily,0.85713,1276,1433,0.83900,0.87525
2003,No migration background,First Stage of Tertiary Education,At least once per week,0.09699,157,1433,0.08166,0.11232
2003,No migration background,Second Stage of Tertiary Education,Daily,0.78176,3085,3911,0.76881,0.79471
2003,No migration background,Second Stage of Tertiary Education,At least once per week,0.16350,625,3911,0.15191,0.17509
2003,No migration background,Second Stage of Tertiary Education,At least once per month,0.00967,39,3911,0.00661,0.01274
2003,No migration background,Second Stage of Tertiary Education,Seldom,0.02554,103,3911,0.02060,0.03049
2003,No migration background,Second Stage of Tertiary Education,Never,0.01952,59,3911,0.01518,0.02386
2003,Direct migration background,Pre-primary Level,Daily,0.83805,45,45,0.72920,0.94691
2003,Direct migration background,Primary Level,Daily,0.92783,155,155,0.88697,0.96870
2003,Direct migration background,Lower Secondary Level,Daily,0.91833,603,603,0.89645,0.94020
2003,Direct migration background,Upper Secondary Level,Daily,0.87389,860,926,0.85249,0.89528
2003,Direct migration background,Upper Secondary Level,At least once per week,0.07444,66,926,0.05753,0.09136
2003,Direct migration background,Post-secondary Non-tertiary Level,Daily,0.82678,193,193,0.77325,0.88031
2003,Direct migration background,First Stage of Tertiary Education,Daily,0.82818,115,115,0.75893,0.89743
2003,Direct migration background,Second Stage of Tertiary Education,Daily,0.82902,298,350,0.78952,0.86852
2003,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.11851,52,350,0.08460,0.15242
2003,Indirect migration background,No answer / don't know,Daily,0.86784,32,32,0.74862,0.98706
2003,Indirect migration background,Pre-primary Level,Daily,0.82813,59,59,0.73104,0.92522
2003,Indirect migration background,Lower Secondary Level,Daily,0.85601,153,153,0.80019,0.91182
2003,Indirect migration background,Upper Secondary Level,Daily,0.83279,270,311,0.79125,0.87433
2003,Indirect migration background,Upper Secondary Level,At least once per week,0.14465,41,311,0.10550,0.18381
2003,Indirect migration background,Post-secondary Non-tertiary Level,Daily,0.85154,32,32,0.72638,0.97671
2003,Indirect migration background,Second Stage of Tertiary Education,Daily,0.74773,45,45,0.61940,0.87606
2008,No migration background,No answer / don't know,Daily,0.80118,184,221,0.74844,0.85392
2008,No migration background,No answer / don't know,At least once per week,0.16985,37,221,0.12023,0.21947
2008,No migration background,Pre-primary Level,Daily,0.80276,229,280,0.75607,0.84946
2008,No migration background,Pre-primary Level,At least once per week,0.17056,51,280,0.12642,0.21469
2008,No migration background,Primary Level,Daily,0.80240,67,67,0.70633,0.89846
2008,No migration background,Lower Secondary Level,Daily,0.90184,1275,1368,0.88607,0.91762
2008,No migration background,Lower Secondary Level,At least once per week,0.05865,93,1368,0.04619,0.07111
2008,No migration background,Upper Secondary Level,Daily,0.86672,7542,8665,0.85957,0.87388
2008,No migration background,Upper Secondary Level,At least once per week,0.08928,770,8665,0.08327,0.09528
2008,No migration background,Upper Secondary Level,At least once per month,0.01240,109,8665,0.01007,0.01473
2008,No migration background,Upper Secondary Level,Seldom,0.02016,165,8665,0.01720,0.02312
2008,No migration background,Upper Secondary Level,Never,0.01144,79,8665,0.00920,0.01368
2008,No migration background,Post-secondary Non-tertiary Level,Daily,0.77944,651,815,0.75096,0.80793
2008,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.17799,164,815,0.15171,0.20427
2008,No migration background,First Stage of Tertiary Education,Daily,0.83859,1055,1245,0.81815,0.85904
2008,No migration background,First Stage of Tertiary Education,At least once per week,0.12252,156,1245,0.10430,0.14074
2008,No migration background,First Stage of Tertiary Education,Seldom,0.02637,34,1245,0.01747,0.03528
2008,No migration background,Second Stage of Tertiary Education,Daily,0.73092,2846,3789,0.71679,0.74504
2008,No migration background,Second Stage of Tertiary Education,At least once per week,0.19572,707,3789,0.18309,0.20836
2008,No migration background,Second Stage of Tertiary Education,At least once per month,0.02060,65,3789,0.01608,0.02512
2008,No migration background,Second Stage of Tertiary Education,Seldom,0.02995,117,3789,0.02452,0.03538
2008,No migration background,Second Stage of Tertiary Education,Never,0.02282,54,3789,0.01806,0.02757
2008,Direct migration background,Primary Level,Daily,0.87580,90,90,0.80728,0.94432
2008,Direct migration background,Lower Secondary Level,Daily,0.94065,400,400,0.91746,0.96383
2008,Direct migration background,Upper Secondary Level,Daily,0.83480,604,670,0.80666,0.86294
2008,Direct migration background,Upper Secondary Level,At least once per week,0.10968,66,670,0.08600,0.13336
2008,Direct migration background,Post-secondary Non-tertiary Level,Daily,0.88055,163,163,0.83061,0.93049
2008,Direct migration background,First Stage of Tertiary Education,Daily,0.86484,98,98,0.79681,0.93288
2008,Direct migration background,Second Stage of Tertiary Education,Daily,0.80288,241,279,0.75612,0.84965
2008,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.09936,38,279,0.06419,0.13452
2008,Indirect migration background,No answer / don't know,Daily,0.68218,49,49,0.55045,0.81391
2008,Indirect migration background,Pre-primary Level,Daily,0.79823,44,44,0.67828,0.91819
2008,Indirect migration background,Lower Secondary Level,Daily,0.81735,133,133,0.75144,0.88327
2008,Indirect migration background,Upper Secondary Level,Daily,0.78391,251,298,0.73710,0.83072
2008,Indirect migration background,Upper Secondary Level,At least once per week,0.17097,47,298,0.12815,0.21379
2008,Indirect migration background,Second Stage of Tertiary Education,Daily,0.66617,61,61,0.54685,0.78550
2013,No migration background,No answer / don't know,Daily,0.73077,235,311,0.68139,0.78015
2013,No migration background,No answer / don't know,At least once per week,0.23273,76,311,0.18569,0.27977
2013,No migration background,Pre-primary Level,Daily,0.67355,205,301,0.62049,0.72662
2013,No migration background,Pre-primary Level,At least once per week,0.25388,96,301,0.20463,0.30313
2013,No migration background,Primary Level,Daily,0.90668,161,161,0.86161,0.95175
2013,No migration background,Lower Secondary Level,Daily,0.88452,1614,1809,0.86978,0.89925
2013,No migration background,Lower Secondary Level,At least once per week,0.07615,158,1809,0.06393,0.08838
2013,No migration background,Lower Secondary Level,Seldom,0.01589,37,1809,0.01012,0.02165
2013,No migration background,Upper Secondary Level,Daily,0.83023,8978,10889,0.82318,0.83728
2013,No migration background,Upper Secondary Level,At least once per week,0.11113,1297,10889,0.10523,0.11704
2013,No migration background,Upper Secondary Level,At least once per month,0.01909,196,10889,0.01652,0.02166
2013,No migration background,Upper Secondary Level,Seldom,0.02769,315,10889,0.02460,0.03077
2013,No migration background,Upper Secondary Level,Never,0.01186,103,10889,0.00982,0.01389
2013,No migration background,Post-secondary Non-tertiary Level,Daily,0.74947,1024,1343,0.72629,0.77266
2013,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.21325,280,1343,0.19134,0.23517
2013,No migration background,Post-secondary Non-tertiary Level,Seldom,0.01904,39,1343,0.01173,0.02635
2013,No migration background,First Stage of Tertiary Education,Daily,0.77539,1171,1499,0.75426,0.79652
2013,No migration background,First Stage of Tertiary Education,At least once per week,0.15534,240,1499,0.13700,0.17369
2013,No migration background,First Stage of Tertiary Education,At least once per month,0.02617,43,1499,0.01808,0.03425
2013,No migration background,First Stage of Tertiary Education,Seldom,0.02652,45,1499,0.01839,0.03466
2013,No migration background,Second Stage of Tertiary Education,Daily,0.70125,3483,5060,0.68864,0.71387
2013,No migration background,Second Stage of Tertiary Education,At least once per week,0.21497,1147,5060,0.20365,0.22629
2013,No migration background,Second Stage of Tertiary Education,At least once per month,0.03437,176,5060,0.02935,0.03939
2013,No migration background,Second Stage of Tertiary Education,Seldom,0.03339,189,5060,0.02844,0.03834
2013,No migration background,Second Stage of Tertiary Education,Never,0.01602,65,5060,0.01256,0.01948
2013,Direct migration background,No answer / don't know,Daily,0.56769,38,38,0.40806,0.72731
2013,Direct migration background,Primary Level,Daily,0.79758,111,111,0.72249,0.87267
2013,Direct migration background,Lower Secondary Level,Daily,0.88547,447,505,0.85767,0.91327
2013,Direct migration background,Lower Secondary Level,At least once per week,0.06409,58,505,0.04271,0.08547
2013,Direct migration background,Upper Secondary Level,Daily,0.79385,827,1018,0.76899,0.81872
2013,Direct migration background,Upper Secondary Level,At least once per week,0.14177,152,1018,0.12033,0.16321
2013,Direct migration background,Upper Secondary Level,Seldom,0.04640,39,1018,0.03347,0.05933
2013,Direct migration background,Post-secondary Non-tertiary Level,Daily,0.84219,252,312,0.80167,0.88271
2013,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.13434,60,312,0.09644,0.17224
2013,Direct migration background,First Stage of Tertiary Education,Daily,0.79539,82,82,0.70754,0.88325
2013,Direct migration background,Second Stage of Tertiary Education,Daily,0.68035,393,529,0.64058,0.72013
2013,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.22425,136,529,0.18867,0.25983
2013,Indirect migration background,No answer / don't know,Daily,0.71814,49,49,0.59086,0.84542
2013,Indirect migration background,Pre-primary Level,Daily,0.72816,68,68,0.62162,0.83469
2013,Indirect migration background,Lower Secondary Level,Daily,0.71847,151,151,0.64650,0.79044
2013,Indirect migration background,Upper Secondary Level,Daily,0.76873,337,412,0.72797,0.80950
2013,Indirect migration background,Upper Secondary Level,At least once per week,0.16240,75,412,0.12674,0.19805
2013,Indirect migration background,Post-secondary Non-tertiary Level,Daily,0.66136,40,40,0.51283,0.80989
2013,Indirect migration background,Second Stage of Tertiary Education,Daily,0.46316,86,144,0.38143,0.54489
2013,Indirect migration background,Second Stage of Tertiary Education,At least once per week,0.46615,58,144,0.38439,0.54792
2019,No migration background,No answer / don't know,Daily,0.66448,249,314,0.61217,0.71679
2019,No migration background,No answer / don't know,At least once per week,0.25301,65,314,0.20485,0.30117
2019,No migration background,Pre-primary Level,Daily,0.77421,146,196,0.71552,0.83289
2019,No migration background,Pre-primary Level,At least once per week,0.21103,50,196,0.15376,0.26830
2019,No migration background,Primary Level,Daily,0.92136,133,133,0.87544,0.96728
2019,No migration background,Lower Secondary Level,Daily,0.84123,1309,1542,0.82298,0.85948
2019,No migration background,Lower Secondary Level,At least once per week,0.09478,174,1542,0.08016,0.10941
2019,No migration background,Lower Secondary Level,Seldom,0.03646,59,1542,0.02710,0.04582
2019,No migration background,Upper Secondary Level,Daily,0.82745,7551,9194,0.81973,0.83518
2019,No migration background,Upper Secondary Level,At least once per week,0.11994,1151,9194,0.11329,0.12658
2019,No migration background,Upper Secondary Level,At least once per month,0.01526,127,9194,0.01275,0.01776
2019,No migration background,Upper Secondary Level,Seldom,0.02653,284,9194,0.02325,0.02982
2019,No migration background,Upper Secondary Level,Never,0.01082,81,9194,0.00870,0.01293
2019,No migration background,Post-secondary Non-tertiary Level,Daily,0.77085,1116,1498,0.74956,0.79214
2019,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.18683,297,1498,0.16709,0.20658
2019,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.02129,34,1498,0.01398,0.02861
2019,No migration background,Post-secondary Non-tertiary Level,Seldom,0.01744,51,1498,0.01081,0.02407
2019,No migration background,First Stage of Tertiary Education,Daily,0.74581,1146,1493,0.72371,0.76790
2019,No migration background,First Stage of Tertiary Education,At least once per week,0.17212,246,1493,0.15296,0.19127
2019,No migration background,First Stage of Tertiary Education,At least once per month,0.02780,37,1493,0.01946,0.03614
2019,No migration background,First Stage of Tertiary Education,Seldom,0.04642,64,1493,0.03574,0.05709
2019,No migration background,Second Stage of Tertiary Education,Daily,0.67977,3681,5614,0.66756,0.69197
2019,No migration background,Second Stage of Tertiary Education,At least once per week,0.23415,1415,5614,0.22307,0.24523
2019,No migration background,Second Stage of Tertiary Education,At least once per month,0.02980,169,5614,0.02535,0.03425
2019,No migration background,Second Stage of Tertiary Education,Seldom,0.03734,249,5614,0.03238,0.04230
2019,No migration background,Second Stage of Tertiary Education,Never,0.01894,100,5614,0.01537,0.02251
2019,Direct migration background,No answer / don't know,Daily,0.75902,81,81,0.66530,0.85274
2019,Direct migration background,Primary Level,Daily,0.81562,174,174,0.75784,0.87341
2019,Direct migration background,Lower Secondary Level,Daily,0.81969,488,559,0.78780,0.85159
2019,Direct migration background,Lower Secondary Level,At least once per week,0.11956,71,559,0.09264,0.14648
2019,Direct migration background,Upper Secondary Level,Daily,0.79424,1028,1276,0.77205,0.81643
2019,Direct migration background,Upper Secondary Level,At least once per week,0.12010,174,1276,0.10225,0.13794
2019,Direct migration background,Upper Secondary Level,Seldom,0.06366,74,1276,0.05026,0.07706
2019,Direct migration background,Post-secondary Non-tertiary Level,Daily,0.72903,393,485,0.68944,0.76863
2019,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.17925,92,485,0.14508,0.21343
2019,Direct migration background,First Stage of Tertiary Education,Daily,0.73096,64,64,0.62146,0.84047
2019,Direct migration background,Second Stage of Tertiary Education,Daily,0.64499,691,1115,0.61689,0.67309
2019,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.22378,270,1115,0.19931,0.24826
2019,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.03058,41,1115,0.02047,0.04069
2019,Direct migration background,Second Stage of Tertiary Education,Seldom,0.07069,78,1115,0.05564,0.08574
2019,Direct migration background,Second Stage of Tertiary Education,Never,0.02996,35,1115,0.01995,0.03997
2019,Indirect migration background,No answer / don't know,Daily,0.64565,70,70,0.53279,0.75851
2019,Indirect migration background,Pre-primary Level,Daily,0.60457,48,48,0.46479,0.74436
2019,Indirect migration background,Lower Secondary Level,Daily,0.77882,172,217,0.72347,0.83417
2019,Indirect migration background,Lower Secondary Level,At least once per week,0.16761,45,217,0.11780,0.21742
2019,Indirect migration background,Upper Secondary Level,Daily,0.67401,453,606,0.63665,0.71136
2019,Indirect migration background,Upper Secondary Level,At least once per week,0.22755,119,606,0.19414,0.26096
2019,Indirect migration background,Upper Secondary Level,Seldom,0.05748,34,606,0.03893,0.07602
2019,Indirect migration background,Post-secondary Non-tertiary Level,Daily,0.57578,87,87,0.47133,0.68024
2019,Indirect migration background,First Stage of Tertiary Education,Daily,0.77440,39,39,0.64150,0.90730
2019,Indirect migration background,Second Stage of Tertiary Education,Daily,0.65726,170,256,0.59900,0.71552
2019,Indirect migration background,Second Stage of Tertiary Education,At least once per week,0.20954,86,256,0.15959,0.25950
2021,No migration background,No answer / don't know,Daily,0.70931,215,285,0.65650,0.76212
2021,No migration background,No answer / don't know,At least once per week,0.24325,70,285,0.19335,0.29315
2021,No migration background,Pre-primary Level,Daily,0.79381,81,81,0.70516,0.88247
2021,No migration background,Primary Level,Daily,0.78406,70,70,0.68697,0.88115
2021,No migration background,Lower Secondary Level,Daily,0.83887,712,860,0.81428,0.86345
2021,No migration background,Lower Secondary Level,At least once per week,0.10595,117,860,0.08537,0.12654
2021,No migration background,Lower Secondary Level,Seldom,0.02621,31,860,0.01553,0.03690
2021,No migration background,Upper Secondary Level,Daily,0.77531,4437,5722,0.76450,0.78613
2021,No migration background,Upper Secondary Level,At least once per week,0.15635,910,5722,0.14694,0.16576
2021,No migration background,Upper Secondary Level,At least once per month,0.01505,96,5722,0.01189,0.01820
2021,No migration background,Upper Secondary Level,Seldom,0.03583,198,5722,0.03102,0.04065
2021,No migration background,Upper Secondary Level,Never,0.01746,81,5722,0.01407,0.02085
2021,No migration background,Post-secondary Non-tertiary Level,Daily,0.75233,749,1010,0.72569,0.77896
2021,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.18763,223,1010,0.16354,0.21172
2021,No migration background,Post-secondary Non-tertiary Level,Seldom,0.02830,38,1010,0.01806,0.03853
2021,No migration background,First Stage of Tertiary Education,Daily,0.74031,655,863,0.71104,0.76958
2021,No migration background,First Stage of Tertiary Education,At least once per week,0.18452,176,863,0.15862,0.21041
2021,No migration background,First Stage of Tertiary Education,Seldom,0.02791,32,863,0.01692,0.03891
2021,No migration background,Second Stage of Tertiary Education,Daily,0.63225,2573,4085,0.61746,0.64703
2021,No migration background,Second Stage of Tertiary Education,At least once per week,0.26884,1109,4085,0.25525,0.28244
2021,No migration background,Second Stage of Tertiary Education,At least once per month,0.02938,145,4085,0.02420,0.03456
2021,No migration background,Second Stage of Tertiary Education,Seldom,0.04371,170,4085,0.03744,0.04998
2021,No migration background,Second Stage of Tertiary Education,Never,0.02582,88,4085,0.02095,0.03068
2021,Direct migration background,No answer / don't know,Daily,0.64501,162,226,0.58248,0.70753
2021,Direct migration background,No answer / don't know,At least once per week,0.20733,64,226,0.15436,0.26030
2021,Direct migration background,Primary Level,Daily,0.75216,75,75,0.65378,0.85053
2021,Direct migration background,Lower Secondary Level,Daily,0.78411,260,324,0.73924,0.82898
2021,Direct migration background,Lower Secondary Level,At least once per week,0.14892,64,324,0.11009,0.18775
2021,Direct migration background,Upper Secondary Level,Daily,0.68797,603,781,0.65546,0.72049
2021,Direct migration background,Upper Secondary Level,At least once per week,0.20371,178,781,0.17545,0.23198
2021,Direct migration background,Post-secondary Non-tertiary Level,Daily,0.69268,272,352,0.64441,0.74095
2021,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.18017,80,352,0.13996,0.22038
2021,Direct migration background,First Stage of Tertiary Education,Daily,0.81865,41,41,0.69924,0.93806
2021,Direct migration background,Second Stage of Tertiary Education,Daily,0.61895,603,995,0.58876,0.64915
2021,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.29266,302,995,0.26437,0.32094
2021,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.02421,40,995,0.01465,0.03376
2021,Direct migration background,Second Stage of Tertiary Education,Seldom,0.05617,50,995,0.04185,0.07048
2021,Indirect migration background,Lower Secondary Level,Daily,0.78842,82,82,0.69947,0.87736
2021,Indirect migration background,Upper Secondary Level,Daily,0.73807,264,347,0.69174,0.78440
2021,Indirect migration background,Upper Secondary Level,At least once per week,0.15978,83,347,0.12118,0.19839
2021,Indirect migration background,Post-secondary Non-tertiary Level,Daily,0.60558,59,59,0.47980,0.73136
2021,Indirect migration background,Second Stage of Tertiary Education,Daily,0.48736,112,182,0.41454,0.56018
2021,Indirect migration background,Second Stage of Tertiary Education,At least once per week,0.37100,70,182,0.30063,0.44138
