year,bula_h,quintil_oecd,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Bavaria,5th Quintile,At least once per week,0.16184,68,327,0.12186,0.20182
1990,Berlin,1st Quintile,Daily,0.55964,54,54,0.42598,0.69329
1990,Berlin,2nd Quintile,Daily,0.61723,40,40,0.46468,0.76979
1990,Berlin,3rd Quintile,Daily,0.79883,64,64,0.69984,0.89782
1990,Berlin,4th Quintile,Daily,0.76441,59,59,0.65519,0.87362
1990,Berlin,5th Quintile,Daily,0.78885,49,49,0.67339,0.90431
1995,Schleswig-Holstein,1st Quintile,Daily,0.56807,35,35,0.40156,0.73457
1995,Schleswig-Holstein,2nd Quintile,Daily,0.60719,42,42,0.45770,0.75668
1995,Schleswig-Holstein,3rd Quintile,Daily,0.56617,50,50,0.42740,0.70494
1995,Schleswig-Holstein,4th Quintile,Daily,0.68739,44,44,0.54884,0.82595
1995,Schleswig-Holstein,5th Quintile,Daily,0.67552,46,46,0.53873,0.81231
1995,Hamburg,4th Quintile,Daily,0.71090,35,35,0.55852,0.86329
1995,Lower Saxony,1st Quintile,Daily,0.67019,177,177,0.60073,0.73965
1995,Lower Saxony,2nd Quintile,Daily,0.67785,166,166,0.60655,0.74916
1995,Lower Saxony,3rd Quintile,Daily,0.66393,186,186,0.59586,0.73200
1995,Lower Saxony,4th Quintile,Daily,0.72761,177,177,0.66184,0.79339
1995,Lower Saxony,5th Quintile,Daily,0.67772,179,215,0.61511,0.74034
1995,Lower Saxony,5th Quintile,At least once per week,0.14005,36,215,0.09355,0.18655
1995,North Rhine-Westphalia,1st Quintile,Daily,0.60289,451,495,0.55975,0.64604
1995,North Rhine-Westphalia,1st Quintile,At least once per week,0.05429,44,495,0.03431,0.07427
1995,North Rhine-Westphalia,2nd Quintile,Daily,0.69525,469,507,0.65514,0.73536
1995,North Rhine-Westphalia,2nd Quintile,At least once per week,0.06034,38,507,0.03959,0.08108
1995,North Rhine-Westphalia,3rd Quintile,Daily,0.70535,420,469,0.66405,0.74665
1995,North Rhine-Westphalia,3rd Quintile,At least once per week,0.08771,49,469,0.06208,0.11334
1995,North Rhine-Westphalia,4th Quintile,Daily,0.73143,412,465,0.69111,0.77176
1995,North Rhine-Westphalia,4th Quintile,At least once per week,0.08083,53,465,0.05603,0.10563
1995,North Rhine-Westphalia,5th Quintile,Daily,0.74666,440,517,0.70913,0.78419
1995,North Rhine-Westphalia,5th Quintile,At least once per week,0.10977,77,517,0.08280,0.13675
1995,Hesse,1st Quintile,Daily,0.60635,134,134,0.52332,0.68938
1995,Hesse,2nd Quintile,Daily,0.72321,147,147,0.65064,0.79579
1995,Hesse,3rd Quintile,Daily,0.72736,161,161,0.65836,0.79637
1995,Hesse,4th Quintile,Daily,0.76887,164,164,0.70416,0.83359
1995,Hesse,5th Quintile,Daily,0.71091,175,210,0.64945,0.77237
1995,Hesse,5th Quintile,At least once per week,0.12606,35,210,0.08106,0.17106
1995,"Rhineland-Palatinate, Saarland",1st Quintile,Daily,0.57838,139,139,0.49599,0.66077
1995,"Rhineland-Palatinate, Saarland",2nd Quintile,Daily,0.65150,112,112,0.56286,0.74015
1995,"Rhineland-Palatinate, Saarland",3rd Quintile,Daily,0.68397,123,123,0.60147,0.76647
1995,"Rhineland-Palatinate, Saarland",4th Quintile,Daily,0.77367,118,118,0.69785,0.84950
1995,"Rhineland-Palatinate, Saarland",5th Quintile,Daily,0.63007,100,100,0.53497,0.72517
1995,Baden-Wuerttemberg,1st Quintile,Daily,0.54755,247,281,0.48925,0.60585
1995,Baden-Wuerttemberg,1st Quintile,At least once per week,0.11292,34,281,0.07584,0.14999
1995,Baden-Wuerttemberg,2nd Quintile,Daily,0.64456,342,342,0.59376,0.69536
1995,Baden-Wuerttemberg,3rd Quintile,Daily,0.65303,284,327,0.60136,0.70471
1995,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.11251,43,327,0.07820,0.14681
1995,Baden-Wuerttemberg,4th Quintile,Daily,0.66906,305,358,0.62025,0.71787
1995,Baden-Wuerttemberg,4th Quintile,At least once per week,0.10846,53,358,0.07620,0.14071
1995,Baden-Wuerttemberg,5th Quintile,Daily,0.70945,309,364,0.66274,0.75615
1995,Baden-Wuerttemberg,5th Quintile,At least once per week,0.13563,55,364,0.10041,0.17086
1995,Bavaria,1st Quintile,Daily,0.58505,181,220,0.51979,0.65030
1995,Bavaria,1st Quintile,At least once per week,0.10394,39,220,0.06352,0.14436
1995,Bavaria,2nd Quintile,Daily,0.62352,229,267,0.56530,0.68175
1995,Bavaria,2nd Quintile,At least once per week,0.09180,38,267,0.05710,0.12650
1995,Bavaria,3rd Quintile,Daily,0.60961,260,310,0.55521,0.66400
1995,Bavaria,3rd Quintile,At least once per week,0.11968,50,310,0.08349,0.15588
1995,Bavaria,4th Quintile,Daily,0.72182,339,391,0.67735,0.76630
1995,Bavaria,4th Quintile,At least once per week,0.09988,52,391,0.07012,0.12964
1995,Bavaria,5th Quintile,Daily,0.68727,318,397,0.64161,0.73294
1995,Bavaria,5th Quintile,At least once per week,0.15366,79,397,0.11814,0.18918
1995,Berlin,1st Quintile,Daily,0.57512,82,82,0.46746,0.68277
1995,Berlin,2nd Quintile,Daily,0.68543,88,88,0.58785,0.78300
1995,Berlin,3rd Quintile,Daily,0.75509,84,84,0.66257,0.84760
1995,Berlin,4th Quintile,Daily,0.64618,114,114,0.55801,0.73434
1995,Berlin,5th Quintile,Daily,0.76505,100,100,0.68153,0.84856
1995,Brandenburg,1st Quintile,Daily,0.65172,93,93,0.55437,0.74908
1995,Brandenburg,2nd Quintile,Daily,0.68087,156,156,0.60749,0.75426
1995,Brandenburg,3rd Quintile,Daily,0.75367,109,109,0.67240,0.83493
1995,Brandenburg,4th Quintile,Daily,0.80597,87,87,0.72239,0.88955
1995,Brandenburg,5th Quintile,Daily,0.73059,62,62,0.61926,0.84193
1995,Mecklenburg-Western Pomerania,1st Quintile,Daily,0.69094,79,79,0.58838,0.79349
1995,Mecklenburg-Western Pomerania,2nd Quintile,Daily,0.77432,104,104,0.69359,0.85505
1995,Mecklenburg-Western Pomerania,3rd Quintile,Daily,0.70506,80,80,0.60450,0.80562
1995,Mecklenburg-Western Pomerania,4th Quintile,Daily,0.75141,72,72,0.65088,0.85194
1995,Mecklenburg-Western Pomerania,5th Quintile,Daily,0.73692,33,33,0.58437,0.88948
1995,Saxony,1st Quintile,Daily,0.71078,234,234,0.65256,0.76900
1995,Saxony,2nd Quintile,Daily,0.72517,294,331,0.67700,0.77334
1995,Saxony,2nd Quintile,At least once per week,0.06966,37,331,0.04219,0.09712
1995,Saxony,3rd Quintile,Daily,0.76078,202,202,0.70180,0.81976
1995,Saxony,4th Quintile,Daily,0.68940,143,177,0.62104,0.75777
1995,Saxony,4th Quintile,At least once per week,0.16310,34,177,0.10852,0.21769
1995,Saxony,5th Quintile,Daily,0.70972,63,63,0.59673,0.82270
1995,Saxony-Anhalt,1st Quintile,Daily,0.72270,126,126,0.64422,0.80118
1995,Saxony-Anhalt,2nd Quintile,Daily,0.80648,156,156,0.74429,0.86868
1995,Saxony-Anhalt,3rd Quintile,Daily,0.78356,162,162,0.71995,0.84718
1995,Saxony-Anhalt,4th Quintile,Daily,0.78295,122,122,0.70949,0.85640
1995,Saxony-Anhalt,5th Quintile,Daily,0.85566,53,53,0.76013,0.95118
1995,Thuringa,1st Quintile,Daily,0.67569,136,136,0.59672,0.75465
1995,Thuringa,2nd Quintile,Daily,0.77064,173,173,0.70781,0.83347
1995,Thuringa,3rd Quintile,Daily,0.71648,154,154,0.64506,0.78789
1995,Thuringa,4th Quintile,Daily,0.78714,92,92,0.70304,0.87125
1998,Schleswig-Holstein,1st Quintile,Daily,0.54770,33,33,0.37525,0.72015
1998,Schleswig-Holstein,2nd Quintile,Daily,0.52285,43,43,0.37179,0.67390
1998,Schleswig-Holstein,3rd Quintile,Daily,0.74631,38,38,0.60610,0.88651
1998,Schleswig-Holstein,4th Quintile,Daily,0.53923,38,38,0.37862,0.69985
1998,Schleswig-Holstein,5th Quintile,Daily,0.73204,51,51,0.60927,0.85480
1998,Lower Saxony,1st Quintile,Daily,0.60517,154,154,0.52772,0.68263
1998,Lower Saxony,2nd Quintile,Daily,0.67413,170,170,0.60347,0.74480
1998,Lower Saxony,3rd Quintile,Daily,0.66400,154,154,0.58915,0.73884
1998,Lower Saxony,4th Quintile,Daily,0.76119,183,183,0.69924,0.82313
1998,Lower Saxony,5th Quintile,Daily,0.62569,159,190,0.55669,0.69468
1998,Lower Saxony,5th Quintile,At least once per week,0.15246,31,190,0.10121,0.20371
1998,Bremen,2nd Quintile,Daily,0.89153,32,32,0.78206,1.00100
1998,North Rhine-Westphalia,1st Quintile,Daily,0.63531,467,506,0.59333,0.67729
1998,North Rhine-Westphalia,1st Quintile,At least once per week,0.06442,39,506,0.04301,0.08583
1998,North Rhine-Westphalia,2nd Quintile,Daily,0.65334,357,357,0.60390,0.70277
1998,North Rhine-Westphalia,3rd Quintile,Daily,0.67553,387,426,0.63102,0.72004
1998,North Rhine-Westphalia,3rd Quintile,At least once per week,0.07326,39,426,0.04849,0.09804
1998,North Rhine-Westphalia,4th Quintile,Daily,0.77690,415,455,0.73860,0.81520
1998,North Rhine-Westphalia,4th Quintile,At least once per week,0.07059,40,455,0.04703,0.09415
1998,North Rhine-Westphalia,5th Quintile,Daily,0.73230,438,519,0.69417,0.77043
1998,North Rhine-Westphalia,5th Quintile,At least once per week,0.12742,81,519,0.09870,0.15614
1998,Hesse,1st Quintile,Daily,0.59371,128,128,0.50829,0.67913
1998,Hesse,2nd Quintile,Daily,0.68276,142,142,0.60594,0.75958
1998,Hesse,3rd Quintile,Daily,0.79225,119,119,0.71904,0.86545
1998,Hesse,4th Quintile,Daily,0.71961,145,145,0.64625,0.79298
1998,Hesse,5th Quintile,Daily,0.74417,156,156,0.67548,0.81286
1998,"Rhineland-Palatinate, Saarland",1st Quintile,Daily,0.68034,121,121,0.59690,0.76378
1998,"Rhineland-Palatinate, Saarland",2nd Quintile,Daily,0.73718,147,147,0.66578,0.80858
1998,"Rhineland-Palatinate, Saarland",3rd Quintile,Daily,0.74161,124,124,0.66424,0.81897
1998,"Rhineland-Palatinate, Saarland",4th Quintile,Daily,0.74590,141,141,0.67378,0.81801
1998,"Rhineland-Palatinate, Saarland",5th Quintile,Daily,0.74299,86,86,0.65009,0.83589
1998,Baden-Wuerttemberg,1st Quintile,Daily,0.61616,300,300,0.56104,0.67129
1998,Baden-Wuerttemberg,2nd Quintile,Daily,0.62270,276,276,0.56541,0.67998
1998,Baden-Wuerttemberg,3rd Quintile,Daily,0.69808,250,283,0.64449,0.75166
1998,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.08500,33,283,0.05245,0.11755
1998,Baden-Wuerttemberg,4th Quintile,Daily,0.72450,281,313,0.67493,0.77408
1998,Baden-Wuerttemberg,4th Quintile,At least once per week,0.06654,32,313,0.03889,0.09420
1998,Baden-Wuerttemberg,5th Quintile,Daily,0.66284,246,293,0.60862,0.71706
1998,Baden-Wuerttemberg,5th Quintile,At least once per week,0.15281,47,293,0.11154,0.19408
1998,Bavaria,1st Quintile,Daily,0.62495,189,189,0.55575,0.69416
1998,Bavaria,2nd Quintile,Daily,0.61763,236,236,0.55550,0.67976
1998,Bavaria,3rd Quintile,Daily,0.69182,280,312,0.64050,0.74314
1998,Bavaria,3rd Quintile,At least once per week,0.05895,32,312,0.03277,0.08513
1998,Bavaria,4th Quintile,Daily,0.76405,317,361,0.72019,0.80791
1998,Bavaria,4th Quintile,At least once per week,0.09364,44,361,0.06355,0.12374
1998,Bavaria,5th Quintile,Daily,0.69602,277,351,0.64783,0.74421
1998,Bavaria,5th Quintile,At least once per week,0.15463,74,351,0.11675,0.19251
1998,Berlin,1st Quintile,Daily,0.68252,66,66,0.56935,0.79569
1998,Berlin,2nd Quintile,Daily,0.62434,59,59,0.49970,0.74898
1998,Berlin,3rd Quintile,Daily,0.65768,80,80,0.55305,0.76231
1998,Berlin,4th Quintile,Daily,0.68906,87,87,0.59123,0.78689
1998,Berlin,5th Quintile,Daily,0.74065,80,80,0.64400,0.83729
1998,Brandenburg,1st Quintile,Daily,0.72765,91,91,0.63567,0.81962
1998,Brandenburg,2nd Quintile,Daily,0.72174,130,130,0.64440,0.79907
1998,Brandenburg,3rd Quintile,Daily,0.79464,134,134,0.72598,0.86329
1998,Brandenburg,4th Quintile,Daily,0.77973,94,94,0.69550,0.86396
1998,Brandenburg,5th Quintile,Daily,0.69100,67,67,0.57952,0.80248
1998,Mecklenburg-Western Pomerania,1st Quintile,Daily,0.66468,54,54,0.53758,0.79178
1998,Mecklenburg-Western Pomerania,2nd Quintile,Daily,0.76098,84,84,0.66923,0.85274
1998,Mecklenburg-Western Pomerania,3rd Quintile,Daily,0.78639,78,78,0.69485,0.87794
1998,Mecklenburg-Western Pomerania,4th Quintile,Daily,0.73502,70,70,0.63089,0.83916
1998,Mecklenburg-Western Pomerania,5th Quintile,Daily,0.69829,39,39,0.55235,0.84423
1998,Saxony,1st Quintile,Daily,0.68392,163,163,0.61232,0.75551
1998,Saxony,2nd Quintile,Daily,0.74887,249,249,0.69490,0.80285
1998,Saxony,3rd Quintile,Daily,0.77618,273,273,0.72665,0.82572
1998,Saxony,4th Quintile,Daily,0.72789,160,160,0.65871,0.79707
1998,Saxony,5th Quintile,Daily,0.71364,74,74,0.60993,0.81734
1998,Saxony-Anhalt,1st Quintile,Daily,0.76713,120,120,0.69119,0.84307
1998,Saxony-Anhalt,2nd Quintile,Daily,0.78541,118,118,0.71102,0.85980
1998,Saxony-Anhalt,3rd Quintile,Daily,0.84488,165,165,0.78947,0.90029
1998,Saxony-Anhalt,4th Quintile,Daily,0.76229,103,103,0.67967,0.84490
1998,Saxony-Anhalt,5th Quintile,Daily,0.77280,57,57,0.66306,0.88255
1998,Thuringa,1st Quintile,Daily,0.65320,120,120,0.56769,0.73872
1998,Thuringa,2nd Quintile,Daily,0.72495,136,136,0.64963,0.80028
1998,Thuringa,3rd Quintile,Daily,0.79806,143,143,0.73204,0.86409
1998,Thuringa,4th Quintile,Daily,0.75191,132,132,0.67795,0.82587
1998,Thuringa,5th Quintile,Daily,0.75758,62,62,0.65003,0.86512
2003,Schleswig-Holstein,1st Quintile,Daily,0.68067,76,76,0.57516,0.78619
2003,Schleswig-Holstein,2nd Quintile,Daily,0.62083,82,82,0.51517,0.72649
2003,Schleswig-Holstein,3rd Quintile,Daily,0.72344,110,110,0.63946,0.80741
2003,Schleswig-Holstein,4th Quintile,Daily,0.82268,109,109,0.75065,0.89472
2003,Schleswig-Holstein,5th Quintile,Daily,0.67356,172,221,0.61160,0.73553
2003,Schleswig-Holstein,5th Quintile,At least once per week,0.15550,49,221,0.10761,0.20338
2003,Hamburg,1st Quintile,Daily,0.88728,35,35,0.78097,0.99358
2003,Hamburg,2nd Quintile,Daily,0.87900,40,40,0.77664,0.98135
2003,Hamburg,3rd Quintile,Daily,0.64509,32,32,0.47665,0.81353
2003,Hamburg,4th Quintile,Daily,0.61665,46,46,0.47460,0.75871
2003,Hamburg,5th Quintile,Daily,0.68943,91,91,0.59383,0.78503
2003,Lower Saxony,1st Quintile,Daily,0.61332,221,252,0.55308,0.67357
2003,Lower Saxony,1st Quintile,At least once per week,0.09736,31,252,0.06069,0.13404
2003,Lower Saxony,2nd Quintile,Daily,0.71854,266,266,0.66440,0.77269
2003,Lower Saxony,3rd Quintile,Daily,0.73765,282,282,0.68622,0.78909
2003,Lower Saxony,4th Quintile,Daily,0.70797,349,397,0.66318,0.75275
2003,Lower Saxony,4th Quintile,At least once per week,0.10421,48,397,0.07412,0.13430
2003,Lower Saxony,5th Quintile,Daily,0.77458,502,567,0.74015,0.80901
2003,Lower Saxony,5th Quintile,At least once per week,0.09127,65,567,0.06755,0.11500
2003,Bremen,1st Quintile,Daily,0.71942,36,36,0.57058,0.86827
2003,Bremen,5th Quintile,Daily,0.88981,46,46,0.79833,0.98130
2003,North Rhine-Westphalia,1st Quintile,Daily,0.71040,630,672,0.67608,0.74472
2003,North Rhine-Westphalia,1st Quintile,At least once per week,0.04943,42,672,0.03303,0.06583
2003,North Rhine-Westphalia,2nd Quintile,Daily,0.73492,742,786,0.70405,0.76580
2003,North Rhine-Westphalia,2nd Quintile,At least once per week,0.03824,44,786,0.02482,0.05166
2003,North Rhine-Westphalia,3rd Quintile,Daily,0.68659,658,733,0.65299,0.72020
2003,North Rhine-Westphalia,3rd Quintile,At least once per week,0.08420,75,733,0.06408,0.10431
2003,North Rhine-Westphalia,4th Quintile,Daily,0.73662,804,896,0.70776,0.76548
2003,North Rhine-Westphalia,4th Quintile,At least once per week,0.09519,92,896,0.07596,0.11442
2003,North Rhine-Westphalia,5th Quintile,Daily,0.76770,1241,1434,0.74584,0.78957
2003,North Rhine-Westphalia,5th Quintile,At least once per week,0.10673,193,1434,0.09074,0.12272
2003,Hesse,1st Quintile,Daily,0.64347,176,176,0.57251,0.71444
2003,Hesse,2nd Quintile,Daily,0.67161,161,161,0.59884,0.74438
2003,Hesse,3rd Quintile,Daily,0.72148,220,220,0.66211,0.78085
2003,Hesse,4th Quintile,Daily,0.72583,259,259,0.67139,0.78026
2003,Hesse,5th Quintile,Daily,0.71008,456,538,0.67170,0.74845
2003,Hesse,5th Quintile,At least once per week,0.12974,82,538,0.10132,0.15816
2003,"Rhineland-Palatinate, Saarland",1st Quintile,Daily,0.70557,229,229,0.64641,0.76473
2003,"Rhineland-Palatinate, Saarland",2nd Quintile,Daily,0.71499,207,207,0.65335,0.77664
2003,"Rhineland-Palatinate, Saarland",3rd Quintile,Daily,0.74140,223,223,0.68380,0.79900
2003,"Rhineland-Palatinate, Saarland",4th Quintile,Daily,0.76535,255,255,0.71324,0.81747
2003,"Rhineland-Palatinate, Saarland",5th Quintile,Daily,0.74390,285,323,0.69622,0.79157
2003,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.08459,38,323,0.05420,0.11499
2003,Baden-Wuerttemberg,1st Quintile,Daily,0.66162,303,303,0.60826,0.71499
2003,Baden-Wuerttemberg,2nd Quintile,Daily,0.65301,323,323,0.60102,0.70500
2003,Baden-Wuerttemberg,3rd Quintile,Daily,0.64265,432,478,0.59964,0.68566
2003,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.06721,46,478,0.04474,0.08968
2003,Baden-Wuerttemberg,4th Quintile,Daily,0.74400,505,563,0.70791,0.78008
2003,Baden-Wuerttemberg,4th Quintile,At least once per week,0.07668,58,563,0.05468,0.09868
2003,Baden-Wuerttemberg,5th Quintile,Daily,0.73627,716,848,0.70660,0.76595
2003,Baden-Wuerttemberg,5th Quintile,At least once per week,0.12424,132,848,0.10202,0.14645
2003,Bavaria,1st Quintile,Daily,0.70966,308,308,0.65888,0.76044
2003,Bavaria,2nd Quintile,Daily,0.71034,394,430,0.66741,0.75326
2003,Bavaria,2nd Quintile,At least once per week,0.05143,36,430,0.03053,0.07233
2003,Bavaria,3rd Quintile,Daily,0.67321,473,518,0.63278,0.71364
2003,Bavaria,3rd Quintile,At least once per week,0.07486,45,518,0.05217,0.09754
2003,Bavaria,4th Quintile,Daily,0.70111,557,639,0.66559,0.73663
2003,Bavaria,4th Quintile,At least once per week,0.09799,82,639,0.07492,0.12106
2003,Bavaria,5th Quintile,Daily,0.69521,837,1070,0.66762,0.72281
2003,Bavaria,5th Quintile,At least once per week,0.14041,199,1070,0.11959,0.16124
2003,Bavaria,5th Quintile,Seldom,0.03546,34,1070,0.02437,0.04655
2003,Berlin,1st Quintile,Daily,0.61117,131,131,0.52737,0.69497
2003,Berlin,2nd Quintile,Daily,0.69845,111,111,0.61269,0.78422
2003,Berlin,3rd Quintile,Daily,0.76823,138,138,0.69757,0.83889
2003,Berlin,4th Quintile,Daily,0.69696,123,123,0.61541,0.77851
2003,Berlin,5th Quintile,Daily,0.72702,187,187,0.66300,0.79105
2003,Brandenburg,1st Quintile,Daily,0.72139,145,145,0.64816,0.79461
2003,Brandenburg,2nd Quintile,Daily,0.75820,187,187,0.69666,0.81973
2003,Brandenburg,3rd Quintile,Daily,0.82491,201,201,0.77224,0.87758
2003,Brandenburg,4th Quintile,Daily,0.79972,186,186,0.74205,0.85739
2003,Brandenburg,5th Quintile,Daily,0.76583,117,117,0.68876,0.84289
2003,Mecklenburg-Western Pomerania,1st Quintile,Daily,0.76272,95,95,0.67672,0.84872
2003,Mecklenburg-Western Pomerania,2nd Quintile,Daily,0.78974,133,133,0.72023,0.85926
2003,Mecklenburg-Western Pomerania,3rd Quintile,Daily,0.80370,87,87,0.71975,0.88765
2003,Mecklenburg-Western Pomerania,4th Quintile,Daily,0.77206,58,58,0.66315,0.88096
2003,Mecklenburg-Western Pomerania,5th Quintile,Daily,0.73438,86,86,0.64048,0.82827
2003,Saxony,1st Quintile,Daily,0.66046,280,280,0.60489,0.71603
2003,Saxony,2nd Quintile,Daily,0.77386,376,376,0.73152,0.81620
2003,Saxony,3rd Quintile,Daily,0.81285,349,380,0.77358,0.85212
2003,Saxony,3rd Quintile,At least once per week,0.06704,31,380,0.04186,0.09222
2003,Saxony,4th Quintile,Daily,0.74915,216,260,0.69635,0.80194
2003,Saxony,4th Quintile,At least once per week,0.12143,44,260,0.08165,0.16121
2003,Saxony,5th Quintile,Daily,0.76795,172,204,0.70988,0.82602
2003,Saxony,5th Quintile,At least once per week,0.11563,32,204,0.07164,0.15962
2003,Saxony-Anhalt,1st Quintile,Daily,0.77068,160,160,0.70534,0.83603
2003,Saxony-Anhalt,2nd Quintile,Daily,0.83049,212,212,0.77986,0.88111
2003,Saxony-Anhalt,3rd Quintile,Daily,0.83637,192,192,0.78390,0.88883
2003,Saxony-Anhalt,4th Quintile,Daily,0.79755,177,177,0.73818,0.85691
2003,Saxony-Anhalt,5th Quintile,Daily,0.83501,112,112,0.76596,0.90406
2003,Thuringa,1st Quintile,Daily,0.75542,177,177,0.69192,0.81893
2003,Thuringa,2nd Quintile,Daily,0.83277,234,234,0.78486,0.88069
2003,Thuringa,3rd Quintile,Daily,0.83182,171,171,0.77559,0.88805
2003,Thuringa,4th Quintile,Daily,0.77445,154,154,0.70822,0.84067
2003,Thuringa,5th Quintile,Daily,0.65023,111,111,0.56111,0.73936
2008,Schleswig-Holstein,1st Quintile,Daily,0.47147,69,69,0.35282,0.59012
2008,Schleswig-Holstein,2nd Quintile,Daily,0.72792,68,68,0.62136,0.83449
2008,Schleswig-Holstein,3rd Quintile,Daily,0.79721,100,100,0.71800,0.87641
2008,Schleswig-Holstein,4th Quintile,Daily,0.62959,92,92,0.53037,0.72881
2008,Schleswig-Holstein,5th Quintile,Daily,0.66985,110,110,0.58157,0.75814
