year,bula_h,migback,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Bavaria,Indirect migration background,Daily,0.20750,38,38,0.07683,0.33817
1990,Berlin,No migration background,Daily,0.43681,175,175,0.36311,0.51051
1990,Berlin,Direct migration background,Daily,0.64203,78,78,0.53495,0.74911
1995,Schleswig-Holstein,No migration background,Daily,0.61418,186,231,0.55127,0.67710
1995,Schleswig-Holstein,No migration background,At least once per week,0.13659,45,231,0.09221,0.18097
1995,Hamburg,No migration background,Daily,0.70540,80,80,0.60487,0.80592
1995,Lower Saxony,No migration background,Daily,0.69293,673,760,0.66011,0.72574
1995,Lower Saxony,No migration background,At least once per week,0.08573,87,760,0.06582,0.10565
1995,Lower Saxony,Direct migration background,Daily,0.74820,185,185,0.68549,0.81092
1995,Bremen,No migration background,Daily,0.82275,61,61,0.72612,0.91938
1995,North Rhine-Westphalia,No migration background,Daily,0.70959,1472,1696,0.68797,0.73120
1995,North Rhine-Westphalia,No migration background,At least once per week,0.07940,184,1696,0.06653,0.09227
1995,North Rhine-Westphalia,No migration background,Seldom,0.01646,40,1696,0.01040,0.02251
1995,North Rhine-Westphalia,Direct migration background,Daily,0.79177,597,653,0.76060,0.82294
1995,North Rhine-Westphalia,Direct migration background,At least once per week,0.08662,56,653,0.06503,0.10821
1995,North Rhine-Westphalia,Indirect migration background,Daily,0.29462,125,125,0.21438,0.37486
1995,Hesse,No migration background,Daily,0.72230,480,541,0.68452,0.76007
1995,Hesse,No migration background,At least once per week,0.08345,61,541,0.06012,0.10678
1995,Hesse,Direct migration background,Daily,0.80210,261,304,0.75724,0.84696
1995,Hesse,Direct migration background,At least once per week,0.09337,43,304,0.06061,0.12613
1995,Hesse,Indirect migration background,Daily,0.21811,40,40,0.08850,0.34772
1995,"Rhineland-Palatinate, Saarland",No migration background,Daily,0.66255,413,483,0.62034,0.70476
1995,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.10994,70,483,0.08201,0.13786
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Daily,0.77692,166,166,0.71340,0.84045
1995,Baden-Wuerttemberg,No migration background,Daily,0.65275,779,964,0.62268,0.68282
1995,Baden-Wuerttemberg,No migration background,At least once per week,0.11674,151,964,0.09646,0.13702
1995,Baden-Wuerttemberg,No migration background,Seldom,0.03140,34,964,0.02038,0.04241
1995,Baden-Wuerttemberg,Direct migration background,Daily,0.82304,604,644,0.79354,0.85253
1995,Baden-Wuerttemberg,Direct migration background,At least once per week,0.07203,40,644,0.05204,0.09201
1995,Baden-Wuerttemberg,Indirect migration background,Daily,0.22815,104,104,0.14711,0.30920
1995,Bavaria,No migration background,Daily,0.65353,946,1175,0.62631,0.68075
1995,Bavaria,No migration background,At least once per week,0.12022,193,1175,0.10161,0.13882
1995,Bavaria,No migration background,Seldom,0.02909,36,1175,0.01948,0.03870
1995,Bavaria,Direct migration background,Daily,0.79340,324,374,0.75232,0.83449
1995,Bavaria,Direct migration background,At least once per week,0.12190,50,374,0.08870,0.15511
1995,Bavaria,Indirect migration background,Daily,0.30852,58,58,0.18861,0.42843
1995,Berlin,No migration background,Daily,0.68718,368,429,0.64325,0.73110
1995,Berlin,No migration background,At least once per week,0.12785,61,429,0.09621,0.15948
1995,Berlin,Direct migration background,Daily,0.80749,84,84,0.72267,0.89231
1995,Brandenburg,No migration background,Daily,0.71331,491,532,0.67484,0.75177
1995,Brandenburg,No migration background,At least once per week,0.06580,41,532,0.04471,0.08689
1995,Mecklenburg-Western Pomerania,No migration background,Daily,0.73145,355,355,0.68528,0.77762
1995,Saxony,No migration background,Daily,0.71852,894,1016,0.69085,0.74619
1995,Saxony,No migration background,At least once per week,0.07842,122,1016,0.06188,0.09496
1995,Saxony,Direct migration background,Daily,0.90625,38,38,0.81232,1.00017
1995,Saxony-Anhalt,No migration background,Daily,0.77210,585,632,0.73937,0.80483
1995,Saxony-Anhalt,No migration background,At least once per week,0.05004,47,632,0.03303,0.06705
1995,Saxony-Anhalt,Direct migration background,Daily,0.97503,32,32,0.92011,1.02996
1995,Thuringa,No migration background,Daily,0.72908,558,598,0.69342,0.76473
1995,Thuringa,No migration background,At least once per week,0.04600,40,598,0.02920,0.06280
1998,Schleswig-Holstein,No migration background,Daily,0.61257,230,296,0.55697,0.66816
1998,Schleswig-Holstein,No migration background,At least once per week,0.14971,66,296,0.10899,0.19042
1998,Hamburg,No migration background,Daily,0.70872,101,101,0.61966,0.79777
1998,Lower Saxony,No migration background,Daily,0.67810,793,940,0.64822,0.70798
1998,Lower Saxony,No migration background,At least once per week,0.09852,114,940,0.07946,0.11758
1998,Lower Saxony,No migration background,Seldom,0.02911,33,940,0.01836,0.03986
1998,Lower Saxony,Direct migration background,Daily,0.72357,157,157,0.65339,0.79375
1998,Lower Saxony,Indirect migration background,Daily,0.27853,37,37,0.13209,0.42497
1998,Bremen,No migration background,Daily,0.78132,66,66,0.68083,0.88181
1998,North Rhine-Westphalia,No migration background,Daily,0.72248,1788,2022,0.70296,0.74200
1998,North Rhine-Westphalia,No migration background,At least once per week,0.07834,197,2022,0.06662,0.09005
1998,North Rhine-Westphalia,No migration background,Seldom,0.01469,37,2022,0.00944,0.01994
1998,North Rhine-Westphalia,Direct migration background,Daily,0.80686,537,572,0.77448,0.83924
1998,North Rhine-Westphalia,Direct migration background,At least once per week,0.07130,35,572,0.05020,0.09241
1998,North Rhine-Westphalia,Indirect migration background,Daily,0.36095,142,142,0.28168,0.44023
1998,Hesse,No migration background,Daily,0.71670,525,587,0.68022,0.75319
1998,Hesse,No migration background,At least once per week,0.08251,62,587,0.06023,0.10479
1998,Hesse,Direct migration background,Daily,0.84533,229,229,0.79840,0.89227
1998,Hesse,Indirect migration background,Daily,0.29936,44,44,0.16247,0.43625
1998,"Rhineland-Palatinate, Saarland",No migration background,Daily,0.74673,539,594,0.71173,0.78173
1998,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.07299,55,594,0.05206,0.09393
1998,"Rhineland-Palatinate, Saarland",Direct migration background,Daily,0.79798,151,151,0.73373,0.86224
1998,Baden-Wuerttemberg,No migration background,Daily,0.64989,856,1038,0.62086,0.67893
1998,Baden-Wuerttemberg,No migration background,At least once per week,0.10980,143,1038,0.09077,0.12882
1998,Baden-Wuerttemberg,No migration background,Seldom,0.03196,39,1038,0.02125,0.04266
1998,Baden-Wuerttemberg,Direct migration background,Daily,0.85016,530,569,0.82081,0.87951
1998,Baden-Wuerttemberg,Direct migration background,At least once per week,0.07539,39,569,0.05368,0.09710
1998,Baden-Wuerttemberg,Indirect migration background,Daily,0.34563,137,137,0.26570,0.42556
1998,Bavaria,No migration background,Daily,0.67271,1153,1395,0.64807,0.69734
1998,Bavaria,No migration background,At least once per week,0.10961,210,1395,0.09321,0.12601
1998,Bavaria,No migration background,Seldom,0.02177,32,1395,0.01411,0.02943
1998,Bavaria,Direct migration background,Daily,0.81258,301,301,0.76842,0.85674
1998,Bavaria,Indirect migration background,Daily,0.30781,66,66,0.19559,0.42002
1998,Berlin,No migration background,Daily,0.71828,374,424,0.67541,0.76115
1998,Berlin,No migration background,At least once per week,0.09991,50,424,0.07133,0.12848
1998,Berlin,Direct migration background,Daily,0.62145,39,39,0.46724,0.77567
1998,Brandenburg,No migration background,Daily,0.74677,527,575,0.71120,0.78235
1998,Brandenburg,No migration background,At least once per week,0.06802,48,575,0.04742,0.08862
1998,Mecklenburg-Western Pomerania,No migration background,Daily,0.72478,346,346,0.67765,0.77191
1998,Saxony,No migration background,Daily,0.73667,990,1102,0.71065,0.76269
1998,Saxony,No migration background,At least once per week,0.07229,112,1102,0.05699,0.08759
1998,Saxony,Direct migration background,Daily,0.94914,32,32,0.87180,1.02649
1998,Saxony-Anhalt,No migration background,Daily,0.78451,586,631,0.75240,0.81662
1998,Saxony-Anhalt,No migration background,At least once per week,0.05063,45,631,0.03351,0.06775
1998,Thuringa,No migration background,Daily,0.72098,621,675,0.68712,0.75484
1998,Thuringa,No migration background,At least once per week,0.05275,54,675,0.03588,0.06963
2003,Schleswig-Holstein,No migration background,Daily,0.72916,488,570,0.69264,0.76567
2003,Schleswig-Holstein,No migration background,At least once per week,0.09044,82,570,0.06688,0.11401
2003,Schleswig-Holstein,Direct migration background,Daily,0.71282,53,53,0.58984,0.83579
2003,Hamburg,No migration background,Daily,0.75526,219,250,0.70186,0.80866
2003,Hamburg,No migration background,At least once per week,0.10289,31,250,0.06515,0.14063
2003,Lower Saxony,No migration background,Daily,0.73629,1420,1582,0.71457,0.75801
2003,Lower Saxony,No migration background,At least once per week,0.07770,162,1582,0.06450,0.09089
2003,Lower Saxony,Direct migration background,Daily,0.78924,166,166,0.72701,0.85147
2003,Lower Saxony,Indirect migration background,Daily,0.20887,34,34,0.07018,0.34757
2003,Bremen,No migration background,Daily,0.78861,126,126,0.71703,0.86019
2003,North Rhine-Westphalia,No migration background,Daily,0.74085,3254,3672,0.72668,0.75502
2003,North Rhine-Westphalia,No migration background,At least once per week,0.07692,373,3672,0.06830,0.08553
2003,North Rhine-Westphalia,No migration background,Seldom,0.00980,45,3672,0.00661,0.01299
2003,North Rhine-Westphalia,Direct migration background,Daily,0.82983,634,683,0.80163,0.85803
2003,North Rhine-Westphalia,Direct migration background,At least once per week,0.06837,49,683,0.04943,0.08731
2003,North Rhine-Westphalia,Indirect migration background,Daily,0.39238,190,190,0.32277,0.46200
2003,Hesse,No migration background,Daily,0.71449,998,1132,0.68816,0.74081
2003,Hesse,No migration background,At least once per week,0.08927,134,1132,0.07265,0.10589
2003,Hesse,Direct migration background,Daily,0.83300,226,226,0.78426,0.88174
2003,Hesse,Indirect migration background,Daily,0.29873,49,49,0.16925,0.42822
2003,"Rhineland-Palatinate, Saarland",No migration background,Daily,0.75134,987,1071,0.72544,0.77724
2003,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.05665,84,1071,0.04280,0.07051
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Daily,0.87708,177,177,0.82857,0.92559
2003,"Rhineland-Palatinate, Saarland",Indirect migration background,Daily,0.33120,35,35,0.17299,0.48940
2003,Baden-Wuerttemberg,No migration background,Daily,0.70770,1602,1861,0.68703,0.72837
2003,Baden-Wuerttemberg,No migration background,At least once per week,0.08306,221,1861,0.07052,0.09561
2003,Baden-Wuerttemberg,No migration background,Seldom,0.01463,38,1861,0.00918,0.02009
2003,Baden-Wuerttemberg,Direct migration background,Daily,0.81513,511,556,0.78283,0.84743
2003,Baden-Wuerttemberg,Direct migration background,At least once per week,0.06844,45,556,0.04744,0.08945
2003,Baden-Wuerttemberg,Indirect migration background,Daily,0.36414,166,166,0.29072,0.43756
2003,Bavaria,No migration background,Daily,0.70772,2141,2574,0.69015,0.72530
2003,Bavaria,No migration background,At least once per week,0.08909,332,2574,0.07808,0.10010
2003,Bavaria,No migration background,Seldom,0.01730,53,2574,0.01226,0.02234
2003,Bavaria,No migration background,Never,0.02031,48,2574,0.01486,0.02576
2003,Bavaria,Direct migration background,Daily,0.81509,337,376,0.77579,0.85438
2003,Bavaria,Direct migration background,At least once per week,0.11098,39,376,0.07919,0.14277
2003,Bavaria,Indirect migration background,Daily,0.33780,91,91,0.24008,0.43551
2003,Berlin,No migration background,Daily,0.72829,604,667,0.69451,0.76208
2003,Berlin,No migration background,At least once per week,0.07680,63,667,0.05657,0.09702
2003,Berlin,Direct migration background,Daily,0.81513,57,57,0.71345,0.91680
2003,Brandenburg,No migration background,Daily,0.78391,824,891,0.75687,0.81095
2003,Brandenburg,No migration background,At least once per week,0.06022,67,891,0.04459,0.07585
2003,Mecklenburg-Western Pomerania,No migration background,Daily,0.77449,444,489,0.73741,0.81157
2003,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.06943,45,489,0.04688,0.09199
2003,Saxony,No migration background,Daily,0.75163,1363,1522,0.72992,0.77335
2003,Saxony,No migration background,At least once per week,0.07763,159,1522,0.06418,0.09108
2003,Saxony-Anhalt,No migration background,Daily,0.80869,824,878,0.78265,0.83472
2003,Saxony-Anhalt,No migration background,At least once per week,0.03787,54,878,0.02524,0.05051
2003,Thuringa,No migration background,Daily,0.78113,827,888,0.75392,0.80834
2003,Thuringa,No migration background,At least once per week,0.05200,61,888,0.03739,0.06661
2008,Schleswig-Holstein,No migration background,Daily,0.66779,396,473,0.62529,0.71028
2008,Schleswig-Holstein,No migration background,At least once per week,0.13392,77,473,0.10320,0.16464
2008,Schleswig-Holstein,Direct migration background,Daily,0.76204,37,37,0.62294,0.90115
2008,Hamburg,No migration background,Daily,0.77652,206,206,0.71950,0.83355
2008,Lower Saxony,No migration background,Daily,0.72616,1318,1504,0.70362,0.74871
2008,Lower Saxony,No migration background,At least once per week,0.07854,153,1504,0.06494,0.09214
2008,Lower Saxony,No migration background,Seldom,0.02220,33,1504,0.01475,0.02965
2008,Lower Saxony,Direct migration background,Daily,0.86846,121,121,0.80799,0.92894
2008,Lower Saxony,Indirect migration background,Daily,0.29724,41,41,0.15560,0.43887
2008,Bremen,No migration background,Daily,0.79625,105,105,0.71883,0.87366
2008,North Rhine-Westphalia,No migration background,Daily,0.71138,2718,3201,0.69568,0.72708
2008,North Rhine-Westphalia,No migration background,At least once per week,0.09214,359,3201,0.08211,0.10216
2008,North Rhine-Westphalia,No migration background,At least once per month,0.00892,33,3201,0.00566,0.01218
2008,North Rhine-Westphalia,No migration background,Seldom,0.01633,58,3201,0.01194,0.02073
2008,North Rhine-Westphalia,No migration background,Never,0.01000,33,3201,0.00655,0.01345
2008,North Rhine-Westphalia,Direct migration background,Daily,0.85228,447,483,0.82060,0.88396
2008,North Rhine-Westphalia,Direct migration background,At least once per week,0.07320,36,483,0.04995,0.09645
2008,North Rhine-Westphalia,Indirect migration background,Daily,0.43591,162,197,0.36648,0.50533
2008,North Rhine-Westphalia,Indirect migration background,At least once per week,0.09080,35,197,0.05057,0.13103
2008,Hesse,No migration background,Daily,0.65605,846,1015,0.62681,0.68529
2008,Hesse,No migration background,At least once per week,0.13959,169,1015,0.11826,0.16092
2008,Hesse,Direct migration background,Daily,0.85959,160,160,0.80559,0.91359
2008,Hesse,Indirect migration background,Daily,0.32051,47,47,0.18565,0.45537
2008,"Rhineland-Palatinate, Saarland",No migration background,Daily,0.73752,777,866,0.70819,0.76684
2008,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.08818,89,866,0.06928,0.10708
2008,"Rhineland-Palatinate, Saarland",Direct migration background,Daily,0.84985,128,128,0.78773,0.91198
2008,"Rhineland-Palatinate, Saarland",Indirect migration background,Daily,0.39193,44,44,0.24602,0.53785
2008,Baden-Wuerttemberg,No migration background,Daily,0.70358,1452,1709,0.68192,0.72523
2008,Baden-Wuerttemberg,No migration background,At least once per week,0.08526,214,1709,0.07202,0.09851
2008,Baden-Wuerttemberg,No migration background,Seldom,0.02419,43,1709,0.01691,0.03148
2008,Baden-Wuerttemberg,Direct migration background,Daily,0.83996,375,375,0.80281,0.87712
2008,Baden-Wuerttemberg,Indirect migration background,Daily,0.43742,151,151,0.35803,0.51681
2008,Bavaria,No migration background,Daily,0.68895,1877,2305,0.67004,0.70785
2008,Bavaria,No migration background,At least once per week,0.10644,328,2305,0.09385,0.11903
2008,Bavaria,No migration background,At least once per month,0.01037,39,2305,0.00623,0.01451
2008,Bavaria,No migration background,Seldom,0.02065,61,2305,0.01485,0.02646
2008,Bavaria,Direct migration background,Daily,0.79610,237,268,0.74777,0.84443
2008,Bavaria,Direct migration background,At least once per week,0.09987,31,268,0.06390,0.13583
2008,Bavaria,Indirect migration background,Daily,0.43042,99,99,0.33239,0.52845
2008,Berlin,No migration background,Daily,0.67079,478,594,0.63296,0.70861
2008,Berlin,No migration background,At least once per week,0.16377,116,594,0.13399,0.19356
2008,Berlin,Direct migration background,Daily,0.73746,38,38,0.59568,0.87925
2008,Brandenburg,No migration background,Daily,0.74602,686,758,0.71501,0.77703
2008,Brandenburg,No migration background,At least once per week,0.07645,72,758,0.05752,0.09538
2008,Mecklenburg-Western Pomerania,No migration background,Daily,0.78926,420,461,0.75199,0.82653
2008,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.06272,41,461,0.04056,0.08488
2008,Saxony,No migration background,Daily,0.72148,1161,1358,0.69762,0.74533
2008,Saxony,No migration background,At least once per week,0.08896,161,1358,0.07381,0.10410
2008,Saxony,No migration background,Seldom,0.01712,36,1358,0.01022,0.02403
2008,Saxony-Anhalt,No migration background,Daily,0.77951,698,761,0.75004,0.80899
2008,Saxony-Anhalt,No migration background,At least once per week,0.06358,63,761,0.04623,0.08093
2008,Thuringa,No migration background,Daily,0.73475,711,804,0.70421,0.76528
2008,Thuringa,No migration background,At least once per week,0.09133,93,804,0.07141,0.11126
2013,Schleswig-Holstein,No migration background,Daily,0.71102,619,736,0.67825,0.74379
2013,Schleswig-Holstein,No migration background,At least once per week,0.08761,117,736,0.06717,0.10805
2013,Schleswig-Holstein,Direct migration background,Daily,0.41298,71,71,0.29763,0.52832
2013,Hamburg,No migration background,Daily,0.62799,236,308,0.57392,0.68206
2013,Hamburg,No migration background,At least once per week,0.19321,72,308,0.14905,0.23738
2013,Hamburg,Direct migration background,Daily,0.28517,37,37,0.13768,0.43266
2013,Lower Saxony,No migration background,Daily,0.68554,1709,2106,0.66570,0.70537
2013,Lower Saxony,No migration background,At least once per week,0.10683,289,2106,0.09363,0.12002
2013,Lower Saxony,No migration background,At least once per month,0.01305,37,2106,0.00820,0.01790
2013,Lower Saxony,No migration background,Seldom,0.01977,71,2106,0.01382,0.02572
2013,Lower Saxony,Direct migration background,Daily,0.45722,190,228,0.39242,0.52203
2013,Lower Saxony,Direct migration background,At least once per week,0.03562,38,228,0.01151,0.05972
2013,Lower Saxony,Indirect migration background,Daily,0.16498,54,54,0.06506,0.26491
2013,Bremen,No migration background,Daily,0.61498,103,103,0.52054,0.70941
2013,North Rhine-Westphalia,No migration background,Daily,0.69468,3177,3990,0.68039,0.70897
2013,North Rhine-Westphalia,No migration background,At least once per week,0.10808,597,3990,0.09844,0.11771
2013,North Rhine-Westphalia,No migration background,At least once per month,0.01418,83,3990,0.01051,0.01785
2013,North Rhine-Westphalia,No migration background,Seldom,0.01787,97,3990,0.01376,0.02198
2013,North Rhine-Westphalia,No migration background,Never,0.00669,36,3990,0.00416,0.00922
2013,North Rhine-Westphalia,Direct migration background,Daily,0.43994,637,745,0.40427,0.47561
2013,North Rhine-Westphalia,Direct migration background,At least once per week,0.06196,108,745,0.04464,0.07928
2013,North Rhine-Westphalia,Indirect migration background,Daily,0.17930,222,281,0.13437,0.22423
2013,North Rhine-Westphalia,Indirect migration background,At least once per week,0.05392,59,281,0.02747,0.08038
2013,Hesse,No migration background,Daily,0.65007,1036,1315,0.62428,0.67585
2013,Hesse,No migration background,At least once per week,0.13733,247,1315,0.11872,0.15594
2013,Hesse,No migration background,Seldom,0.02423,32,1315,0.01591,0.03254
2013,Hesse,Direct migration background,Daily,0.51751,226,263,0.45701,0.57802
2013,Hesse,Direct migration background,At least once per week,0.05830,37,263,0.02993,0.08667
2013,Hesse,Indirect migration background,Daily,0.18308,83,83,0.09937,0.26679
2013,"Rhineland-Palatinate, Saarland",No migration background,Daily,0.66628,937,1121,0.63866,0.69389
2013,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.11220,151,1121,0.09372,0.13069
2013,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.02010,33,1121,0.01188,0.02832
2013,"Rhineland-Palatinate, Saarland",Direct migration background,Daily,0.48290,140,140,0.39983,0.56598
2013,"Rhineland-Palatinate, Saarland",Indirect migration background,Daily,0.22230,49,49,0.10467,0.33993
2013,Baden-Wuerttemberg,No migration background,Daily,0.65183,1781,2318,0.63243,0.67123
2013,Baden-Wuerttemberg,No migration background,At least once per week,0.12829,414,2318,0.11468,0.14191
2013,Baden-Wuerttemberg,No migration background,At least once per month,0.02408,53,2318,0.01784,0.03032
2013,Baden-Wuerttemberg,No migration background,Seldom,0.02172,70,2318,0.01579,0.02766
2013,Baden-Wuerttemberg,Direct migration background,Daily,0.46014,333,423,0.41259,0.50770
2013,Baden-Wuerttemberg,Direct migration background,At least once per week,0.08377,90,423,0.05734,0.11021
2013,Baden-Wuerttemberg,Indirect migration background,Daily,0.17757,131,187,0.12265,0.23249
2013,Baden-Wuerttemberg,Indirect migration background,At least once per week,0.05797,56,187,0.02439,0.09156
2013,Bavaria,No migration background,Daily,0.65596,2556,3352,0.63988,0.67205
2013,Bavaria,No migration background,At least once per week,0.13101,557,3352,0.11958,0.14243
2013,Bavaria,No migration background,At least once per month,0.02211,94,3352,0.01713,0.02709
2013,Bavaria,No migration background,Seldom,0.02199,109,3352,0.01703,0.02696
2013,Bavaria,No migration background,Never,0.01054,36,3352,0.00709,0.01400
2013,Bavaria,Direct migration background,Daily,0.41277,351,432,0.36629,0.45925
2013,Bavaria,Direct migration background,At least once per week,0.11540,81,432,0.08524,0.14557
2013,Bavaria,Indirect migration background,Daily,0.22214,136,174,0.16020,0.28409
2013,Bavaria,Indirect migration background,At least once per week,0.07741,38,174,0.03759,0.11723
2013,Berlin,No migration background,Daily,0.64212,648,829,0.60946,0.67477
2013,Berlin,No migration background,At least once per week,0.15314,146,829,0.12861,0.17767
2013,Berlin,No migration background,Seldom,0.03621,35,829,0.02349,0.04894
2013,Berlin,Direct migration background,Daily,0.21326,47,47,0.09489,0.33163
2013,Brandenburg,No migration background,Daily,0.69754,783,941,0.66818,0.72690
2013,Brandenburg,No migration background,At least once per week,0.09785,119,941,0.07886,0.11684
2013,Brandenburg,No migration background,Seldom,0.03805,39,941,0.02582,0.05028
2013,Brandenburg,Direct migration background,Daily,0.22921,31,31,0.07880,0.37962
2013,Mecklenburg-Western Pomerania,No migration background,Daily,0.71277,476,535,0.67439,0.75115
2013,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.09027,59,535,0.06596,0.11458
2013,Saxony,No migration background,Daily,0.67310,1256,1627,0.65030,0.69590
2013,Saxony,No migration background,At least once per week,0.12595,275,1627,0.10982,0.14207
2013,Saxony,No migration background,At least once per month,0.01742,38,1627,0.01106,0.02378
2013,Saxony,No migration background,Seldom,0.02832,58,1627,0.02026,0.03639
2013,Saxony,Direct migration background,Daily,0.44802,38,38,0.28778,0.60826
2013,Saxony-Anhalt,No migration background,Daily,0.70435,770,899,0.67450,0.73420
2013,Saxony-Anhalt,No migration background,At least once per week,0.10479,98,899,0.08476,0.12482
2013,Saxony-Anhalt,No migration background,Seldom,0.02765,31,899,0.01693,0.03838
2013,Thuringa,No migration background,Daily,0.71160,784,918,0.68228,0.74092
2013,Thuringa,No migration background,At least once per week,0.11146,134,918,0.09109,0.13183
2019,Schleswig-Holstein,No migration background,Daily,0.66029,618,739,0.62612,0.69446
2019,Schleswig-Holstein,No migration background,At least once per week,0.11578,121,739,0.09270,0.13887
2019,Schleswig-Holstein,Direct migration background,Daily,0.60736,106,106,0.51395,0.70077
2019,Schleswig-Holstein,Indirect migration background,Daily,0.26753,32,32,0.11170,0.42337
2019,Hamburg,No migration background,Daily,0.64530,265,348,0.59496,0.69564
2019,Hamburg,No migration background,At least once per week,0.15443,83,348,0.11641,0.19245
2019,Hamburg,Direct migration background,Daily,0.75846,89,89,0.66904,0.84789
2019,Hamburg,Indirect migration background,Daily,0.31794,38,38,0.16789,0.46799
2019,Lower Saxony,No migration background,Daily,0.68725,1574,1962,0.66673,0.70777
2019,Lower Saxony,No migration background,At least once per week,0.12491,291,1962,0.11028,0.13955
2019,Lower Saxony,No migration background,At least once per month,0.01888,41,1962,0.01286,0.02491
2019,Lower Saxony,No migration background,Seldom,0.01924,56,1962,0.01316,0.02532
2019,Lower Saxony,Direct migration background,Daily,0.63223,270,345,0.58127,0.68319
2019,Lower Saxony,Direct migration background,At least once per week,0.18917,75,345,0.14779,0.23056
2019,Lower Saxony,Indirect migration background,Daily,0.26760,68,68,0.16159,0.37361
2019,Bremen,No migration background,Daily,0.68555,106,138,0.60780,0.76330
2019,Bremen,No migration background,At least once per week,0.18718,32,138,0.12186,0.25250
2019,Bremen,Direct migration background,Daily,0.69220,44,44,0.55423,0.83016
2019,North Rhine-Westphalia,No migration background,Daily,0.68951,2942,3815,0.67482,0.70419
2019,North Rhine-Westphalia,No migration background,At least once per week,0.12734,621,3815,0.11676,0.13792
2019,North Rhine-Westphalia,No migration background,At least once per month,0.01872,72,3815,0.01442,0.02302
2019,North Rhine-Westphalia,No migration background,Seldom,0.02425,140,3815,0.01937,0.02914
2019,North Rhine-Westphalia,No migration background,Never,0.01121,40,3815,0.00787,0.01455
2019,North Rhine-Westphalia,Direct migration background,Daily,0.71261,837,1092,0.68575,0.73946
2019,North Rhine-Westphalia,Direct migration background,At least once per week,0.10804,161,1092,0.08962,0.12646
