"pli0083","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Seltener","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1991","AkademikerIn","Westdeutschland","","","",""
"Seltener","1991","AkademikerIn","Ostdeutschland","","","",""
"Nie","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1991","Hauptschule","Westdeutschland","","","",""
"Nie","1991","Hauptschule","Ostdeutschland","","","",""
"Nie","1991","Realschule","Westdeutschland","","","",""
"Nie","1991","Realschule","Ostdeutschland","","","",""
"Nie","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1991","AkademikerIn","Westdeutschland","","","",""
"Nie","1991","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","1992","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1992","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1992","Hauptschule","Westdeutschland","","","",""
"Taeglich","1992","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1992","Realschule","Westdeutschland","","","",""
"Taeglich","1992","Realschule","Ostdeutschland","","","",""
"Taeglich","1992","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1992","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1992","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1992","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1992","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1992","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1992","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1992","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1992","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1992","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1992","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1992","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1992","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1992","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1992","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1992","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1992","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1992","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1992","Hauptschule","Westdeutschland","","","",""
"Seltener","1992","Hauptschule","Ostdeutschland","","","",""
"Seltener","1992","Realschule","Westdeutschland","","","",""
"Seltener","1992","Realschule","Ostdeutschland","","","",""
"Seltener","1992","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1992","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1992","AkademikerIn","Westdeutschland","","","",""
"Seltener","1992","AkademikerIn","Ostdeutschland","","","",""
"Nie","1992","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1992","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1992","Hauptschule","Westdeutschland","","","",""
"Nie","1992","Hauptschule","Ostdeutschland","","","",""
"Nie","1992","Realschule","Westdeutschland","","","",""
"Nie","1992","Realschule","Ostdeutschland","","","",""
"Nie","1992","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1992","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1992","AkademikerIn","Westdeutschland","","","",""
"Nie","1992","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1993","Hauptschule","Westdeutschland","","","",""
"Taeglich","1993","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1993","Realschule","Westdeutschland","","","",""
"Taeglich","1993","Realschule","Ostdeutschland","","","",""
"Taeglich","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1993","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1993","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1993","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1993","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1993","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1993","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1993","Hauptschule","Westdeutschland","","","",""
"Seltener","1993","Hauptschule","Ostdeutschland","","","",""
"Seltener","1993","Realschule","Westdeutschland","","","",""
"Seltener","1993","Realschule","Ostdeutschland","","","",""
"Seltener","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1993","AkademikerIn","Westdeutschland","","","",""
"Seltener","1993","AkademikerIn","Ostdeutschland","","","",""
"Nie","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1993","Hauptschule","Westdeutschland","","","",""
"Nie","1993","Hauptschule","Ostdeutschland","","","",""
"Nie","1993","Realschule","Westdeutschland","","","",""
"Nie","1993","Realschule","Ostdeutschland","","","",""
"Nie","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1993","AkademikerIn","Westdeutschland","","","",""
"Nie","1993","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1994","Hauptschule","Westdeutschland","","","",""
"Taeglich","1994","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1994","Realschule","Westdeutschland","","","",""
"Taeglich","1994","Realschule","Ostdeutschland","","","",""
"Taeglich","1994","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1994","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1994","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1994","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1994","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1994","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1994","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1994","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1994","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1994","Hauptschule","Westdeutschland","","","",""
"Seltener","1994","Hauptschule","Ostdeutschland","","","",""
"Seltener","1994","Realschule","Westdeutschland","","","",""
"Seltener","1994","Realschule","Ostdeutschland","","","",""
"Seltener","1994","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1994","AkademikerIn","Westdeutschland","","","",""
"Seltener","1994","AkademikerIn","Ostdeutschland","","","",""
"Nie","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1994","Hauptschule","Westdeutschland","","","",""
"Nie","1994","Hauptschule","Ostdeutschland","","","",""
"Nie","1994","Realschule","Westdeutschland","","","",""
"Nie","1994","Realschule","Ostdeutschland","","","",""
"Nie","1994","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1994","AkademikerIn","Westdeutschland","","","",""
"Nie","1994","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","1995","(noch) kein Abschluss","Westdeutschland","658","0.833517172992953","0.807015749629797","0.86001859635611"
"Taeglich","1995","(noch) kein Abschluss","Ostdeutschland","101","0.909614942125254","0.856747781943824","0.962482102306684"
"Taeglich","1995","Hauptschule","Westdeutschland","4269","0.874521084317114","0.865224097094628","0.883818071539601"
"Taeglich","1995","Hauptschule","Ostdeutschland","1144","0.944836057776227","0.932004269638689","0.957667845913765"
"Taeglich","1995","Realschule","Westdeutschland","1434","0.822132584306064","0.804297635395995","0.839967533216132"
"Taeglich","1995","Realschule","Ostdeutschland","1162","0.88188478223324","0.864578502720691","0.899191061745788"
"Taeglich","1995","(Fach-)Abitur","Westdeutschland","658","0.704194783376665","0.674426517774093","0.733963048979237"
"Taeglich","1995","(Fach-)Abitur","Ostdeutschland","100","0.632128908102115","0.555214044558526","0.709043771645705"
"Taeglich","1995","AkademikerIn","Westdeutschland","659","0.720541595270517","0.691450296586361","0.749632893954672"
"Taeglich","1995","AkademikerIn","Ostdeutschland","686","0.823316645619498","0.797400662178183","0.849232629060812"
"Min 1x pro Woche","1995","(noch) kein Abschluss","Westdeutschland","77","0.130207202271871","0.106265633156848","0.154148771386893"
"Min 1x pro Woche","1995","(noch) kein Abschluss","Ostdeutschland","9","","",""
"Min 1x pro Woche","1995","Hauptschule","Westdeutschland","415","0.081632740274573","0.0739483025192785","0.0893171780298674"
"Min 1x pro Woche","1995","Hauptschule","Ostdeutschland","42","0.0316111765271771","0.0217772599950192","0.0414450930593349"
"Min 1x pro Woche","1995","Realschule","Westdeutschland","257","0.134921584847754","0.118987717533808","0.1508554521617"
"Min 1x pro Woche","1995","Realschule","Ostdeutschland","125","0.0837843197974708","0.0689275259862658","0.0986411136086758"
"Min 1x pro Woche","1995","(Fach-)Abitur","Westdeutschland","173","0.209282015961799","0.182749344517638","0.23581468740596"
"Min 1x pro Woche","1995","(Fach-)Abitur","Ostdeutschland","35","0.267823404012973","0.197192981951596","0.33845382607435"
"Min 1x pro Woche","1995","AkademikerIn","Westdeutschland","182","0.194700004660417","0.169029357206253","0.220370652114582"
"Min 1x pro Woche","1995","AkademikerIn","Ostdeutschland","106","0.128906618900032","0.106136966880897","0.151676270919167"
"Min 1x pro Monat","1995","(noch) kein Abschluss","Westdeutschland","3","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1995","Hauptschule","Westdeutschland","59","0.0127215780267705","0.00957627836102349","0.0158668776925175"
"Min 1x pro Monat","1995","Hauptschule","Ostdeutschland","5","","",""
"Min 1x pro Monat","1995","Realschule","Westdeutschland","21","","",""
"Min 1x pro Monat","1995","Realschule","Ostdeutschland","7","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Westdeutschland","26","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Ostdeutschland","3","","",""
"Min 1x pro Monat","1995","AkademikerIn","Westdeutschland","15","","",""
"Min 1x pro Monat","1995","AkademikerIn","Ostdeutschland","7","","",""
"Seltener","1995","(noch) kein Abschluss","Westdeutschland","10","","",""
"Seltener","1995","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Seltener","1995","Hauptschule","Westdeutschland","87","0.0199731854734399","0.0160466062888741","0.0238997646580057"
"Seltener","1995","Hauptschule","Ostdeutschland","18","","",""
"Seltener","1995","Realschule","Westdeutschland","46","0.0269854089627657","0.0194279304701851","0.0345428874553464"
"Seltener","1995","Realschule","Ostdeutschland","35","0.0206738584130195","0.013043950357456","0.028303766468583"
"Seltener","1995","(Fach-)Abitur","Westdeutschland","34","0.0381764407859129","0.0256781783582029","0.0506747032136228"
"Seltener","1995","(Fach-)Abitur","Ostdeutschland","12","","",""
"Seltener","1995","AkademikerIn","Westdeutschland","44","0.0449900694751439","0.0315519880325748","0.058428150917713"
"Seltener","1995","AkademikerIn","Ostdeutschland","22","","",""
"Nie","1995","(noch) kein Abschluss","Westdeutschland","11","","",""
"Nie","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1995","Hauptschule","Westdeutschland","47","0.0111514119081023","0.00820426665453421","0.0140985571616704"
"Nie","1995","Hauptschule","Ostdeutschland","7","","",""
"Nie","1995","Realschule","Westdeutschland","8","","",""
"Nie","1995","Realschule","Ostdeutschland","7","","",""
"Nie","1995","(Fach-)Abitur","Westdeutschland","12","","",""
"Nie","1995","(Fach-)Abitur","Ostdeutschland","1","","",""
"Nie","1995","AkademikerIn","Westdeutschland","14","","",""
"Nie","1995","AkademikerIn","Ostdeutschland","11","","",""
"Taeglich","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1996","Hauptschule","Westdeutschland","","","",""
"Taeglich","1996","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1996","Realschule","Westdeutschland","","","",""
"Taeglich","1996","Realschule","Ostdeutschland","","","",""
"Taeglich","1996","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1996","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1996","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1996","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1996","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1996","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1996","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1996","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1996","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1996","Hauptschule","Westdeutschland","","","",""
"Seltener","1996","Hauptschule","Ostdeutschland","","","",""
"Seltener","1996","Realschule","Westdeutschland","","","",""
"Seltener","1996","Realschule","Ostdeutschland","","","",""
"Seltener","1996","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1996","AkademikerIn","Westdeutschland","","","",""
"Seltener","1996","AkademikerIn","Ostdeutschland","","","",""
"Nie","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1996","Hauptschule","Westdeutschland","","","",""
"Nie","1996","Hauptschule","Ostdeutschland","","","",""
"Nie","1996","Realschule","Westdeutschland","","","",""
"Nie","1996","Realschule","Ostdeutschland","","","",""
"Nie","1996","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1996","AkademikerIn","Westdeutschland","","","",""
"Nie","1996","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","1997","Hauptschule","Westdeutschland","","","",""
"Taeglich","1997","Hauptschule","Ostdeutschland","","","",""
"Taeglich","1997","Realschule","Westdeutschland","","","",""
"Taeglich","1997","Realschule","Ostdeutschland","","","",""
"Taeglich","1997","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","1997","AkademikerIn","Westdeutschland","","","",""
"Taeglich","1997","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1997","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1997","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1997","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1997","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1997","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1997","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1997","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1997","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1997","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
