year,migback,quintil_oecd,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Indirect migration background,2nd Quintile,Daily,0.78624,57,57,0.67886,0.89361
1990,Indirect migration background,3rd Quintile,Daily,0.79802,52,52,0.68783,0.90821
1990,Indirect migration background,4th Quintile,Daily,0.88624,42,42,0.78904,0.98343
1995,No migration background,1st Quintile,Daily,0.84269,1310,1505,0.82429,0.86109
1995,No migration background,1st Quintile,At least once per week,0.09123,145,1505,0.07668,0.10578
1995,No migration background,1st Quintile,Seldom,0.03546,50,1505,0.02611,0.04481
1995,No migration background,2nd Quintile,Daily,0.87261,1762,1991,0.85796,0.88726
1995,No migration background,2nd Quintile,At least once per week,0.08732,183,1991,0.07492,0.09972
1995,No migration background,2nd Quintile,Seldom,0.02134,46,1991,0.01499,0.02769
1995,No migration background,3rd Quintile,Daily,0.83891,1765,2044,0.82296,0.85485
1995,No migration background,3rd Quintile,At least once per week,0.11290,222,2044,0.09918,0.12662
1995,No migration background,3rd Quintile,Seldom,0.02587,57,2044,0.01899,0.03276
1995,No migration background,4th Quintile,Daily,0.84246,1832,2147,0.82704,0.85787
1995,No migration background,4th Quintile,At least once per week,0.12279,282,2147,0.10890,0.13667
1995,No migration background,4th Quintile,Seldom,0.01512,33,2147,0.00996,0.02029
1995,No migration background,5th Quintile,Daily,0.79351,1669,2102,0.77620,0.81082
1995,No migration background,5th Quintile,At least once per week,0.14321,317,2102,0.12823,0.15818
1995,No migration background,5th Quintile,At least once per month,0.01654,33,2102,0.01109,0.02200
1995,No migration background,5th Quintile,Seldom,0.03773,83,2102,0.02958,0.04588
1995,Direct migration background,1st Quintile,Daily,0.85447,731,800,0.83002,0.87892
1995,Direct migration background,1st Quintile,At least once per week,0.08616,69,800,0.06670,0.10562
1995,Direct migration background,2nd Quintile,Daily,0.90391,640,690,0.88190,0.92592
1995,Direct migration background,2nd Quintile,At least once per week,0.06606,50,690,0.04752,0.08461
1995,Direct migration background,3rd Quintile,Daily,0.88800,467,509,0.86057,0.91542
1995,Direct migration background,3rd Quintile,At least once per week,0.06211,42,509,0.04112,0.08310
1995,Direct migration background,4th Quintile,Daily,0.82785,336,374,0.78954,0.86616
1995,Direct migration background,4th Quintile,At least once per week,0.12483,38,374,0.09129,0.15838
1995,Direct migration background,5th Quintile,Daily,0.79722,234,278,0.74987,0.84457
1995,Direct migration background,5th Quintile,At least once per week,0.18242,44,278,0.13694,0.22790
1995,Indirect migration background,1st Quintile,Daily,0.76824,108,108,0.68829,0.84819
1995,Indirect migration background,2nd Quintile,Daily,0.82771,109,109,0.75649,0.89893
1995,Indirect migration background,3rd Quintile,Daily,0.82922,84,84,0.74827,0.91018
1995,Indirect migration background,4th Quintile,Daily,0.77005,66,66,0.66775,0.87235
1995,Indirect migration background,5th Quintile,Daily,0.84640,40,40,0.73324,0.95956
1998,No migration background,1st Quintile,Daily,0.85999,1223,1362,0.84155,0.87842
1998,No migration background,1st Quintile,At least once per week,0.07919,103,1362,0.06484,0.09353
1998,No migration background,1st Quintile,Seldom,0.02597,36,1362,0.01752,0.03442
1998,No migration background,2nd Quintile,Daily,0.87956,1615,1797,0.86451,0.89462
1998,No migration background,2nd Quintile,At least once per week,0.07729,140,1797,0.06494,0.08964
1998,No migration background,2nd Quintile,Seldom,0.02391,42,1797,0.01684,0.03097
1998,No migration background,3rd Quintile,Daily,0.87581,1812,2043,0.86151,0.89012
1998,No migration background,3rd Quintile,At least once per week,0.08754,192,2043,0.07528,0.09980
1998,No migration background,3rd Quintile,Seldom,0.01788,39,2043,0.01214,0.02363
1998,No migration background,4th Quintile,Daily,0.85218,1832,2118,0.83706,0.86729
1998,No migration background,4th Quintile,At least once per week,0.10499,240,2118,0.09194,0.11805
1998,No migration background,4th Quintile,Seldom,0.02036,46,2118,0.01434,0.02637
1998,No migration background,5th Quintile,Daily,0.79331,1590,1973,0.77544,0.81118
1998,No migration background,5th Quintile,At least once per week,0.15497,328,1973,0.13900,0.17094
1998,No migration background,5th Quintile,Seldom,0.03071,55,1973,0.02309,0.03832
1998,Direct migration background,1st Quintile,Daily,0.87436,667,711,0.84998,0.89874
1998,Direct migration background,1st Quintile,At least once per week,0.06929,44,711,0.05061,0.08797
1998,Direct migration background,2nd Quintile,Daily,0.88957,469,505,0.86221,0.91694
1998,Direct migration background,2nd Quintile,At least once per week,0.07920,36,505,0.05562,0.10278
1998,Direct migration background,3rd Quintile,Daily,0.89197,354,354,0.85958,0.92435
1998,Direct migration background,4th Quintile,Daily,0.85474,285,285,0.81376,0.89572
1998,Direct migration background,5th Quintile,Daily,0.82394,182,182,0.76845,0.87943
1998,Indirect migration background,1st Quintile,Daily,0.81564,145,145,0.75230,0.87898
1998,Indirect migration background,2nd Quintile,Daily,0.82483,115,115,0.75505,0.89461
1998,Indirect migration background,3rd Quintile,Daily,0.85897,89,89,0.78625,0.93169
1998,Indirect migration background,4th Quintile,Daily,0.78874,84,84,0.70092,0.87656
1998,Indirect migration background,5th Quintile,Daily,0.82526,51,51,0.72000,0.93052
2003,No migration background,1st Quintile,Daily,0.87924,2143,2402,0.86620,0.89227
2003,No migration background,1st Quintile,At least once per week,0.07289,183,2402,0.06249,0.08329
2003,No migration background,1st Quintile,Seldom,0.01886,40,2402,0.01342,0.02431
2003,No migration background,1st Quintile,Never,0.01901,36,2402,0.01355,0.02448
2003,No migration background,2nd Quintile,Daily,0.92091,2834,3049,0.91133,0.93049
2003,No migration background,2nd Quintile,At least once per week,0.04893,176,3049,0.04127,0.05659
2003,No migration background,2nd Quintile,Seldom,0.01387,39,3049,0.00972,0.01802
2003,No migration background,3rd Quintile,Daily,0.88421,3060,3445,0.87352,0.89490
2003,No migration background,3rd Quintile,At least once per week,0.08275,282,3445,0.07355,0.09195
2003,No migration background,3rd Quintile,At least once per month,0.01204,33,3445,0.00840,0.01569
2003,No migration background,3rd Quintile,Seldom,0.01112,37,3445,0.00761,0.01462
2003,No migration background,3rd Quintile,Never,0.00988,33,3445,0.00658,0.01318
2003,No migration background,4th Quintile,Daily,0.85747,3354,3908,0.84651,0.86844
2003,No migration background,4th Quintile,At least once per week,0.10288,405,3908,0.09335,0.11241
2003,No migration background,4th Quintile,At least once per month,0.01128,41,3908,0.00797,0.01459
2003,No migration background,4th Quintile,Seldom,0.01566,68,3908,0.01176,0.01955
2003,No migration background,4th Quintile,Never,0.01271,40,3908,0.00920,0.01622
2003,No migration background,5th Quintile,Daily,0.82454,4726,5834,0.81478,0.83430
2003,No migration background,5th Quintile,At least once per week,0.12951,828,5834,0.12089,0.13813
2003,No migration background,5th Quintile,At least once per month,0.01017,61,5834,0.00760,0.01274
2003,No migration background,5th Quintile,Seldom,0.02173,151,5834,0.01799,0.02547
2003,No migration background,5th Quintile,Never,0.01405,68,5834,0.01103,0.01707
2003,Direct migration background,1st Quintile,Daily,0.89957,710,748,0.87802,0.92113
2003,Direct migration background,1st Quintile,At least once per week,0.05100,38,748,0.03522,0.06677
2003,Direct migration background,2nd Quintile,Daily,0.89339,539,580,0.86826,0.91853
2003,Direct migration background,2nd Quintile,At least once per week,0.06479,41,580,0.04474,0.08484
2003,Direct migration background,3rd Quintile,Daily,0.86268,408,439,0.83045,0.89492
2003,Direct migration background,3rd Quintile,At least once per week,0.07694,31,439,0.05198,0.10190
2003,Direct migration background,4th Quintile,Daily,0.86403,351,396,0.83023,0.89783
2003,Direct migration background,4th Quintile,At least once per week,0.11643,45,396,0.08480,0.14807
2003,Direct migration background,5th Quintile,Daily,0.76112,285,333,0.71525,0.80699
2003,Direct migration background,5th Quintile,At least once per week,0.14776,48,333,0.10959,0.18594
2003,Indirect migration background,1st Quintile,Daily,0.83114,149,149,0.77079,0.89150
2003,Indirect migration background,2nd Quintile,Daily,0.81933,124,124,0.75134,0.88733
2003,Indirect migration background,3rd Quintile,Daily,0.80149,119,119,0.72952,0.87346
2003,Indirect migration background,4th Quintile,Daily,0.86045,116,116,0.79712,0.92379
2003,Indirect migration background,5th Quintile,Daily,0.76215,120,120,0.68565,0.83865
2008,No migration background,1st Quintile,Daily,0.84300,1839,2172,0.82770,0.85831
2008,No migration background,1st Quintile,At least once per week,0.09252,209,2172,0.08033,0.10471
2008,No migration background,1st Quintile,At least once per month,0.01539,35,2172,0.01021,0.02057
2008,No migration background,1st Quintile,Seldom,0.02769,52,2172,0.02078,0.03459
2008,No migration background,1st Quintile,Never,0.02140,37,2172,0.01531,0.02749
2008,No migration background,2nd Quintile,Daily,0.87285,2458,2789,0.86048,0.88522
2008,No migration background,2nd Quintile,At least once per week,0.08689,242,2789,0.07644,0.09735
2008,No migration background,2nd Quintile,Seldom,0.02074,56,2789,0.01545,0.02603
2008,No migration background,2nd Quintile,Never,0.01202,33,2789,0.00798,0.01607
2008,No migration background,3rd Quintile,Daily,0.85425,2809,3252,0.84212,0.86638
2008,No migration background,3rd Quintile,At least once per week,0.09683,322,3252,0.08666,0.10699
2008,No migration background,3rd Quintile,At least once per month,0.01667,41,3252,0.01227,0.02107
2008,No migration background,3rd Quintile,Seldom,0.02327,80,3252,0.01809,0.02845
2008,No migration background,4th Quintile,Daily,0.83544,2889,3456,0.82307,0.84780
2008,No migration background,4th Quintile,At least once per week,0.11911,414,3456,0.10831,0.12991
2008,No migration background,4th Quintile,At least once per month,0.01340,47,3456,0.00956,0.01723
2008,No migration background,4th Quintile,Seldom,0.01895,71,3456,0.01440,0.02350
2008,No migration background,4th Quintile,Never,0.01311,35,3456,0.00931,0.01690
2008,No migration background,5th Quintile,Daily,0.78759,3853,4877,0.77611,0.79907
2008,No migration background,5th Quintile,At least once per week,0.16547,793,4877,0.15504,0.17590
2008,No migration background,5th Quintile,At least once per month,0.01354,74,4877,0.01029,0.01678
2008,No migration background,5th Quintile,Seldom,0.02306,115,4877,0.01885,0.02727
2008,No migration background,5th Quintile,Never,0.01033,42,4877,0.00750,0.01317
2008,Direct migration background,1st Quintile,Daily,0.84761,509,555,0.81768,0.87753
2008,Direct migration background,1st Quintile,At least once per week,0.08118,46,555,0.05844,0.10393
2008,Direct migration background,2nd Quintile,Daily,0.87912,357,357,0.84525,0.91298
2008,Direct migration background,3rd Quintile,Daily,0.88630,329,329,0.85195,0.92066
2008,Direct migration background,4th Quintile,Daily,0.86367,241,241,0.82026,0.90708
2008,Direct migration background,5th Quintile,Daily,0.80181,194,226,0.74972,0.85390
2008,Direct migration background,5th Quintile,At least once per week,0.14009,32,226,0.09474,0.18545
2008,Indirect migration background,1st Quintile,Daily,0.68609,137,171,0.61632,0.75585
2008,Indirect migration background,1st Quintile,At least once per week,0.20427,34,171,0.14366,0.26487
2008,Indirect migration background,2nd Quintile,Daily,0.85696,119,119,0.79379,0.92014
2008,Indirect migration background,3rd Quintile,Daily,0.80489,141,141,0.73925,0.87054
2008,Indirect migration background,4th Quintile,Daily,0.80316,100,100,0.72484,0.88149
2008,Indirect migration background,5th Quintile,Daily,0.75632,110,110,0.67572,0.83691
2013,No migration background,1st Quintile,Daily,0.81717,3109,3822,0.80492,0.82943
2013,No migration background,1st Quintile,At least once per week,0.11512,471,3822,0.10500,0.12524
2013,No migration background,1st Quintile,At least once per month,0.01760,59,3822,0.01343,0.02177
2013,No migration background,1st Quintile,Seldom,0.02978,123,3822,0.02439,0.03517
2013,No migration background,1st Quintile,Never,0.02033,60,3822,0.01585,0.02480
2013,No migration background,2nd Quintile,Daily,0.83068,3426,4232,0.81938,0.84198
2013,No migration background,2nd Quintile,At least once per week,0.11171,539,4232,0.10222,0.12121
2013,No migration background,2nd Quintile,At least once per month,0.01690,80,4232,0.01301,0.02078
2013,No migration background,2nd Quintile,Seldom,0.02697,140,4232,0.02209,0.03185
2013,No migration background,2nd Quintile,Never,0.01374,47,4232,0.01023,0.01725
2013,No migration background,3rd Quintile,Daily,0.82377,3351,4193,0.81223,0.83530
2013,No migration background,3rd Quintile,At least once per week,0.12283,615,4193,0.11289,0.13277
2013,No migration background,3rd Quintile,At least once per month,0.01916,82,4193,0.01501,0.02331
2013,No migration background,3rd Quintile,Seldom,0.02455,100,4193,0.01986,0.02923
2013,No migration background,3rd Quintile,Never,0.00969,45,4193,0.00673,0.01266
2013,No migration background,4th Quintile,Daily,0.77762,3319,4328,0.76523,0.79001
2013,No migration background,4th Quintile,At least once per week,0.15894,728,4328,0.14804,0.16983
2013,No migration background,4th Quintile,At least once per month,0.02180,112,4328,0.01745,0.02615
2013,No migration background,4th Quintile,Seldom,0.02805,133,4328,0.02313,0.03297
2013,No migration background,4th Quintile,Never,0.01359,36,4328,0.01014,0.01704
2013,No migration background,5th Quintile,Daily,0.75438,3664,4955,0.74239,0.76636
2013,No migration background,5th Quintile,At least once per week,0.18220,948,4955,0.17145,0.19295
2013,No migration background,5th Quintile,At least once per month,0.02906,144,4955,0.02438,0.03374
2013,No migration background,5th Quintile,Seldom,0.02626,158,4955,0.02181,0.03071
2013,No migration background,5th Quintile,Never,0.00811,41,4955,0.00561,0.01061
2013,Direct migration background,1st Quintile,Daily,0.81044,784,943,0.78541,0.83547
2013,Direct migration background,1st Quintile,At least once per week,0.11690,122,943,0.09638,0.13742
2013,Direct migration background,1st Quintile,Seldom,0.03516,37,943,0.02340,0.04693
2013,Direct migration background,2nd Quintile,Daily,0.80310,553,665,0.77285,0.83334
2013,Direct migration background,2nd Quintile,At least once per week,0.12599,112,665,0.10075,0.15123
2013,Direct migration background,3rd Quintile,Daily,0.81652,354,438,0.78023,0.85281
2013,Direct migration background,3rd Quintile,At least once per week,0.12001,84,438,0.08954,0.15048
2013,Direct migration background,4th Quintile,Daily,0.74131,234,301,0.69176,0.79087
2013,Direct migration background,4th Quintile,At least once per week,0.14741,67,301,0.10729,0.18753
2013,Direct migration background,5th Quintile,Daily,0.74276,236,301,0.69329,0.79222
2013,Direct migration background,5th Quintile,At least once per week,0.19694,65,301,0.15194,0.24194
2013,Indirect migration background,1st Quintile,Daily,0.63986,213,268,0.58228,0.69744
2013,Indirect migration background,1st Quintile,At least once per week,0.26092,55,268,0.20824,0.31359
2013,Indirect migration background,2nd Quintile,Daily,0.69691,184,224,0.63659,0.75723
2013,Indirect migration background,2nd Quintile,At least once per week,0.16045,40,224,0.11228,0.20862
2013,Indirect migration background,3rd Quintile,Daily,0.77210,141,180,0.71064,0.83355
2013,Indirect migration background,3rd Quintile,At least once per week,0.13964,39,180,0.08886,0.19042
2013,Indirect migration background,4th Quintile,Daily,0.66614,113,159,0.59261,0.73968
2013,Indirect migration background,4th Quintile,At least once per week,0.29258,46,159,0.22164,0.36352
2013,Indirect migration background,5th Quintile,Daily,0.64387,122,173,0.57230,0.71543
2013,Indirect migration background,5th Quintile,At least once per week,0.29829,51,173,0.22991,0.36666
2019,No migration background,1st Quintile,Daily,0.81576,2193,2718,0.80118,0.83034
2019,No migration background,1st Quintile,At least once per week,0.12011,344,2718,0.10789,0.13234
2019,No migration background,1st Quintile,At least once per month,0.01880,56,2718,0.01369,0.02391
2019,No migration background,1st Quintile,Seldom,0.02776,90,2718,0.02158,0.03393
2019,No migration background,1st Quintile,Never,0.01757,35,2718,0.01263,0.02251
2019,No migration background,2nd Quintile,Daily,0.81521,2840,3448,0.80225,0.82816
2019,No migration background,2nd Quintile,At least once per week,0.12810,438,3448,0.11695,0.13926
2019,No migration background,2nd Quintile,At least once per month,0.01486,49,3448,0.01082,0.01890
2019,No migration background,2nd Quintile,Seldom,0.03168,121,3448,0.02583,0.03753
2019,No migration background,3rd Quintile,Daily,0.79343,2765,3488,0.77999,0.80687
2019,No migration background,3rd Quintile,At least once per week,0.14405,521,3488,0.13240,0.15571
2019,No migration background,3rd Quintile,At least once per month,0.02178,69,3488,0.01693,0.02662
2019,No migration background,3rd Quintile,Seldom,0.02811,101,3488,0.02262,0.03360
2019,No migration background,3rd Quintile,Never,0.01263,32,3488,0.00893,0.01634
2019,No migration background,4th Quintile,Daily,0.76178,2776,3617,0.74790,0.77567
2019,No migration background,4th Quintile,At least once per week,0.18050,662,3617,0.16796,0.19303
2019,No migration background,4th Quintile,At least once per month,0.01837,62,3617,0.01399,0.02274
2019,No migration background,4th Quintile,Seldom,0.03160,117,3617,0.02589,0.03730
2019,No migration background,5th Quintile,Daily,0.75253,3054,4148,0.73939,0.76566
2019,No migration background,5th Quintile,At least once per week,0.18203,824,4148,0.17028,0.19377
2019,No migration background,5th Quintile,At least once per month,0.02582,103,4148,0.02099,0.03065
2019,No migration background,5th Quintile,Seldom,0.02826,119,4148,0.02322,0.03331
2019,No migration background,5th Quintile,Never,0.01136,48,4148,0.00814,0.01459
2019,Direct migration background,1st Quintile,Daily,0.80777,1017,1286,0.78623,0.82932
2019,Direct migration background,1st Quintile,At least once per week,0.11373,165,1286,0.09637,0.13108
2019,Direct migration background,1st Quintile,Seldom,0.04360,71,1286,0.03243,0.05476
2019,Direct migration background,1st Quintile,Never,0.02743,33,1286,0.01850,0.03637
2019,Direct migration background,2nd Quintile,Daily,0.74908,726,931,0.72121,0.77694
2019,Direct migration background,2nd Quintile,At least once per week,0.14777,154,931,0.12496,0.17057
2019,Direct migration background,2nd Quintile,Seldom,0.05820,51,931,0.04316,0.07325
2019,Direct migration background,3rd Quintile,Daily,0.73518,469,627,0.70062,0.76975
2019,Direct migration background,3rd Quintile,At least once per week,0.16211,115,627,0.13323,0.19098
2019,Direct migration background,3rd Quintile,Seldom,0.07426,43,627,0.05372,0.09480
2019,Direct migration background,4th Quintile,Daily,0.79967,320,392,0.76000,0.83935
2019,Direct migration background,4th Quintile,At least once per week,0.12029,72,392,0.08805,0.15254
2019,Direct migration background,5th Quintile,Daily,0.62717,295,402,0.57984,0.67450
2019,Direct migration background,5th Quintile,At least once per week,0.25803,107,402,0.21520,0.30085
2019,Indirect migration background,1st Quintile,Daily,0.64540,279,371,0.59665,0.69415
2019,Indirect migration background,1st Quintile,At least once per week,0.27294,92,371,0.22755,0.31834
2019,Indirect migration background,2nd Quintile,Daily,0.69957,230,288,0.64653,0.75261
2019,Indirect migration background,2nd Quintile,At least once per week,0.20775,58,288,0.16081,0.25469
2019,Indirect migration background,3rd Quintile,Daily,0.70818,191,248,0.65149,0.76488
2019,Indirect migration background,3rd Quintile,At least once per week,0.15962,57,248,0.11394,0.20529
2019,Indirect migration background,4th Quintile,Daily,0.61385,132,170,0.54044,0.68725
2019,Indirect migration background,4th Quintile,At least once per week,0.28768,38,170,0.21943,0.35593
2019,Indirect migration background,5th Quintile,Daily,0.70879,139,192,0.64435,0.77322
2019,Indirect migration background,5th Quintile,At least once per week,0.14165,53,192,0.09220,0.19110
2021,No migration background,1st Quintile,Daily,0.76426,1496,1964,0.74548,0.78304
2021,No migration background,1st Quintile,At least once per week,0.14820,309,1964,0.13249,0.16392
2021,No migration background,1st Quintile,At least once per month,0.01662,35,1964,0.01096,0.02227
2021,No migration background,1st Quintile,Seldom,0.04544,86,1964,0.03622,0.05465
2021,No migration background,1st Quintile,Never,0.02548,38,1964,0.01851,0.03245
2021,No migration background,2nd Quintile,Daily,0.79596,1883,2403,0.77984,0.81208
2021,No migration background,2nd Quintile,At least once per week,0.13738,365,2403,0.12362,0.15115
2021,No migration background,2nd Quintile,At least once per month,0.01732,37,2403,0.01210,0.02254
2021,No migration background,2nd Quintile,Seldom,0.02985,76,2403,0.02305,0.03666
2021,No migration background,2nd Quintile,Never,0.01948,42,2403,0.01396,0.02501
2021,No migration background,3rd Quintile,Daily,0.73780,1801,2436,0.72034,0.75527
2021,No migration background,3rd Quintile,At least once per week,0.19063,480,2436,0.17502,0.20623
2021,No migration background,3rd Quintile,At least once per month,0.02023,66,2436,0.01464,0.02582
2021,No migration background,3rd Quintile,Seldom,0.03872,89,2436,0.03105,0.04638
2021,No migration background,4th Quintile,Daily,0.72727,1916,2648,0.71031,0.74424
2021,No migration background,4th Quintile,At least once per week,0.20349,550,2648,0.18815,0.21882
2021,No migration background,4th Quintile,At least once per month,0.02395,73,2648,0.01813,0.02978
2021,No migration background,4th Quintile,Seldom,0.03074,78,2648,0.02416,0.03731
2021,No migration background,4th Quintile,Never,0.01455,31,2648,0.00999,0.01911
2021,No migration background,5th Quintile,Daily,0.68018,2389,3657,0.66506,0.69530
2021,No migration background,5th Quintile,At least once per week,0.23720,928,3657,0.22341,0.25099
2021,No migration background,5th Quintile,At least once per month,0.02308,109,3657,0.01822,0.02795
2021,No migration background,5th Quintile,Seldom,0.03608,156,3657,0.03004,0.04213
2021,No migration background,5th Quintile,Never,0.02345,75,3657,0.01855,0.02836
2021,Direct migration background,1st Quintile,Daily,0.70565,683,1039,0.67792,0.73337
2021,Direct migration background,1st Quintile,At least once per week,0.15753,208,1039,0.13537,0.17969
2021,Direct migration background,1st Quintile,At least once per month,0.04122,38,1039,0.02913,0.05331
2021,Direct migration background,1st Quintile,Seldom,0.07423,77,1039,0.05828,0.09018
2021,Direct migration background,1st Quintile,Never,0.02137,33,1039,0.01257,0.03017
2021,Direct migration background,2nd Quintile,Daily,0.72185,510,672,0.68795,0.75576
2021,Direct migration background,2nd Quintile,At least once per week,0.21837,162,672,0.18711,0.24963
2021,Direct migration background,3rd Quintile,Daily,0.65762,322,436,0.61303,0.70221
2021,Direct migration background,3rd Quintile,At least once per week,0.20836,114,436,0.17019,0.24653
2021,Direct migration background,4th Quintile,Daily,0.64493,250,343,0.59422,0.69565
2021,Direct migration background,4th Quintile,At least once per week,0.23594,93,343,0.19094,0.28094
2021,Direct migration background,5th Quintile,Daily,0.69930,259,390,0.65373,0.74487
2021,Direct migration background,5th Quintile,At least once per week,0.25692,131,390,0.21350,0.30035
2021,Indirect migration background,1st Quintile,Daily,0.72665,158,206,0.66564,0.78766
2021,Indirect migration background,1st Quintile,At least once per week,0.15051,48,206,0.10156,0.19946
2021,Indirect migration background,2nd Quintile,Daily,0.63769,129,184,0.56805,0.70733
2021,Indirect migration background,2nd Quintile,At least once per week,0.29069,55,184,0.22489,0.35648
2021,Indirect migration background,3rd Quintile,Daily,0.79071,104,139,0.72283,0.85858
2021,Indirect migration background,3rd Quintile,At least once per week,0.12696,35,139,0.07141,0.18250
2021,Indirect migration background,4th Quintile,Daily,0.64941,99,141,0.57037,0.72845
2021,Indirect migration background,4th Quintile,At least once per week,0.31704,42,141,0.23996,0.39412
2021,Indirect migration background,5th Quintile,Daily,0.55524,114,165,0.47918,0.63129
2021,Indirect migration background,5th Quintile,At least once per week,0.31654,51,165,0.24536,0.38773
