year,quintil_oecd,regtyp,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,2nd Quintile,Urban regions,Seldom,0.01441,33,1773,0.00886,0.01996
1995,2nd Quintile,Rural regions,Daily,0.85436,919,1053,0.83305,0.87568
1995,2nd Quintile,Rural regions,At least once per week,0.09413,101,1053,0.07648,0.11178
1995,2nd Quintile,Rural regions,Seldom,0.03211,33,1053,0.02146,0.04276
1995,3rd Quintile,Urban regions,Daily,0.84324,1423,1636,0.82562,0.86086
1995,3rd Quintile,Urban regions,At least once per week,0.10544,173,1636,0.09055,0.12032
1995,3rd Quintile,Urban regions,Seldom,0.02586,40,1636,0.01817,0.03356
1995,3rd Quintile,Rural regions,Daily,0.85006,893,996,0.82787,0.87224
1995,3rd Quintile,Rural regions,At least once per week,0.10782,103,996,0.08855,0.12709
1995,4th Quintile,Urban regions,Daily,0.85142,1489,1703,0.83453,0.86832
1995,4th Quintile,Urban regions,At least once per week,0.11586,214,1703,0.10065,0.13106
1995,4th Quintile,Rural regions,Daily,0.81253,745,866,0.78652,0.83854
1995,4th Quintile,Rural regions,At least once per week,0.13982,121,866,0.11671,0.16293
1995,5th Quintile,Urban regions,Daily,0.78759,1439,1835,0.76887,0.80631
1995,5th Quintile,Urban regions,At least once per week,0.15408,303,1835,0.13756,0.17061
1995,5th Quintile,Urban regions,At least once per month,0.01725,34,1835,0.01129,0.02321
1995,5th Quintile,Urban regions,Seldom,0.03289,59,1835,0.02473,0.04105
1995,5th Quintile,Rural regions,Daily,0.81767,504,573,0.78603,0.84932
1995,5th Quintile,Rural regions,At least once per week,0.12238,69,573,0.09552,0.14924
1998,1st Quintile,Urban regions,Daily,0.84847,1345,1509,0.83037,0.86657
1998,1st Quintile,Urban regions,At least once per week,0.09231,124,1509,0.07770,0.10692
1998,1st Quintile,Urban regions,Seldom,0.02561,40,1509,0.01763,0.03358
1998,1st Quintile,Rural regions,Daily,0.88726,690,735,0.86438,0.91014
1998,1st Quintile,Rural regions,At least once per week,0.05329,45,735,0.03704,0.06953
1998,2nd Quintile,Urban regions,Daily,0.87620,1353,1509,0.85958,0.89283
1998,2nd Quintile,Urban regions,At least once per week,0.08424,123,1509,0.07022,0.09826
1998,2nd Quintile,Urban regions,Seldom,0.02417,33,1509,0.01642,0.03192
1998,2nd Quintile,Rural regions,Daily,0.88529,846,914,0.86462,0.90596
1998,2nd Quintile,Rural regions,At least once per week,0.07028,68,914,0.05370,0.08686
1998,3rd Quintile,Urban regions,Daily,0.86577,1325,1504,0.84853,0.88300
1998,3rd Quintile,Urban regions,At least once per week,0.09525,145,1504,0.08041,0.11009
1998,3rd Quintile,Urban regions,Seldom,0.01865,34,1504,0.01181,0.02549
1998,3rd Quintile,Rural regions,Daily,0.89801,930,1006,0.87930,0.91672
1998,3rd Quintile,Rural regions,At least once per week,0.05763,76,1006,0.04322,0.07203
1998,4th Quintile,Urban regions,Daily,0.84669,1421,1650,0.82930,0.86408
1998,4th Quintile,Urban regions,At least once per week,0.10691,193,1650,0.09200,0.12183
1998,4th Quintile,Urban regions,Seldom,0.02024,36,1650,0.01344,0.02703
1998,4th Quintile,Rural regions,Daily,0.86033,780,868,0.83726,0.88340
1998,4th Quintile,Rural regions,At least once per week,0.10158,88,868,0.08147,0.12169
1998,5th Quintile,Urban regions,Daily,0.79431,1305,1620,0.77462,0.81400
1998,5th Quintile,Urban regions,At least once per week,0.15647,271,1620,0.13877,0.17417
1998,5th Quintile,Urban regions,Seldom,0.03273,44,1620,0.02407,0.04140
1998,5th Quintile,Rural regions,Daily,0.80376,518,610,0.77221,0.83530
1998,5th Quintile,Rural regions,At least once per week,0.14990,92,610,0.12155,0.17825
2003,1st Quintile,Urban regions,Daily,0.88634,1934,2162,0.87296,0.89972
2003,1st Quintile,Urban regions,At least once per week,0.06959,158,2162,0.05886,0.08032
2003,1st Quintile,Urban regions,Seldom,0.01864,37,2162,0.01294,0.02434
2003,1st Quintile,Urban regions,Never,0.01433,33,2162,0.00932,0.01934
2003,1st Quintile,Rural regions,Daily,0.87275,1068,1154,0.85351,0.89198
2003,1st Quintile,Rural regions,At least once per week,0.07183,86,1154,0.05692,0.08673
2003,2nd Quintile,Urban regions,Daily,0.91329,2088,2256,0.90168,0.92491
2003,2nd Quintile,Urban regions,At least once per week,0.04997,131,2256,0.04097,0.05896
2003,2nd Quintile,Urban regions,Seldom,0.01781,37,2256,0.01235,0.02327
2003,2nd Quintile,Rural regions,Daily,0.91182,1409,1513,0.89752,0.92611
2003,2nd Quintile,Rural regions,At least once per week,0.06095,104,1513,0.04889,0.07301
2003,3rd Quintile,Urban regions,Daily,0.86859,2246,2512,0.85538,0.88181
2003,3rd Quintile,Urban regions,At least once per week,0.09194,235,2512,0.08064,0.10324
2003,3rd Quintile,Urban regions,At least once per month,0.01605,31,2512,0.01113,0.02096
2003,3rd Quintile,Rural regions,Daily,0.90109,1341,1446,0.88570,0.91649
2003,3rd Quintile,Rural regions,At least once per week,0.06852,105,1446,0.05549,0.08154
2003,4th Quintile,Urban regions,Daily,0.86075,2498,2874,0.84809,0.87341
2003,4th Quintile,Urban regions,At least once per week,0.10592,302,2874,0.09467,0.11717
2003,4th Quintile,Urban regions,Seldom,0.01059,41,2874,0.00684,0.01433
2003,4th Quintile,Urban regions,Never,0.01436,33,2874,0.01001,0.01871
2003,4th Quintile,Rural regions,Daily,0.85245,1323,1519,0.83461,0.87029
2003,4th Quintile,Rural regions,At least once per week,0.10204,163,1519,0.08681,0.11727
2003,4th Quintile,Rural regions,Seldom,0.02302,33,1519,0.01548,0.03057
2003,5th Quintile,Urban regions,Daily,0.81388,3853,4769,0.80284,0.82493
2003,5th Quintile,Urban regions,At least once per week,0.13985,700,4769,0.13000,0.14969
2003,5th Quintile,Urban regions,At least once per month,0.00979,47,4769,0.00700,0.01259
2003,5th Quintile,Urban regions,Seldom,0.02156,113,4769,0.01744,0.02568
2003,5th Quintile,Urban regions,Never,0.01491,56,4769,0.01147,0.01835
2003,5th Quintile,Rural regions,Daily,0.83550,1278,1531,0.81692,0.85407
2003,5th Quintile,Rural regions,At least once per week,0.10505,198,1531,0.08969,0.12042
2003,5th Quintile,Rural regions,Seldom,0.03496,55,1531,0.02576,0.04416
2008,1st Quintile,Urban regions,Daily,0.81653,1537,1866,0.79896,0.83409
2008,1st Quintile,Urban regions,At least once per week,0.11366,206,1866,0.09926,0.12807
2008,1st Quintile,Urban regions,At least once per month,0.01959,39,1866,0.01330,0.02588
2008,1st Quintile,Urban regions,Seldom,0.02860,49,1866,0.02104,0.03617
2008,1st Quintile,Urban regions,Never,0.02162,35,1866,0.01502,0.02822
2008,1st Quintile,Rural regions,Daily,0.86686,948,1031,0.84611,0.88761
2008,1st Quintile,Rural regions,At least once per week,0.06531,83,1031,0.05022,0.08040
2008,2nd Quintile,Urban regions,Daily,0.86922,1771,2029,0.85454,0.88389
2008,2nd Quintile,Urban regions,At least once per week,0.09132,184,2029,0.07878,0.10386
2008,2nd Quintile,Urban regions,Seldom,0.01714,37,2029,0.01149,0.02279
2008,2nd Quintile,Urban regions,Never,0.01210,37,2029,0.00734,0.01686
2008,2nd Quintile,Rural regions,Daily,0.87981,1163,1265,0.86189,0.89774
2008,2nd Quintile,Rural regions,At least once per week,0.07757,102,1265,0.06282,0.09232
2008,3rd Quintile,Urban regions,Daily,0.86519,1971,2260,0.85110,0.87927
2008,3rd Quintile,Urban regions,At least once per week,0.09235,209,2260,0.08041,0.10429
2008,3rd Quintile,Urban regions,At least once per month,0.01683,34,2260,0.01152,0.02213
2008,3rd Quintile,Urban regions,Seldom,0.01750,46,2260,0.01209,0.02291
2008,3rd Quintile,Rural regions,Daily,0.83897,1308,1508,0.82041,0.85752
2008,3rd Quintile,Rural regions,At least once per week,0.10303,154,1508,0.08768,0.11837
2008,3rd Quintile,Rural regions,Seldom,0.03418,46,1508,0.02500,0.04335
2008,4th Quintile,Urban regions,Daily,0.83738,2124,2529,0.82299,0.85177
2008,4th Quintile,Urban regions,At least once per week,0.11809,316,2529,0.10551,0.13067
2008,4th Quintile,Urban regions,At least once per month,0.01641,37,2529,0.01145,0.02136
2008,4th Quintile,Urban regions,Seldom,0.01615,52,2529,0.01123,0.02106
2008,4th Quintile,Rural regions,Daily,0.83503,1106,1251,0.81446,0.85561
2008,4th Quintile,Rural regions,At least once per week,0.11810,145,1251,0.10021,0.13599
2008,5th Quintile,Urban regions,Daily,0.78160,3062,3914,0.76865,0.79455
2008,5th Quintile,Urban regions,At least once per week,0.17008,660,3914,0.15830,0.18185
2008,5th Quintile,Urban regions,At least once per month,0.01410,58,3914,0.01041,0.01780
2008,5th Quintile,Urban regions,Seldom,0.02331,95,3914,0.01858,0.02804
2008,5th Quintile,Urban regions,Never,0.01091,39,3914,0.00766,0.01417
2008,5th Quintile,Rural regions,Daily,0.80472,1095,1312,0.78326,0.82618
2008,5th Quintile,Rural regions,At least once per week,0.14915,186,1312,0.12986,0.16843
2008,5th Quintile,Rural regions,Seldom,0.02518,31,1312,0.01670,0.03366
2013,1st Quintile,Urban regions,Daily,0.79858,2387,3063,0.78438,0.81279
2013,1st Quintile,Urban regions,At least once per week,0.13072,448,3063,0.11878,0.14266
2013,1st Quintile,Urban regions,At least once per month,0.01297,51,3063,0.00896,0.01697
2013,1st Quintile,Urban regions,Seldom,0.03356,112,3063,0.02718,0.03994
2013,1st Quintile,Urban regions,Never,0.02417,65,3063,0.01873,0.02961
2013,1st Quintile,Rural regions,Daily,0.82793,1719,1989,0.81134,0.84452
2013,1st Quintile,Rural regions,At least once per week,0.10428,200,1989,0.09084,0.11771
2013,1st Quintile,Rural regions,Seldom,0.02954,70,1989,0.02210,0.03699
2013,2nd Quintile,Urban regions,Daily,0.81612,2382,3035,0.80234,0.82990
2013,2nd Quintile,Urban regions,At least once per week,0.11608,441,3035,0.10468,0.12748
2013,2nd Quintile,Urban regions,At least once per month,0.01794,55,3035,0.01321,0.02266
2013,2nd Quintile,Urban regions,Seldom,0.03339,111,3035,0.02700,0.03979
2013,2nd Quintile,Urban regions,Never,0.01647,46,3035,0.01194,0.02100
2013,2nd Quintile,Rural regions,Daily,0.83690,1781,2142,0.82125,0.85255
2013,2nd Quintile,Rural regions,At least once per week,0.11226,250,2142,0.09889,0.12563
2013,2nd Quintile,Rural regions,At least once per month,0.01771,40,2142,0.01213,0.02330
2013,2nd Quintile,Rural regions,Seldom,0.02153,71,2142,0.01538,0.02768
2013,3rd Quintile,Urban regions,Daily,0.81222,2262,2929,0.79808,0.82637
2013,3rd Quintile,Urban regions,At least once per week,0.13533,492,2929,0.12294,0.14773
2013,3rd Quintile,Urban regions,At least once per month,0.01377,63,2929,0.00955,0.01799
2013,3rd Quintile,Urban regions,Seldom,0.02755,77,2929,0.02162,0.03348
2013,3rd Quintile,Urban regions,Never,0.01113,35,2929,0.00733,0.01492
2013,3rd Quintile,Rural regions,Daily,0.83660,1584,1915,0.82004,0.85317
2013,3rd Quintile,Rural regions,At least once per week,0.10345,246,1915,0.08981,0.11709
2013,3rd Quintile,Rural regions,At least once per month,0.02551,34,1915,0.01845,0.03258
2013,3rd Quintile,Rural regions,Seldom,0.02771,51,1915,0.02036,0.03506
2013,4th Quintile,Urban regions,Daily,0.76913,2306,3029,0.75412,0.78414
2013,4th Quintile,Urban regions,At least once per week,0.16643,532,3029,0.15316,0.17970
2013,4th Quintile,Urban regions,At least once per month,0.02543,90,3029,0.01982,0.03104
2013,4th Quintile,Urban regions,Seldom,0.02437,101,3029,0.01888,0.02987
2013,4th Quintile,Rural regions,Daily,0.77983,1360,1755,0.76043,0.79922
2013,4th Quintile,Rural regions,At least once per week,0.15221,309,1755,0.13540,0.16902
2013,4th Quintile,Rural regions,At least once per month,0.01967,37,1755,0.01317,0.02617
2013,4th Quintile,Rural regions,Seldom,0.03607,49,1755,0.02735,0.04480
2013,5th Quintile,Urban regions,Daily,0.73826,2993,4104,0.72481,0.75171
2013,5th Quintile,Urban regions,At least once per week,0.20119,842,4104,0.18893,0.21346
2013,5th Quintile,Urban regions,At least once per month,0.02689,115,4104,0.02194,0.03184
2013,5th Quintile,Urban regions,Seldom,0.02660,122,4104,0.02167,0.03152
2013,5th Quintile,Urban regions,Never,0.00706,32,4104,0.00450,0.00963
2013,5th Quintile,Rural regions,Daily,0.79377,1029,1350,0.77218,0.81537
2013,5th Quintile,Rural regions,At least once per week,0.13429,222,1350,0.11610,0.15249
2013,5th Quintile,Rural regions,At least once per month,0.03193,48,1350,0.02255,0.04131
2013,5th Quintile,Rural regions,Seldom,0.02720,51,1350,0.01852,0.03588
2019,1st Quintile,Urban regions,Daily,0.79557,2144,2785,0.78059,0.81055
2019,1st Quintile,Urban regions,At least once per week,0.14268,410,2785,0.12968,0.15567
2019,1st Quintile,Urban regions,At least once per month,0.01534,54,2785,0.01078,0.01991
2019,1st Quintile,Urban regions,Seldom,0.02915,124,2785,0.02290,0.03540
2019,1st Quintile,Urban regions,Never,0.01725,53,2785,0.01242,0.02209
2019,1st Quintile,Rural regions,Daily,0.80622,1345,1631,0.78703,0.82541
2019,1st Quintile,Rural regions,At least once per week,0.10806,191,1631,0.09299,0.12313
2019,1st Quintile,Rural regions,At least once per month,0.01583,32,1631,0.00977,0.02189
2019,1st Quintile,Rural regions,Seldom,0.04201,63,1631,0.03227,0.05175
2019,2nd Quintile,Urban regions,Daily,0.78595,2229,2866,0.77093,0.80097
2019,2nd Quintile,Urban regions,At least once per week,0.13827,424,2866,0.12563,0.15091
2019,2nd Quintile,Urban regions,At least once per month,0.01459,44,2866,0.01020,0.01898
2019,2nd Quintile,Urban regions,Seldom,0.04316,125,2866,0.03572,0.05060
2019,2nd Quintile,Urban regions,Never,0.01802,44,2866,0.01315,0.02289
2019,2nd Quintile,Rural regions,Daily,0.81277,1567,1854,0.79501,0.83053
2019,2nd Quintile,Rural regions,At least once per week,0.13440,226,1854,0.11887,0.14993
2019,2nd Quintile,Rural regions,Seldom,0.02853,61,1854,0.02095,0.03611
2019,3rd Quintile,Urban regions,Daily,0.75836,2063,2747,0.74235,0.77437
2019,3rd Quintile,Urban regions,At least once per week,0.16672,473,2747,0.15278,0.18066
2019,3rd Quintile,Urban regions,At least once per month,0.02325,65,2747,0.01761,0.02888
2019,3rd Quintile,Urban regions,Seldom,0.03642,108,2747,0.02942,0.04343
2019,3rd Quintile,Urban regions,Never,0.01525,38,2747,0.01066,0.01983
2019,3rd Quintile,Rural regions,Daily,0.82365,1362,1636,0.80518,0.84212
2019,3rd Quintile,Rural regions,At least once per week,0.10894,220,1636,0.09384,0.12404
2019,3rd Quintile,Rural regions,Seldom,0.04120,54,1636,0.03157,0.05084
2019,4th Quintile,Urban regions,Daily,0.74739,2045,2737,0.73111,0.76367
2019,4th Quintile,Urban regions,At least once per week,0.19438,541,2737,0.17956,0.20921
2019,4th Quintile,Urban regions,At least once per month,0.01681,52,2737,0.01199,0.02162
2019,4th Quintile,Urban regions,Seldom,0.03071,99,2737,0.02425,0.03718
2019,4th Quintile,Rural regions,Daily,0.78304,1183,1468,0.76195,0.80413
2019,4th Quintile,Rural regions,At least once per week,0.14820,231,1468,0.13002,0.16638
2019,4th Quintile,Rural regions,Seldom,0.04244,54,1468,0.03213,0.05276
2019,5th Quintile,Urban regions,Daily,0.73072,2511,3505,0.71603,0.74540
2019,5th Quintile,Urban regions,At least once per week,0.18467,732,3505,0.17182,0.19752
2019,5th Quintile,Urban regions,At least once per month,0.03063,97,3505,0.02492,0.03633
2019,5th Quintile,Urban regions,Seldom,0.03828,118,3505,0.03193,0.04464
2019,5th Quintile,Urban regions,Never,0.01570,47,3505,0.01159,0.01982
2019,5th Quintile,Rural regions,Daily,0.76077,977,1269,0.73728,0.78425
2019,5th Quintile,Rural regions,At least once per week,0.19708,252,1269,0.17518,0.21897
2019,5th Quintile,Rural regions,Seldom,0.01786,40,1269,0.01057,0.02515
2021,1st Quintile,Urban regions,Daily,0.73356,1483,2111,0.71470,0.75242
2021,1st Quintile,Urban regions,At least once per week,0.15395,397,2111,0.13855,0.16935
2021,1st Quintile,Urban regions,At least once per month,0.02738,56,2111,0.02041,0.03434
2021,1st Quintile,Urban regions,Seldom,0.06090,122,2111,0.05070,0.07111
2021,1st Quintile,Urban regions,Never,0.02421,53,2111,0.01766,0.03077
2021,1st Quintile,Rural regions,Daily,0.77468,853,1078,0.74972,0.79963
2021,1st Quintile,Rural regions,At least once per week,0.14451,168,1078,0.12351,0.16551
2021,1st Quintile,Rural regions,Seldom,0.03824,57,1078,0.02679,0.04970
2021,2nd Quintile,Urban regions,Daily,0.76696,1493,2012,0.74848,0.78544
2021,2nd Quintile,Urban regions,At least once per week,0.16918,374,2012,0.15279,0.18556
2021,2nd Quintile,Urban regions,At least once per month,0.01904,39,2012,0.01307,0.02501
2021,2nd Quintile,Urban regions,Seldom,0.02966,70,2012,0.02224,0.03707
2021,2nd Quintile,Urban regions,Never,0.01517,36,2012,0.00982,0.02051
2021,2nd Quintile,Rural regions,Daily,0.78397,1029,1281,0.76143,0.80652
2021,2nd Quintile,Rural regions,At least once per week,0.14662,208,1281,0.12724,0.16600
2021,2nd Quintile,Rural regions,Seldom,0.03409,44,1281,0.02415,0.04403
2021,3rd Quintile,Urban regions,Daily,0.72508,1379,1969,0.70535,0.74480
2021,3rd Quintile,Urban regions,At least once per week,0.19816,429,1969,0.18055,0.21577
2021,3rd Quintile,Urban regions,At least once per month,0.01774,53,1969,0.01191,0.02357
2021,3rd Quintile,Urban regions,Seldom,0.04027,77,1969,0.03159,0.04896
2021,3rd Quintile,Urban regions,Never,0.01875,31,1969,0.01276,0.02475
2021,3rd Quintile,Rural regions,Daily,0.74003,848,1084,0.71391,0.76615
2021,3rd Quintile,Rural regions,At least once per week,0.17341,200,1084,0.15086,0.19595
2021,3rd Quintile,Rural regions,Seldom,0.04254,36,1084,0.03052,0.05456
2021,4th Quintile,Urban regions,Daily,0.70469,1465,2071,0.68504,0.72434
2021,4th Quintile,Urban regions,At least once per week,0.22758,477,2071,0.20951,0.24564
2021,4th Quintile,Urban regions,At least once per month,0.01502,57,2071,0.00978,0.02026
2021,4th Quintile,Urban regions,Seldom,0.03947,72,2071,0.03109,0.04786
2021,4th Quintile,Rural regions,Daily,0.73682,800,1071,0.71043,0.76320
2021,4th Quintile,Rural regions,At least once per week,0.17825,208,1071,0.15532,0.20118
2021,4th Quintile,Rural regions,At least once per month,0.03888,32,1071,0.02729,0.05046
2021,4th Quintile,Rural regions,Seldom,0.02621,31,1071,0.01664,0.03578
2021,5th Quintile,Urban regions,Daily,0.67583,2026,3160,0.65951,0.69215
2021,5th Quintile,Urban regions,At least once per week,0.24213,844,3160,0.22719,0.25707
2021,5th Quintile,Urban regions,At least once per month,0.02478,98,3160,0.01936,0.03020
2021,5th Quintile,Urban regions,Seldom,0.03568,127,3160,0.02922,0.04215
2021,5th Quintile,Urban regions,Never,0.02158,65,3160,0.01651,0.02664
2021,5th Quintile,Rural regions,Daily,0.67800,736,1094,0.65030,0.70570
2021,5th Quintile,Rural regions,At least once per week,0.24436,266,1094,0.21888,0.26984
2021,5th Quintile,Rural regions,At least once per month,0.02535,39,1094,0.01603,0.03467
2021,5th Quintile,Rural regions,Seldom,0.02837,53,1094,0.01853,0.03822
