year,pgisced97,regtyp,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Upper Secondary Level,No answer / don't know,Daily,0.71179,174,211,0.65053,0.77305
2019,Upper Secondary Level,No answer / don't know,At least once per week,0.14718,37,211,0.09926,0.19509
2019,Upper Secondary Level,Urban regions,Daily,0.80853,5241,6588,0.79903,0.81803
2019,Upper Secondary Level,Urban regions,At least once per week,0.13198,929,6588,0.12380,0.14015
2019,Upper Secondary Level,Urban regions,At least once per month,0.01479,95,6588,0.01188,0.01771
2019,Upper Secondary Level,Urban regions,Seldom,0.03205,242,6588,0.02780,0.03630
2019,Upper Secondary Level,Urban regions,Never,0.01265,81,6588,0.00995,0.01534
2019,Upper Secondary Level,Rural regions,Daily,0.83274,3617,4286,0.82157,0.84392
2019,Upper Secondary Level,Rural regions,At least once per week,0.11353,478,4286,0.10403,0.12302
2019,Upper Secondary Level,Rural regions,At least once per month,0.01370,55,4286,0.01022,0.01718
2019,Upper Secondary Level,Rural regions,Seldom,0.03161,136,4286,0.02637,0.03685
2019,Post-secondary Non-tertiary Level,No answer / don't know,Daily,0.66807,39,39,0.51834,0.81779
2019,Post-secondary Non-tertiary Level,Urban regions,Daily,0.74359,1105,1500,0.72148,0.76569
2019,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.19911,300,1500,0.17890,0.21933
2019,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.02067,32,1500,0.01347,0.02787
2019,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.02934,63,1500,0.02080,0.03789
2019,Post-secondary Non-tertiary Level,Rural regions,Daily,0.76675,452,557,0.73160,0.80190
2019,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.16386,105,557,0.13309,0.19463
2019,First Stage of Tertiary Education,Urban regions,Daily,0.72623,695,908,0.69721,0.75525
2019,First Stage of Tertiary Education,Urban regions,At least once per week,0.18689,169,908,0.16152,0.21226
2019,First Stage of Tertiary Education,Urban regions,Seldom,0.04219,44,908,0.02910,0.05527
2019,First Stage of Tertiary Education,Rural regions,Daily,0.78185,539,634,0.74968,0.81402
2019,First Stage of Tertiary Education,Rural regions,At least once per week,0.13760,95,634,0.11076,0.16444
2019,Second Stage of Tertiary Education,No answer / don't know,Daily,0.56221,114,157,0.48436,0.64007
2019,Second Stage of Tertiary Education,No answer / don't know,At least once per week,0.26527,43,157,0.19599,0.33455
2019,Second Stage of Tertiary Education,Urban regions,Daily,0.66869,3146,4943,0.65557,0.68181
2019,Second Stage of Tertiary Education,Urban regions,At least once per week,0.23332,1289,4943,0.22152,0.24511
2019,Second Stage of Tertiary Education,Urban regions,At least once per month,0.02987,165,4943,0.02512,0.03461
2019,Second Stage of Tertiary Education,Urban regions,Seldom,0.04515,238,4943,0.03936,0.05094
2019,Second Stage of Tertiary Education,Urban regions,Never,0.02298,105,4943,0.01880,0.02716
2019,Second Stage of Tertiary Education,Rural regions,Daily,0.69808,1282,1888,0.67737,0.71880
2019,Second Stage of Tertiary Education,Rural regions,At least once per week,0.22187,439,1888,0.20313,0.24062
2019,Second Stage of Tertiary Education,Rural regions,At least once per month,0.02764,44,1888,0.02024,0.03503
2019,Second Stage of Tertiary Education,Rural regions,Seldom,0.03816,92,1888,0.02952,0.04681
2019,Second Stage of Tertiary Education,Rural regions,Never,0.01425,31,1888,0.00890,0.01959
2021,No answer / don't know,Urban regions,Daily,0.68989,297,397,0.64433,0.73545
2021,No answer / don't know,Urban regions,At least once per week,0.22542,100,397,0.18426,0.26658
2021,No answer / don't know,Rural regions,Daily,0.70254,102,143,0.62735,0.77773
2021,No answer / don't know,Rural regions,At least once per week,0.24918,41,143,0.17804,0.32033
2021,Pre-primary Level,Urban regions,Daily,0.74656,95,128,0.67091,0.82221
2021,Pre-primary Level,Urban regions,At least once per week,0.14328,33,128,0.08235,0.20422
2021,Pre-primary Level,Rural regions,Daily,0.83614,41,41,0.72143,0.95085
2021,Primary Level,Urban regions,Daily,0.74005,119,119,0.66092,0.81919
2021,Primary Level,Rural regions,Daily,0.90398,42,42,0.81380,0.99416
2021,Lower Secondary Level,Urban regions,Daily,0.82573,628,799,0.79941,0.85205
2021,Lower Secondary Level,Urban regions,At least once per week,0.12057,131,799,0.09798,0.14316
2021,Lower Secondary Level,Urban regions,Seldom,0.03289,40,799,0.02052,0.04527
2021,Lower Secondary Level,Rural regions,Daily,0.80983,426,505,0.77557,0.84409
2021,Lower Secondary Level,Rural regions,At least once per week,0.12695,79,505,0.09788,0.15601
2021,Upper Secondary Level,Urban regions,Daily,0.76688,3172,4225,0.75413,0.77963
2021,Upper Secondary Level,Urban regions,At least once per week,0.16068,748,4225,0.14961,0.17176
2021,Upper Secondary Level,Urban regions,At least once per month,0.01567,81,4225,0.01193,0.01942
2021,Upper Secondary Level,Urban regions,Seldom,0.03809,152,4225,0.03232,0.04386
2021,Upper Secondary Level,Urban regions,Never,0.01867,72,4225,0.01459,0.02276
2021,Upper Secondary Level,Rural regions,Daily,0.76123,2132,2736,0.74525,0.77721
2021,Upper Secondary Level,Rural regions,At least once per week,0.16207,423,2736,0.14825,0.17588
2021,Upper Secondary Level,Rural regions,At least once per month,0.02342,50,2736,0.01776,0.02909
2021,Upper Secondary Level,Rural regions,Seldom,0.03364,97,2736,0.02689,0.04040
2021,Upper Secondary Level,Rural regions,Never,0.01964,34,2736,0.01444,0.02484
2021,Post-secondary Non-tertiary Level,Urban regions,Daily,0.73008,786,1078,0.70357,0.75660
2021,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.20339,243,1078,0.17935,0.22743
2021,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.03732,49,1078,0.02600,0.04864
2021,Post-secondary Non-tertiary Level,Rural regions,Daily,0.72245,293,376,0.67713,0.76777
2021,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.18324,83,376,0.14408,0.22240
2021,First Stage of Tertiary Education,Urban regions,Daily,0.74470,417,538,0.70782,0.78158
2021,First Stage of Tertiary Education,Urban regions,At least once per week,0.18885,121,538,0.15574,0.22195
2021,First Stage of Tertiary Education,Rural regions,Daily,0.73934,302,374,0.69479,0.78389
2021,First Stage of Tertiary Education,Rural regions,At least once per week,0.17303,72,374,0.13464,0.21142
2021,Second Stage of Tertiary Education,Urban regions,Daily,0.60779,2355,3888,0.59244,0.62314
2021,Second Stage of Tertiary Education,Urban regions,At least once per week,0.29172,1138,3888,0.27743,0.30601
2021,Second Stage of Tertiary Education,Urban regions,At least once per month,0.03036,145,3888,0.02496,0.03575
2021,Second Stage of Tertiary Education,Urban regions,Seldom,0.04636,163,3888,0.03975,0.05297
2021,Second Stage of Tertiary Education,Urban regions,Never,0.02378,87,3888,0.01899,0.02857
2021,Second Stage of Tertiary Education,Rural regions,Daily,0.67119,933,1394,0.64652,0.69586
2021,Second Stage of Tertiary Education,Rural regions,At least once per week,0.23292,343,1394,0.21072,0.25512
2021,Second Stage of Tertiary Education,Rural regions,At least once per month,0.03224,55,1394,0.02297,0.04152
2021,Second Stage of Tertiary Education,Rural regions,Seldom,0.04026,63,1394,0.02994,0.05058
