year,age_gr,pgisced97,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,66 and older,Upper Secondary Level,Yes,0.06375,160,2571,0.05430,0.07319
2019,66 and older,Upper Secondary Level,No,0.93625,2411,2571,0.92681,0.94570
2019,66 and older,Post-secondary Non-tertiary Level,No,0.96781,154,154,0.93985,0.99578
2019,66 and older,First Stage of Tertiary Education,No,0.94807,351,351,0.92483,0.97132
2019,66 and older,Second Stage of Tertiary Education,Yes,0.04693,73,1447,0.03603,0.05783
2019,66 and older,Second Stage of Tertiary Education,No,0.95307,1374,1447,0.94217,0.96397
2021,17-29 y.,Lower Secondary Level,No,0.99652,541,541,0.99155,1.00149
2021,17-29 y.,Upper Secondary Level,No,0.99927,1175,1175,0.99773,1.00081
2021,30-45 y.,Primary Level,No,0.99411,460,460,0.98711,1.00111
2021,30-45 y.,Lower Secondary Level,No,0.99853,473,473,0.99507,1.00199
2021,30-45 y.,Upper Secondary Level,No,0.99668,1525,1525,0.99380,0.99957
2021,30-45 y.,Post-secondary Non-tertiary Level,No,0.99338,542,542,0.98655,1.00021
2021,30-45 y.,Second Stage of Tertiary Education,No,0.99735,1736,1736,0.99493,0.99977
2021,46-65 y.,No answer / don't know,No,0.99475,215,215,0.98507,1.00443
2021,46-65 y.,Primary Level,No,0.98022,222,222,0.96186,0.99858
2021,46-65 y.,Lower Secondary Level,No,0.97030,408,408,0.95381,0.98680
2021,46-65 y.,Upper Secondary Level,Yes,0.02413,64,2882,0.01853,0.02973
2021,46-65 y.,Upper Secondary Level,No,0.97587,2818,2882,0.97027,0.98147
2021,46-65 y.,Post-secondary Non-tertiary Level,No,0.98924,674,674,0.98145,0.99704
2021,46-65 y.,First Stage of Tertiary Education,No,0.95753,490,490,0.93965,0.97540
2021,46-65 y.,Second Stage of Tertiary Education,No,0.98970,2245,2245,0.98552,0.99388
2021,66 and older,No answer / don't know,No,0.86803,39,39,0.76041,0.97564
2021,66 and older,Lower Secondary Level,No,0.90658,285,285,0.87274,0.94043
2021,66 and older,Upper Secondary Level,Yes,0.06490,105,1709,0.05322,0.07659
2021,66 and older,Upper Secondary Level,No,0.93510,1604,1709,0.92341,0.94678
2021,66 and older,Post-secondary Non-tertiary Level,No,0.94666,112,112,0.90485,0.98846
2021,66 and older,First Stage of Tertiary Education,No,0.94730,242,242,0.91909,0.97551
2021,66 and older,Second Stage of Tertiary Education,Yes,0.04996,50,1102,0.03709,0.06283
2021,66 and older,Second Stage of Tertiary Education,No,0.95004,1052,1102,0.93717,0.96291
