year,quintil_oecd,sampreg,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,5th Quintile,East,No,0.88493,601,601,0.85939,0.91046
2017,1st Quintile,West,Yes,0.02017,65,3502,0.01551,0.02482
2017,1st Quintile,West,No,0.74157,3437,3502,0.72707,0.75607
2017,1st Quintile,East,Yes,0.02285,34,1215,0.01444,0.03125
2017,1st Quintile,East,No,0.77924,1181,1215,0.75591,0.80258
2017,2nd Quintile,West,Yes,0.02719,86,3523,0.02182,0.03256
2017,2nd Quintile,West,No,0.79020,3437,3523,0.77675,0.80364
2017,2nd Quintile,East,Yes,0.02292,32,1270,0.01469,0.03115
2017,2nd Quintile,East,No,0.82560,1238,1270,0.80472,0.84647
2017,3rd Quintile,West,Yes,0.02245,74,3415,0.01748,0.02742
2017,3rd Quintile,West,No,0.80705,3341,3415,0.79382,0.82029
2017,3rd Quintile,East,No,0.83837,971,971,0.81520,0.86154
2017,4th Quintile,West,Yes,0.01551,47,3650,0.01150,0.01952
2017,4th Quintile,West,No,0.86141,3603,3650,0.85020,0.87262
2017,4th Quintile,East,No,0.85810,687,687,0.83199,0.88422
2017,5th Quintile,West,Yes,0.01408,63,3985,0.01042,0.01774
2017,5th Quintile,West,No,0.88516,3922,3985,0.87526,0.89506
2017,5th Quintile,East,No,0.83696,563,563,0.80642,0.86750
2019,1st Quintile,West,Yes,0.02046,74,3242,0.01559,0.02533
2019,1st Quintile,West,No,0.72586,3168,3242,0.71050,0.74122
2019,1st Quintile,East,Yes,0.02456,39,1203,0.01581,0.03331
2019,1st Quintile,East,No,0.77712,1164,1203,0.75360,0.80065
2019,2nd Quintile,West,Yes,0.02401,77,3488,0.01893,0.02910
2019,2nd Quintile,West,No,0.78953,3411,3488,0.77600,0.80306
2019,2nd Quintile,East,Yes,0.02819,40,1281,0.01912,0.03726
2019,2nd Quintile,East,No,0.80867,1241,1281,0.78712,0.83022
2019,3rd Quintile,West,Yes,0.01785,67,3354,0.01337,0.02234
2019,3rd Quintile,West,No,0.82098,3287,3354,0.80800,0.83396
2019,3rd Quintile,East,No,0.81991,1046,1046,0.79661,0.84321
2019,4th Quintile,West,Yes,0.01614,62,3523,0.01198,0.02031
2019,4th Quintile,West,No,0.83253,3461,3523,0.82019,0.84486
2019,4th Quintile,East,No,0.88207,740,740,0.85882,0.90533
2019,5th Quintile,West,Yes,0.01645,79,4204,0.01261,0.02030
2019,5th Quintile,West,No,0.88529,4125,4204,0.87565,0.89492
2019,5th Quintile,East,No,0.85937,602,602,0.83157,0.88716
2021,1st Quintile,West,Yes,0.01910,67,3774,0.01473,0.02347
2021,1st Quintile,West,No,0.75920,3707,3774,0.74556,0.77285
2021,1st Quintile,East,No,0.81171,979,979,0.78720,0.83621
2021,2nd Quintile,West,Yes,0.01927,56,2636,0.01402,0.02452
2021,2nd Quintile,West,No,0.77613,2580,2636,0.76022,0.79205
2021,2nd Quintile,East,No,0.80864,869,869,0.78247,0.83481
2021,3rd Quintile,West,Yes,0.02566,52,2438,0.01938,0.03194
2021,3rd Quintile,West,No,0.79420,2386,2438,0.77815,0.81026
2021,3rd Quintile,East,No,0.76943,671,671,0.73754,0.80132
2021,4th Quintile,West,Yes,0.01756,43,2596,0.01250,0.02261
2021,4th Quintile,West,No,0.83633,2553,2596,0.82210,0.85057
2021,4th Quintile,East,No,0.81499,576,576,0.78325,0.84673
2021,5th Quintile,West,Yes,0.01989,72,3605,0.01533,0.02444
2021,5th Quintile,West,No,0.85570,3533,3605,0.84422,0.86717
2021,5th Quintile,East,No,0.84498,639,639,0.81689,0.87306
