year,migback,pgisced97,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Direct migration background,Second Stage of Tertiary Education,No,0.99274,366,366,0.98403,1.00145
2013,Indirect migration background,Upper Secondary Level,No,0.98839,297,297,0.97619,1.00060
2015,No migration background,Primary Level,No,0.96690,150,150,0.93817,0.99563
2015,No migration background,Lower Secondary Level,Yes,0.03589,46,1586,0.02674,0.04505
2015,No migration background,Lower Secondary Level,No,0.96411,1540,1586,0.95495,0.97326
2015,No migration background,Upper Secondary Level,Yes,0.02796,242,9456,0.02464,0.03129
2015,No migration background,Upper Secondary Level,No,0.97204,9214,9456,0.96871,0.97536
2015,No migration background,Post-secondary Non-tertiary Level,No,0.98966,1208,1208,0.98395,0.99536
2015,No migration background,First Stage of Tertiary Education,Yes,0.03211,41,1360,0.02274,0.04149
2015,No migration background,First Stage of Tertiary Education,No,0.96789,1319,1360,0.95851,0.97726
2015,No migration background,Second Stage of Tertiary Education,Yes,0.01847,73,4630,0.01459,0.02235
2015,No migration background,Second Stage of Tertiary Education,No,0.98153,4557,4630,0.97765,0.98541
2015,Direct migration background,No answer / don't know,No,0.99622,114,114,0.98490,1.00754
2015,Direct migration background,Primary Level,No,0.96035,212,212,0.93401,0.98668
2015,Direct migration background,Lower Secondary Level,No,0.99052,779,779,0.98371,0.99733
2015,Direct migration background,Upper Secondary Level,No,0.97477,1543,1543,0.96694,0.98259
2015,Direct migration background,Post-secondary Non-tertiary Level,No,0.99312,619,619,0.98660,0.99964
2015,Direct migration background,First Stage of Tertiary Education,No,0.99127,105,105,0.97340,1.00915
2015,Direct migration background,Second Stage of Tertiary Education,No,0.99470,1008,1008,0.99022,0.99918
2015,Indirect migration background,Primary Level,No,0.96523,32,32,0.90075,1.02972
2015,Indirect migration background,Lower Secondary Level,No,0.99484,299,299,0.98671,1.00298
2015,Indirect migration background,Upper Secondary Level,No,0.99213,621,621,0.98517,0.99908
2015,Indirect migration background,Post-secondary Non-tertiary Level,No,0.99720,101,101,0.98684,1.00756
2015,Indirect migration background,Second Stage of Tertiary Education,No,0.98995,228,228,0.97697,1.00292
2017,No migration background,No answer / don't know,No,0.99761,371,371,0.99263,1.00259
2017,No migration background,Primary Level,No,0.97666,159,159,0.95312,1.00020
2017,No migration background,Lower Secondary Level,Yes,0.03285,44,1686,0.02434,0.04136
2017,No migration background,Lower Secondary Level,No,0.96715,1642,1686,0.95864,0.97566
2017,No migration background,Upper Secondary Level,Yes,0.02782,240,9760,0.02455,0.03108
2017,No migration background,Upper Secondary Level,No,0.97218,9520,9760,0.96892,0.97545
2017,No migration background,Post-secondary Non-tertiary Level,No,0.98536,1418,1418,0.97911,0.99162
2017,No migration background,First Stage of Tertiary Education,Yes,0.03173,48,1372,0.02245,0.04100
2017,No migration background,First Stage of Tertiary Education,No,0.96827,1324,1372,0.95900,0.97755
2017,No migration background,Second Stage of Tertiary Education,Yes,0.01702,79,5038,0.01345,0.02059
2017,No migration background,Second Stage of Tertiary Education,No,0.98298,4959,5038,0.97941,0.98655
2017,Direct migration background,No answer / don't know,No,0.99878,130,130,0.99274,1.00481
2017,Direct migration background,Primary Level,No,0.97615,243,243,0.95693,0.99538
2017,Direct migration background,Lower Secondary Level,No,0.96785,774,774,0.95542,0.98029
2017,Direct migration background,Upper Secondary Level,No,0.98073,1603,1603,0.97400,0.98746
2017,Direct migration background,Post-secondary Non-tertiary Level,No,0.99370,655,655,0.98763,0.99976
2017,Direct migration background,First Stage of Tertiary Education,No,0.96347,99,99,0.92633,1.00062
2017,Direct migration background,Second Stage of Tertiary Education,No,0.99123,1211,1211,0.98597,0.99648
2017,Indirect migration background,Lower Secondary Level,No,0.99453,272,272,0.98576,1.00331
2017,Indirect migration background,Upper Secondary Level,No,0.99586,683,683,0.99104,1.00068
2017,Indirect migration background,First Stage of Tertiary Education,No,0.98104,52,52,0.94362,1.01847
2017,Indirect migration background,Second Stage of Tertiary Education,No,0.98885,253,253,0.97588,1.00181
2019,No migration background,No answer / don't know,No,0.99673,346,346,0.99071,1.00275
2019,No migration background,Pre-primary Level,No,0.99681,203,203,0.98902,1.00459
2019,No migration background,Primary Level,No,0.94525,140,140,0.90743,0.98307
2019,No migration background,Lower Secondary Level,Yes,0.04056,46,1577,0.03082,0.05030
2019,No migration background,Lower Secondary Level,No,0.95944,1531,1577,0.94970,0.96918
2019,No migration background,Upper Secondary Level,Yes,0.03088,248,9201,0.02735,0.03442
2019,No migration background,Upper Secondary Level,No,0.96912,8953,9201,0.96558,0.97265
2019,No migration background,Post-secondary Non-tertiary Level,No,0.99397,1492,1492,0.99004,0.99790
2019,No migration background,First Stage of Tertiary Education,Yes,0.02492,47,1512,0.01706,0.03278
2019,No migration background,First Stage of Tertiary Education,No,0.97508,1465,1512,0.96722,0.98294
2019,No migration background,Second Stage of Tertiary Education,Yes,0.01650,101,5621,0.01317,0.01983
2019,No migration background,Second Stage of Tertiary Education,No,0.98350,5520,5621,0.98017,0.98683
2019,Direct migration background,No answer / don't know,No,0.99581,112,112,0.98380,1.00783
2019,Direct migration background,Primary Level,No,0.92894,198,198,0.89306,0.96482
2019,Direct migration background,Lower Secondary Level,No,0.97309,607,607,0.96020,0.98597
2019,Direct migration background,Upper Secondary Level,No,0.98043,1296,1296,0.97288,0.98797
2019,Direct migration background,Post-secondary Non-tertiary Level,No,0.99364,528,528,0.98685,1.00043
2019,Direct migration background,Second Stage of Tertiary Education,No,0.99367,1106,1106,0.98900,0.99835
2019,Indirect migration background,Lower Secondary Level,No,0.99729,233,233,0.99060,1.00398
2019,Indirect migration background,Upper Secondary Level,No,0.99279,627,627,0.98616,0.99942
2019,Indirect migration background,Second Stage of Tertiary Education,No,0.98891,285,285,0.97673,1.00109
2021,No migration background,No answer / don't know,No,0.98440,309,309,0.97056,0.99824
2021,No migration background,Primary Level,No,0.96134,83,83,0.91961,1.00307
2021,No migration background,Lower Secondary Level,No,0.95950,854,854,0.94627,0.97273
2021,No migration background,Upper Secondary Level,Yes,0.03225,161,5679,0.02766,0.03685
2021,No migration background,Upper Secondary Level,No,0.96775,5518,5679,0.96315,0.97234
2021,No migration background,Post-secondary Non-tertiary Level,No,0.98813,1026,1026,0.98150,0.99476
2021,No migration background,First Stage of Tertiary Education,Yes,0.03862,32,896,0.02599,0.05124
2021,No migration background,First Stage of Tertiary Education,No,0.96138,864,896,0.94876,0.97401
2021,No migration background,Second Stage of Tertiary Education,Yes,0.01769,76,4054,0.01363,0.02175
2021,No migration background,Second Stage of Tertiary Education,No,0.98231,3978,4054,0.97825,0.98637
2021,Direct migration background,No answer / don't know,No,0.99593,441,441,0.98997,1.00188
2021,Direct migration background,Primary Level,No,0.95088,817,817,0.93606,0.96571
2021,Direct migration background,Lower Secondary Level,No,0.95955,736,736,0.94531,0.97379
2021,Direct migration background,Upper Secondary Level,No,0.98666,1224,1224,0.98024,0.99309
2021,Direct migration background,Post-secondary Non-tertiary Level,No,0.98313,448,448,0.97120,0.99507
2021,Direct migration background,First Stage of Tertiary Education,No,0.99962,58,58,0.99456,1.00468
2021,Direct migration background,Second Stage of Tertiary Education,No,0.99533,1367,1367,0.99172,0.99895
2021,Indirect migration background,Lower Secondary Level,No,0.99656,117,117,0.98589,1.00722
2021,Indirect migration background,Upper Secondary Level,No,0.99610,380,380,0.98982,1.00237
2021,Indirect migration background,Second Stage of Tertiary Education,No,0.98726,206,206,0.97190,1.00261
