year,pgisced97,quintil_oecd,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,First Stage of Tertiary Education,2nd Quintile,No,0.96110,196,196,0.93396,0.98824
2011,First Stage of Tertiary Education,3rd Quintile,No,0.95779,225,225,0.93145,0.98412
2011,First Stage of Tertiary Education,4th Quintile,No,0.97651,310,310,0.95962,0.99339
2011,First Stage of Tertiary Education,5th Quintile,No,0.99537,311,311,0.98781,1.00293
2011,Second Stage of Tertiary Education,1st Quintile,No,0.97119,199,199,0.94790,0.99449
2011,Second Stage of Tertiary Education,2nd Quintile,No,0.96139,315,315,0.94008,0.98270
2011,Second Stage of Tertiary Education,3rd Quintile,No,0.98130,483,483,0.96921,0.99339
2011,Second Stage of Tertiary Education,4th Quintile,No,0.98307,790,790,0.97407,0.99207
2011,Second Stage of Tertiary Education,5th Quintile,No,0.98663,1859,1859,0.98140,0.99185
2013,No answer / don't know,1st Quintile,No,0.98595,100,100,0.96277,1.00913
2013,Primary Level,1st Quintile,No,0.97741,117,117,0.95038,1.00445
2013,Lower Secondary Level,1st Quintile,No,0.96240,595,595,0.94710,0.97769
2013,Lower Secondary Level,2nd Quintile,No,0.96597,505,505,0.95014,0.98180
2013,Lower Secondary Level,3rd Quintile,No,0.98095,338,338,0.96636,0.99555
2013,Lower Secondary Level,4th Quintile,No,0.96044,232,232,0.93531,0.98558
2013,Lower Secondary Level,5th Quintile,No,0.94503,123,123,0.90458,0.98547
2013,Upper Secondary Level,1st Quintile,Yes,0.03852,62,1700,0.02937,0.04767
2013,Upper Secondary Level,1st Quintile,No,0.96148,1638,1700,0.95233,0.97063
2013,Upper Secondary Level,2nd Quintile,Yes,0.03368,58,1990,0.02575,0.04161
2013,Upper Secondary Level,2nd Quintile,No,0.96632,1932,1990,0.95839,0.97425
2013,Upper Secondary Level,3rd Quintile,Yes,0.02816,61,2045,0.02099,0.03533
2013,Upper Secondary Level,3rd Quintile,No,0.97184,1984,2045,0.96467,0.97901
2013,Upper Secondary Level,4th Quintile,Yes,0.01349,33,2028,0.00847,0.01851
2013,Upper Secondary Level,4th Quintile,No,0.98651,1995,2028,0.98149,0.99153
2013,Upper Secondary Level,5th Quintile,No,0.98534,1619,1619,0.97949,0.99120
2013,Post-secondary Non-tertiary Level,1st Quintile,No,0.98373,130,130,0.96189,1.00556
2013,Post-secondary Non-tertiary Level,3rd Quintile,No,0.99985,222,222,0.99822,1.00147
2013,Post-secondary Non-tertiary Level,5th Quintile,No,0.99956,325,325,0.99726,1.00185
2013,First Stage of Tertiary Education,1st Quintile,No,0.93122,101,101,0.88162,0.98082
2013,First Stage of Tertiary Education,2nd Quintile,No,0.97270,205,205,0.95034,0.99506
2013,First Stage of Tertiary Education,3rd Quintile,No,0.97107,281,281,0.95143,0.99070
2013,First Stage of Tertiary Education,4th Quintile,No,0.97314,330,330,0.95567,0.99061
2013,First Stage of Tertiary Education,5th Quintile,No,0.99451,375,375,0.98701,1.00200
2013,Second Stage of Tertiary Education,1st Quintile,No,0.98314,262,262,0.96752,0.99876
2013,Second Stage of Tertiary Education,2nd Quintile,No,0.98339,424,424,0.97121,0.99557
2013,Second Stage of Tertiary Education,3rd Quintile,No,0.96755,576,576,0.95307,0.98203
2013,Second Stage of Tertiary Education,4th Quintile,No,0.98167,949,949,0.97313,0.99021
2013,Second Stage of Tertiary Education,5th Quintile,No,0.98366,2187,2187,0.97835,0.98898
2015,No answer / don't know,1st Quintile,No,0.99848,234,234,0.99349,1.00348
2015,Primary Level,1st Quintile,No,0.95982,252,252,0.93552,0.98411
2015,Primary Level,2nd Quintile,No,0.96218,80,80,0.92011,1.00424
2015,Primary Level,3rd Quintile,No,0.95438,37,37,0.88622,1.02254
2015,Lower Secondary Level,1st Quintile,No,0.97372,1074,1074,0.96415,0.98330
2015,Lower Secondary Level,2nd Quintile,No,0.97219,701,701,0.96001,0.98437
2015,Lower Secondary Level,3rd Quintile,No,0.97490,461,461,0.96061,0.98920
2015,Lower Secondary Level,4th Quintile,No,0.96987,259,259,0.94901,0.99073
2015,Lower Secondary Level,5th Quintile,No,0.96902,123,123,0.93828,0.99977
2015,Upper Secondary Level,1st Quintile,Yes,0.02792,64,2435,0.02137,0.03446
2015,Upper Secondary Level,1st Quintile,No,0.97208,2371,2435,0.96554,0.97863
2015,Upper Secondary Level,2nd Quintile,Yes,0.03931,85,2890,0.03223,0.04640
2015,Upper Secondary Level,2nd Quintile,No,0.96069,2805,2890,0.95360,0.96777
2015,Upper Secondary Level,3rd Quintile,Yes,0.02260,52,2515,0.01679,0.02841
2015,Upper Secondary Level,3rd Quintile,No,0.97740,2463,2515,0.97159,0.98321
2015,Upper Secondary Level,4th Quintile,Yes,0.02358,42,2241,0.01730,0.02987
2015,Upper Secondary Level,4th Quintile,No,0.97642,2199,2241,0.97013,0.98270
2015,Upper Secondary Level,5th Quintile,No,0.98284,1539,1539,0.97635,0.98933
2015,Post-secondary Non-tertiary Level,1st Quintile,No,0.96089,325,325,0.93978,0.98200
2015,Post-secondary Non-tertiary Level,2nd Quintile,No,0.99412,414,414,0.98675,1.00150
2015,Post-secondary Non-tertiary Level,3rd Quintile,No,0.99835,425,425,0.99448,1.00221
2015,Post-secondary Non-tertiary Level,4th Quintile,No,0.99135,409,409,0.98237,1.00034
2015,Post-secondary Non-tertiary Level,5th Quintile,No,0.99659,355,355,0.99051,1.00266
2015,First Stage of Tertiary Education,1st Quintile,No,0.92557,114,114,0.87718,0.97397
2015,First Stage of Tertiary Education,2nd Quintile,No,0.95943,268,268,0.93577,0.98310
2015,First Stage of Tertiary Education,3rd Quintile,No,0.96195,311,311,0.94066,0.98325
2015,First Stage of Tertiary Education,4th Quintile,No,0.97211,385,385,0.95564,0.98858
2015,First Stage of Tertiary Education,5th Quintile,No,0.99418,399,399,0.98671,1.00165
2015,Second Stage of Tertiary Education,1st Quintile,No,0.99411,481,481,0.98727,1.00096
2015,Second Stage of Tertiary Education,2nd Quintile,No,0.98158,640,640,0.97116,0.99201
2015,Second Stage of Tertiary Education,3rd Quintile,No,0.97045,884,884,0.95928,0.98162
2015,Second Stage of Tertiary Education,4th Quintile,No,0.98870,1295,1295,0.98294,0.99446
2015,Second Stage of Tertiary Education,5th Quintile,Yes,0.01674,34,2527,0.01173,0.02174
2015,Second Stage of Tertiary Education,5th Quintile,No,0.98326,2493,2527,0.97826,0.98827
2017,No answer / don't know,1st Quintile,No,0.99547,247,247,0.98708,1.00386
2017,No answer / don't know,4th Quintile,No,0.99919,81,81,0.99297,1.00542
2017,Primary Level,1st Quintile,No,0.96649,238,238,0.94357,0.98940
2017,Primary Level,2nd Quintile,No,0.98256,80,80,0.95370,1.01143
2017,Lower Secondary Level,1st Quintile,No,0.96904,994,994,0.95827,0.97981
2017,Lower Secondary Level,2nd Quintile,No,0.95113,603,603,0.93391,0.96836
2017,Lower Secondary Level,3rd Quintile,No,0.98654,398,398,0.97520,0.99787
2017,Lower Secondary Level,4th Quintile,No,0.96778,235,235,0.94515,0.99040
2017,Lower Secondary Level,5th Quintile,No,0.98639,103,103,0.96391,1.00888
2017,Upper Secondary Level,1st Quintile,Yes,0.03169,56,2190,0.02435,0.03903
2017,Upper Secondary Level,1st Quintile,No,0.96831,2134,2190,0.96097,0.97565
2017,Upper Secondary Level,2nd Quintile,Yes,0.03385,70,2579,0.02687,0.04083
2017,Upper Secondary Level,2nd Quintile,No,0.96615,2509,2579,0.95917,0.97313
2017,Upper Secondary Level,3rd Quintile,Yes,0.03238,59,2239,0.02505,0.03972
2017,Upper Secondary Level,3rd Quintile,No,0.96762,2180,2239,0.96028,0.97495
2017,Upper Secondary Level,4th Quintile,No,0.98315,1925,1925,0.97740,0.98890
2017,Upper Secondary Level,5th Quintile,No,0.97783,1346,1346,0.96996,0.98569
2017,Post-secondary Non-tertiary Level,1st Quintile,No,0.97378,339,339,0.95675,0.99082
2017,Post-secondary Non-tertiary Level,2nd Quintile,No,0.99914,419,419,0.99633,1.00195
2017,Post-secondary Non-tertiary Level,3rd Quintile,No,0.98173,396,396,0.96853,0.99494
2017,Post-secondary Non-tertiary Level,4th Quintile,No,0.99446,375,375,0.98693,1.00198
2017,Post-secondary Non-tertiary Level,5th Quintile,No,0.98441,313,313,0.97067,0.99816
2017,First Stage of Tertiary Education,1st Quintile,No,0.96401,99,99,0.92713,1.00089
2017,First Stage of Tertiary Education,2nd Quintile,No,0.92714,223,223,0.89295,0.96133
2017,First Stage of Tertiary Education,3rd Quintile,No,0.96524,272,272,0.94343,0.98705
2017,First Stage of Tertiary Education,4th Quintile,No,0.96041,325,325,0.93918,0.98164
2017,First Stage of Tertiary Education,5th Quintile,No,0.99380,345,345,0.98550,1.00209
2017,Second Stage of Tertiary Education,1st Quintile,No,0.99388,466,466,0.98680,1.00097
2017,Second Stage of Tertiary Education,2nd Quintile,No,0.98762,641,641,0.97905,0.99619
2017,Second Stage of Tertiary Education,3rd Quintile,No,0.97708,898,898,0.96729,0.98688
2017,Second Stage of Tertiary Education,4th Quintile,No,0.97418,1274,1274,0.96546,0.98289
2017,Second Stage of Tertiary Education,5th Quintile,No,0.98780,2267,2267,0.98328,0.99232
2019,No answer / don't know,1st Quintile,No,0.99523,219,219,0.98608,1.00438
2019,No answer / don't know,2nd Quintile,No,0.99952,118,118,0.99554,1.00350
2019,No answer / don't know,3rd Quintile,No,0.99745,78,78,0.98620,1.00871
2019,Pre-primary Level,5th Quintile,No,0.98765,50,50,0.95673,1.01857
2019,Primary Level,1st Quintile,No,0.94008,236,236,0.90973,0.97042
2019,Primary Level,2nd Quintile,No,0.90735,75,75,0.84129,0.97341
2019,Lower Secondary Level,1st Quintile,No,0.96121,906,906,0.94863,0.97379
2019,Lower Secondary Level,2nd Quintile,No,0.96680,630,630,0.95280,0.98080
2019,Lower Secondary Level,3rd Quintile,No,0.97065,362,362,0.95324,0.98806
2019,Lower Secondary Level,4th Quintile,No,0.97630,244,244,0.95717,0.99542
2019,Lower Secondary Level,5th Quintile,No,0.94625,114,114,0.90467,0.98783
2019,Upper Secondary Level,1st Quintile,Yes,0.02926,65,2078,0.02201,0.03650
2019,Upper Secondary Level,1st Quintile,No,0.97074,2013,2078,0.96350,0.97799
2019,Upper Secondary Level,2nd Quintile,Yes,0.03377,66,2564,0.02678,0.04077
2019,Upper Secondary Level,2nd Quintile,No,0.96623,2498,2564,0.95923,0.97322
2019,Upper Secondary Level,3rd Quintile,Yes,0.02636,51,2212,0.01969,0.03304
2019,Upper Secondary Level,3rd Quintile,No,0.97364,2161,2212,0.96696,0.98031
2019,Upper Secondary Level,4th Quintile,Yes,0.02622,38,1939,0.01910,0.03333
2019,Upper Secondary Level,4th Quintile,No,0.97378,1901,1939,0.96667,0.98090
2019,Upper Secondary Level,5th Quintile,Yes,0.02412,36,1445,0.01620,0.03203
2019,Upper Secondary Level,5th Quintile,No,0.97588,1409,1445,0.96797,0.98380
2019,Post-secondary Non-tertiary Level,1st Quintile,No,0.99480,298,298,0.98662,1.00298
2019,Post-secondary Non-tertiary Level,2nd Quintile,No,0.99582,429,429,0.98970,1.00193
2019,Post-secondary Non-tertiary Level,3rd Quintile,No,0.99547,436,436,0.98916,1.00178
2019,Post-secondary Non-tertiary Level,4th Quintile,No,0.99824,357,357,0.99388,1.00259
2019,Post-secondary Non-tertiary Level,5th Quintile,No,0.99112,358,358,0.98139,1.00085
2019,First Stage of Tertiary Education,1st Quintile,No,0.98710,88,88,0.96338,1.01081
2019,First Stage of Tertiary Education,2nd Quintile,No,0.93843,215,215,0.90622,0.97063
2019,First Stage of Tertiary Education,3rd Quintile,No,0.97871,291,291,0.96210,0.99532
2019,First Stage of Tertiary Education,4th Quintile,No,0.97807,314,314,0.96185,0.99430
2019,First Stage of Tertiary Education,5th Quintile,No,0.99382,375,375,0.98588,1.00176
2019,Second Stage of Tertiary Education,1st Quintile,No,0.98258,477,477,0.97083,0.99433
2019,Second Stage of Tertiary Education,2nd Quintile,No,0.98320,611,611,0.97300,0.99340
2019,Second Stage of Tertiary Education,3rd Quintile,No,0.98589,925,925,0.97829,0.99350
2019,Second Stage of Tertiary Education,4th Quintile,No,0.98848,1262,1262,0.98259,0.99437
2019,Second Stage of Tertiary Education,5th Quintile,Yes,0.01590,40,2422,0.01091,0.02088
2019,Second Stage of Tertiary Education,5th Quintile,No,0.98410,2382,2422,0.97912,0.98909
2021,No answer / don't know,1st Quintile,No,0.99527,309,309,0.98761,1.00293
2021,No answer / don't know,2nd Quintile,No,0.94544,125,125,0.90546,0.98542
2021,No answer / don't know,5th Quintile,No,0.99886,148,148,0.99340,1.00432
2021,Primary Level,1st Quintile,No,0.98443,678,678,0.97510,0.99375
2021,Lower Secondary Level,1st Quintile,No,0.98096,811,811,0.97154,0.99037
2021,Lower Secondary Level,2nd Quintile,No,0.94608,392,392,0.92369,0.96847
2021,Lower Secondary Level,3rd Quintile,No,0.95073,205,205,0.92103,0.98043
2021,Lower Secondary Level,4th Quintile,No,0.96863,157,157,0.94128,0.99599
2021,Lower Secondary Level,5th Quintile,No,0.93876,88,88,0.88837,0.98914
2021,Upper Secondary Level,1st Quintile,Yes,0.03256,45,1760,0.02427,0.04086
2021,Upper Secondary Level,1st Quintile,No,0.96744,1715,1760,0.95914,0.97573
2021,Upper Secondary Level,2nd Quintile,Yes,0.02234,41,1680,0.01527,0.02940
2021,Upper Secondary Level,2nd Quintile,No,0.97766,1639,1680,0.97060,0.98473
2021,Upper Secondary Level,3rd Quintile,Yes,0.03524,37,1440,0.02571,0.04477
2021,Upper Secondary Level,3rd Quintile,No,0.96476,1403,1440,0.95523,0.97429
2021,Upper Secondary Level,4th Quintile,No,0.97719,1215,1215,0.96879,0.98559
2021,Upper Secondary Level,5th Quintile,Yes,0.03238,33,1130,0.02205,0.04271
2021,Upper Secondary Level,5th Quintile,No,0.96762,1097,1130,0.95729,0.97795
2021,Post-secondary Non-tertiary Level,1st Quintile,No,0.94886,288,288,0.92338,0.97435
2021,Post-secondary Non-tertiary Level,2nd Quintile,No,0.99535,326,326,0.98794,1.00275
2021,Post-secondary Non-tertiary Level,3rd Quintile,No,0.99846,342,342,0.99431,1.00262
2021,Post-secondary Non-tertiary Level,4th Quintile,No,0.99395,300,300,0.98516,1.00274
2021,Post-secondary Non-tertiary Level,5th Quintile,No,0.99442,301,301,0.98599,1.00285
2021,First Stage of Tertiary Education,1st Quintile,No,0.97083,86,86,0.93506,1.00661
2021,First Stage of Tertiary Education,2nd Quintile,No,0.94632,161,161,0.91139,0.98124
2021,First Stage of Tertiary Education,3rd Quintile,No,0.96098,183,183,0.93284,0.98911
2021,First Stage of Tertiary Education,4th Quintile,No,0.97926,222,222,0.96048,0.99805
2021,First Stage of Tertiary Education,5th Quintile,No,0.96524,307,307,0.94471,0.98576
2021,Second Stage of Tertiary Education,1st Quintile,No,0.98888,746,746,0.98135,0.99641
2021,Second Stage of Tertiary Education,2nd Quintile,No,0.98243,662,662,0.97242,0.99245
2021,Second Stage of Tertiary Education,3rd Quintile,No,0.98382,780,780,0.97496,0.99268
2021,Second Stage of Tertiary Education,4th Quintile,No,0.98458,1122,1122,0.97737,0.99180
2021,Second Stage of Tertiary Education,5th Quintile,Yes,0.01565,31,2226,0.01049,0.02081
2021,Second Stage of Tertiary Education,5th Quintile,No,0.98435,2195,2226,0.97919,0.98951
