year,hhtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2013,Single parent,,,,,,,,,,,,
2013,Couple with children,,,,,,,,,,,,
2013,Multi-generational household,,,,,,,,,,,,
2013,Other Combinations,,,,,,,,,,,,
2014,Single-person household,,,,,,,,,,,,
2014,Couple without children,,,,,,,,,,,,
2014,Single parent,,,,,,,,,,,,
2014,Couple with children,,,,,,,,,,,,
2014,Multi-generational household,,,,,,,,,,,,
2014,Other Combinations,,,,,,,,,,,,
2015,Single-person household,,,,,,,,,,,,
2015,Couple without children,,,,,,,,,,,,
2015,Single parent,,,,,,,,,,,,
2015,Couple with children,,,,,,,,,,,,
2015,Multi-generational household,,,,,,,,,,,,
2015,Other Combinations,,,,,,,,,,,,
2016,Single-person household,,,,,,,,,,,,
2016,Couple without children,,,,,,,,,,,,
2016,Single parent,,,,,,,,,,,,
2016,Couple with children,,,,,,,,,,,,
2016,Multi-generational household,,,,,,,,,,,,
2016,Other Combinations,,,,,,,,,,,,
2017,Single-person household,1008,2.55688,2.38682,2.72694,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2017,Couple without children,2504,2.49571,2.39679,2.59462,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,2.00000
2017,Single parent,408,3.90996,3.61793,4.20199,1.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2017,Couple with children,2934,3.30715,3.21004,3.40426,0.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,4.00000
2017,Multi-generational household,56,3.86648,3.20254,4.53042,2.00000,3.85156,6.00000,0.00000,9.00000,4.00000,2.00000,5.00000
2017,Other Combinations,92,3.12692,2.54038,3.71346,1.00000,2.00000,5.12590,0.00000,10.00000,2.00000,2.00000,3.02500
2018,Single-person household,1002,2.49966,2.33093,2.66839,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,2.00000
2018,Couple without children,2452,2.45505,2.35729,2.55280,0.00000,2.00000,4.00000,0.00000,10.00000,2.00000,2.00000,2.00000
2018,Single parent,382,3.78075,3.48755,4.07395,1.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2018,Couple with children,2753,3.39392,3.29391,3.49394,1.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,4.00000
2018,Multi-generational household,55,4.01508,3.35124,4.67891,2.00000,5.00000,5.00000,0.00000,9.00000,5.00000,3.00000,5.00000
2018,Other Combinations,84,2.58467,2.05514,3.11420,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.00000,3.00000
2019,Single-person household,,,,,,,,,,,,
2019,Couple without children,,,,,,,,,,,,
2019,Single parent,,,,,,,,,,,,
2019,Couple with children,,,,,,,,,,,,
2019,Multi-generational household,,,,,,,,,,,,
2019,Other Combinations,,,,,,,,,,,,
2020,Single-person household,1092,2.61006,2.45030,2.76983,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,1.97500,2.00000
2020,Couple without children,2617,2.55772,2.46147,2.65398,0.00000,2.00000,5.00000,0.00000,10.00000,2.00000,2.00000,2.00000
2020,Single parent,364,3.91122,3.63004,4.19240,1.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2020,Couple with children,2668,3.45402,3.35696,3.55108,1.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,4.00000
2020,Multi-generational household,53,3.73122,2.97856,4.48388,1.00000,4.48525,6.00000,0.00000,9.00000,5.00000,1.00000,5.00000
2020,Other Combinations,90,2.88478,2.38891,3.38066,1.00000,2.00000,5.00000,0.00000,9.00000,2.00000,2.00000,4.00000
2021,Single-person household,,,,,,,,,,,,
2021,Couple without children,,,,,,,,,,,,
2021,Single parent,,,,,,,,,,,,
2021,Couple with children,,,,,,,,,,,,
2021,Multi-generational household,,,,,,,,,,,,
2021,Other Combinations,,,,,,,,,,,,
2022,Single-person household,1208,3.10221,2.94705,3.25736,0.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,3.00000
2022,Couple without children,2769,2.86677,2.77077,2.96276,0.00000,3.00000,5.00000,0.00000,10.00000,3.00000,2.00000,3.00000
2022,Single parent,312,4.78419,4.46461,5.10378,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,4.00000,6.00000
2022,Couple with children,2908,4.06256,3.96720,4.15791,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2022,Multi-generational household,42,4.29597,3.33030,5.26163,2.49589,3.95773,6.75911,0.00000,10.00000,4.00000,3.00000,6.00000
2022,Other Combinations,383,3.51449,3.25455,3.77443,1.00000,3.00000,5.00000,0.00000,10.00000,3.00000,3.00000,4.00000
