year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2018,Rural regions,Owner,2667,3.06567,2.96292,3.16842,0.00000,3.00000,5.00000,0,10,,,
2018,Rural regions,Tenant,,,,,,,,,,,,
2019,No answer / don't know,Owner,,,,,,,,,,,,
2019,No answer / don't know,Tenant,,,,,,,,,,,,
2019,Urban regions,No answer / don't know,,,,,,,,,,,,
2019,Urban regions,Owner,,,,,,,,,,,,
2019,Urban regions,Tenant,,,,,,,,,,,,
2019,Rural regions,Owner,,,,,,,,,,,,
2019,Rural regions,Tenant,,,,,,,,,,,,
2020,Urban regions,Owner,4231,2.77460,2.69561,2.85358,0.00000,2.00000,5.00000,0,10,,,
2020,Urban regions,Tenant,,,,,,,,,,,,
2020,Rural regions,Owner,2653,3.09529,2.99579,3.19478,1.00000,3.00000,5.00000,0,10,,,
2020,Rural regions,Tenant,,,,,,,,,,,,
2021,No answer / don't know,Tenant,,,,,,,,,,,,
2021,Urban regions,No answer / don't know,,,,,,,,,,,,
2021,Urban regions,Owner,,,,,,,,,,,,
2021,Urban regions,Tenant,,,,,,,,,,,,
2021,Rural regions,No answer / don't know,,,,,,,,,,,,
2021,Rural regions,Owner,,,,,,,,,,,,
2021,Rural regions,Tenant,,,,,,,,,,,,
2022,Urban regions,No answer / don't know,,,,,,,,,,,,
2022,Urban regions,Owner,4632,3.13842,3.06112,3.21572,0.00000,3.00000,5.00000,0,10,,,
2022,Urban regions,Tenant,,,,,,,,,,,,
2022,Rural regions,No answer / don't know,,,,,,,,,,,,
2022,Rural regions,Owner,3135,3.72334,3.62763,3.81905,1.00000,4.00000,6.00000,0,10,,,
2022,Rural regions,Tenant,,,,,,,,,,,,
