,Unnamed: 0,year,pgisced97,regtyp,plh0194,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
53,53,2008,Upper Secondary Level,Urban regions,Strongly agree,0.46828,2794,18726,0.45311,0.48219
54,54,2008,Upper Secondary Level,Urban regions,Agree,0.42451,2646,18726,0.4141,0.4353
55,55,2008,Upper Secondary Level,Urban regions,Disagree,0.09013,533,18726,0.08452,0.0971
56,56,2008,Upper Secondary Level,Urban regions,Strongly disagree,0.01708,90,18726,0.0147,0.02031
57,57,2008,Upper Secondary Level,Rural regions,Strongly agree,0.45358,1642,18726,0.43699,0.4716
58,58,2008,Upper Secondary Level,Rural regions,Agree,0.43942,1577,18726,0.4184,0.45801
59,59,2008,Upper Secondary Level,Rural regions,Disagree,0.09165,347,18726,0.08413,0.10014
60,60,2008,Upper Secondary Level,Rural regions,Strongly disagree,0.01535,65,18726,0.01282,0.01822
61,61,2008,Post-secondary Non-tertiary Level,Urban regions,Strongly agree,0.3682,307,18726,0.33606,0.40367
62,62,2008,Post-secondary Non-tertiary Level,Urban regions,Agree,0.53741,415,18726,0.49099,0.58342
63,63,2008,Post-secondary Non-tertiary Level,Urban regions,Disagree,0.09439,85,18726,0.07558,0.11218
64,64,2008,Post-secondary Non-tertiary Level,Rural regions,Strongly agree,0.47121,106,18726,0.39068,0.5428
65,65,2008,Post-secondary Non-tertiary Level,Rural regions,Agree,0.52879,138,18726,0.45847,0.60371
66,66,2008,First Stage of Tertiary Education,Urban regions,Strongly agree,0.40632,333,18726,0.36373,0.44133
67,67,2008,First Stage of Tertiary Education,Urban regions,Agree,0.48988,429,18726,0.45116,0.53361
68,68,2008,First Stage of Tertiary Education,Urban regions,Disagree,0.1038,97,18726,0.08602,0.11812
69,69,2008,First Stage of Tertiary Education,Rural regions,Strongly agree,0.44753,239,18726,0.39521,0.49539
70,70,2008,First Stage of Tertiary Education,Rural regions,Agree,0.44581,235,18726,0.3974,0.50522
71,71,2008,First Stage of Tertiary Education,Rural regions,Disagree,0.10666,62,18726,0.08165,0.13643
72,72,2008,Second Stage of Tertiary Education,Urban regions,Strongly agree,0.28623,874,18726,0.26549,0.30424
73,73,2008,Second Stage of Tertiary Education,Urban regions,Agree,0.51042,1499,18726,0.48388,0.53307
74,74,2008,Second Stage of Tertiary Education,Urban regions,Disagree,0.17798,515,18726,0.16116,0.19355
75,75,2008,Second Stage of Tertiary Education,Urban regions,Strongly disagree,0.02537,79,18726,0.02127,0.03066
76,76,2008,Second Stage of Tertiary Education,Rural regions,Strongly agree,0.36263,432,18726,0.32587,0.39507
77,77,2008,Second Stage of Tertiary Education,Rural regions,Agree,0.49113,580,18726,0.44538,0.53221
78,78,2008,Second Stage of Tertiary Education,Rural regions,Disagree,0.14624,183,18726,0.12419,0.16762
79,79,2013,Pre-primary Level,Urban regions,Strongly agree,0.46347,126,24837,0.36419,0.56292
80,80,2013,Pre-primary Level,Urban regions,Agree,0.46916,143,24837,0.36549,0.59576
81,81,2013,Pre-primary Level,Urban regions,Disagree,0.06737,35,24837,0.04662,0.08994
82,82,2013,Pre-primary Level,Rural regions,Strongly agree,0.3486,56,24837,0.26396,0.46724
83,83,2013,Pre-primary Level,Rural regions,Agree,0.6514,68,24837,0.50475,0.81517
84,84,2013,Primary Level,Urban regions,Strongly agree,0.54284,121,24837,0.4487,0.66936
85,85,2013,Primary Level,Urban regions,Agree,0.45716,69,24837,0.33341,0.58171
86,86,2013,Primary Level,Rural regions,Strongly agree,0.67043,71,24837,0.51076,0.81619
87,87,2013,Primary Level,Rural regions,Agree,0.32957,43,24837,0.2397,0.4388
88,88,2013,Lower Secondary Level,Urban regions,Strongly agree,0.53967,893,24837,0.50334,0.58539
89,89,2013,Lower Secondary Level,Urban regions,Agree,0.39042,631,24837,0.36023,0.42111
90,90,2013,Lower Secondary Level,Urban regions,Disagree,0.06991,106,24837,0.05969,0.08166
91,91,2013,Lower Secondary Level,Rural regions,Strongly agree,0.52558,508,24837,0.47104,0.58076
92,92,2013,Lower Secondary Level,Rural regions,Agree,0.40409,348,24837,0.35977,0.4416
93,93,2013,Lower Secondary Level,Rural regions,Disagree,0.07033,57,24837,0.05054,0.09074
94,94,2013,Upper Secondary Level,Urban regions,Strongly agree,0.46467,3341,24837,0.44936,0.47998
95,95,2013,Upper Secondary Level,Urban regions,Agree,0.4278,3172,24837,0.41313,0.44353
96,96,2013,Upper Secondary Level,Urban regions,Disagree,0.0911,632,24837,0.08409,0.09775
97,97,2013,Upper Secondary Level,Urban regions,Strongly disagree,0.01643,88,24837,0.01342,0.02017
98,98,2013,Upper Secondary Level,Rural regions,Strongly agree,0.47783,2434,24837,0.46036,0.49799
99,99,2013,Upper Secondary Level,Rural regions,Agree,0.42414,2242,24837,0.40427,0.44411
100,100,2013,Upper Secondary Level,Rural regions,Disagree,0.08819,398,24837,0.0795,0.09747
101,101,2013,Upper Secondary Level,Rural regions,Strongly disagree,0.00985,51,24837,0.00677,0.01371
102,102,2013,Post-secondary Non-tertiary Level,Urban regions,Strongly agree,0.36952,436,24837,0.33465,0.42002
103,103,2013,Post-secondary Non-tertiary Level,Urban regions,Agree,0.49716,659,24837,0.44841,0.54544
104,104,2013,Post-secondary Non-tertiary Level,Urban regions,Disagree,0.13332,161,24837,0.10827,0.1593
105,105,2013,Post-secondary Non-tertiary Level,Rural regions,Strongly agree,0.36979,173,24837,0.31537,0.43759
106,106,2013,Post-secondary Non-tertiary Level,Rural regions,Agree,0.53892,273,24837,0.45397,0.62961
107,107,2013,Post-secondary Non-tertiary Level,Rural regions,Disagree,0.09128,44,24837,0.05773,0.14019
108,108,2013,First Stage of Tertiary Education,Urban regions,Strongly agree,0.39945,390,24837,0.35859,0.44992
109,109,2013,First Stage of Tertiary Education,Urban regions,Agree,0.46189,456,24837,0.40652,0.50395
110,110,2013,First Stage of Tertiary Education,Urban regions,Disagree,0.13867,129,24837,0.11337,0.17061
111,111,2013,First Stage of Tertiary Education,Rural regions,Strongly agree,0.43363,267,24837,0.38387,0.49068
112,112,2013,First Stage of Tertiary Education,Rural regions,Agree,0.4716,338,24837,0.42049,0.52612
113,113,2013,First Stage of Tertiary Education,Rural regions,Disagree,0.09477,68,24837,0.06775,0.1258
114,114,2013,Second Stage of Tertiary Education,Urban regions,Strongly agree,0.27214,1053,24837,0.25404,0.2905
115,115,2013,Second Stage of Tertiary Education,Urban regions,Agree,0.50995,2162,24837,0.48737,0.5433
116,116,2013,Second Stage of Tertiary Education,Urban regions,Disagree,0.19454,839,24837,0.17864,0.20799
117,117,2013,Second Stage of Tertiary Education,Urban regions,Strongly disagree,0.02337,100,24837,0.01779,0.02978
118,118,2013,Second Stage of Tertiary Education,Rural regions,Strongly agree,0.34436,529,24837,0.31186,0.3775
119,119,2013,Second Stage of Tertiary Education,Rural regions,Agree,0.50187,867,24837,0.45911,0.5341
120,120,2013,Second Stage of Tertiary Education,Rural regions,Disagree,0.14079,227,24837,0.11982,0.16827
121,121,2013,Second Stage of Tertiary Education,Rural regions,Strongly disagree,0.01298,33,24837,0.00989,0.01635
122,122,2018,Pre-primary Level,Urban regions,Strongly agree,0.47369,112,27635,0.36944,0.60961
123,123,2018,Pre-primary Level,Urban regions,Agree,0.37247,98,27635,0.29684,0.46946
124,124,2018,Pre-primary Level,Urban regions,Disagree,0.15383,33,27635,0.09501,0.22162
125,125,2018,Pre-primary Level,Rural regions,Strongly agree,0.49061,38,27635,0.33312,0.64617
126,126,2018,Pre-primary Level,Rural regions,Agree,0.50939,38,27635,0.3717,0.67642
127,127,2018,Primary Level,Urban regions,Strongly agree,0.62295,760,27635,0.518,0.73254
128,128,2018,Primary Level,Urban regions,Agree,0.29572,284,27635,0.2288,0.38213
129,129,2018,Primary Level,Urban regions,Disagree,0.08133,80,27635,0.03803,0.13223
130,130,2018,Primary Level,Rural regions,Strongly agree,0.72281,314,27635,0.49282,0.94554
131,131,2018,Primary Level,Rural regions,Agree,0.27719,112,27635,0.1845,0.37726
132,132,2018,Lower Secondary Level,Urban regions,Strongly agree,0.56693,1254,27635,0.51974,0.61805
133,133,2018,Lower Secondary Level,Urban regions,Agree,0.36758,736,27635,0.33474,0.40428
134,134,2018,Lower Secondary Level,Urban regions,Disagree,0.0655,121,27635,0.04886,0.08727
135,135,2018,Lower Secondary Level,Rural regions,Strongly agree,0.53881,677,27635,0.47843,0.59887
136,136,2018,Lower Secondary Level,Rural regions,Agree,0.40448,406,27635,0.35637,0.46013
137,137,2018,Lower Secondary Level,Rural regions,Disagree,0.05671,65,27635,0.04203,0.07498
138,138,2018,Upper Secondary Level,Urban regions,Strongly agree,0.43908,3378,27635,0.42114,0.45597
139,139,2018,Upper Secondary Level,Urban regions,Agree,0.43607,3049,27635,0.42091,0.4529
140,140,2018,Upper Secondary Level,Urban regions,Disagree,0.11162,776,27635,0.10278,0.12152
141,141,2018,Upper Secondary Level,Urban regions,Strongly disagree,0.01323,105,27635,0.01009,0.01765
142,142,2018,Upper Secondary Level,Rural regions,Strongly agree,0.47178,2296,27635,0.44654,0.49212
143,143,2018,Upper Secondary Level,Rural regions,Agree,0.437,1986,27635,0.41669,0.45934
144,144,2018,Upper Secondary Level,Rural regions,Disagree,0.0786,381,27635,0.06924,0.09187
145,145,2018,Upper Secondary Level,Rural regions,Strongly disagree,0.01261,68,27635,0.00889,0.01705
146,146,2018,Post-secondary Non-tertiary Level,Urban regions,Strongly agree,0.37039,586,27635,0.33195,0.40761
147,147,2018,Post-secondary Non-tertiary Level,Urban regions,Agree,0.46559,707,27635,0.42324,0.51036
148,148,2018,Post-secondary Non-tertiary Level,Urban regions,Disagree,0.16402,240,27635,0.1364,0.19171
149,149,2018,Post-secondary Non-tertiary Level,Rural regions,Strongly agree,0.37078,239,27635,0.31303,0.42733
150,150,2018,Post-secondary Non-tertiary Level,Rural regions,Agree,0.48081,310,27635,0.42087,0.54374
151,151,2018,Post-secondary Non-tertiary Level,Rural regions,Disagree,0.14841,77,27635,0.10828,0.1941
152,152,2018,First Stage of Tertiary Education,Urban regions,Strongly agree,0.32834,259,27635,0.28761,0.37476
153,153,2018,First Stage of Tertiary Education,Urban regions,Agree,0.54185,434,27635,0.47804,0.60157
154,154,2018,First Stage of Tertiary Education,Urban regions,Disagree,0.1298,123,27635,0.10399,0.16203
155,155,2018,First Stage of Tertiary Education,Rural regions,Strongly agree,0.44753,266,27635,0.38828,0.5066
156,156,2018,First Stage of Tertiary Education,Rural regions,Agree,0.44405,256,27635,0.37378,0.5157
157,157,2018,First Stage of Tertiary Education,Rural regions,Disagree,0.10841,79,27635,0.08289,0.14156
158,158,2018,Second Stage of Tertiary Education,Urban regions,Strongly agree,0.22508,1348,27635,0.20707,0.24219
159,159,2018,Second Stage of Tertiary Education,Urban regions,Agree,0.49765,2357,27635,0.47422,0.52113
160,160,2018,Second Stage of Tertiary Education,Urban regions,Disagree,0.25015,1157,27635,0.23186,0.26683
161,161,2018,Second Stage of Tertiary Education,Urban regions,Strongly disagree,0.02712,153,27635,0.02213,0.03239
162,162,2018,Second Stage of Tertiary Education,Rural regions,Strongly agree,0.27252,586,27635,0.24947,0.29632
163,163,2018,Second Stage of Tertiary Education,Rural regions,Agree,0.51993,917,27635,0.4763,0.56708
164,164,2018,Second Stage of Tertiary Education,Rural regions,Disagree,0.17624,318,27635,0.15479,0.19821
165,165,2018,Second Stage of Tertiary Education,Rural regions,Strongly disagree,0.03131,56,27635,0.02055,0.04554
