,Unnamed: 0,year,pgisced97,quintil_oecd,plh0194,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
94,94,2008,Lower Secondary Level,2nd Quintile,Strongly agree,0.53989,292,18340,0.49226,0.59201
95,95,2008,Lower Secondary Level,2nd Quintile,Agree,0.37336,185,18340,0.33446,0.40754
96,96,2008,Lower Secondary Level,2nd Quintile,Disagree,0.08674,41,18340,0.06459,0.1045
97,97,2008,Lower Secondary Level,3rd Quintile,Strongly agree,0.5809,221,18340,0.53291,0.64587
98,98,2008,Lower Secondary Level,3rd Quintile,Agree,0.30362,139,18340,0.27185,0.34514
99,99,2008,Lower Secondary Level,3rd Quintile,Disagree,0.11548,49,18340,0.08902,0.14283
100,100,2008,Lower Secondary Level,4th Quintile,Strongly agree,0.55465,128,18340,0.47069,0.62358
101,101,2008,Lower Secondary Level,4th Quintile,Agree,0.44535,116,18340,0.38118,0.5172
102,102,2008,Lower Secondary Level,5th Quintile,Strongly agree,0.40546,67,18340,0.32178,0.48601
103,103,2008,Lower Secondary Level,5th Quintile,Agree,0.59454,76,18340,0.48025,0.70834
104,104,2008,Upper Secondary Level,1st Quintile,Strongly agree,0.52809,847,18340,0.50106,0.5567
105,105,2008,Upper Secondary Level,1st Quintile,Agree,0.37866,623,18340,0.35544,0.40192
106,106,2008,Upper Secondary Level,1st Quintile,Disagree,0.09324,135,18340,0.0812,0.10569
107,107,2008,Upper Secondary Level,2nd Quintile,Strongly agree,0.48783,965,18340,0.46497,0.51532
108,108,2008,Upper Secondary Level,2nd Quintile,Agree,0.40222,796,18340,0.38079,0.42407
109,109,2008,Upper Secondary Level,2nd Quintile,Disagree,0.08841,167,18340,0.07837,0.09678
110,110,2008,Upper Secondary Level,2nd Quintile,Strongly disagree,0.02154,35,18340,0.01648,0.02773
111,111,2008,Upper Secondary Level,3rd Quintile,Strongly agree,0.47759,994,18340,0.45354,0.50265
112,112,2008,Upper Secondary Level,3rd Quintile,Agree,0.44313,893,18340,0.42053,0.46649
113,113,2008,Upper Secondary Level,3rd Quintile,Disagree,0.07928,168,18340,0.06966,0.08947
114,114,2008,Upper Secondary Level,4th Quintile,Strongly agree,0.43121,897,18340,0.40828,0.45403
115,115,2008,Upper Secondary Level,4th Quintile,Agree,0.46376,982,18340,0.44046,0.48591
116,116,2008,Upper Secondary Level,4th Quintile,Disagree,0.0878,204,18340,0.0761,0.09767
117,117,2008,Upper Secondary Level,4th Quintile,Strongly disagree,0.01723,38,18340,0.01266,0.02199
118,118,2008,Upper Secondary Level,5th Quintile,Strongly agree,0.39704,733,18340,0.36896,0.42441
119,119,2008,Upper Secondary Level,5th Quintile,Agree,0.47324,928,18340,0.44698,0.50101
120,120,2008,Upper Secondary Level,5th Quintile,Disagree,0.11292,206,18340,0.09927,0.12809
121,121,2008,Upper Secondary Level,5th Quintile,Strongly disagree,0.0168,36,18340,0.01234,0.02228
122,122,2008,Post-secondary Non-tertiary Level,1st Quintile,Strongly agree,0.48423,64,18340,0.37594,0.5768
123,123,2008,Post-secondary Non-tertiary Level,1st Quintile,Agree,0.51577,60,18340,0.41626,0.60621
124,124,2008,Post-secondary Non-tertiary Level,2nd Quintile,Strongly agree,0.49133,77,18340,0.4028,0.57037
125,125,2008,Post-secondary Non-tertiary Level,2nd Quintile,Agree,0.50867,72,18340,0.39606,0.62122
126,126,2008,Post-secondary Non-tertiary Level,3rd Quintile,Strongly agree,0.44027,86,18340,0.3676,0.53146
127,127,2008,Post-secondary Non-tertiary Level,3rd Quintile,Agree,0.55973,92,18340,0.45261,0.67606
128,128,2008,Post-secondary Non-tertiary Level,4th Quintile,Strongly agree,0.39275,98,18340,0.33124,0.44777
129,129,2008,Post-secondary Non-tertiary Level,4th Quintile,Agree,0.60725,134,18340,0.54083,0.69993
130,130,2008,Post-secondary Non-tertiary Level,5th Quintile,Strongly agree,0.30433,88,18340,0.24671,0.3708
131,131,2008,Post-secondary Non-tertiary Level,5th Quintile,Agree,0.5862,195,18340,0.51392,0.68697
132,132,2008,Post-secondary Non-tertiary Level,5th Quintile,Disagree,0.10947,40,18340,0.08351,0.13645
133,133,2008,First Stage of Tertiary Education,1st Quintile,Strongly agree,0.51886,63,18340,0.43024,0.60436
134,134,2008,First Stage of Tertiary Education,1st Quintile,Agree,0.48114,51,18340,0.38895,0.57964
135,135,2008,First Stage of Tertiary Education,2nd Quintile,Strongly agree,0.57398,102,18340,0.49307,0.65878
136,136,2008,First Stage of Tertiary Education,2nd Quintile,Agree,0.42602,77,18340,0.35052,0.49621
137,137,2008,First Stage of Tertiary Education,3rd Quintile,Strongly agree,0.435,125,18340,0.36729,0.50137
138,138,2008,First Stage of Tertiary Education,3rd Quintile,Agree,0.565,155,18340,0.48535,0.646
139,139,2008,First Stage of Tertiary Education,4th Quintile,Strongly agree,0.37275,137,18340,0.31335,0.42624
140,140,2008,First Stage of Tertiary Education,4th Quintile,Agree,0.50784,173,18340,0.4328,0.56988
141,141,2008,First Stage of Tertiary Education,4th Quintile,Disagree,0.1194,43,18340,0.08504,0.15162
142,142,2008,First Stage of Tertiary Education,5th Quintile,Strongly agree,0.40226,145,18340,0.33207,0.46245
143,143,2008,First Stage of Tertiary Education,5th Quintile,Agree,0.47946,208,18340,0.41467,0.54069
144,144,2008,First Stage of Tertiary Education,5th Quintile,Disagree,0.11828,54,18340,0.09503,0.14581
145,145,2008,Second Stage of Tertiary Education,1st Quintile,Strongly agree,0.31464,64,18340,0.26352,0.37023
146,146,2008,Second Stage of Tertiary Education,1st Quintile,Agree,0.51212,111,18340,0.43211,0.59604
147,147,2008,Second Stage of Tertiary Education,1st Quintile,Disagree,0.17324,31,18340,0.13191,0.22085
148,148,2008,Second Stage of Tertiary Education,2nd Quintile,Strongly agree,0.35885,136,18340,0.30704,0.4091
149,149,2008,Second Stage of Tertiary Education,2nd Quintile,Agree,0.53037,155,18340,0.46573,0.59638
150,150,2008,Second Stage of Tertiary Education,2nd Quintile,Disagree,0.11078,39,18340,0.08183,0.1383
151,151,2008,Second Stage of Tertiary Education,3rd Quintile,Strongly agree,0.38651,225,18340,0.34669,0.43476
152,152,2008,Second Stage of Tertiary Education,3rd Quintile,Agree,0.47841,274,18340,0.42563,0.5357
153,153,2008,Second Stage of Tertiary Education,3rd Quintile,Disagree,0.13508,83,18340,0.11075,0.15593
154,154,2008,Second Stage of Tertiary Education,4th Quintile,Strongly agree,0.34059,254,18340,0.30686,0.37538
155,155,2008,Second Stage of Tertiary Education,4th Quintile,Agree,0.48465,384,18340,0.43548,0.53348
156,156,2008,Second Stage of Tertiary Education,4th Quintile,Disagree,0.17475,124,18340,0.14699,0.19846
157,157,2008,Second Stage of Tertiary Education,5th Quintile,Strongly agree,0.25715,627,18340,0.23742,0.27735
158,158,2008,Second Stage of Tertiary Education,5th Quintile,Agree,0.52154,1155,18340,0.48778,0.55455
159,159,2008,Second Stage of Tertiary Education,5th Quintile,Disagree,0.19364,421,18340,0.17597,0.20913
160,160,2008,Second Stage of Tertiary Education,5th Quintile,Strongly disagree,0.02767,59,18340,0.02162,0.03488
161,161,2013,Pre-primary Level,1st Quintile,Strongly agree,0.57655,56,24513,0.39438,0.77231
162,162,2013,Pre-primary Level,1st Quintile,Agree,0.42345,46,24513,0.34043,0.52655
163,163,2013,Pre-primary Level,2nd Quintile,Strongly agree,0.57252,41,24513,0.40929,0.80656
164,164,2013,Pre-primary Level,2nd Quintile,Agree,0.42748,45,24513,0.32507,0.57342
165,165,2013,Pre-primary Level,3rd Quintile,Strongly agree,0.40563,37,24513,0.2323,0.64944
166,166,2013,Pre-primary Level,3rd Quintile,Agree,0.59437,46,24513,0.38035,0.8722
167,167,2013,Pre-primary Level,4th Quintile,Strongly agree,0.45891,31,24513,0.30969,0.64026
168,168,2013,Pre-primary Level,4th Quintile,Agree,0.54109,35,24513,0.43627,0.65959
169,169,2013,Pre-primary Level,5th Quintile,Agree,1.0,39,24513,0.56635,1.49104
170,170,2013,Primary Level,1st Quintile,Strongly agree,0.60887,123,24513,0.4912,0.7384
171,171,2013,Primary Level,1st Quintile,Agree,0.39113,72,24513,0.28464,0.5267
172,172,2013,Primary Level,2nd Quintile,Strongly agree,1.0,41,24513,0.63895,1.41875
173,173,2013,Lower Secondary Level,1st Quintile,Strongly agree,0.60801,616,24513,0.54735,0.66217
174,174,2013,Lower Secondary Level,1st Quintile,Agree,0.34493,347,24513,0.29684,0.39514
175,175,2013,Lower Secondary Level,1st Quintile,Disagree,0.04706,60,24513,0.03488,0.06141
176,176,2013,Lower Secondary Level,2nd Quintile,Strongly agree,0.5401,367,24513,0.48988,0.59273
177,177,2013,Lower Secondary Level,2nd Quintile,Agree,0.38396,261,24513,0.33166,0.43795
178,178,2013,Lower Secondary Level,2nd Quintile,Disagree,0.07594,45,24513,0.05657,0.09558
179,179,2013,Lower Secondary Level,3rd Quintile,Strongly agree,0.48913,213,24513,0.4271,0.53998
180,180,2013,Lower Secondary Level,3rd Quintile,Agree,0.43453,189,24513,0.38509,0.49109
181,181,2013,Lower Secondary Level,3rd Quintile,Disagree,0.07634,31,24513,0.05182,0.10604
182,182,2013,Lower Secondary Level,4th Quintile,Strongly agree,0.53079,141,24513,0.46857,0.60773
183,183,2013,Lower Secondary Level,4th Quintile,Agree,0.46921,114,24513,0.39733,0.54175
184,184,2013,Lower Secondary Level,5th Quintile,Strongly agree,0.40606,64,24513,0.32622,0.50314
185,185,2013,Lower Secondary Level,5th Quintile,Agree,0.59394,68,24513,0.49868,0.71222
186,186,2013,Upper Secondary Level,1st Quintile,Strongly agree,0.50127,1398,24513,0.46659,0.53539
187,187,2013,Upper Secondary Level,1st Quintile,Agree,0.38575,1081,24513,0.35163,0.41777
188,188,2013,Upper Secondary Level,1st Quintile,Disagree,0.09754,206,24513,0.08266,0.11156
189,189,2013,Upper Secondary Level,1st Quintile,Strongly disagree,0.01544,38,24513,0.01158,0.02017
190,190,2013,Upper Secondary Level,2nd Quintile,Strongly agree,0.48651,1431,24513,0.46002,0.51224
191,191,2013,Upper Secondary Level,2nd Quintile,Agree,0.42843,1276,24513,0.40172,0.45556
192,192,2013,Upper Secondary Level,2nd Quintile,Disagree,0.07382,198,24513,0.06346,0.08435
193,193,2013,Upper Secondary Level,2nd Quintile,Strongly disagree,0.01123,33,24513,0.00732,0.01565
194,194,2013,Upper Secondary Level,3rd Quintile,Strongly agree,0.48668,1244,24513,0.46039,0.51501
195,195,2013,Upper Secondary Level,3rd Quintile,Agree,0.42785,1179,24513,0.40454,0.4547
196,196,2013,Upper Secondary Level,3rd Quintile,Disagree,0.08547,222,24513,0.07379,0.09556
197,197,2013,Upper Secondary Level,4th Quintile,Strongly agree,0.46094,1007,24513,0.43011,0.49022
198,198,2013,Upper Secondary Level,4th Quintile,Agree,0.44943,1052,24513,0.42312,0.47305
199,199,2013,Upper Secondary Level,4th Quintile,Disagree,0.08963,212,24513,0.07722,0.10172
200,200,2013,Upper Secondary Level,5th Quintile,Strongly agree,0.42252,695,24513,0.3869,0.45768
201,201,2013,Upper Secondary Level,5th Quintile,Agree,0.46074,823,24513,0.42982,0.48976
202,202,2013,Upper Secondary Level,5th Quintile,Disagree,0.11674,192,24513,0.09938,0.14182
203,203,2013,Post-secondary Non-tertiary Level,1st Quintile,Strongly agree,0.44554,130,24513,0.36866,0.57482
204,204,2013,Post-secondary Non-tertiary Level,1st Quintile,Agree,0.55446,139,24513,0.40765,0.68228
205,205,2013,Post-secondary Non-tertiary Level,2nd Quintile,Strongly agree,0.41491,130,24513,0.32372,0.51477
206,206,2013,Post-secondary Non-tertiary Level,2nd Quintile,Agree,0.45372,180,24513,0.35837,0.56293
207,207,2013,Post-secondary Non-tertiary Level,2nd Quintile,Disagree,0.13137,43,24513,0.09686,0.17989
208,208,2013,Post-secondary Non-tertiary Level,3rd Quintile,Strongly agree,0.3111,110,24513,0.24306,0.38013
209,209,2013,Post-secondary Non-tertiary Level,3rd Quintile,Agree,0.57753,211,24513,0.46902,0.69964
210,210,2013,Post-secondary Non-tertiary Level,3rd Quintile,Disagree,0.11137,36,24513,0.06604,0.16357
211,211,2013,Post-secondary Non-tertiary Level,4th Quintile,Strongly agree,0.39691,126,24513,0.31082,0.48414
212,212,2013,Post-secondary Non-tertiary Level,4th Quintile,Agree,0.49541,202,24513,0.4177,0.58231
213,213,2013,Post-secondary Non-tertiary Level,4th Quintile,Disagree,0.10768,40,24513,0.06766,0.16401
214,214,2013,Post-secondary Non-tertiary Level,5th Quintile,Strongly agree,0.34764,113,24513,0.29134,0.41248
215,215,2013,Post-secondary Non-tertiary Level,5th Quintile,Agree,0.48956,200,24513,0.41558,0.57708
216,216,2013,Post-secondary Non-tertiary Level,5th Quintile,Disagree,0.1628,60,24513,0.10858,0.21533
217,217,2013,First Stage of Tertiary Education,1st Quintile,Strongly agree,0.54357,72,24513,0.38903,0.69622
218,218,2013,First Stage of Tertiary Education,1st Quintile,Agree,0.45643,64,24513,0.34198,0.59476
219,219,2013,First Stage of Tertiary Education,2nd Quintile,Strongly agree,0.50207,149,24513,0.40993,0.5901
220,220,2013,First Stage of Tertiary Education,2nd Quintile,Agree,0.34827,107,24513,0.26882,0.42026
221,221,2013,First Stage of Tertiary Education,2nd Quintile,Disagree,0.14966,31,24513,0.09201,0.22071
222,222,2013,First Stage of Tertiary Education,3rd Quintile,Strongly agree,0.43278,147,24513,0.3744,0.49742
223,223,2013,First Stage of Tertiary Education,3rd Quintile,Agree,0.48244,196,24513,0.40397,0.54647
224,224,2013,First Stage of Tertiary Education,3rd Quintile,Disagree,0.08477,37,24513,0.05218,0.13057
225,225,2013,First Stage of Tertiary Education,4th Quintile,Strongly agree,0.41316,154,24513,0.35007,0.49901
226,226,2013,First Stage of Tertiary Education,4th Quintile,Agree,0.48354,215,24513,0.41411,0.55323
227,227,2013,First Stage of Tertiary Education,4th Quintile,Disagree,0.1033,49,24513,0.07596,0.12858
228,228,2013,First Stage of Tertiary Education,5th Quintile,Strongly agree,0.32011,135,24513,0.2706,0.37125
229,229,2013,First Stage of Tertiary Education,5th Quintile,Agree,0.52699,212,24513,0.45461,0.6037
230,230,2013,First Stage of Tertiary Education,5th Quintile,Disagree,0.15289,64,24513,0.11155,0.20507
231,231,2013,Second Stage of Tertiary Education,1st Quintile,Strongly agree,0.34232,134,24513,0.27994,0.42006
232,232,2013,Second Stage of Tertiary Education,1st Quintile,Agree,0.49347,187,24513,0.41418,0.58775
233,233,2013,Second Stage of Tertiary Education,1st Quintile,Disagree,0.16421,62,24513,0.10756,0.22403
234,234,2013,Second Stage of Tertiary Education,2nd Quintile,Strongly agree,0.39363,208,24513,0.33754,0.46886
235,235,2013,Second Stage of Tertiary Education,2nd Quintile,Agree,0.43028,288,24513,0.37616,0.48029
236,236,2013,Second Stage of Tertiary Education,2nd Quintile,Disagree,0.17609,100,24513,0.13232,0.23084
237,237,2013,Second Stage of Tertiary Education,3rd Quintile,Strongly agree,0.35921,264,24513,0.32259,0.40471
238,238,2013,Second Stage of Tertiary Education,3rd Quintile,Agree,0.51022,448,24513,0.45876,0.58563
239,239,2013,Second Stage of Tertiary Education,3rd Quintile,Disagree,0.13057,122,24513,0.09577,0.17252
240,240,2013,Second Stage of Tertiary Education,4th Quintile,Strongly agree,0.30908,366,24513,0.27985,0.34387
241,241,2013,Second Stage of Tertiary Education,4th Quintile,Agree,0.50042,700,24513,0.46275,0.54986
242,242,2013,Second Stage of Tertiary Education,4th Quintile,Disagree,0.1905,245,24513,0.16239,0.21849
243,243,2013,Second Stage of Tertiary Education,5th Quintile,Strongly agree,0.24262,610,24513,0.22391,0.26469
244,244,2013,Second Stage of Tertiary Education,5th Quintile,Agree,0.5385,1406,24513,0.50641,0.56831
245,245,2013,Second Stage of Tertiary Education,5th Quintile,Disagree,0.19633,537,24513,0.17735,0.21408
246,246,2013,Second Stage of Tertiary Education,5th Quintile,Strongly disagree,0.02254,69,24513,0.016,0.03008
247,247,2018,Pre-primary Level,1st Quintile,Strongly agree,0.59172,53,25663,0.40814,0.8183
248,248,2018,Pre-primary Level,1st Quintile,Agree,0.40828,34,25663,0.30775,0.5256
249,249,2018,Pre-primary Level,2nd Quintile,Strongly agree,1.0,34,25663,0.57657,1.66384
250,250,2018,Pre-primary Level,3rd Quintile,Agree,1.0,32,25663,0.55674,1.55914
251,251,2018,Primary Level,1st Quintile,Strongly agree,0.69438,718,25663,0.58685,0.8361
252,252,2018,Primary Level,1st Quintile,Agree,0.25019,266,25663,0.18306,0.32122
253,253,2018,Primary Level,1st Quintile,Disagree,0.05542,73,25663,0.02946,0.08454
254,254,2018,Primary Level,2nd Quintile,Strongly agree,0.63204,115,25663,0.45441,0.84939
255,255,2018,Primary Level,2nd Quintile,Agree,0.36796,45,25663,0.23036,0.52412
256,256,2018,Primary Level,3rd Quintile,Strongly agree,1.0,39,25663,0.57566,1.60641
257,257,2018,Lower Secondary Level,1st Quintile,Strongly agree,0.60829,916,25663,0.53421,0.67382
258,258,2018,Lower Secondary Level,1st Quintile,Agree,0.33009,446,25663,0.28697,0.37447
259,259,2018,Lower Secondary Level,1st Quintile,Disagree,0.06162,82,25663,0.04178,0.08566
260,260,2018,Lower Secondary Level,2nd Quintile,Strongly agree,0.54707,410,25663,0.47604,0.6192
261,261,2018,Lower Secondary Level,2nd Quintile,Agree,0.39387,278,25663,0.34756,0.45242
262,262,2018,Lower Secondary Level,2nd Quintile,Disagree,0.05906,41,25663,0.03885,0.08554
263,263,2018,Lower Secondary Level,3rd Quintile,Strongly agree,0.57711,236,25663,0.50099,0.65932
264,264,2018,Lower Secondary Level,3rd Quintile,Agree,0.42289,172,25663,0.35197,0.4784
265,265,2018,Lower Secondary Level,4th Quintile,Strongly agree,0.50306,126,25663,0.4325,0.57735
266,266,2018,Lower Secondary Level,4th Quintile,Agree,0.49694,102,25663,0.39381,0.59297
267,267,2018,Lower Secondary Level,5th Quintile,Strongly agree,0.47325,52,25663,0.33509,0.6139
268,268,2018,Lower Secondary Level,5th Quintile,Agree,0.52675,61,25663,0.41209,0.65402
