"plh0194","year","age_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Stimme eher zu","2003","35-65","AkademikerIn","1631","0.482557410255916","0.465265758054534","0.499849062457297"
"Stimme eher zu","2003","66 +","(noch) kein Abschluss","31","0.45684423306117","0.335746034218485","0.577942431903856"
"Stimme eher zu","2003","66 +","Hauptschule","878","0.370848544023124","0.351575721497992","0.390121366548257"
"Stimme eher zu","2003","66 +","Realschule","156","0.359976390911622","0.314180462058143","0.4057723197651"
"Stimme eher zu","2003","66 +","(Fach-)Abitur","57","0.376865588595081","0.29982662943838","0.453904547751782"
"Stimme eher zu","2003","66 +","AkademikerIn","196","0.352168313177952","0.313059286120274","0.39127734023563"
"Lehne eher ab","2003","17-34","(noch) kein Abschluss","87","0.13350407155797","0.107614679911564","0.159393463204375"
"Lehne eher ab","2003","17-34","Hauptschule","82","0.0674117366760923","0.0535286739422001","0.0812947994099846"
"Lehne eher ab","2003","17-34","Realschule","153","0.0918929940870579","0.0788453336677491","0.104940654506367"
"Lehne eher ab","2003","17-34","(Fach-)Abitur","189","0.164721920183839","0.144076273598711","0.185367566768968"
"Lehne eher ab","2003","17-34","AkademikerIn","87","0.138918347820742","0.110272871377963","0.16756382426352"
"Lehne eher ab","2003","35-65","(noch) kein Abschluss","","","",""
"Lehne eher ab","2003","35-65","Hauptschule","374","0.0857105838682902","0.0777396421110952","0.0936815256254852"
"Lehne eher ab","2003","35-65","Realschule","289","0.079440230524799","0.070436080653467","0.088444380396131"
"Lehne eher ab","2003","35-65","(Fach-)Abitur","107","0.102698851682729","0.0839681341970769","0.12142956916838"
"Lehne eher ab","2003","35-65","AkademikerIn","543","0.167787299012905","0.154856432677483","0.180718165348327"
"Lehne eher ab","2003","66 +","(noch) kein Abschluss","","","",""
"Lehne eher ab","2003","66 +","Hauptschule","203","0.0859840081831078","0.074798514155409","0.0971695022108067"
"Lehne eher ab","2003","66 +","Realschule","36","0.0830120145880005","0.0566884823355419","0.109335546840459"
"Lehne eher ab","2003","66 +","(Fach-)Abitur","","","",""
"Lehne eher ab","2003","66 +","AkademikerIn","70","0.100365653582841","0.0757621841842434","0.124969122981439"
"Lehne voll ab","2003","17-34","(noch) kein Abschluss","","","",""
"Lehne voll ab","2003","17-34","Hauptschule","","","",""
"Lehne voll ab","2003","17-34","Realschule","","","",""
"Lehne voll ab","2003","17-34","(Fach-)Abitur","","","",""
"Lehne voll ab","2003","17-34","AkademikerIn","","","",""
"Lehne voll ab","2003","35-65","(noch) kein Abschluss","","","",""
"Lehne voll ab","2003","35-65","Hauptschule","70","0.0157056077429074","0.0121653046745084","0.0192459108113065"
"Lehne voll ab","2003","35-65","Realschule","60","0.0191153083032273","0.0145560299939139","0.0236745866125406"
"Lehne voll ab","2003","35-65","(Fach-)Abitur","","","",""
"Lehne voll ab","2003","35-65","AkademikerIn","64","0.0209967445904984","0.0160354049140219","0.025958084266975"
"Lehne voll ab","2003","66 +","(noch) kein Abschluss","","","",""
"Lehne voll ab","2003","66 +","Hauptschule","37","0.0158715127262549","0.0108849131866948","0.0208581122658151"
"Lehne voll ab","2003","66 +","Realschule","","","",""
"Lehne voll ab","2003","66 +","(Fach-)Abitur","","","",""
"Lehne voll ab","2003","66 +","AkademikerIn","","","",""
"Stimme voll zu","2004","17-34","(noch) kein Abschluss","","","",""
"Stimme voll zu","2004","17-34","Hauptschule","","","",""
"Stimme voll zu","2004","17-34","Realschule","","","",""
"Stimme voll zu","2004","17-34","(Fach-)Abitur","","","",""
"Stimme voll zu","2004","17-34","AkademikerIn","","","",""
"Stimme voll zu","2004","35-65","(noch) kein Abschluss","","","",""
"Stimme voll zu","2004","35-65","Hauptschule","","","",""
"Stimme voll zu","2004","35-65","Realschule","","","",""
"Stimme voll zu","2004","35-65","(Fach-)Abitur","","","",""
"Stimme voll zu","2004","35-65","AkademikerIn","","","",""
"Stimme voll zu","2004","66 +","(noch) kein Abschluss","","","",""
"Stimme voll zu","2004","66 +","Hauptschule","","","",""
"Stimme voll zu","2004","66 +","Realschule","","","",""
"Stimme voll zu","2004","66 +","(Fach-)Abitur","","","",""
"Stimme voll zu","2004","66 +","AkademikerIn","","","",""
"Stimme eher zu","2004","17-34","(noch) kein Abschluss","","","",""
"Stimme eher zu","2004","17-34","Hauptschule","","","",""
"Stimme eher zu","2004","17-34","Realschule","","","",""
"Stimme eher zu","2004","17-34","(Fach-)Abitur","","","",""
"Stimme eher zu","2004","17-34","AkademikerIn","","","",""
"Stimme eher zu","2004","35-65","(noch) kein Abschluss","","","",""
"Stimme eher zu","2004","35-65","Hauptschule","","","",""
"Stimme eher zu","2004","35-65","Realschule","","","",""
"Stimme eher zu","2004","35-65","(Fach-)Abitur","","","",""
"Stimme eher zu","2004","35-65","AkademikerIn","","","",""
"Stimme eher zu","2004","66 +","(noch) kein Abschluss","","","",""
"Stimme eher zu","2004","66 +","Hauptschule","","","",""
"Stimme eher zu","2004","66 +","Realschule","","","",""
"Stimme eher zu","2004","66 +","(Fach-)Abitur","","","",""
"Stimme eher zu","2004","66 +","AkademikerIn","","","",""
"Lehne eher ab","2004","17-34","(noch) kein Abschluss","","","",""
"Lehne eher ab","2004","17-34","Hauptschule","","","",""
"Lehne eher ab","2004","17-34","Realschule","","","",""
"Lehne eher ab","2004","17-34","(Fach-)Abitur","","","",""
"Lehne eher ab","2004","17-34","AkademikerIn","","","",""
"Lehne eher ab","2004","35-65","(noch) kein Abschluss","","","",""
"Lehne eher ab","2004","35-65","Hauptschule","","","",""
"Lehne eher ab","2004","35-65","Realschule","","","",""
"Lehne eher ab","2004","35-65","(Fach-)Abitur","","","",""
"Lehne eher ab","2004","35-65","AkademikerIn","","","",""
"Lehne eher ab","2004","66 +","(noch) kein Abschluss","","","",""
"Lehne eher ab","2004","66 +","Hauptschule","","","",""
"Lehne eher ab","2004","66 +","Realschule","","","",""
"Lehne eher ab","2004","66 +","(Fach-)Abitur","","","",""
"Lehne eher ab","2004","66 +","AkademikerIn","","","",""
"Lehne voll ab","2004","17-34","(noch) kein Abschluss","","","",""
"Lehne voll ab","2004","17-34","Hauptschule","","","",""
"Lehne voll ab","2004","17-34","Realschule","","","",""
"Lehne voll ab","2004","17-34","(Fach-)Abitur","","","",""
"Lehne voll ab","2004","17-34","AkademikerIn","","","",""
"Lehne voll ab","2004","35-65","(noch) kein Abschluss","","","",""
"Lehne voll ab","2004","35-65","Hauptschule","","","",""
"Lehne voll ab","2004","35-65","Realschule","","","",""
"Lehne voll ab","2004","35-65","(Fach-)Abitur","","","",""
"Lehne voll ab","2004","35-65","AkademikerIn","","","",""
"Lehne voll ab","2004","66 +","(noch) kein Abschluss","","","",""
"Lehne voll ab","2004","66 +","Hauptschule","","","",""
"Lehne voll ab","2004","66 +","Realschule","","","",""
"Lehne voll ab","2004","66 +","(Fach-)Abitur","","","",""
"Lehne voll ab","2004","66 +","AkademikerIn","","","",""
"Stimme voll zu","2005","17-34","(noch) kein Abschluss","","","",""
"Stimme voll zu","2005","17-34","Hauptschule","","","",""
"Stimme voll zu","2005","17-34","Realschule","","","",""
"Stimme voll zu","2005","17-34","(Fach-)Abitur","","","",""
"Stimme voll zu","2005","17-34","AkademikerIn","","","",""
"Stimme voll zu","2005","35-65","(noch) kein Abschluss","","","",""
"Stimme voll zu","2005","35-65","Hauptschule","","","",""
"Stimme voll zu","2005","35-65","Realschule","","","",""
"Stimme voll zu","2005","35-65","(Fach-)Abitur","","","",""
"Stimme voll zu","2005","35-65","AkademikerIn","","","",""
"Stimme voll zu","2005","66 +","(noch) kein Abschluss","","","",""
"Stimme voll zu","2005","66 +","Hauptschule","","","",""
"Stimme voll zu","2005","66 +","Realschule","","","",""
"Stimme voll zu","2005","66 +","(Fach-)Abitur","","","",""
"Stimme voll zu","2005","66 +","AkademikerIn","","","",""
"Stimme eher zu","2005","17-34","(noch) kein Abschluss","","","",""
"Stimme eher zu","2005","17-34","Hauptschule","","","",""
"Stimme eher zu","2005","17-34","Realschule","","","",""
"Stimme eher zu","2005","17-34","(Fach-)Abitur","","","",""
"Stimme eher zu","2005","17-34","AkademikerIn","","","",""
"Stimme eher zu","2005","35-65","(noch) kein Abschluss","","","",""
"Stimme eher zu","2005","35-65","Hauptschule","","","",""
"Stimme eher zu","2005","35-65","Realschule","","","",""
"Stimme eher zu","2005","35-65","(Fach-)Abitur","","","",""
"Stimme eher zu","2005","35-65","AkademikerIn","","","",""
"Stimme eher zu","2005","66 +","(noch) kein Abschluss","","","",""
"Stimme eher zu","2005","66 +","Hauptschule","","","",""
"Stimme eher zu","2005","66 +","Realschule","","","",""
"Stimme eher zu","2005","66 +","(Fach-)Abitur","","","",""
"Stimme eher zu","2005","66 +","AkademikerIn","","","",""
"Lehne eher ab","2005","17-34","(noch) kein Abschluss","","","",""
"Lehne eher ab","2005","17-34","Hauptschule","","","",""
"Lehne eher ab","2005","17-34","Realschule","","","",""
"Lehne eher ab","2005","17-34","(Fach-)Abitur","","","",""
"Lehne eher ab","2005","17-34","AkademikerIn","","","",""
"Lehne eher ab","2005","35-65","(noch) kein Abschluss","","","",""
"Lehne eher ab","2005","35-65","Hauptschule","","","",""
"Lehne eher ab","2005","35-65","Realschule","","","",""
"Lehne eher ab","2005","35-65","(Fach-)Abitur","","","",""
"Lehne eher ab","2005","35-65","AkademikerIn","","","",""
"Lehne eher ab","2005","66 +","(noch) kein Abschluss","","","",""
"Lehne eher ab","2005","66 +","Hauptschule","","","",""
"Lehne eher ab","2005","66 +","Realschule","","","",""
"Lehne eher ab","2005","66 +","(Fach-)Abitur","","","",""
"Lehne eher ab","2005","66 +","AkademikerIn","","","",""
"Lehne voll ab","2005","17-34","(noch) kein Abschluss","","","",""
"Lehne voll ab","2005","17-34","Hauptschule","","","",""
"Lehne voll ab","2005","17-34","Realschule","","","",""
"Lehne voll ab","2005","17-34","(Fach-)Abitur","","","",""
"Lehne voll ab","2005","17-34","AkademikerIn","","","",""
"Lehne voll ab","2005","35-65","(noch) kein Abschluss","","","",""
"Lehne voll ab","2005","35-65","Hauptschule","","","",""
"Lehne voll ab","2005","35-65","Realschule","","","",""
"Lehne voll ab","2005","35-65","(Fach-)Abitur","","","",""
"Lehne voll ab","2005","35-65","AkademikerIn","","","",""
"Lehne voll ab","2005","66 +","(noch) kein Abschluss","","","",""
"Lehne voll ab","2005","66 +","Hauptschule","","","",""
"Lehne voll ab","2005","66 +","Realschule","","","",""
"Lehne voll ab","2005","66 +","(Fach-)Abitur","","","",""
"Lehne voll ab","2005","66 +","AkademikerIn","","","",""
"Stimme voll zu","2006","17-34","(noch) kein Abschluss","","","",""
"Stimme voll zu","2006","17-34","Hauptschule","","","",""
"Stimme voll zu","2006","17-34","Realschule","","","",""
"Stimme voll zu","2006","17-34","(Fach-)Abitur","","","",""
"Stimme voll zu","2006","17-34","AkademikerIn","","","",""
"Stimme voll zu","2006","35-65","(noch) kein Abschluss","","","",""
"Stimme voll zu","2006","35-65","Hauptschule","","","",""
"Stimme voll zu","2006","35-65","Realschule","","","",""
"Stimme voll zu","2006","35-65","(Fach-)Abitur","","","",""
"Stimme voll zu","2006","35-65","AkademikerIn","","","",""
"Stimme voll zu","2006","66 +","(noch) kein Abschluss","","","",""
"Stimme voll zu","2006","66 +","Hauptschule","","","",""
"Stimme voll zu","2006","66 +","Realschule","","","",""
"Stimme voll zu","2006","66 +","(Fach-)Abitur","","","",""
"Stimme voll zu","2006","66 +","AkademikerIn","","","",""
"Stimme eher zu","2006","17-34","(noch) kein Abschluss","","","",""
"Stimme eher zu","2006","17-34","Hauptschule","","","",""
"Stimme eher zu","2006","17-34","Realschule","","","",""
"Stimme eher zu","2006","17-34","(Fach-)Abitur","","","",""
"Stimme eher zu","2006","17-34","AkademikerIn","","","",""
"Stimme eher zu","2006","35-65","(noch) kein Abschluss","","","",""
"Stimme eher zu","2006","35-65","Hauptschule","","","",""
"Stimme eher zu","2006","35-65","Realschule","","","",""
"Stimme eher zu","2006","35-65","(Fach-)Abitur","","","",""
"Stimme eher zu","2006","35-65","AkademikerIn","","","",""
"Stimme eher zu","2006","66 +","(noch) kein Abschluss","","","",""
"Stimme eher zu","2006","66 +","Hauptschule","","","",""
"Stimme eher zu","2006","66 +","Realschule","","","",""
"Stimme eher zu","2006","66 +","(Fach-)Abitur","","","",""
"Stimme eher zu","2006","66 +","AkademikerIn","","","",""
"Lehne eher ab","2006","17-34","(noch) kein Abschluss","","","",""
"Lehne eher ab","2006","17-34","Hauptschule","","","",""
"Lehne eher ab","2006","17-34","Realschule","","","",""
"Lehne eher ab","2006","17-34","(Fach-)Abitur","","","",""
"Lehne eher ab","2006","17-34","AkademikerIn","","","",""
"Lehne eher ab","2006","35-65","(noch) kein Abschluss","","","",""
"Lehne eher ab","2006","35-65","Hauptschule","","","",""
"Lehne eher ab","2006","35-65","Realschule","","","",""
"Lehne eher ab","2006","35-65","(Fach-)Abitur","","","",""
"Lehne eher ab","2006","35-65","AkademikerIn","","","",""
"Lehne eher ab","2006","66 +","(noch) kein Abschluss","","","",""
"Lehne eher ab","2006","66 +","Hauptschule","","","",""
"Lehne eher ab","2006","66 +","Realschule","","","",""
"Lehne eher ab","2006","66 +","(Fach-)Abitur","","","",""
"Lehne eher ab","2006","66 +","AkademikerIn","","","",""
"Lehne voll ab","2006","17-34","(noch) kein Abschluss","","","",""
"Lehne voll ab","2006","17-34","Hauptschule","","","",""
"Lehne voll ab","2006","17-34","Realschule","","","",""
"Lehne voll ab","2006","17-34","(Fach-)Abitur","","","",""
"Lehne voll ab","2006","17-34","AkademikerIn","","","",""
"Lehne voll ab","2006","35-65","(noch) kein Abschluss","","","",""
"Lehne voll ab","2006","35-65","Hauptschule","","","",""
"Lehne voll ab","2006","35-65","Realschule","","","",""
"Lehne voll ab","2006","35-65","(Fach-)Abitur","","","",""
"Lehne voll ab","2006","35-65","AkademikerIn","","","",""
"Lehne voll ab","2006","66 +","(noch) kein Abschluss","","","",""
"Lehne voll ab","2006","66 +","Hauptschule","","","",""
"Lehne voll ab","2006","66 +","Realschule","","","",""
"Lehne voll ab","2006","66 +","(Fach-)Abitur","","","",""
"Lehne voll ab","2006","66 +","AkademikerIn","","","",""
"Stimme voll zu","2007","17-34","(noch) kein Abschluss","","","",""
"Stimme voll zu","2007","17-34","Hauptschule","","","",""
"Stimme voll zu","2007","17-34","Realschule","","","",""
"Stimme voll zu","2007","17-34","(Fach-)Abitur","","","",""
"Stimme voll zu","2007","17-34","AkademikerIn","","","",""
"Stimme voll zu","2007","35-65","(noch) kein Abschluss","","","",""
"Stimme voll zu","2007","35-65","Hauptschule","","","",""
"Stimme voll zu","2007","35-65","Realschule","","","",""
"Stimme voll zu","2007","35-65","(Fach-)Abitur","","","",""
"Stimme voll zu","2007","35-65","AkademikerIn","","","",""
"Stimme voll zu","2007","66 +","(noch) kein Abschluss","","","",""
"Stimme voll zu","2007","66 +","Hauptschule","","","",""
"Stimme voll zu","2007","66 +","Realschule","","","",""
"Stimme voll zu","2007","66 +","(Fach-)Abitur","","","",""
"Stimme voll zu","2007","66 +","AkademikerIn","","","",""
"Stimme eher zu","2007","17-34","(noch) kein Abschluss","","","",""
"Stimme eher zu","2007","17-34","Hauptschule","","","",""
"Stimme eher zu","2007","17-34","Realschule","","","",""
"Stimme eher zu","2007","17-34","(Fach-)Abitur","","","",""
"Stimme eher zu","2007","17-34","AkademikerIn","","","",""
"Stimme eher zu","2007","35-65","(noch) kein Abschluss","","","",""
"Stimme eher zu","2007","35-65","Hauptschule","","","",""
"Stimme eher zu","2007","35-65","Realschule","","","",""
"Stimme eher zu","2007","35-65","(Fach-)Abitur","","","",""
"Stimme eher zu","2007","35-65","AkademikerIn","","","",""
"Stimme eher zu","2007","66 +","(noch) kein Abschluss","","","",""
"Stimme eher zu","2007","66 +","Hauptschule","","","",""
"Stimme eher zu","2007","66 +","Realschule","","","",""
"Stimme eher zu","2007","66 +","(Fach-)Abitur","","","",""
"Stimme eher zu","2007","66 +","AkademikerIn","","","",""
"Lehne eher ab","2007","17-34","(noch) kein Abschluss","","","",""
"Lehne eher ab","2007","17-34","Hauptschule","","","",""
"Lehne eher ab","2007","17-34","Realschule","","","",""
"Lehne eher ab","2007","17-34","(Fach-)Abitur","","","",""
"Lehne eher ab","2007","17-34","AkademikerIn","","","",""
"Lehne eher ab","2007","35-65","(noch) kein Abschluss","","","",""
"Lehne eher ab","2007","35-65","Hauptschule","","","",""
"Lehne eher ab","2007","35-65","Realschule","","","",""
"Lehne eher ab","2007","35-65","(Fach-)Abitur","","","",""
"Lehne eher ab","2007","35-65","AkademikerIn","","","",""
"Lehne eher ab","2007","66 +","(noch) kein Abschluss","","","",""
"Lehne eher ab","2007","66 +","Hauptschule","","","",""
"Lehne eher ab","2007","66 +","Realschule","","","",""
"Lehne eher ab","2007","66 +","(Fach-)Abitur","","","",""
"Lehne eher ab","2007","66 +","AkademikerIn","","","",""
"Lehne voll ab","2007","17-34","(noch) kein Abschluss","","","",""
"Lehne voll ab","2007","17-34","Hauptschule","","","",""
"Lehne voll ab","2007","17-34","Realschule","","","",""
"Lehne voll ab","2007","17-34","(Fach-)Abitur","","","",""
"Lehne voll ab","2007","17-34","AkademikerIn","","","",""
"Lehne voll ab","2007","35-65","(noch) kein Abschluss","","","",""
"Lehne voll ab","2007","35-65","Hauptschule","","","",""
"Lehne voll ab","2007","35-65","Realschule","","","",""
"Lehne voll ab","2007","35-65","(Fach-)Abitur","","","",""
"Lehne voll ab","2007","35-65","AkademikerIn","","","",""
"Lehne voll ab","2007","66 +","(noch) kein Abschluss","","","",""
"Lehne voll ab","2007","66 +","Hauptschule","","","",""
"Lehne voll ab","2007","66 +","Realschule","","","",""
"Lehne voll ab","2007","66 +","(Fach-)Abitur","","","",""
"Lehne voll ab","2007","66 +","AkademikerIn","","","",""
"Stimme voll zu","2008","17-34","(noch) kein Abschluss","155","0.438940485957181","0.389625311249343","0.488255660665019"
"Stimme voll zu","2008","17-34","Hauptschule","383","0.528790806227891","0.492380165802399","0.565201446653384"
"Stimme voll zu","2008","17-34","Realschule","586","0.469507894848552","0.442005928869843","0.497009860827262"
"Stimme voll zu","2008","17-34","(Fach-)Abitur","343","0.379207511433395","0.349135686569475","0.409279336297314"
"Stimme voll zu","2008","17-34","AkademikerIn","141","0.260066085107981","0.222613559442912","0.297518610773051"
"Stimme voll zu","2008","35-65","(noch) kein Abschluss","53","0.515574201895407","0.417623554261418","0.613524849529397"
"Stimme voll zu","2008","35-65","Hauptschule","1644","0.476046642389948","0.459374227220061","0.492719057559834"
"Stimme voll zu","2008","35-65","Realschule","1421","0.445941593288283","0.428948791017093","0.462934395559473"
"Stimme voll zu","2008","35-65","(Fach-)Abitur","330","0.331601873946379","0.302186346390232","0.361017401502526"
"Stimme voll zu","2008","35-65","AkademikerIn","779","0.273095048471591","0.256559463610172","0.28963063333301"
"Stimme voll zu","2008","66 +","(noch) kein Abschluss","32","0.616696789770338","0.488205461566587","0.745188117974089"
"Stimme voll zu","2008","66 +","Hauptschule","1356","0.514797638436585","0.495642205571818","0.533953071301353"
"Stimme voll zu","2008","66 +","Realschule","267","0.499652369187438","0.457751375038327","0.541553363336549"
"Stimme voll zu","2008","66 +","(Fach-)Abitur","92","0.474991274449562","0.402441097907036","0.547541450992087"
"Stimme voll zu","2008","66 +","AkademikerIn","386","0.43108423243555","0.398119952269331","0.464048512601769"
"Stimme eher zu","2008","17-34","(noch) kein Abschluss","187","0.451009414686654","0.401561436089283","0.500457393284025"
"Stimme eher zu","2008","17-34","Hauptschule","288","0.413051876649119","0.377136398614521","0.448967354683718"
"Stimme eher zu","2008","17-34","Realschule","551","0.435506763486927","0.408183683614164","0.462829843359689"
"Stimme eher zu","2008","17-34","(Fach-)Abitur","518","0.486845220481442","0.455866196165845","0.517824244797039"
"Stimme eher zu","2008","17-34","AkademikerIn","289","0.569191794878382","0.52691382918647","0.611469760570294"
"Stimme eher zu","2008","35-65","(noch) kein Abschluss","40","0.426038884078709","0.329118763471163","0.522959004686256"
"Stimme eher zu","2008","35-65","Hauptschule","1491","0.429849536986099","0.413323054731667","0.446376019240531"
"Stimme eher zu","2008","35-65","Realschule","1476","0.441530314550276","0.424554590602347","0.458506038498204"
"Stimme eher zu","2008","35-65","(Fach-)Abitur","517","0.521680304302838","0.490469001713202","0.552891606892475"
"Stimme eher zu","2008","35-65","AkademikerIn","1429","0.518885779524665","0.500342616560285","0.537428942489044"
"Stimme eher zu","2008","66 +","(noch) kein Abschluss","","","",""
"Stimme eher zu","2008","66 +","Hauptschule","979","0.371662812272087","0.353141012680924","0.390184611863249"
"Stimme eher zu","2008","66 +","Realschule","216","0.383871548616889","0.343116349227702","0.424626748006075"
"Stimme eher zu","2008","66 +","(Fach-)Abitur","75","0.468578291664794","0.396080775920044","0.541075807409543"
"Stimme eher zu","2008","66 +","AkademikerIn","361","0.409780649775022","0.377044998359292","0.442516301190753"
"Lehne eher ab","2008","17-34","(noch) kein Abschluss","43","0.101546342186086","0.0715303106456899","0.131562373726483"
"Lehne eher ab","2008","17-34","Hauptschule","41","0.0473766557099012","0.0318805595544129","0.0628727518653895"
"Lehne eher ab","2008","17-34","Realschule","119","0.0907705261664881","0.0749393928029325","0.106601659530044"
"Lehne eher ab","2008","17-34","(Fach-)Abitur","126","0.119759053185581","0.0996355748051878","0.139882531565975"
"Lehne eher ab","2008","17-34","AkademikerIn","90","0.164634436869309","0.132972213479139","0.196296660259478"
"Lehne eher ab","2008","35-65","(noch) kein Abschluss","","","",""
"Lehne eher ab","2008","35-65","Hauptschule","267","0.0785291572025221","0.0695490046073349","0.0875093097977093"
"Lehne eher ab","2008","35-65","Realschule","333","0.0950597962792653","0.0850331286220886","0.105086463936442"
"Lehne eher ab","2008","35-65","(Fach-)Abitur","122","0.138002839418898","0.116452829692953","0.159552849144844"
"Lehne eher ab","2008","35-65","AkademikerIn","509","0.182506245122831","0.168171006693128","0.196841483552534"
"Lehne eher ab","2008","66 +","(noch) kein Abschluss","","","",""
"Lehne eher ab","2008","66 +","Hauptschule","233","0.0943444372251327","0.0831409835426476","0.105547890907618"
"Lehne eher ab","2008","66 +","Realschule","48","0.0807040098372618","0.0578780174811027","0.103530002193421"
"Lehne eher ab","2008","66 +","(Fach-)Abitur","","","",""
"Lehne eher ab","2008","66 +","AkademikerIn","99","0.133598471084911","0.110952085821808","0.156244856348015"
"Lehne voll ab","2008","17-34","(noch) kein Abschluss","","","",""
"Lehne voll ab","2008","17-34","Hauptschule","","","",""
"Lehne voll ab","2008","17-34","Realschule","","","",""
"Lehne voll ab","2008","17-34","(Fach-)Abitur","","","",""
"Lehne voll ab","2008","17-34","AkademikerIn","","","",""
"Lehne voll ab","2008","35-65","(noch) kein Abschluss","","","",""
"Lehne voll ab","2008","35-65","Hauptschule","45","0.0155746634214312","0.0114410660179164","0.019708260824946"
"Lehne voll ab","2008","35-65","Realschule","57","0.0174682958821759","0.0129896492756344","0.0219469424887175"
"Lehne voll ab","2008","35-65","(Fach-)Abitur","","","",""
"Lehne voll ab","2008","35-65","AkademikerIn","72","0.0255129268809134","0.0196610926198639","0.0313647611419628"
"Lehne voll ab","2008","66 +","(noch) kein Abschluss","","","",""
"Lehne voll ab","2008","66 +","Hauptschule","47","0.0191951120661948","0.0139361640104214","0.0244540601219682"
"Lehne voll ab","2008","66 +","Realschule","","","",""
"Lehne voll ab","2008","66 +","(Fach-)Abitur","","","",""
"Lehne voll ab","2008","66 +","AkademikerIn","","","",""
"Stimme voll zu","2009","17-34","(noch) kein Abschluss","","","",""
"Stimme voll zu","2009","17-34","Hauptschule","","","",""
"Stimme voll zu","2009","17-34","Realschule","","","",""
"Stimme voll zu","2009","17-34","(Fach-)Abitur","","","",""
"Stimme voll zu","2009","17-34","AkademikerIn","","","",""
"Stimme voll zu","2009","35-65","(noch) kein Abschluss","","","",""
"Stimme voll zu","2009","35-65","Hauptschule","","","",""
"Stimme voll zu","2009","35-65","Realschule","","","",""
"Stimme voll zu","2009","35-65","(Fach-)Abitur","","","",""
"Stimme voll zu","2009","35-65","AkademikerIn","","","",""
"Stimme voll zu","2009","66 +","(noch) kein Abschluss","","","",""
"Stimme voll zu","2009","66 +","Hauptschule","","","",""
"Stimme voll zu","2009","66 +","Realschule","","","",""
"Stimme voll zu","2009","66 +","(Fach-)Abitur","","","",""
"Stimme voll zu","2009","66 +","AkademikerIn","","","",""
"Stimme eher zu","2009","17-34","(noch) kein Abschluss","","","",""
"Stimme eher zu","2009","17-34","Hauptschule","","","",""
"Stimme eher zu","2009","17-34","Realschule","","","",""
"Stimme eher zu","2009","17-34","(Fach-)Abitur","","","",""
"Stimme eher zu","2009","17-34","AkademikerIn","","","",""
"Stimme eher zu","2009","35-65","(noch) kein Abschluss","","","",""
"Stimme eher zu","2009","35-65","Hauptschule","","","",""
"Stimme eher zu","2009","35-65","Realschule","","","",""
"Stimme eher zu","2009","35-65","(Fach-)Abitur","","","",""
"Stimme eher zu","2009","35-65","AkademikerIn","","","",""
"Stimme eher zu","2009","66 +","(noch) kein Abschluss","","","",""
"Stimme eher zu","2009","66 +","Hauptschule","","","",""
