"m11104","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","1984","Brandenburg","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1984","Sachsen","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Sachsen","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1984","Thueringen","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Thueringen","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","1984","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Schleswig-Holstein","kein Migrationshintergrund","89","0.245139461852052","0.199414999468389","0.290863924235715"
"Mindestens einmal im Monat","1984","Schleswig-Holstein","direkter Migrationshintergrund","3","","",""
"Mindestens einmal im Monat","1984","Schleswig-Holstein","indirekter Migrationshintergrund","3","","",""
"Mindestens einmal im Monat","1984","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Hamburg","kein Migrationshintergrund","50","0.215328257142138","0.160255638951204","0.270400875333072"
"Mindestens einmal im Monat","1984","Hamburg","direkter Migrationshintergrund","6","0.0495071448482136","0.00418451273641268","0.0948297769600144"
"Mindestens einmal im Monat","1984","Hamburg","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Niedersachsen","kein Migrationshintergrund","210","","",""
"Mindestens einmal im Monat","1984","Niedersachsen","direkter Migrationshintergrund","25","","",""
"Mindestens einmal im Monat","1984","Niedersachsen","indirekter Migrationshintergrund","5","0.864145169650333","0.610322757750966","1.1179675815497"
"Mindestens einmal im Monat","1984","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Bremen","kein Migrationshintergrund","15","","",""
"Mindestens einmal im Monat","1984","Bremen","direkter Migrationshintergrund","3","","",""
"Mindestens einmal im Monat","1984","Bremen","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Nordrhein-Westfalen","kein Migrationshintergrund","450","0.188863916380764","0.172619017368275","0.205108815393252"
"Mindestens einmal im Monat","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","89","0.105010521796424","0.0853812734972416","0.124639770095606"
"Mindestens einmal im Monat","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","12","","",""
"Mindestens einmal im Monat","1984","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Hessen","kein Migrationshintergrund","172","","",""
"Mindestens einmal im Monat","1984","Hessen","direkter Migrationshintergrund","55","0.110779113721309","0.082313311906712","0.139244915535905"
"Mindestens einmal im Monat","1984","Hessen","indirekter Migrationshintergrund","5","0.520937852634084","0.238289567962755","0.803586137305412"
"Mindestens einmal im Monat","1984","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","136","","",""
"Mindestens einmal im Monat","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","23","","",""
"Mindestens einmal im Monat","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","1","","",""
"Mindestens einmal im Monat","1984","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Baden-Wuerttemberg","kein Migrationshintergrund","216","","",""
"Mindestens einmal im Monat","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","91","0.125103377204371","0.103043448387782","0.147163306020961"
"Mindestens einmal im Monat","1984","Baden-Wuerttemberg","indirekter Migrationshintergrund","10","","",""
"Mindestens einmal im Monat","1984","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Bayern","kein Migrationshintergrund","316","0.193604025038203","0.174108902994699","0.213099147081708"
"Mindestens einmal im Monat","1984","Bayern","direkter Migrationshintergrund","50","0.164289458396551","0.129468858282274","0.199110058510829"
"Mindestens einmal im Monat","1984","Bayern","indirekter Migrationshintergrund","6","0.0627267908214668","-0.0304743124330915","0.155927894076025"
"Mindestens einmal im Monat","1984","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Saarland","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Saarland","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Saarland","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Berlin","kein Migrationshintergrund","65","0.203843801495362","0.156908158858212","0.250779444132512"
"Mindestens einmal im Monat","1984","Berlin","direkter Migrationshintergrund","4","0.0196856179436383","-0.00559433781328368","0.0449655737005602"
"Mindestens einmal im Monat","1984","Berlin","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Brandenburg","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Sachsen","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Sachsen","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1984","Thueringen","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Thueringen","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","1984","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Hamburg","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Hamburg","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Hamburg","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Niedersachsen","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Niedersachsen","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Bremen","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Bremen","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Bremen","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Hessen","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Hessen","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Hessen","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Bayern","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Bayern","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Bayern","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Saarland","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Saarland","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Saarland","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Berlin","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Berlin","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Berlin","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Brandenburg","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Sachsen","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Sachsen","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1984","Thueringen","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Thueringen","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","1984","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1985","Schleswig-Holstein","kein Migrationshintergrund","166","","",""
"Fast nie oder nie","1985","Schleswig-Holstein","direkter Migrationshintergrund","26","","",""
"Fast nie oder nie","1985","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1985","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1985","Hamburg","kein Migrationshintergrund","99","0.518877690989316","0.450314147570118","0.587441234408514"
"Fast nie oder nie","1985","Hamburg","direkter Migrationshintergrund","48","0.494690305294262","0.376720989493101","0.612659621095423"
"Fast nie oder nie","1985","Hamburg","indirekter Migrationshintergrund","1","","",""
"Fast nie oder nie","1985","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1985","Niedersachsen","kein Migrationshintergrund","522","0.589521303155748","0.557905684832709","0.621136921478787"
"Fast nie oder nie","1985","Niedersachsen","direkter Migrationshintergrund","108","","",""
"Fast nie oder nie","1985","Niedersachsen","indirekter Migrationshintergrund","3","","",""
"Fast nie oder nie","1985","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1985","Bremen","kein Migrationshintergrund","58","0.689826039642015","0.593725561741844","0.785926517542186"
"Fast nie oder nie","1985","Bremen","direkter Migrationshintergrund","16","","",""
"Fast nie oder nie","1985","Bremen","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1985","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1985","Nordrhein-Westfalen","kein Migrationshintergrund","1130","","",""
"Fast nie oder nie","1985","Nordrhein-Westfalen","direkter Migrationshintergrund","593","0.750294966181987","0.720168987639476","0.780420944724497"
"Fast nie oder nie","1985","Nordrhein-Westfalen","indirekter Migrationshintergrund","13","","",""
"Fast nie oder nie","1985","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1985","Hessen","kein Migrationshintergrund","388","0.58544287228967","0.548816817269958","0.622068927309382"
"Fast nie oder nie","1985","Hessen","direkter Migrationshintergrund","302","0.729703496725883","0.686557121719947","0.772849871731819"
"Fast nie oder nie","1985","Hessen","indirekter Migrationshintergrund","4","0.400511699127523","0.110944271690134","0.690079126564912"
"Fast nie oder nie","1985","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1985","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","361","0.605134983425734","0.566781372713841","0.643488594137626"
"Fast nie oder nie","1985","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","101","","",""
"Fast nie oder nie","1985","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","3","","",""
"Fast nie oder nie","1985","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1985","Baden-Wuerttemberg","kein Migrationshintergrund","677","0.586844880214325","0.559077631307238","0.614612129121413"
"Fast nie oder nie","1985","Baden-Wuerttemberg","direkter Migrationshintergrund","572","0.677957243946228","0.645186938137657","0.710727549754799"
