year,pgisced97,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Lower Secondary Level,Yes,0.03598,104,2779,0.02905,0.04290
2002,Lower Secondary Level,No,0.92897,2675,2779,0.91942,0.93852
2002,Upper Secondary Level,Yes,0.09616,1145,10450,0.09051,0.10181
2002,Upper Secondary Level,No,0.81765,9305,10450,0.81025,0.82506
2002,Post-secondary Non-tertiary Level,Yes,0.11643,155,1030,0.09683,0.13602
2002,Post-secondary Non-tertiary Level,No,0.78279,875,1030,0.75760,0.80799
2002,First Stage of Tertiary Education,Yes,0.11267,196,1482,0.09656,0.12877
2002,First Stage of Tertiary Education,No,0.76167,1286,1482,0.73997,0.78337
2002,Second Stage of Tertiary Education,Yes,0.12228,544,2874,0.11030,0.13426
2002,Second Stage of Tertiary Education,No,0.57370,2330,2874,0.55561,0.59178
2003,Pre-primary Level,Yes,0.06000,42,494,0.03904,0.08097
2003,Pre-primary Level,No,0.75260,452,494,0.71451,0.79069
2003,Primary Level,No,0.93603,259,259,0.90617,0.96589
2003,Lower Secondary Level,Yes,0.03549,102,2638,0.02843,0.04255
2003,Lower Secondary Level,No,0.93302,2536,2638,0.92348,0.94256
2003,Upper Secondary Level,Yes,0.09341,1099,10008,0.08770,0.09911
2003,Upper Secondary Level,No,0.81879,8909,10008,0.81124,0.82633
2003,Post-secondary Non-tertiary Level,Yes,0.13110,168,1017,0.11035,0.15186
2003,Post-secondary Non-tertiary Level,No,0.76483,849,1017,0.73875,0.79090
2003,First Stage of Tertiary Education,Yes,0.10809,181,1433,0.09200,0.12417
2003,First Stage of Tertiary Education,No,0.75673,1252,1433,0.73451,0.77895
2003,Second Stage of Tertiary Education,Yes,0.13139,534,2767,0.11880,0.14398
2003,Second Stage of Tertiary Education,No,0.56419,2233,2767,0.54571,0.58267
2004,Pre-primary Level,Yes,0.07250,46,496,0.04966,0.09535
2004,Pre-primary Level,No,0.78230,450,496,0.74594,0.81866
2004,Primary Level,No,0.95474,250,250,0.92891,0.98056
2004,Lower Secondary Level,Yes,0.04412,116,2483,0.03604,0.05220
2004,Lower Secondary Level,No,0.92481,2367,2483,0.91444,0.93519
2004,Upper Secondary Level,Yes,0.09867,1113,9728,0.09274,0.10459
2004,Upper Secondary Level,No,0.81123,8615,9728,0.80346,0.81901
2004,Post-secondary Non-tertiary Level,Yes,0.13122,180,1017,0.11046,0.15199
2004,Post-secondary Non-tertiary Level,No,0.74976,837,1017,0.72313,0.77639
2004,First Stage of Tertiary Education,Yes,0.12905,209,1396,0.11146,0.14664
2004,First Stage of Tertiary Education,No,0.73969,1187,1396,0.71667,0.76272
2004,Second Stage of Tertiary Education,Yes,0.13944,563,2717,0.12641,0.15247
2004,Second Stage of Tertiary Education,No,0.55541,2154,2717,0.53673,0.57410
2005,Pre-primary Level,Yes,0.06825,38,507,0.04628,0.09022
2005,Pre-primary Level,No,0.78503,469,507,0.74923,0.82082
2005,Primary Level,No,0.94043,235,235,0.91010,0.97075
2005,Lower Secondary Level,Yes,0.04574,101,2303,0.03720,0.05427
2005,Lower Secondary Level,No,0.92292,2202,2303,0.91202,0.93381
2005,Upper Secondary Level,Yes,0.11368,1193,9212,0.10720,0.12016
2005,Upper Secondary Level,No,0.79082,8019,9212,0.78252,0.79913
2005,Post-secondary Non-tertiary Level,Yes,0.16430,205,1002,0.14135,0.18726
2005,Post-secondary Non-tertiary Level,No,0.74361,797,1002,0.71656,0.77066
2005,First Stage of Tertiary Education,Yes,0.13632,204,1306,0.11770,0.15494
2005,First Stage of Tertiary Education,No,0.71855,1102,1306,0.69415,0.74295
2005,Second Stage of Tertiary Education,Yes,0.13919,557,2652,0.12602,0.15237
2005,Second Stage of Tertiary Education,No,0.55590,2095,2652,0.53699,0.57482
2006,Pre-primary Level,No,0.46803,263,263,0.40761,0.52845
2006,Primary Level,No,0.93310,231,231,0.90081,0.96539
2006,Lower Secondary Level,Yes,0.04769,125,2376,0.03912,0.05626
2006,Lower Secondary Level,No,0.89752,2251,2376,0.88533,0.90972
2006,Upper Secondary Level,Yes,0.12663,1486,9982,0.12011,0.13315
2006,Upper Secondary Level,No,0.78402,8496,9982,0.77595,0.79209
2006,Post-secondary Non-tertiary Level,Yes,0.20436,266,1086,0.18036,0.22835
2006,Post-secondary Non-tertiary Level,No,0.70492,820,1086,0.67778,0.73206
2006,First Stage of Tertiary Education,Yes,0.14136,235,1388,0.12302,0.15969
2006,First Stage of Tertiary Education,No,0.71562,1153,1388,0.69188,0.73936
2006,Second Stage of Tertiary Education,Yes,0.15986,704,2926,0.14658,0.17314
2006,Second Stage of Tertiary Education,No,0.52282,2222,2926,0.50472,0.54092
2007,Pre-primary Level,No,0.40730,240,240,0.34501,0.46959
2007,Primary Level,No,0.93602,206,206,0.90251,0.96952
2007,Lower Secondary Level,Yes,0.05272,123,2094,0.04315,0.06230
2007,Lower Secondary Level,No,0.88352,1971,2094,0.86978,0.89727
2007,Upper Secondary Level,Yes,0.13819,1493,9312,0.13118,0.14520
2007,Upper Secondary Level,No,0.77034,7819,9312,0.76179,0.77888
2007,Post-secondary Non-tertiary Level,Yes,0.23132,268,1035,0.20562,0.25702
2007,Post-secondary Non-tertiary Level,No,0.67240,767,1035,0.64379,0.70101
2007,First Stage of Tertiary Education,Yes,0.17208,257,1287,0.15145,0.19271
2007,First Stage of Tertiary Education,No,0.68004,1030,1287,0.65455,0.70553
2007,Second Stage of Tertiary Education,Yes,0.17445,735,2815,0.16043,0.18848
2007,Second Stage of Tertiary Education,No,0.51346,2080,2815,0.49499,0.53193
2008,Pre-primary Level,No,0.45616,250,250,0.39429,0.51802
2008,Primary Level,No,0.92243,175,175,0.88268,0.96217
2008,Lower Secondary Level,Yes,0.07532,153,1938,0.06357,0.08708
2008,Lower Secondary Level,No,0.87298,1785,1938,0.85815,0.88781
2008,Upper Secondary Level,Yes,0.16378,1633,8857,0.15607,0.17149
2008,Upper Secondary Level,No,0.75429,7224,8857,0.74532,0.76325
2008,Post-secondary Non-tertiary Level,Yes,0.25550,288,982,0.22821,0.28280
2008,Post-secondary Non-tertiary Level,No,0.66142,694,982,0.63181,0.69104
2008,First Stage of Tertiary Education,Yes,0.18672,254,1190,0.16457,0.20887
2008,First Stage of Tertiary Education,No,0.67080,936,1190,0.64409,0.69751
2008,Second Stage of Tertiary Education,Yes,0.21079,805,2736,0.19550,0.22607
2008,Second Stage of Tertiary Education,No,0.48774,1931,2736,0.46901,0.50648
2010,Pre-primary Level,Yes,0.05939,46,333,0.03396,0.08481
2010,Pre-primary Level,No,0.49613,287,333,0.44235,0.54992
2010,Primary Level,No,0.92881,325,325,0.90081,0.95681
2010,Lower Secondary Level,Yes,0.08345,184,2379,0.07234,0.09457
2010,Lower Secondary Level,No,0.87540,2195,2379,0.86213,0.88868
2010,Upper Secondary Level,Yes,0.17188,2057,10801,0.16477,0.17900
2010,Upper Secondary Level,No,0.74427,8744,10801,0.73604,0.75250
2010,Post-secondary Non-tertiary Level,Yes,0.28904,463,1571,0.26661,0.31146
2010,Post-secondary Non-tertiary Level,No,0.61360,1108,1571,0.58952,0.63769
2010,First Stage of Tertiary Education,Yes,0.20530,343,1371,0.18391,0.22669
2010,First Stage of Tertiary Education,No,0.65847,1028,1371,0.63336,0.68359
2010,Second Stage of Tertiary Education,Yes,0.22578,1093,3591,0.21210,0.23946
2010,Second Stage of Tertiary Education,No,0.47014,2498,3591,0.45381,0.48646
2011,Pre-primary Level,Yes,0.05071,36,246,0.02324,0.07818
2011,Pre-primary Level,No,0.32023,210,246,0.26181,0.37866
2011,Primary Level,No,0.78525,216,216,0.73036,0.84014
2011,Lower Secondary Level,Yes,0.07817,190,2075,0.06662,0.08972
2011,Lower Secondary Level,No,0.77824,1885,2075,0.76036,0.79612
2011,Upper Secondary Level,Yes,0.16971,1955,9511,0.16216,0.17725
2011,Upper Secondary Level,No,0.67236,7556,9511,0.66293,0.68179
2011,Post-secondary Non-tertiary Level,Yes,0.25170,350,1085,0.22586,0.27754
2011,Post-secondary Non-tertiary Level,No,0.51961,735,1085,0.48986,0.54935
2011,First Stage of Tertiary Education,Yes,0.18283,310,1214,0.16108,0.20458
2011,First Stage of Tertiary Education,No,0.61347,904,1214,0.58607,0.64088
2011,Second Stage of Tertiary Education,Yes,0.20836,987,3001,0.19383,0.22289
2011,Second Stage of Tertiary Education,No,0.41503,2014,3001,0.39740,0.43266
2012,Pre-primary Level,Yes,0.04779,43,386,0.02648,0.06910
2012,Pre-primary Level,No,0.40929,343,386,0.36017,0.45841
2012,Primary Level,No,0.93669,369,369,0.91181,0.96157
2012,Lower Secondary Level,Yes,0.09279,272,2791,0.08202,0.10355
2012,Lower Secondary Level,No,0.85749,2519,2791,0.84452,0.87046
2012,Upper Secondary Level,Yes,0.19617,2691,12476,0.18921,0.20314
2012,Upper Secondary Level,No,0.72545,9785,12476,0.71761,0.73328
2012,Post-secondary Non-tertiary Level,Yes,0.26520,561,1806,0.24484,0.28557
2012,Post-secondary Non-tertiary Level,No,0.63712,1245,1806,0.61494,0.65931
2012,First Stage of Tertiary Education,Yes,0.22258,412,1525,0.20169,0.24346
2012,First Stage of Tertiary Education,No,0.61408,1113,1525,0.58964,0.63852
2012,Second Stage of Tertiary Education,Yes,0.22070,1322,4125,0.20804,0.23336
2012,Second Stage of Tertiary Education,No,0.46536,2803,4125,0.45013,0.48058
2013,Pre-primary Level,Yes,0.06276,42,213,0.03011,0.09541
2013,Pre-primary Level,No,0.23393,171,213,0.17695,0.29092
2013,Primary Level,No,0.55005,178,178,0.47676,0.62334
2013,Lower Secondary Level,Yes,0.07941,182,1775,0.06683,0.09199
2013,Lower Secondary Level,No,0.65497,1593,1775,0.63285,0.67709
2013,Upper Secondary Level,Yes,0.18709,2035,8599,0.17885,0.19534
2013,Upper Secondary Level,No,0.61373,6564,8599,0.60344,0.62403
2013,Post-secondary Non-tertiary Level,Yes,0.24080,362,1002,0.21431,0.26729
2013,Post-secondary Non-tertiary Level,No,0.43814,640,1002,0.40741,0.46888
2013,First Stage of Tertiary Education,Yes,0.21143,308,1095,0.18724,0.23563
2013,First Stage of Tertiary Education,No,0.56625,787,1095,0.53688,0.59562
2013,Second Stage of Tertiary Education,Yes,0.20173,1021,2949,0.18724,0.21621
2013,Second Stage of Tertiary Education,No,0.36906,1928,2949,0.35164,0.38648
2014,Pre-primary Level,Yes,0.05720,46,396,0.03430,0.08010
2014,Pre-primary Level,No,0.41964,350,396,0.37097,0.46831
2014,Primary Level,No,0.91717,475,475,0.89235,0.94198
2014,Lower Secondary Level,Yes,0.10071,272,3006,0.08995,0.11147
2014,Lower Secondary Level,No,0.84799,2734,3006,0.83515,0.86082
2014,Upper Secondary Level,Yes,0.21497,2635,11608,0.20750,0.22245
2014,Upper Secondary Level,No,0.70563,8973,11608,0.69734,0.71392
2014,Post-secondary Non-tertiary Level,Yes,0.27974,565,1919,0.25966,0.29983
2014,Post-secondary Non-tertiary Level,No,0.64681,1354,1919,0.62542,0.66820
2014,First Stage of Tertiary Education,Yes,0.24117,392,1340,0.21826,0.26408
2014,First Stage of Tertiary Education,No,0.60081,948,1340,0.57458,0.62705
2014,Second Stage of Tertiary Education,Yes,0.23874,1382,4384,0.22612,0.25136
2014,Second Stage of Tertiary Education,No,0.45227,3002,4384,0.43754,0.46701
2016,Pre-primary Level,No,0.35718,256,256,0.29837,0.41600
2016,Primary Level,No,0.84254,381,381,0.80591,0.87916
2016,Lower Secondary Level,Yes,0.08302,200,2474,0.07215,0.09390
2016,Lower Secondary Level,No,0.84524,2274,2474,0.83099,0.85950
2016,Upper Secondary Level,Yes,0.19388,2058,10190,0.18620,0.20156
2016,Upper Secondary Level,No,0.72340,8132,10190,0.71471,0.73208
2016,Post-secondary Non-tertiary Level,Yes,0.25666,487,1913,0.23708,0.27624
2016,Post-secondary Non-tertiary Level,No,0.68423,1426,1913,0.66339,0.70506
2016,First Stage of Tertiary Education,Yes,0.21845,331,1192,0.19498,0.24191
2016,First Stage of Tertiary Education,No,0.62211,861,1192,0.59457,0.64964
2016,Second Stage of Tertiary Education,Yes,0.21107,1181,4207,0.19874,0.22341
2016,Second Stage of Tertiary Education,No,0.48313,3026,4207,0.46802,0.49823
2018,Pre-primary Level,No,0.39448,267,267,0.33575,0.45322
2018,Primary Level,No,0.81334,461,461,0.77773,0.84895
2018,Lower Secondary Level,Yes,0.09265,221,2596,0.08149,0.10381
2018,Lower Secondary Level,No,0.83619,2375,2596,0.82195,0.85043
2018,Upper Secondary Level,Yes,0.20047,2239,10690,0.19288,0.20806
2018,Upper Secondary Level,No,0.71858,8451,10690,0.71006,0.72711
2018,Post-secondary Non-tertiary Level,Yes,0.26012,534,2015,0.24096,0.27928
2018,Post-secondary Non-tertiary Level,No,0.66972,1481,2015,0.64918,0.69026
2018,First Stage of Tertiary Education,Yes,0.23760,364,1232,0.21383,0.26138
2018,First Stage of Tertiary Education,No,0.59669,868,1232,0.56929,0.62410
2018,Second Stage of Tertiary Education,Yes,0.21488,1344,4598,0.20300,0.22675
2018,Second Stage of Tertiary Education,No,0.49340,3254,4598,0.47895,0.50785
2020,Pre-primary Level,No,0.34786,265,265,0.29040,0.40531
2020,Primary Level,No,0.78665,476,476,0.74981,0.82349
2020,Lower Secondary Level,Yes,0.10240,223,2366,0.09018,0.11462
2020,Lower Secondary Level,No,0.81774,2143,2366,0.80218,0.83330
2020,Upper Secondary Level,Yes,0.19950,2084,9799,0.19159,0.20742
2020,Upper Secondary Level,No,0.72059,7715,9799,0.71170,0.72947
2020,Post-secondary Non-tertiary Level,Yes,0.26883,589,2100,0.24986,0.28779
2020,Post-secondary Non-tertiary Level,No,0.66623,1511,2100,0.64606,0.68640
2020,First Stage of Tertiary Education,Yes,0.22903,358,1155,0.20478,0.25327
2020,First Stage of Tertiary Education,No,0.60550,797,1155,0.57730,0.63370
2020,Second Stage of Tertiary Education,Yes,0.22435,1507,5147,0.21295,0.23574
2020,Second Stage of Tertiary Education,No,0.48959,3640,5147,0.47593,0.50325
