year,age_gr,regtyp,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,17-29 y.,Urban regions,Yes,0.07450,180,2349,0.06388,0.08512
2001,17-29 y.,Urban regions,No,0.81666,2169,2349,0.80101,0.83231
2001,17-29 y.,Rural regions,Yes,0.06881,91,1365,0.05537,0.08224
2001,17-29 y.,Rural regions,No,0.85484,1274,1365,0.83614,0.87353
2001,30-45 y.,Urban regions,Yes,0.11646,519,4206,0.10676,0.12615
2001,30-45 y.,Urban regions,No,0.74048,3687,4206,0.72723,0.75373
2001,30-45 y.,Rural regions,Yes,0.07907,174,2233,0.06787,0.09026
2001,30-45 y.,Rural regions,No,0.81495,2059,2233,0.79884,0.83106
2001,46-65 y.,Urban regions,Yes,0.09276,385,3912,0.08367,0.10186
2001,46-65 y.,Urban regions,No,0.74624,3527,3912,0.73260,0.75987
2001,46-65 y.,Rural regions,Yes,0.07302,166,2223,0.06220,0.08383
2001,46-65 y.,Rural regions,No,0.82098,2057,2223,0.80504,0.83692
2001,66 and older,Urban regions,Yes,0.08161,168,1977,0.06954,0.09368
2001,66 and older,Urban regions,No,0.80860,1809,1977,0.79126,0.82595
2001,66 and older,Rural regions,Yes,0.03280,36,1119,0.02236,0.04324
2001,66 and older,Rural regions,No,0.90311,1083,1119,0.88577,0.92045
2002,17-29 y.,Urban regions,Yes,0.07068,202,2353,0.06032,0.08103
2002,17-29 y.,Urban regions,No,0.82847,2151,2353,0.81323,0.84370
2002,17-29 y.,Rural regions,Yes,0.07769,112,1344,0.06337,0.09201
2002,17-29 y.,Rural regions,No,0.85489,1232,1344,0.83605,0.87373
2002,30-45 y.,Urban regions,Yes,0.10384,562,4165,0.09457,0.11311
2002,30-45 y.,Urban regions,No,0.76299,3603,4165,0.75008,0.77591
2002,30-45 y.,Rural regions,Yes,0.08410,206,2125,0.07229,0.09590
2002,30-45 y.,Rural regions,No,0.80950,1919,2125,0.79280,0.82620
2002,46-65 y.,Urban regions,Yes,0.11278,611,4098,0.10309,0.12247
2002,46-65 y.,Urban regions,No,0.72936,3487,4098,0.71575,0.74296
2002,46-65 y.,Rural regions,Yes,0.07954,209,2232,0.06831,0.09077
2002,46-65 y.,Rural regions,No,0.80786,2023,2232,0.79151,0.82421
2002,66 and older,Urban regions,Yes,0.10246,239,2089,0.08945,0.11547
2002,66 and older,Urban regions,No,0.80098,1850,2089,0.78385,0.81810
2002,66 and older,Rural regions,Yes,0.02899,51,1156,0.01932,0.03867
2002,66 and older,Rural regions,No,0.91652,1105,1156,0.90057,0.93247
2003,17-29 y.,Urban regions,Yes,0.07601,214,2306,0.06519,0.08683
2003,17-29 y.,Urban regions,No,0.82154,2092,2306,0.80591,0.83717
2003,17-29 y.,Rural regions,Yes,0.08240,119,1258,0.06720,0.09760
2003,17-29 y.,Rural regions,No,0.84393,1139,1258,0.82386,0.86399
2003,30-45 y.,Urban regions,Yes,0.11215,541,3911,0.10226,0.12204
2003,30-45 y.,Urban regions,No,0.75309,3370,3911,0.73958,0.76661
2003,30-45 y.,Rural regions,Yes,0.09436,202,1987,0.08150,0.10721
2003,30-45 y.,Rural regions,No,0.79577,1785,1987,0.77804,0.81350
2003,46-65 y.,Urban regions,Yes,0.10661,577,3943,0.09698,0.11625
2003,46-65 y.,Urban regions,No,0.73152,3366,3943,0.71769,0.74536
2003,46-65 y.,Rural regions,Yes,0.06956,188,2158,0.05882,0.08030
2003,46-65 y.,Rural regions,No,0.81513,1970,2158,0.79875,0.83151
2003,66 and older,Urban regions,Yes,0.09618,235,2106,0.08358,0.10877
2003,66 and older,Urban regions,No,0.80003,1871,2106,0.78295,0.81712
2003,66 and older,Rural regions,Yes,0.04282,64,1168,0.03120,0.05443
2003,66 and older,Rural regions,No,0.89790,1104,1168,0.88053,0.91527
2004,17-29 y.,Urban regions,Yes,0.08969,246,2246,0.07787,0.10151
2004,17-29 y.,Urban regions,No,0.80562,2000,2246,0.78925,0.82199
2004,17-29 y.,Rural regions,Yes,0.07388,109,1262,0.05944,0.08831
2004,17-29 y.,Rural regions,No,0.86895,1153,1262,0.85033,0.88758
2004,30-45 y.,Urban regions,Yes,0.11653,529,3712,0.10621,0.12686
2004,30-45 y.,Urban regions,No,0.74715,3183,3712,0.73317,0.76113
2004,30-45 y.,Rural regions,Yes,0.09827,197,1822,0.08460,0.11194
2004,30-45 y.,Rural regions,No,0.78331,1625,1822,0.76438,0.80223
2004,46-65 y.,Urban regions,Yes,0.11648,605,3799,0.10628,0.12668
2004,46-65 y.,Urban regions,No,0.72194,3194,3799,0.70769,0.73619
2004,46-65 y.,Rural regions,Yes,0.08385,220,2114,0.07203,0.09566
2004,46-65 y.,Rural regions,No,0.78311,1894,2114,0.76554,0.80069
2004,66 and older,Urban regions,Yes,0.10137,259,2165,0.08865,0.11408
2004,66 and older,Urban regions,No,0.80099,1906,2165,0.78416,0.81781
2004,66 and older,Rural regions,Yes,0.04767,74,1211,0.03567,0.05968
2004,66 and older,Rural regions,No,0.89053,1137,1211,0.87294,0.90813
2005,17-29 y.,Urban regions,Yes,0.09980,240,2181,0.08721,0.11238
2005,17-29 y.,Urban regions,No,0.79593,1941,2181,0.77901,0.81285
2005,17-29 y.,Rural regions,Yes,0.08960,117,1201,0.07344,0.10576
2005,17-29 y.,Rural regions,No,0.84405,1084,1201,0.82352,0.86457
2005,30-45 y.,Urban regions,Yes,0.12579,528,3447,0.11472,0.13686
2005,30-45 y.,Urban regions,No,0.73461,2919,3447,0.71987,0.74935
2005,30-45 y.,Rural regions,Yes,0.12090,240,1692,0.10536,0.13644
2005,30-45 y.,Rural regions,No,0.75297,1452,1692,0.73241,0.77352
2005,46-65 y.,Urban regions,Yes,0.12535,594,3574,0.11450,0.13621
2005,46-65 y.,Urban regions,No,0.70816,2980,3574,0.69325,0.72307
2005,46-65 y.,Rural regions,Yes,0.08610,233,2035,0.07391,0.09830
2005,46-65 y.,Rural regions,No,0.77416,1802,2035,0.75598,0.79233
2005,66 and older,Urban regions,Yes,0.11698,295,2180,0.10349,0.13048
2005,66 and older,Urban regions,No,0.78941,1885,2180,0.77229,0.80653
2005,66 and older,Rural regions,Yes,0.05154,71,1186,0.03895,0.06413
2005,66 and older,Rural regions,No,0.87267,1115,1186,0.85369,0.89165
2006,17-29 y.,Urban regions,Yes,0.11661,272,2091,0.10285,0.13037
2006,17-29 y.,Urban regions,No,0.73572,1819,2091,0.71682,0.75463
2006,17-29 y.,Rural regions,Yes,0.07773,124,1172,0.06239,0.09306
2006,17-29 y.,Rural regions,No,0.77612,1048,1172,0.75225,0.80000
2006,30-45 y.,Urban regions,Yes,0.14031,634,3520,0.12884,0.15179
2006,30-45 y.,Urban regions,No,0.71964,2886,3520,0.70480,0.73448
2006,30-45 y.,Rural regions,Yes,0.14122,281,1789,0.12508,0.15736
2006,30-45 y.,Rural regions,No,0.73900,1508,1789,0.71864,0.75935
2006,46-65 y.,Urban regions,Yes,0.14595,782,3844,0.13478,0.15711
2006,46-65 y.,Urban regions,No,0.68642,3062,3844,0.67175,0.70109
2006,46-65 y.,Rural regions,Yes,0.11688,306,2221,0.10351,0.13024
2006,46-65 y.,Rural regions,No,0.74699,1915,2221,0.72890,0.76507
2006,66 and older,Urban regions,Yes,0.11404,357,2509,0.10160,0.12648
2006,66 and older,Urban regions,No,0.78390,2152,2509,0.76779,0.80001
2006,66 and older,Rural regions,Yes,0.06758,110,1435,0.05459,0.08058
2006,66 and older,Rural regions,No,0.85243,1325,1435,0.83408,0.87079
2007,17-29 y.,Urban regions,Yes,0.12322,274,1929,0.10855,0.13789
2007,17-29 y.,Urban regions,No,0.70700,1655,1929,0.68668,0.72732
2007,17-29 y.,Rural regions,Yes,0.08202,108,1067,0.06555,0.09850
2007,17-29 y.,Rural regions,No,0.74234,959,1067,0.71608,0.76859
2007,30-45 y.,Urban regions,Yes,0.16124,639,3175,0.14845,0.17403
2007,30-45 y.,Urban regions,No,0.69109,2536,3175,0.67501,0.70716
2007,30-45 y.,Rural regions,Yes,0.15060,282,1647,0.13332,0.16788
2007,30-45 y.,Rural regions,No,0.72675,1365,1647,0.70522,0.74828
2007,46-65 y.,Urban regions,Yes,0.16068,780,3571,0.14863,0.17273
2007,46-65 y.,Urban regions,No,0.67799,2791,3571,0.66266,0.69331
2007,46-65 y.,Rural regions,Yes,0.12092,302,2094,0.10695,0.13489
2007,46-65 y.,Rural regions,No,0.74157,1792,2094,0.72281,0.76032
2007,66 and older,Urban regions,Yes,0.12986,399,2456,0.11656,0.14315
2007,66 and older,Urban regions,No,0.76506,2057,2456,0.74829,0.78183
2007,66 and older,Rural regions,Yes,0.07889,131,1377,0.06465,0.09314
2007,66 and older,Rural regions,No,0.82644,1246,1377,0.80643,0.84645
2008,17-29 y.,Urban regions,Yes,0.13545,300,1843,0.11982,0.15108
2008,17-29 y.,Urban regions,No,0.71504,1543,1843,0.69442,0.73565
2008,17-29 y.,Rural regions,Yes,0.11228,122,987,0.09258,0.13199
2008,17-29 y.,Rural regions,No,0.75035,865,987,0.72333,0.77736
2008,30-45 y.,Urban regions,Yes,0.19708,672,2912,0.18262,0.21153
2008,30-45 y.,Urban regions,No,0.66670,2240,2912,0.64957,0.68382
2008,30-45 y.,Rural regions,Yes,0.19661,312,1520,0.17662,0.21659
2008,30-45 y.,Rural regions,No,0.69275,1208,1520,0.66955,0.71595
2008,46-65 y.,Urban regions,Yes,0.17893,827,3416,0.16608,0.19179
2008,46-65 y.,Urban regions,No,0.66716,2589,3416,0.65135,0.68296
2008,46-65 y.,Rural regions,Yes,0.13824,334,2005,0.12313,0.15335
2008,46-65 y.,Rural regions,No,0.73447,1671,2005,0.71514,0.75381
2008,66 and older,Urban regions,Yes,0.16894,490,2414,0.15399,0.18389
2008,66 and older,Urban regions,No,0.72751,1924,2414,0.70974,0.74527
2008,66 and older,Rural regions,Yes,0.08445,135,1370,0.06972,0.09918
2008,66 and older,Rural regions,No,0.82466,1235,1370,0.80451,0.84480
2010,17-29 y.,Urban regions,Yes,0.15358,356,2353,0.13901,0.16815
2010,17-29 y.,Urban regions,No,0.70763,1997,2353,0.68924,0.72601
2010,17-29 y.,Rural regions,Yes,0.11908,139,1262,0.10120,0.13696
2010,17-29 y.,Rural regions,No,0.76114,1123,1262,0.73761,0.78467
2010,30-45 y.,Urban regions,Yes,0.20846,1171,5090,0.19730,0.21962
2010,30-45 y.,Urban regions,No,0.64492,3919,5090,0.63177,0.65806
2010,30-45 y.,Rural regions,Yes,0.18915,581,2787,0.17461,0.20369
2010,30-45 y.,Rural regions,No,0.68405,2206,2787,0.66678,0.70131
2010,46-65 y.,Urban regions,Yes,0.19706,923,3563,0.18400,0.21013
2010,46-65 y.,Urban regions,No,0.64609,2640,3563,0.63038,0.66179
2010,46-65 y.,Rural regions,Yes,0.15808,419,2138,0.14261,0.17355
2010,46-65 y.,Rural regions,No,0.70849,1719,2138,0.68922,0.72776
2010,66 and older,Urban regions,Yes,0.18558,498,2215,0.16938,0.20177
2010,66 and older,Urban regions,No,0.71344,1717,2215,0.69461,0.73228
2010,66 and older,Rural regions,Yes,0.08630,131,1269,0.07085,0.10176
2010,66 and older,Rural regions,No,0.82023,1138,1269,0.79909,0.84136
2011,17-29 y.,Urban regions,Yes,0.13261,291,1770,0.11681,0.14842
2011,17-29 y.,Urban regions,No,0.62620,1479,1770,0.60366,0.64875
2011,17-29 y.,Rural regions,Yes,0.09006,105,910,0.07145,0.10867
2011,17-29 y.,Rural regions,No,0.66781,805,910,0.63719,0.69843
2011,30-45 y.,Urban regions,Yes,0.17647,698,2709,0.16211,0.19083
2011,30-45 y.,Urban regions,No,0.48952,2011,2709,0.47069,0.50835
2011,30-45 y.,Rural regions,Yes,0.14021,326,1476,0.12249,0.15793
2011,30-45 y.,Rural regions,No,0.52823,1150,1476,0.50275,0.55371
2011,46-65 y.,Urban regions,Yes,0.19321,1049,3910,0.18083,0.20559
2011,46-65 y.,Urban regions,No,0.61140,2861,3910,0.59612,0.62668
2011,46-65 y.,Rural regions,Yes,0.17560,528,2485,0.16063,0.19056
2011,46-65 y.,Rural regions,No,0.64493,1957,2485,0.62611,0.66374
2011,66 and older,Urban regions,Yes,0.19816,648,2761,0.18329,0.21303
2011,66 and older,Urban regions,No,0.67196,2113,2761,0.65444,0.68947
2011,66 and older,Rural regions,Yes,0.10581,213,1615,0.09080,0.12082
2011,66 and older,Rural regions,No,0.78357,1402,1615,0.76348,0.80366
2012,17-29 y.,Urban regions,Yes,0.14247,359,2332,0.12828,0.15666
2012,17-29 y.,Urban regions,No,0.70759,1973,2332,0.68913,0.72606
2012,17-29 y.,Rural regions,Yes,0.09655,145,1325,0.08064,0.11246
2012,17-29 y.,Rural regions,No,0.77777,1180,1325,0.75538,0.80016
2012,30-45 y.,Urban regions,Yes,0.23185,1260,5035,0.22020,0.24351
2012,30-45 y.,Urban regions,No,0.61796,3775,5035,0.60454,0.63138
2012,30-45 y.,Rural regions,Yes,0.18726,637,2930,0.17313,0.20139
2012,30-45 y.,Rural regions,No,0.70264,2293,2930,0.68609,0.71920
2012,46-65 y.,Urban regions,Yes,0.21507,1342,4732,0.20337,0.22678
2012,46-65 y.,Urban regions,No,0.63074,3390,4732,0.61699,0.64449
2012,46-65 y.,Rural regions,Yes,0.19355,705,3102,0.17965,0.20746
2012,46-65 y.,Rural regions,No,0.67990,2397,3102,0.66348,0.69632
2012,66 and older,Urban regions,Yes,0.19976,670,2738,0.18478,0.21474
2012,66 and older,Urban regions,No,0.66299,2068,2738,0.64528,0.68070
2012,66 and older,Rural regions,Yes,0.10721,234,1682,0.09242,0.12200
2012,66 and older,Rural regions,No,0.79443,1448,1682,0.77511,0.81375
2013,17-29 y.,Urban regions,Yes,0.11193,267,1521,0.09608,0.12778
2013,17-29 y.,Urban regions,No,0.49497,1254,1521,0.46983,0.52010
2013,17-29 y.,Rural regions,Yes,0.09290,112,758,0.07222,0.11358
2013,17-29 y.,Rural regions,No,0.57486,646,758,0.53964,0.61008
2013,30-45 y.,Urban regions,Yes,0.17266,663,2291,0.15718,0.18814
2013,30-45 y.,Urban regions,No,0.38763,1628,2291,0.36767,0.40758
2013,30-45 y.,Rural regions,Yes,0.13229,285,1244,0.11346,0.15113
2013,30-45 y.,Rural regions,No,0.49038,959,1244,0.46259,0.51817
2013,46-65 y.,Urban regions,Yes,0.21321,1110,3632,0.19989,0.22653
2013,46-65 y.,Urban regions,No,0.52983,2522,3632,0.51359,0.54606
2013,46-65 y.,Rural regions,Yes,0.20463,608,2454,0.18866,0.22059
2013,46-65 y.,Rural regions,No,0.60407,1846,2454,0.58472,0.62343
2013,66 and older,Urban regions,Yes,0.21742,714,2622,0.20163,0.23321
2013,66 and older,Urban regions,No,0.63274,1908,2622,0.61428,0.65119
2013,66 and older,Rural regions,Yes,0.12163,227,1544,0.10532,0.13794
2013,66 and older,Rural regions,No,0.76093,1317,1544,0.73965,0.78221
2014,17-29 y.,Urban regions,Yes,0.12616,336,2675,0.11357,0.13874
2014,17-29 y.,Urban regions,No,0.72805,2339,2675,0.71119,0.74492
2014,17-29 y.,Rural regions,Yes,0.12404,162,1291,0.10605,0.14203
2014,17-29 y.,Rural regions,No,0.74996,1129,1291,0.72633,0.77359
2014,30-45 y.,Urban regions,Yes,0.24087,1170,5054,0.22908,0.25267
2014,30-45 y.,Urban regions,No,0.62636,3884,5054,0.61303,0.63970
2014,30-45 y.,Rural regions,Yes,0.23010,628,2604,0.21393,0.24627
2014,30-45 y.,Rural regions,No,0.67326,1976,2604,0.65524,0.69128
2014,46-65 y.,Urban regions,Yes,0.23012,1377,4919,0.21836,0.24189
2014,46-65 y.,Urban regions,No,0.61704,3542,4919,0.60345,0.63062
2014,46-65 y.,Rural regions,Yes,0.22320,713,2992,0.20828,0.23813
2014,46-65 y.,Rural regions,No,0.64503,2279,2992,0.62788,0.66218
2014,66 and older,Urban regions,Yes,0.22152,720,2600,0.20555,0.23748
2014,66 and older,Urban regions,No,0.62448,1880,2600,0.60586,0.64309
2014,66 and older,Rural regions,Yes,0.13802,260,1580,0.12101,0.15503
2014,66 and older,Rural regions,No,0.75175,1320,1580,0.73044,0.77306
2016,17-29 y.,Urban regions,Yes,0.08907,258,2367,0.07759,0.10055
2016,17-29 y.,Urban regions,No,0.73277,2109,2367,0.71494,0.75060
2016,17-29 y.,Rural regions,Yes,0.08188,109,1145,0.06599,0.09777
2016,17-29 y.,Rural regions,No,0.75884,1036,1145,0.73405,0.78363
2016,30-45 y.,Urban regions,Yes,0.22357,927,4249,0.21104,0.23609
2016,30-45 y.,Urban regions,No,0.64460,3322,4249,0.63021,0.65900
2016,30-45 y.,Rural regions,Yes,0.20502,449,2173,0.18804,0.22199
2016,30-45 y.,Rural regions,No,0.69282,1724,2173,0.67342,0.71222
2016,46-65 y.,Urban regions,Yes,0.21443,1173,4573,0.20254,0.22633
2016,46-65 y.,Urban regions,No,0.63256,3400,4573,0.61858,0.64653
2016,46-65 y.,Rural regions,Yes,0.22559,628,2776,0.21004,0.24114
2016,46-65 y.,Rural regions,No,0.65425,2148,2776,0.63655,0.67194
2016,66 and older,Urban regions,Yes,0.19257,580,2407,0.17681,0.20832
2016,66 and older,Urban regions,No,0.64670,1827,2407,0.62760,0.66580
2016,66 and older,Rural regions,Yes,0.11394,220,1513,0.09793,0.12996
2016,66 and older,Rural regions,No,0.76454,1293,1513,0.74315,0.78593
2018,17-29 y.,Urban regions,Yes,0.11515,303,2638,0.10297,0.12734
2018,17-29 y.,Urban regions,No,0.71066,2335,2638,0.69335,0.72797
2018,17-29 y.,Rural regions,Yes,0.11679,146,1261,0.09906,0.13453
2018,17-29 y.,Rural regions,No,0.71747,1115,1261,0.69261,0.74233
2018,30-45 y.,Urban regions,Yes,0.20882,887,4114,0.19639,0.22124
2018,30-45 y.,Urban regions,No,0.67241,3227,4114,0.65806,0.68675
2018,30-45 y.,Rural regions,Yes,0.19072,434,2041,0.17367,0.20777
2018,30-45 y.,Rural regions,No,0.71470,1607,2041,0.69510,0.73429
2018,46-65 y.,Urban regions,Yes,0.22199,1332,5149,0.21064,0.23334
2018,46-65 y.,Urban regions,No,0.63099,3817,5149,0.61781,0.64418
2018,46-65 y.,Rural regions,Yes,0.23901,796,3172,0.22416,0.25385
2018,46-65 y.,Rural regions,No,0.64597,2376,3172,0.62933,0.66262
2018,66 and older,Urban regions,Yes,0.19469,613,2535,0.17927,0.21011
2018,66 and older,Urban regions,No,0.63395,1922,2535,0.61519,0.65271
2018,66 and older,Rural regions,Yes,0.14053,275,1588,0.12343,0.15763
2018,66 and older,Rural regions,No,0.72941,1313,1588,0.70755,0.75127
2020,17-29 y.,Urban regions,Yes,0.09697,302,2807,0.08602,0.10792
2020,17-29 y.,Urban regions,No,0.73475,2505,2807,0.71841,0.75108
2020,17-29 y.,Rural regions,Yes,0.09392,126,1182,0.07728,0.11055
2020,17-29 y.,Rural regions,No,0.71860,1056,1182,0.69295,0.74424
2020,30-45 y.,Urban regions,Yes,0.20623,841,4124,0.19388,0.21858
2020,30-45 y.,Urban regions,No,0.67329,3283,4124,0.65898,0.68761
2020,30-45 y.,Rural regions,Yes,0.21692,383,1911,0.19843,0.23540
2020,30-45 y.,Rural regions,No,0.69322,1528,1911,0.67254,0.71390
2020,46-65 y.,Urban regions,Yes,0.24199,1499,5104,0.23024,0.25374
2020,46-65 y.,Urban regions,No,0.60570,3605,5104,0.59229,0.61911
2020,46-65 y.,Rural regions,Yes,0.24654,790,2993,0.23110,0.26199
2020,46-65 y.,Rural regions,No,0.64147,2203,2993,0.62429,0.65865
2020,66 and older,Urban regions,Yes,0.19512,624,2351,0.17909,0.21114
2020,66 and older,Urban regions,No,0.62489,1727,2351,0.60531,0.64446
2020,66 and older,Rural regions,Yes,0.13011,274,1527,0.11323,0.14699
2020,66 and older,Rural regions,No,0.72877,1253,1527,0.70646,0.75108
