year,hhtyp,quintil_oecd_hh,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Couple with children,5th Quintile,Yes,0.91950,922,980,0.90246,0.93655
2015,Couple with children,5th Quintile,No,0.06572,58,980,0.05020,0.08125
2015,Multi-generational household,1st Quintile,Yes,0.63458,36,36,0.47505,0.79412
2015,Other Combinations,1st Quintile,Yes,0.80320,67,67,0.70728,0.89912
2015,Other Combinations,2nd Quintile,Yes,0.94253,51,51,0.87801,1.00704
2015,Other Combinations,3rd Quintile,Yes,0.75616,35,35,0.61182,0.90050
2015,Other Combinations,4th Quintile,Yes,0.86666,31,31,0.74502,0.98831
2016,Single-person household,1st Quintile,Yes,0.83665,856,986,0.81356,0.85973
2016,Single-person household,1st Quintile,No,0.13602,130,986,0.11461,0.15743
2016,Single-person household,2nd Quintile,Yes,0.89560,652,724,0.87331,0.91789
2016,Single-person household,2nd Quintile,No,0.10114,72,724,0.07917,0.12312
2016,Single-person household,3rd Quintile,Yes,0.92548,590,632,0.90499,0.94597
2016,Single-person household,3rd Quintile,No,0.07004,42,632,0.05013,0.08996
2016,Single-person household,4th Quintile,Yes,0.91855,498,553,0.89573,0.94137
2016,Single-person household,4th Quintile,No,0.07633,55,553,0.05418,0.09848
2016,Single-person household,5th Quintile,Yes,0.95539,457,457,0.93644,0.97434
2016,Couple without children,1st Quintile,Yes,0.89227,386,434,0.86307,0.92147
2016,Couple without children,1st Quintile,No,0.09967,48,434,0.07146,0.12789
2016,Couple without children,2nd Quintile,Yes,0.93933,672,711,0.92177,0.95689
2016,Couple without children,2nd Quintile,No,0.06067,39,711,0.04311,0.07823
2016,Couple without children,3rd Quintile,Yes,0.95209,715,758,0.93687,0.96730
2016,Couple without children,3rd Quintile,No,0.04125,43,758,0.02708,0.05542
2016,Couple without children,4th Quintile,Yes,0.96889,887,928,0.95771,0.98007
2016,Couple without children,4th Quintile,No,0.03111,41,928,0.01993,0.04229
2016,Couple without children,5th Quintile,Yes,0.96674,1219,1264,0.95685,0.97663
2016,Couple without children,5th Quintile,No,0.03326,45,1264,0.02337,0.04315
2016,Single parent,1st Quintile,Yes,0.87061,573,651,0.84481,0.89641
2016,Single parent,1st Quintile,No,0.11167,78,651,0.08745,0.13588
2016,Single parent,2nd Quintile,Yes,0.86577,361,405,0.83252,0.89901
2016,Single parent,2nd Quintile,No,0.13327,44,405,0.10013,0.16641
2016,Single parent,3rd Quintile,Yes,0.89935,215,215,0.85904,0.93966
2016,Single parent,4th Quintile,Yes,0.97541,146,146,0.95020,1.00062
2016,Single parent,5th Quintile,Yes,0.91055,77,77,0.84639,0.97472
2016,Couple with children,1st Quintile,Yes,0.83775,830,924,0.81397,0.86154
2016,Couple with children,1st Quintile,No,0.10796,94,924,0.08794,0.12798
2016,Couple with children,2nd Quintile,Yes,0.91297,1024,1109,0.89637,0.92956
2016,Couple with children,2nd Quintile,No,0.08322,85,1109,0.06696,0.09949
2016,Couple with children,3rd Quintile,Yes,0.94372,994,1056,0.92982,0.95763
2016,Couple with children,3rd Quintile,No,0.04931,62,1056,0.03624,0.06237
2016,Couple with children,4th Quintile,Yes,0.94524,946,992,0.93108,0.95941
2016,Couple with children,4th Quintile,No,0.05449,46,992,0.04036,0.06862
2016,Couple with children,5th Quintile,Yes,0.95078,859,900,0.93663,0.96492
2016,Couple with children,5th Quintile,No,0.04400,41,900,0.03059,0.05741
2016,Multi-generational household,2nd Quintile,Yes,0.97371,32,32,0.91739,1.03003
2016,Other Combinations,1st Quintile,Yes,0.66319,44,44,0.52192,0.80445
2016,Other Combinations,2nd Quintile,Yes,0.91958,44,44,0.83829,1.00086
2016,Other Combinations,3rd Quintile,Yes,0.88423,37,37,0.77971,0.98874
2017,Single-person household,1st Quintile,Yes,0.83448,983,1127,0.81277,0.85619
2017,Single-person household,1st Quintile,No,0.14156,144,1127,0.12120,0.16192
2017,Single-person household,2nd Quintile,Yes,0.89343,742,824,0.87235,0.91451
2017,Single-person household,2nd Quintile,No,0.10243,82,824,0.08172,0.12315
2017,Single-person household,3rd Quintile,Yes,0.91277,647,708,0.89197,0.93357
2017,Single-person household,3rd Quintile,No,0.08714,61,708,0.06635,0.10793
2017,Single-person household,4th Quintile,Yes,0.92934,570,604,0.90888,0.94979
2017,Single-person household,4th Quintile,No,0.07066,34,604,0.05021,0.09112
2017,Single-person household,5th Quintile,Yes,0.95143,531,531,0.93313,0.96973
2017,Couple without children,1st Quintile,Yes,0.92452,412,451,0.90011,0.94892
2017,Couple without children,1st Quintile,No,0.06344,39,451,0.04092,0.08596
2017,Couple without children,2nd Quintile,Yes,0.95364,732,765,0.93873,0.96855
2017,Couple without children,2nd Quintile,No,0.04636,33,765,0.03145,0.06127
2017,Couple without children,3rd Quintile,Yes,0.95826,853,890,0.94512,0.97141
2017,Couple without children,3rd Quintile,No,0.04002,37,890,0.02714,0.05291
2017,Couple without children,4th Quintile,Yes,0.95482,1025,1075,0.94240,0.96724
2017,Couple without children,4th Quintile,No,0.04518,50,1075,0.03276,0.05760
2017,Couple without children,5th Quintile,Yes,0.96929,1379,1428,0.96034,0.97824
2017,Couple without children,5th Quintile,No,0.03071,49,1428,0.02176,0.03966
2017,Single parent,1st Quintile,Yes,0.86346,578,646,0.83696,0.88996
2017,Single parent,1st Quintile,No,0.11657,68,646,0.09180,0.14133
2017,Single parent,2nd Quintile,Yes,0.92401,366,366,0.89683,0.95120
2017,Single parent,3rd Quintile,Yes,0.92467,213,213,0.88915,0.96020
2017,Single parent,4th Quintile,Yes,0.92248,152,152,0.87983,0.96514
2017,Single parent,5th Quintile,Yes,0.99561,97,97,0.98238,1.00884
2017,Couple with children,1st Quintile,Yes,0.84107,797,866,0.81671,0.86544
2017,Couple with children,1st Quintile,No,0.08032,69,866,0.06221,0.09843
2017,Couple with children,2nd Quintile,Yes,0.92658,1101,1171,0.91164,0.94153
2017,Couple with children,2nd Quintile,No,0.06980,70,1171,0.05520,0.08440
2017,Couple with children,3rd Quintile,Yes,0.94548,1133,1188,0.93256,0.95840
2017,Couple with children,3rd Quintile,No,0.05422,55,1188,0.04133,0.06710
2017,Couple with children,4th Quintile,Yes,0.95378,1080,1123,0.94150,0.96607
2017,Couple with children,4th Quintile,No,0.04094,43,1123,0.02934,0.05253
2017,Couple with children,5th Quintile,Yes,0.97180,944,944,0.96124,0.98237
2017,Other Combinations,1st Quintile,Yes,0.71496,64,64,0.60349,0.82644
2017,Other Combinations,2nd Quintile,Yes,0.82971,48,48,0.72225,0.93717
2017,Other Combinations,4th Quintile,Yes,0.87491,51,51,0.78320,0.96661
2017,Other Combinations,5th Quintile,Yes,0.89733,34,34,0.79378,1.00089
2018,Single-person household,1st Quintile,Yes,0.86715,1092,1234,0.84820,0.88610
2018,Single-person household,1st Quintile,No,0.10842,142,1234,0.09107,0.12578
2018,Single-person household,2nd Quintile,Yes,0.92542,816,882,0.90807,0.94277
2018,Single-person household,2nd Quintile,No,0.07097,66,882,0.05402,0.08793
2018,Single-person household,3rd Quintile,Yes,0.92026,645,692,0.90006,0.94045
2018,Single-person household,3rd Quintile,No,0.07470,47,692,0.05510,0.09430
2018,Single-person household,4th Quintile,Yes,0.96894,611,611,0.95517,0.98270
2018,Single-person household,5th Quintile,Yes,0.95921,541,541,0.94253,0.97589
2018,Couple without children,1st Quintile,Yes,0.88616,465,500,0.85829,0.91403
2018,Couple without children,1st Quintile,No,0.08597,35,500,0.06138,0.11057
2018,Couple without children,2nd Quintile,Yes,0.95696,749,794,0.94284,0.97109
2018,Couple without children,2nd Quintile,No,0.04267,45,794,0.02860,0.05673
2018,Couple without children,3rd Quintile,Yes,0.96555,834,834,0.95317,0.97794
2018,Couple without children,4th Quintile,Yes,0.96817,947,979,0.95717,0.97917
2018,Couple without children,4th Quintile,No,0.03181,32,979,0.02081,0.04281
2018,Couple without children,5th Quintile,Yes,0.97973,1371,1404,0.97235,0.98710
2018,Couple without children,5th Quintile,No,0.02027,33,1404,0.01290,0.02765
2018,Single parent,1st Quintile,Yes,0.89042,593,632,0.86604,0.91479
2018,Single parent,1st Quintile,No,0.08653,39,632,0.06459,0.10847
2018,Single parent,2nd Quintile,Yes,0.90028,367,367,0.86958,0.93098
2018,Single parent,3rd Quintile,Yes,0.96954,224,224,0.94698,0.99209
2018,Single parent,4th Quintile,Yes,0.95637,152,152,0.92379,0.98895
2018,Single parent,5th Quintile,Yes,0.95647,78,78,0.91089,1.00204
2018,Couple with children,1st Quintile,Yes,0.83731,757,828,0.81215,0.86246
2018,Couple with children,1st Quintile,No,0.07524,71,828,0.05726,0.09322
2018,Couple with children,2nd Quintile,Yes,0.93144,1071,1142,0.91678,0.94610
2018,Couple with children,2nd Quintile,No,0.06273,71,1142,0.04866,0.07680
2018,Couple with children,3rd Quintile,Yes,0.94841,1056,1095,0.93530,0.96152
2018,Couple with children,3rd Quintile,No,0.05028,39,1095,0.03733,0.06323
2018,Couple with children,4th Quintile,Yes,0.97545,1015,1015,0.96593,0.98498
2018,Couple with children,5th Quintile,Yes,0.96074,881,881,0.94791,0.97357
2018,Multi-generational household,1st Quintile,Yes,0.94286,38,38,0.86807,1.01765
2018,Other Combinations,1st Quintile,Yes,0.77645,61,61,0.67102,0.88187
2018,Other Combinations,2nd Quintile,Yes,0.90847,42,42,0.82021,0.99674
2018,Other Combinations,3rd Quintile,Yes,0.89426,33,33,0.78771,1.00080
2018,Other Combinations,5th Quintile,Yes,0.93594,37,37,0.85595,1.01593
2019,Single-person household,1st Quintile,Yes,0.74512,851,944,0.71730,0.77293
2019,Single-person household,1st Quintile,No,0.09149,93,944,0.07308,0.10989
2019,Single-person household,2nd Quintile,Yes,0.84775,637,687,0.82086,0.87463
2019,Single-person household,2nd Quintile,No,0.06593,50,687,0.04736,0.08450
2019,Single-person household,3rd Quintile,Yes,0.84940,547,590,0.82051,0.87828
2019,Single-person household,3rd Quintile,No,0.06364,43,590,0.04392,0.08335
2019,Single-person household,4th Quintile,Yes,0.89102,531,531,0.86449,0.91755
2019,Single-person household,5th Quintile,Yes,0.84992,453,453,0.81700,0.88285
2019,Couple without children,1st Quintile,Yes,0.80289,349,349,0.76109,0.84469
2019,Couple without children,2nd Quintile,Yes,0.88484,663,663,0.86053,0.90916
2019,Couple without children,3rd Quintile,Yes,0.88329,695,730,0.85998,0.90660
2019,Couple without children,3rd Quintile,No,0.04379,35,730,0.02893,0.05864
2019,Couple without children,4th Quintile,Yes,0.88695,828,828,0.86537,0.90853
2019,Couple without children,5th Quintile,Yes,0.86800,1183,1216,0.84897,0.88704
2019,Couple without children,5th Quintile,No,0.01819,33,1216,0.01067,0.02570
2019,Single parent,1st Quintile,Yes,0.77271,426,458,0.73429,0.81113
2019,Single parent,1st Quintile,No,0.08213,32,458,0.05696,0.10731
2019,Single parent,2nd Quintile,Yes,0.84460,319,319,0.80478,0.88442
2019,Single parent,3rd Quintile,Yes,0.86266,205,205,0.81542,0.90989
2019,Single parent,4th Quintile,Yes,0.85744,134,134,0.79802,0.91686
2019,Single parent,5th Quintile,Yes,0.91162,76,76,0.84738,0.97586
2019,Couple with children,1st Quintile,Yes,0.69897,530,575,0.66144,0.73649
2019,Couple with children,1st Quintile,No,0.05036,45,575,0.03247,0.06825
2019,Couple with children,2nd Quintile,Yes,0.85633,822,861,0.83288,0.87977
2019,Couple with children,2nd Quintile,No,0.02793,39,861,0.01692,0.03895
2019,Couple with children,3rd Quintile,Yes,0.88681,895,895,0.86604,0.90758
2019,Couple with children,4th Quintile,Yes,0.88374,828,859,0.86229,0.90519
2019,Couple with children,4th Quintile,No,0.04115,31,859,0.02786,0.05444
2019,Couple with children,5th Quintile,Yes,0.83802,776,776,0.81208,0.86396
2019,Multi-generational household,1st Quintile,Yes,0.95089,35,35,0.87825,1.02353
2019,Other Combinations,3rd Quintile,Yes,0.76402,37,37,0.62531,0.90273
2019,Other Combinations,4th Quintile,Yes,0.73763,32,32,0.58277,0.89250
2020,Single-person household,1st Quintile,Yes,0.86552,1265,1481,0.84814,0.88290
2020,Single-person household,1st Quintile,No,0.10242,216,1481,0.08697,0.11787
2020,Single-person household,2nd Quintile,Yes,0.92705,885,997,0.91090,0.94320
2020,Single-person household,2nd Quintile,No,0.06545,112,997,0.05009,0.08081
2020,Single-person household,3rd Quintile,Yes,0.93623,661,723,0.91840,0.95405
2020,Single-person household,3rd Quintile,No,0.06296,62,723,0.04525,0.08068
2020,Single-person household,4th Quintile,Yes,0.93728,611,661,0.91879,0.95578
2020,Single-person household,4th Quintile,No,0.06165,50,661,0.04330,0.08000
2020,Single-person household,5th Quintile,Yes,0.95670,668,704,0.94166,0.97175
2020,Single-person household,5th Quintile,No,0.04252,36,704,0.02761,0.05744
2020,Couple without children,1st Quintile,Yes,0.88211,471,523,0.85444,0.90977
2020,Couple without children,1st Quintile,No,0.08715,52,523,0.06295,0.11135
2020,Couple without children,2nd Quintile,Yes,0.95019,813,868,0.93571,0.96467
2020,Couple without children,2nd Quintile,No,0.04738,55,868,0.03324,0.06152
2020,Couple without children,3rd Quintile,Yes,0.94699,820,882,0.93219,0.96178
2020,Couple without children,3rd Quintile,No,0.05222,62,882,0.03753,0.06691
2020,Couple without children,4th Quintile,Yes,0.96159,967,1014,0.94976,0.97343
2020,Couple without children,4th Quintile,No,0.03628,47,1014,0.02476,0.04779
2020,Couple without children,5th Quintile,Yes,0.97242,1691,1740,0.96472,0.98012
2020,Couple without children,5th Quintile,No,0.02730,49,1740,0.01964,0.03496
2020,Single parent,1st Quintile,Yes,0.81895,416,468,0.78402,0.85387
2020,Single parent,1st Quintile,No,0.14542,52,468,0.11345,0.17740
2020,Single parent,2nd Quintile,Yes,0.89898,344,344,0.86708,0.93087
2020,Single parent,3rd Quintile,Yes,0.95564,221,221,0.92843,0.98285
2020,Single parent,4th Quintile,Yes,0.94385,141,141,0.90571,0.98198
2020,Single parent,5th Quintile,Yes,0.97643,110,110,0.94795,1.00491
2020,Couple with children,1st Quintile,Yes,0.77314,709,826,0.74456,0.80172
2020,Couple with children,1st Quintile,No,0.08598,117,826,0.06685,0.10511
2020,Couple with children,2nd Quintile,Yes,0.94755,923,999,0.93372,0.96138
2020,Couple with children,2nd Quintile,No,0.04781,76,999,0.03457,0.06105
2020,Couple with children,3rd Quintile,Yes,0.94467,921,972,0.93029,0.95905
2020,Couple with children,3rd Quintile,No,0.05294,51,972,0.03886,0.06702
2020,Couple with children,4th Quintile,Yes,0.94950,941,973,0.93574,0.96327
2020,Couple with children,4th Quintile,No,0.05042,32,973,0.03667,0.06418
2020,Couple with children,5th Quintile,Yes,0.96405,1109,1109,0.95309,0.97501
2020,Multi-generational household,1st Quintile,Yes,0.92621,38,38,0.84198,1.01045
2020,Other Combinations,1st Quintile,Yes,0.72560,67,67,0.61795,0.83325
2020,Other Combinations,2nd Quintile,Yes,0.84704,59,59,0.75441,0.93968
2020,Other Combinations,3rd Quintile,Yes,0.96875,53,53,0.92146,1.01604
2020,Other Combinations,4th Quintile,Yes,0.96044,44,44,0.90218,1.01870
2020,Other Combinations,5th Quintile,Yes,0.91188,37,37,0.81929,1.00448
2021,Single-person household,1st Quintile,Yes,0.75775,685,772,0.72751,0.78800
2021,Single-person household,1st Quintile,No,0.08488,87,772,0.06521,0.10456
2021,Single-person household,2nd Quintile,Yes,0.83549,511,555,0.80462,0.86636
2021,Single-person household,2nd Quintile,No,0.05804,44,555,0.03857,0.07751
2021,Single-person household,3rd Quintile,Yes,0.84681,466,507,0.81543,0.87820
2021,Single-person household,3rd Quintile,No,0.06851,41,507,0.04650,0.09052
2021,Single-person household,4th Quintile,Yes,0.85164,441,441,0.81843,0.88486
2021,Single-person household,5th Quintile,Yes,0.88522,461,461,0.85609,0.91435
2021,Couple without children,1st Quintile,Yes,0.86650,281,312,0.82870,0.90430
2021,Couple without children,1st Quintile,No,0.06848,31,312,0.04041,0.09655
2021,Couple without children,2nd Quintile,Yes,0.88260,485,485,0.85392,0.91128
2021,Couple without children,3rd Quintile,Yes,0.86943,495,526,0.84061,0.89825
2021,Couple without children,3rd Quintile,No,0.05868,31,526,0.03858,0.07879
2021,Couple without children,4th Quintile,Yes,0.89002,616,616,0.86529,0.91475
2021,Couple without children,5th Quintile,Yes,0.87615,1104,1104,0.85671,0.89559
2021,Single parent,1st Quintile,Yes,0.70481,226,226,0.64521,0.76441
2021,Single parent,2nd Quintile,Yes,0.81416,241,241,0.76495,0.86337
2021,Single parent,3rd Quintile,Yes,0.89817,125,125,0.84494,0.95140
2021,Single parent,4th Quintile,Yes,0.88665,108,108,0.82658,0.94672
2021,Single parent,5th Quintile,Yes,0.92224,71,71,0.85951,0.98498
2021,Couple with children,1st Quintile,Yes,0.67624,326,368,0.62837,0.72412
2021,Couple with children,1st Quintile,No,0.06169,42,368,0.03707,0.08630
2021,Couple with children,2nd Quintile,Yes,0.82705,536,584,0.79635,0.85775
2021,Couple with children,2nd Quintile,No,0.05401,48,584,0.03566,0.07236
2021,Couple with children,3rd Quintile,Yes,0.84131,597,597,0.81198,0.87065
2021,Couple with children,4th Quintile,Yes,0.84712,592,592,0.81811,0.87614
2021,Couple with children,5th Quintile,Yes,0.85655,672,672,0.83003,0.88307
2021,Other Combinations,1st Quintile,Yes,0.46277,38,38,0.30210,0.62343
2021,Other Combinations,2nd Quintile,Yes,0.85911,42,42,0.75261,0.96560
2021,Other Combinations,3rd Quintile,Yes,0.91224,42,42,0.82563,0.99885
2021,Other Combinations,4th Quintile,Yes,0.84084,41,41,0.72747,0.95421
2021,Other Combinations,5th Quintile,Yes,0.81582,43,43,0.69859,0.93306
2022,Single-person household,1st Quintile,Yes,0.86906,1197,1370,0.85119,0.88693
2022,Single-person household,1st Quintile,No,0.10761,173,1370,0.09120,0.12403
2022,Single-person household,2nd Quintile,Yes,0.91511,971,1098,0.89861,0.93160
2022,Single-person household,2nd Quintile,No,0.06688,127,1098,0.05210,0.08166
2022,Single-person household,3rd Quintile,Yes,0.91524,920,1017,0.89811,0.93236
2022,Single-person household,3rd Quintile,No,0.07740,97,1017,0.06097,0.09383
2022,Single-person household,4th Quintile,Yes,0.94556,929,990,0.93142,0.95970
2022,Single-person household,4th Quintile,No,0.05251,61,990,0.03861,0.06641
2022,Single-person household,5th Quintile,Yes,0.94851,927,984,0.93469,0.96232
2022,Single-person household,5th Quintile,No,0.04801,57,984,0.03464,0.06137
2022,Couple without children,1st Quintile,Yes,0.92731,815,899,0.91032,0.94429
2022,Couple without children,1st Quintile,No,0.05789,84,899,0.04262,0.07317
2022,Couple without children,2nd Quintile,Yes,0.95441,994,1052,0.94179,0.96702
2022,Couple without children,2nd Quintile,No,0.04284,58,1052,0.03059,0.05508
2022,Couple without children,3rd Quintile,Yes,0.95581,969,1027,0.94323,0.96838
2022,Couple without children,3rd Quintile,No,0.04215,58,1027,0.02986,0.05445
2022,Couple without children,4th Quintile,Yes,0.95824,1051,1094,0.94638,0.97010
2022,Couple without children,4th Quintile,No,0.03677,43,1094,0.02562,0.04793
2022,Couple without children,5th Quintile,Yes,0.97878,1573,1606,0.97173,0.98583
2022,Couple without children,5th Quintile,No,0.02063,33,1606,0.01368,0.02758
2022,Single parent,1st Quintile,Yes,0.80899,289,323,0.76606,0.85193
2022,Single parent,1st Quintile,No,0.15431,34,323,0.11485,0.19376
2022,Single parent,2nd Quintile,Yes,0.92136,302,333,0.89240,0.95031
2022,Single parent,2nd Quintile,No,0.07293,31,333,0.04496,0.10090
2022,Single parent,3rd Quintile,Yes,0.96072,205,205,0.93406,0.98738
2022,Single parent,4th Quintile,Yes,0.93335,154,154,0.89382,0.97287
2022,Single parent,5th Quintile,Yes,0.96136,103,103,0.92395,0.99876
2022,Couple with children,1st Quintile,Yes,0.82243,996,1105,0.79989,0.84498
2022,Couple with children,1st Quintile,No,0.10629,109,1105,0.08811,0.12447
2022,Couple with children,2nd Quintile,Yes,0.90888,990,1067,0.89161,0.92616
2022,Couple with children,2nd Quintile,No,0.05911,77,1067,0.04495,0.07326
2022,Couple with children,3rd Quintile,Yes,0.95731,915,948,0.94443,0.97019
2022,Couple with children,3rd Quintile,No,0.03768,33,948,0.02555,0.04981
2022,Couple with children,4th Quintile,Yes,0.96887,994,994,0.95807,0.97967
2022,Couple with children,5th Quintile,Yes,0.96950,975,975,0.95870,0.98030
2022,Other Combinations,1st Quintile,Yes,0.77340,495,593,0.73968,0.80713
2022,Other Combinations,1st Quintile,No,0.17799,98,593,0.14717,0.20880
2022,Other Combinations,2nd Quintile,Yes,0.82552,164,164,0.76725,0.88378
2022,Other Combinations,3rd Quintile,Yes,0.92719,96,96,0.87494,0.97944
2022,Other Combinations,4th Quintile,Yes,0.93030,73,73,0.87148,0.98912
2022,Other Combinations,5th Quintile,Yes,0.93384,81,81,0.87937,0.98831
