year,hhtyp,sampreg,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Couple with children,West,No,0.04319,144,2377,0.03502,0.05137
2021,Couple with children,East,Yes,0.84497,490,490,0.81289,0.87705
2021,Multi-generational household,West,Yes,0.79222,47,47,0.67498,0.90947
2021,Other Combinations,West,Yes,0.77351,171,171,0.71059,0.83643
2021,Other Combinations,East,Yes,0.78198,35,35,0.64319,0.92077
2022,Single-person household,West,Yes,0.91370,3856,4277,0.90528,0.92212
2022,Single-person household,West,No,0.07381,421,4277,0.06598,0.08165
2022,Single-person household,East,Yes,0.92574,1174,1282,0.91139,0.94010
2022,Single-person household,East,No,0.06433,108,1282,0.05090,0.07777
2022,Couple without children,West,Yes,0.95818,4243,4462,0.95230,0.96405
2022,Couple without children,West,No,0.03731,219,4462,0.03175,0.04287
2022,Couple without children,East,Yes,0.95748,1195,1256,0.94631,0.96864
2022,Couple without children,East,No,0.04044,61,1256,0.02954,0.05133
2022,Single parent,West,Yes,0.89209,774,838,0.87107,0.91311
2022,Single parent,West,No,0.09119,64,838,0.07169,0.11069
2022,Single parent,East,Yes,0.93001,280,280,0.90007,0.95995
2022,Couple with children,West,Yes,0.92749,3916,4133,0.91958,0.93540
2022,Couple with children,West,No,0.05028,217,4133,0.04362,0.05695
2022,Couple with children,East,Yes,0.92195,960,1018,0.90546,0.93843
2022,Couple with children,East,No,0.05232,58,1018,0.03863,0.06600
2022,Multi-generational household,West,Yes,0.91891,60,60,0.84925,0.98856
2022,Other Combinations,West,Yes,0.84415,752,875,0.82010,0.86820
2022,Other Combinations,West,No,0.12385,123,875,0.10201,0.14569
2022,Other Combinations,East,Yes,0.81708,183,221,0.76599,0.86816
2022,Other Combinations,East,No,0.16427,38,221,0.11531,0.21324
