year,hhtyp,regtyp,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Single-person household,Urban regions,No,0.07008,214,2756,0.06054,0.07961
2018,Single-person household,Rural regions,Yes,0.91798,1166,1260,0.90282,0.93314
2018,Single-person household,Rural regions,No,0.07198,94,1260,0.05771,0.08626
2018,Couple without children,Urban regions,Yes,0.95880,2747,2863,0.95152,0.96608
2018,Couple without children,Urban regions,No,0.03738,116,2863,0.03043,0.04433
2018,Couple without children,Rural regions,Yes,0.96587,1620,1679,0.95718,0.97455
2018,Couple without children,Rural regions,No,0.03099,59,1679,0.02270,0.03929
2018,Single parent,Urban regions,Yes,0.92200,943,1007,0.90542,0.93857
2018,Single parent,Urban regions,No,0.06432,64,1007,0.04916,0.07948
2018,Single parent,Rural regions,Yes,0.90344,472,504,0.87763,0.92925
2018,Single parent,Rural regions,No,0.08771,32,504,0.06299,0.11243
2018,Couple with children,Urban regions,Yes,0.93347,3132,3300,0.92497,0.94198
2018,Couple with children,Urban regions,No,0.05241,168,3300,0.04480,0.06001
2018,Couple with children,Rural regions,Yes,0.95182,1648,1719,0.94169,0.96195
2018,Couple with children,Rural regions,No,0.03614,71,1719,0.02732,0.04497
2018,Multi-generational household,Urban regions,Yes,0.99005,76,76,0.96760,1.01251
2018,Multi-generational household,Rural regions,Yes,0.95824,38,38,0.89378,1.02270
2018,Other Combinations,Urban regions,Yes,0.88919,151,151,0.83896,0.93943
2018,Other Combinations,Rural regions,Yes,0.89264,58,58,0.81228,0.97301
2019,Single-person household,Urban regions,Yes,0.84567,2046,2214,0.83061,0.86072
2019,Single-person household,Urban regions,No,0.06397,168,2214,0.05378,0.07417
2019,Single-person household,Rural regions,Yes,0.84706,975,1046,0.82523,0.86888
2019,Single-person household,Rural regions,No,0.07304,71,1046,0.05726,0.08882
2019,Couple without children,Urban regions,Yes,0.87644,2319,2414,0.86331,0.88957
2019,Couple without children,Urban regions,No,0.03229,95,2414,0.02523,0.03934
2019,Couple without children,Rural regions,Yes,0.89757,1399,1451,0.88197,0.91318
2019,Couple without children,Rural regions,No,0.03006,52,1451,0.02127,0.03884
2019,Single parent,Urban regions,Yes,0.85412,785,835,0.83017,0.87808
2019,Single parent,Urban regions,No,0.06447,50,835,0.04780,0.08113
2019,Single parent,Rural regions,Yes,0.78716,375,375,0.74568,0.82864
2019,Couple with children,Urban regions,Yes,0.85242,2504,2617,0.83883,0.86601
2019,Couple with children,Urban regions,No,0.03974,113,2617,0.03225,0.04722
2019,Couple with children,Rural regions,Yes,0.86365,1347,1397,0.84565,0.88166
2019,Couple with children,Rural regions,No,0.02685,50,1397,0.01837,0.03533
2019,Multi-generational household,Urban regions,Yes,0.92939,53,53,0.85977,0.99902
2019,Multi-generational household,Rural regions,Yes,0.91421,32,32,0.81562,1.01280
2019,Other Combinations,Urban regions,Yes,0.86686,105,105,0.80157,0.93215
2019,Other Combinations,Rural regions,Yes,0.83370,46,46,0.72490,0.94249
2020,Single-person household,Urban regions,Yes,0.91185,2871,3257,0.90212,0.92159
2020,Single-person household,Urban regions,No,0.07403,386,3257,0.06504,0.08303
2020,Single-person household,Rural regions,Yes,0.92366,1235,1335,0.90941,0.93791
2020,Single-person household,Rural regions,No,0.06760,100,1335,0.05412,0.08107
2020,Couple without children,Urban regions,Yes,0.95548,3120,3295,0.94843,0.96252
2020,Couple without children,Urban regions,No,0.03944,175,3295,0.03279,0.04608
2020,Couple without children,Rural regions,Yes,0.94684,1642,1732,0.93628,0.95741
2020,Couple without children,Rural regions,No,0.05137,90,1732,0.04097,0.06177
2020,Single parent,Urban regions,Yes,0.88555,817,897,0.86470,0.90639
2020,Single parent,Urban regions,No,0.10055,80,897,0.08086,0.12024
2020,Single parent,Rural regions,Yes,0.90385,415,415,0.87545,0.93225
2020,Couple with children,Urban regions,Yes,0.92038,3043,3264,0.91109,0.92967
2020,Couple with children,Urban regions,No,0.05859,221,3264,0.05053,0.06665
2020,Couple with children,Rural regions,Yes,0.94826,1561,1644,0.93755,0.95897
2020,Couple with children,Rural regions,No,0.03659,83,1644,0.02751,0.04566
2020,Multi-generational household,Urban regions,Yes,0.92328,61,61,0.85594,0.99063
2020,Multi-generational household,Rural regions,Yes,0.95719,46,46,0.89805,1.01634
2020,Other Combinations,Urban regions,Yes,0.87500,182,182,0.82682,0.92318
2020,Other Combinations,Rural regions,Yes,0.88758,78,78,0.81702,0.95813
2021,Single-person household,Urban regions,Yes,0.81652,1777,1951,0.79934,0.83370
2021,Single-person household,Urban regions,No,0.06158,174,1951,0.05091,0.07225
2021,Single-person household,Rural regions,Yes,0.84730,800,847,0.82306,0.87154
2021,Single-person household,Rural regions,No,0.05240,47,847,0.03738,0.06741
2021,Couple without children,Urban regions,Yes,0.86594,1926,2016,0.85107,0.88082
2021,Couple without children,Urban regions,No,0.04119,90,2016,0.03251,0.04986
2021,Couple without children,Rural regions,Yes,0.90345,1056,1112,0.88608,0.92082
2021,Couple without children,Rural regions,No,0.03716,56,1112,0.02604,0.04829
2021,Single parent,Urban regions,Yes,0.77604,494,530,0.74052,0.81157
2021,Single parent,Urban regions,No,0.10493,36,530,0.07881,0.13105
2021,Single parent,Rural regions,Yes,0.86293,278,278,0.82243,0.90343
2021,Couple with children,Urban regions,Yes,0.80885,1784,1908,0.79121,0.82650
2021,Couple with children,Urban regions,No,0.04681,124,1908,0.03733,0.05629
2021,Couple with children,Rural regions,Yes,0.85679,939,976,0.83480,0.87877
2021,Couple with children,Rural regions,No,0.02308,37,976,0.01365,0.03250
2021,Multi-generational household,Urban regions,Yes,0.78950,38,38,0.65814,0.92085
2021,Other Combinations,Urban regions,Yes,0.74212,144,144,0.67042,0.81383
2021,Other Combinations,Rural regions,Yes,0.85272,62,62,0.76379,0.94166
2022,Single-person household,Urban regions,Yes,0.91322,3594,4012,0.90451,0.92193
2022,Single-person household,Urban regions,No,0.07211,418,4012,0.06411,0.08012
2022,Single-person household,Rural regions,Yes,0.92255,1436,1547,0.90922,0.93587
2022,Single-person household,Rural regions,No,0.07177,111,1547,0.05890,0.08464
2022,Couple without children,Urban regions,Yes,0.95444,3694,3894,0.94789,0.96099
2022,Couple without children,Urban regions,No,0.04061,200,3894,0.03441,0.04681
2022,Couple without children,Rural regions,Yes,0.96533,1744,1824,0.95693,0.97373
2022,Couple without children,Rural regions,No,0.03220,80,1824,0.02410,0.04031
2022,Single parent,Urban regions,Yes,0.89495,703,762,0.87316,0.91673
2022,Single parent,Urban regions,No,0.08744,59,762,0.06737,0.10751
2022,Single parent,Rural regions,Yes,0.90851,351,351,0.87831,0.93872
2022,Couple with children,Urban regions,Yes,0.92104,3173,3358,0.91192,0.93016
2022,Couple with children,Urban regions,No,0.05227,185,3358,0.04475,0.05980
2022,Couple with children,Rural regions,Yes,0.93926,1703,1793,0.92820,0.95032
2022,Couple with children,Rural regions,No,0.04680,90,1793,0.03702,0.05658
2022,Multi-generational household,Urban regions,Yes,0.91002,44,44,0.82448,0.99555
2022,Multi-generational household,Rural regions,Yes,0.93996,33,33,0.85766,1.02227
2022,Other Combinations,Urban regions,Yes,0.83446,646,758,0.80798,0.86093
2022,Other Combinations,Urban regions,No,0.13156,112,758,0.10748,0.15564
2022,Other Combinations,Rural regions,Yes,0.85198,289,338,0.81406,0.88989
2022,Other Combinations,Rural regions,No,0.12697,49,338,0.09142,0.16252
